COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
703-9									n o ʔ							
1290-9									m v							
1391-9									ŋ a t							
269-9									g a t							
855-9									dʑ a n							
2078-9									iː iː							
2213-9									m iːu̯							
1858-9									iː a							
1151-9									g j a n							
737-9									b ə d							
340-9									ʔ a							
485-9									ŋ r							
1356-9									m u h							
1093-9									d o ŋ							
1063-9									d u m							
648-9									dʑ j n							
223-9									g ui̯ n							
1248-9									d v							
504-9									dʑ o h							
2130-9									iː iː							
1-9									ʔ ɨː							
386-9									j o ʔ							
1027-9									g a ʔ							
2077-9									m a h							
1459-9									g l l							
1323-9									a ə							
1859-10										ŋ s						
175-10										g i						
241-10										ʔ ɔ ʔ						
2163-10										kʰ ɔ n						
2181-10										n i m						
2060-10										ʔ s m						
410-10										ɗ aː						
1841-10										m						
2017-10										h e						
1004-10										f aː						
614-10										b o h						
686-10										b l e						
88-10										k a ʔ						
872-10										n l ŋ						
1891-10										ɗ aː						
68-10										s i m						
631-10										b ə n						
594-10										k aː						
1759-10										h i ŋ						
805-10										k i ŋ						
756-10										h i ʔ						
1201-10										m ɔ ʔ						
2042-10										ʔ i						
1968-10										ɗ i ʔ						
2000-10										aː ŋ						
17-10										j i ɗ						
4-10										a e m						
788-10										ɗ s						
1219-10										h i m						
141-10										ʔ aː ŋ						
541-10										b r j a ŋ						
1687-10										h ɔ r						
123-10										a aː m						
1652-10										aː i ŋ						
576-10										ŋ a						
1738-10										ɗ i g						
442-10										h o m						
368-10										ɗ j a ŋ						
1778-10										ɓ i ɗ						
957-10										n a b						
1704-10										ʔ i ʔ						
304-10										j a m						
1796-10										aː a ŋ						
720-10										t s h						
287-10										kʰ a ɓ						
321-10										k aː h						
206-10										ɗ o ʔ						
1950-10										ʔ i						
665-10										a o a						
703-10										n o ʔ						
1290-10										m aː						
1391-10										s a						
269-10										k a ʔ						
855-10										aː a n						
2078-10										s i						
2213-10										m ɛ						
1858-10										s i						
1151-10										k j a n						
737-10										ɓ r t						
340-10										ʔ a						
1111-10										s s						
485-10										ŋ aː						
1356-10										m ɔ h						
1093-10										t o ŋ						
1063-10										ɗ o m						
648-10										aː e ŋ						
223-10										k a ʔ						
1248-10										aː ɛ						
1509-10										t e ŋ						
504-10										o o h						
2130-10										s i						
1-10										ʔ aː						
386-10										j o ʔ						
1411-10										ʔ ɔ						
1027-10										k i ʔ						
2077-10										m i h						
1323-10										a e						
1859-11											ŋ s					
175-11											k a					
241-11											ʔ o ʔ					
2163-11											aː u n					
2181-11											n a m					
2060-11											ʔ ɨ m					
410-11											t v					
1841-11											m h					
2017-11											h ɔi̯					
1004-11											l aː					
614-11											b o h					
686-11											b l ɔi̯					
88-11											f a ʔ					
872-11											n ɨ ŋ					
1891-11											t aː					
68-11											s iː m					
631-11											b a n					
594-11											əː aː					
1759-11											h a ŋ					
805-11											əː iː ŋ					
756-11											h ɨ n					
1201-11											m aː ʔ					
2042-11											ʔ a					
1968-11											t a ʔ					
2000-11											aː ŋ					
17-11											v a t					
4-11											a əː m					
788-11											t s					
1219-11											h iː m					
141-11											ʔ aː ŋ					
541-11											b r j a ŋ					
1687-11											h u n					
123-11											a aː m					
1652-11											aː iː n					
576-11											ŋ ɔ					
1738-11											t a k					
442-11											h aː m					
368-11											t j a ŋ					
1778-11											b a t					
957-11											n a b					
1704-11											ʔ iː ʔ					
304-11											j a m					
1796-11											aː ɔ ŋ					
720-11											d v h					
287-11											k a b					
321-11											f ə h					
206-11											t aː ʔ					
1950-11											ʔ ɔi̯					
665-11											a ɔi̯ n					
703-11											n aː ʔ					
1290-11											m ə					
1391-11											k a d					
269-11											f a ʔ					
855-11											aː a n					
2078-11											s iː					
2213-11											m s					
1858-11											s a					
1151-11											f j a n					
737-11											b r d					
340-11											ʔ a					
1111-11											s s					
485-11											ŋ v					
1356-11											m u h					
1093-11											d o ŋ					
648-11											aː u ŋ					
223-11											əː ɔ n					
1248-11											aː ɨ					
1509-11											d ɔi̯ ŋ					
504-11											aː aː h					
2130-11											s iː					
1-11											ʔ au̯					
386-11											j aː ʔ					
1411-11											ʔ o					
1027-11											f a ʔ					
2077-11											m a h					
1459-11											f l ə					
1859-12												ŋ ɛ				
175-12												kʰ a				
241-12												ʔ o ʔ				
2163-12												kʰ u				
2181-12												n a m				
2060-12												ʔ ɨ m				
410-12												ɲ̊ v				
1841-12												m h				
2017-12												h au̯				
1004-12												l ou̯				
614-12												b ou̯ h				
686-12												b l ɔ				
88-12												k a ʔ				
872-12												n ɨ ŋ				
1891-12												ɲ̊ ou̯				
68-12												s i m				
631-12												b a n				
594-12												g ou̯				
1759-12												h a ɲ				
805-12												g i ɲ				
756-12												h ɨ ʔ				
1201-12												m o ʔ				
2042-12												ʔ a				
1968-12												ɲ̊ a ʔ				
2000-12												ou̯ ŋ				
17-12												v a ɲ̊				
4-12												a ə m				
788-12												ɲ̊ ɛ				
1219-12												h i m				
141-12												ʔ ou̯ ŋ				
541-12												b r j a ŋ				
1687-12												h o n				
123-12												a ou̯ m				
1652-12												ou̯ i n				
576-12												ŋ ɔ				
1738-12												ɲ̊ a kʰ				
442-12												h ou̯ m				
368-12												t j a ŋ				
1778-12												p a ɲ̊				
957-12												n a p				
1704-12												ʔ i ʔ				
304-12												j a m				
1796-12												ou̯ ɔ ŋ				
720-12												t ɛ h				
287-12												kʰ a p				
321-12												g ui̯ h				
206-12												ou̯ ou̯ ʔ				
1950-12												ʔ ɔ				
665-12												a o n				
703-12												n ou̯ ʔ				
1290-12												m r				
1391-12												k a t				
269-12												g a ɲ̊				
855-12												ou̯ a n				
2078-12												s i				
2213-12												m ɛ				
1858-12												s a				
1151-12												g j a				
737-12												p r t				
340-12												ʔ a				
1111-12												s ɛ				
485-12												ŋ r				
1356-12												m o h				
1093-12												t o ŋ				
1063-12												ɲ̊ ɔ m				
648-12												ou̯ a ŋ				
223-12												g ɔ n				
1248-12												u i				
1509-12												t a n				
504-12												ou̯ ou̯ h				
2130-12												s i				
1-12												ʔ c				
386-12												j ou̯ ʔ				
1411-12												ʔ u				
1027-12												g a ʔ				
2077-12												m a h				
1459-12												g l r				
1323-12												a ə				
1859-13													k ɛ			
175-13													kʰ a			
241-13													ʔ u ʔ			
2163-13													kʰ u n			
2181-13													n a m			
2060-13													ʔ ɨ m			
410-13													ɲ̊ v			
1841-13													m			
2017-13													h ɔ			
1004-13													l ou̯			
614-13													b ou̯ h			
686-13													b l ɔ			
88-13													kʰ a ʔ			
872-13													n ɨ k			
1891-13													ɲ̊ ou̯			
68-13													s i m			
631-13													b a n			
594-13													g ou̯			
1759-13													h a n			
805-13													g i n			
756-13													h ɨ ʔ			
1201-13													m u ʔ			
2042-13													ʔ a			
1968-13													ɲ̊ a ʔ			
2000-13													ou̯ k			
17-13													v a ɲ̊			
4-13													a ə m			
788-13													ɲ̊ ɛ			
1219-13													h i m			
141-13													ʔ ou̯ k			
541-13													b r j a			
1687-13													h u n			
123-13													a ou̯ m			
1652-13													ou̯ i n			
576-13													k ɔ			
1738-13													ɲ̊ a kʰ			
442-13													h ou̯ m			
368-13													t j a			
1778-13													p a ɲ̊			
957-13													n a p			
1704-13													ʔ i ʔ			
304-13													j a m			
1796-13													ou̯ ɔ k			
720-13													t ɛ h			
287-13													kʰ a p			
321-13													g ə h			
206-13													g ou̯ ʔ			
1950-13													ʔ ɔ			
665-13													a ɔ n			
703-13													n ou̯ ʔ			
1290-13													m r			
1391-13													k a t			
269-13													g a ʔ			
855-13													ou̯ a n			
2078-13													s i			
2213-13													m ɛ			
1858-13													s a			
1151-13													g j a n			
737-13													p r t			
340-13													ʔ a			
1111-13													s ɛ			
485-13													k r			
1356-13													m ɔ h			
1093-13													t o k			
1063-13													ɲ̊ ɔ m			
223-13													g ɔ n			
1248-13													t ɨ			
1509-13													t ɔ n			
504-13													ou̯ o h			
2130-13													s i			
1-13													ʔ c			
386-13													j ou̯ ʔ			
1411-13													ʔ u			
1027-13													kʰ a ʔ			
2077-13													m a			
1459-13													g l r			
1323-13													a ə			
1859-14														ŋ ai̯		
175-14														k a		
241-14														ʔ ɔ t		
2163-14														kʰ ɔ t		
2181-14														n a m		
2060-14														ʔ i m		
410-14														tʰ j		
1841-14														m au̯		
2017-14														h eː		
1004-14														l aː		
614-14														b ui̯ h		
686-14														b l eː		
88-14														k a ʔ		
872-14														n i ŋ		
1891-14														tʰ aː		
68-14														s iː m		
631-14														b a ŋ		
594-14														g aː		
1759-14														h a ɲ		
805-14														g iː ɲ		
756-14														h i ŋ		
1201-14														m dʑ ʔ		
2042-14														ʔ a		
1968-14														tʰ a ʔ		
2000-14														aː ŋ		
17-14														v a ʔ		
4-14														a tʰ m		
788-14														tʰ ai̯		
1219-14														h iː m		
141-14														ʔ aː ŋ		
541-14														b r j a ŋ		
1687-14														h ɔ ŋ		
123-14														a aː m		
1652-14														dʑ iː ŋ		
576-14														ŋ ɔː		
1738-14														tʰ a k		
442-14														h ui̯ m		
368-14														tʰ j a ŋ		
1778-14														p a ʔ		
957-14														n a p		
1704-14														ʔ iː t		
304-14														j a m		
1796-14														dʑ a ŋ		
720-14														dʱ i h		
287-14														k a p		
321-14														g aː h		
206-14														tʰ ui̯ ʔ		
1950-14														ʔ ɔː		
665-14														a o ŋ		
703-14														n ui̯ ʔ		
1290-14														m uːi̯		
1391-14														ŋ a t		
269-14														g a t		
855-14														dʑ a n		
2078-14														s iː		
2213-14														m ai̯		
1858-14														s a		
1151-14														g j a t		
737-14														p a dʱ		
340-14														ʔ a		
1111-14														s ai̯		
485-14														ŋ j		
1356-14														m ɔ h		
1093-14														d o ŋ		
1063-14														tʰ o m		
648-14														dʑ a ŋ		
223-14														g ɔ n		
1248-14														dʑ i		
1509-14														dʱ eː ŋ		
504-14														dʑ o h		
2130-14														s iː		
386-14														j ui̯ ʔ		
1411-14														ʔ ɔ		
1027-14														g a ʔ		
2077-14														m a		
1459-14														g l j		
1323-14														a a		
1859-15															ŋ ɛ	
175-15															g a	
241-15															ʔ ui̯ ʔ	
2163-15															kʰ ui̯ n	
2181-15															n a m	
2060-15															ʔ i m	
410-15															ɲ̊ v	
1841-15															m h	
2017-15															h ɔː	
1004-15															l ou̯	
614-15															b ou̯ h	
686-15															b l əa	
88-15															ou̯ a ʔ	
872-15															n i ŋ	
1891-15															ɲ̊ ou̯	
68-15															s ɨi̯ m	
631-15															b a n	
594-15															g ou̯	
1759-15															h a ɲ	
805-15															g ɨi̯ ɲ	
756-15															h i ʔ	
1201-15															m o ʔ	
2042-15															ʔ a	
1968-15															ɲ̊ a ʔ	
2000-15															ou̯ ŋ	
17-15															v a ɲ̊	
4-15															a əa m	
788-15															ɲ̊ ɛ	
1219-15															h ɨi̯ m	
141-15															ʔ ou̯ ŋ	
541-15															b r j a ŋ	
1687-15															h ui̯ n	
123-15															a ou̯ m	
1652-15															ou̯ ɨi̯ n	
576-15															ŋ ɔ	
1738-15															ɲ̊ a kʰ	
442-15															h ou̯ m	
368-15															t j a ŋ	
1778-15															p a ɲ̊	
957-15															n a p	
1704-15															ʔ ɨi̯ ʔ	
304-15															j a m	
1796-15															ou̯ ɔ ŋ	
720-15															t ɛ h	
287-15															g a p	
321-15															g ou̯ h	
206-15															ou̯ ou̯ ʔ	
1950-15															ʔ ɔː	
665-15															a ɔː ai̯	
703-15															n ou̯ ʔ	
1290-15															m r	
1391-15															uːi̯ a ʔ	
269-15															g a ʔ	
855-15															ou̯ a n	
2078-15															s ɨi̯	
2213-15															m ɛ	
1858-15															s a	
1151-15															g j a	
737-15															p r t	
340-15															ʔ a	
1111-15															s ɛ	
485-15															ŋ r	
