COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
642-7							n ɨ tʼ a s												
60-7							n ə tʼ ə s ə m												
115-7							ʔ a m a m												
209-7							s ɨ m u t m												
242-7							ʔ a m ɨ s t												
415-7							z ɨ r a b												
450-7							z ə r												
490-7							tʼ ə pː w ə m												
638-7							s ɨ n e												
645-7							kʼ a r												
75-7							ʔ a m b ɨ r												
160-7							d ə r ə kʼ												
208-7							ʔ a n kʼ w n r												
214-7							ʔ a b												
218-7							ʔ ɨ n z ɨ r												
378-7							ʔ a n g ə t												
379-7							ʒ ə tʼ ə												
409-7							g a t ə r ə												
497-7							t ə n												
598-7							x w ai̯ t												
646-7							ʔ a x a												
164-7							b ə kː ə m												
210-7							ʒ ə x w n r ə												
215-7							ʔ a tʼ e b ə t												
256-7							t u m a												
285-7							m ɨ d a d												
332-7							ʔ ə g ɨ r												
380-7							ʔ a x w a												
412-7							s a x ɨ n												
496-7							s u r s ə n m ə t												
64-7							d a pː o												
67-7							w ɨ r												
169-7							b ə r ə z ə m												
251-7							tʼ e kʼ ə												
294-7							m w kʼ kʼ												
461-7							tʼ ə												
547-7							w ɨ z a t												
597-7							ʔ e m ə n ə ə												
655-7							m ɨ tʼ t												
7-7							ʔ a n g a												
158-7							kʼ ə m j s												
168-7							ʔ ɨ m a r												
296-7							j ə x u t												
372-7							k ə n tʼ ə r												
374-7							b ə k w o o												
385-7							w ɨ tʼ ə t												
411-7							t ɨ r a s												
500-7							ʔ ɨ m ɨ r												
6-7							m ə r k a m a												
17-7							ʔ ə x ɨ r												
123-7							s e m ə m												
252-7							n ə kː ə b ə m												
421-7							b ɨ ʒ a												
448-7							kʼ ə d a n s ə n b ə t												
449-7							ʔ a ʒ ə												
491-7							d ɨ n g ə t												
545-7							x ɨ n o												
596-7							n ə g ə												
653-7							b ə tː ɨ t												
8-7							kʼ ə b ə tː o												
254-7							dʒ j m a t m												
290-7							ʔ a g ə z ə m												
460-7							x j t t												
489-7							b ə r tʃʼ tʃː m a a												
552-7							z ɨ												
652-7							ʔ ə tː ə ɨ a												
3-7							x ɨ n ə												
61-8								d ə m											
63-8								ʔ a tʼ ɨ m											
107-8								g a m e r a											
112-8								d a b ə r a											
331-8								n ɨ g w s											
377-8								b ɨ kʼ u ə											
381-8								ʔ a t											
417-8								r u z											
451-8								s ə b a t											
454-8								ʔ a tʃʼ ɨ r											
484-8								s ɨ d ɨ s t											
535-8								ʔ a s ɨ r											
543-8								s o s t											
593-8								ʔ a m u s											
640-8								m a n											
1-8								d ə p ə r ə m											
65-8								tʼ u w											
163-8								s ə tʃʼ ə											
212-8								ʔ e n											
244-8								ʔ a r b ə t											
248-8								m u r a											
293-8								tʼ ə r ə tʃʼ											
373-8								kʼ ɨ m a r											
408-8								b o r a											
414-8								d ə b a kʼ u l a											
601-8								ʔ ə r o b											
642-8								n ɨ tʼ a s											
60-8								n ə tʼ ə s ə m											
115-8								ʔ ə r a m											
209-8								s ɨ mː u t											
242-8								ʔ a mː ɨ s t											
415-8								z ɨ r a b											
450-8								z ə r											
490-8								tʼ ə p w ə m											
638-8								s ɨ n e											
645-8								kʼ a r											
75-8								ʔ a m b ɨ r											
160-8								tʼ ə r ə kʼ											
208-8								ʔ ɨ n kʼ w ə a											
214-8								ʔ a b											
218-8								ʔ ɨ n z ɨ r											
378-8								ʔ a n g ə t											
379-8								ʒ ə tʼ ə											
409-8								g a t ə r ə											
497-8								t ə n											
598-8								x w e t											
646-8								ʔ a x a											
164-8								b ə k ə m											
210-8								ʒ ə x w n r ə											
215-8								ʔ a tʼ e b ə t											
256-8								t u mː a											
285-8								m ɨ d a d											
332-8								ʔ ə g ɨ r											
380-8								ʔ ə x w a											
412-8								s a h ɨ n											
496-8								w ɨ r s ə n b ə t											
64-8								d a p o											
67-8								w ɨ r											
169-8								n ə r ə w ə m ə											
251-8								tʼ e kʼ ə											
294-8								m o kʼ n											
461-8								tʼ ə											
547-8								w ɨ z a t											
597-8								ʔ e m ə n ə											
655-8								m ɨ ʃ t											
7-8								ʔ a n g a											
158-8								kʼ ə m ɨ s											
168-8								ʔ ɨ m a r											
296-8								j ə h u t											
374-8								b ə kʼ o u ə											
385-8								w ɨ tʼ ə t											
500-8								ʔ ɨ m ɨ r											
6-8								m ə r k a m a											
17-8								ʔ ə x ɨ r											
123-8								s e m ə m											
252-8								n ə k ə b ə m											
421-8								b ɨ ʒ a											
448-8								kʼ ə d a n s ə n b ə t											
449-8								ʔ a ʒ ə m											
545-8								x ɨ n o											
596-8								n ə g ə											
653-8								b ə t ɨ t											
4-8								g ɨ r ʒ ə											
8-8								kʼ ə b ə t o											
254-8								dʒ ɨ m a t t											
290-8								ʔ a dʒ ə z ə m											
339-8								b ə kʼ ɨ r											
460-8								x ɨ t a											
489-8								b ə r tʃʼ ɨ m a a											
552-8								w ɨ											
652-8								ʔ e t d e ə ə											
3-8								h ɨ n ə											
61-9									d ə m										
63-9									ʔ a l ɨ m										
107-9									g a m ai̯ r a										
112-9									d a b ə n a										
331-9									n ɨ g w s										
377-9									b ɨ kʼ u ə ə										
381-9									ʔ a t										
417-9									r u d										
451-9									s ə b a t										
454-9									ʔ a tʃ ɨ r										
484-9									s ɨ d ɨ s t										
535-9									ʔ a s ɨ r										
543-9									s a s t										
593-9									ʔ a m u s										
640-9									m a n										
1-9									d ə p ə r ə										
65-9									l u w										
163-9									s ə tʃ ə										
212-9									ʔ ai̯ n										
244-9									ʔ a r b ə t										
248-9									m u r a										
293-9									l ə r ə z										
373-9									kʼ ɨ m a r										
408-9									b a r a										
414-9									d ə b a kʼ u a										
601-9									ʔ ə r a b										
642-9									n ɨ l a s										
60-9									n ə l ə s ə										
209-9									s ɨ m u t										
242-9									ʔ a m ɨ s t										
415-9									z ɨ n a b										
490-9									l ə p w ə										
638-9									s ɨ n ai̯										
645-9									kʼ a r										
75-9									ʔ a m b ɨ r										
160-9									d ə r ə kʼ										
208-9									ʔ a n kʼ w ə r a										
214-9									ʔ a b ə										
218-9									ʔ ɨ n z ɨ r										
378-9									ʔ a n g ə t										
379-9									ʒ ə l ə										
409-9									g ai̯ t ə r ə										
497-9									t ə n										
598-9									x w ai̯ t										
646-9									ʔ a x ə										
164-9									b ə k ə										
210-9									ʒ ə x w n ə										
215-9									ʔ a tʼ ai̯ b ə t										
256-9									t u m a										
285-9									m ɨ d a d										
332-9									ʔ ə g ɨ r										
380-9									ʔ ə x w a										
412-9									s a x a n										
496-9									w u r s ə n b ə t										
64-9									d a p a										
67-9									w ɨ r										
169-9									n ə r ə z ə m ə										
251-9									l ai̯ kʼ ə										
294-9									m w kʼ kʼ										
461-9									tʼ ai̯										
547-9									w ɨ z a t										
597-9									ʔ ai̯ m ə n ə ə										
655-9									m ɨ z t										
7-9									ʔ a r g a										
168-9									ʔ ɨ m a r										
296-9									j ə x u t										
372-9									k ə n l ə r										
374-9									b ə k w u a										
375-9									s ə b										
385-9									w ɨ tʼ ə t										
411-9									t ɨ r a s										
500-9									ʔ ɨ m ɨ r										
541-9									kʼ ə tʼ ɨ n										
6-9									m ə r k a m a										
17-9									ʔ ə x ɨ r										
113-9									b u n a										
123-9									s ai̯ m ə										
252-9									n ə k ə b ə										
421-9									b ɨ s ə										
448-9									kʼ ə d a n s ə n b ə t										
491-9									d ɨ n g ə t										
545-9									x ɨ n ə										
596-9									n ə g ə										
653-9									b ə t ɨ t										
4-9									g i n ʒ ə										
8-9									kʼ ə b ə t ə										
254-9									dʒ ɨ m a t										
339-9									b ə kʼ ɨ r										
489-9									b ə r tʃ u m a										
552-9									z ɨ										
652-9									ʔ ai̯ t ə ai̯ ə										
61-10										d ə m									
63-10										ʔ a tʼ ə m									
107-10										g a m i kʼ a									
112-10										d a b ə tʃʼ a									
331-10										tʃʼ ə g aː ʃ									
377-10										b ə kʼ uː r									
381-10										ʔ a t									
417-10										r aː z									
451-10										s ə b a t									
454-10										ħ a ɲ ə r r									
484-10										s ə d ə s t									
535-10										ʔ a s ə r									
543-10										ʃ ə s t									
593-10										ʔ a m uː ʃ									
640-10										m a tʃʼ									
1-10										d ə tʼ ə r ə									
65-10										tʼ uː b									
163-10										s ə u a									
212-10										ʔ i tʃʼ									
244-10										ʔ a r b a t									
248-10										m uː kʼ a									
293-10										tʼ ə r ə ʃ									
373-10										kʼ ə r a kʼ									
408-10										b aː r a									
414-10										d ə b a kʼ uː uː a									
601-10										ʔ a r uː b									
115-10										ʔ a r									
209-10										s ə m uː t									
242-10										ʔ a m ə s t									
415-10										z ə tʃʼ a b									
490-10										tʼ ə tʼ a									
160-10										tʼ ə r ə kʼ									
208-10										ʔ ə tʃʼ kʼ ə kʼ a									
218-10										ʔ ə tʃʼ d ə									
378-10										ʔ a tʃʼ tʃʼ ə t									
379-10										tʼ ə tʼ ə									
497-10										t ə tʃʼ									
598-10										ʔ t kʼ ħ									
646-10										ʔ a t a									
164-10										b ə tʼ a									
210-10										d ə ħ ə tʃʼ									
256-10										t uː m a									
285-10										r ə tʼ a d									
380-10										ʔ a l uː									
412-10										s a ħ ə tʃʼ									
64-10										d a tʼ aː									
169-10										b ə r ə z ə h									
461-10										tʼ i									
547-10										w ə z a t									
411-10										t ə r a s r									
541-10										kʼ ə u ə tʃʼ									
113-10										b ɨi̯ tʃʼ i									
123-10										s i r a									
491-10										d ə tʃʼ tʃʼ ə t									
254-10										tʃʼ ə m a t									
339-10										b ə kʼ ə r									
602-10										m ə tʃʼ									
2-10										ħ uː oː uː m									
61-11											d ə m								
63-11											ʔ a tʼː ɨ m								
107-11											g a m e n a								
112-11											d a b ə n a								
331-11											n ɨ g w s								
377-11											b ɨ kʼ u r ə								
381-11											ʔ a t								
417-11											r u z								
451-11											s ə b a d								
454-11											ʔ a tʃʼ ɨ r								
484-11											s ɨ d ɨ s t								
535-11											ʔ a s ɨ r								
543-11											s ə s d								
593-11											ʔ a m u s								
640-11											m o a								
1-11											d ə p ə r ə m								
65-11											tʼː u w								
163-11											s ə tʃʼ ə								
212-11											ʔ e n								
244-11											ʔ a r b ə d								
248-11											m u n a								
293-11											tʼː ə r ə tʃʼ								
373-11											kʼ ɨ m a r								
408-11											b a r a z								
414-11											d u b a kʼ u l a								
601-11											ʔ ə r ə b ə								
642-11											n ɨ tʼː a s								
60-11											n ə tʼː ə s ə m								
115-11											ʔ ə r a m								
209-11											s ɨ m u t								
242-11											ʔ a m ɨ s t								
450-11											z ə r								
490-11											tʼː ə p o ə m								
638-11											s ɨ n e								
645-11											kʼ a n								
75-11											ʔ a m b ɨ r								
160-11											p ə r ə kʼ								
208-11											ʔ a n kʼ o ə ə a								
214-11											ʔ a b								
218-11											ʔ ɨ n z ɨ r								
378-11											ʔ a n g ə d								
379-11											ʒ ə tʼː ə								
409-11											g ə t ə r ə								
497-11											t ə n								
598-11											x w e d								
646-11											ʔ a x ə								
164-11											b ə k ə m								
210-11											ʒ ə x o n r ə								
215-11											ʔ a tʼː e b ə d								
256-11											t u m a								
285-11											m ɨ d a d								
332-11											ʔ ə g ɨ r								
412-11											s a h ə n								
496-11											w ɨ r s ə n b ə t								
64-11											d a p ə								
67-11											w ɨ r								
169-11											n ə r ə z ə z								
251-11											tʼː e kʼ ə								
294-11											m u kʼ ʔ								
461-11											tʼː e								
547-11											w ɨ z a t								
597-11											ʔ e m g tʃ ə								
655-11											m ɨ s t								
7-11											ʔ a n g a								
168-11											ʔ ɨ m a r								
296-11											j ə h u d								
372-11											k ə n tʼː ə r								
374-11											b ə k o o ə ə								
375-11											s ə b								
385-11											w ɨ tʼː ə t								
500-11											ʔ ɨ m ɨ r								
541-11											kʼ ə tʼː ɨ n								
6-11											m ə r k a m a								
17-11											ʔ ə ʔ ɨ r								
252-11											n ə k ə b ə m								
421-11											b u s a								
448-11											kʼ ə z a n s ə n b ə t								
449-11											ʔ a ʒ ə z								
491-11											d ɨ n g ə d								
545-11											x ɨ n ə								
596-11											n ə g ə								
653-11											b ə t ɨ d								
4-11											g ɨ r ʒ ə								
106-11											m ə tʼː a								
254-11											dʒ ɨ m a d								
339-11											b ə kʼ ɨ r								
460-11											h j d t								
489-11											b o r tʃʼ u m a a								
652-11											ʔ e t ə d a								
3-11											h ɨ n ə								
61-12												d ə m							
63-12												ʔ a tʼ ɨ m							
107-12												g a m ɨ l a							
112-12												d a b ə n a							
331-12												n ɨ g u s							
377-12												b ə kʼ u o							
381-12												ʔ a t							
417-12												r u z							
451-12												s ə b a t							
