COGID	ChorbatBalti	KhapaluBalti	KharmangBalti	RonduBalti	ShigarBalti	SkarduBalti	SkarduPurki
320-2		t̪ʰ ɜ x m ɜ					
1106-2		b u					
693-2		h ɜ t̪ o ɑ					
221-2		s̪ t̪ ɜ r̪ e					
1199-2		t̪ʰ ɑ q p ɑ					
1424-2		s̪ k u t̪ p ɑ					
904-2		l gʲ o t̪					
1273-2		s̪ n̪ ɜ m					
1323-2		s̪ k ɜ r̪ m ɜ					
1127-2		tɕʰ ɜ r̪ p ɜ					
1529-2		tɕ u					
1175-2		ɾ x ɛ m tθ o					
383-2		p s̪ i l					
820-2		l̪ o k					
1636-2		r̪ u ŋ					
1331-2		ɾ d s̪ ɑ					
1097-2		l ɜ m					
1223-2		tɕ ɜ ŋ ɑ					
592-2		m ɜ					
1290-2		t̪ʰ u t̪ p ɑ					
669-2		s̪ ɛ ɾ					
1472-2		s̪ t̪ ɑ x s̪ i					
788-2		l o ŋ ɑ					
1191-2		ɾ ɜ m p ɑ					
626-2		m ɛ n̪ d o q					
844-2		ɑ m					
879-2		tɕ ɑ					
1151-2		b ɜ s̪					
1119-2		ɑ l u					
365-2		s̪ ȵ ɪ r̪ m ɜ					
1480-2		j u ŋ					
653-2		z̪ g o k p ɑ					
1081-2		kʰ o ŋ					
1448-2		p ɑ x ɜ n̪					
1029-2		m ɑ ɾ					
863-2		ɕ ɑ					
539-2		tθʰ i l					
610-2		n̪ ɑ					
350-2		ts̪ ɜ ŋ o					
871-2		o ŋ ɑ					
734-2		ɾ ʑ ɑ					
431-2		kʰ i					
1298-2		ɣ b ʊ l					
929-2		ts̪ ɜ ŋ k i					
1315-2		tɕ ɑ x s̪ k ɜ n̪					
964-2		m i n̪ t̪ ɜ x					
836-2		m i					
1644-2		b u s̪ t̪ i ŋ					
547-2		ɑ t̪ ɑ					
1048-2		k ɜ k ɑ					
1692-2		ȵ o n̪ o					
1306-2		b u					
405-2		b o ŋ o					
709-3			g o o				
522-3			u r̪ d o ŋ				
514-3			m ɪ k				
464-3			ɕ n̪ ɑ				
1020-3			s̪ n̪ ɜ m s̪ u l				
1355-3			s̪ o				
1464-3			l̪ tɕ e				
302-3			b r̪ ɜ ŋ				
237-3			l̪ t̪ ɣ ɑ				
205-3			r̪ ɜ q p ɜ				
1089-3			l ɜ q d ɪ l				
804-3			k ɜ m ɜ				
1263-3			b ɜ x s̪ p ɜ				
286-3			ɾ u s̪ p ɜ				
717-3			ɕ n̪ i ŋ				
269-3			r̪ ɜ q				
1512-3			l̪ tɕ ɪ n̪				
555-3			ʈ ɜ k p ɜ				
751-3			n̪ ɜ ŋ				
439-3			z̪ g o				
601-3			ɕ i ŋ				
320-3			ts̪ ɜ x m ɜ				
1106-3			b u				
693-3			h ɜ q o ɾ ɑ				
221-3			s̪ t̪ ɜ ɕ e				
1199-3			t̪ʰ ɜ q p ɜ				
1424-3			s̪ k u t̪ p ɜ				
904-3			l gʲ o t̪				
1273-3			ɕ n̪ ɜ m				
1323-3			s̪ k ɜ ɕ m ɜ				
1127-3			tɕʰ ɜ ɕ p ɜ				
1529-3			tɕ u				
1175-3			lʲ gʲ ɜ m tθ o				
383-3			s̪ ɪ l				
820-3			l̪ o k				
1636-3			r̪ u ŋ				
1331-3			ɾ q s̪ ɑ				
1097-3			l ɜ m				
1223-3			t̪ʰ ɜ ŋ ɑ				
592-3			m e				
1290-3			ts̪ u t̪ p ɜ				
669-3			s̪ ɜ ɾ				
1472-3			s̪ t̪ ɜ x ʑ i				
788-3			l o ŋ ɑ				
1191-3			ɾ ɜ m p ɜ				
626-3			m ɜ n̪ d o q				
844-3			õ m				
879-3			tɕ ɑ				
1151-3			b r̪ ɜ s̪				
1119-3			õ r̪ u				
365-3			ȵ ɜ ɕ m ɜ				
1480-3			j u ŋ				
653-3			z̪ g o k p ɜ				
1081-3			tθʰ o ŋ				
1448-3			p ɜ x ɜ n̪				
1029-3			m ɑ ɾ				
863-3			ɕ ɜ				
539-3			tθʰ ɪ l				
610-3			m ɑ				
350-3			ts̪ ɜ ŋ o				
871-3			õ ŋ ɑ				
734-3			ɾ ʑ ɑ				
431-3			kʰ i				
1298-3			r̪ b u l				
929-3			ts̪ ɜ ŋ tθ i				
1315-3			t̪ ɜ x s̪ k ɜ n̪				
964-3			m ɜ n̪ t̪ ɜ ɣ				
836-3			m i				
1644-3			b u s̪ t̪ i ŋ				
547-3			õ t̪ ɜ				
1048-3			k ɜ k ɜ				
1692-3			pʰ o n̪ o				
1306-3			b u				
405-3			b o ŋ o				
709-4				g o o			
522-4				o s̪ d o ŋ			
514-4				m ɪ k			
464-4				s̪ n̪ ɑ			
1020-4				s̪ n̪ ɜ m s̪ u l			
1355-4				s̪ o			
1464-4				l̪ tɕ e			
302-4				b l ɜ ŋ			
237-4				l̪ gʲ ɣ ɑ			
205-4				p r̪ ɜ q p ɜ			
1089-4				l ɜ q d ɪ l			
804-4				k ɜ ŋ m ɜ			
1263-4				b ɜ x s̪ p ɑ			
286-4				ɾ u s̪ p ɜ			
717-4				s̪ n̪ i ŋ			
269-4				tɕ ɜ q			
1512-4				z̪ tɕ i n̪			
555-4				t̪ ɜ k p ɜ			
751-4				n̪ ɑ ŋ			
439-4				z̪ g o			
601-4				ɕ i ŋ			
320-4				t̪ʰ ɜ x m ɜ			
1106-4				b u			
693-4				h ɜ gʲ o r̪ ɑ			
221-4				s̪ t̪ ɜ r̪ e			
1199-4				t̪ʰ ɑ q p ɜ			
1424-4				s̪ k u d p ɜ			
904-4				l gʲ o t̪			
1273-4				s̪ n̪ ɜ m			
1323-4				s̪ k ɜ r̪ m ɜ			
1127-4				tɕʰ ɜ r̪ ɸ ɑ			
1529-4				tɕ u			
1175-4				l̪ ɸ ɛ m tθ o			
383-4				t̪ʰ s̪ i l			
820-4				l̪ o k			
1636-4				ɸ l u ŋ			
1331-4				ʊ ɾ d s̪ ɑ			
1097-4				l ɜ m			
1223-4				t̪ʰ ɜ ŋ ɑ			
592-4				m e			
1290-4				t̪ u d p ɜ			
669-4				ɸ s̪ ɜ ɾ			
1472-4				s̪ t̪ ɜ β x i			
788-4				l o ŋ ɑ			
1191-4				ɾ ɜ m p ɜ			
626-4				m ɛ n̪ d o q			
844-4				õ m			
879-4				tɕ ɑ			
1151-4				b l ɜ s̪			
1119-4				õ l u			
365-4				s̪ ȵ ɛ r̪ m ɜ			
1480-4				j u ŋ			
653-4				z̪ g o k p ɜ			
1081-4				kʰ o ŋ			
1448-4				p ɑ x ɜ n̪			
1029-4				m ɑ ɾ			
863-4				ɕ ɜ			
539-4				tθʰ ɪ l			
610-4				ŋ ɑ			
350-4				ts̪ ɜ ŋ o			
871-4				õ ŋ ɑ			
734-4				ɾ ʑ ɑ			
431-4				β i			
1298-4				o s̪ b ɜ̃ l			
929-4				ts̪ ɜ ŋ k i			
1315-4				t̪ ɑ k s̪ k ɜ n̪			
964-4				m ɛ n̪ t̪ ɜ x			
836-4				m i			
1644-4				b u s̪ t̪ r̪ i ŋ			
547-4				õ gʲ ɜ			
1048-4				k ɜ k ɜ			
1692-4				β o n̪ o			
1306-4				b u			
405-4				b o ŋ o			
709-5					g o o		
522-5					o x d o ŋ		
514-5					m i k		
464-5					s̪ n̪ ɑ		
1020-5					n̪ ɜ m s̪ u l		
1355-5					s̪ o		
1464-5					l̪ tɕ ɛ		
302-5					b l ɜ ŋ		
237-5					l̪ t̪ ɣ ɑ		
205-5					p r̪ ɜ q p ɜ		
1089-5					l ɜ ɣ d i l		
804-5					k ɜ ŋ m ɜ		
1263-5					b ɜ x s̪ p ɑ		
286-5					ɾ u s̪ p ɜ		
717-5					s̪ n̪ i ŋ		
269-5					tɕ ɜ q		
1512-5					l̪ tɕ ɪ n̪		
555-5					ȵ̊ ɜ k p ɜ		
751-5					n̪ ɜ ŋ		
439-5					z̪ g o		
601-5					ɕ i ŋ		
320-5					t̪ʰ ɜ x m ɜ		
1106-5					b u		
693-5					h ɜ gʲ o ɾ ɑ		
221-5					s̪ t̪ ɜ r̪ ɛ		
1199-5					t̪ʰ ɑ q p ɜ		
1424-5					s̪ k u t̪ p ɜ		
904-5					l gʲ o t̪		
1273-5					s̪ n̪ ɜ m		
1323-5					s̪ k ɜ r̪ m ɜ		
1127-5					tɕʰ ɜ r̪ ɸ ɜ		
1529-5					tɕ u		
1175-5					ɾ ȵ̊ ɛ m k o		
383-5					p s̪ i l		
820-5					l̪ o k		
1636-5					l u ŋ		
1331-5					ʊ ɾ q s̪ ɑ		
1097-5					l ɜ m		
1223-5					t̪ʰ ɜ ŋ ɑ		
592-5					m ɛ		
1290-5					t̪ u t̪ p ɜ		
669-5					x s̪ ɛ ɾ		
1472-5					s̪ t̪ ɑ x ʑ i		
788-5					l o ŋ ɑ		
1191-5					ɾ ɜ m p ɜ		
626-5					m ĩ n̪ d o q		
844-5					ɑ m		
879-5					tɕ ɑ		
1151-5					b l ɜ s̪		
1119-5					ɑ l u		
365-5					s̪ ȵ̊ ɛ r̪ m ɜ		
1480-5					j u ŋ		
653-5					z̪ g o k p ɜ		
1081-5					kʰ o ŋ		
1448-5					p ɑ x ɜ n̪		
1029-5					m ɑ ɾ		
863-5					ɕ ɜ		
539-5					tθʰ i l		
610-5					ŋ ɑ		
350-5					ts̪ ɜ ŋ o		
871-5					o ɣ ɑ		
734-5					ɾ ɣ ɑ		
431-5					kʰ i		
1298-5					o ɕ b ʊ l		
929-5					ts̪ ɜ ŋ k i		
1315-5					t̪ ɑ ɣ s̪ k ɜ n̪		
964-5					m ɑ n̪ t̪ ɜ s̪		
836-5					m i		
1644-5					b u s̪ t̪ r̪ i ŋ		
547-5					ɑ t̪ ɜ		
1048-5					k ɜ k ɜ		
1692-5					pʰ o n̪ o		
1306-5					b l̥ u		
405-5					b o ŋ o		
709-6						g o o	
522-6						ɕ d o ŋ	
514-6						m i k	
464-6						s̪ n̪ ɑ	
1020-6						s̪ n̪ ɜ m s̪ u l	
1355-6						s̪ o	
1464-6						l̪ tɕ e	
302-6						b l ɜ ŋ	
237-6						l̪ t̪ ɣ ɑ	
205-6						p r̪ ɜ q p ɜ	
1089-6						l ɜ q d ɜ̃ l	
804-6						k ɑ ŋ m ɜ	
1263-6						b ɜ k s̪ p ɜ	
286-6						ɾ u s̪ p ɜ	
717-6						s̪ n̪ i ŋ	
269-6						tɕ ɜ q	
1512-6						x tɕ i n̪	
555-6						t̪ ɜ k p ɜ	
751-6						n̪ ɜ ŋ	
439-6						z̪ g o	
601-6						ɕ i ŋ	
320-6						ts̪ ɜ x m ɜ	
1106-6						b u	
693-6						h ɜ t̪ o ɾ ɑ	
221-6						s̪ t̪ ɜ ɾ e	
1199-6						t̪ʰ ɜ q p ɜ	
1424-6						s̪ k u t̪ p ɜ	
904-6						l gʲ o t̪	
1273-6						ɕ n̪ ɜ m	
1323-6						s̪ k ɜ r̪ m ɜ	
1127-6						tɕʰ ɜ r̪ p ɜ	
1529-6						tɕ u	
1175-6						ɾ gʲ ɛ m tθ o	
383-6						p s̪ ɪ l	
820-6						l̪ o k	
1636-6						l u ŋ	
1331-6						ɾ t̪ s̪ ɑ	
1097-6						l ɜ m	
1223-6						pʰ ɜ ŋ ɑ	
592-6						m ɜ	
1290-6						t̪ u t̪ p ɜ	
669-6						x s̪ ɛ ɾ	
1472-6						s̪ t̪ ɑ x ʑ i	
788-6						l o ŋ ɑ	
1191-6						ɾ ɜ m p ɜ	
626-6						m ĩ n̪ d o q	
844-6						ɑ m	
879-6						tɕ ɜ	
1151-6						b l ɜ s̪	
1119-6						ɑ l u	
365-6						s̪ ȵ ɛ r̪ m ɜ	
1480-6						j u ŋ	
653-6						z̪ g o k p ɜ	
1081-6						kʰ o ŋ	
1448-6						p ɑ x ɜ n̪	
1029-6						m ɑ ɾ	
863-6						ɕ ɜ	
539-6						tθʰ i l	
610-6						n̪ ɜ	
350-6						ts̪ ɜ ŋ o	
871-6						o ŋ ɑ	
734-6						ɾ ʑ ɑ	
431-6						kʰ i	
1298-6						o ɾ b ɜ̃ l	
929-6						ts̪ ɜ ŋ k i	
1315-6						t̪ ɑ q s̪ k ɜ n̪	
964-6						ȵ i n̪ t̪ ɜ x	
836-6						m i	
1644-6						b u s̪ t̪ r̪ i ŋ	
547-6						ɑ t̪ ɜ	
1048-6						k ɜ k ɜ	
1692-6						ȵ o n̪ o	
1306-6						b l̥ u	
405-6						b o ŋ o	
709-7							g o o
522-7							u ɾ d o ŋ
514-7							m i k
464-7							s̪ n̪ ɑ
1020-7							s̪ n̪ ɜ m s̪ u l
1355-7							s̪ o
1464-7							l tɕ i
302-7							b r̪ ɜ ŋ
237-7							l t̪ ɣ ɑ
205-7							pʰ r̪ ɜ q ʈ ɜ
1089-7							l ɜ q d i l
804-7							k ɜ ŋ m ɜ
1263-7							b ɑ k s̪ p ɑ
286-7							ɾ u x p ɑ
717-7							s̪ n̪ i ŋ
269-7							kʰ r̪ ɜ q
1512-7							s̪ tɕ i n̪
555-7							t̪ ɜ k p ɜ
751-7							n̪ ɜ ŋ
439-7							z̪ g o
601-7							ɕ i ŋ
320-7							pʰ ɜ x m ɜ
1106-7							b u b
693-7							s̪ ɜ q o ɾ̥ ɑ
221-7							s̪ t̪ ɜ e
1199-7							t̪ʰ ɜ q p ɑ
1424-7							s̪ k u t̪ p ɑ
904-7							l gʲ o t̪
1273-7							s̪ n̪ ɜ m
1323-7							s̪ k ɜ r̪ m ɜ
1127-7							tɕʰ ɜ r̪ p ɑ
1529-7							tɕ u
1175-7							lʲ k e m p o
383-7							h s̪ i l
820-7							l o k
1636-7							s̪ r̪ u ŋ
1331-7							j ɾ q s̪ ɑ
1097-7							l ɜ m
1223-7							t̪ʰ ɜ ŋ ɜ
592-7							m oˑ
1290-7							ts̪ u t̪ p ɜ
669-7							s̪ s̪ ɛ ɾ
1472-7							s̪ t̪ ɑ x x i
788-7							l o ŋ ɑ
1191-7							ɾ ɜ m p ɑ
626-7							m i n̪ d o q
844-7							ɑ m
879-7							tɕ ɑ
1151-7							b r̪ ɜ s̪
1119-7							ɑ r̪ u
365-7							s̪ ŋ e r̪ m ɜ
1480-7							j u ŋ
653-7							s̪ g o k p ɑ
1081-7							tθʰ o ŋ
1448-7							ts̪ ɑ x ɜ n̪
1029-7							m ɑ ɾ
863-7							ɕ ɜ
539-7							tθʰ i l
610-7							ŋ ɑ
350-7							ts̪ ɜ ŋ m o
871-7							o m ɑ
734-7							ɾ ʑ ɑ
431-7							kʰ i
1298-7							j ɾ b u l
929-7							ts̪ ɜ ŋ p i
1315-7							t̪ ɑ k s̪ k ɜ n̪
964-7							m i n̪ t̪ ɜ s̪ s̪
836-7							m i
1644-7							pʰ u s̪ t̪ ŋ i ŋ
547-7							ɜ gʲ ɑ
1048-7							k ɜ k ɑ
1692-7							n̪ o n̪ o
1306-7							pʰ u
405-7							b o ŋ o
