COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
805-3			ʔ a ɲ													
756-3			h l ʔ													
1201-3			m o ʔ													
2042-3			ʔ aː													
1968-3			d a ʔ													
2000-3			aː ŋ													
17-3			v a ʔ													
4-3			aː m													
788-3			d a													
1219-3			h iː m													
141-3			ʔ aː ŋ													
541-3			b r j a ŋ													
1687-3			h k r													
123-3			aː m													
1652-3			tɕ a ɲ													
576-3			ŋ a													
1738-3			d a ʔ													
442-3			h ɔ m													
368-3			tɕ j a ŋ													
1778-3			b a ʔ													
957-3			n a ʔ													
1704-3			ʔ iː ʔ													
304-3			j a m													
1796-3			tɕ a ŋ													
720-3			d a h													
287-3			ʔ a													
321-3			f o h													
206-3			d o ʔ													
1950-3			ʔ iː													
665-3			o a													
703-3			n o ʔ													
1290-3			m aː													
1391-3			ŋ a ʔ													
269-3			ʔ a ʔ													
855-3			tɕ a n													
2078-3			s a													
2213-3			m a													
1858-3			s a													
1151-3			ʔ j a													
737-3			b r d													
340-3			s oː													
1111-3			s a													
485-3			ŋ aː													
1356-3			m ɔ h													
1093-3			d o ŋ													
1063-3			d o m													
648-3			tɕ a ɲ													
223-3			ʔ ɔː n													
1248-3			tɕ l													
1509-3			d iː ɲ													
504-3			tɕ o h													
1-3			ʔ oː													
386-3			o ʔ													
1411-3			ʔ k													
1027-3			ʔ a ʔ													
2077-3			m ə													
1459-3			ʔ k aː													
1323-3			l aː													
1859-4				ŋ iː												
175-4				g a												
241-4				ʔ u ʔ												
2163-4				tɕ u												
2181-4				n a m												
2060-4				ʔ ɨ m												
410-4				t aː												
1841-4				m ai̯												
2017-4				h												
1004-4				l aː												
614-4				p o h												
686-4				p l iː												
88-4				g ai̯ k												
872-4				n ɨ ŋ												
1891-4				t aː												
68-4				s iː m												
631-4				p ə n												
594-4				ʔ aː												
1759-4				h a ɲ												
805-4				ʔ a ɲ												
756-4				h ɨ k												
1201-4				m u ʔ												
2042-4				ʔ aː												
1968-4				t a ʔ												
2000-4				aː ŋ												
17-4				v a ʔ												
4-4				əː m												
788-4				t iː												
1219-4				ʔ iː m												
141-4				ʔ aː ŋ												
541-4				p j j a ŋ												
1687-4				h u n												
123-4				aː m												
1652-4				tɕ iː n												
576-4				ŋ ɔ												
1738-4				t a g												
442-4				h o m												
368-4				t j a ŋ												
1778-4				b a ʔ												
957-4				n a b												
1704-4				ʔ iː ʔ												
304-4				j a m												
1796-4				tɕ ɔ ŋ												
720-4				t a h												
287-4				g a b												
321-4				ʔ ə ʔ												
206-4				t o k												
1950-4				ʔ o												
665-4				o n												
703-4				n o ʔ												
1290-4				m ɛː												
1391-4				g ɔ ʔ												
269-4				ʔ a k												
855-4				tɕ a n												
2078-4				s iː												
2213-4				m iː												
1858-4				s a												
1151-4				ʔ j a												
737-4				b ə t												
340-4				s o												
1111-4				s iː												
485-4				ŋ aː												
1356-4				m u h												
1093-4				t o ŋ												
1063-4				t o m												
648-4				tɕ o ŋ												
223-4				ʔ o n												
1509-4				t iː ŋ												
504-4				tɕ o h												
2130-4				s iː												
1-4				ʔ au̯												
386-4				o k												
1411-4				ʔ u												
1027-4				ʔ a ʔ												
2077-4				m a												
1459-4				ʔ l aː												
1859-5					ŋ i											
175-5					k a											
241-5					ʔ ɔ ʔ											
2163-5					kʰ ɔ n											
2181-5					n a m											
2060-5					ʔ a m											
410-5					d aː											
1841-5					m b											
2017-5					h ei̯											
1004-5					l aː											
614-5					b ei̯ h											
686-5					b l ei̯											
88-5					k a ʔ											
872-5					n a ŋ											
1891-5					ɗ aː											
68-5					s i m											
631-5					b ə n											
594-5					k aː											
1759-5					h a ɲ											
805-5					k a ɲ											
756-5					h a ʔ											
1201-5					m ɔ ʔ											
2042-5					ʔ aː											
1968-5					ɗ e ʔ											
2000-5					aː ŋ											
17-5					ɓ e ʔ											
4-5					aː m											
788-5					ɗ i											
1219-5					h i m											
141-5					ʔ aː ŋ											
541-5					b r j a ŋ											
1687-5					h u n											
123-5					aː m											
1652-5					dʑ a ɲ											
576-5					ŋ ei̯											
1738-5					ɗ e k											
442-5					h ɔ m											
368-5					d j a ŋ											
1778-5					b e ʔ											
957-5					n e ʔ											
1704-5					ʔ i ʔ											
304-5					j e m											
1796-5					dʑ a ŋ											
720-5					d a h											
287-5					k a											
321-5					k a h											
206-5					ɗ u ʔ											
1950-5					ʔ ɨ											
665-5					oː n											
703-5					n u ʔ											
1290-5					m aː											
1391-5					k e ʔ											
269-5					k e ʔ											
855-5					dʑ a n											
2078-5					s i											
2213-5					m i											
1858-5					s a											
1151-5					k j a n											
737-5					tʰ r d											
340-5					s a											
1111-5					s i											
485-5					ŋ aː											
1356-5					m u h											
1093-5					d ŋ											
1063-5					ɗ ei̯ m											
648-5					dʑ ei̯ ɲ											
223-5					k ei̯ n											
1248-5					dʑ											
1509-5					d ei̯ ɲ											
504-5					dʑ ɔ h											
2130-5					s ei̯											
1-5					ʔ oː											
1411-5					ʔ u											
2077-5					m a h											
1323-5					l a											
1859-6						ŋ a										
175-6						k a										
241-6						ʔ o ʔ										
2163-6						k o n										
2181-6						n a m										
2060-6						ʔ a m										
410-6						ɗ aː										
1841-6						m b										
2017-6						h ei̯										
1004-6						l aː										
614-6						b h										
686-6						b l ei̯										
88-6						k a ʔ										
872-6						n u ŋ										
1891-6						ɗ aː										
68-6						s i m										
631-6						b a n										
594-6						k aː										
1759-6						h a ɲ										
805-6						k a ɲ										
756-6						h i ʔ										
1201-6						m u ʔ										
2042-6						ʔ aː										
1968-6						ɗ e ʔ										
2000-6						aː ŋ										
17-6						ɓ e ʔ										
4-6						əː m										
788-6						ɗ i										
1219-6						h i m										
141-6						ʔ aː ŋ										
541-6						b r j a ŋ										
1687-6						h o n										
123-6						aː m										
1652-6						dʑ a ɲ										
576-6						ŋ a										
1738-6						ɗ e k										
442-6						h ɔ m										
368-6						d j a ŋ										
1778-6						b e ʔ										
957-6						n e b										
1704-6						ʔ i ʔ										
304-6						j e m										
1796-6						dʑ a ŋ										
720-6						d a h										
287-6						k a b										
321-6						k a h										
206-6						ɗ o ʔ										
1950-6						ʔ aː										
665-6						ei̯ n										
703-6						n ou̯ ʔ										
1290-6						m aː										
1391-6						k e ʔ										
269-6						k e ʔ										
855-6						dʑ a n										
2078-6						s a										
2213-6						m ɔ										
1858-6						s a										
1151-6						k j a n										
737-6						b r d										
340-6						s ou̯										
1111-6						s i										
1093-6						d ŋ										
1063-6						ɗ ɔ m										
648-6						dʑ ei̯ ŋ										
1248-6						dʑ i										
1509-6						d ei̯ ɲ										
504-6						dʑ ɔ h										
2130-6						s ei̯										
1-6						ʔ ou̯										
1411-6						ʔ o										
2077-6						m ə h										
1323-6						a a										
1859-7							ŋ ɛː									
175-7							g a									
241-7							ʔ u ʔ									
2163-7							tɕ u									
2181-7							n a m									
2060-7							ʔ ə m									
410-7							t aː									
1841-7							m p									
2017-7							h ɔːi̯									
1004-7							l aː									
614-7							p o h									
686-7							p l ɔːi̯									
88-7							g ai̯ k									
872-7							n ɨ ŋ									
1891-7							t aː									
68-7							s iː m									
631-7							p ə n									
594-7							k aː									
1759-7							h a ɲ									
805-7							k iː ɲ									
756-7							h ɨ k									
1201-7							m u ʔ									
2042-7							ʔ aː									
1968-7							t a ʔ									
2000-7							aː ŋ									
17-7							v a ʔ									
4-7							əː m									
788-7							t iː									
1219-7							h iː m									
141-7							ʔ aː ŋ									
541-7							p l j a ŋ									
1687-7							h u									
123-7							aː m									
1652-7							tɕ iː n									
576-7							ŋ ɔː									
1738-7							t a g									
442-7							h o m									
368-7							tɕ j a ŋ									
1778-7							b a ʔ									
957-7							n a b									
1704-7							ʔ iː ʔ									
304-7							j a m									
1796-7							tɕ ɔ ŋ									
720-7							d ə h									
287-7							g a b									
321-7							f ə h									
206-7							t o k									
1950-7							ʔ o									
665-7							o n									
703-7							n o k									
1290-7							m eː									
1391-7							g ɔ ʔ									
269-7							k a d									
855-7							tɕ a n									
2078-7							s iː									
2213-7							m iː									
1858-7							s a									
1151-7							k j a									
737-7							b aː d									
340-7							s o									
1111-7							s ɛː									
485-7							ŋ aː									
1356-7							m u h									
1093-7							d o ŋ									
1063-7							t o m									
648-7							tɕ ɔː ŋ									
223-7							k ɔː n									
1248-7							tɕ ɨ									
1509-7							d ɔː ŋ									
504-7							tɕ o h									
2130-7							s iː									
1-7							ʔ au̯									
386-7							o k									
1411-7							ʔ u									
1027-7							k a ʔ									
1459-7							f l aː									
1859-8								ŋ iː								
175-8								k a								
241-8								ʔ ɔ ʔ								
2163-8								kʰ ɔ r								
2181-8								n a m								
2060-8								ʔ ə m								
410-8								t aː								
1841-8								m b								
2017-8								h eː								
1004-8								l aː								
614-8								b o h								
686-8								b l eː								
88-8								ŋ a ʔ								
872-8								n l ŋ								
1891-8								d aː								
68-8								s a m								
631-8								b a n								
594-8								g aː								
1759-8								h a ɲ								
805-8								g a ɲ								
756-8								h ə ŋ								
1201-8								m o ʔ								
2042-8								ʔ aː								
1968-8								d a ʔ								
2000-8								aː ŋ								
17-8								v a ʔ								
4-8								ə m								
788-8								d a								
1219-8								h a m								
141-8								ʔ aː ŋ								
541-8								b r j a ŋ								
1687-8								h ɔ r								
123-8								aː m								
1652-8								dʑ a ŋ								
576-8								ŋ a								
1738-8								d a ŋ								
442-8								h o m								
368-8								t j a ŋ								
1778-8								b a ʔ								
957-8								n a								
1704-8								ʔ a ʔ								
304-8								j a m								
1796-8								dʑ a ŋ								
720-8								t a h								
287-8								ŋ a								
321-8								g ə h								
206-8								d o ʔ								
1950-8								ʔ ɔ								
665-8								ɔː n								
703-8								n o ʔ								
1290-8								m aː								
1391-8								ŋ a ʔ								
269-8								g a ʔ								
855-8								dʑ a n								
2078-8								s a								
2213-8								m iː								
1858-8								s a								
1151-8								g j a								
737-8								b r t								
340-8								s a								
1111-8								s iː								
485-8								ŋ j								
1356-8								m ɔ h								
1093-8								t o ŋ								
1063-8								d au̯ m								
648-8								dʑ a ŋ								
223-8								g au̯ n								
1248-8								dʑ a								
1509-8								t a ŋ								
504-8								dʑ o h								
2130-8								s a								
1-8								ʔ ɔː								
386-8								o ʔ								
1411-8								ʔ ɔ								
1027-8								g a ʔ								
2077-8								m a h								
1459-8								g l aː								
1323-8								l ə								
1859-9									ŋ a							
175-9									ŋ a							
241-9									ʔ u ʔ							
2163-9									kʰ u							
2181-9									n a m							
2060-9									ʔ i m							
410-9									d ɛː							
1841-9									m b							
2017-9									h i							
1004-9									l ɛː							
614-9									b o h							
686-9									b l i							
88-9									ŋ a ʔ							
872-9									n l ŋ							
1891-9									d ɛː							
68-9									l ai̯ m							
631-9									b r a							
594-9									ʔ ɛː							
1759-9									h a n							
805-9									ʔ i n							
756-9									h ə ʔ							
1201-9									m o ʔ							
2042-9									ʔ ɛː							
1968-9									d a ʔ							
2000-9									ɛː ŋ							
17-9									v a ʔ							
4-9									ɨː m							
788-9									d a							
1219-9									h ai̯ m							
141-9									ʔ ɛː ŋ							
541-9									b r j a ŋ							
1687-9									h u r							
123-9									ɛː m							
1652-9									dʑ i n							
576-9									ŋ a							
1738-9									d a ʔ							
442-9									h o m							
368-9									d j a ŋ							
1778-9									p a ʔ							
957-9									n a ʔ							
1704-9									ʔ iː ʔ							
304-9									j a m							
1796-9									dʑ a ŋ							
720-9									d ɔi̯ h							
287-9									ŋ a p							
321-9									kʰ o h							
206-9									ʔ o ʔ							
1950-9									ʔ i							
665-9									oː a							
703-9									n o ʔ							
1290-9									m ɛː							
1391-9									ŋ a ʔ							
269-9									ʔ a ʔ							
855-9									dʑ a n							
2078-9									l i							
2213-9									m a							
1858-9									l a							
1151-9									ʔ j i							
737-9									p r d							
340-9									ʔ o							
485-9									ŋ ɛː							
1356-9									m o h							
1093-9									d o ŋ							
1063-9									d o m							
648-9									dʑ i ŋ							
223-9									ʔ u n							
1248-9									dʑ i							
504-9									dʑ o h							
2130-9									l iː							
1-9									ʔ o							
386-9									o ʔ							
1027-9									ʔ a ʔ							
2077-9									m ɔi̯ h							
1459-9									f l ɛː							
1323-9									l ɨː							
1859-10										ŋ a						
175-10										g a						
241-10										ʔ ɔ ʔ						
2163-10										kʰ ɔ r						
2181-10										ʔ a m						
2060-10										ʔ l m						
410-10										t aː						
1841-10										m b						
2017-10										h e						
1004-10										l aː						
614-10										b u h						
686-10										b l e						
88-10										ŋ a ʔ						
872-10										ʔ l ŋ						
1891-10										ɗ aː						
68-10										s iː m						
631-10										b a a						
594-10										k aː						
1759-10										h a ŋ						
805-10										k i ŋ						
756-10										h l ʔ						
1201-10										m u ʔ						
2042-10										ʔ aː						
1968-10										t a ʔ						
2000-10										aː ŋ						
17-10										b a ʔ						
4-10										e m						
788-10										ɗ a						
1219-10										h iː m						
141-10										ʔ aː ŋ						
541-10										b r j a ŋ						
1687-10										h ɔ r						
123-10										aː m						
1652-10										tɕ i ŋ						
576-10										ŋ a						
1738-10										ɗ ɛ g						
442-10										h ɔ m						
368-10										tɕ j a ŋ						
1778-10										ɓ ɛ ʔ						
957-10										ʔ ɛ ɓ						
1704-10										ʔ iː ʔ						
304-10										j ɛ m						
1796-10										tɕ a ŋ						
720-10										t a h						
287-10										g a ɓ						
321-10										k h						
206-10										ʔ u ʔ						
1950-10										ʔ t						
665-10										ɔː a						
703-10										ʔ u ʔ						
1290-10										m aː						
1391-10										g ɛ ʔ						
269-10										k ɛ ʔ						
855-10										tɕ a ʔ						
2078-10										s a						
2213-10										m a						
1858-10										s a						
1151-10										k j a						
737-10										ɓ r t						
340-10										s a						
1111-10										s a						
485-10										ŋ aː						
1356-10										m ɔ h						
1093-10										t ɔ ŋ						
1063-10										t ɔː m						
648-10										tɕ i ŋ						
223-10										k i ʔ						
1248-10										tɕ l						
1509-10										t e ŋ						
504-10										tɕ ɔ h						
2130-10										s iː						
1-10										ʔ ɔː						
386-10										u ʔ						
1411-10										ʔ ɔ						
1027-10										k ɛ ʔ						
2077-10										m a h						
1323-10										l e						
1859-11											ŋ ai̯					
175-11											k a					
241-11											ʔ u ʔ					
2163-11											tɕ u					
2181-11											n a m̥					
2060-11											ʔ ə m̥					
410-11											t aː					
1841-11											m̥ ai̯					
2017-11											h ɔi̯					
1004-11											l aː					
614-11											b o h					
686-11											p l ɔi̯					
88-11											k ai̯ n					
872-11											n ɨ ŋ					
1891-11											t aː					
68-11											s i m̥					
631-11											b ə r					
594-11											ŋ aː					
1759-11											h a ɲ					
805-11											k a ɲ					
756-11											h ɨ k					
1201-11											m̥ u ʔ					
2042-11											ʔ aː					
1968-11											t a ʔ					
2000-11											aː ŋ					
17-11											v a ʔ					
4-11											əː m̥					
788-11											t iː					
1219-11											h i m̥					
141-11											ʔ aː ŋ					
541-11											p r ə a ŋ					
1687-11											h u r					
123-11											aː m̥					
1652-11											tɕ a ɲ					
576-11											ŋ ɔ					
1738-11											t a k					
442-11											h o m̥					
368-11											tɕ ə a ŋ					
1778-11											b a ʔ					
957-11											n a b					
1704-11											ʔ i ʔ					
304-11											ə a m̥					
1796-11											tɕ ɔ ŋ					
720-11											d ə h					
287-11											k ə b					
321-11											f ə					
206-11											t aː n					
1950-11											ʔ ɔ					
665-11											ai̯ n					
703-11											n aː n					
1290-11											m̥ aː					
1391-11											k ɔ ʔ					
269-11											k a d					
855-11											tɕ a n					
2078-11											s a					
2213-11											m̥ ai̯					
1858-11											s a					
1151-11											ŋ ə a					
737-11											b r d					
340-11											s au̯					
1111-11											s ai̯					
485-11											ŋ aː					
1356-11											m̥ u h					
1093-11											d o ŋ					
648-11											tɕ ɔ ŋ					
223-11											ŋ ɔ n					
1248-11											tɕ ɨ					
1509-11											d ɔ ŋ					
504-11											tɕ aː h					
2130-11											s i					
1-11											ʔ au̯					
386-11											o n					
1411-11											ʔ u					
1027-11											k a ʔ					
2077-11											m̥ a					
1459-11											k l aː					
1859-12												ŋ au̯				
175-12												k a				
241-12												ʔ o ʔ				
2163-12												kʰ o n				
2181-12												n a m				
2060-12												ʔ a m				
410-12												ʔ j				
1841-12												m b				
2017-12												h				
1004-12												l ou̯				
614-12												b ou̯ h				
686-12												b l				
88-12												k au̯ ʔ				
872-12												n ɨ ŋ				
1891-12												ʔ ou̯				
68-12												s i m				
631-12												b ə n				
594-12												g ou̯				
1759-12												h a ɲ				
805-12												g a ɲ				
756-12												h ɨ ʔ				
1201-12												m o ʔ				
2042-12												ʔ ou̯				
1968-12												ʔ a ʔ				
2000-12												ou̯ ŋ				
17-12												v a ʔ				
4-12												ə m				
788-12												ʔ i				
1219-12												h i m				
141-12												ʔ ou̯ ŋ				
541-12												b r j a ŋ				
1687-12												h o n				
123-12												ou̯ m				
1652-12												c a ɲ				
576-12												ŋ au̯				
1738-12												ʔ a k				
442-12												h o m				
368-12												j j a ŋ				
1778-12												p a ʔ				
957-12												n a				
1704-12												ʔ i ʔ				
304-12												j a m				
1796-12												c ɔ ŋ				
720-12												t a h				
287-12												k a				
321-12												g ə h				
206-12												ʔ ou̯ ʔ				
1950-12												ʔ ɔ				
665-12												w n				
703-12												n ou̯ ʔ				
1290-12												m j				
1391-12												k ă ʔ				
269-12												g a ʔ				
855-12												c a n				
2078-12												s ɛ				
2213-12												m au̯				
1858-12												s a				
1151-12												g j a n				
737-12												p r				
340-12												s a				
1111-12												s i				
485-12												ŋ ɲ				
1356-12												m o h				
1093-12												t o ŋ				
1063-12												ʔ ɔ m				
648-12												c ɔ ŋ				
223-12												g ɔ n				
1248-12												c ɨ				
1509-12												t ɔ n				
504-12												c o h				
2130-12												s i				
1-12												ʔ w				
386-12												ou̯ ʔ				
1411-12												ʔ o				
1027-12												g a ʔ				
2077-12												m a h				
1459-12												g l r				
1323-12												ə ə				
1859-13													k au̯			
175-13													k a			
241-13													ʔ u ʔ			
2163-13													kʰ u n			
2181-13													n a m			
2060-13													ʔ a m			
410-13													ʔ j			
1841-13													m b			
2017-13													h			
1004-13													l ou̯			
614-13													b ou̯ h			
686-13													b l i			
88-13													k au̯ ʔ			
872-13													n ɨ k			
1891-13													ʔ ou̯			
68-13													s i m			
631-13													b ə n			
594-13													g ou̯			
1759-13													h a n			
805-13													g a n			
756-13													h ɨ ʔ			
1201-13													m ou̯ ʔ			
2042-13													ʔ ou̯			
1968-13													ʔ a ʔ			
2000-13													ou̯ k			
17-13													v a ʔ			
4-13													ə m			
788-13													ʔ au̯			
1219-13													h i m			
141-13													ʔ ou̯ k			
541-13													b r j a k			
1687-13													h u n			
123-13													ou̯ m			
1652-13													c a n			
576-13													k ɔ			
1738-13													ʔ a ʔ			
442-13													h o m			
368-13													k j a k			
1778-13													p a ʔ			
957-13													n a			
1704-13													ʔ i ʔ			
304-13													j a m			
1796-13													c ɔ k			
720-13													t a h			
287-13													k a			
321-13													g ə h			
206-13													ʔ ou̯ ʔ			
1950-13													ʔ ɔ			
665-13													w n			
703-13													n ou̯ ʔ			
1290-13													m j			
1391-13													k ă ʔ			
269-13													g a ʔ			
855-13													c a n			
2078-13													s i			
2213-13													m au̯			
1858-13													s a			
1151-13													g j a n			
737-13													p r t			
340-13													s a			
1111-13													s au̯			
485-13													k ɲ			
1356-13													m u h			
1093-13													t o k			
1063-13													ʔ ɔ m			
223-13													g ɔ n			
1248-13													c ɨ			
1509-13													t ɔ n			
504-13													c ou̯ h			
2130-13													s i			
1-13													ʔ w			
386-13													ou̯ ʔ			
1411-13													ʔ u			
1027-13													g a ʔ			
2077-13													m a h			
1459-13													g l r			
1323-13													ə ə			
1859-14														ŋ i		
175-14														k a		
241-14														ʔ ɔ t		
2163-14														kʰ ɔ r		
2181-14														n a m		
2060-14														ʔ ə m		
410-14														tʰ j		
1841-14														m b		
2017-14														h eː		
1004-14														l aː		
614-14														b ui̯ h		
686-14														b l eː		
88-14														ŋ a ʔ		
872-14														n ə ŋ		
1891-14														tʰ aː		
68-14														s iː m		
631-14														b ə r		
594-14														g aː		
1759-14														h a ɲ		
805-14														g iː ŋ		
756-14														h ə ŋ		
1201-14														m o ʔ		
2042-14														ʔ aː		
1968-14														tʰ a ʔ		
2000-14														aː ŋ		
17-14														v a ʔ		
4-14														ə m		
788-14														tʰ i		
1219-14														h iː m		
141-14														ʔ aː ŋ		
541-14														b r j a ŋ		
1687-14														h ɔ r		
123-14														aː m		
1652-14														dʑ iː ŋ		
576-14														ŋ a		
1738-14														tʰ a k		
442-14														h o m		
368-14														j j a ŋ		
1778-14														b a ʔ		
957-14														n a b		
1704-14														ʔ iː t		
304-14														j a m		
1796-14														dʑ a ŋ		
720-14														d ɔ h		
287-14														k a b		
321-14														g ə h		
206-14														tʰ ui̯ ʔ		
1950-14														ʔ ɔ		
665-14														oː n		
703-14														n ui̯ ʔ		
1290-14														m j		
1391-14														ŋ a t		
269-14														g a t		
855-14														dʑ a n		
2078-14														s iː		
2213-14														m i		
1858-14														s a		
1151-14														g j a		
737-14														b r d		
340-14														s o		
1111-14														s i		
485-14														ŋ j		
1356-14														m ɔ h		
1093-14														d o ŋ		
1063-14														tʰ o m		
648-14														dʑ ə ŋ		
223-14														g ɔ n		
1248-14														dʑ ə		
1509-14														d ɔː ŋ		
504-14														dʑ ɔ h		
2130-14														s iː		
386-14														ui̯ ʔ		
1411-14														ʔ ɔ		
1027-14														g a ʔ		
2077-14														m ɔ		
1459-14														g l aː		
1323-14														l ə		
1859-15															ŋ ɨi̯	
175-15															g a	
241-15															ʔ u ʔ	
2163-15															kʰ u	
2181-15															n a m	
2060-15															ʔ a m	
410-15															ʔ j	
1841-15															m b	
2017-15															h	
1004-15															l ou̯	
614-15															b ou̯ h	
686-15															b l	
88-15															g a ʔ	
872-15															n a ŋ	
1891-15															ʔ ou̯	
68-15															s ɨi̯ m	
631-15															b a n	
594-15															g ou̯	
1759-15															h a ɲ	
805-15															g a ɲ	
756-15															h ə ʔ	
1201-15															m o ʔ	
2042-15															ʔ ou̯	
1968-15															ʔ a ʔ	
2000-15															a ou̯ ŋ	
17-15															v a ʔ	
4-15															əa m	
788-15															ʔ ɨi̯	
1219-15															h ɨi̯ m	
141-15															ʔ ou̯ ŋ	
541-15															b r j a ŋ	
1687-15															h ui̯ r	
123-15															ou̯ m	
1652-15															c a ɲ	
576-15															ŋ a	
1738-15															ʔ a ʔ	
442-15															h o m	
368-15															ou̯ j a ŋ	
1778-15															p a ʔ	
957-15															n a p	
1704-15															ʔ ɨi̯ ʔ	
304-15															j a m	
1796-15															c ɔ ŋ	
720-15															t a h	
287-15															ʔ a p	
321-15															g ou̯ h	
206-15															ʔ ou̯ ʔ	
1950-15															ʔ ɔː	
665-15															ɔː a	
703-15															n ou̯ ʔ	
1290-15															m j	
1391-15															ʔ a ʔ	
269-15															g a ʔ	
855-15															c a n	
2078-15															s a	
2213-15															m ɨi̯	
1858-15															s a	
1151-15															g j a	
737-15															p r t	
340-15															s ou̯	
1111-15															s ɨi̯	
485-15															ŋ j	
1356-15															m ui̯ h	
1093-15															t o ŋ	
1063-15															ʔ ɔː m	
648-15															c ɔː ŋ	
223-15															g ɔː n	
1248-15															c a	
1509-15															t ɔː n	
504-15															c ou̯ h	
2130-15															s ɨi̯	
1-15															ʔ ou̯	
386-15															ou̯ ʔ	
1027-15															g a ʔ	
2077-15															m a h	
1459-15															g l j	
1323-15															ə ə	
1859-16																ŋ ɔ
175-16																ŋ a
241-16																ʔ u ʔ
2163-16																f u
2181-16																n a m
2060-16																ʔ ə m
