COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
68-4				n e						
71-4				t i						
76-4				h o n e						
83-4				t u n o						
87-4				h a n e						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t r a						
103-4				t u m						
110-4				t e						
116-4				m u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o j o g						
156-4				t a tː e j						
168-4				t u k i						
169-4				h o s i						
14-5					k o r e					
18-5					a r e					
35-5					h i t o ts u					
36-5					h u t a ts u					
48-5					n a ŋ a i					
60-5					t o r i					
63-5					s i r a m i					
64-5					k i					
67-5					h a					
68-5					n e o					
71-5					tɕ i					
76-5					h o n e					
83-5					ts u n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t e					
116-5					m ɴ u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o s u					
140-5					o j o ŋ u					
156-5					t a e r u					
168-5					ts u k i					
169-5					h o s i					
14-6						k u ɨ				
18-6						t a				
35-6						ɨ ts ɨ				
36-6						u ts ɨ				
48-6						n a a				
60-6						t u				
63-6						s ɨ a				
64-6						k ɨ				
67-6						a				
68-6						n ɨ				
71-6						ts ɨ				
76-6						p u n ɨ				
83-6						ts ɨ n u				
87-6						p a n ɨ				
95-6						m ɨ m ɨ				
98-6						p a n a				
99-6						k u ts ɨ				
-102-6						a				
103-6						ts ɨ m ɨ				
110-6						t ɨ				
116-6						n ɨ				
120-6						n u ɭ u				
132-6						ts ɨ k u				
139-6						k u u s				
140-6						ɨ s u ɭ				
156-6						t a u				
168-6						ts ɨ ts ɨ				
169-6						p u s ɨ				
14-7							k o r e			
18-7							d a r e			
35-7							ɸ i t o ts u			
36-7							ɸ u t a ts u			
48-7							n a ŋ eː			
60-7							t o r i			
63-7							s i r a m eː			
64-7							k i			
67-7							ɸ			
68-7							n e			
71-7							tɕ i			
76-7							ɸ o n e			
83-7							ts u n o			
87-7							ɸ a n e			
95-7							m i m i			
98-7							ɸ a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							ts u m e			
110-7							t e			
116-7							m o n e			
120-7							n o m o			
132-7							k i k u			
139-7							k o r o s u			
140-7							o o ŋ u			
156-7							t a j o r o			
168-7							ts u k i			
169-7							ɸ o s i			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a tː u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a k a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t i		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o j o g u		
156-8								t a tː e r u		
168-8								ts u k i		
169-8								h o u s i		
14-9									k u r i	
18-9									t a r u	
35-9									u u j iː ɕ i	
36-9									d eː ɕ i	
48-9									n a g a s a ɴ	
60-9									t u j i	
63-9									s i r a m	
64-9									tɕ i	
67-9									h w w a	
68-9									n i j u ɴ	
71-9									a ɴ a tɕ i	
76-9									h u n i	
83-9									ɕ i n u	
87-9									h a n i	
95-9									m i m i	
98-9									h a n u	
99-9									k u tɕ i	
-102-9									ʃ i a b u u u	
103-9									ɕ i m i	
110-9									t i	
116-9									a u oː n i	
120-9									n u m u ɴ	
132-9									tɕ i ts u ɴ	
139-9									j ɕ u r i ɴ	
140-9									ʔ iː g	
156-9									t oː d u a i	
168-9									ɕ i ts i	
169-9									h u sː i	
14-10										k o r e
18-10										d a r e
35-10										h i t o ts u
36-10										h u t a ts u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										a
68-10										n e
71-10										kː o tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										u k o r o s u
140-10										o j o ŋ u
156-10										t a tsː e r u
168-10										ts u k i
169-10										o tɕː i
