COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
423-3			k a a e u							
430-3			h a k u							
435-3			h u k u							
446-3			s i t a							
447-3			e e							
458-3			t o s i							
56-3			h t o							
62-3			e n u							
65-3			k a w a							
70-3			t a n e							
75-3			k a w a							
96-3			m e							
101-3			h a							
14-4				k o r e						
18-4				d a r e						
35-4				h i t o t u						
36-4				h u t a t u						
48-4				n a g a i						
60-4				t o r i						
63-4				s i r a m i						
64-4				k i						
67-4				h a						
68-4				n e						
71-4				t i						
76-4				h o n e						
83-4				t u n o						
87-4				h a n a e						
95-4				m i m i						
98-4				h a n a						
99-4				k u t i						
-102-4				s i t r a						
103-4				t u m e						
110-4				t e						
116-4				m a u n e						
120-4				n o m u						
132-4				k i k u						
139-4				k o r o s u						
140-4				o j o g u						
156-4				t a i r u						
168-4				t u k i						
169-4				h o s i						
170-4				m i u						
173-4				i s i						
180-4				k u m o						
185-4				h a i						
186-4				m o e r u						
187-4				m i t i						
190-4				a k a i						
193-4				k i r o i						
194-4				s i r o i						
195-4				k u r o i						
216-4				m a r u						
221-4				n a						
239-4				i t u						
252-4				m i u						
253-4				j o u						
254-4				i t u t u						
266-4				k a e						
267-4				n a g a r e r u						
268-4				u m i						
272-4				a m e a						
276-4				a r a u						
281-4				m u s i						
304-4				t u b a						
305-4				i t i						
308-4				h a n a						
309-4				k u s a						
310-4				t o						
311-4				n a i						
342-4				j u k i						
346-4				k u r a i						
347-4				k i r u						
348-4				h i r o i						
351-4				t oː i						
361-4				o m o i						
379-4				k u s a a						
394-4				h i d a r i						
395-4				m i g a i						
400-4				h i t a r u						
412-4				s a k e r u						
413-4				t u k i s a s u						
414-4				h o r u						
422-4				h u k u r e r u						
423-4				k a ɴ g a e r u						
430-4				h a k u						
435-4				h u k u						
446-4				s i t a a						
447-4				u e						
458-4				t o s i						
56-4				h i t o						
62-4				i n u						
65-4				k a w a						
70-4				t a n e						
75-4				k a w a						
96-4				m e						
101-4				h a						
14-5					k o r e					
18-5					d a r e					
35-5					h i t o ts u					
36-5					h u t a ts u					
48-5					n a ŋ o i					
60-5					t o r					
63-5					s i r a m					
64-5					k iː					
67-5					h eː a					
68-5					n e o					
71-5					tɕ iː					
76-5					h o n e					
83-5					ts n o					
87-5					h a n e					
95-5					m i m i					
98-5					h a n a					
99-5					k u tɕ i					
-102-5					s i t a					
103-5					ts u m e					
110-5					t e					
116-5					m ɴ u n e					
120-5					n o m u					
132-5					k i k u					
139-5					k o r o s u					
140-5					o j o ŋ u					
156-5					t a e r u					
168-5					ts u k i					
169-5					h o s i					
170-5					m i z u					
173-5					i s i					
180-5					k m o					
185-5					h a i					
186-5					m o e r u					
187-5					m i tɕ i					
190-5					a k a i					
193-5					k eː r o					
194-5					s i r o					
195-5					k u r o					
216-5					m a r ui					
221-5					n a m e					
239-5					i ts u					
252-5					m iː eː u					
253-5					j eː u					
254-5					i ts u ts u					
266-5					k a z e					
267-5					n a ŋ o r e r u					
268-5					u m i					
272-5					a m e					
276-5					a r a u					
281-5					m u s i					
304-5					ts u b a					
305-5					o i tɕ iː					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					u k i					
346-5					k u r a					
347-5					k i r u					
348-5					h i r o					
351-5					t oː					
361-5					o m o					
379-5					k u s a eː a					
394-5					h i d a r i					
395-5					m i ŋ i					
400-5					h i eː a r u					
412-5					s a k e r u					
413-5					ts u k i tɕ a s u					
414-5					h o r u					
422-5					h u k u r e r u					
423-5					k a ɴ ŋ a e r u					
430-5					h a k u					
435-5					h u k u					
446-5					s i t e					
447-5					u e					
458-5					t o					
56-5					h i t o					
62-5					i n u					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m e					
101-5					h a					
14-6						k u ɭ ɨ				
18-6						t a				
35-6						t u s ɨ				
36-6						t s ɨ				
48-6						n a a a				
60-6						t u				
63-6						s ɨ ɭ a n				
64-6						k ɨ				
67-6						a				
68-6						n ɨ				
71-6						ts ɨ				
76-6						b u n ɨ				
83-6						s ɨ n u				
87-6						b a n ɨ				
95-6						m ɨ m ɨ				
98-6						b a n a				
99-6						k ts ɨ				
-102-6						a				
103-6						s ɨ m ɨ				
110-6						t ɨ				
116-6						n ɨ				
120-6						n u				
132-6						ts ɨ ts				
139-6						k u ɭ u s				
140-6						u s u				
156-6						t a u ɭ				
168-6						s ɨ ts ɨ				
169-6						b u s ɨ				
170-6						m ɨ ɨ				
173-6						ɨ s ɨ				
180-6						k m u				
185-6						b				
186-6						m u ɭ				
187-6						m ɨ ts ɨ				
190-6						a a				
193-6						ts ɨ ɭ a				
194-6						s ɨ ɭ u a				
195-6						k ɭ u a				
216-6						m a ɭ a				
221-6						n a				
239-6						ɨ s ɨ				
252-6						m ɨ s ɨ				
253-6						b u s ɨ				
254-6						ɨ s ɨ s ɨ				
266-6						k a ɨ				
267-6						n a a ɭ ɨ ɭ				
268-6						m ɨ				
272-6						a m ɨ				
276-6						a ɭ a				
281-6						m s ɨ				
304-6						s ɨ				
305-6						ts ɨ				
308-6						b a n a				
309-6						k s a				
310-6						t u				
311-6						n a ɨ				
342-6						ts ɨ				
346-6						k ɭ a a				
347-6						ts ɨ ɭ				
348-6						b ɨ ɭ u a				
351-6						t u s a				
361-6						u a				
379-6						k a a				
394-6						b ɨ s a ɨ				
395-6						n ɨ ts ɨ				
400-6						b ɨ ts a ɭ				
412-6						s a k ɨ ɭ				
413-6						ts a a				
414-6						b u ɭ				
422-6						b ɨ ɭ ɭ				
423-6						k a n a ɭ				
430-6						b a ts				
435-6						b ts				
446-6						s ɨ ts ɨ				
447-6						ɨ k ɨ				
458-6						t u s ɨ				
56-6										
62-6						ɨ n				
65-6						k a				
70-6						a n				
75-6						k a				
96-6						m ɨ				
101-6						b a				
14-7							k o r e			
18-7							d a r e			
35-7							ɸ t o tɕ u			
36-7							ɸ u t a tɕ u			
48-7							n a ŋ eː w			
60-7							t o r			
63-7							s eː r a m i			
64-7							k i			
67-7							ɸ a			
68-7							n e			
71-7							w tɕ i			
76-7							ɸ o n e			
83-7							tɕ u n o			
87-7							ɸ a n e			
95-7							m i m i			
98-7							ɸ a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							tɕ u m e			
110-7							t e			
116-7							m o n e			
120-7							n o m o			
132-7							k i k u			
139-7							u k o r o s u			
140-7							o j o ŋ o			
156-7							t a t o r o			
168-7							tɕ u k			
169-7							ɸ o s i			
170-7							m i d u			
173-7							i s i			
180-7							k u m o			
185-7							ɸ a eː			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k w eː			
193-7							k i r eː			
194-7							s i r eː			
195-7							k u r eː			
216-7							m a r iː r			
221-7							n a			
239-7							i tɕ u			
252-7							m i t u			
253-7							j o t u			
254-7							i tɕ u tɕ u			
266-7							k a r e			
267-7							n a ŋ a r e r u			
268-7							o m i			
272-7							a m e ŋ			
276-7							a r o			
281-7							m o s			
304-7							tɕ u b a			
305-7							r tɕ i			
308-7							ɸ a n a			
309-7							k u s a			
310-7							t o			
311-7							n i			
342-7							j u k i			
346-7							k u r a eː			
347-7							k i r u			
348-7							ɸ i r eː			
351-7							t oː eː			
361-7							o m eː			
379-7							k u s a w a			
394-7							ɸ i d a r			
395-7							m i ŋ i			
400-7							ɸ i r u r			
412-7							s k e r u			
413-7							tɕ u k i s a s u			
414-7							ɸ o r u			
422-7							ɸ u k o r e r u			
423-7							k a ɴ ŋ e r u			
430-7							ɸ a k u			
435-7							ɸ u k u			
446-7							s i t e			
447-7							o e			
458-7							t s i			
56-7							ɸ t o			
62-7							i n o			
65-7							k a w a			
70-7							t a n e			
75-7							k a w a			
96-7							m e			
101-7							ɸ a			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a a u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a a a		
68-8								n e		
71-8								tɕ i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u tɕ i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u ɴ		
139-8								k o r o s u		
140-8								o j o g u		
156-8								t a a e r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i a u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i tɕ i		
190-8								a k u a i		
193-8								k a r o i		
194-8								s i r o i		
195-8								k u r o s i		
216-8								m a r ui u		
221-8								n a m a		
239-8								i ts u		
252-8								m i a u		
253-8								j o a u		
254-8								i ts u ts u		
266-8								k a a e		
267-8								n a g a r e r u s		
268-8								u m i		
272-8								a m e g a		
276-8								a r a u		
281-8								m u s u i		
304-8								ts u b a		
305-8								tɕ i tɕ i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
342-8								u k i		
346-8								k u r a i		
347-8								k i r u		
348-8								h i r o i		
351-8								t o i i		
361-8								o m i		
379-8								k u s a a a		
394-8								h i d a r i		
395-8								m i g u i		
400-8								h i a a r u		
412-8								s a k e r u s		
413-8								ts u k i s a s u		
414-8								h o r u		
422-8								h u k s u r e r u		
423-8								k a a g a e r u		
430-8								h a k u ɴ		
435-8								h u k u s ɴ		
446-8								s i t a a		
447-8								u s e		
458-8								t o s i		
62-8								i n u		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m e		
101-8								h a		
14-9									k u r i	
18-9									t a r u	
35-9									d i ɕ	
36-9									d i	
48-9									n a k a s a ɴ	
60-9									t u r	
63-9									s i r a m	
64-9									k i	
67-9									w a	
68-9									n i ɴ	
71-9									tɕ i	
76-9									h u n i	
83-9									ɕ i n i	
87-9									h a n	
95-9									m i m	
98-9									h i n aː	
99-9									k u tɕ i	
-102-9									s i b aː	
103-9									ɕ i m i	
110-9									t i	
116-9									u n	
120-9									n u m u ɴ	
132-9									tɕ i u ɴ	
139-9									s u r	
140-9									ʔ i g u ɴ	
156-9									t a k u r	
168-9									ɕ i	
169-9									h u s i	
170-9									m i s i	
173-9									ʔ i s i	
180-9									k u m i	
185-9									h i	
186-9									m i r ɴ	
187-9									m i tɕ i	
190-9									i s a ɴ	
193-9									k i s a ɴ	
194-9									s i r s a ɴ	
195-9									k u r s a ɴ	
216-9									m a r u s i ɴ	
221-9									n i	
239-9									ʔ i ɕ i	
252-9									m i i	
253-9									tsː i i	
254-9									ʔ i ɕ i ɕ	
266-9									k i s i	
267-9									n a k a r r u ɴ	
268-9									ʔ m i	
272-9									ʔ a m i	
276-9									ʔ i r a ɴ	
281-9									m u s	
304-9									ɕ i s	
305-9									tɕ i	
308-9									h a n a	
309-9									k u s a	
310-9									t u	
311-9									n a	
342-9									u tɕ i	
346-9									k r a s a ɴ	
347-9									tɕ i r u ɴ	
348-9									h i r u s a ɴ	
351-9									t i s a ɴ	
361-9									ʔ u s a ɴ	
379-9									k u s a r aː	
394-9									h i a ɴ	
395-9									n i g i ɴ	
400-9									h i b a r ɴ	
412-9									s i k i r u ɴ	
413-9									ɕ i s a s u ɴ	
414-9									h u r u ɴ	
422-9									h u k u r r u ɴ	
423-9									k i ɴ k i r ɴ	
430-9									h a u ɴ	
435-9									h u ɴ	
446-9									s i ts	
447-9									ʔ i ts	
458-9									t u s i	
56-9									ts u	
62-9									ʔ i n	
65-9									k a iː	
75-9									k a iː	
96-9									m i	
101-9									h a	
14-10										k o r e
18-10										d a r e
35-10										h i t o ts u
36-10										h u t a ts u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k iː
67-10										h a
68-10										n e
71-10										e tɕ i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										u k o r o s u
140-10										o j o ŋ u
156-10										t a e e r u
168-10										ts u k i
169-10										h o e s i
170-10										m i z u
173-10										i s i
180-10										k u m o
185-10										h i i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a iː
193-10										k i r o i
194-10										s i r o i
195-10										k u r o i
216-10										m a r ui
221-10										n a m
239-10										i ts u
252-10										m i e u
253-10										j o e u
254-10										i ts u ts u
266-10										k a e z e
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e ŋ a
276-10										a r a u
281-10										m u s
304-10										ts u b a
305-10										e tɕ i tɕ i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										j u k i
346-10										k u r a
347-10										k i r u
348-10										h i r o
351-10										t o i
361-10										o t a i
379-10										k u s a e a
394-10										h i d a r i
395-10										m i ŋ i
400-10										h i e a r u
412-10										s a k e r u
413-10										e ts u k i s a s u
414-10										h o r u
422-10										h u k u r e r u
423-10										k a ɴ ŋ a e r u
430-10										h a k u
435-10										h u k u
446-10										s i t e
447-10										u e
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m e
101-10										h a
