COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
2605	ɾ e d̪ a ŋ			pʰ a i ɾ e d̪ a ŋ				
774		tʃ i n a ŋ	tʃ i n a ŋ			tʃ i n a ŋ		tʃ i n a ŋ
755		tʃ j a m t u ɾ t a	tʃ j a m t u ɾ t a					
380		d̪ o ŋ p a	d̪ u ŋ p a					t o ŋ p a
1807			tʃʰ i n l a			tʃʰ i n l a		
590	n a			n a				n a
964			tʰ i m l u ŋ			tʰ i m l u ŋ		
2277			ŋ j e w o			ŋ j e w o		
2554		d̪ u ɾ i				d̪ u ɾ i		
2358			ʔ i w o			ʔ i w o		
2045			l e j a ŋ b o		l e ŋ b o	l e j a ŋ b o		
1594		pʰ e i tʰ u ŋ			pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ	pʰ e i tʰ u ŋ	pʰ e tʰ u ŋ
864		g o ŋ			g o ŋ			
1627	d̪ u l u l a			d o l u				
1008		a b i tʃ a ŋ				a b i tʃ a ŋ	a i p tʃ a ŋ	
1852		kʰ o m tʰ e ɾ a ŋ	kʰ o m d̪ a ɾ a ŋ		kʰ o m d̪ a ɾ a ŋ	kʰ o m tʰ e ɾ a ŋ	kʰ o m d i r a ŋ	
1089		j o m l o k p a ts o k			j o m l o k p a ts o k		j o m l o k p a ts o k	
2100	ʃ i k a		ʃ i l o		ʃ i k a n	ʃ i k a n	ʃ i kʰ e n	
1796	kʰ a b a ɾ a	kʰ a b a r		kʰ a b a r				pʰ a r
2766		i ŋ o m	i ŋ o m		ɲ i ŋ a m	ŋ a m tʃ a	i ŋ a m	
509			t̪ i n u ŋ a m tʰ u r	ŋ a m tʰ u r				
1880					j o ŋ j o ŋ		j o ŋ j o ŋ	
2607		tʃ i k p a	tʃ i k p a			tʃ i k p a		tʃ i k p a
517	t i ŋ p u			t i ŋ p u				
2329	tʃ o k l a					tʃ o k a n	tʃ o kʰ e n	
2784			z i	z i		z i		z i
200		pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a			pʰ ɾ a ŋ g a	pʰ ɾ a ŋ g a	
562	s a ŋ k a			s a ŋ k a				
2200	n a d̪ o k l a			n a d̪ o k tʃʰ a m				n a h a d o k p a n
2054		ŭ ɾ u	ŭ ɾ u			ŭ ɾ u		
2166					g r a n dʒ a m e kʰ e n		g r a ŋ g i m e kʰ e n	
2249			z o g j a k b o		z o k j a kʰ e n	z o g j a k b o	z o k j a kʰ e n	z o g j a k b o
1593	pʰ a i b ŭ ŋ n a ŋ			pʰ a i b ŭ ŋ n a ŋ				
1108	t̪ a ŋ h e p k a							t̪ a ŋ h e m p a n
2081		d̪ o ŋ b a	d̪ o ŋ b a			d̪ o ŋ k a n	d o ŋ kʰ e n	
74				n a n	n a n			
1629					ŋ o n b u		ŋ o n b u	
1486	p a s a g o ŋ			p a s a g o m				
1118		tʃʰ u i						tʰ u l i
2055					u kʰ e n		u kʰ e n	
1060	kʰ o l o k p a		k o l o k p a			k o l o k p a		
2765	i n i ŋ			i ɲ i ŋ				i n i ŋ
2443	tʃʰ i k p o		tʰ i k b o	tʰ i g tʃʰ a m				tʰ i k p a n
1088	j o n			j o n				j o n
347	m u m t̪ o k l o m			m u m t̪ o k l o m				
2433		pʰ i r	pʰ i r pʰ o		pʰ i r p o k			
2404	pʰ a l o		pʰ a w o					pʰ a l o
2710			n ĭ z i	n ĭ z i		ŋ i z i		n ĭ z i
2498	l e k aː l o	l e k a ʔ a n z u		l e k a ă n tʃʰ a m	l e k aː l o	l e k a ʔ a l o		
1924		k ɾ e m ʃ i pː a				k ɾ e m ʃ i pː a		
1646		tʃ o	tʃ o	tʃ o			tʃ o	
635	a t a			a t a				
1672	l e m a			l e m a				
729		b i ŋ tʃ e n	b i ŋ tʃ e n			b i ŋ tʃ e n	b i ŋ tʃ e n	
2268				s e m pʰ e k a				s e m pʰ e l a n
1941	u t u	u tʰ u	u tʰ u	u tʰ u				
72	d̪ a n		d̪ a n			d̪ a n		
2323						kʰ o d̪ i l o		kʰ o l o
2350					tʃ o kʰ ə n			tʃʰ o l a n
1170		tʃʰ a tʃʰ a	tʃʰ a tʃʰ a		tʃʰ a tʃʰ a		tʃ a tʃ i	
2407					pʰ a kʰ e n		pʰ a kʰ e n	
2709	pʰ ă j a m a	pʰ a i a m a		pʰ ă j a m a	pʰ e j a m a		pʰ a i a m a	
856			k j a k p a				k j a k p a	
1040	pʰ u i b u			pʰ o i b u				
2285		dʒ a ŋ k u	dʒ a ŋ p o		dʒ a ŋ p o	tʃ a ŋ k u		dʒ a ŋ p a n
2645	h ă ŋ		h ă ŋ		h ă ŋ			h ă ŋ
2379			tʰ i ŋ kʰ u		tʰ i ŋ kʰ ə n	tʰ i ŋ kʰ u	tʰ i ŋ kʰ ə n	tʰ i ŋ m a n
1798					dʒ o ŋ		dʒ o ŋ	
1169	o t p a			o t p a				
1042			j u ŋ p a		j u ŋ p a		j u ŋ p a	j u ŋ p a
518		t o ŋ tʃ e n			t o ŋ tʃ e n	t o ŋ tʃ e n	t o ŋ tʃ e n	
855		b e ŋ k u ɾ t a			b e ŋ k u t̪ a	b e ŋ k u t̪ a		
1773						h a ŋ a n u		h a ŋ g i n u
1961					o tʰ u g a ŋ p u	ʔ o ɲ u g a m p u	o i g a ŋ p u	
463	t o			t o				
1809					tʃ i kʰ e n		tʃ i kʰ e n	
580	b l a s a							b l a s a
2191		m a g ɾ a k a n				m a g ɾ a k a n	m a g r a kʰ e n	
2034						g o k u	g o kʰ e n	
2348		l a ŋ tʃ o i	l a ŋ tʃ e			l a ŋ tʃ o i		
