COGID	dutch	english	french	german
949-1	s l ɛɪ t s m eː d			
1642-1	x l l t			
1640-1	z iː l v ə r			
1633-1	ɛɪ z ə n			
1630-1	t ɪ n			
1469-2		s ɑː d		
2047-2		s ɪ n		
2054-2		d ɔ n		
1375-2		l aɪ t		
760-2		w aɪ n d		
756-2		s n ə		
726-2		m t d r		
1351-2		ɡ r aɪ t t d r		
1353-2		ɡ r aɪ t æ m d r		
412-2		s ɪ n r əʊ d ɑː d		
406-2		s ɪ n r æ k d		
1005-2		s t iː f l ə		
1012-2		s t iː f æ m d r		
1016-2		w ɛ d ɔː r		
1069-2		ɪ k		
509-2		f ɔː l		
693-2		m s l æ d ə		
2179-2		s ɪ s		
1753-2		f aɪ s		
1131-2		w əʊ l f		
1198-2		b ɛ r		
2032-2		h ʌ r n		
2241-2		s s		
2244-2		l iː p		
610-2		k n r əʊ		
945-2		h ɑː r		
1534-2		l ɪ k		
384-2		s aʊ		
1650-2		n ɔ t		
1663-2		s		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s aɪ t aɪ		
792-2		b əʊ		
1111-2		m ɔː s		
197-2		s aʊ t		
2020-2		l ɑː ŋ		
867-2		h aɪ n d ə r		
1970-2		f l̩ l		
1230-2		d ə r d		
2017-2		n əʊ r		
968-2		w ɛ l		
1674-2		l ɑː n d		
1671-2		h ɔː l̩ l		
829-2		k l iː f		
1025-2		w ɛ t r		
1027-2		s ɪ		
1832-2		r aʊ r		
-1816-2		əʊ ɡ ɪ n		
-335-2		l əʊ k ɪ n		
1043-2		s t r m		
423-2		s t aɪ n		
2049-2		m əʊ n		
2062-2		s t ɔː r m		
2065-2		r ɪ ɔ		
1368-2		s t ɔː r		
1365-2		θ æ r		
754-2		r ɪ		
768-2		w ɛ d		
1211-2		f ɔː r		
106-2		m ɔː n		
-98-2		b ɪ v ə		
719-2		f əʊ d r		
1341-2		s ʌ n		
-2027-2		t ɑː n d		
-2026-2		n ɛ s		
409-2		s t ʌ n r s ʌ aɪ		
402-2		s t ʌ n d aɪ t d		
1014-2		s d iː v æ d ɔ t t r		
1059-2		w aɪ r		
120-2		s d ɑː l		
2194-2		ɔ s		
2199-2		k ɔː l f		
2197-2		s ɡ eɪ p		
1523-2		s iː		
512-2		m ɛ r aɪ		
2141-2		h ɪ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		θ aʊ v		
1758-2		m aʊ s		
1760-2		r ɑː t		
1620-2		f aɪ n		
1282-2		w ɔː l v aɪ		
1136-2		f ɔ s		
1309-2		l aʊ s		
1307-2		n ɪ t		
1305-2		f l		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ ɪ k aɪ		
1810-2		h aʊ t		
1805-2		f l aɪ s		
1813-2		h ɛ ə		
1811-2		b l iː t		
690-2		r iː p		
2177-2		h ʌ f t		
246-2		w ɛ d k r æ r		
249-2		əʊ l aɪ		
1506-2		n s s ɔː l		
2242-2		m aʊ n d		
2245-2		t ɪ ŋ		
2174-2		s l d r		
603-2		ɛ l ɔ		
601-2		h ɑː n d		
615-2		f ɪ ŋ r		
901-2		k l æ r		
608-2		f iː t		
596-2		ɡ ɪ		
937-2		b r r s t		
936-2		n əʊ l̩ l		
646-2		l ɪ ŋ		
947-2		l ɪ v r		
1606-2		h iː t		
472-2		n aɪ z		
1535-2		s w ɪ t		
1546-2		s p		
1959-2		s l əʊ p		
694-2		s n ɔː r		
1961-2		d r ɪ m		
323-2		l ɪ v		
1885-2		ɡ r ɑː f		
2156-2		f ə r k k l d aɪ		
1903-2		w aʊ n t		
525-2		s w ɛ l ɪ ŋ		
276-2		l ɑː m		
274-2		d ʌ f		
278-2		b l aɪ n d		
258-2		b r ɔ d k		
256-2		n k		
383-2		ɛ t		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		r ɔ t aɪ		
2009-2		əʊ v		
2003-2		k ɑː t l		
2024-2		p ɑː n		
1321-2		k əʊ d		
1976-2		t ɑː ŋ		
1243-2		m ɛ l aɪ d		
1265-2		p ɪ l		
1261-2		s ɪ v		
655-2		b r aɪ t		
650-2		θ ɪ dʒ		
1532-2		k n n d		
-36-2		s iː p		
34-2		b ɔ n		
-1647-2		f aɪ		
-1615-2		əʊ l		
125-2		f aɪ t		
1659-2		h aɪ n ɪ ŋ		
1661-2		m ɪ l k		
1676-2		b aɪ t r		
480-2		ɡ r ɑː d r k		
1466-2		k l iː d ɪ ŋ		
2277-2		w ɔ l		
2271-2		f aɪ l t		
2293-2		l ɔː r		
624-2		s p aɪ n		
628-2		s p aɪ n d l̩ l		
626-2		w ɪ v		
633-2		n eɪ l		
1185-2		s ɪ t d m k		
1179-2		h iː t		
2168-2		k æ m		
1952-2		d ɔː r		
899-2		l ɑː d r		
922-2		b ɑː t		
-934-2		l æ m p		
916-2		t r ɔ		
1726-2		f ɔː l		
2108-2		p l aʊ		
1133-2		f ɔː r		
2114-2		s p ɛ d		
1272-2		r ɔ		
1979-2		ɡ r ɑː s		
1989-2		h		
-2260-2		p l ɑː n t		
70-2		b iː k		
-89-2		w ɪ ŋ t		
-12-2		p iː p		
713-2		s əʊ p		
747-2		n ɛ t l		
308-2		d aʊ n		
289-2		b aɪ n d		
1930-2		b r ɪ k		
1928-2		s p l l d		
858-2		s t r r k		
1577-2		əʊ p h ɑː ŋ		
908-2		w ɑː s		
648-2		b r		
1855-2		aʊ t h ɔ l		
657-2		h æ m r		
2058-2		n əʊ l		
949-2		s m ɪ		
1642-2		ɡ l		
1640-2		s ɪ l v r		
1633-2		aɪ z		
1630-2		t aɪ n		
1469-3			ʃ ɑ̃ t ʀ	
2047-3			ʃ t	
2054-3			ʀ ʀ t ʀ ʀ	
1375-3			l ɑ̃ t	
760-3			v i t ʀ	
756-3			ʀ ʀ p ʀ	
726-3			t ʀ	
1351-3			b ʀ i t ʀ ʀ ʀ ʀ	
1353-3			b ʀ i t t ʀ	
412-3			s ʀ ʀ ɡ ʀ t t	
406-3			t t ɡ ʀ t	
1005-3			ʀ b l f ʀ ʀ	
1012-3			ʀ b t t ʀ	
1016-3			v i ʀ ʀ ʀ	
1069-3			i t	
509-3			f a	
693-3			ʀ t ʀ ʀ	
2179-3			t ɑ̃ t ɛ	
1753-3			f i t	
1131-3			v t l f ʀ	
1198-3			b ʀ t t	
2032-3			s t	
2241-3			t t	
2244-3			l ə ʀ	
610-3			ʀ b	
945-3			s t	
1534-3			l i k	
384-3			ʃ ɡ	
1650-3			t ʀ t	
1663-3			ʃ o t	
2279-3			l ə t	
471-3			ʃ ɛ	
1385-3			ʃ t t	
792-3			e k	
1111-3			t ɛ	
197-3			ʃ	
2020-3			l o t ʀ	
867-3			s t t ʀ t t	
1970-3			f	
1230-3			ʀ ʀ t ʀ	
2017-3			ʀ ɔ	
2183-3			t b	
1521-3			b t	
1755-3			t ʀ	
1760-3			ʀ ʀ t	
1196-3			t	
575-3			ʀ	
2014-3			ʀ t t	
1321-3			t	
1265-3			ʀ l	
1469-4				z a n t
2047-4				z ʊ n ə
2054-4				d a n t ə r
1375-4				l ɪ x t ə
760-4				v ɛ n t
756-4				ʃ ə +
726-4				m uː t ə r
1351-4				ɡ r ɛ n eː r aː a r r
1353-4				ɡ r ɛ n + m au d ə r
412-4				ts a n eː ə r a n ə l
406-4				ʃ ə n n + m ɪ ə ə l
1005-4				ʃ t iː f ə aː a r r
1012-4				ʃ t iː f + m au d ə r
1016-4				v ɪ t ɔy ə n + n
1069-4				ɛ x ə
509-4				f a l ə n
693-4				m ɔy l l z ə
2179-4				n ɛ s t
1753-4				f ɪ ʃ
1131-4				v a l f
1198-4				b eː r t
2032-4				h a r n
2241-4				n ʊ s
2244-4				l iː f
610-4				k ɪ n
945-4				h a r t
1534-4				l ɪ k ə
384-4				z au ɡ ə
1650-4				n oː t
1663-4				z ə l ə
2279-4				l ɪ n ɪ n
471-4				z eː ə n
1385-4				z ai t ɛ n
792-4				j ɛ k
1111-4				m aː s t
197-4				z au t ə
2020-4				l aː ŋ
867-4				h ɛ n t ə r t
1970-4				f a l ə
1230-4				t ɛ r ə ə ə ə
2017-4				n + t a n
968-4				v ɛ r ə l t
1674-4				l a n t
1671-4				h ʏ l ə l
829-4				k l ɪ f
1025-4				v aː t ə r
1027-4				z uː
1832-4				r au ə
-1816-4				œ ʃ iː ə n n
-335-4				l aː ɡ ɔy ə ə n
1043-4				ʃ t r ɪ m
423-4				ʃ t ai n
2049-4				m eː n
2062-4				ʃ t a r m
2065-4				r eː ɡ ə ə + b oː ɡ
1368-4				ʃ + d t ɔy ə
1365-4				t l
754-4				r eː ɡ ə n
768-4				v ɛ r r
1211-4				f ɔy r
106-4				m a n
-98-4				b eː b iː
719-4				f aː d ə r
1341-4				z ə n
-2027-4				ts n x t ə n
-2026-4				n ɛ f t ai
409-4				ʃ uː n n + ʃ a l
402-4				ʃ ɛ t n + n ʊ n t l r
1014-4				ʃ t iː f + d a x t ə
1059-4				v ai
120-4				ʃ t a l ə
2183-4				ʃ t t r
2194-4				ʊ ʃ
2199-4				k a l f
2197-4				ʃ ai f ə
1523-4				z ʊ k
1521-4				b ɛ k
512-4				m ɛ r eː
2141-4				h ɛ n
2147-4				ɡ a n ə
814-4				k r eː ə n
810-4				t au f
1755-4				z ə n t
1758-4				m au z
1620-4				f ɪ n
1282-4				v a l f ɪ ʃ
1136-4				f ʊ ʃ
1309-4				l au s
1307-4				n ɛ t
1305-4				f l au
711-4				v ɛ ʃ f
1442-4				f l iː ɡ
62-4				m ʏ k ə
-73-4				m ʏ + k ɛ t
1810-4				h ai t
1805-4				f l ai s
1813-4				h aː r
1811-4				b l uː t
690-4				r ɪ p
2177-4				h oː t t
246-4				v ɛ k r + ɛ r au
249-4				oː k l ɪ t t
1506-4				n ʊ s t ə l ʏ ə ə
2242-4				m ʊ n t
2245-4				ts ʊ ŋ
1196-4				n ɛ k
2174-4				ʃ a l t ə r
575-4				ə ts ə ə l
603-4				ɛ l ə + b oː ɡ
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l au ə
608-4				f ɛ t
596-4				ts ɛ n
937-4				b r ɛ s t
936-4				n eː f ə l
646-4				l ʊ ŋ
947-4				l eː b ə r
1606-4				h ʏ f
472-4				ʃ ɪ ʃ ə
1535-4				ʃ v ɛ t ə n
1546-4				ʃ p ɔy x ə n
1959-4				ʃ l iː f ə n
694-4				ʃ n eː r k ə n
1961-4				t r ɪ m ə n
323-4				l ai l ə r
1885-4				ɡ r a f
2156-4				f a l + k ə t ə n ai t
1903-4				v ʊ n t
525-4				ʃ v œ l ɪ ŋ
276-4				l a m eː
274-4				t oː f
278-4				b l ɪ n t
258-4				t r ʊ ŋ k ə n
256-4				n + b t t
383-4				ɛ t ə n
207-4				r ai f
376-4				t r ɪ ŋ k ə n
2014-4				r ai n t t n
2009-4				au f ə n
2003-4				k ɛ d ə l
2024-4				p a n
1976-4				ts ɛ ŋ ə
1243-4				m iː l ə ts ai t
1261-4				z eː b ə n
655-4				b r ai t
650-4				t aː k
1532-4				k n d ə ə n
-36-4				ʃ ɔ f
34-4				b oː n
-1647-4				f ɪ ɡ
-1615-4				œ l iː ə
125-4				f ɛ t
1659-4				h a n ɪ
1661-4				m ɛ l k
1676-4				b oː t ə r
480-4				t r ɛ ŋ k
1466-4				k l aː ʃ ɪ
2277-4				v ɔ l ə
2271-4				f iː l t
2293-4				l eː r r
624-4				ʃ p ɪ n ə n
628-4				ʃ p ɪ n d ə l
626-4				v ai f ə n
633-4				n aː l ə
1185-4				ʃ ɛ ai n + m aː r ə r
1179-4				h ɛ t
2168-4				k a m
1952-4				t ʏ r
899-4				l a d ə r
922-4				b ɛ t
-934-4				l a m pf
916-4				ts r ɔ f
1726-4				f a l t
2108-4				p l au ɡ ə n
1133-4				f au r
2114-4				ʃ p aː t ə n
1272-4				r ai ɡ ə n
1979-4				ɡ r ɛ s
1989-4				h eː ə n
-2260-4				p l aː n t ə n
70-4				b ʊ x
-89-4				v ɪ ŋ ə r t
-12-4				p ai f
713-4				ʃ a f
747-4				n ɛ d ə l
308-4				t ai ə
289-4				b ɪ n d ə n
1930-4				b r + k ə n
1928-4				ʃ f l ai t ə n
858-4				ʃ t r ɛ ɛ ə ə n
1577-4				h a ə h a ŋ ə n
908-4				v ɛ s ə n
648-4				b a r ə n
1855-4				ts t l h ɔ l ə n
657-4				h a m ə r
2058-4				n eː ɡ ə l
949-4				ʃ l ɪ ts + n m iː t
1642-4				ɡ l l ə
1640-4				z ɪ l f ə r
1633-4				ai z ə r
1630-4				ts ɪ n
