COGID	MonpaBalemu	MonpaDirang	MonpaDirangDum	MonpaKalaktang	MonpaNamsu	MonpaSangti	MonpaTembang	MonpaTomko
247-3			tʃʰ a ŋ l u ŋ					
282-3			l u s p u					
292-3			kʰ a ŋ					
301-3			l i					
354-3			m u m b a t i					
363-3			a m b u					
397-3			g a m d i					
406-3			kʰ a u					
426-3			m o k p a					
473-3			pʰ i n i a ŋ					
499-3			z a m Ø n					
526-3			g a ɕ a					
544-3			kʰ u					
553-3			k o t a ŋ					
599-3			g o i tʰ a m					
608-3			b a n tʰ o					
617-3			j e n					
645-3			a n a					
663-3			s o ŋ tʰ u r					
672-3			t o ŋ p a					
681-3			ɲ i ɾ i					
690-3			m i ŋ					
708-3			tʰ a i ɾ i ŋ b u					
717-3			dʒ o k p u					
726-3			s i					
744-3			a p a					
782-3			m i					
791-3			ŋ a					
800-3			ŋ a					
809-3			m o m n a ŋ					
836-3			p ɕ i					
881-3			l a m					
890-3			r a w a					
899-3			s e r					
926-3			tʃʰ a m					
944-3			g a ɾ a ŋ					
953-3			ɕ i a ɾ a ŋ					
980-3			w a ɾ u ŋ					
998-3			pʰ a ŋ i					
1022-3			i dʒ a tʰ u r					
1031-3			b i n a ŋ kʰ u l a					
1069-3			tʃ o w ŋ ŋ ŋ					
1079-3			ʃ a ŋ ŋ ŋ w a					
1098-3			j a ŋ b u					
1117-3			tʃ u n					
1141-3			ɾ i ŋ b u					
1189-3			m a n					
1198-3			n u a					
1208-3			z a l i a					
1217-3			l a ɲ i ŋ u ŋ					
1253-3			a m a					
1271-3			n o w a ŋ					
1289-3			m i ŋ					
1316-3			ŋ a ŋ					
1325-3			kʰ a m					
1334-3			s i ŋ b a					
1343-3			b i n a ŋ					
1361-3			j e n a ŋ a					
1370-3			n a k u ŋ					
1388-3			m a n b a					
1397-3			tʰ u r					
1406-3			tʃ o ŋ					
1424-3			g a ɾ a ŋ p ŋ ŋ a r ŋ					
1433-3			ʃ u g u					
1442-3			l a m					
1451-3			b a d a m					
1468-3			pʰ a k p a					
1477-3			ŋ a s					
1502-3			ŋ a m s u					
1511-3			m u d̪ ŋ j a ŋ b a					
1529-3			tʃʰ a l u					
1538-3			s u l u					
1557-3			tʃ o i d u ŋ					
10-4				tʃʰ ŋ				
37-4				n n				
46-4				n n				
98-4				kʰ ŋ tʃ i l				
125-4				b i a ŋ ɾ				
162-4				l e s i				
171-4				o m ʃ				
219-4				t ŋ p u				
247-4				tʃʰ ŋ l u ŋ				
282-4				l u s p u				
292-4				kʰ ŋ				
301-4				l i				
354-4				m u m b t i				
363-4				n m b u				
397-4				g m d i				
406-4				kʰ ŋ u ŋ				
426-4				m u k p				
473-4				pʰ i n ŋ				
499-4				z m Ø n				
526-4				g ʃ				
544-4				kʰ u				
553-4				k o t ŋ				
599-4				g o i tʰ m				
608-4				b n tʰ o				
617-4				j e n				
645-4				n				
663-4				s o ŋ tʰ u r				
672-4				t o ŋ p				
681-4				n i ɾ i				
690-4				m i ŋ				
708-4				tʰ r i ŋ b u				
717-4				tʃʰ o k p u				
726-4				s i				
744-4				p				
782-4				m i				
791-4				ŋ				
800-4				ŋ				
809-4				m o m n ŋ				
836-4				p ʃ i				
881-4				l m				
890-4				r w				
899-4				s e r				
926-4				tʃ m				
944-4				g ɾ ŋ				
953-4				ʃ ɾ ŋ				
980-4				w ɾ u ŋ				
998-4				pʰ a i				
1022-4				j tʰ u r				
1031-4				b i n ŋ kʰ u k a m				
1069-4				tʃʰ o m a ŋ				
1079-4				ʃ ŋ w				
1098-4				j ŋ b u u				
1117-4				tʃʰ u n				
1141-4				ɾ i b u				
1189-4				m n				
1198-4				n u ŋ				
1208-4				z l				
1217-4				l ɲ i u				
1253-4				m				
1271-4				n o w ŋ				
1289-4				m i ŋ				
1316-4				ŋ ŋ				
1325-4				kʰ m				
1334-4				s i ŋ b				
1343-4				b i n ŋ				
1361-4				j e n ŋ ŋ				
1370-4				n g u ŋ				
1388-4				m n b				
1397-4				tʰ u r				
1406-4				tʃ o ŋ				
1424-4				g ɾ ŋ p r				
1433-4				ʃ u g u				
1442-4				l m				
1451-4				b d m				
1468-4				pʰ k p				
1477-4				ŋ s				
1502-4				ŋ m s u				
1511-4				m u d̪ j ŋ b				
1529-4				tʃ l u				
1538-4				s u l u				
1557-4				tʃ o i d u ŋ				
10-5					dʒ a ŋ			
37-5					n a n			
46-5					n a n			
98-5					kʰ a ŋ dʒ i l a			
125-5					b i ŋ ɾ a			
162-5					l e s i			
171-5					o m ʃ a			
219-5					t a ŋ p u			
247-5					tʃ a ŋ l u ŋ			
282-5					l u s p u			
292-5					kʰ a ŋ			
301-5					l i			
354-5					m u m b a t i			
363-5					n a m b u			
397-5					g a m d i			
406-5					kʰ e u			
426-5					m u k p a			
473-5					pʰ i n a ŋ			
499-5					z a m Ø n			
526-5					g a ʃ a			
544-5					kʰ u			
553-5					k o t a ŋ			
599-5					g o i tʰ a m			
608-5					b a n tʰ o			
617-5					j e n			
645-5					a n a			
663-5					s o ŋ tʰ u r			
672-5					t o ŋ p a			
681-5					ɲ i ɾ i			
690-5					m i ŋ			
708-5					tʰ a r i ŋ b u			
717-5					dʒ o k p u			
726-5					s i			
744-5					a p a			
782-5					m i			
791-5					ŋ a			
800-5					ŋ a			
809-5					m o m n a ŋ			
836-5					p ʃ i			
881-5					l a m			
890-5					r a b a			
899-5					s e r			
926-5					tʃ a m			
944-5					g a ɾ a ŋ			
953-5					ʃ a ɾ a ŋ			
980-5					a ɾ u ŋ			
998-5					pʰ e i			
1022-5					dʒ a tʰ u r			
1031-5					b i n a ŋ kʰ u			
1069-5					tʃ o a ŋ z			
1079-5					ʃ a a			
1098-5					j a ŋ b u			
1117-5					tʃ u n			
1141-5					r i n b u			
1189-5					m a n			
1198-5					n u			
1208-5					z a l ŋ a			
1217-5					l a n i			
1253-5					a m a			
1271-5					n o a ŋ			
1289-5					m i ŋ			
1316-5					ŋ a ŋ			
1325-5					kʰ a m			
1334-5					s i ŋ a			
1343-5					b i n a ŋ			
1361-5					j e n a ŋ a			
1370-5					n a kʰ u ŋ			
1388-5					m a n a			
1397-5					tʰ u r			
1406-5					tʃ o ŋ			
1424-5					g a ɾ a ŋ p a r			
1433-5					ʃ u g u			
1442-5					l a m			
1451-5					b a d a m			
1468-5					pʰ a k p a			
1477-5					ŋ a s			
1502-5					ŋ a m s u			
1511-5					m u d a ŋ b a			
1529-5					tʃ a l u			
1538-5					s u l u			
1557-5					tʃ o i d u ŋ			
10-6						dʒ a ŋ		
37-6						n a n		
46-6						n a n		
98-6						kʰ a ŋ dʒ e l a		
125-6						b i j ŋ ɾ a		
162-6						l e i s e		
171-6						a o m ʃ a		
219-6						t a ŋ p u		
247-6						tʃʰ a ŋ l u ŋ		
282-6						l u s p u		
292-6						kʰ a ŋ		
301-6						l e		
354-6						m u m b a t e		
363-6						n m b u		
397-6						g a m d e		
406-6						kʰ a u		
426-6						m u k p a		
473-6						pʰ e n s a ŋ		
499-6						z a m i n		
526-6						g a ʃ a		
544-6						kʰ u		
553-6						k o t a ŋ		
599-6						k o tʰ a m		
608-6						b a n tʰ o		
617-6						j e n		
645-6						a n a		
663-6						s o ŋ tʰ u r		
672-6						t o ŋ p a		
681-6						ɲ e ɾ e		
690-6						m e ŋ		
708-6						tʰ i a ɾ e ŋ b u		
717-6						dʒ o k p u		
726-6						s e		
744-6						a p a		
782-6						m e		
791-6						ŋ a		
800-6						ŋ a		
809-6						m o m n a ŋ		
836-6						p s e		
881-6						l a m		
890-6						r a w a		
899-6						s e r		
926-6						tʃʰ a m		
944-6						g a ɾ a ŋ		
953-6						ʃ j a ɾ a ŋ		
980-6						w a r o ŋ		
998-6						pʰ e a e		
1022-6						a dʒ a tʰ u r		
1031-6						b e n a ŋ kʰ l a		
1069-6						tʃ o w a ŋ a a a		
1079-6						ʃ i w a		
1098-6						j a ŋ b u		
1117-6						tʃ u n		
1141-6						r e ŋ b u		
1189-6						m a n		
1198-6						n u		
1208-6						z a l a		
1217-6						l a ɲ e ɾ		
1253-6						a m a		
1271-6						n o w a ŋ		
1289-6						m e ŋ		
1316-6						ŋ a ŋ		
1325-6						kʰ a m		
1334-6						s e ŋ b a		
1343-6						b e n a ŋ		
1361-6						j e n a ŋ a		
1370-6						n a k u ŋ		
1388-6						m a n b a		
1397-6						tʰ u r		
1406-6						tʃ o ŋ		
1424-6						g a ɾ a ŋ p a a a r a		
1433-6						ʃ u g u		
1442-6						l a m		
1451-6						b a d a m		
1468-6						pʰ a k p a		
1477-6						ŋ a s		
1502-6						ŋ a m s u		
1511-6						m u d̪ a j a m b a		
1529-6						tʃ a l u		
1538-6						s u l u		
1557-6						tʃ o i d u ŋ		
10-7							dʒ e ŋ	
37-7							n e n	
46-7							n e n	
98-7							kʰ e ŋ tʃ i l e	
125-7							b i j e ŋ ɾ e	
162-7							l e i s i	
171-7							r u m ʃ e	
219-7							t e ŋ p u	
247-7							tʃ e ŋ l u ŋ	
282-7							l u s p u	
292-7							kʰ e ŋ	
301-7							l i	
354-7							m u m b e t i	
363-7							n i m b u	
397-7							g e m d i	
406-7							kʰ e u	
426-7							m u k p e	
473-7							pʰ i n e ŋ	
499-7							z e m i n	
526-7							g e ʃ e	
544-7							kʰ u	
553-7							k u t e ŋ	
599-7							g u i tʰ e m	
608-7							b e n tʰ o	
617-7							j e n	
645-7							e n e	
663-7							s u ŋ tʰ u r	
672-7							t u ŋ p e	
681-7							ɲ i ɾ i	
690-7							m i ŋ	
708-7							tʰ ɾ i ŋ b u	
717-7							dʒ u k p u	
726-7							s i	
744-7							e p e	
782-7							m i	
791-7							ŋ e	
800-7							ŋ e	
809-7							m u m n e ŋ	
836-7							p ʃ i	
881-7							l e m	
890-7							r e b e	
899-7							s e r	
926-7							tʃ e m	
944-7							g a ɾ e ŋ	
953-7							ʃ e ɾ e ŋ	
980-7							n e r o ŋ	
998-7							pʰ e r i	
1022-7							dʒ e tʰ u r	
1031-7							b i n e ŋ kʰ a	
1069-7							tʃ u a ŋ r r	
1079-7							ʃ e e	
1098-7							j e ŋ b u	
1117-7							tʃ u n	
1141-7							r i ŋ b u	
1189-7							m e n	
1198-7							n u a	
1208-7							z e l r r i	
1217-7							l e ɲ i	
1253-7							e m e	
1271-7							n u e ŋ	
1289-7							m i ŋ	
1316-7							ŋ e ŋ	
1325-7							kʰ e m	
1334-7							s i ŋ e	
1343-7							b i i n e ŋ	
1361-7							j e n e ŋ a	
1370-7							n e k u ŋ	
1388-7							m e n e	
1397-7							tʰ u r	
1406-7							tʃ u ŋ	
1424-7							g a ɾ e ŋ p r r e r n r	
1433-7							ʃ u g u	
1442-7							l e m	
1451-7							b e d e m	
1468-7							pʰ e k p e	
1477-7							ŋ e s	
1502-7							ŋ e m s u	
1511-7							m u d r j i ŋ b e	
1529-7							tʃ e l u	
1538-7							s u l u	
1557-7							tʃ u i d u ŋ	
10-8								dʒ a ŋ
37-8								n a n
46-8								n a n
98-8								kʰ a ŋ dʒ i l a
125-8								p i a ŋ ɾ a
162-8								l e s i
171-8								n o m ʃ a
219-8								t a ŋ p u
247-8								tʃʰ a ŋ l u ŋ
282-8								l u s p u
292-8								kʰ a ŋ
301-8								l i
354-8								m u m p a t i
363-8								n a m p u
397-8								g a m d i
406-8								kʰ a m u
426-8								m u k p a
473-8								pʰ i n a ŋ
499-8								z a m Ø n
526-8								g a ʃ a
544-8								kʰ u
553-8								k o t a ŋ
599-8								g o tʰ a m
608-8								p a n tʰ o
617-8								j e n
645-8								a n a
663-8								s o ŋ tʰ u r
672-8								t o ŋ p a
681-8								ɲ i ɾ i
690-8								m i ŋ
708-8								tʰ a r i ŋ p u
717-8								dʒ o k p u
726-8								s i
744-8								a p a
782-8								m i
791-8								ŋ a
800-8								ŋ a
809-8								m o m n a ŋ
836-8								p s i
881-8								l a m
890-8								r a p a
899-8								s e r
926-8								tʃʰ a m
944-8								g a ɾ a ŋ
953-8								ʃ a ɾ a ŋ
980-8								l a r o ŋ
998-8								pʰ a n i
1022-8								dʒ a tʰ u r
1031-8								p i n a ŋ kʰ u l a
1069-8								tʃ o a ŋ n n z a
1079-8								ʃ a a
1098-8								j a ŋ b u u
1117-8								tʃ u n
1141-8								ɾ i ŋ b u
1189-8								m a n
1198-8								n u
1208-8								z a l a
1217-8								l a n i u
1253-8								a m a
1271-8								n o a ŋ
1289-8								m i ŋ
1316-8								ŋ a ŋ
1325-8								kʰ a m
1334-8								s i ŋ b a
1343-8								p i n a ŋ
1361-8								j e n a ŋ m
1370-8								n a k u ŋ
1388-8								m a n b a
1397-8								tʰ u r
1406-8								tʃ o ŋ
1424-8								g a ɾ a ŋ p n n a r n n
1433-8								ʃ u g u
1442-8								l a m
1451-8								p a d a m
1468-8								pʰ a k p a
1477-8								ŋ a s
1502-8								ŋ a m s u
1511-8								m u tʰ i j a ŋ p a
1529-8								tʃʰ a l u
1538-8								s u l u
1557-8								tʃ i d u ŋ
