COGID	Albanian	English	French	German	Latin
987-3			s ɛ r		
1055-3			s ɛ r		
1130-3			s ɛ r		
433-3			s ɑ̃ t		
585-3			d ɛ r		
625-3			f ɑ̃ r		
1186-3			d ɛ r		
814-3			v ɑ̃ r		
416-3			v ɔ r		
1233-3			v ɛ r		
884-3			v ɛ r		
916-3			s ɛ r		
1016-3			o t r		
952-3			o d		
514-3			r ɛ r		
1079-3			p u r		
1100-3			f r		
47-3			m ɔ r		
111-3			l a		
1061-3			m ɔ r		
1155-3			k ɔ		
343-3			v ɛ r		
671-3			r ɛ r		
460-3			f u		
8-3			k r r		
644-3			s ɛ		
683-3			k ɔ n e		
650-3			k ɔ r		
612-3			f ɑ̃ r		
871-3			r ɛ r		
1209-3			v ɔ r		
667-3			l a n e		
499-3			n u		
14-3			g ɑ̃		
1029-3			v ɛ r		
272-3			k u		
560-4				v a n	
438-4				h r	
1222-4				m aː ŋ	
353-4				f v	
201-4				f a n	
20-4				f a n	
503-4				f l t	
957-4				t eː n	
728-4				l a n	
244-4				n eː g	
289-4				n a n	
911-4				h a n	
724-4				d r	
145-4				t	
992-4				h a n	
1181-4				ʃ a n	
706-4				h l s	
106-4				f a n	
421-4				f l t	
227-4				f a n	
920-4				h a n	
1083-4				h a n	
1066-4				g a n	
1125-4				g a n	
1197-4				m aː n	
473-4				n a n	
284-4				n aː g	
661-4				v a n	
701-4				h a n	
315-4				h a n	
1169-4				ʃ a l	
1150-4				ʃ a n	
982-4				ʃ l t	
987-4				n aː d	
1055-4				ʃ eː	
1130-4				ʃ a n	
433-4				ʃ a l	
585-4				m aː	
625-4				l iː g	
1186-4				t aː g	
814-4				v a n	
416-4				v a n	
1233-4				v i s	
884-4				v a r	
78-4				f l t	
514-4				b r n	
116-4				g eː s	
188-4				f a n	
745-4				f a n ə	
1100-4				f r	
630-4				h n d	
1155-4				t a l	
24-4				n eː n	
232-4				n d	
671-4				t r	
460-4				ʃ a n	
8-4				g r	
385-4				ʃ r n	
945-4				ʃ a n	
1041-4				ʃ t	
492-4				d aː g	
527-4				v a n	
14-4				h a n	
1-4				h l t	
915-4				a n d	
271-4				a l iː	
560-5					w i n o
438-5					w a r i
1222-5					w a l i
353-5					f i l i
201-5					f i l i
20-5					f a r i
503-5					f l l i
957-5					d o n o
728-5					l a l i
244-5					n o r iː
289-5					n a n t
911-5					w i r i
724-5					d r iː i
145-5					d i n o
992-5					k u l i d o
1181-5					k u l i
706-5					k a l i
106-5					f r l i d o
741-5					p u l i
421-5					f l l i
227-5					f r l i
920-5					k a r i
1083-5					k a r iː
1066-5					d a l i
1125-5					n a l i
1197-5					m a r i
473-5					n o l i
284-5					n a l i
661-5					f i l i
701-5					d a d i
315-5					d u l i d o
1169-5					s a l i
982-5					s i n i
987-5					s a l i
1055-5					s u l i
1130-5					s i n i
433-5					s l l i
585-5					d e n t e
625-5					l e l i
1186-5					d e n o
814-5					w i r i
416-5					w i n i
1233-5					w i n i
884-5					w i r i
916-5					k a l i
1016-5					a n b
952-5					a l i
78-5					k l l i
1079-5					p u l i
116-5					k i n i
188-5					f r iː r iː
745-5					f r iː i d o
47-5					k o l i
111-5					l a l i
1061-5					m a n o
630-5					n a l i
1155-5					k a l i
24-5					n o r t
232-5					n o n o
343-5					w i n t e
460-5					f u l i d o
945-5					s i m i
644-5					s u l i
683-5					k a n i
650-5					s a l i e
612-5					f e m o
1041-5					s u l i
871-5					d i d i d o
492-5					d i n o
1209-5					w i n o
667-5					l a l i
499-5					n a n o
1029-5					w i l i d o
272-5					s i d i d o
