COGID	Albanian	English	French	German	Latin
1169-4				ʃ a l	
1150-4				ʃ a r	
982-4				ʃ a t	
987-4				ʃ a n	
1055-4				ʃ eː s	
1130-4				ʃ a l	
433-4				ʃ a l	
585-4				t ai s	
625-4				l iː n	
1186-4				t ai n	
814-4				v r r	
416-4				v a n	
1233-4				v iː n	
884-4				v iː r	
78-4				f l t	
514-4				h r r	
116-4				g eː	
188-4				f r r	
745-4				f a l	
1100-4				f r	
630-4				d eː n	
1155-4				h a l	
24-4				d a n	
232-4				d s	
671-4				t r t	
460-4				f r	
8-4				g r	
385-4				ʃ a n	
945-4				ʃ a n	
1041-4				ʃ ai s	
492-4				d eː s	
527-4				v eː r	
14-4				ʃ a l	
1-4				ʃ l t	
915-4				d a n	
271-4				d a n	
711-4				h ai s	
1112-4				h l t	
205-4				h r	
301-4				h l t	
72-4				h a l	
238-4				t eː b	
560-5					k i n i
438-5					k r d i
1222-5					k u l i
353-5					f o l i d o
201-5					f r l i
20-5					k a r i
503-5					f l l i
957-5					k a l i
728-5					l a n i
244-5					n a
289-5					n a n o
911-5					k i l i
724-5					k r n
145-5					k u l i d o
992-5					k u l i d o
1181-5					k u l i
706-5					k u l i
106-5					f o
741-5					p u l i d o
421-5					f l i n
227-5					f o l i d o
920-5					k u l i d o
1083-5					k a l i
1066-5					k u l i
1125-5					k u l i
1197-5					m o
473-5					n a
284-5					n a n o
661-5					k u l i
701-5					a r n e
315-5					a r n i
1169-5					s a l i
982-5					s iː l i
987-5					k a l i
1055-5					k t l i
1130-5					s u l i
433-5					s a n i
585-5					k e l i
625-5					k u l i
1186-5					k u l i
814-5					w i n i d o
416-5					k u l i d o
1233-5					w i l i
884-5					w i r i
916-5					k u l i d o
1016-5					a r l i
952-5					a e
78-5					k l a
1079-5					p u l i d o
116-5					k u l i
188-5					f o r i d o
745-5					f o
47-5					k u l i
111-5					l a n i
1061-5					m o
630-5					k e l i
1155-5					k u l i
24-5					n o
232-5					n o n o
343-5					w i n i
460-5					f u l i
945-5					s iː l i
644-5					k u l i d o
683-5					k u l i d o
650-5					s u l i
612-5					f r l i
1041-5					k t l i
871-5					d iː r e
492-5					k e l i
1209-5					w i n o
667-5					l a l i
499-5					n a n i
1029-5					k i l i
272-5					s iː d e
278-5					m o
410-5					k u l i d o
1009-5					w i n t
198-5					m a r i
479-5					k a r i d o
712-5					m o r i
1113-5					s t e
605-5					a r n eː
752-5					s iː n e
695-5					n a r i
73-5					f r i k
164-5					n a r i
239-5					k u l i
