COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
53-8								n a k a s	
54-8								tɬ a l l ɨ	
55-8								k w a h	
60-8								iː x + t ɨ l o l o	
83-8								tɬ ɨ + tɬ	
87-8								j a tɬ a n ɨ	
92-8								m a k a	
103-8								m ɨ h	
106-8								k a k ɨ	
138-8								n ə h a	
139-8								m ɨ k + tɬ ɨ ɨ	
142-8								m a + ɨ	
145-8								m o + t eː k a	
176-8								t aː k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː n + tɬ ɨ	
186-8								k e tʃ + tɬ	
190-8								j e k a + tɬ	
194-8								s eː	
220-8								oː h + tɬ ɨ	
231-8								ɨ tɬ a	
240-8								k o tʃ ɨ	
283-8								t eː + tɬ	
293-8								oː n +	
314-8								k w a w + tɬ tɬ	
315-8								oː m ɨ	
322-8								t ə h w m ɨ h	
1-9									m o tʃ iː iː n
2-9									k e x n tɬ iː
8-9									b e j iː
16-9									e h + tɬ iː
24-9									iː i t iː
32-9									m iː k iː
51-9									o n + iː
52-9									b ø k + tɬ iː k
53-9									n a k a k
54-9									tɬ ø l iː iː
55-9									k w a
60-9									b x + t u l o l o
83-9									tɬ i + tɬ
87-9									j a tɬ ø n iː
92-9									m a k a
103-9									m a + n
106-9									k a k iː
138-9									n e h a
139-9									m iː k + t iː a
142-9									m a t iː
145-9									m o + t e k a
176-9									tɬ ø k a + tɬ
179-9									n a k a + tɬ
180-9									m e ts + tɬ iː
186-9									k e tʃ + tɬ
190-9									j a k a + tɬ
194-9									i e
220-9									o h + tɬ iː
231-9									iː tɬ a
240-9									k o tʃ iː
283-9									t e + tɬ tɬ
293-9									iː n + iː n
314-9									k w a iː + + tɬ
315-9									u m e
322-9									t e h a m e iː
