COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1237-2		i ŋ dʒ j̃														
1745-2		dʒ a j a														
1823-2		g o j̃														
2143-2		b a														
2265-2		u j̃ ɔ														
2392-2		l o s u														
2579-2		d oː														
2902-2		j j̃														
3197-2		tʃ t														
3339-2		k a r a														
3550-2		ŋ n dʒ														
3943-2		tʃ a tʃ j̃														
4240-2		w ɛ r u														
5197-2		ɛ r u														
5531-2		j̃ u ɛ														
5733-2		n ɛ														
409-2		g ɛ r u														
562-2		s u m ɔ														
1022-2		tʃ i l i														
1205-2		j j̃														
1275-2		t g														
1524-2		k o j̃														
1578-2		n o m														
2063-2		i r ɛ														
2798-2		ɛː ŋ ɛ														
3088-2		ɛ ɛ u														
3683-2		tʃ i r̃ ɛ														
3772-2		t u m a														
4711-2		j a r i														
4778-2		s a s a														
4821-2		k u														
4941-2		ɔ j̃ ɔ														
5272-2		t ɛ g u														
5319-2		t oː s u														
5375-2		m aː l a														
5423-2		ɔ s ɔ														
5424-2		tʃ ɔ r ɔ														
5465-2		m ɔ̃ː tʃ r̃														
5497-2		ɛ w														
178-2		k o b b j̃ i														
563-2		s u m o														
684-2		t a r̃ i														
742-2		dʒ a r a														
787-2		n i tʃ ɛ														
1126-2		n iː														
1204-2		tʃ oː r i														
1373-2		tʃ ɔ s														
1787-2		n t														
1969-2		j ɔ̃ː g ɔ tʃ ɔ														
2283-2		b ɛ r u														
2441-2		n t														
2598-2		j dʒ j̃														
2773-2		b a r m i l														
2863-2		dʒ i j j̃														
3011-2		b a l a														
3176-2		dʒ ɔ r ɔ														
3319-2		b u s a m														
4025-2		dʒ u w a														
4037-2		s a ŋ dʒ a														
4441-2		b aː r i														
4843-2		o r u														
5036-2		t o m o														
5357-2		tʃ ɔ l														
5790-2		ɔ r u														
61-2		tʃ ɛ n d ɛ														
136-2		k ɛ l ɛ														
239-2		t u m b i														
309-2		d i j̃ a m														
594-2		u s i r̃ i														
701-2		m														
786-2		n i														
909-2		j i														
928-2		ɔ m b ɔ														
951-2		j a r														
1184-2		dʒ r ɔ														
715-3			t u													
1089-3			n t													
1319-3			n j													
1398-3			s u n u l													
1557-3			b i s e													
1626-3			w a g a													
1840-3			k ɛ n													
2247-3			b e													
4677-3			k u l e j													
5162-3			m i n ɛ													
5406-3			k b n lː i													
359-3			p a lː a													
1577-3			b i s e													
2196-3			n a l a													
2533-3			b a s a													
3866-3			oː s u													
4553-3			k a ŋ a													
5254-3			t u l ɔ													
503-3			k i n a													
1881-3			n u m e													
2084-3			j b p ɛ													
2420-3			k u l ɛ													
3218-3			p u s u													
3372-3			n a m a													
3718-3			a s a													
2320-3			k a n e													
2476-3			k oː													
3719-3			m													
4460-3			s e j													
5514-3			n ɛ n lː ɛ													
890-3			a m b s m													
1336-3			k e g e													
1703-3			b ɔ													
2162-3			b ɛ l ɛ													
2635-3			s e													
2735-3			t a d a													
762-3			b a n a k k													
1788-3			s e													
2713-3			k e m b lː p ɛ													
3219-3			p b s u													
4629-3			lː u n ɛ													
4904-3			lː u n b													
5125-3			u n dʒ ɛ													
5771-3			dʒ u g u													
5938-3			a t u n a													
1898-3			p u l o													
2901-3			gʷ u n d u													
2957-3			m a n lː e													
3048-3			b i j e													
5081-3			b i n d u													
6006-3			p ʔ r oː													
716-3			j ɛ													
1152-3			k i b ɛ													
1789-3			n u m b													
2083-3			k a n i													
2108-3			b b j													
2618-3			k ɛ l ɛ													
2880-3			k u n dʒ u g													
2941-3			b i l a													
3405-3			ɛ m ɛ													
3811-3			l e													
5583-3			gʷ a ŋ g													
5751-3			k i j ɛ													
2442-3			n u m a													
2496-3			n u n													
4921-3			s a m b e													
196-3			k u l ɛ													
3639-3			t e w a													
3905-3			n ɔ													
3977-3			m oː n dʒ													
3978-3			m a n dʒ e													
4361-3			k e ŋ e													
5532-3			i n i													
1237-3			i n n ɛ													
1579-3			m b b l l u													
2143-3			b a													
2774-3			k a n													
3198-3			s ɛ m ɛ													
3534-3			p ʔ n ɛ													
3550-3			i n i													
3684-3			k i n dʒ a													
3943-3			p a lː ɛ													
4259-3			g ɛ m ɛ													
4611-3			k ɔː m ɔ													
4983-3			s oː n lː i													
5656-3			m d n dʒ i													
5830-3			j e													
1026-3			l ɛ													
1170-3			g a n d a													
1187-3			u r u													
1275-3			k oː													
1454-3			s e l e													
1668-3			b i n i													
1841-3			g e													
1970-3			p u l a													
2977-3			k ɔ b b a													
3301-3			e b a													
3498-3			n iː													
4442-3			k u j ɛ													
4479-3			k e													
5038-3			k ɔ l ɛ													
5391-3			lː oː m													
5888-3			j e													
6007-3			p u n a													
178-3			k oː m b ɔ l													
684-3			k a n a													
1257-3			k ɔ l ɛ j													
1433-3			p oː l e													
1501-3			n i g e													
1684-3			s i w e													
1864-3			k ɔ g u l ɛ													
1988-3			p u n d e													
2046-3			g e n d oː													
2127-3			n oː l oː													
2599-3			i g e													
2756-3			w a l a													
2775-3			b a r m m i													
3254-3			d u l m m a													
3427-3			ŋ g e													
3465-3			s b													
4008-3			g e ŋ													
4053-3			dʒ m m b ɛ													
4985-3			gʷ ɛ													
5569-3			p ʔ n lː e													
5606-3			t i n n i g ɔ													
5640-3			n e w g a													
5906-3			t e ŋ g e													
2-3			k ɛ m u ɔ													
3-3			k a n i													
42-3			k i ŋ ɛ													
241-3			d ɔ g u													
242-3			l ɛ													
361-3			k a r a													
651-3			d i ŋ g e													
701-3			m													
743-3			j a j e													
873-3			s i dʒ a													
1001-3			g e													
1053-3			k ɔː n d e													
1109-3			p ɛ n													
1206-3			k a t b u													
1207-3			g e													
1434-3			ŋ g e													
715-4				d u												
1089-4				n a												
1319-4				n ɔ												
1398-4				s u ɣ u u												
1557-4				g i r ɛ												
1626-4				w a ɣ a												
1840-4				t i r̃												
2247-4				g e												
4677-4				k u r o j												
5162-4				m i r̃ ɛ												
5406-4				t aː n tʃ												
359-4				g a tʃ a												
1577-4				g i r ɛ												
2196-4				n a r̃ a												
2230-4				s i ɣ o												
2533-4				b a r a												
3605-4				k a n d a												
3866-4				o s u												
4553-4				t a ɣ u												
4822-4				k u m tʃ ɛ												
5254-4				d u r ɔ												
503-4				tʃ i r̃ a												
1356-4				m a r												
1881-4				n u m												
2084-4				j aː tʃ ɛ												
2420-4				k u l s												
3218-4				tʃ ɔː s u												
3718-4				a r a												
4135-4				b a n u												
4694-4				g u tʃ u												
807-4				k o m ɔ												
2320-4				k a ŋ ɛ												
2842-4				d i ɣ u												
4313-4				n ɛ m												
4460-4				s ɔ j												
5514-4				n ɛ n d ɛ												
5810-4				tʃ i l i												
93-4				d ɔ												
260-4				tʃ ɛ tʃ a												
385-4				tʃ ɛ m d ɛ												
890-4				a m d r s												
1769-4				t ɛ m d ɛ												
2162-4				d ɛ r ɛ												
2635-4				s o												
2735-4				d a n a												
3031-4				d ɛ g ɛ												
5301-4				tʃ e r u												
5605-4				t i m ɛ												
63-4				k a r a												
296-4				tʃ a m n												
463-4				d u m d u												
762-4				d a n a tʃ k												
1432-4				t a r s												
1474-4				t ɔ r̃												
2044-4				d i m tʃ												
3219-4				tʃ a tʃ u												
4120-4				k o l o												
4184-4				ɲ e												
4423-4				d ɔ r̃ ɔ												
4629-4				n u ŋ ɔ												
4759-4				n ɛ s ɛ												
4904-4				n u ŋ a												
4960-4				ɣ i n aː dʒ ɛ												
4980-4				t ɔ												
5059-4				g u r o												
5125-4				ɔ n tʃ ɔ												
5549-4				t a t a												
5771-4				tʃ u g u												
5922-4				b i r ɛ												
1-4				tʃ e												
629-4				d ɔː												
667-4				ɛ t ɛ												
1254-4				tʃ a m d u r u												
1415-4				ɲ e												
1542-4				n ɔː												
1683-4				s ɛ j												
1898-4				tʃ u r o												
2551-4				r a												
3251-4				tʃ a ɲ a												
3885-4				tʃ ɛ r ɛ												
5622-4				tʃ e tʃ ɛ j												
6006-4				tʃ u tʃ a												
43-4				s aː												
135-4				t u n d												
158-4				m ɔ s u												
221-4				ɛ s u												
650-4				d ɛ tʃ ɛ												
1374-4				k ɔ ŋ ɔ												
1452-4				g aː r a												
1789-4				n u m a												
1862-4				i tʃ i												
2108-4				n a j												
2636-4				m												
3113-4				t ɛ ɣ ɛ												
3136-4				j a r a												
3751-4				tʃ ɛ j												
4888-4				s a m n a												
5180-4				s ɛ m n ɛ												
5583-4				t a ŋ g												
5981-4				a r̃ a												
25-4				a r s s ɛ s												
114-4				d ɔ s ɛ												
702-4				ɔ g ɔ ɲ ɔ ŋ ɔ												
851-4				t ɔ												
872-4				ɛ n dʒ ɛ												
952-4				k u r ɔ												
1941-4				k i r i												
2442-4				n u m a												
3448-4				b uː d u												
3482-4				m i s ɛ d ɛ												
3497-4				n a												
3588-4				k ɔ r ɔ												
4101-4				a r̃ a												
4293-4				tʃ ɔ t ɔ												
4520-4				tʃ e s u												
4609-4				k ɔ r ɔ												
4740-4				ɣ u n ɔ												
4781-4				s a tʃ a												
5982-4				ɣ u tʃ u												
196-4				tʃ s l a												
545-4				i r u												
931-4				b ɛ												
978-4				t a m												
999-4				j ɛ												
1052-4				n a m d												
1070-4				l u g o												
1298-4				ɣ u r u m n a												
1989-4				m ɛ n ɛ												
2145-4				dʒ e												
2306-4				a m a												
2456-4				k ɔ tʃ i												
2514-4				d u s u												
3132-4				d u ŋ r̃												
3300-4				ɛ w ɛ												
3774-4				t u r u												
3976-4				s m												
4039-4				d ɔ n												
4278-4				k u n tʃ u												
4361-4				t e ɣ e												
4570-4				g ɔ w												
5318-4				d ɔ r̃ ɔ												
5673-4				d ɛ m b												
5752-4				t ɛː												
521-4				k e dʒ o												
685-4				tʃ o n ɔ												
744-4				l a t a												
1646-4				ɔ g u												
1745-4				dʒ a j a												
2066-4				n a ŋ a												
2216-4				j a												
2265-4				u l ɔ												
2579-4				d e												
2958-4				m ɔː												
3197-4				k ɔː												
3339-4				tʃ a r a												
3812-4				tʃ i n ɛ												
4219-4				t ɛ m tʃ ɛ												
4337-4				s ɔ m ɔ												
5197-4				e r u												
5531-4				i n o												
5733-4				n iː												
409-4				g o r u												
1002-4				r ɛ												
1022-4				tʃ i tʃ i												
1238-4				i s u												
1612-4				n u m d ɔ												
2334-4				ɛ s u												
2396-4				n ɛ												
2553-4				b a ŋ u												
2671-4				n d o												
2798-4				r r̃ ɛ												
2978-4				k u r ɔ												
3407-4				ɛ m												
3551-4				b o j												
3683-4				tʃ i o ɛ												
4220-4				k t												
4383-4				k ɛː												
4440-4				t i												
4651-4				d ɛ n												
4711-4				j a r ɛ												
4821-4				k u												
5272-4				t e g u												
5375-4				m aː n a												
5465-4				m u s o												
5481-4				j o ɣ o												
5497-4				ɛ w												
5641-4				l ɛ j												
5692-4				a n a												
347-4				tʃ e r s												
448-4				n ɛ m												
567-4				n a n ɛ												
613-4				m a												
787-4				n i w̃ e												
1126-4				n iː												
1208-4				g a m a												
1502-4				d u ŋ u												
1669-4				d e m ɲ r r e												
1971-4				tʃ u t ɔ												
2283-4				t ɛ r i												
2354-4				t i r ɛ												
2619-4				tʃ i l a												
2714-4				tʃ ɛ m												
3011-4				t a l a												
3159-4				j ɛ l ɛ												
3199-4				k ɔ r ɔ m												
3319-4				d u s a m												
3358-4				tʃ aː												
3535-4				k aː												
3622-4				d aː g												
3640-4				l aː r a												
3813-4				r i												
4441-4				tʃ aː r i												
4498-4				ɛ r u												
4986-4				j ɔ r ɔ												
5036-4				t o r o												
5109-4				l a g a												
5390-4				d o d o												
5425-4				j ɔ g ɔ												
5847-4				o ɲ ɔː												
6008-4				j ɔ r ɔ												
62-4				k i l												
197-4				t ɛ w												
331-4				s a d a												
412-4				j aː uː												
482-4				tʃ e s u												
786-4				n i												
715-5					d u											
1089-5					n t											
1319-5					n iː											
1398-5					s u l u l											
1557-5					g i r e											
1626-5					w a g a											
1840-5					t i n											
2247-5					g e											
4677-5					k u l e j											
5162-5					m i n ɛ											
5406-5					t t n d											
359-5					ŋ a p a											
1577-5					g i r e											
2196-5					n a l a											
2230-5					s i g e											
3605-5					k a n d a											
3866-5					o s o											
4553-5					t a ŋ e											
4822-5					k u m b ɛ											
5254-5					d u l ɔ											
1356-5					m a j											
1881-5					n e m											
2084-5					j t p ɛ											
2420-5					k u l ɛ											
3218-5					p u s u											
3372-5					n a m a											
3718-5					a r a											
4135-5					b a n a											
4694-5					g u s u											
2476-5					k o											
2842-5					d i g a											
3719-5					m											
4081-5					d a m b i											
5514-5					n ɛ n d ɛ											
260-5					p ɛ p e											
385-5					p e m b ɛ											
890-5					a m b ɛː ɛː i											
1703-5					b e											
1769-5					t ɛ m b ɛ											
2735-5					d a n a m											
4591-5					t e s e											
5301-5					p e p e											
63-5					k a r a											
296-5					ŋ a m b											
463-5					d e m b e											
762-5					b a n a k k u											
1788-5					s e											
3219-5					p t s a											
4120-5					k o l o											
4759-5					n e j e											
4960-5					ŋ i n t p e											
5059-5					g e p e											
5549-5					t a ŋ a											
5771-5					p u g u											
5905-5					t i n u											
5938-5					a p u n a											
1415-5					b ɔ											
1542-5					n o											
1898-5					p u l o											
2551-5					r i											
2957-5					m a n d e											
3048-5					b i j e											
4402-5					j ɛ											
5081-5					b i n p											
6006-5					p o r o											
135-5					t u l d											
194-5					b e											
716-5					j ɛ											
2083-5					k a n i											
2618-5					k ɛ l ɛ											
2880-5					k u n p u											
3113-5					t e g e											
3136-5					j a s a											
3405-5					ɛ m ɛ											
3572-5					b ɛ s e											
4535-5					s u g ɛ											
5751-5					t i j ɛ											
851-5					p t											
2179-5					n d ɛ											
2351-5					p a p a											
2496-5					n u n											
3448-5					b t p o											
4781-5					s a p o											
4921-5					s a m b e											
196-5					k u l e											
789-5					g a j a											
931-5					b e											
1298-5					g u s u m b a											
2145-5					ŋ iː											
3639-5					t o w a											
3977-5					m ɔ p dʒ i											
3978-5					m n p o											
4260-5					ɛ m b											
5200-5					ɛ l i											
5532-5					i n n											
5866-5					k a s a											
432-5					k a n											
446-5					g e ŋ g e l e											
521-5					k o p o											
1124-5					e l e											
1237-5					i n ŋ ɛ											
1579-5					m b u l u											
1748-5					j ɛ											
2774-5					k a n a											
3198-5					s ɛ m ɛ											
3339-5					k a s a											
3534-5					p o n ɛ											
3550-5					u n n											
3684-5					k i n dʒ a											
3944-5					k o ɛ u											
4611-5					k ɔ m ɔ											
4738-5					g u n d a											
4983-5					s o n d i											
5447-5					g i p e											
5656-5					m ɔ n tʃ i											
5830-5					j e											
1074-5					n u g o											
1170-5					g a n e											
1187-5					u r u											
1454-5					s e l e											
1841-5					g e											
1970-5					p u l a											
2977-5					k o b b a											
3252-5					ɔ m b ɛ											
3301-5					e b a											
3463-5					w k											
3498-5					n iː											
4363-5					d a m											
5038-5					w ɔ l ɛ											
5228-5					b e n d											
5229-5					b a p d											
5391-5					d o											
5481-5					j e ŋ e											
5793-5					p e m b e											
5888-5					j ɔ											
6007-5					p u n a											
178-5					k o b e l i											
568-5					n i n d i g e											
569-5					n i n d i l											
1257-5					k o l o u											
1433-5					p o l e											
1501-5					n i g e											
1684-5					s i w e											
1787-5					n k											
1864-5					k ɔ g u l ɛ											
1923-5					g iː n a											
1988-5					p o n d u											
2046-5					g e n d e											
2067-5					i l n											
2109-5					k ɛː d ɔ											
2127-5					n o l o											
2372-5					b e l											
2599-5					iː g e											
2756-5					b a l a											
2775-5					b a r m i											
3254-5					d a l m a											
3319-5					b e s a m											
3358-5					p aː											
3427-5					ŋ g e											
3622-5					d o g a											
3658-5					p i m ɛ											
3807-5					p ɛ l											
4008-5					k e ŋ											
4053-5					g m m b ɛ											
4280-5					j a g a s a											
4630-5					n ɔ											
4848-5					ɔ n a n a											
4905-5					n ɛː											
4985-5					s ɛː											
5467-5					d i g ɔ											
5606-5					t i l d g g											
5640-5					n e g a											
2-5					k aː m n ɔ											
3-5					k a n											
21-5					d aː b a											
26-5					b e l											
64-5					k a r a											
117-5					a ɛː											
224-5					j a g a											
241-5					d ɔ g u											
312-5					b a j											
327-5					l e m											
361-5					k a r a											
651-5					d i ŋ g e											
873-5					s iː ŋ a											
1001-5					g o											
1053-5					k ɔ n d e											
1207-5					g e											
715-6						d u										
1089-6						n aː										
1319-6						n ɔː										
1398-6						s u g u l u										
1557-6						g i p o										
1626-6						ŋ a g i										
1840-6						t ɛ n										
2247-6						g o										
4677-6						k u l o j										
5162-6						m i n ɛ										
5406-6						t t n d i										
359-6						k a p i										
1577-6						g i p o										
2196-6						n a l a										
2230-6						s i g o										
2533-6						b a p i										
3605-6						k a n d i										
4553-6						t a g i										
4822-6						k u m b o										
5254-6						d u l ɔ										
503-6						k i n a										
1356-6						m a j										
1881-6						n o m										
2084-6						j t p i										
2420-6						k u l ɛ										
3218-6						p o dʒ u										
3372-6						n a m a										
3718-6						a p a										
4135-6						b a n i										
4694-6						g u p u										
807-6						k o m e										
2320-6						k a ŋ a										
2842-6						d i g u										
3719-6						m ɛ										
4081-6						d a m b ɛ										
4313-6						n e m										
4460-6						s e j										
5514-6						n ɛ n d ɛ										
5810-6						p i l ɛ										
93-6						d ɔː										
890-6						a m b p ɛ										
1336-6						t o g ɛː										
1703-6						b aː										
4591-6						t o p e										
5605-6						t i m a										
63-6						k a p i										
296-6						dʒ a m b l										
463-6						d u m b i										
762-6						b a n a k t										
3425-6						j ɔː										
4120-6						k o l o										
4423-6						d ɛ n ɔ										
4759-6						n ɛ j e										
