COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
293-5					i n i				
314-5					g a i + t				
315-5					oː m e				
322-5					t e h a n				
323-5					t e				
9-5					t oː t o + t				
17-5					o m i + t				
22-5					t a t i				
30-5					i ts				
88-5					i Ø i				
158-5					e j a k k				
159-5					a t i m i + t				
177-5					m i a k				
184-5					t oː k aː +				
187-5					j a n b i + k				
227-5					x aː h l i				
1-6						n u tʃ a			
2-6						k i a + n e x + t a			
8-6						w e j i			
16-6						e s + t a			
24-6						i s t i			
32-6						m a k i			
51-6						u n + i			
52-6						w a k + t u k			
53-6						n a k a s			
54-6						t a l i			
55-6						k w a			
60-6						iː x t e l u l u			
83-6						t i + t			
87-6						p a t a n i			
92-6						m a k a			
103-6						m a i i			
106-6						k a k i			
138-6						n e h a			
139-6						m a k + t a a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						a k a			
179-6						n a k a + t			
180-6						m eː ts + t a			
186-6						k e tʃ			
190-6						j a k a + t			
194-6						s eː			
220-6						u h + t a			
231-6						i t a			
240-6						k u tʃ i			
283-6						i t e + t			
293-6						i n i +			
314-6						k w a w i + t			
315-6						u m e			
322-6						t e h w e n			
323-6						t eː			
9-6						t u t u + t			
17-6						u m i + t			
22-6						t a t i			
30-6						w iː ts			
88-6						i Ø i			
158-6						w eː j a k i i			
159-6						a t i m a			
177-6						m i a k			
184-6						t u k a t			
187-6						j a n k w i + k			
227-6						x a l i			
1-7							n o		
2-7							n e x +		
8-7							w e		
16-7							e Ø + t		
24-7							Ø t e		
32-7							n k		
51-7							o n +		
52-7							w e k + k		
53-7							n e k e Ø		
54-7							t e		
55-7							k w e		
60-7							x t e		
83-7							t e + t		
87-7							Ø e t e n		
92-7							n e k e		
103-7							n e		
106-7							k e k		
138-7							n e e		
139-7							n k + t e		
142-7							n e t		
145-7							n o + t e k e		
176-7							e k e + t		
179-7							n e k e + t		
180-7							n e ts + t		
186-7							k e +		
190-7							e k e +		
194-7							Ø e		
220-7							o Ø + t		
231-7							t e		
240-7							k o		
283-7							t e + t		
293-7							n		
314-7							k w e w + t		
315-7							o n e		
322-7							t e Ø w e n		
323-7							t e		
17-7							o n + t		
22-7							t e t e		
30-7							w ts		
159-7							e t +		
1-8								n o tʃ ɨ + +	
2-8								+ n ɨ + tɬ	
8-8								t t w eː j	
16-8								ɨ s tɬ ɨ	
24-8								ɨ s t ɨ t	
32-8								m ɨ k	
51-8								o n ɨ	
52-8								w a k k ɨ	
53-8								n a k a s + t ɨ	
54-8								tɬ a l + l ɨ	
55-8								k w a	
60-8								iː t k o l k + t	
83-8								tɬ ɨ tɬ	
87-8								p a tɬ a n t ɨ	
92-8								m a k a	
103-8								m a t	
106-8								k a k	
138-8								n ɨ h + + +	
139-8								m ɨ k t t t ɨ a	
142-8								m a t	
145-8								m o t eː k a	
176-8								t a k a + tɬ	
179-8								n a k a tɬ	
180-8								m eː ts tɬ ɨ	
186-8								k ɨ tʃ + tɬ ɨ	
190-8								j a k + tɬ	
194-8								s eː	
220-8								o h t tɬ t ɨ t	
231-8								t t a	
240-8								k o tʃ	
283-8								t ɨ tɬ	
293-8								ɨ n iː +	
314-8								k w a w tɬ	
315-8								o m ɨ t	
322-8								t ɨ h n ɨ k	
323-8								tɬ eː	
9-8								t o t o	
17-8								o m ɨ tɬ	
22-8								tɬ a t ɨ +	
30-8								w iː ts	
88-8								ɨ Ø ɨ + +	
158-8								w eː ɨ j a k	
159-8								a t m + tɬ	
177-8								m ɨ a k + +	
184-8								t o k a +	
187-8								j a n k w ɨ k	
227-8								Ø a l + l ɨ	
1-9									n o tʃ i
2-9									+ ø iː + n e x + tɬ iː
8-9									w e j ø iː
16-9									e s + tɬ iː
24-9									i s t e +
32-9									m i k iː
51-9									+ o n + + iː ø ø
52-9									w ø k + t iː n
53-9									n a k a s + tɬ
54-9									tɬ ø l iː
55-9									k w a
60-9									i x + t + o u ø
83-9									tɬ e n + tɬ ø
87-9									tʃ a tɬ ø n ø iː
92-9									m a k a
103-9									m ø ø ø n +
106-9									k a k iː
138-9									n e ø +
139-9									m i k ø iː + t iː a
142-9									m a t iː
145-9									m o + t e k a + +
176-9									tɬ ø k a + tɬ
179-9									n a k a + tɬ
180-9									m e ts + tɬ iː
186-9									k e tʃ + tɬ iː ø ø
190-9									j a k a + tɬ ø
194-9									s e
220-9									o h + ø tɬ ø i ø
231-9									iː t a
240-9									k o tʃ iː
283-9									+ + + + t e n + tɬ ø
293-9									+ i n +
314-9									k w a w iː + n tɬ
315-9									u m e ø
322-9									t e h + m e n
323-9									tɬ e +
9-9									t u t u + tɬ
22-9									tɬ a t iː
30-9									w i ts
88-9									iː Ø iː
158-9									w e j a k ø ø n
159-9									a t e m iː n + tɬ
177-9									m iː a k + +
184-9									t u k ø iː +
187-9									j a n k w i + k
227-9									ø ø x ø l iː
