COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
52-5					a g + oː				
53-5					n a g a s				
54-5					t h l i				
55-5					b a				
60-5					i x				
83-5					t i + t i				
87-5					p a t n i				
92-5					m a k a				
103-5					m a				
106-5					g a k i				
138-5					n e h a				
139-5					m i g + t i a				
142-5					m a t i				
145-5					m o + t e g a				
176-5					t g a t				
179-5					n a g a + t				
180-5					m eː ts + t i				
186-5					g e x k				
190-5					j a g k				
194-5					s e				
220-5					o h + t i				
231-5					i t a				
240-5					g o Ø i				
283-5					t e + t				
293-5					h i n i				
314-5					g a i + t				
315-5					oː m e				
322-5					t e h a n				
323-5					t e				
9-5					t oː t o + t				
17-5					o m i + t				
22-5					t a t i a				
30-5					i				
88-5					i Ø i				
158-5					e j a g k				
159-5					a t i m i t				
177-5					m i a g				
184-5					t oː g a +				
187-5					j a n b i + k				
227-5					x h l i				
235-5					m o + t a l i a h				
249-5					p oː g + t i				
251-5					m o + b e ts a				
289-5					b i t a p i l				
294-5					t e h a				
296-5					n e n e p i t k k k k k				
313-5					t a n k				
316-5					n e h + n e m i				
318-5					t o t oː n i k				
320-5					+ t				
324-5					i s t a k				
326-5					a				
1-6						n u tʃ a			
2-6						k i a + n e x + t a			
8-6						w e j i			
16-6						e s + t a			
24-6						i s t i			
32-6						m a k			
51-6						u n + i			
52-6						w a k + k u k			
53-6						n a k a s			
54-6						t a l i			
55-6						k w a			
60-6						iː x t e l u l u			
83-6						t i + t			
87-6						Ø a t a n i			
92-6						m a k a			
103-6						m a i i			
106-6						k a k i			
138-6						n e a			
139-6						m a k + t a a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						a k a			
179-6						n a k a + t			
180-6						m eː ts + t a			
186-6						k e tʃ			
190-6						j a k a +			
194-6						s eː			
220-6						u + t a			
231-6						i t a			
240-6						k u tʃ i			
283-6						t e + t			
293-6						i n i +			
314-6						k w a w i + t			
315-6						u m e			
322-6						t e w e n			
323-6						t eː			
9-6						t u t u + t			
17-6						u m i + t			
22-6						a t i			
30-6						w iː ts			
88-6						i Ø i			
158-6						w eː j a k i i			
159-6						a t i m a +			
177-6						m i a k i			
184-6						t u k a t			
187-6						j a n k w i + k			
227-6						x a l i			
235-6						m u + t a l i a			
249-6						Ø u k + t i			
251-6						i i m u + k e ts a			
289-6						k w i t a tʃ i l			
294-6						t e a			
296-6						n e n e i l			
313-6						t a n +			
316-6						n e + n e m i			
318-6						t u t n k			
320-6						a + t			
324-6						i s t a k			
1-7							n o		
2-7							n x +		
8-7							w e		
16-7							e Ø + t		
24-7							Ø t		
32-7							n k		
51-7							o n		
52-7							w e k k		
53-7							n e k e Ø		
54-7							t e		
55-7							k w e		
60-7							x t		
83-7							t + t		
87-7							Ø e t e n		
92-7							n e k e		
103-7							n e		
106-7							k e k		
138-7							n e e		
139-7							n k + t e		
142-7							n e t		
145-7							n o + t e k e		
176-7							e k e + t		
179-7							n e k e + t		
180-7							n Ø + t		
186-7							k e +		
190-7							e k e +		
194-7							Ø e		
220-7							o Ø + t		
231-7							t e		
240-7							k o		
283-7							t e + t		
293-7							n		
314-7							k w e w + t		
315-7							o n e		
322-7							t e Ø w e n		
323-7							t e		
17-7							o n + t		
22-7							t e t e		
30-7							w		
159-7							e t +		
251-7							o Ø e		
296-7							n e n e		
320-7							e + t		
326-7							e k		
1-8								n o tʃ ɨ + +	
2-8								k + n eː Ø + tɬ ɨ	
8-8								w eː j	
16-8								eː s + tɬ ɨ	
24-8								ɨ s t ɨ	
32-8								m ɨ k	
51-8								o n + ɨ ɨ	
52-8								w a k k ɨ	
53-8								n a k a s +	
54-8								tɬ a l ɨ + +	
55-8								k w ɨ	
60-8								iː Ø t k k o l o +	
83-8								tɬ ɨ + tɬ	
87-8								Ø a tɬ a n ɨ	
92-8								m a k a	
103-8								m a ɨ	
106-8								k a k ɨ	
138-8								n eː k + + +	
139-8								m ɨ k t ɨ a	
142-8								m a t	
145-8								m o t eː -.+.k a ɨ	
176-8								tɬ o -.+.k a + tɬ	
179-8								n a k a + tɬ	
180-8								m eː s + tɬ ɨ	
186-8								k eː tʃ + tɬ	
190-8								j a k + tɬ	
194-8								s eː	
220-8								o tɬ ɨ	
231-8								ɨ ɨ t a	
240-8								k o tʃ ɨ	
283-8								ɨ t eː + tɬ	
293-8								ɨ n iː	
314-8								k w a w + tɬ	
315-8								o m eː	
322-8								t eː m eː n	
323-8								tɬ eː	
9-8								t o t a	
17-8								o m ɨ + tɬ	
22-8								tɬ a t ɨ	
30-8								w iː -.+.k	
88-8								ɨ Ø ɨ +	
158-8								w eː j a k	
159-8								a t m ɨ + tɬ	
177-8								m ɨ a k ɨ ɨ	
184-8								t k a +	
187-8								j a n k w ɨ k	
227-8								Ø a l +	
235-8								m o tɬ a l ɨ a ɨ ɨ ɨ	
249-8								Ø a k tɬ ɨ	
251-8								m o + k a Ø a	
289-8								k w ɨ tɬ a Ø ɨ l +	
294-8								t eː k k +	
296-8								n eː n eː ɨ l + + + + +	
313-8								tɬ a n + tɬ	
316-8								n eː l n eː m ɨ	
318-8								+ t a n + k	
320-8								a + tɬ	
324-8								ɨ s t a k	
326-8								a k	
1-9									n o tʃ i
2-9									+ + + n e x + tɬ i
8-9									w e j
16-9									e s + tɬ iː
24-9									i s t e +
32-9									m i k
51-9									o n + + iː + +
52-9									w a k + t o +
53-9									n a k a s + tɬ
54-9									tɬ a + l
55-9									k w a +
60-9									i x +
83-9									tɬ e + tɬ +
87-9									tʃ a tɬ a n
92-9									m a k a
103-9									m a + +
106-9									k a k iː
138-9									n e +
139-9									m i k + t iː a +
142-9									m a t iː
145-9									m o + t e k a + +
176-9									tɬ a k a + tɬ
179-9									n a k a + tɬ
180-9									m e ts + tɬ iː
186-9									k e tʃ + tɬ iː + +
190-9									j a k a + tɬ +
194-9									s e
220-9									o + tɬ i
231-9									iː t a
240-9									k o tʃ iː
283-9									+ + + + t e + + tɬ +
293-9									+ iː n +
314-9									k w a w iː + + tɬ
315-9									u m e
322-9									t e + w e n + +
323-9									tɬ e +
9-9									t u t u + tɬ
22-9									tɬ a t iː
30-9									w i ts
88-9									iː Ø i
158-9									w e j a k + + + +
159-9									a t e m iː + tɬ
177-9									m i a k + i
184-9									t u k a
187-9									j a n k w i + k
227-9									+ + x a + l
235-9									m o + a l i a + + +
249-9									tʃ u k + tɬ i
251-9									m o + k e ts a
289-9									k w i a tʃ i l
294-9									t e i
296-9									n e n e iː l
313-9									tɬ a n + tɬ
316-9									n e + n e m i
318-9									t o t u n iː k
320-9									a + tɬ +
324-9									i s t a k +
326-9									a + k
