COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
766-3			ʃ ɔː r a	
251-3			a g uː r u	
582-3			ʊ ʔ u ŋ	
6-3			a l i	
1106-3			ŋ g o	
473-3			ɲ i n e	
1111-3			h a θ u	
957-3			m ə r e	
24-3			s iː	
25-3			θ aː r e	
879-3			a b a r ə b ɛ d	
566-3			a f a ɲ f a r a s ʔ	
742-3			aː g u	
1044-3			ʃ i m b i l	
13-3			h a m i s	
720-3			aː s ɛ l a	
233-3			p ʔ iː p i o	
938-3			p ʔ u l a	
369-3			a r e	
889-3			p ʔ eː l a	
405-3			b ə d a	
134-3			p ʔ a ɗ i ʔ i	
1078-3			m iː h i	
429-3			b ɔ ɲ ɔ ʃ	
187-3			b ʊ s k ʔ e	
385-3			m ə k ʔ ɔ ʃ	
283-3			m a n s ʔ a r e	
390-3			a bː a	
783-3			m ʊ r θ a	
52-3			d ʊu̯ o ʃ	
842-3			ɗ ɔ ŋ ɔ ʃ a	
650-3			k ʔ ɔ ʃ	
91-3			g ɛ l a s i	
668-3			w ɛ lː a	
777-3			d aː l i a	
728-3			h u ʃ i	
165-3			m a	
1088-3			h ɔ ʃ ɛ l i	
702-3			iː l a	
894-3			iː s ʔ u	
536-3			k ʔ eː d a	
468-4				θ a b a
222-4				aː b ɔ b ɔ ʔ i
208-4				a b u r b u d u
962-4				a g o r θ a
203-4				a g u d i ʔ
138-4				a ʃ i l e
504-4				ɗ oː ʃ ɛ f a
662-4				ɓ uː d aː
478-4				g oː ɗ e
409-4				a r e
410-4				g u n d i
256-4				ɓ aː l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a ʔ
847-4				ə n d ɪ g e
95-4				b ɛ ɗ i
105-4				b ɛ n i
510-4				b oː ʃ a
951-4				m b ə m a r e
1116-4				m b u m a
149-4				ɓ u s ʔ i
376-4				ɓ ɛ l i
815-4				g o r a f a
453-4				ɗ u ɲ e
67-4				ɗ a ʃ e
47-4				d u k u θ a
869-4				ɗ uː θ a
57-4				g aː g u
303-4				g a s ʔ i a
443-4				g ɛː r e
884-4				g uː n d o
166-4				g u n d i
918-4				a b ɛ r e
831-4				h əː n ʃ e
616-4				b iː e
84-4				h o ʃ a l a
346-4				h oː h o l u
601-4				z i g i
177-4				k ʔ a f a ŋ
341-4				k ʔ o l a
1066-4				f ɛ n t e ŋ i
318-4				f ɛ ʃ i
241-4				m ə n ʃ o
556-4				h a n d u ŋ u
191-4				ɓ ɪ m ɓ ɪ l
458-4				a s ʔ i s ʔ i
1-4				h a ŋː h i r
751-4				r o
864-4				a ŋː o n i
154-4				a m a n z i
278-4				a m i l u ʔ i
766-4				ʃ oː r a
251-4				a g uː r u
582-4				u q u ɲ
6-4				a l i
1106-4				ɲ ɦ o
473-4				ɪ nː e
1111-4				h a θ u
957-4				m a r e
41-4				b i e
566-4				aː w a w o r e s ʔ
742-4				a g o ʔ
1044-4				ʃ i m b i l u
13-4				a l h a m i s
720-4				aː s ɛ l a ʔ
837-4				m aː ʃ i
946-4				ɓ a ŋ g o
820-4				aː ʃ o r e n
405-4				b ə d e
134-4				ɓ ə ɗ i ʔ e
1078-4				m ɪ h i
429-4				b o ŋ k o ʃ
187-4				b ɪ s k ʔ e
438-4				n d ɪ n e
385-4				m o k ʔ o ʃ
390-4				aː b a i y o
783-4				m a r θ a
52-4				t oː ʃ
110-4				dʒ i d ɛ r i
650-4				k ʔ o ʃ
91-4				g a l a z i
668-4				w ɛ lː a
777-4				g i n d aː l i a
728-4				s i ʔ i
1007-4				o ŋ g o l e
1088-4				h o ʃ ɛ l e
1087-4				o ŋ g o l e
702-4				iː l a
894-4				iː s ʔ u
694-4				n d ə
