COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
798	k ʔ o k o n e	k ʔ o ŋ k o n i	k ɔ ŋ k ɔ n e	
1097		r oː n d u	r ɔː n d u	r oː n d u
827		aː ɓ i l a	a p ʔ i l a	aː ɓ i l a
449		s ʔ a k ʔ a	s ʔ a k ʔ a	s ʔ a k ʔ a
789		a m a ɗ e	a m a ɗ i	a m a ɗ e
762		a m a z i ɲ	a m a s i ɲ	a m a z i
330	a m b u d u ɾ o	a m b u r u	a m b ʊ d u r	
296	i l o		i l e	i l e
495	s u l ɲ e r o		ʃ u l	ʃ u l
899		ɗ a ɗ a f e t	a ɗ a ɗ a f ɛ d	a ɗ a n ɗ a f e t
419		e ʔ a f iː ŋ a	a f iː ŋ a	a f iː ɲ a
683		θ oː l a	θ ʊː θ a	θ uː θ e
644		t o k o l o	t ʔ ɔ k ʔ ɔ l o	t ʔ o k ʔ o l o
542		s oː s o ʔ	s ɔ s ɔ ʔ	z o z o
1062		h aː ʃ a	h a h a ʃ a	h a h a ʃ a
632	a b u lː u		a b u l d u	
633		k o r o m b o		a g o r o m b o
124			a ŋ	g a ŋ
396			a g o ŋ g o r	a g o ŋ h o r
804	ɛ l e n o l o	ɛ l e n e l o		
1001		ʃ i ɲ	ʃ i ŋ	
353			f i l	a l f i l
351	m e t ɪ k eː	m ɛ d e g e		
129		s uː w a ʔ i	s ʔ ʊ w i	
1057		ʃ ɛ b o r o	ʃ ɛ b a r o	
689		a l w a r ə g a	w a r g a	
612		a mː a	a mː a	
811		n ɛ b e nː a		h ɛ b e n a
924		s ʔ oː b i	s ʔ ɛ b i	
272		aː m i l e	a m i l u	
326		aː m oː s o	a m ɔː z o	
234		m i s e		m ɪ s e ʔ
715		r ɛ g i s ʔ e	r i g i s ʔ i ŋ a	
370		a r e ʔ o l o		a r o ʔ o l o
993		m ɛ n ɗ a ʃ i		m e n ɗ ɛ ʃ i
531		m ə r i ɛ n e		m ə r i ɛ n e
709		a ʃ iː b a	a ʃ iː b a	
708		g u ɗ u b a		g u ɗ u b i
1022		ʃ ɪ m b i r a	a ʃ ɪ m b r i ŋ a	
116		s u k u l i ŋ e		s u k u θ i ŋ e
491		b o n e	b ə n a	
218			m uː f a	m uː f o
217	mʷ ɔː n e	mː oː n e		
904		b eː k a	b ə k a	
358	k oː ɗ e	k oː ɗ e		
914		m e n e m e n i ɲ i	m ɛ n ɛ m ɛ ɲ ɪ n i	
1084		m e h i	m iː h i	
875		h a r o ɗ i		g o r o ɗ i
757		m o z o l		m o g o l
1027	b oː b o	b o b o		
674		m aː m a ŋ	m a n a ɲ	
80		d iː d e	d i ɗ i	
782	d eː ɲ i		d iː ŋ i	
928	m b a		m aː b ə	
931		n d a		n d a
932		g ɛ r a ʔ i		g ɛ r a ʔ i
375	m b a		m aː b a	
377		n d a		n d a
526		g uː ɗ ɛ	g ʊ d a	
525	h o ɾ e			h oː r e
518		f a r a d a	f ə r a d a	
519		h a g a		h a g a
520		m o f a		m o f a
182		k ʔ u r f e	k ʔ u r f e	
20		f i ʃ	f i ʃ	
748			f ʊː f u r	f uː f u r
161		ɓ ə ɗ e		ɓ ɛ ɗ e
657		m a n e n k u		m u n e n k o
655	mʷ o ɲ ʃ o			m u n z oː
399	n ə g u	n ɛ g u		
727		r o r a		θ o r a
859		k ʔ o s i	k ʔ ɔ s ʔ i	
64		k ʔ a s ʔ i	k ʔ ə s ʔ i	
1071	m b o l e ʔ i a	m b o l e j a		
145		a sː e	a sː e	
799			p ʔ eː r a	ɓ eː r a
1013		a sː u r w a l	a s ʊ r w a l	
973		a ŋ	aː ŋ	
794		ʃ eː k ʔ e	ʃ eː k ʔ e	
298			ʃ ɛ r	ʃ e r
230			k ʊ r s i	a l k u r s i
497			ɲ ɛː r a	ɲ e r a
424		h aː ɓ u	a h a p ʔ u	
485		θ oː ʔ i		θ oː ʔ i y u
589			a dː ɛ w a	a dː a w a
968		s ɛː ŋ a n e		s e nː a
628		s u r e	s ʊ r e	
