COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
397-1	p a							
471-1	m a ŋ							
477-1	d u							
478-1	l u							
481-1	tɕʰ a p							
483-1	ʑ a ŋ							
511-1	kʰ ɔ							
525-1	tɕʰ i							
542-1	tɕʰ a ŋ							
638-1	n a ŋ							
656-1	z a							
657-1	d u ŋ							
659-1	d a							
711-1	tɕʰ ɔ							
745-1	n a m							
818-1	tʰ ɛ k							
825-1	tʰ a							
839-1	tɕʰ a							
841-1	j a							
894-1	b u							
932-1	ɕ i							
1-2		kʰ uː						
5-2		n a						
4-2		tʰ ɛ k						
6-2		n a ŋ						
15-2		tɕʰ i						
55-2		l ɔ						
56-2		a						
60-2		s ə						
61-2		kʰ y ŋ						
80-2		tɕʰ ɔ k						
87-2		tɕʰ a						
86-2		pʰ l u						
92-2		pʰ l a						
102-2		m a						
106-2		pʰ u k						
108-2		d ə						
107-2		pʰ l						
112-2		pʰ a ŋ						
115-2		s						
114-2		tʰ u ŋ						
120-2		d u						
124-2		a						
125-2		tʰ ɔ k						
132-2		s ə						
131-2		r i ŋ						
136-2		pʰ ə						
134-2		kʰ a k						
137-2		a						
138-2		d ɔ k						
140-2		h uː						
143-2		tɕʰ a k						
145-2		tɕʰ ɔ̃ː						
147-2		h ɛː						
149-2		m i k						
153-2		s						
152-2		kʰ a ŋ						
158-2		k y k						
163-2		r i						
164-2		n yː						
167-2		pʰ a ŋ						
171-2		n y ŋ						
172-2		pʰ y k						
173-2		tʰ ɔ						
183-2		r ɛː						
185-2		m						
188-2		kʰ a ŋ						
189-2		tɕ i ŋ						
193-2		h a						
196-2		m ɐ̃ː						
199-2		tɕʰ ɛː						
200-2		kʰ a ŋ						
201-2		tɕʰ i						
202-2		kʰ a						
203-2		tʰ u ŋ						
204-2		b yː						
206-2		n a ŋ						
117-2		b yː						
146-2		tɕʰ ɛ						
219-2		pʰ						
218-2		tɕʰ ɛː						
224-2		m ɔ̃ː ŋ						
240-2		tɕʰ a k						
244-2		j a						
255-2		n a						
260-2		b a						
263-2		r a						
269-2		tɕʰ ɛ k						
271-2		tʰ a k						
209-2		tɕʰ ɛ						
277-2		m a						
278-2		pʰ u ŋ						
135-2		d ə						
284-2		m yː						
797-2		a						
290-2		l i ŋ						
289-2		tɕʰ i k						
296-2		n i						
310-2		s						
319-2		i						
325-2		r a						
327-2		tʰ ɛː						
331-2		k a						
337-2		b a ŋ						
338-2		l y ŋ						
339-2		j						
350-2		kʰ						
349-2		tʰ y ŋ						
357-2		tɕʰ u						
355-2		a						
363-2		m a						
361-2		tʰ a						
365-2		s a						
364-2		tɕʰ ɛ						
375-2		r u k						
379-2		s ɛ						
380-2		kʰ a						
396-2		j ɔ						
400-2		m uː						
405-2		d a ŋ						
404-2		s ɔ ŋ						
409-2		r ɛ k						
410-2		i k						
415-2		b a						
416-2		b a						
101-2		n u ŋ						
37-2		kʰ uː						
424-2		pʰ ɛː						
434-2		tɕʰ ɛ ŋ						
445-2		pʰ						
446-2		s i						
451-2		t u						
457-2		n a						
456-2		pʰ l uː						
464-2		pʰ i ŋ						
473-2		tɕʰ i						
474-2		ɔ ŋ						
479-2		s i ŋ						
489-2		j ɐ						
490-2		h a						
494-2		s ə						
503-2		kʰ ə						
502-2		z a ŋ						
235-2		l y ŋ						
519-2		l i						
523-2		u k						
527-2		tɕʰ ɛ ŋ						
538-2		s						
544-2		j a ŋ						
850-2		a						
554-2		tɕʰ ə						
553-2		r i ŋ						
558-2		kʰ y ŋ						
561-2		s a						
562-2		pʰ ɐ						
564-2		j ɛː						
567-2		m a						
570-2		pʰ yː						
575-2		a						
582-2		l a						
585-2		j						
589-2		kʰ ɔ ŋ						
593-2		d ɛ ŋ						
594-2		l a ŋ						
595-2		tʰ ɔ						
596-2		n u						
598-2		z u						
599-2		d ə						
602-2		z ɛː						
603-2		r a						
606-2		s ɔ						
605-2		b ɔ						
620-2		l a						
637-2		pʰ a k						
639-2		tɕʰ a						
645-2		kʰ ɔ						
646-2		r ɛ ŋ						
168-2		h ɛ k						
658-2		h a ŋ						
665-2		pʰ uː						
668-2		h uː						
677-2		tʰ a ŋ						
75-2		k u ŋ						
678-2		s uː						
682-2		m ɛ ŋ						
493-2		z yː						
693-2		s u						
694-2		m						
702-2		tɕʰ ɔ ŋ						
704-2		m uː						
176-2		l uː						
709-2		s						
710-2		tʰ ɔ						
714-2		m a						
718-2		kʰ						
719-2		tɕʰ yː ŋ						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		tɕʰ ɛ ŋ						
729-2		b						
730-2		r ɛː						
739-2		pʰ l						
740-2		b ə						
741-2		kʰ ɔ k						
744-2		a						
743-2		h ɛ ŋ						
746-2		pʰ u ŋ						
748-2		tʰ y						
747-2		kʰ yː						
749-2		kʰ ɛ ŋ						
751-2		t a						
762-2		m ɛ ŋ						
764-2		h ɛ ŋ						
765-2		tɕʰ i						
788-2		l y						
615-2		l a k						
803-2		s u						
802-2		j a k						
808-2		b a						
809-2		tɕ i						
819-2		d y k						
821-2		s u						
820-2		b ɐ						
828-2		s a k						
827-2		pʰ yː						
835-2		n ə						
308-2		r yː						
844-2		z i						
848-2		m ə						
705-2		l uː						
613-2		ə						
649-2		h ɛ k						
876-2		tɕʰ ɐ̃ː						
878-2		j u ŋ						
889-2		h ɔ̃ː						
898-2		n y k						
902-2		h u ŋ						
910-2		a ŋ						
916-2		l i						
919-2		r ɛː						
922-2		s i k						
930-2		tɕʰ ɔ̃ː						
933-2		h ɛː						
939-2		r u k						
947-2		j ɛ ŋ						
948-2		n u ŋ						
963-2		z uː						
967-2		tɕʰ y k						
969-2		s						
970-2		k u k						
972-2		n ə						
731-2		m yː						
973-2		tɕʰ i ŋ						
974-2		n a						
979-2		tɕʰ a ŋ						
182-2		kʰ yː						
993-2		n ə						
994-2		j yː						
1001-2		s ɐ						
1002-2		d u						
1005-2		tɕʰ yː						
1009-2		kʰ a						
1022-2		s						
1021-2		j u k						
1043-2		j u ŋ						
1049-2		t ɛː						
1065-2		tɕʰ i						
1068-2		j ɔ						
1077-2		r y ŋ						
1081-2		r ɔ̃ː ŋ						
1084-2		h i ŋ						
1092-2		m ə						
1091-2		tɕʰ i						
1096-2		n ə						
1097-2		dʑ yː						
1102-2		n ɛː						
1104-2		tʰ ɛ						
1108-2		tɕʰ a k						
552-2		dʑ uː						
1111-2		pʰ l						
1116-2		s a						
722-2		kʰ a						
1141-2		j ɔ̃ː ŋ						
1147-2		pʰ ə						
1146-2		z ɔ						
1150-2		h a ŋ						
1151-2		u ŋ						
1158-2		h a k						
1159-2		pʰ ɔ̃ː						
1164-2		tʰ						
1163-2		r uː						
1167-2		s a ŋ						
1171-2		l ɛː						
1177-2		z yː						
1187-2		kʰ ɐ̃ː						
1189-2		n i k						
52-2		kʰ uː						
1195-2		z i						
1203-2		tʰ y k						
1211-2		j ɔ						
329-2		r a						
1217-2		m ə						
72-2		kʰ uː						
1218-2		tɕʰ i k						
1222-2		tɕʰ ɔ̃ː						
1229-2		tɕʰ a ŋ						
1238-2		d ɔ̃ː ŋ						
1249-2		n i						
1252-2		j uː						
1254-2		n ə						
1253-2		s ɔ ŋ						
1257-2		k ɔ						
1263-2		dʑ ə						
1266-2		tɕʰ a k						
584-2		t u ŋ						
7-2		j ə						
1191-2		l a ŋ						
18-2		dʑ i						
33-2		n ə						
74-2		t ɛ						
81-2		s a ŋ						
83-2		m i k						
104-2		m ə						
123-2		tɕʰ a						
122-2		kʰ a						
121-2		m						
154-2		tɕʰ a						
161-2		tɕʰ i						
170-2		tɕʰ ɛ						
91-2		a						
181-2		n uː						
186-2		tɕʰ ə						
191-2		s ə						
211-2		pʰ a						
210-2		kʰ ɐ̃ː						
217-2		k a						
221-2		n yː						
233-2		d u						
246-2		t yː						
252-2		tɕʰ ɛ ŋ						
253-2		r a ŋ						
261-2		pʰ y						
262-2		yː						
281-2		tɕ ɛ k						
287-2		l u ŋ						
288-2		l uː						
292-2		tʰ i						
297-2		kʰ ɔ k						
332-2		pʰ uː						
342-2		ɔ						
358-2		j u ŋ						
366-2		k ə						
378-2		tɕʰ a						
382-2		m a						
392-2		tɕʰ ɔ k						
397-2		b a						
437-2		h ə						
444-2		pʰ l a k						
465-2		tɕʰ i						
471-2		m a ŋ						
477-2		d						
478-2		r a						
481-2		tɕʰ a						
483-2		z a ŋ						
500-2		m i ŋ						
511-2		kʰ						
525-2		tɕʰ i						
542-2		tɕʰ ɔ ŋ						
625-2		r u ŋ						
638-2		n u ŋ						
640-2		tɕʰ a						
656-2		z ə						
657-2		d u ŋ						
818-2		tʰ ɛ k						
825-2		tʰ ə						
839-2		tɕʰ ɐ						
841-2		j a						
932-2		s						
1-3			kʰ a					
5-3			n a					
4-3			tʰ a k					
6-3			n a ŋ					
15-3			b i					
55-3			l a					
56-3			ɔ					
60-3			ɕ i					
61-3			kʰ u ŋ					
80-3			tɕʰ ɔ k					
87-3			tɕʰ u					
86-3			pʰ a					
92-3			pʰ a					
102-3			m a					
106-3			pʰ ɔ k					
108-3			d a					
107-3			pʰ a					
112-3			pʰ a ŋ					
115-3			ɕ a					
114-3			t ɔ ŋ					
120-3			t a					
124-3			a					
125-3			tʰ ɔ k					
132-3			ɕ i					
131-3			l i ŋ					
136-3			m u					
134-3			kʰ a k					
137-3			ɔ					
138-3			d ɔ k					
140-3			h a					
143-3			tɕʰ a k					
145-3			tɕʰ a m					
147-3			h a					
149-3			m u k					
153-3			ɕ a					
152-3			kʰ a ŋ					
158-3			kʰ u k					
163-3			l i					
164-3			n u					
167-3			pʰ a ŋ					
171-3			h u ŋ					
172-3			b u k					
173-3			tʰ ɔ n					
183-3			l a					
185-3			m a					
188-3			kʰ u ŋ					
189-3			tɕʰ u ŋ					
193-3			h a					
196-3			m a n					
199-3			ɕ a					
200-3			kʰ a ŋ					
201-3			kʰ i					
202-3			kʰ ɔ ŋ					
203-3			tʰ ɔ ŋ					
204-3			b u					
206-3			n a ŋ					
117-3			b u					
146-3			kʰ i n					
219-3			h a					
218-3			k i					
224-3			m a ŋ					
240-3			ɕ a k					
244-3			j a t					
255-3			t a s					
260-3			b a					
263-3			l a					
269-3			kʰ a k					
271-3			tʰ a k					
209-3			kʰ i n					
277-3			m a m					
278-3			pʰ ɔ ŋ					
135-3			d a					
284-3			m u					
797-3			ɔ					
290-3			l i ŋ					
289-3			k i k					
296-3			n i					
310-3			ɕ i					
319-3			i					
325-3			l a					
327-3			tʰ i					
331-3			kʰ a					
337-3			b a ŋ					
338-3			l i ŋ					
339-3			a l					
350-3			kʰ u					
349-3			tʰ u ŋ					
357-3			tɕʰ a					
355-3			ɔ					
363-3			m a n					
361-3			tʰ a					
365-3			ɕ a ŋ					
364-3			kʰ a					
375-3			l ɔ k					
379-3			ɕ ɛ t					
380-3			kʰ u					
396-3			j a					
400-3			m a					
405-3			d a ŋ					
404-3			ɕ u m					
409-3			l ɛ k					
410-3			h u k					
415-3			b a					
416-3			b u					
101-3			ŋ a ŋ					
37-3			kʰ a					
424-3			pʰ a					
434-3			ɕ a ŋ					
445-3			p a					
446-3			ɕ i					
451-3			t a					
457-3			n a m					
456-3			b a					
464-3			pʰ i ŋ					
473-3			ɕ i					
474-3			ɔ ŋ					
479-3			ɕ ɛ ŋ					
489-3			j i					
490-3			j a ŋ					
494-3			ɕ a					
503-3			kʰ u					
502-3			ɕ a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			ɔ k					
527-3			kʰ ɛ ŋ					
538-3			ɕ					
544-3			j a m					
850-3			a					
554-3			b u					
553-3			d u ŋ					
558-3			kʰ a ŋ					
561-3			ɕ a					
562-3			p a					
564-3			j a					
567-3			m a					
570-3			pʰ u					
575-3			ɔ					
582-3			l a					
585-3			a t					
589-3			kʰ u m					
593-3			d a ŋ					
594-3			l u ŋ					
595-3			tʰ u ŋ					
596-3			ŋ a k					
598-3			ʑ ɛ t					
599-3			d i m					
602-3			ɕ a					
603-3			l a p					
606-3			ɕ u m					
605-3			b a					
620-3			l a					
637-3			pʰ a k					
639-3			tɕʰ u					
645-3			kʰ ɔ					
646-3			l i ŋ					
168-3			h ɛ k					
658-3			h ɔ ŋ					
665-3			pʰ a					
668-3			pʰ a					
677-3			t a ŋ					
75-3			kʰ ɔ ŋ					
678-3			ɕ a					
682-3			m a ŋ					
493-3			ɕ u					
693-3			ɕ a					
694-3			m a					
702-3			tɕʰ u m					
704-3			m a					
176-3			l a					
709-3			ɕ a m					
710-3			t u					
714-3			m ɛ ŋ					
718-3			kʰ a					
719-3			tɕʰ a ŋ					
22-3			m u					
723-3			ts u ŋ					
726-3			b i ŋ					
729-3			b ɔ					
730-3			d i					
739-3			pʰ i					
740-3			b a					
741-3			kʰ ɔ k					
744-3			ɔ					
743-3			kʰ ɔ ŋ					
746-3			pʰ ɔ ŋ					
748-3			tʰ i k					
747-3			kʰ u					
749-3			kʰ a ŋ					
751-3			t a n					
762-3			m a ŋ					
764-3			h i ŋ					
765-3			b i					
788-3			l u ŋ					
615-3			l a k					
803-3			ɕ a					
802-3			b a k					
808-3			b a					
809-3			ts i					
819-3			d u k					
821-3			ɕ a					
820-3			b a					
828-3			ɕ a k					
827-3			p u					
835-3			h a					
308-3			d u					
844-3			ʑ i n					
848-3			m u					
705-3			l a					
613-3			ɔ					
649-3			h ɛ k					
876-3			ɕ u					
878-3			j ɔ ŋ					
889-3			h a m					
898-3			n u k					
902-3			h a ŋ					
910-3			i ŋ					
916-3			l i					
919-3			l i					
922-3			ɕ i k					
930-3			tɕʰ u					
933-3			kʰ a					
939-3			d ɛ k					
947-3			j ɛ ŋ					
948-3			n a ŋ					
963-3			ɕ a					
967-3			tɕʰ u k					
969-3			ɕ a					
970-3			kʰ ɔ k					
972-3			n a					
731-3			m u					
973-3			tɕʰ i ŋ					
974-3			h a s					
979-3			tɕʰ a ŋ					
182-3			kʰ u					
993-3			n a m					
994-3			j u					
1001-3			ɕ a					
1002-3			d a ŋ					
1005-3			tɕʰ u n					
1009-3			kʰ a					
1022-3			ɕ a					
1021-3			j ɔ k					
1043-3			j u ŋ					
1049-3			t u s					
1065-3			kʰ i ŋ					
1068-3			j u					
1077-3			l u ŋ					
1081-3			l a ŋ					
1084-3			ɕ i ŋ					
1092-3			m a					
1091-3			tɕʰ u					
1096-3			n a					
1097-3			kʰ u					
1102-3			n a					
1104-3			tʰ ɔ n					
1108-3			tɕʰ a k					
552-3			tɕʰ a					
1111-3			b a					
1116-3			ɕ a n					
722-3			kʰ a					
1141-3			j a ŋ					
1147-3			pʰ i					
1146-3			ɕ a					
1150-3			h a ŋ					
1151-3			ɔ ŋ					
1158-3			kʰ a k					
1159-3			pʰ u					
1164-3			tʰ a					
1163-3			l a					
1167-3			ɕ a ŋ					
1171-3			l a					
1177-3			ɕ u n					
1187-3			kʰ a					
1189-3			n i k					
52-3			kʰ a					
1195-3			ɕ i					
1203-3			tʰ u k					
1211-3			j a					
329-3			l a					
1217-3			m a ŋ					
72-3			kʰ a					
1218-3			tɕʰ i k					
1222-3			tɕʰ ɔ ŋ					
1229-3			tɕʰ a ŋ					
1238-3			d a ŋ					
1249-3			m i					
1252-3			j a					
1254-3			h a m					
1253-3			ɕ u ŋ					
1257-3			kʰ ɔ					
1263-3			tɕʰ u					
1266-3			tɕʰ a k					
584-3			t ɔ ŋ					
7-3			w a					
1191-3			l a ŋ					
13-3			tɕʰ a					
18-3			p a					
33-3			h a m					
74-3			t a ŋ					
83-3			m i k					
89-3			tʰ ɔ ŋ					
90-3			j a n					
104-3			m a					
123-3			tɕʰ i ŋ					
122-3			kʰ u s					
121-3			m a					
154-3			tɕʰ ɔ					
159-3			ɕ a					
161-3			kʰ i					
170-3			kʰ ɛ t					
91-3			ɔ					
181-3			n a					
191-3			ɕ a					
211-3			pʰ a n					
210-3			kʰ a n					
217-3			kʰ a					
233-3			d a					
246-3			t a					
252-3			tɕʰ a ŋ					
253-3			l a m					
261-3			b ɔ					
262-3			j u					
292-3			d a k					
297-3			kʰ ɔ k					
311-3			kʰ i					
332-3			b a					
342-3			a a					
358-3			j ɔ ŋ					
378-3			tɕʰ ɛ t					
382-3			m i					
397-3			p a					
437-3			ɕ a					
444-3			pʰ a k					
465-3			tɕʰ i					
471-3			m a ŋ					
477-3			d u					
478-3			l u					
483-3			ɕ a ŋ					
500-3			m i ŋ					
511-3			kʰ ɔ					
525-3			tɕʰ i					
625-3			l a ŋ					
638-3			n a ŋ					
640-3			ɕ i n					
659-3			d a					
711-3			tɕʰ u					
745-3			n a m					
818-3			tʰ a k					
825-3			tʰ a					
841-3			j a					
894-3			b u					
932-3			ɕ a					
1-4				kʰ a				
5-4				n a				
4-4				tʰ i k				
6-4				n a ŋ				
15-4				dʑ i				
55-4				l ɔ				
56-4				a				
60-4				ʂ aː				
61-4				kʰ y ŋ				
80-4				tsʰ ɔ k				
87-4				tsʰ a				
86-4				pʰ l u				
92-4				pʰ l a				
102-4				m a				
106-4				pʰ u k				
108-4				d ə				
107-4				pʰ l a				
112-4				pʰ a				
115-4				ʂ				
114-4				tʰ u ŋ				
120-4				d u				
124-4				a				
125-4				tʰ ɔ k				
132-4				ʂ ə				
131-4				r i ŋ				
136-4				m ə				
134-4				kʰ a k				
137-4				a				
138-4				d ɔ k				
140-4				x				
143-4				tsʰ a k				
145-4				tsʰ ɔ̃ː				
147-4				x aː				
149-4				m i k				
153-4				ʂ				
152-4				kʰ a				
158-4				kʰ i k				
163-4				l i				
164-4				n yː				
167-4				pʰ a ŋ				
171-4				n y ŋ				
172-4				b y k				
173-4				tʰ a				
183-4				r aː				
185-4				m				
188-4				kʰ ə				
189-4				ts i ŋ				
193-4				x a				
196-4				m ɐ̃ː				
199-4				tsʰ aː				
200-4				kʰ a ŋ				
201-4				ʈʂʰ i				
202-4				kʰ				
203-4				tʰ u ŋ				
204-4				b yː				
206-4				n a				
117-4				b yː				
146-4				tɕʰ ɛˀ				
219-4				pʰ				
218-4				tsʰ aː				
224-4				m ɔ̃ː				
240-4				tɕʰ a k				
244-4				j a				
255-4				n a				
260-4				b a				
263-4				r a				
269-4				kʰ a k				
271-4				tʰ a k				
209-4				tɕʰ ɛˀ				
277-4				m a				
278-4				b u ŋ				
135-4				d ə				
284-4				m yː				
797-4				a				
290-4				l i ŋ				
289-4				k i k				
296-4				n i				
310-4				ʂ				
319-4				a				
325-4				r a				
327-4				tʰ aː				
331-4				k ɔː				
337-4				b a ŋ				
338-4				l i ŋ				
339-4				a				
350-4				kʰ				
349-4				tʰ y ŋ				
357-4				tsʰ u				
355-4				a				
363-4				m a				
361-4				tʰ a				
365-4				ʂ a				
364-4				kʰ a				
375-4				r u k				
379-4				ʂ a				
380-4				kʰ a				
396-4				j ɔː				
400-4				m a				
405-4				d a ŋ				
404-4				ʂ ɔ				
409-4				r a k				
410-4				i k				
415-4				b a				
416-4				b a				
101-4				n u				
37-4				kʰ a				
424-4				pʰ aː				
434-4				tsʰ a				
445-4				b				
446-4				ʂ a				
451-4				t u				
457-4				n a				
456-4				b l a				
464-4				pʰ i ŋ				
473-4				tsʰ a				
474-4				a ŋ				
479-4				ʂ i				
489-4				j ɐ				
490-4				x ɐ̃ː				
494-4				ʂ ə				
503-4				kʰ ə				
502-4				ʐ a ŋ				
235-4				l y ŋ				
519-4				l a				
523-4				u k				
527-4				tsʰ a ŋ				
538-4				ʂ				
544-4				j a				
850-4				a				
554-4				dʑ ə				
553-4				r i ŋ				
558-4				kʰ ɔ̃ː ŋ				
561-4				ʂ a				
562-4				b a				
564-4				j aː				
567-4				m a				
570-4				pʰ yː				
575-4				a				
582-4				l a				
585-4				a				
589-4				kʰ ɔ				
593-4				d a ŋ				
594-4				l ə				
595-4				tʰ a				
596-4				n u				
598-4				ʐ u				
599-4				d a				
602-4				ʐ aː				
603-4				l a				
606-4				ʂ a				
605-4				b ɔ				
620-4				l a				
637-4				pʰ a k				
639-4				dʑ ɔː				
645-4				kʰ u				
646-4				r a ŋ				
168-4				x a k				
658-4				x a ŋ				
665-4				pʰ a				
668-4				x a				
677-4				t a ŋ				
