COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
179-2		n a k a + t							
180-2		m e s ts + t i							
186-2		k e tʃ u t i							
190-2		j e k + t i							
194-2		s e							
220-2		u h + t i							
231-2		i h t i							
240-2		k u tʃ u							
283-2		t u n + t i							
293-2		h uː n i							
314-2		k o k + t i							
315-2		u n e							
322-2		t i h w a m							
323-2		t eː n							
9-2		r o t o t							
17-2		o n + t							
22-2		t a + i							
88-2		i j + u h w i + j u							
158-2		w e j a k							
159-2		a r i m i + t							
177-2		n i j a k							
184-2		r o k o i t							
187-2		j a m k o k							
227-2		x a l + l							
235-2		n + t a l i a							
249-2		tʃ u k + t i							
289-2		k w i t a tʃ i l							
294-2		t e h w a + t							
296-2		n e n e tʃ i l							
313-2		t a m + t i							
316-2		n e h + n e m i							
318-2		t u r o n + t i							
324-2		tʃ s t a k							
326-2		a k u n							
1-3			n i tʃ i						
2-3			n e x + t i						
8-3			w eː j						
16-3			e s + t i						
24-3			i s t i						
32-3			m i k i						
51-3			t eː n						
52-3			w a k + t i ʔ						
53-3			n a k a s						
54-3			t a l						
55-3			k w aː + ʔ						
60-3			iː x + t o l o l o						
83-3			t a + ʔ						
87-3			p a t aː n i						
92-3			m a k a						
103-3			m a						
106-3			k w aː k w a						
138-3			n e n						
139-3			m i k + t i ʔ						
142-3			m a t i						
145-3			m o + t eː k a						
176-3			t aː k w aː + ʔ						
179-3			n a k a + ʔ						
180-3			m eː s ts + t i						
186-3			k eː tʃ						
190-3			j a k a + t						
194-3			s eː						
220-3			o h t i						
231-3			k + i h t o a						
240-3			k o tʃ i						
283-3			t eː l + t e						
293-3			oː n						
314-3			k w a ʔ						
315-3			oː n e						
322-3			t eː n + t e k + ʔ						
323-3			t eː n						
9-3			t oː t o ʔ						
17-3			o m i + t						
22-3			t a t i a						
30-3			w i ts						
88-3			i ʔ i						
158-3			w eː j a k						
159-3			a t i n						
177-3			m i a k						
184-3			t oː w aː + ʔ						
187-3			j a n k w i + ʔ						
227-3			x aː l						
235-3			m o + t a l i n						
249-3			p oː k + t i						
251-3			m o + k e ts a						
289-3			k w i t a p i l						
294-3			t a n + t e						
313-3			t a n						
316-3			n e h + n e m i						
318-3			t eː n + t i ʔ						
320-3			aː + ʔ						
324-3			tʃ s t a ʔ						
326-3			a k n						
1-4				n o tʃ i					
2-4				tɬ e x + tɬ i					
8-4				w e j e					
16-4				e s + tɬ i					
24-4				i s t e + tɬ					
32-4				m e k i					
51-4				o n + i					
52-4				w a k + t o k					
53-4				n a k a s					
54-4				tɬ a l + o					
55-4				k w a					
60-4				i x + t o l o					
83-4				tɬ i w a l + ts i n + tɬ i					
87-4				p a tɬ a n i					
92-4				m a k a					
103-4				m e					
106-4				k a k i					
138-4				n e h w a + tɬ					
139-4				m e k + tɬ i					
142-4				m e t e					
145-4				m o + t e k a					
176-4				tɬ a k a + tɬ					
179-4				n e k a + tɬ					
180-4				m e ts + tɬ i					
186-4				k e tʃ					
190-4				j e k a + tɬ					
194-4				s e					
220-4				o h t e					
231-4				i h t e					
240-4				k o tʃ i					
283-4				t e l + t e					
293-4				i n + i n					
314-4				k w a w i + tɬ					
315-4				o m e					
322-4				t e w a n e					
323-4				tɬ e					
9-4				t o t o l + ts i n + tɬ i					
17-4				o m e + tɬ					
30-4				w i ts					
88-4				i h w i + tɬ					
158-4				w e j a k					
177-4				m e j a k					
184-4				t o k w a l + tɬ					
187-4				j e n k w i + k					
227-4				x a l i					
235-4				m o + tɬ a l i					
249-4				p o k + tɬ i					
251-4				m o + k e ts a					
289-4				k w i tɬ a p i l					
294-4				t e w a					
296-4				n e n e p i l					
313-4				tɬ a n + k w i					
316-4				n e h + n e m i					
318-4				t o t o n + k					
320-4				a + tɬ					
324-4				tʃ s t a k					
326-4				a k i					
1-5					m iː tʃ h				
2-5					t a x + t i				
8-5					aː eː j				
16-5					j s + t i				
24-5					i s t i				
32-5					m i b i				
51-5					t oː n				
52-5					aː b aː b i				
53-5					n a g a s				
54-5					t a l				
55-5					b aː				
60-5					i x + t e t o l o				
83-5					t i j				
87-5					p a t aː				
92-5					m a b a				
103-5					m a +				
106-5					b aː b i				
138-5					n a h				
139-5					m i b + t i				
142-5					m a t i				
145-5					m o + t eː b a				
176-5					t aː b a				
179-5					n a b a + t				
180-5					m iː ts + t i				
186-5					b e tʃ + t i				
190-5					j e k a + t				
194-5					s eː				
220-5					o h t i				
231-5					i h t a				
240-5					b tʃ i				
283-5					t eː t				
293-5					h oː n				
314-5					b aː b aː				
315-5					oː m e				
322-5					t a h aː				
323-5					t a m				
9-5					t oː t oː + t				
17-5					oː m i				
22-5					t a t i				
30-5					i ts				
88-5					i j i				
158-5					w e j a b				
159-5					a t i m i + t				
177-5					m i j g				
184-5					t oː b aː + t				
187-5					j a m b aː + t				
227-5					x aː l				
235-5					m o + t a l i a				
249-5					tʃ oː g + t i				
251-5					m o + g e ts a				
289-5					b i t a p i l				
294-5					t a h				
296-5					n eː n e p i l				
313-5					t a m + t i				
316-5					n e h + n e m i				
318-5					t oː t oː n b i				
320-5					a t				
324-5					i s t a b i				
326-5					a b i n				
1-6						m i tʃ i n			
2-6						t a x + t i x			
8-6						w eː j i			
16-6						e s + t i			
24-6						i s t i			
32-6						m i k i			
51-6						t eː + i			
52-6						w a k + t i k			
53-6						n a k a s + t			
54-6						t a l			
55-6						k w aː			
60-6						iː x + t e l u l u			
83-6						t eː + t i			
87-6						p a t aː n			
92-6						m a k a			
103-6						m a			
106-6						k a k i			
138-6						n e h w a + t			
139-6						m i k + t i a			
142-6						m a t i			
145-6						m u + t eː k a			
176-6						t aː k a + t			
179-6						n a k a + t			
180-6						m eː s ts			
186-6						k eː tʃ			
190-6						j a k			
194-6						s eː			
220-6						u h t i			
231-6						i t aː			
240-6						k u tʃ u			
283-6						t eː l + t i k			
293-6						u n i			
314-6						k w a i + t			
315-6						u m i			
322-6						t eː h w a n			
323-6						t eː n			
9-6						t uː t uː + t			
17-6						u m i			
22-6						t a t i			
30-6						w i ts			
88-6						i l w i a			
158-6						w eː j a k			
159-6						a t i m i + t			
177-6						m i j a k			
184-6						t uː k aː + t			
187-6						j a n k w i + t			
227-6						x aː l			
235-6						m u + t a l			
249-6						p u k			
251-6						m u + k e k a			
289-6						k w i t a p iː l			
294-6						t a h t			
296-6						n eː n e p iː l			
313-6						t a n			
316-6						n e h + n e m i			
318-6						t uː t uː n i k			
320-6						aː + t			
324-6						i s t aː k			
1-7							m i tʃ o m		
2-7							t e k + e x		
8-7							w e n		
16-7							e s t		
24-7							i s t		
32-7							m i k		
51-7							o n		
52-7							w e k + t o k		
53-7							n e k e s		
54-7							t e l		
55-7							k w e		
60-7							e x + t e l o		
83-7							t e t		
87-7							p e t e n		
92-7							m e k e		
103-7							m e		
106-7							k e k		
138-7							n e w e + t		
139-7							m i k + t e		
142-7							m e t		
145-7							m o + t e k e		
176-7							t a k e + t		
179-7							n e k e + t		
180-7							m e ts + t		
186-7							k e tʃ		
190-7							n e k e + t		
194-7							s e		
220-7							o h t		
231-7							i t e		
240-7							k o tʃ o m		
283-7							t e l t		
293-7							u n i		
314-7							k w e w t		
315-7							u m e		
322-7							t e w e m		
323-7							t e		
17-7							o m t		
22-7							t e t e		
30-7							w e ts		
159-7							e t i m		
251-7							m o + k e ts e k e ts		
296-7							n e n e p		
320-7							a t		
326-7							a k		
1-8								m oː tʃ ɨ	
2-8								tɬ a x + tɬ ɨ	
8-8								w eː j	
16-8								j s t ɨ	
24-8								ɨ s t ɨ	
32-8								m ɨ k ɨ	
51-8								t oː n + tɬ ɨ	
52-8								w a k + t ɨ + k	
53-8								n a k a s + tɬ	
54-8								tɬ a l	
55-8								k w aː	
60-8								ɨ x + t ɨ l o l	
83-8								tɬ ɨ + tɬ	
87-8								p a tɬ n	
92-8								m a k a	
103-8								m a + tɬ ɨ	
106-8								k a k ɨ	
138-8								n ɨ w aː + tɬ	
139-8								m i k + tɬ ɨ	
142-8								m a t ɨ	
145-8								m o + t eː k a	
176-8								tɬ a k + tɬ	
179-8								n a k a + tɬ	
180-8								m i s + tɬ ɨ	
186-8								k eː tʃ	
190-8								j a k + tɬ ɨ	
194-8								s e	
220-8								o h t ɨ	
231-8								ɨ t a	
240-8								k o tʃ	
283-8								t ɨ + tɬ	
293-8								oː n	
314-8								k w a h	
315-8								oː m ɨ	
322-8								t ɨ h w a n	
323-8								t eː n + tɬ ɨ	
9-8								t oː t o + tɬ	
17-8								o m ɨ	
22-8								tɬ a t ɨ	
30-8								w ɨ ts	
88-8								ɨ w ɨ	
158-8								w eː j a k	
159-8								aː t ɨ m ɨ + tɬ	
177-8								m ɨ a k	
184-8								t oː k	
187-8								j a n k w ɨ + k	
227-8								x a l ɨ	
235-8								m oː + tɬ a l ɨ	
249-8								p oː k + tɬ ɨ	
251-8								m o + k e k a	
289-8								k w ɨ tɬ a p ɨ l	
294-8								t ɨ h w a + tɬ	
296-8								n eː n ɨ p ɨ l	
313-8								tɬ a n + tɬ ɨ	
316-8								n ɨ h + n ɨ m ɨ	
318-8								t oː t o k	
320-8								aː + tɬ	
324-8								tʃ s t a k	
326-8								a k ɨ	
1-9									n u tʃ iː
2-9									k w a + tɬ iː
8-9									w a j e
16-9									e s + tɬ iː
24-9									i s t e + tɬ
32-9									m o k iː
51-9									x iː n + ø tʃ + tɬ iː
52-9									w a k + t iː k
53-9									n a k a s + tɬ iː
54-9									tɬ a l o h + tɬ iː
55-9									k w a
60-9									i x + t a l o l o
83-9									tɬ i e t
87-9									p a tɬ a n iː
92-9									m a k a
103-9									m a j
106-9									k a k iː
138-9									n e w a + j u + tɬ
139-9									m e k + tɬ iː
142-9									m a t iː
145-9									m o + t i k a
176-9									tɬ a k a + tɬ
179-9									n a k a + tɬ
180-9									m e ts + tɬ iː
186-9									k e tʃ
190-9									j e k a + tɬ
194-9									s e
220-9									o h t e
231-9									ʰt o a
240-9									k o tʃ iː + t u
283-9									t a l o h + tɬ iː
293-9									iː n + u
314-9									k w a b iː + tɬ
315-9									u m e
322-9									t e w a h
323-9									tɬ i
9-9									t u t o + tɬ
22-9									tɬ a t e
30-9									w e ts
88-9									iː n + ø tʃ + tɬ iː
158-9									w e j a k
159-9									a t e m
177-9									m e j k
184-9									t u k w a + tɬ
187-9									j a n k w + k
227-9									x a l o h + tɬ iː
235-9									m o + tɬ a l iː a
249-9									p u k + tɬ iː
251-9									m o + k e ts a k e ts
289-9									k w iː tɬ a p i l
294-9									t e w a
296-9									n e n e p iː l
313-9									tɬ a n + tɬ iː
316-9									n e h + n e m iː
318-9									t u t u n + k
320-9									x + tɬ
324-9									iː s t a k
326-9									a k iː n
