COGID	dutch	english	french	german
2279-3			l i ɛ̃ ɛ ɛ̃	
471-3			t s e e	
1385-3			t ə ɔ	
792-3			e u k	
1111-3			a t i	
197-3			t j t e	
2020-3			l a ɛ̃	
867-3			ʃ u ɛ̃ t ʀ o ɔ	
1970-3			p u l	
1230-3			t y i ʀ e	
2017-3			ɛ̃ b ɔ	
1469-4				z a n t
2047-4				z ʊ n ə
2054-4				d ʊ n t ə r
1375-4				l ɪ x t ə
760-4				v ɪ n t
756-4				ʃ n eː ə
726-4				m uː t ə r
1351-4				ɡ r oː t d ʏ f t t r
1353-4				ɡ r oː t + m uː t ə r
412-4				f ɛː t n ə r aː n ə l oː
406-4				ʃ v d n ə + ɪ t ə l oː
1005-4				ʃ t iː pf ʏ f t t r
1012-4				ʃ ts iː p + m uː t ə r
1016-4				v ɪ t ɔy ə n +
1069-4				ɪ k
509-4				f ɔ l n
693-4				m au l + ɛ
2179-4				n ɪ ʃ ts
1753-4				f ɪ ʃ
1131-4				v ɔ l f
1198-4				b aː r t
2032-4				h ɶː r n
2241-4				n au s
2244-4				l ɪ p
610-4				k ɪ iː ɔ
945-4				h aː r t
1534-4				l ɪ k ə
384-4				z uː k ə
1650-4				n au t
1663-4				z ɔ l t
2279-4				l ɪ n ə n
471-4				z aː ə ə
1385-4				z aː t ɛ
792-4				j ɔ k
1111-4				m a ʃ ts
197-4				z yː d ə
2020-4				l a ŋ
867-4				h ɔ n t r r t
1970-4				f ɔ l
1230-4				d ɛ t aː ə ʊ
2017-4				n ɔ v
968-4				v eː l t l t n
1674-4				l a n t
1671-4				h ɪ f ə l n
829-4				k l ɪ f
1025-4				v a ts ə r
1027-4				z eː
1832-4				r ʊ v
-1816-4				oː ʃ iː aː n n
-335-4				l aː ɡ ʊ n ə n
1043-4				ʃ ts r oː m
