COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
504-2		ɗ oː ʃ ɛ n e		
662-2		ɓ u d a		
478-2		g oː ɗ e		
409-2		a r e		
410-2		g u n d i		
256-2		ɓ aː l e		
622-2		n d u		
546-2		n d u		
547-2		ʃ ɛ f a		
847-2		n ɛ d ɪ g g		
95-2		b ɛ ɗ i		
105-2		b ɛ n i		
510-2		b oː ʃ a		
951-2		m b r m a r e		
1116-2		m b u m a		
149-2		ɓ u s ʔ i		
376-2		ɓ ə l i		
815-2		g o r a		
453-2		ɗ u ŋ e		
67-2		ɗ e ʃ e		
47-2		d o k o l a n		
869-2		ɗ oː l a		
57-2		k aː g u		
303-2		g a s ʔ i a		
443-2		g ɛː r a		
884-2		g u n d ɪ		
166-2		g u n d i		
918-2		a b a r e		
831-2		h aː ʃ ʃ		
616-2		b iː e		
84-2		h o ʃ a l a		
346-2		h u h u l u		
601-2		s i g i		
177-2		k ʔ a f a		
341-2		k ʔ o l a		
1066-2		f ɛ n sː e ŋ i		
318-2		b w ʃ ʃ		
241-2		m ɓ ʃ ʃ ʃ		
556-2		h a n d u ŋ u		
191-2		b ɪ m b i l		
458-2		a s ʔ i s ʔ i		
1-2		h a n h i r		
751-2		r o		
864-2		a ŋ o n ɛ		
154-2		a m m n s i		
278-2		m m i l u		
766-2		ʃ oː r a		
251-2		a g u r u		
582-2		u ʔ u ŋ		
6-2		a l i		
1106-2		ŋ g o		
473-2		ɪ n e		
1111-2		h a l u		
957-2		m a r e		
41-2		b i e		
24-2		s iː		
25-2		h a r e		
879-2		a b a r a b ɛ d i		
566-2		aː ɗ a θ o r e s ʔ ʔ		
742-2		a g u		
1044-2		ʃ i m b i l u		
13-2		oː l m a m i s		
720-2		aː s ɛ l a		
837-2		m aː ʃ i		
233-2		ɓ i ɓ u e		
938-2		ɓ u i l a n		
369-2		a r e		
946-2		ɓ a ŋ g o		
889-2		ɓ ʔ l o		
820-2		a ʃ o r e n		
405-2		b ə d e		
134-2		ɓ ʔ ɗ i ʔ e i		
1078-2		m ɪ h i		
429-2		b o ŋ k ʃ ʃ		
187-2		b u s k ʔ e		
438-2		n d r n e		
468-3			θ a b a	
222-3			a b ɔ b ɔ ʔ i	
208-3			a b u r b u d u	
962-3			a g ɔ r a	
203-3			a g u d i ʔ	
138-3			ʃ ʃ l i	
504-3			ɗ ʊu̯ ʃ ɛ f a	
662-3			ɓ ʊː d a	
478-3			g ɔ ɗ d	
409-3			a r e	
410-3			g u n d i	
256-3			ɓ aː l e	
622-3			n d u	
546-3			n d u	
547-3			ʃ ɛ f a ʔ	
847-3			n ɛ d d g d	
95-3			b ɛ ɗ i	
105-3			b d n i	
510-3			b ɔ ʃ a	
951-3			m b eː m a r e	
1116-3			m b u m a	
149-3			ɓ u s ʔ i	
376-3			ɓ ɛ l i	
815-3			g ɔ r a	
453-3			ɗ u ɲ e	
67-3			ɗ a ʃ e	
47-3			d ɔ k ɔ θ a	
869-3			ɗ ʊː θ a	
57-3			k aː g u	
303-3			g a s ʔ i a	
443-3			g ɛː r a	
884-3			g u n d ʃ	
166-3			g u n d u	
918-3			a b ɛ r e	
831-3			h aː ʃ e	
616-3			b iː e	
84-3			h ɔ ʃ a l a	
346-3			h ʊu̯ h ʊ l u	
601-3			s i g i	
177-3			k ʔ a f a ŋ	
341-3			k ʔ ɔ l a	
1066-3			f ɛ n s i ŋ i	
318-3			f t ʃ i	
241-3			m aː ʃ ʃ o	
556-3			h a n d u ŋ u	
191-3			p ɪ m b i l	
458-3			a s ʔ i s ʔ i	
1-3			h a n h ɪ r	
751-3			r ɔ	
864-3			a ŋ ɔ n i	
154-3			a m m n s i	
278-3			m m i l u ʔ aː	
766-3			ʃ ʊu̯ r a	
251-3			a g u r u	
582-3			ɔ ʔ ɔ ŋ	
6-3			a l i	
1106-3			n g ɔ	
473-3			ɲ ɲ e	
1111-3			h a l u	
957-3			m a r e	
24-3			s iː	
25-3			h a r e	
879-3			a b a r a b r d	
566-3			a w f w n r e r ʔ a	
742-3			a g ɔ ʔ	
1044-3			ʃ ɪ m b i l u	
13-3			a l h a m i s	
720-3			w s ɛ l a ʔ	
233-3			b i b i o	
938-3			ɓ u l a a a	
369-3			a r e	
889-3			ɓ eː l e	
405-3			b ə d e	
134-3			ɓ ə ɗ i ʔ i	
1078-3			m s h i	
429-3			b ɔ ŋ k ʃ ʃ	
187-3			b u s k ʔ r	
468-4				θ a b a
222-4				a b o b o n e
208-4				a b u r b u d u
962-4				a g o r a
203-4				a g u d i
138-4				ʃ d l e
504-4				ɗ oː ʃ a
662-4				ɓ uː d a
478-4				g o ɗ a
409-4				a r e
410-4				g u n d i
256-4				ɓ aː l e
622-4				n d u
546-4				n d u
547-4				ʃ ɛ f a
847-4				n ɛ n d g g i
95-4				b ɛ ɗ i
105-4				b lː n d
510-4				b o ʃ a
951-4				m b r m a r e
1116-4				m b ə m a
149-4				ɓ u s ʔ i
376-4				ɓ a l l
815-4				g o r a
453-4				ɗ u ɲ e
67-4				ɗ aː ʃ e
47-4				ɗ o k o θ θ
869-4				ɗ uː θ a
57-4				k aː g u
303-4				g a s ʔ i a
443-4				g e r a
884-4				g u n d i
166-4				g u n d i
918-4				a b a r e
831-4				h aː ʃ e
616-4				b iː e
84-4				h o ʃ a l e
346-4				h u h u l u
601-4				z i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f ɛ n z i ŋ a
318-4				f e z ʃ
241-4				m aː ʃ o
556-4				h a n d u ŋ u
191-4				ɓ m b ɓ l
458-4				a z ʔ i z ʔ i
1-4				h a n g i r
751-4				r o
864-4				a ŋ o n i
154-4				a m m n z i
278-4				m m i l u
766-4				ʃ oː r a
251-4				a g u r u
582-4				o ʔ u ŋ
6-4				a l i
1106-4				n g o
473-4				ɲ i n e
1111-4				h a θ u
957-4				m a r e
41-4				b ə
566-4				a n a n n a k r o z
742-4				aː g u
1044-4				ʃ d m b i l
13-4				h l m a m i s
720-4				aː z ɛ l a
837-4				m aː ʃ i
946-4				ɓ a ŋ g o
820-4				aː ʃ o r e
405-4				b ə d a
134-4				ɓ ə ɗ ɗ i i
1078-4				m iː h i
429-4				b o ɲ o ʃ
187-4				b u z ʔ i k e
438-4				n d ɛ n e
