COGID	1	10	2	3	4	5	6	7	8	9
587-5					o o g o					
848-5					k a l					
1159-5					i a					
1350-5					l j a					
1396-5					ʃ o β u					
1430-5					i s o					
1767-5					i o k o					
2286-5					l a					
2317-5					β u β a					
2419-5					s e k a					
2750-5					e e i i					
3018-5					ʃ i l					
3275-5					k a n a					
3441-5					s a g					
3885-5					s u m o					
4192-5					β i a m a					
4260-5					s w a					
4350-5					l e e l o					
278-5					β a					
745-5					t a k o					
3971-5					k a m a					
55-5					d a a					
94-5					β o k o					
2717-5					g a ŋ g a					
4139-5					m i d a					
200-5					β i					
374-5					a a l w					
508-5					f o f u					
528-5					β i l i					
575-5					t a					
1303-6						k ɔ m				
1755-6						n ɛ				
448-6						a o d i				
1475-6						k m				
3397-6						ɓ ɔ l				
2286-6						l				
278-6						ɓ				
2717-6						k a k k a				
2689-7							e a m a			
893-7							a a a			
1285-7							n w a			
1303-7							g o b a			
2197-7							z a a a			
2828-7							i i a			
3572-7							s o n i			
1095-7							a i m a			
1755-7							n e			
1789-7							k a a a a g			
3519-7							t u m a			
3686-7							i a a			
4249-7							k u b i			
4451-7							v i s i			
814-7							g o o a e			
1216-7							k a v a			
1475-7							k w a			
2026-7							t w e			
2775-7							v u m a a			
3826-7							a o k a			
4003-7							i v v			
4040-7							ɣ e n i			
84-7							u u u			
116-7							a i k			
181-7							ɣ o o g a o			
419-7							a o g a			
587-7							o o g o			
660-7							a e a a			
848-7							k a a a			
1122-7							v i n a			
1159-7							e a			
1374-7							n a a n e			
1396-7							z o v u			
1430-7							i s o			
1906-7							i ŋ ɣ i a a			
2177-7							ŋ g a			
2419-7							s e k a			
3018-7							z i a a			
3275-7							k a a a			
3441-7							s e a g a			
3464-7							v o n a			
3639-7							t e t e b a			
3885-7							o u m o			
4192-7							v i a a			
745-7							t a k o			
3971-7							k a b a			
55-7							n a m a			
2717-7							ŋ a ŋ g a			
4139-7							m i n a			
93-7							k o n o			
459-7							a u m a			
575-7							t a			
2689-8								n a m a		
1285-8								n w a		
1303-8								g o m a		
2197-8								i a r a		
2828-8								i i a		
3572-8								ʃ ô n i		
1755-8								n e		
1789-8								k a r a a g a		
3207-8								v u r a		
3519-8								t u m a		
3686-8								i a a a		
4249-8								k u m i		
4451-8								v i ʃ i		
814-8								g ô m m e		
1228-8								a w a		
2026-8								t w e		
2775-8								v u m a a		
3826-8								o o k a		
4040-8								k e n i		
181-8								k ô o g o o		
660-8								r e r a		
848-8								k á r		
1083-8								r i r a		
1159-8								i a		
1350-8								r m a		
1396-8								i ô v u		
1666-8								t a n a o		
2177-8								ŋ g a		
2317-8								v u v a		
4260-8								ʃ w a		
745-8								t á k ô		
3971-8								k á m a		
94-8								v ô k ô		
2717-8								g a ŋ g a		
4139-8								m i n a		
43-8								d i m u		
575-8								t a		
871-8								t á m a		
2689-9									n a m a	
893-9									a n a	
1285-9									n w a	
1303-9									g o m a	
2197-9									s a l a	
2828-9									s i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k a l a a g a	
3207-9									b ʊ l a	
4249-9									k ʊ m i	
4451-9									b i s i	
630-9									b e e l e	
814-9									k o o m e e	
1228-9									a w a	
1418-9									s i m a	
1475-9									g w a	
2026-9									a w e	
2775-9									b ʊ m a a	
3397-9									b o l a	
3826-9									a o k a	
4003-9									i b b	
4040-9									g e n i	
4373-9									l i m i	
4384-9									i n o	
116-9									b i k a	
181-9									g o o g a o	
1083-9									l i l a	
1374-9									n a a n e	
1430-9									i s o	
1666-9									r a n o	
1767-9									i o k o	
1906-9									i g g i l	
2177-9									g g a a	
2419-9									s e k a	
2750-9									e s i	
3018-9									s i l a	
3441-9									s e a k a	
3885-9									o ʊ m o	
3981-9									i m a	
4260-9									s w a	
4350-9									l e e l o	
278-9									b a	
745-9									d a k o	
55-9									n a m a	
94-9									b o k o	
4139-9									m i n a	
200-9									b i	
528-9									b i l i	
871-9									r a m a	
2689-10										ɛ a m a
893-10										a a a
1285-10										n w a
2197-10										s a l a
2828-10										i i a a
1095-10										l i m a
1755-10										a ɛ
3207-10										b ʊ l a
3519-10										r ʊ m a
448-10										ʊ i i
630-10										b ɛ ɛ l ɛ
1216-10										k a b a
1418-10										s i m
2775-10										b ʊ m p a
3397-10										b ɔ l a
4373-10										l i m i
4384-10										i ɛ ɔ
84-10										k ʊ a ʊ
1083-10										l i l a
1122-10										b i a a
2286-10										l a
2317-10										b ʊ b a
3018-10										s i l a
3275-10										χ a a a
3464-10										b ɔ a a
3639-10										tʰ ɛ r ɛ m a
3885-10										o ʊ m ɔ
3981-10										i a
94-10										b ɔ χ ɔ
4139-10										m i n a
43-10										s i m ʊ
374-10										a l l
459-10										l ʊ a
508-10										b ɔ f ʊ
871-10										r a m a
