COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
3283-1	ɔː ɔː ɔː															
3318-1	a e e r e															
715-2		d aː w i														
1089-2		o aː r u														
1319-2		o aː m u														
1398-2		o aː n u aː dʒ u														
1557-2		tʃ aː r aː														
1626-2		aː aː w aː														
1840-2		t aː aː eː														
2247-2		k aː														
4677-2		k aː r aː aː														
5162-2		o aː ŋ aː aː														
5406-2		b aː ŋ dʒ u														
359-2		tʃ aː r aː														
1577-2		d u r ɔ														
2196-2		aː aː aː aː														
2230-2		o aː j aː														
2533-2		b aː aː dʒ aː														
3605-2		k aː aː dʒ aː														
3866-2		d aː r aː														
4553-2		d aː j aː														
4822-2		k aː aː dʒ o														
5254-2		d u r ɔ														
503-2		tʃ aː aː aː j														
1356-2		o aː aː u														
1881-2		u aː aː u w														
2084-2		aː aː ɛː dʒ aː														
2420-2		k aː r o														
3218-2		d u ɛː dʒ o														
3372-2		u u r u														
3718-2		tʃ aː aː aː														
4135-2		b aː aː ɔ j̃														
4694-2		k aː r ŋ dʒ aː														
807-2		k o ɔ dʒ ɔ̃ː														
2320-2		k ɔ r ɔ														
2476-2		k u r j̃														
2842-2		d aː ŋ aː														
4081-2		d u u dʒ ɔ														
4313-2		a aː r dʒ i														
4460-2		a aː aː ɔ														
5514-2		ɔ̃ː ɔ̃ː ŋ dʒ i														
5810-2		d aː aː aː														
93-2		r aː														
260-2		b aː a aː														
385-2		s o o dʒ o j̃														
890-2		b o u b ɔ ɔ ɔ														
1336-2		d eː w ɔ														
1703-2		b u														
1769-2		k o o dʒ o														
2162-2		b aː aː aː														
2635-2		r aː														
2735-2		b aː u dʒ ɛ w aː														
3031-2		d aː r aː														
4591-2		k ɔ r ɔ														
5301-2		tʃ aː r aː														
5605-2		d aː aː aː j̃														
296-2		b aː aː dʒ o														
463-2		k u r d u														
762-2		b ɔ̃ː ŋ ɔ̃ː dʒ o u eː														
1432-2		d aː r aː														
1474-2		b aː aː dʒ u														
1788-2		j u j iː														
2044-2		d aː aː dʒ o														
2713-2		t u a dʒ ɛ l ɔː ɔ ɔ														
3219-2		d aː w o														
3425-2		ɔ u														
4184-2		a aː j														
4629-2		o aː aː w aː														
4759-2		j iː i ɔ ɔ														
4904-2		o dʒ o aː dʒ o														
4960-2		b o o ɔː r o														
4980-2		d aː r ɔ														
5059-2		d aː aː aː														
5125-2		b ɔ̃ː ŋ dʒ ɔ														
5339-2		d u s u														
5549-2		d aː w j ɔ														
5771-2		dʒ aː m u														
5905-2		d u r eː														
5938-2		s u s u o ɛː o														
1-2		b aː														
483-2		d u s u														
629-2		d o r														
667-2		ɛ w ɛ														
1254-2		d aː u aː o o														
1415-2		ɔ tʃ ɔ														
1542-2		o dʒ ɔ r														
1683-2		a ɔ w eː														
1898-2		tʃ aː aː aː j̃														
2551-2		r o														
2901-2		d u r dʒ u														
2957-2		u ɔ ŋ dʒ ɔ														
3048-2		b ɔː j ɔ														
3251-2		s aː aː aː														
3885-2		d aː r i														
4402-2		j ɔ														
5081-2		d u u dʒ u dʒ ɔ														
5622-2		b aː aː i ɛ aː aː														
6006-2		b aː ɔ ɔ														
43-2		a aː w ɛː														
135-2		b i i l u														
158-2		aː b aː r aː														
194-2		k u j														
221-2		a r eː														
650-2		d i s i														
1152-2		t ɔː w i														
1374-2		b ɔ ɔ dʒ ɔ														
1452-2		tʃ aː aː aː														
1862-2		i r eː														
2108-2		a aː w ɛ aː														
2636-2		a uː														
2880-2		k u ŋ dʒ u dʒ i														
2924-2		b u r o														
2941-2		d u w iː														
3405-2		k u j ɔ j̃														
3959-2		d u r u														
4066-2		d u r ɔ														
4535-2		s u w ɔ														
4888-2		n ɔ̃ː m i w ɔ														
5180-2		a aː r dʒ i														
5751-2		d i j ɛː														
5981-2		a r a w														
114-2		t aː r aː														
702-2		aː b u u o a o														
851-2		d o r a														
872-2		a a dʒ eː														
952-2		d aː aː dʒ dʒ aː														
2179-2		u dʒ ɔː														
2351-2		b u r o														
2496-2		j u j														
4609-2		b aː r u l aː eː														
4740-2		d aː aː aː w														
4921-2		j u m eː														
5982-2		d a ŋ dʒ a														
978-2		t aː aː i														
999-2		aː aː														
1052-2		a aː aː dʒ u														
1989-2		d aː w ɛ														
2456-2		tʃ aː r aː														
2666-2		a e n eː														
2817-2		a ŋ dʒ ɛː														
3132-2		d i ɔ dʒ i														
3300-2		aː w ɔ														
3977-2		k u ŋ dʒ ɔ														
3978-2		k u ŋ dʒ ɔ														
4260-2		u u w u														
4278-2		d i m dʒ u														
4334-2		u ɔ̃ː ɔ̃ː ŋ														
4361-2		d aː aː														
4570-2		g aː s u aː														
4648-2		j ɔ														
5673-2		d a a dʒ a														
5887-2		a a r u														
446-2		k ɔ̃ː ŋ l ɔ r ɔ														
1108-2		tʃ u j aː														
1124-2		ɔ ɔ ɔ														
1237-2		b u u dʒ i														
1745-2		d aː r a														
1823-2		k ɔː s o														
2143-2		b ɔː														
2265-2		a r a														
2392-2		u tʃ u s u														
2579-2		d i m														
2902-2		a ɔ														
3197-2		k aː														
3339-2		tʃ aː aː aː														
3550-2		ɲ oː n u ɔ														
3943-2		p iː iː ɔ														
4240-2		a u j u														
5197-2		aː r aː														
5531-2		n aː aː aː														
5733-2		aː aː														
409-2		aː aː aː aː														
562-2		s u m l eː														
1022-2		tʃ aː aː aː														
1205-2		j ɔ														
1275-2		d ɛː														
1524-2		k u w ɔ														
1578-2		a o r i														
2063-2		ɔː r ɛ														
2798-2		n aː r̃ aː j̃														
3088-2		k e r u														
3683-2		aː aː aː														
3772-2		t u j ɔ														
4711-2		i a r i														
4778-2		s u s i n iː														
4821-2		g aː														
4941-2		ɔ w ɔ														
5272-2		tʃ aː aː														
5319-2		t e j u														
5375-2		l aː l ɔ̃ː dʒ ɛ														
5423-2		a r̃ aː														
5424-2		tʃ ɔ w ɔ														
5465-2		d aː r o														
5497-2		aː u														
178-2		b ŋ u g o o o														
563-2		a u w ɔ														
684-2		ɲ a j i														
742-2		s u r a														
787-2		l aː aː aː														
1126-2		j i														
1204-2		tʃ ɔː r i														
1373-2		dʒ g u o														
1787-2		j j														
1969-2		d u g u l u														
2283-2		tʃ i r i														
2441-2		j i														
2598-2		ɲ ɛː ɛː ɛː														
2773-2		b ɔː a a i a														
2863-2		dʒ i j i														
3011-2		tʃ a a l a j														
3176-2		a ɔː r ɔ														
3319-2		tʃ aː j o a														
715-3			d aː													
1089-3			aː aː aː													
1319-3			aː aː ɛ													
1398-3			j aː aː aː aː aː													
1557-3			t aː aː aː													
1626-3			aː aː aː													
1840-3			t aː aː aː													
2247-3			g aː													
4677-3			t aː aː aː													
5162-3			aː aː aː aː													
5406-3			t aː aː aː													
359-3			g aː aː aː													
1577-3			t aː aː aː													
2196-3			eː aː aː aː													
2533-3			t aː aː b aː													
3866-3			ʔ aː aː													
4553-3			t eː ŋ m aː													
5254-3			t aː aː aː													
503-3			p aː aː aː													
1881-3			aː aː aː aː													
2084-3			j aː aː													
2420-3			t aː aː aː													
3218-3			p aː aː													
3372-3			aː aː aː aː													
3718-3			ʔ aː aː aː													
2320-3			k aː aː aː													
2476-3			k aː aː													
3719-3			aː eː													
4460-3			aː aː aː aː													
5514-3			aː aː aː d aː													
890-3			k aː aː b aː aː aː													
1336-3			t aː aː													
1703-3			p aː													
2162-3			t aː aː aː													
2635-3			aː aː													
2735-3			t aː aː g a aː													
762-3			t aː aː aː n g aː													
1788-3			s e													
2713-3			t aː aː b a m b aː aː aː													
3219-3			t aː aː													
4629-3			aː aː aː aː													
4904-3			aː u aː aː b aː													
5125-3			ŋ aː aː b aː													
5771-3			j aː g aː													
5938-3			ʔ aː j aː aː ɛ													
1898-3			t aː aː aː													
2901-3			t aː aː b aː													
2957-3			aː aː aː d aː													
3048-3			j aː													
5081-3			p aː aː ŋ aː													
6006-3			p iː r ɔ													
716-3			eː ɛː													
1152-3			d aː aː aː													
1789-3			aː aː aː aː													
2083-3			k eː m a													
2108-3			aː aː m dʒ aː													
2618-3			k eː l aː													
2880-3			k aː aː d e g aː													
2941-3			p a m a													
3405-3			ʔ aː aː ɛ													
3811-3			aː aː													
5583-3			ŋ aː aː g aː													
5751-3			d u j ɛ													
2442-3			aː aː aː aː													
2496-3			aː aː													
4921-3			s aː aː b aː													
196-3			t aː l ɛ													
3639-3			d eː w a													
3905-3			j aː													
3977-3			s aː d ɛ													
3978-3			s aː d ɛ													
4361-3			m m ŋ aː													
5532-3			t aː l aː													
1237-3			d aː n dʒ u													
1579-3			ɛ a b ɛ l ɛ													
2143-3			m aː													
2774-3			k a n													
3198-3			s eː ɛ													
3534-3			d eː n u													
3550-3			g iː n m ɛ													
3684-3			k eː													
3943-3			ŋ aː aː aː													
4259-3			g aː aː aː													
4611-3			k iː ɛ													
4983-3			s aː d aː													
5656-3			s aː d aː													
5830-3			ɛː ɛː													
1026-3			eː a b i													
1170-3			g aː aː d e													
1187-3			ʔ a r ɛ													
1275-3			m eː													
1454-3			s iː l ɛ													
1668-3			j aː l aː													
1841-3			g e													
1970-3			d u l ɛ													
2977-3			k eː m b ɛ													
3301-3			g u ɛ													
3498-3			j u													
4442-3			p eː eː ɛː													
4479-3			g ɛ													
5038-3			k aː l ɔ													
5391-3			t aː													
5888-3			j u													
6007-3			d u r ɛ													
178-3			k aː m m a l													
684-3			m aː m a													
1257-3			k a r a l e													
1433-3			p iː l e													
1501-3			d i g e													
1684-3			s ɛ l i													
1864-3			k ɔ g u l ɛ													
1988-3			g g u n d ɛ													
2046-3			g ɛ n d ɛ													
2127-3			s ɔː l ɛ													
2599-3			ʔ iː g e													
2756-3			w a l a													
2775-3			b iː r i l i													
3254-3			t a r u l a													
715-4				d aː u												
1089-4				aː aː n a												
1319-4				aː aː n a												
1398-4				s aː r a a a												
1557-4				t aː r oː												
1626-4				aː a ɣ a												
1840-4				t aː r u												
2247-4				g aː n												
4677-4				s aː a aː ɔː												
5162-4				aː aː a a												
5406-4				d aː a u aː												
359-4				d aː a a n												
1577-4				d oː r oː												
2196-4				a aː a a												
2230-4				j aː r aː												
2533-4				s aː a a												
3605-4				d aː a a												
3866-4				d aː r aː												
4553-4				d aː g ɔː												
4822-4				g aː a a												
5254-4				d oː a oː												
503-4				t aː aː aː												
1356-4				aː aː a ɛː												
1881-4				l aː a a r̃ a												
2084-4				aː aː ɔː a												
2420-4				t aː a ɔː												
3218-4				d aː g r̃ a												
3718-4				t aː r aː												
4135-4				s aː r aː												
4694-4				g aː r r a												
807-4				g aː a aː												
2320-4				g oː n oː												
2842-4				d a r a n												
4313-4				a a a ɔː												
4460-4				aː aː ɔː u												
5514-4				aː aː a a												
5810-4				s aː a oː												
93-4				d oː												
260-4				d aː a a												
385-4				dʒ aː aː aː n												
890-4				d oː a s a r oː												
1769-4				d oː a ɲ oː												
2162-4				t aː r̃ a												
2635-4				aː oː												
2735-4				d a a n a												
3031-4				d aː ɣ a												
5301-4				t aː r aː												
5605-4				t aː a a												
63-4				d a a a												
296-4				d a a r̃ a												
463-4				d oː a ɲ oː												
762-4				d aː aː a ŋ aː r̃ o												
1432-4				t aː r aː												
1474-4				d aː n u												
2044-4				d aː a e												
3219-4				d aː r̃ a												
4120-4				d a a a												
4184-4				aː aː r												
4423-4				d aː r ɔː												
4629-4				aː aː ɔ oː												
4759-4				l a n a a												
4904-4				aː d aː a oː												
4960-4				d oː a a n oː												
4980-4				t aː ĩː												
5059-4				g aː a a												
5125-4				g oː ɔ a												
5549-4				d oː a oː												
5771-4				d a ɣ a n												
5922-4				s aː r oː												
1-4				d oː												
629-4				d aː r												
667-4				oː oː oː												
1254-4				dʒ aː a s a r aː												
1415-4				aː aː oː												
1542-4				a ɔː a n												
1683-4				s a r e												
1898-4				d aː r u w												
2551-4				ɛː ɛː												
3251-4				j a r a												
3885-4				d oː r a												
5622-4				b aː r e r e a												
6006-4				p a a a												
43-4				s a n												
135-4				d a a n a												
158-4				aː g aː r oː												
221-4				a n a												
650-4				d a r̃ a												
1374-4				g a a a												
1452-4				g aː r a												
1789-4				j ɔ w̃ ɔː												
1862-4				ɛː r̃ ɛː												
2108-4				aː aː u												
2636-4				a ɛː												
3113-4				d ɛː ɣ ɛː												
3136-4				ɛː a r a												
3751-4				d eː a												
4888-4				l aː m ɔː a a												
5180-4				l aː a ɲ ɛː												
5583-4				d oː r oː												
5981-4				a a a n												
25-4				d aː r i ɛ a r ɛː												
114-4				d oː oː oː												
702-4				oː g ɔ a u r̃ a												
851-4				g a ŋ ɔ												
872-4				a aː ɛː												
952-4				s aː aː u o												
1941-4				d oː r̃ oː												
2442-4				j ɔː a ɔː												
3448-4				d a aː n a												
3482-4				l aː s a r ɔː a												
3497-4				dʒ aː r a												
3588-4				s oː r̃ oː												
4101-4				a aː a n												
4293-4				d ɔ oː oː												
4520-4				s aː r a												
4609-4				g aː r u u a u												
4740-4				g aː aː a n												
4781-4				s aː m a												
5982-4				g a r̃ a												
196-4				d a a a												
545-4				aː r e												
931-4				t aː ɛː												
978-4				g u r u												
999-4				aː aː												
1052-4				r̃ i e u												
1070-4				i u a												
1298-4				d a ɛ ɛ ɛ a												
1989-4				j a a a												
2145-4				d a j												
2306-4				oː a n ɛː												
2456-4				g u r u												
2514-4				d u r u												
3132-4				d a a ɲ e												
3300-4				oː oː oː												
3774-4				s aː r aː												
3976-4				d dʒ r̃ oː												
4039-4				d i r̃ u												
4278-4				d a a r̃ a												
4361-4				dʒ i u												
4570-4				g aː ɣ aː u												
5318-4				d a r̃ a												
5673-4				t a a ɔː												
5752-4				b ɛː												
521-4				d u o												
685-4				s aː r o												
744-4				l ɛː w̃ a												
1646-4				aː g ɛː												
1745-4				d a a a												
2066-4				j aː ŋ a												
2216-4				j aː												
2265-4				a a a												
2579-4				d a a												
2958-4				j aː												
3197-4				b oː												
3339-4				dʒ e u												
3812-4				k aː a a												
4219-4				t aː e o												
4337-4				s oː a ɔ												
5197-4				i r u												
5531-4				t i r u												
5733-4				n e												
409-4				s i r u												
1002-4				aː aː												
1022-4				t i e u												
1238-4				a r i												
1612-4				j a a o												
2334-4				e r u												
2396-4				a a												
2553-4				d eː n a												
2671-4				k n n												
2798-4				dʒ aː r̃ e												
2978-4				b ɛː ɛː ɔ												
3407-4				a a												
3551-4				dʒ aː dʒ ɛ ɛː												
3683-4				tʃ aː e e												
4220-4				dʒ aː												
4383-4				b ɔ n												
4440-4				t ɛː												
4651-4				t aː aː												
4711-4				e a r u												
4821-4				b oː												
5272-4				t i u												
5375-4				l aː a ɔ r a												
5465-4				l a a o												
5481-4				j aː ɣ o												
5497-4				a a												
5641-4				l aː i												
5692-4				aː i a												
347-4				tʃ tʃ r u												
448-4				n i w												
567-4				j aː n ɛ												
613-4				w e												
787-4				n i w e												
1126-4				n i												
1208-4				k a m a												
1502-4				d a r̃ a												
1669-4				d ɛ ɔ e r e												
1971-4				j aː g ɔː ɔː												
2283-4				dʒ e d u												
2354-4				s a r a												
2619-4				tʃ a a a												
2714-4				k ɔː r ɔː ɔː												
3011-4				dʒ a u ɲ u u												
3159-4				j a a a												
3199-4				g ɛː r u n												
3319-4				d aː m o r̃												
3358-4				m a												
715-5					d ãː r ɛ											
1089-5					nʷ iː ɛ											
1319-5					nʷ iː											
1398-5					j o m o o ɛ											
1557-5					d ãː r ɛ											
1626-5					j iː m ɛ											
1840-5					t iː r ɛ											
2247-5					g iː r											
4677-5					k o o o o											
5162-5					m iː m o											
5406-5					t o e d ɛ											
359-5					k ãː r o											
1577-5					d ãː r o											
2196-5					j ãː ɛ ɛ											
2230-5					j ãː m o											
3605-5					b o e o											
3866-5					d iː m ɛ											
4553-5					t ãː ŋ ɛ											
4822-5					d o e b o											
5254-5					d ãː e o											
1356-5					e o o j											
1881-5					nʷ ɔː o u											
2084-5					j iː ŋ r ɛ											
2420-5					k ɛ r ɛ											
3218-5					p o e											
3372-5					j iː j ɛ											
3718-5					k iː r ɛ											
4135-5					b ãː ɛ u											
4694-5					d e j u g o											
2476-5					k ɔː											
2842-5					t o m ɛ											
3719-5					e ãː											
4081-5					t o j u g o											
5514-5					nʷ ɔː e d ɛ											
260-5					b ãː n o o											
385-5					d ãː e b e											
890-5					k o o b o o o											
1703-5					b ɛ i											
1769-5					t e e o											
2735-5					t o o u ɛ											
4591-5					t e r o											
5301-5					b o r o											
63-5					k o r o											
296-5					d o o d o											
463-5					d o o o											
762-5					p o o o ŋ g e											
1788-5					j iː											
3219-5					d uː o											
4120-5					d o o o											
4759-5					m ãː o o u											
4960-5					d o o o o											
5059-5					g o j e											
5549-5					d ãː o o											
5771-5					j o g o											
5905-5					d ãː j ɛ											
5938-5					p iː m e e r ɛ											
1415-5					e d e											
1542-5					m i o ɛ											
1898-5					k o u u											
2551-5					o e											
2957-5					m iː n d ɛ											
3048-5					b iː j ɛ											
4402-5					nʷ u											
5081-5					p ɛ j a u u											
6006-5					p ɔː o o											
135-5					t ãː m d u											
194-5					d j e											
716-5					nʷ ɛ											
2083-5					k ɔː ɛ i											
2618-5					g ɔː l e											
2880-5					k o u d u g ɛ											
3113-5					t o m o											
3136-5					o o o o											
3405-5					g iː m ãː											
3572-5					tʃ ɛ ɛ ɛ											
4535-5					j u m u											
5751-5					d iː e ɛ											
851-5					k o m											
2179-5					i b ɛ											
2351-5					d ãː ɛ ɛ											
2496-5					e ãː ɛ											
3448-5					d o e g o											
4781-5					o o ŋ o											
4921-5					j u u u											
196-5					k iː l e											
789-5					g ɛ r ɛː											
931-5					d o r o											
1298-5					b o o ɛ a o											
2145-5					d o a											
3639-5					d iː iː a											
3977-5					s iː n d i											
3978-5					w iː n u											
4260-5					j j d ɛ											
5200-5					e e e											
5532-5					g iː n i											
5866-5					b o b j u ɛ											
432-5					g o o j											
446-5					p u u											
521-5					k oː o l											
1124-5					e e l e											
1237-5					p e m d ɛ											
1579-5					n a b u l a											
1748-5					ɛ ɛ											
2774-5					k a n i											
3198-5					s iː j ɛ											
3339-5					k u m											
3534-5					d ɔː j ɛ											
3550-5					p iː n e											
3684-5					g o j u											
3944-5					t ɛ ɛ ɛ											
4611-5					g ɔ r ɔ											
4738-5					g u n d u											
4983-5					s iː n i											
5447-5					g i b o											
5656-5					s iː n d i											
5830-5					iː ɛː											
1074-5					n o g a											
1170-5					k a d u											
1187-5					k iː r ɔ											
1454-5					s iː l iː											
1841-5					g e											
1970-5					p ɛ l ɛ											
2977-5					g o b ɔ											
3252-5					d u d u											
3301-5					d e b a											
3463-5					b w ɛː											
3498-5					n e											
4363-5					b a m g											
5038-5					k ɔ l ɔ											
5228-5					dʒ o n d u											
5229-5					dʒ o o g e											
5391-5					d u											
5481-5					o o g o											
5793-5					b o m b u ɛ											
5888-5					j eː											
6007-5					p iː n ɛ											
178-5					k uː k g a l e											
568-5					ɲ e n d i l ɛ											
569-5					ɲ e n d i l e											
1257-5					k ɔ j ɛ ɔ											
1433-5					p iː l e											
1501-5					n iː g ɛ											
1684-5					s e e e											
1787-5					j e											
1864-5					k ɔ ɔ											
1923-5					g u r u											
1988-5					k p u d e											
2046-5					g eː n d e											
2067-5					ɛː i d ɛ											
2109-5					g o b o u											
2127-5					w ɔ l ɔ											
2372-5					b ãː											
2599-5					d iː g ɛ											
2756-5					w a l a											
2775-5					p a r iː											
3254-5					p a l a a											
3319-5					k u u u g											
3358-5					n aː											
715-6						eː n										
1089-6						o a n a										
1319-6						o eː iː iː										
1398-6						j eː n a o o										
1557-6						n eː o eː										
1626-6						eː a n eː										
1840-6						eː n a										
2247-6						n eː e										
4677-6						k eː eː eː iː e										
5162-6						o eː n iː eː										
5406-6						eː n d eː										
359-6						aː aː o										
1577-6						n eː o eː										
2196-6						j a iː o										
2230-6						o a iː a										
2533-6						p eː a g eː										
3605-6						a n d a										
4553-6						t a ŋ ŋ uː iː										
4822-6						ɔ a b a										
5254-6						dʒ eː eː eː										
503-6						k a j o o										
1356-6						o a a o										
1881-6						o eː aː iː e										
2084-6						eː eː e i eː										
2420-6						k eː aː eː										
3218-6						k eː b e o eː										
3372-6						o eː a eː										
3718-6						k a o a										
4135-6						s a a a o										
4694-6						a o ŋ g a										
807-6						s a a g o										
2320-6						k ɔ o o										
2842-6						t a b a b										
3719-6						o iː										
4081-6						a a a										
4313-6						j ɔ n ɛ										
4460-6						o a a a										
5514-6						o eː n d eː										
5810-6						s a ŋ o a										
93-6						n o										
890-6						k o o dʒ o o o										
1336-6						n eː n eː										
1703-6						n a										
4591-6						t a a a										
5605-6						dʒ a o o a										
63-6						a o eː										
296-6						o a o g a										
463-6						dʒ a n dʒ o										
762-6						k a o eː ŋ dʒ a l e										
3425-6						a a										
4120-6						a i aː										
4423-6						n a o a										
4759-6						ɔ a n iː iː										
4904-6						o dʒ o o g eː										
4960-6						a o a o										
5125-6						k o n dʒ o										
5339-6						s a g a										
5771-6						o ɛ n ɛ										
5922-6						a o eː										
5938-6						k eː dʒ a a i e aː										
483-6						a n a										
1542-6						a d o										
1683-6						o a a ɛ										
2551-6						o o										
2957-6						eː eː n d eː										
3048-6						b eː iː iː										
4402-6						a a										
5081-6						dʒ i n dʒ a b ɛ										
5622-6						k o o o a o o										
650-6						n a n a										
716-6						sʷ iː										
1152-6						d eː j eː										
1789-6						j eː o eː										
1862-6						a n eː										
2618-6						k i i ɛ										
2880-6						dʒ eː n dʒ iː eː										
2924-6						n a a a										
3136-6						o o o o										
3405-6						p eː iː iː										
3811-6						eː aː										
4535-6						o ɔ iː eː										
4888-6						o o o a o o										
5751-6						t eː iː iː										
2179-6						n d eː										
2442-6						i eː l eː										
3482-6						o a a a i g g eː										
4202-6						k a j a j ɛ										
4781-6						o o n dʒ a										
4921-6						n iː ɛ u iː										
5982-6						dʒ a ŋ i eː										
408-6						j a ɔ b aː										
526-6						k o ɛ i g o										
789-6						i b a										
1298-6						p a j a i b i										
1942-6						j aː										
2666-6						ɛ a a o										
3015-6						j a o d eː										
3905-6						o aː										
