COGID	Amami	Hachijo	Kagoshima	Kochi	Kyoto	Miyako	Oki	Sado	Shuri	Tokyo
253-5					m o t u					
254-5					i ts u ts u					
266-5					k a e					
267-5					n a k a r e r u					
268-5					u m i					
272-5					a m e a					
276-5					a r a u					
281-5					m u s i					
304-5					ts u b a					
305-5					i i					
308-5					h a n a					
309-5					k u s a					
310-5					t o					
311-5					n i					
342-5					h u k i					
346-5					k u r a i					
347-5					k i r u					
348-5					h i r o i					
351-5					t o i					
361-5					o m o i					
379-5					k u s a r a					
394-5					h i t a r i					
395-5					m i ŋ i					
400-5					h i b a r u					
412-5					s a k e r u					
413-5					ts u k i s a s u					
414-5					h o r u					
422-5					h u k u r e r u					
423-5					k a n ŋ a e r u					
430-5					h a k u					
435-5					h u k u					
446-5					s i t a					
447-5					u e					
458-5					t o s i					
56-5					h i t o					
62-5					i n u					
65-5					k a w a					
70-5					t a n e					
75-5					k a w a					
96-5					m e					
101-5					h a					
114-5					k u b i					
119-5					k i m o					
134-5					s i t e r u					
138-5					s i n u					
146-5					a r u k u					
161-5					u					
171-5					k a w a					
182-5					k e m u r					
188-5					w a m a					
196-5					h o r u					
262-5					h i r u a					
300-5					h e s o					
313-5					t e					
350-5					s e m a i					
352-5					tɕ i k a i					
396-5					h u r ui					
401-5					o s u					
420-5					o ts i r u					
424-5					u t a u					
455-5					i k i t e r u					
15-5					a r e					
22-5					n a i					
24-5					m i n n a					
49-5					o n a					
78-5					a b u r a i					
89-5					k e					
130-5					m i r u					
14-6						k u				
18-6						t a				
35-6						u t ɨ				
36-6						u t				
48-6						n a				
60-6						t u				
63-6						ts ɨ a				
64-6						i				
67-6										
68-6						n i				
71-6										
76-6						p u n				
83-6						ts ɨ n u				
87-6						p a n				
95-6						m u				
98-6						p a n a				
99-6						ts u				
-102-6						u				
103-6						ts ɨ				
110-6						t i				
116-6						n				
120-6						n u				
132-6						u				
139-6						k u u				
140-6						u				
156-6						t a				
168-6						ts ɨ k				
169-6						p u				
170-6						m i				
173-6						i				
180-6						k u m u				
185-6						p a				
186-6						m u				
187-6						m ɨ				
190-6						a				
193-6						ts i				
194-6						ts ɨ				
195-6						k u				
216-6						m a				
221-6						n u				
239-6						i				
252-6						m u ɨ				
253-6						u ɨ				
254-6						i ts ɨ ɨ				
266-6						k a				
267-6						n a a				
268-6						u				
272-6						a m				
276-6						a				
281-6						m u s				
304-6						ts ɨ				
305-6										
308-6						p a n a				
309-6						k u s a				
310-6						t u				
311-6						n				
342-6						p u				
346-6						k u a				
347-6						i				
348-6						p ɨ				
351-6						t u				
361-6						u				
379-6						k u				
394-6						p ɨ s				
395-6						n i				
400-6						p ɨ				
412-6						p u k i				
413-6						ts ɨ u				
414-6						p u				
422-6						p u k iː				
423-6						k a n				
430-6						p a k				
435-6						p u				
446-6						s u				
447-6						i				
458-6						t u				
56-6										
62-6						i n				
65-6						k u				
70-6						a n				
75-6						k				
96-6						m i				
101-6						p a				
119-6						ts ɨː u				
134-6						s u				
138-6						s ɨ n				
146-6						a				
171-6						k a				
182-6						k i				
188-6						a				
196-6						ts u				
401-6						u s				
420-6						u				
442-6						s ɨ m i				
24-6						a				
78-6						u				
130-6						u				
14-7							k o r e			
18-7							d a r e			
35-7							h i t o u			
36-7							h u t a u			
48-7							n a ŋ a eː			
60-7							t o r			
63-7							s i r a m			
64-7							k i			
67-7							h a			
68-7							n e			
71-7							i			
76-7							h o n e			
83-7							ts u n o			
87-7							h a n e			
95-7							m i m i			
98-7							h a n a			
99-7							k u tɕ i			
-102-7							s i t a			
103-7							tɕ u m e			
110-7							t e			
116-7							m u n e			
120-7							n o m u			
132-7							k i k u			
139-7							k o r o s u			
140-7							o o u			
156-7							t a t o u			
168-7							tɕ u k i			
169-7							h o s i			
170-7							m i s u			
173-7							i s i			
180-7							k u m o			
185-7							ɸ a i			
186-7							m o e r u			
187-7							m i tɕ i			
190-7							a k a eː			
193-7							k i r eː			
194-7							s i r o eː			
195-7							k u r o eː			
216-7							m a r iː			
221-7							n a			
239-7							i tɕ u			
252-7							m i u			
253-7							w o u			
254-7							i tɕ u u			
266-7							k a e			
267-7							n a ŋ a r e r u			
268-7							u m i			
272-7							a m e			
276-7							a r a u			
281-7							m o s			
304-7							tɕ u a			
305-7							i i			
308-7							h a n a			
309-7							k u s a			
310-7							t o			
311-7							n i			
342-7							h u k i			
346-7							k u r a			
347-7							k i r u			
348-7							ɸ i r o eː			
351-7							t o			
361-7							o m eː			
379-7							k u s a a			
394-7							ɸ i t a r i			
395-7							m e ŋ			
400-7							ɸ i b a r u			
412-7							s a k e r u			
413-7							tɕ u i s a s u			
414-7							h o r u			
422-7							h u k u r r u			
423-7							k a ŋ a r u			
430-7							h a k u			
435-7							h u k u			
446-7							s i t a			
447-7							u e			
458-7							t o s i			
56-7							h i t o			
62-7							i n u			
65-7							k a w a			
70-7							t a n e			
75-7							k a a			
96-7							m e			
101-7							ɸ a			
114-7							k u i			
134-7							s i r u			
138-7							s i n u			
146-7							a r u u			
161-7							o			
171-7							k a w a			
182-7							k e m u r			
188-7							w a m a			
196-7							h o r u			
262-7							ɸ i r u m a			
300-7							h e s o			
313-7							e			
350-7							s e m a eː			
352-7							tɕ i k a eː			
396-7							h u r iː			
401-7							o s u			
420-7							o r u			
424-7							u t a u			
442-7							s i m e u e r u			
455-7							i k i r u			
15-7							a r e			
22-7							n a eː			
24-7							m i n a			
78-7							a t u r a i			
89-7							k e			
130-7							m i r u			
14-8								k o r e		
18-8								d a r e		
35-8								h i t o ts u		
36-8								h u t a u		
48-8								n a g a i		
60-8								t o r i		
63-8								s i r a m i		
64-8								k i		
67-8								h a		
68-8								n e		
71-8								i		
76-8								h o n e		
83-8								ts u n o		
87-8								h a n e		
95-8								m i m i		
98-8								h a n a		
99-8								k u i		
-102-8								s i t a		
103-8								ts u m e		
110-8								t e		
116-8								m u n e		
120-8								n o m u		
132-8								k i k u		
139-8								k o r o s u		
140-8								o r o u		
156-8								t a t o r u		
168-8								ts u k i		
169-8								h o s i		
170-8								m i s u		
173-8								i s i		
180-8								k u m o		
185-8								h a i		
186-8								m o e r u		
187-8								m i i		
190-8								a k a i		
193-8								k i r o i		
194-8								s i r o i		
195-8								k u r o i		
216-8								m a r u		
221-8								n a		
239-8								i ts u		
252-8								m i t u		
253-8								m o t u		
254-8								i ts u ts u		
266-8								k a s e		
267-8								n a k a r e r u		
268-8								u m i		
272-8								a m e a		
276-8								a r a u		
281-8								m u s i		
304-8								ts u a		
305-8								t i i		
308-8								h a n a		
309-8								k u s a		
310-8								t o		
311-8								n i		
342-8								u k i		
346-8								k u r a i		
347-8								k i r u		
348-8								h i r o i		
351-8								t o i		
361-8								o o t a i		
379-8								k u s a a		
394-8								h i t a r i		
395-8								m i g i		
400-8								h i b a r u		
412-8								s a k e r u		
413-8								ts u k i s a s u		
414-8								h o r u		
422-8								h u k u r e r u		
423-8								k a n g a e r u		
430-8								h a k u		
435-8								h u k u		
446-8								s i t a a		
447-8								u e		
458-8								t o s i		
62-8								i n u		
65-8								k a w a		
70-8								t a n e		
75-8								k a w a		
96-8								m e		
101-8								h a		
114-8								k u i		
119-8								k i m o		
134-8								s i t o r u		
138-8								s i n u		
146-8								a r u k u		
161-8								u		
171-8								k a w a		
182-8								k e m u r i		
188-8								m a m a		
196-8								m o r u		
262-8								h i r u a		
300-8								h e s o		
313-8								e		
350-8								s e m a i		
352-8								ts i k a i		
396-8								h u r ui		
401-8								o s u		
420-8								o o i r u		
424-8								u t a u		
442-8								s i m e u k r u		
455-8								i k i t o r u		
15-8								a r e		
22-8								n a i		
24-8								m i n n a		
49-8								o n a o		
78-8								a ts u r a		
89-8								k e		
130-8								m i r u		
14-9									k u ɴ	
18-9									t a r u	
35-9									ʔ i u i	
36-9									i a i	
48-9									n a a s a ɴ	
60-9									t u	
63-9									ʃ i a	
64-9									k i	
67-9									ʔ a	
68-9									n i u ɴ	
71-9									ʔ i	
76-9									h u n	
83-9									ɕ i n u	
87-9									h a i	
95-9									m i	
98-9									h a n a	
99-9									ʔ u i	
-102-9									ʃ i a	
103-9									ɕ i m	
110-9									t i	
116-9									m u n i	
120-9									n u m u ɴ	
132-9									tɕ i u ɴ	
139-9									ʔ s u r u	
140-9									ʔ u u ɴ	
156-9									t a t u	
168-9									ɕ i i	
169-9									h u s i	
170-9									m i s i	
173-9									ʔ i s i	
180-9									ʔ u m u	
185-9									h w a	
186-9									m u ts u ɴ	
187-9									m i ts i	
190-9									ʔ a s a ɴ	
193-9									ʔ i s a ɴ	
194-9									ʃ i s a ɴ	
195-9									ʔ u s a ɴ	
216-9									m a s a ɴ	
221-9									n a	
239-9									ʔ i ɕ i	
252-9									m i i	
253-9									m u i	
254-9									ʔ i ɕ i i	
266-9									ʔ a i	
267-9									n a g a u j u ɴ	
268-9									ʔ u m	
272-9									ʔ a m i	
276-9									ʔ a a u ɴ	
281-9									m u s	
304-9									ɕ i u	
305-9									ʔ	
308-9									h a n a	
309-9									ʔ u s a	
310-9									t u	
311-9									n	
342-9									ʔ u	
346-9									ʔ a s a ɴ	
347-9									tɕ i j u ɴ	
348-9									h w i s a ɴ	
351-9									t u s a ɴ	
361-9									ʔ i u s a ɴ	
379-9									ʔ u s a r i t a	
394-9									h w i a ɴ	
395-9									n i ɴ	
400-9									h w i a j u ɴ	
412-9									ʃ a i j u ɴ	
413-9									ʔ i s a s u ɴ	
414-9									h u j u ɴ	
422-9									h u k iː j u ɴ	
423-9									ʔ a n a j u ɴ	
430-9									h a u ɴ	
435-9									h u b u ɴ	
446-9									ʔ i	
447-9									ʔ i	
458-9									t u s i	
56-9									h i t u	
62-9									ʔ i n	
65-9									h a a	
75-9									h a	
96-9									m i	
101-9									h w a	
114-9									ʔ u ɴ	
119-9									tɕ i m u	
134-9									ʔ i u ɴ	
138-9									ʃ i n u ɴ	
146-9									ʔ a u ɴ	
161-9									ʔ u	
171-9									h a a	
182-9									k i u s	
196-9									m u ɴ	
262-9									h i u a	
300-9									ʔ u u	
313-9									ʔ a	
350-9									ʃ i a s a ɴ	
352-9									ʔ i a s a ɴ	
396-9									h u s a ɴ	
401-9									ʔ u s u ɴ	
420-9									ʔ u j u ɴ	
424-9									ʔ u t a u ɴ	
442-9									ʔ i m i j u ɴ	
455-9									ʔ i i u ɴ	
15-9									ʔ a ɴ	
22-9									h a	
24-9									m a	
49-9									ʔ u n a u	
89-9									h i	
14-10										k o r e
18-10										d a r e
35-10										h i t o u
36-10										h u t a u
48-10										n a ŋ a i
60-10										t o r i
63-10										s i r a m i
64-10										k i
67-10										h a
68-10										n e
71-10										i
76-10										h o n e
83-10										ts u n o
87-10										h a n e
95-10										m i m i
98-10										h a n a
99-10										k u tɕ i
-102-10										s i t a
103-10										ts u m e
110-10										t e
116-10										m u n e
120-10										n o m u
132-10										k i k u
139-10										k o r o s u
140-10										o t o u
156-10										t a t o r u
168-10										ts u k i
169-10										h o s i
170-10										m i s u
173-10										i s i
180-10										k u m o
185-10										h a i
186-10										m o e r u
187-10										m i tɕ i
190-10										a k a i
193-10										k i r o i
194-10										s i r o i
195-10										k u r o i
216-10										m a r u
221-10										n a
239-10										i ts u
252-10										m i t u
253-10										h o t u
254-10										i ts u u
266-10										k a e
267-10										n a ŋ a r e r u
268-10										u m i
272-10										a m e
276-10										a r a u
281-10										m u s i
304-10										ts u a
305-10										i i
308-10										h a n a
309-10										k u s a
310-10										t o
311-10										n i
342-10										h u k i
346-10										k u r a i
347-10										k i r u
348-10										h i r o i
351-10										t o i
361-10										o o t a i
379-10										k u s a r a
394-10										h i t a r i
395-10										m i ŋ i
400-10										h i b a r u
412-10										s a k e r u
413-10										ts u k i s a s u
414-10										h o r u
422-10										h u k u r e r u
423-10										k a n ŋ a e r u
430-10										h a k u
435-10										h u k u
446-10										s i t a a
447-10										u
458-10										t o s i
56-10										h i t o
62-10										i n u
65-10										k a w a
70-10										t a n e
75-10										k a w a
96-10										m e
101-10										h a
114-10										k u i
119-10										k i m o
134-10										s i t e r u
138-10										s i n u
146-10										a r u k u
161-10										u
171-10										k a w a
182-10										k e m u r i
188-10										h a m a
196-10										h o r u
262-10										h i r u m a
300-10										h e s o
313-10										e
350-10										s e m a i
352-10										ts i k a i
396-10										h u r i
401-10										o s u
420-10										o i r u
424-10										u t a u
442-10										s i m e u e r u
455-10										i k i t e r u
15-10										a r e
22-10										n a i
24-10										m i n n a
49-10										o n a o
78-10										a b u r a
89-10										k e
130-10										m i r u
