COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
491-2		dː ɨ n g ə d																	
545-2		tʃ ə tʃ																	
596-2		n ə kʼ ə																	
4-2		tʃ e r ə																	
106-2		m e ʃ e																	
254-2		e e m a																	
290-2		x a ə.h.e ə ə.h.e ə																	
602-2		m ɨ n																	
2-2		sː u sː u m																	
3-2		tʃ e rː e																	
61-3			d ə m																
63-3			ʔ a sː ɨ m																
107-3			g a m e r a																
112-3			d a b ə r a																
331-3			n ɨ g w sː																
377-3			b ɨ kʼ u r ə																
381-3			ʔ a t																
417-3			r u sː																
451-3			sː ə b a t																
454-3			ʔ a sː ɨ r																
484-3			sː ɨ sː ɨ sː t																
535-3			ʔ a sː ɨ r																
543-3			sː o sː t																
593-3			ʔ a m u sː																
640-3			m w a n																
1-3			d ə sː ə r ə m																
65-3			sː u																
163-3			sː ə ɲː ə																
212-3			ʔ e n																
244-3			ʔ a r b ə t																
248-3			m u r a																
293-3			sː ə r ə sː																
373-3			kʼ ɨ m a r																
408-3			b o r a																
414-3			d ə b a kʼ u ə a																
601-3			ʔ ə r																
642-3			n sː a sː																
60-3			n ə sː ə sː ə m																
115-3			ə sː a m																
209-3			sː ɨ sː u t																
242-3			ʔ a sː ɨ sː t																
415-3			tʼ ɨ r a b																
450-3			sː ə r																
490-3			tʼ ə tʼ w ə m																
638-3			sː ɨ n e																
645-3			kʼ a r																
75-3			ʔ a m b ɨ r																
160-3			tʼ ə r ə kʼ																
208-3			ʔ ɨ n kʼ w ə r a																
214-3			ʔ a b																
218-3			ʔ ɨ n sː ɨ r																
378-3			ʔ a n g ə t																
379-3			tʼ ə p ə																
409-3			g e t ə r ə																
497-3			t ə n																
598-3			h w e t																
646-3			ʔ a h ə																
164-3			b ə sː j ə m																
210-3			tʼ ə sː w ə r ə																
215-3			ʔ a sː e b ə t																
256-3			t u sː a																
285-3			m ɨ d a d																
332-3			ʔ ə g ɨ r																
380-3			ʔ ə sː w a																
412-3			sː a sː ə n																
496-3			w u r sː ə n b ə t																
64-3			d a z o																
67-3			w ɨ r																
169-3			n ə ɲː ə ɲː ə m																
251-3			tʼ e kʼ																
461-3			ɲː ɲː																
547-3			w ɨ ɲː a t																
597-3			ʔ e m ə ɲː a																
655-3			m ɨ ɲː t																
7-3			ʔ a r g a																
158-3			kʼ ə m sː sː																
168-3			ʔ ɨ m a r																
296-3			j ə h t																
372-3			k ə n ɲː ə r																
374-3			b ə kʼ o o																
375-3			t ə t																
385-3			w ɨ ɲː ə t																
411-3			t ɨ r a																
500-3			ʔ ɨ m ɨ r																
6-3			m ə r k a m a																
17-3			ʔ ə h ɨ r																
123-3			sː e m ə																
252-3			n ə k ə b ə m																
421-3			b ɨ ɲː ə																
448-3			kʼ ə p a n s ə n b ə t																
449-3			ʔ a tʃʼ ə m																
545-3			x ɨ n ə																
596-3			n ə g ə																
653-3			b ə t ɨ t																
4-3			g ɨ n tʼ ə																
254-3			dʒ ɨ m a t																
290-3			ʔ a ə ə tʃʼ ə m																
339-3			b ə kʼ r																
460-3			ə j ɨ t																
489-3			b w ə r p u m a																
552-3			p ɨ																
652-3			ʔ t ə t ə																
61-4				d ə m															
63-4				ʔ a sː ɨ m															
107-4				g ə m e r ə															
112-4				d a m ə r a															
331-4				n u g s															
377-4				b tʼ kʼ ʃ r ə															
381-4				ʔ a sː															
417-4				rː tʼ															
451-4				s o w a t															
454-4				ʔ a sː ɨ rː															
484-4				s ɨ tʼ ɨ s t															
535-4				ʔ a s ɨ r															
543-4				s tʼ s t															
593-4				ʔ a m sː s															
640-4				m a n															
1-4				d ə ʔ ə rː ə d.i															
65-4				ɲː ʃ															
163-4				s ə ɲː o															
408-4				b kː rː a															
414-4				d e b ə kʼ ɲː ʃ a															
601-4				ʔ ə rː ʃ															
642-4				n ə tʼ a s															
60-4				n a x ə s ə															
115-4				ʔ ə r a m															
450-4				ə r															
490-4				tʼ o r o															
638-4				s ɨ n e															
645-4				kʼ a sː															
75-4				ʔ a m b ɨ r															
160-4				ʃ ə rː ə kʼ															
378-4				ʔ a n g ə t															
379-4				o ʃ ə															
409-4				g ə t ə rː ə															
497-4				t ə n															
598-4				sː ʔ e sː															
646-4				ʔ a tʼ ə															
164-4				b ə kː o															
332-4				ʔ ə g ɨ rː															
380-4				ʔ ə e h ə															
412-4				s ə tʼ ɨ n															
64-4				d ə kː															
67-4				ɨ r															
169-4				n ə r ə ə d.i															
461-4				ɲː ɲː															
547-4				ʔ ɨ a t															
597-4				ʔ e m a ə ɲː o															
655-4				m ɨ t															
158-4				kʼ ə h h sː s															
168-4				ʔ ɨ m a rː															
372-4				kː a n sː a rː															
374-4				b ə kʼ ɲː kː															
375-4				ə b															
385-4				ɨ ɲː ə t															
411-4				ʔ a rː a s															
500-4				ʔ ɨ m ɨ r															
541-4				w a w ɨ r															
6-4				m ə r kː a m ə															
17-4				h ə ʃ ɨ rː															
330-4				ʔ a sː d															
421-4				b ɨ ə															
449-4				h ə ə															
545-4				x ɨ n g															
596-4				n ə g ə															
653-4				b ə tː ɨ t															
4-4				g ʔ ə															
8-4				kʼ a d a kː kː															
106-4				m ə ʔ ə															
339-4				b ə ʔ e r															
489-4				b ə rː ʃ k m a															
652-4				h e t d															
61-5					d ə m														
63-5					ʔ a sː ɨ m														
107-5					g a m e sː a														
112-5					d a b ə r a														
331-5					n ɨ g w s														
377-5					b ɨ kʼ u r ə														
381-5					ʔ a tː														
417-5					r u tʼ														
451-5					s ə b a t														
454-5					ʔ a ɲː ɨ r														
484-5					s ɨ sː ɨ s t														
535-5					ʔ a sː ɨ r														
543-5					s o s t														
593-5					ʔ a m u s														
640-5					m w a														
1-5					d ə tʼ ə r ə														
65-5					zː u														
163-5					s ə ɲː														
212-5					ʔ e n														
244-5					ʔ a r b ə t														
248-5					m u r a														
293-5					zː ə r ə sː														
373-5					kʼ ɨ m a n														
408-5					b o r a														
414-5					d ɨ b a kʼ u ɲː a														
601-5					ʔ ə r b														
642-5					n tʼ a s														
60-5					n ə sː ə sː ə														
115-5					ʔ ə sː a m														
209-5					s ɨ zː t														
242-5					ʔ a zː ɨ s t														
415-5					sː ɨ r a b														
450-5					sː ə l														
490-5					tʼ ə tʼ w ə														
638-5					s ɨ e														
645-5					kʼ a sː														
75-5					ʔ a m b ɨ r														
160-5					zː ə l ə kʼ														
208-5					ʔ ɨ n kʼ w ɨ														
214-5					ʔ a b														
218-5					ʔ ɨ n ɲː ɨ r														
378-5					ʔ a n g ə t														
379-5					b ə bː ə														
409-5					g e t ə r ə														
497-5					t ə n														
598-5					x w e tː														
164-5					b ə kː ə														
210-5					zː ə x w ə r														
215-5					ʔ a ɲː e b ə t														
256-5					t u bː a														
285-5					m ɨ d a d														
332-5					ʔ ə g ɨ r														
380-5					ʔ a x w a														
496-5					w u r s ə n b ə t														
64-5					d a zː o														
67-5					w ɨ l														
169-5					n ə dʒ ə ɲː ə m														
251-5					zː e kʼ														
294-5					m w ə kʼ														
461-5					ɲː e														
547-5					w ɨ ɲː a t														
597-5					ʔ e m ə zː a														
655-5					m ɨ ɲː t														
7-5					ʔ a zː g a														
168-5					ʔ ɨ m a r														
296-5					jː ə h u t														
372-5					k ə n ɲː ə r														
374-5					b ə kʼ o o														
375-5					sː ə b														
385-5					w ɨ ɲː ə t														
411-5					t ɨ r a s														
500-5					ʔ ɨ m ɨ r														
6-5					m ə dː k a m a														
17-5					ʔ ə x ɨ r														
113-5					b b a a														
123-5					bː e m ə														
252-5					nː ə kː ə b ə														
421-5					b ɨ ɲː ə														
448-5					kʼ ə ɲː a n s ə n b ə t														
449-5					ʔ a ə														
545-5					x ɨ nː ə w														
596-5					n ə g ə														
653-5					b ə tː ɨ t														
4-5					g i z ə														
8-5					kʼ ə b ə z o														
290-5					ʔ a g ə tʃʼ ə														
339-5					b ə m ɨ b														
460-5					x j ɨ t														
489-5					b w ə r bː u m a														
552-5					z ɨ														
602-5					m a a														
652-5					ʔ e t e t a														
3-5					ɨ nː ə														
61-6						e ə m													
63-6						ʔ ɨ s ɨ m													
107-6						g e m e sː													
112-6						e a b ə n ɨ													
331-6						n ɨ g e s													
377-6						b sː kʼ e e													
381-6						ʔ ɨ e e													
417-6						r sː sː													
451-6						s ə n ʔ u													
454-6						ħ ɨ sː i r													
484-6						s ɨ ʔ ɨ s t													
535-6						ʔ ɨ s ɨ r													
543-6						s e s t													
593-6						ħ ɨ m sː s													
640-6						m a e													
1-6						e ə tʼ ə e ə													
163-6						s ə sː ə													
212-6						ʔ sː n													
244-6						ʔ ɨ r e ʕ t u													
248-6						m sː e ɨ ʔ e													
293-6						sː ə r ə sː													
373-6						kʼ e m sː e													
408-6						b ə ʕ ɨ r ɨ													
601-6						ʔ ɨ rː e b ɨ ʔ													
642-6						n ɨ ai̯ a s													
60-6						n ə tʼ ə s ə													
115-6						e a m													
242-6						ħ ɨ sː ɨ s t													
415-6						sː ɨ n ɨ b													
450-6						f ə r ɨ ʔ													
490-6						sː e f ɨ													
638-6						s ɨ r e sː													
645-6						kʼ a e													
75-6						ħ a m.ə i e e													
208-6						ʔ ɨ n kʼ ɨ e ɨ w													
214-6						ʔ a ai̯													
218-6						ʔ ə sː u e													
409-6						ʕ a t ə r													
497-6						t ə sː													
598-6						s ə l ʔ t													
646-6						ʔ ɨ n t ə													
215-6						ʔ a sː sː ʔ e sː													
256-6						sː sː sː													
294-6						m.ə sː sː e n													
655-6						m.ə ɨ sː ɨ t													
158-6						ai̯ ə m e s.ə.m													
372-6						tʼ ə n tʼ ə r													
375-6						s ə b													
411-6						t r ʔ ə s													
500-6						ʔ ɨ b i ɨ													
541-6						ai̯ ə ai̯ i n													
113-6						b sː n e													
252-6						r ə f ɨ ʔ ə													
330-6						ai̯ e s e													
448-6						kʼ ə d a tʼ ɨ ə m ɨ ə tʼ													
106-6						m e s ɨ													
290-6						ʔ a g ə z ə													
460-6						f ɨ f ɨ t ə													
552-6						tʼ sː tʼ ə													
602-6						m i n sː													
2-6						ai̯ e ai̯ ə m													
61-7							d ə m												
63-7							ʔ a tʼ ɨ m												
107-7							g a m e r a												
112-7							d a m ə r a												
331-7							n ɨ g w s												
377-7							tʼ o kʼ r ə												
381-7							ʔ a tː												
417-7							r u tʼ												
451-7							s ə b a t												
454-7							ʔ a n ɨ r												
484-7							s ɨ d ɨ s t												
535-7							ʔ a s ɨ r												
543-7							s o s t												
593-7							ʔ a m u s												
640-7							m w a n												
1-7							d ə tʼ ə r ə m												
65-7							tʼ ɨ												
163-7							s ə n ə												
212-7							ʔ ə n												
244-7							ʔ a r m ə t												
248-7							m u r o												
293-7							tʼ ə r ə tʼ												
373-7							k.w m a r												
408-7							tʼ o r a												
414-7							d ə b a kʼ u n a												
601-7							ʔ ə r o												
642-7							n ə tʼ a s												
60-7							n ə tʼ ə s ə m												
115-7							ʔ ə r a m												
209-7							s n t												
242-7							ʔ a m ɨ s t												
415-7							tʼ ɨ r a b												
450-7							n ə r												
490-7							tʼ ə tʼ w ə m												
638-7							s ɨ n ə												
645-7							kʼ a n												
75-7							ʔ a m n ɨ r												
160-7							tʼ ə r ə kʼ												
208-7							ʔ ə n kʼ w ə r ə												
214-7							ʔ a b												
218-7							ʔ ɨ n n r												
378-7							ʔ a n g ə t												
379-7							n ə tʼ ə												
409-7							g ə t ə r ə												
497-7							t ə n												
598-7							x w e tː												
646-7							ʔ a t ə												
164-7							pː ə kː ə m												
210-7							n ə x.j w ə r ə												
215-7							ʔ a tʼ ə b ə t												
256-7							t u n a												
285-7							m ɨ d a d												
332-7							ʔ ə g ɨ r												
380-7							ʔ ə x w												
412-7							s a tʼ ɨ n												
496-7							u r s ə n b ə t												
64-7							d a n o												
67-7							w ɨ r												
169-7							n ə n ə n ə m												
251-7							n ə kʼ ə												
294-7							m m o kʼ m m ə												
461-7							tʼ n												
547-7							w ɨ n a t												
597-7							ʔ ə a m ə n ə												
655-7							m ɨ n t												
7-7							ʔ a zː g a												
158-7							k.w ə m b s												
168-7							ʔ ɨ m a r												
296-7							j ə x u t												
372-7							k ə n n ə r												
374-7							pː ə kʼ o ɨ o												
385-7							w ɨ n ə t												
411-7							t r a s												
500-7							ʔ ɨ m ɨ r												
6-7							m ə r k a m a												
17-7							ʔ ə x ɨ r												
123-7							pː ə m ə m												
252-7							n ə kː ə pː ə												
421-7							pː ɨ n ə												
448-7							kʼ ə pː a n s ə n pː ə t												
449-7							ʔ a b ə												
491-7							ə n g ə t												
545-7							x ɨ n o												
596-7							n ə g ə												
653-7							pː ə tː ɨ t												
8-7							kʼ ə tʼ ə zː o												
254-7							dʒ m t												
290-7							ʔ a o ə tʃʼ ə m												
460-7							x j ɨ t												
489-7							pː w ə r n ɨ m a												
552-7							n ɨ												
652-7							ʔ e t e t a												
3-7							tʼ ɨ n ə												
61-8								d ə m											
63-8								ʔ a sː ɨ m											
107-8								g a m e r a											
112-8								d a b ə r a											
331-8								n ɨ g s											
377-8								b u kʼ u r ə											
381-8								ʔ a t											
417-8								r u sː											
451-8								s ə b t											
454-8								ʔ a sː ɨ r											
484-8								s ɨ d ɨ s t											
535-8								ʔ a sː ɨ r											
543-8								s o s t											
593-8								ʔ a m u s											
640-8								m a n											
1-8								d ə sː ə r ə m											
65-8								sː u											
163-8								s ə sː ə											
212-8								ʔ e n											
244-8								ʔ a r b ə t											
248-8								m u r a											
293-8								sː ə r ə sː											
373-8								kʼ ɨ m a r											
408-8								b o r a											
414-8								d ɨ b a kʼ u a											
601-8								ʔ ə r o											
642-8								n sː a s											
60-8								n ə sː ə s ə											
115-8								ə r a m											
209-8								s ɨ n ɨ t											
242-8								ʔ a sː ɨ s t											
415-8								sː ɨ r a b											
450-8								sː ə r											
490-8								sː ə sː ə m											
638-8								s ɨ n ə											
645-8								kʼ a r											
75-8								ʔ a m b ɨ r											
160-8								sː ə r ə kʼ											
208-8								ʔ ɨ n kʼ u r											
214-8								ʔ a b											
218-8								ʔ ɨ n sː ɨ r											
378-8								ʔ a n g ə t											
379-8								sː ə p ə											
409-8								g e t ə r ə											
497-8								t ə n											
598-8								x e t											
646-8								ʔ a ɨ ə											
164-8								b ə sː ə m											
210-8								sː ə x ə r ə											
215-8								ʔ a tʼ e b ə t											
256-8								t u sː a											
285-8								m ɨ d a d											
332-8								ʔ ə g ɨ r											
380-8								ʔ ə tʼ											
412-8								s a tʼ ɨ n											
496-8								w u r s ə n b ə t											
64-8								d a tʼ o											
67-8								w ɨ r											
169-8								n ə ɲː ə sː ə m											
251-8								sː ɨ kʼ											
294-8								m ə kʼ											
461-8								sː ɨ											
547-8								w ɨ sː a t											
597-8								ʔ e m ə ɲː ə											
655-8								m ɨ ɲː t											
7-8								ʔ a r g a											
158-8								kʼ ə m a s											
168-8								ʔ ɨ m a r											
296-8								j ə sː u t											
374-8								b ə kʼ o m o											
385-8								w ɨ sː ə t											
500-8								ʔ ɨ m ɨ r											
6-8								m ə r k a m a											
17-8								ʔ ə x ɨ r											
123-8								sː e m ə											
252-8								n ə k ə h ə m											
421-8								b ɨ ɲː ə											
448-8								kʼ ə z a n s ə n b ə t											
449-8								ʔ a tʃʼ ə											
545-8								x ɨ n o											
596-8								n ə g ə											
653-8								b ə t ɨ t											
4-8								g ɨ ɲː ə											
8-8								kʼ ə b ə t o											
254-8								dʒ ɨ m a t											
290-8								ʔ a a ə tʃʼ ə m											
339-8								b ə kʼ ɨ r											
460-8								ɨ ɨ t											
489-8								b ə r p u m a											
552-8								p ɨ											
652-8								ʔ ɨ t e t a											
3-8								tʃʼ ɨ n a											
61-9									d ɨ m										
63-9									ʔ a tʼ ɨ m										
107-9									g b m ai̯ r a										
112-9									d a b ə r a										
331-9									n ɨ g b b										
377-9									b ɨ kʼ ə r ə										
381-9									ʔ a t										
417-9									r u ɲ										
451-9									b ə b ɨ t										
454-9									ʔ ɨ p ɨ r										
484-9									b ɨ d ɨ b t										
535-9									ʔ a s ɨ r										
543-9									b b b t										
593-9									ʔ a m u b										
640-9									m a n										
1-9									d ɨ ɲ ɨ r ə										
65-9									p u b										
163-9									s ə ɲ ə										
212-9									ʔ ai̯ r										
244-9									ʔ ɨ r b ə t										
248-9									m u r b										
293-9									p ə r ə p										
373-9									kʼ d m a r										
408-9									b ɨ r a										
414-9									d ə b ɨ kʼ u x a										
601-9									ʔ ə r ə b										
642-9									n ə ɲ a s										
60-9									n ə p ə s ə										
209-9									s ə b u t										
242-9									ʔ a d ɨ s t										
415-9									s ɨ r a b										
490-9									l ə ɲ ə										
638-9									s i n ai̯										
645-9									kʼ a r										
75-9									ʔ a m b ɨ r										
160-9									d ɨ r ɨ kʼ										
208-9									ʔ ɨ n kʼ b ɨ r ɨ										
214-9									ʔ a s										
218-9									ʔ ə n s ə r										
378-9									ʔ a n g ɨ t										
379-9									ɲ ɨ ʔ ɨ										
409-9									g ai̯ t ə r ə										
497-9									t ə n										
598-9									x ɨ r ʔ ai̯ t										
646-9									ʔ ɨ x ə										
164-9									b ə k ə										
210-9									p ə b w ə r ə										
215-9									ʔ a x ai̯ x ə t										
256-9									t u s a										
285-9									m ɨ d a d										
332-9									ʔ ə g ɨ r										
380-9									ʔ ə b b										
412-9									s ɨ tʼ ɨ n										
496-9									w u r s ə n b ə t										
64-9									d a z ʔ b										
67-9									w ɨ r										
169-9									n ə p ə ɲ ə ʔ										
251-9									s s kʼ										
294-9									m b kʼ										
461-9									ɲ ai̯										
547-9									w ɨ ɲ a t										
597-9									ʔ ə m ə ɲ ə										
655-9									m ɨ p t										
7-9									ʔ a s g a										
168-9									ʔ ɨ m a r										
296-9									s ə x u t										
372-9									k ə n ɲ ə r										
374-9									b ə kʼ w ə ə ə										
375-9									b ə x										
385-9									w ɨ ɲ ə t										
411-9									t ɨ r a b										
500-9									ʔ ɨ m ə r										
541-9									b ɨ b ɨ ɨ										
6-9									m ə r k a m a										
17-9									ʔ ə x ɨ r										
113-9									b b b ə										
123-9									s ai̯ m ə										
252-9									n ə k ə b ə										
421-9									d ɨ d ə										
448-9									kʼ ə p a n s ə n x ə t										
491-9									d ɨ n g ə b										
545-9									x ɨ n j										
596-9									n ə g ə										
653-9									d ə t i t										
4-9									g i ɲ ʔ ə										
8-9									kʼ ə b ə s ə										
254-9									dʒ b m a t										
339-9									b ɨ k ə r										
489-9									b ə r p u m a										
552-9									p ə										
652-9									ʔ ə t ə t a										
61-10										t ə m									
63-10										s a s m									
107-10										tʃʼ aː m l s									
112-10										t aː b ə aː									
331-10										s tʃʼ s s									
377-10										b ɨ kʼ l tʃʼ									
381-10										ħ aː d									
417-10										r s ħ									
451-10										s a i b t									
454-10										ħ a tʃʼ r i									
484-10										s t s t									
535-10										ħ aː s r									
543-10										s s s t									
593-10										ħ aː m s s									
640-10										m aː s i									
1-10										d ə b e s ə									
65-10										ɲ s b									
163-10										s ə t a									
212-10										ħ ħ s									
244-10										ħ aː r b a t									
248-10										m s tʃʼ aː									
293-10										ħ ə r ə s									
373-10										kʼ m aː l									
408-10										b ɨ ħ r s									
414-10										t ə b s s s a									
601-10										s a r ħ b									
115-10										l a m									
209-10										s s s s t									
242-10										ħ aː s s t									
415-10										tʃʼ a b									
490-10										ɲ ɨ b ħ ɨ									
160-10										d a r a kʼ									
208-10										s ɨ s kʼ kʼ s kʼ									
218-10										s s s ħ s s									
378-10										s a s tʃʼ a t									
379-10										ɨ a f									
497-10										t a s									
598-10										b s s s									
646-10										s a t ə									
164-10										b ə tʃʼ a									
210-10										d a f e s f									
256-10										t s r a									
285-10										s s tʃʼ a d									
380-10										s a f aː s									
412-10										s a f ɨ									
64-10										d a ɲ ɲ									
169-10										b a r s a f a f ə									
461-10										tʃʼ f									
547-10										s s f a s									
411-10										i t i r i s									
541-10										kʼ ə t.ə.w i									
113-10										b uː									
123-10										s s s a									
491-10										d i tʃʼ a t									
254-10										tʃʼ s m aː t.i									
339-10										b a s s s									
602-10										m i									
2-10										f uː ħ i m									
61-11											u ə u								
63-11											u a tʼː ɨ m								
107-11											g u u u tʃʼ a								
112-11											u a u ə n a								
331-11											n u g w u tʃʼ m								
377-11											tʃʼ u kʼ u tʃʼ ə								
381-11											u a tʃʼ								
417-11											u u tʼː								
451-11											tʃʼ ə ʔ ɲ a u m								
454-11											u a tʃʼ u u								
484-11											tʃʼ u tʃʼ ɨ tʃʼ u m m								
535-11											u a tʃʼ ɨ u								
543-11											tʃʼ u ʔ m tʃʼ u m								
593-11											u a u u tʃʼ								
640-11											u w a n								
1-11											u ə tʼː ə tʃʼ ə m								
65-11											ɲ u tʃʼ								
163-11											tʃʼ ə ɲ ə								
212-11											u u n ʔ								
244-11											u a u p ə ʔ ʔ u								
248-11											u ʔ u u ʔ ʔ a								
293-11											tʃʼ ə u ə tʃʼ								
373-11											kʼ u u a u								
408-11											tʼː u ʔ r a								
414-11											u u tʃʼ a kʼ u ɲ a								
601-11											u ə r u tʃʼ								
642-11											ʔ ɨ n ə tʼː a u								
60-11											n ə tʼː ə u ə m								
115-11											ʔ ə tʃʼ a u								
209-11											tʃʼ u tʃʼ ʔ u n u								
242-11											u a u ʔ u tʃʼ u m								
450-11											tʼː ə u ʔ								
490-11											tʼː ə tʼː w ə m								
638-11											u ɨ n u ʔ								
645-11											kʼ a tʼː								
75-11											ʔ a m ɲ ɨ r								
160-11											p ə r ə kʼ								
208-11											ʔ u n kʼ w u u ʔ ʔ ʔ								
214-11											u a p								
218-11											u u n h u r								
378-11											ʔ a n g ə t								
379-11											ɲ ə p ə								
409-11											u ə d ə u ə								
497-11											t ə n								
598-11											u u t								
646-11											ʔ a ʔ m u ə m								
164-11											ɲ ə k ə								
210-11											p ə u ʔ ə r ə								
215-11											ʔ a t p ə d								
256-11											d u h a								
285-11											u u tʃʼ a u								
332-11											ʔ ə g ɨ r								
412-11											tʃʼ a tʃʼ ɨ n ʔ								
496-11											w u g u ə n p ə d								
64-11											d a tʼː ʔ ʔ u								
67-11											w ɨ r								
169-11											n ə ɲ ə ɲ ə ə								
251-11											p u kʼ u ʔ								
294-11											ʔ ʔ u ʔ ʔ ə u ʔ j								
461-11											ɲ u								
547-11											w ə ɲ a t								
597-11											u ə ə ə ɲ o								
655-11											m u ɲ t								
7-11											ʔ a sː g a								
168-11											ʔ u a r								
296-11											u ə ʔ ʔ u d a								
372-11											k ə n sː ə r								
374-11											ɲ ə kʼ ɲ ə p								
375-11											u ə u ʔ ʔ								
385-11											w ɨ ɲ ə t								
500-11											ʔ a ɨ r								
541-11											u ə h ɨ n								
6-11											m ə r k a m a								
17-11											ʔ ə ʔ ɨ r								
252-11											n ə k ə p ə								
421-11											ɲ u ɲ a								
448-11											kʼ ə p a n ə n p ə d								
449-11											ʔ a ə u ə m								
491-11											u ɨ n g ə u								
545-11											ʔ u n u								
596-11											n ə g ə								
653-11											ɲ ə t ə d								
4-11											g j u ɲ ə								
106-11											u ə tʃʼ ʔ ɨi̯ ʔ								
254-11											dʒ u u ʔ a t ʔ								
339-11											b ə ʔ ə r ə								
460-11											ʔ u d ʔ								
489-11											p w ə r p u a								
652-11											ʔ ə t ə w d a								
3-11											t u n ʔ ə								
61-12												t ə m							
