COGID	1	10	2	3	4	5	6	7	8	9
1396-5					s o f u					
1430-5					i s o					
1767-5					k o k o					
2286-5					l a					
2317-5					β u β a					
2419-5					s e k					
2750-5					e e i					
3018-5					ʃ i l					
3275-5					k a n a					
3441-5					s i ŋ g a					
3885-5					s u m o					
4192-5					β i u m a					
4260-5					s w a					
4350-5					l e e l o					
278-5					β a					
745-5					t a k o					
3971-5					k m					
55-5					a a m					
94-5					β u k o					
2717-5					ŋ g ŋ g a					
4139-5					β i a a					
200-5					β i					
374-5					l a l					
508-5					p f u					
528-5					β i l i					
575-5					t a					
1303-6						k ɔ m				
1755-6						a a				
448-6						k o o				
1475-6						k a				
3397-6						m a l				
2286-6						l				
278-6						m				
2717-6						k a o b a				
2689-7							a a a			
893-7							a n a			
1285-7							d w a			
1303-7							k o m a			
2197-7							s a a a			
2828-7							i i a			
3572-7							s o n i			
1095-7							t i m a			
1755-7							t a			
1789-7							k a a a ŋ g a			
3519-7							t u m a			
3686-7							i m b a			
4249-7							k u b i			
4451-7							v i z i			
814-7							g o m b e			
1216-7							k a v a			
1475-7							k w a			
2026-7							t w e			
2775-7							v u m b a			
3826-7							o o k a			
4003-7							i v a			
4040-7							k a n i			
84-7							u u u			
116-7							s i k			
181-7							k o ŋ g g			
419-7							o o k a			
587-7							o ŋ g o			
660-7							t e a a			
848-7							k a a a			
1122-7							v i a a			
1159-7							u a			
1374-7							n a a n a			
1396-7							s v u			
1430-7							i n o			
1906-7							i ŋ g i a			
2177-7							ŋ g a			
2419-7							s e k a			
3018-7							z i a a			
3275-7							k a a a			
3441-7							s e ŋ g a			
3464-7							v o n a			
3639-7							t e t e b a			
3885-7							v u m o			
4192-7							v i m b a			
745-7							t a k o			
3971-7							k m m a			
55-7							a m a			
2717-7							ŋ g ŋ g a			
4139-7							m i n a			
93-7							k o o o			
459-7							o u b a			
575-7							t a			
2689-8								k a m a		
1285-8								n w a		
1303-8								k o m a		
2197-8								t a a a		
2828-8								t i a		
3572-8								ʃ o n i		
1755-8								n a		
1789-8								k a a a ŋ g a		
3207-8								v u r a		
3519-8								t u m a		
3686-8								i m b a		
4249-8								k u m i		
4451-8								v i d i		
814-8								k o m b a		
1228-8								v w a		
2026-8								t w a		
2775-8								v u m b a		
3826-8								p o k a		
4040-8								k a w i		
181-8								k ô o g a a		
660-8								r a a a		
848-8								k a a a		
1083-8								t i a a		
1159-8								k a		
1350-8								r a a		
1396-8								t o v u		
1666-8								t a a a		
2177-8								ŋ g a		
2317-8								v u v a		
4260-8								ʃ w a		
745-8								t a k ô		
3971-8								k a m a		
94-8								v ô k ô		
2717-8								ŋ g ŋ g a a		
4139-8								m i n a		
43-8								d i m u		
575-8								t a		
871-8								t a m a		
2689-9									k a a a	
893-9									a a a	
1285-9									n w a	
1303-9									k o m a	
2197-9									s a l a	
2828-9									s i n a	
3572-9									s o n i	
1095-9									s i b a	
1789-9									k a l a a g a	
3207-9									b ʊ l a	
4249-9									k ʊ b i	
4451-9									b i s i	
630-9									b e e l a	
814-9									k o m b e	
1228-9									b b a	
1418-9									s i b a	
1475-9									k b a	
2026-9									k b e	
2775-9									b ʊ m b a	
3397-9									b o l a	
3826-9									s o a a	
4003-9									i b a	
4040-9									k e i i	
4373-9									l i b i	
4384-9									i n o	
116-9									s i k a	
181-9									k o ŋ g g o	
1083-9									l i l a	
1374-9									n a a a a	
1430-9									i s o	
1666-9									s a a a	
1767-9									k o k o	
1906-9									i ŋ g i a	
2177-9									ŋ g a	
2419-9									s i k a	
2750-9									e e i	
3018-9									s i l a	
3441-9									s a b g a a	
3885-9									s ʊ m o	
3981-9									i b a	
4260-9									s i a	
4350-9									l e e l o	
278-9									b a	
745-9									s a k o	
55-9									k a b a	
94-9									b o k o	
4139-9									b i n a	
200-9									b i	
528-9									b i l i	
871-9									s a b a	
2689-10										a a a
893-10										a n a
1285-10										k w a
2197-10										s a l
2828-10										s i a a
1095-10										l i a a
1755-10										a a
3207-10										b ʊ l a
3519-10										r ʊ m a
448-10										k u i
630-10										b ɛ l l a
1216-10										χ a b a
1418-10										s i a a
2775-10										b ʊ m b a
3397-10										b a l a
4373-10										l i r i
4384-10										i a a
84-10										k ʊ k ʊ
1083-10										l i l a
1122-10										b i a a
2286-10										l a
2317-10										b ʊ b a
3018-10										s i a a
3275-10										χ a n a
3464-10										b a a a
3639-10										r ɛ r ɛ w a
3885-10										k u m o
3981-10										i a a
94-10										b o k ɔ
4139-10										b i n a
43-10										s i k ʊ
374-10										a a a a
459-10										l ʊ a
508-10										ɔ ɔ b u
871-10										r a a a
