COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
765-1	tsʰ ɛi							
788-1	l u m							
615-1	l a k							
803-1	ɕ u							
802-1	l a k							
808-1	p ɛi							
809-1	tsʰ u							
819-1	d u k							
821-1	ɕ ɛi							
820-1	p ɛi							
828-1	dʑ a k							
827-1	p u							
835-1	h ɛi							
308-1	l u							
844-1	ʑ a p							
848-1	l u							
705-1	l ɛi							
613-1	u							
649-1	kʰ j ɛ k							
876-1	kʰ u							
878-1	j u ŋ							
889-1	tɕʰ a n							
898-1	h u k							
902-1	tɕʰ u ŋ							
910-1	u ŋ							
916-1	l ɛi							
919-1	l ɛi							
922-1	dʑ a k							
930-1	tsʰ u							
933-1	t ɛi							
939-1	z j ɛ k							
947-1	j u ŋ							
948-1	h u ŋ							
963-1	ɕ ɛi							
967-1	tɕʰ u k							
969-1	ɕ							
970-1	dʑ a k							
972-1	ɲ u							
731-1	l u							
973-1	tɕʰ u ŋ							
974-1	h a n							
979-1	tɕʰ u ŋ							
182-1	kʰ u							
993-1	h a n							
994-1	j u							
1001-1	s u							
1002-1	d u k							
1005-1	tɕʰ u p							
1009-1	kʰ ɛi							
1022-1	ɕ a							
1021-1	dʑ u k							
1043-1	h u ŋ							
1049-1	t ɛ s							
1065-1	tɕʰ a n							
1068-1	j u							
1077-1	l u ŋ							
1081-1	j u ŋ							
1084-1	kʰ u ŋ							
1092-1	ɕ i							
1091-1	tsʰ u							
1096-1	h u							
1097-1	tsʰ u							
1102-1	ɲ u							
1104-1	t ɛ s							
1108-1	tɕʰ a k							
552-1	tsʰ u							
1111-1	pʰ ɛ a							
1116-1	ʑ a n							
722-1	kʰ ɛi							
1141-1	j u ŋ							
1147-1	p ɛi							
1146-1	ɕ u							
1150-1	kʰ u ŋ							
1151-1	u ŋ							
1158-1	tɕʰ a k							
1159-1	p u							
1164-1	t ɔ							
1163-1	l ɛi							
1167-1	tɕʰ a ŋ							
1171-1	l u							
1177-1	ʑ a n							
1187-1	kʰ ɛi							
1189-1	h a k							
52-1	kʰ u							
1195-1	ɕ ɛi							
1203-1	t u k							
1211-1	j u							
329-1	l ɛi							
1217-1	m a n							
72-1	kʰ u							
1218-1	tɕʰ a k							
1222-1	tɕʰ u ŋ							
1229-1	tɕʰ u ŋ							
1238-1	t u ŋ							
1249-1	l ɛi							
1252-1	j u							
1254-1	h ɔ n							
1253-1	s u ŋ							
1257-1	kʰ a n							
1263-1	tɕʰ ɛi							
1266-1	dʑ a k							
584-1	t u ŋ							
7-1	ɔ ɔ							
1191-1	h j u ŋ							
13-1	tɕʰ u							
18-1	p a							
33-1	ʑ a n							
74-1	pʰ a p							
81-1	d a ŋ							
83-1	s a k							
89-1	tʰ ɔ ŋ							
90-1	ʑ a n							
123-1	tɕʰ a k							
122-1	kʰ a n							
121-1	m ɛi							
154-1	tɕʰ a							
159-1	ɕ a							
161-1	ɕ ɔ							
170-1	pʰ ɛ t							
91-1	a							
181-1	l a							
186-1	dʑ a							
191-1	ɕ u							
217-1	kʰ ɛi							
221-1	tɕʰ a							
252-1	tɕʰ ɛi ŋ							
253-1	j a ŋ							
261-1	t u							
262-1	ɕ u							
281-1	tɕʰ a k							
287-1	ɲ a ŋ							
288-1	l a							
292-1	p a k							
297-1	d ɔ k							
311-1	kʰ i							
332-1	t ɔ							
358-1	j ɔ ŋ							
366-1	kʰ a							
378-1	tɕʰ a k							
382-1	j ɛi							
392-1	tɕʰ a k							
397-1	p a							
471-1	h u ŋ							
477-1	b u							
478-1	l a							
481-1	tɕʰ a k							
483-1	s a ŋ							
511-1	kʰ							
525-1	ɕ ɔ							
542-1	d a ŋ							
638-1	ʑ ɛi ŋ							
656-1	tɕʰ a							
657-1	d u ŋ							
659-1	p u							
711-1	s u							
745-1	ʑ a n							
818-1	tʰ ɛi k							
825-1	kʰ a							
839-1	tɕʰ a							
841-1	j ɛi							
894-1	pʰ l u							
932-1	ɕ ɔː							
1-2		d a						
5-2		h a						
4-2		tʰ y k						
6-2		n y ŋ						
15-2		d a						
55-2		l a						
56-2		a						
60-2		s a						
61-2		d y ŋ						
80-2		dʑ ɔ̃ː k						
87-2		tɕʰ a						
86-2		pʰ l a						
92-2		pʰ r a						
102-2		l a						
106-2		pʰ a k						
108-2		d u						
107-2		pʰ l uː						
112-2		pʰ y ŋ						
115-2		s						
114-2		d y ŋ						
120-2		d y						
124-2		a						
125-2		tʰ y k						
132-2		s a						
131-2		r y ŋ						
136-2		m a						
134-2		tɕʰ ɐ k						
137-2		a						
138-2		d a k						
140-2		h a						
143-2		tɕʰ ɛˀ k						
145-2		tɕʰ y						
147-2		h a						
149-2		m ɐ k						
153-2		s						
152-2		tɕ y ŋ						
158-2		tɕʰ ɐ						
163-2		l a						
164-2		n a						
167-2		pʰ y ŋ						
171-2		n y ŋ						
172-2		pʰ y k						
173-2		tʰ y						
183-2		l a						
185-2		m a						
188-2		kʰ y ŋ						
189-2		tɕ y ŋ						
193-2		h a						
196-2		m a						
199-2		tɕʰ a						
200-2		pʰ y ŋ						
201-2		tɕʰ a						
202-2		kʰ ɐ						
203-2		d y ŋ						
204-2		b a						
206-2		n a ŋ						
117-2		b a						
146-2		tɕʰ ɛˀ						
219-2		pʰ ɐ̃						
218-2		tɕʰ y						
224-2		m y ŋ						
240-2		tɕʰ ɛˀ k						
244-2		j a						
255-2		n ɐ						
260-2		b a						
263-2		l a						
269-2		b pʰ a						
271-2		tɕʰ a k						
209-2		tɕʰ ɛˀ						
277-2		n a						
278-2		d y ŋ						
135-2		t u						
284-2		m a						
797-2		a						
290-2		l y ŋ						
289-2		tɕʰ a k						
296-2		n a						
310-2		s m						
319-2		a						
325-2		l a						
327-2		d u						
331-2		kʰ a						
337-2		b m y ŋ						
338-2		l y ŋ						
339-2		a						
350-2		kʰ y						
349-2		tʰ y ŋ						
357-2		tɕʰ a						
355-2		a						
363-2		n a ŋ						
361-2		d a						
365-2		s a ŋ						
364-2		tʰ ɛ ʔ						
375-2		r a k						
379-2		z a ʔ						
380-2		kʰ a						
396-2		j a						
400-2		m a						
405-2		d y ŋ						
404-2		s y ŋ						
409-2		r dʑ a k						
410-2		pʰ ɐ k						
415-2		b a						
416-2		b a						
101-2		n y ŋ						
37-2		kʰ a						
424-2		h a						
434-2		tɕʰ y ŋ						
445-2		b						
446-2		s a						
451-2		t a						
457-2		n a ŋ						
456-2		pʰ r a						
464-2		pʰ tʰ y ŋ						
473-2		tɕʰ a						
474-2		y ŋ						
479-2		s y ŋ						
489-2		j a						
490-2		z y						
494-2		s a						
503-2		kʰ a						
502-2		s y ŋ						
235-2		l y ŋ						
519-2		l a						
523-2		a k						
527-2		pʰ tɕʰ y ŋ						
538-2		s						
544-2		j a ŋ						
850-2		a						
554-2		d a						
553-2		r y ŋ						
558-2		d y ŋ						
561-2		s a						
562-2		d a						
564-2		j ɛː						
567-2		m a						
570-2		b a						
575-2		a						
582-2		l a						
585-2		a						
589-2		tʰ y ŋ						
593-2		d y ŋ						
594-2		l y ŋ						
595-2		tʰ y						
596-2		n a k						
598-2		z y						
599-2		d y						
602-2		z a						
603-2		l a						
606-2		s y ŋ						
605-2		b a						
620-2		l a						
637-2		pʰ ɐ k						
639-2		d a						
645-2		kʰ a						
646-2		r y ŋ						
168-2		h dʑ a k						
658-2		h a ŋ						
665-2		d a						
668-2		h a						
677-2		tʰ y ŋ						
75-2		d y ŋ						
678-2		s a						
682-2		m y ŋ						
493-2		z a						
693-2		s a						
694-2		m u						
702-2		tɕ y n						
704-2		m a						
176-2		l a						
709-2		s						
710-2		tʰ y						
714-2		m tɕ ɛ						
718-2		kʰ ə						
719-2		dʑ y ŋ						
22-2		m a						
723-2		tɕ y ŋ						
726-2		s y ŋ						
729-2		b m						
730-2		r a						
739-2		pʰ l uː						
740-2		b a						
741-2		tɕʰ ɐ k						
744-2		a						
743-2		h y ŋ						
746-2		d y ŋ						
748-2		d y						
747-2		kʰ a						
749-2		tʰ y ŋ						
751-2		tʰ y						
762-2		n y ŋ						
764-2		h y ŋ						
765-2		dʑ a						
788-2		l y ŋ						
615-2		l a k						
803-2		s a						
802-2		j ɐ k						
808-2		b a						
809-2		d a						
819-2		d y k						
821-2		s a						
820-2		b a						
828-2		z a k						
827-2		b a						
835-2		l a						
308-2		r a						
844-2		z a						
848-2		m a						
705-2		l a						
613-2		a						
649-2		h dʑ a k						
876-2		tɕʰ a						
878-2		l y ŋ						
889-2		h y						
898-2		n y k						
902-2		h y ŋ						
910-2		y ŋ						
916-2		l a						
919-2		l a						
922-2		z a k						
930-2		tɕʰ a						
933-2		kʰ a						
939-2		l dʑ a k						
947-2		l y ŋ						
948-2		n y						
963-2		z a						
967-2		tɕʰ y k						
969-2		s						
970-2		pʰ ɐ k						
972-2		l a						
731-2		m a						
973-2		tʰ y ŋ						
974-2		n a						
979-2		tɕ y ŋ						
182-2		kʰ a						
993-2		n a						
994-2		j a						
1001-2		s a						
1002-2		d y						
1005-2		tɕʰ y						
1009-2		kʰ a						
1022-2		s ə						
1021-2		dʑ a k						
1043-2		l y ŋ						
1049-2		tʰ y						
1065-2		tɕʰ y						
1068-2		j a						
1077-2		l y ŋ						
1081-2		r y ŋ						
1084-2		h y ŋ						
1092-2		m ə						
1091-2		tɕʰ a						
1096-2		l a						
1097-2		d a						
1102-2		l a						
1104-2		tʰ y						
1108-2		tɕʰ ɛˀ k						
552-2		d a						
1111-2		pʰ r uː						
1116-2		z a						
722-2		kʰ a						
1141-2		j y ŋ						
1147-2		b a						
1146-2		z a						
1150-2		h b y ŋ						
1151-2		y ŋ						
1158-2		pʰ ɐ k						
1159-2		d a						
1164-2		tʰ u						
1163-2		l a						
1167-2		s y ŋ						
1171-2		l a						
1177-2		z y						
1187-2		kʰ a						
1189-2		n ɐ						
52-2		kʰ a						
1195-2		z a						
1203-2		tʰ y k						
1211-2		j a						
329-2		r a						
1217-2		n a						
72-2		kʰ a						
1218-2		tɕʰ ɛˀ k						
1222-2		tɕʰ y ŋ						
1229-2		tɕ y ŋ						
1238-2		d y ŋ						
1249-2		l a						
1252-2		j a						
1254-2		n ə						
1253-2		z y ŋ						
1257-2		kʰ ɐ						
1263-2		d a						
1266-2		tɕʰ ɐ k						
584-2		d y ŋ						
7-2		a a						
1191-2		r tɕ a ŋ						
18-2		b i						
33-2		n øˀ						
74-2		pʰ a ŋ						
81-2		s ɛˀ ŋ						
83-2		z a k						
104-2		m ə						
123-2		tɕʰ u						
122-2		kʰ y						
121-2		m u						
154-2		h a						
161-2		t a						
170-2		tʰ ɐ k						
91-2		a						
181-2		l a						
186-2		tɕʰ ɛˀ						
191-2		z a						
211-2		pʰ ɐ						
210-2		kʰ u						
217-2		t a						
221-2		n y						
233-2		d u						
246-2		tʰ yː						
252-2		tɕ y ŋ						
253-2		l ɐ ŋ						
261-2		d a						
262-2		m a						
281-2		tɕʰ ɛ k						
287-2		l y ŋ						
288-2		l y						
292-2		t y k						
297-2		dʑ a k						
332-2		t a						
342-2		a k						
358-2		n ɔː ŋ						
366-2		kʰ ə						
378-2		dʑ u k						
382-2		j y						
392-2		tɕʰ ɔ k						
397-2		b a						
437-2		h u						
444-2		pʰ l ɐ k						
465-2		tɕʰ u						
471-2		z a ŋ						
477-2		d ɛ						
478-2		r a						
481-2		tɕʰ ɛˀ k						
483-2		z a ŋ						
500-2		s i ŋ						
511-2		kʰ						
525-2		dʑ a						
542-2		tɕʰ ɔ ŋ						
625-2		l u ŋ						
638-2		n ɐ ŋ						
640-2		b tɕʰ ɐ						
656-2		s ə						
657-2		tʰ y ŋ						
818-2		tʰ y k						
825-2		d a						
839-2		tɕʰ ɛˀ						
841-2		n ɐ						
932-2		m						
1-3			d a					
5-3			l e					
4-3			t a k					
6-3			s a ŋ					
15-3			d i					
55-3			l e					
56-3			ɔ					
60-3			ɕ e					
61-3			tʰ u ŋ					
80-3			tɕʰ a k					
87-3			d ai					
86-3			pʰ a a					
92-3			pʰ a a					
102-3			ɕ ai					
106-3			pʰ a k					
108-3			d e					
107-3			pʰ l a					
112-3			pʰ a ŋ					
115-3			ɕ n					
114-3			t u ŋ					
120-3			d a					
124-3			ɔ					
125-3			d a k					
132-3			ɕ e					
131-3			l a ŋ					
136-3			ɕ e					
134-3			kʰ a k					
137-3			ɔ					
138-3			d a k					
140-3			pʰ a					
143-3			tɕʰ a k					
145-3			tɕʰ u n					
147-3			ɕ u					
149-3			d a k					
153-3			ɕ u					
152-3			kʰ u ŋ					
158-3			pʰ a k					
163-3			l e					
164-3			l a					
167-3			pʰ a ŋ					
171-3			s u ŋ					
172-3			pʰ a k					
173-3			tʰ a n					
183-3			l e					
185-3			l a					
188-3			kʰ ɔ ŋ					
189-3			tɕʰ u ŋ					
193-3			ɕ u					
196-3			m a n					
199-3			d i					
200-3			kʰ a ŋ					
201-3			d ai					
202-3			kʰ ɔ k					
203-3			t u ŋ					
204-3			p a					
206-3			s a ŋ					
117-3			p a					
146-3			tsʰ e t					
219-3			pʰ p ɔ					
218-3			d i					
224-3			m a ŋ					
240-3			tɕʰ a k					
244-3			j a t					
255-3			ɕ a n					
260-3			p ai					
263-3			l u					
269-3			kʰ a k					
271-3			pʰ a k					
209-3			tsʰ e t					
277-3			m e n					
278-3			tʰ a ŋ					
135-3			d e					
284-3			l a					
797-3			ɔ					
290-3			l a ŋ					
289-3			ts a k					
296-3			l e					
310-3			ɕ a					
319-3			ɔ					
325-3			l e					
327-3			d a					
331-3			d ai					
337-3			b a ŋ					
338-3			j u ŋ					
339-3			ɔ n					
350-3			d ɔ					
349-3			tʰ u ŋ					
357-3			d a					
355-3			ɔ					
363-3			ɕ ɔ ŋ					
361-3			d a					
365-3			s a ŋ					
364-3			pʰ a k					
375-3			l a k					
379-3			ɕ a t					
380-3			kʰ ai					
396-3			j u					
400-3			l a					
405-3			t a ŋ					
404-3			s u ŋ					
409-3			l a k					
410-3			pʰ a k					
415-3			p ai					
416-3			p a					
101-3			s a ŋ					
37-3			kʰ ai					
424-3			d ai					
434-3			tɕʰ a ŋ					
445-3			p					
446-3			ɕ e					
451-3			t a					
457-3			ɕ a ŋ					
456-3			pʰ a a					
464-3			b a ŋ					
473-3			tsʰ i					
474-3			ɔ ŋ					
479-3			ʑ a ŋ					
489-3			j u					
490-3			m a n					
494-3			ɕ e					
503-3			d ai					
502-3			ʑ a ŋ					
235-3			l u ŋ					
519-3			l e					
523-3			a k					
527-3			kʰ u ŋ					
538-3			ɕ					
544-3			j u ŋ					
850-3			ɔ					
554-3			d i					
553-3			d u ŋ					
558-3			tɕʰ u ŋ					
561-3			ɕ a					
562-3			p ai					
564-3			j a					
567-3			l ai					
570-3			d a					
575-3			ɔ					
582-3			l e					
585-3			ɔ t					
589-3			t u ŋ					
593-3			d a ŋ					
594-3			l u ŋ					
595-3			tʰ a n					
596-3			ɕ a k					
598-3			ʑ a t					
599-3			d a s					
602-3			ɕ ai					
603-3			l a k					
606-3			s u ŋ					
605-3			p ai					
620-3			l e					
637-3			pʰ a k					
639-3			d ɔ					
645-3			d ai					
646-3			l a ŋ					
168-3			ɕ a k					
658-3			tɕʰ a ŋ					
665-3			d a					
668-3			d a					
677-3			t u ŋ					
75-3			t u ŋ					
678-3			ɕ a					
682-3			m a ŋ					
493-3			ʑ a					
693-3			ɕ e					
694-3			l a					
702-3			tɕʰ u ŋ					
704-3			l a					
176-3			l a					
709-3			ʑ u n					
710-3			t a					
714-3			m a t					
718-3			kʰ a					
719-3			tɕʰ u ŋ					
22-3			l a					
723-3			tɕʰ u ŋ					
726-3			tɕʰ u ŋ					
729-3			b a					
730-3			d e					
739-3			pʰ a a					
740-3			p ai					
741-3			kʰ a k					
744-3			ɔ					
743-3			ɕ a ŋ					
746-3			tʰ a ŋ					
748-3			d i k					
747-3			kʰ ai					
749-3			kʰ u ŋ					
751-3			t a n					
762-3			m a ŋ					
764-3			ɕ a ŋ					
765-3			p i					
788-3			l a m					
615-3			l a k					
803-3			ɕ a					
802-3			l a k					
808-3			p a					
809-3			tɕʰ i					
819-3			d a k					
821-3			ɕ a					
820-3			p ai					
828-3			d a k					
827-3			d a					
835-3			ɕ ai					
308-3			l a					
844-3			ʑ a t					
848-3			ɕ ɔ					
705-3			l a					
613-3			ɔ					
649-3			ɕ a k					
876-3			kʰ ai					
878-3			j u ŋ					
889-3			tɕʰ u n					
898-3			d a k					
902-3			tɕʰ a ŋ					
910-3			ɔ ŋ					
916-3			l e					
919-3			l a					
922-3			dʑ a k					
930-3			d u					
933-3			d ai					
939-3			d a k					
947-3			j a ŋ					
948-3			ɕ a n					
963-3			ɕ a					
967-3			tɕ u k					
969-3			ɕ u					
970-3			kʰ a k					
972-3			ɕ e					
731-3			l a					
973-3			tɕʰ u ŋ					
974-3			ɕ a n					
979-3			tɕʰ a ŋ					
182-3			kʰ ai					
993-3			ɕ a n					
994-3			j u					
1001-3			s ai					
1002-3			d a k					
1005-3			tsʰ u n					
1009-3			kʰ ai					
1022-3			ɕ a					
1021-3			m a k					
1043-3			d u ŋ					
1049-3			t a s					
1065-3			tsʰ ɔ n					
1068-3			j u					
1077-3			j u ŋ					
1081-3			l a ŋ					
1084-3			s a ŋ					
1092-3			ɕ ɔ					
1091-3			tsʰ i					
1096-3			ɕ e					
1097-3			d a					
1102-3			ɕ e					
1104-3			tʰ a n					
1108-3			tɕʰ a k					
552-3			d ɔ					
1111-3			pʰ a a					
1116-3			ʑ a n					
722-3			kʰ ai					
1141-3			j u ŋ					
1147-3			p ai					
1146-3			ɕ u					
1150-3			kʰ a ŋ					
1151-3			u ŋ					
1158-3			pʰ a k					
1159-3			d a					
1164-3			d ɔ					
1163-3			l a					
1167-3			s a ŋ					
1171-3			l e					
1177-3			ʑ a n					
1187-3			kʰ ai					
1189-3			d a k					
52-3			kʰ ai					
1195-3			ɕ e					
1203-3			d a k					
1211-3			j u					
329-3			l e					
1217-3			m a n					
72-3			kʰ ai					
1218-3			dʑ a k					
1222-3			tɕʰ u ŋ					
1229-3			tɕʰ a ŋ					
1238-3			t u ŋ					
1249-3			ɕ e					
1252-3			j u					
1254-3			ɕ ɔ n					
1253-3			s u ŋ					
1257-3			kʰ u k					
1263-3			tɕʰ i					
1266-3			tɕʰ a k					
584-3			t u ŋ					
7-3			ɔ ɔ					
1191-3			l ɔ ŋ					
13-3			tɕʰ u					
18-3			p a					
33-3			ʑ a n					
74-3			pʰ a k					
83-3			l a k					
89-3			tʰ ɔ ŋ					
90-3			ʑ a t					
104-3			d a					
123-3			p a k					
122-3			kʰ a s					
121-3			m a					
154-3			tɕʰ a					
159-3			ɕ a					
161-3			ɕ ɔ					
170-3			pʰ ɛ t					
91-3			a					
181-3			l a					
191-3			ɕ ɔ					
211-3			tʰ a k					
210-3			kʰ a k					
217-3			p u					
233-3			d a					
246-3			d a					
252-3			tɕʰ a m					
253-3			j a ŋ					
261-3			t ɔ					
262-3			t ɔ					
292-3			p a k					
297-3			kʰ ɔ k					
311-3			ts i					
332-3			t ɔ					
342-3			a k					
358-3			j ɔ ŋ					
378-3			tɕʰ a s					
382-3			j i					
397-3			p u					
437-3			ɕ a					
444-3			pʰ d a k					
465-3			d a					
471-3			ɕ ɔ ŋ					
477-3			d u					
478-3			l a					
483-3			z a ŋ					
500-3			d a ŋ					
511-3			b a					
525-3			ɕ ɔ					
625-3			d a ŋ					
638-3			ʑ ɔ ŋ					
640-3			b h a s					
659-3			d u					
711-3			s u					
745-3			ʑ a n					
818-3			tʰ i k					
825-3			b a					
841-3			j u					
894-3			pʰ l u					
932-3			ɕ a					
1-4				d u				
5-4				n a				
4-4				tʰ y k				
6-4				n y ŋ				
15-4				dʑ y				
55-4				h ɐ				
56-4				a				
60-4				ʂ y				
61-4				tʰ y ŋ				
80-4				tɕʰ ɔ̃ː k				
87-4				tsʰ a				
86-4				pʰ h u				
92-4				pʰ h a				
102-4				b ɐ				
106-4				pʰ y k				
108-4				d y				
107-4				pʰ h ɐ				
112-4				p y n				
115-4				ʂ				
114-4				d y ŋ				
120-4				d y				
124-4				a				
125-4				tʰ y k				
132-4				ʂ y				
131-4				n y ŋ				
136-4				b ɐ				
134-4				kʰ ɐ k				
137-4				a				
138-4				d y k				
140-4				h uː u				
143-4				tɕʰ a k				
145-4				tɕʰ y				
147-4				x ɔː				
149-4				m ɐ k				
153-4				ʂ				
152-4				tʰ y ŋ				
158-4				pʰ ɐ k				
163-4				h y				
164-4				n u				
167-4				p y ŋ				
171-4				n y ŋ				
172-4				pʰ y k				
173-4				tʰ y				
183-4				j ɐ				
185-4				m ɐ̃ː				
188-4				g ɐ̃ː				
189-4				tʰ y ŋ				
193-4				x ɔː				
196-4				m ɐ				
199-4				tsʰ y				
200-4				p y ŋ				
201-4				ʈʂʰ ɐ				
202-4				g a				
203-4				d y ŋ				
204-4				b u				
206-4				n y m				
117-4				b u				
146-4				ʈʂʰ a				
219-4				pʰ b u				
218-4				ʈʂʰ y				
224-4				m y				
240-4				tɕʰ a k				
244-4				j ɔː				
255-4				n ɐ				
260-4				b ɐ				
263-4				r ɔː				
269-4				b ɐ k				
271-4				tʰ ɐ k				
209-4				ʈʂʰ a				
277-4				m a				
278-4				d y ŋ				
135-4				d u				
284-4				m u				
797-4				a				
290-4				l y ŋ				
289-4				tɕʰ y k				
296-4				n y				
310-4				ʂ yː				
319-4				a				
325-4				r ɐ				
327-4				d u				
331-4				d ɐ				
337-4				b y ŋ				
338-4				l y ŋ				
339-4				a				
350-4				d ɔ				
349-4				tʰ y ŋ				
357-4				d a				
355-4				a				
363-4				n y				
361-4				d u				
365-4				ʂ a ŋ				
364-4				tʰ ɛ ʔ				
375-4				r ɐ k				
379-4				ʂ ɛ				
380-4				d ɐ				
396-4				j ɔː				
400-4				m u				
405-4				d y ŋ				
404-4				s y ŋ				
409-4				r ɐ k				
410-4				pʰ y k				
415-4				b ɐ				
416-4				b u				
101-4				n y ŋ				
37-4				d ɐ				
424-4				x ɐ				
434-4				tɕʰ y ŋ				
445-4				b				
446-4				ʂ y				
451-4				d u				
457-4				n y n				
456-4				b h u				
464-4				pʰ tʰ y ŋ				
473-4				d y				
474-4				y ŋ				
479-4				ʂ y ŋ				
489-4				j ɔː				
490-4				m y				
494-4				ʂ u				
503-4				g ɐ				
502-4				s y ŋ				
235-4				l y ŋ				
519-4				h y				
523-4				y k				
527-4				kʰ y ŋ				
538-4				ʂ				
544-4				j a n				
850-4				a				
554-4				dʑ y				
553-4				l y ŋ				
558-4				dz y				
561-4				ʂ a				
562-4				kʰ ɐ				
564-4				j aː				
567-4				m ɐ				
570-4				b u				
575-4				a				
582-4				h ɐ				
585-4				a				
589-4				tʰ y ŋ				
593-4				tʰ y ŋ				
594-4				n y				
595-4				tʰ y				
596-4				n ɐ k				
598-4				ʐ y				
599-4				d y				
602-4				z ɐ				
603-4				r ɐ k				
606-4				ʂ y ŋ				
605-4				b ɐ				
620-4				h ɐ				
637-4				pʰ ɐ k				
639-4				d ɔː				
645-4				d ɐ				
646-4				r y ŋ				
168-4				f ɐ k				
658-4				f y ŋ				
665-4				b u				
668-4				h u				
677-4				tʰ y ŋ				
75-4				d y ŋ				
678-4				ʂ u				
682-4				m y ŋ				
