COGID	Duhumbi	Jerigaon	Khispi	Khoina	Khoitam	Rahung	Rupa	Shergaon
718-2		kʰ y						
719-2		tɕʰ ɐ						
22-2		m yː						
723-2		tɕ i ŋ						
726-2		dʑ i ŋ						
729-2		b						
730-2		n ɛː						
739-2		pʰ l iː						
740-2		b ə						
741-2		kʰ ɔː k						
1-3			kʰ a					
5-3			n a					
4-3			tʰ u k					
6-3			n a ŋ					
15-3			b i					
55-3			l a					
56-3			u					
60-3			ɕ a					
61-3			kʰ u ŋ					
80-3			tɕʰ a k					
87-3			dʑ u					
86-3			pʰ l a					
92-3			pʰ l a					
102-3			m a					
106-3			tɕʰ u k					
108-3			d a					
107-3			pʰ l a					
112-3			pʰ ɔ ŋ					
115-3			ɕ a					
114-3			t ɔ ŋ					
120-3			d u					
124-3			ɔ					
125-3			tʰ a k					
132-3			ɕ a					
131-3			l i ŋ					
136-3			m u					
134-3			kʰ a k					
137-3			ɔ					
138-3			d a k					
140-3			h kʰ a					
143-3			tɕʰ a k					
145-3			tɕʰ a n					
147-3			ɕ a					
149-3			m a k					
153-3			ɕ a					
152-3			dʑ ɛ n					
158-3			kʰ i k					
163-3			l i					
164-3			m u					
167-3			pʰ a ŋ					
171-3			n ɔ ŋ					
172-3			tɕʰ u k					
173-3			tʰ a n					
183-3			l i					
185-3			m ɔu					
188-3			kʰ a n					
189-3			dʑ i ŋ					
193-3			h a					
196-3			m a n					
199-3			dʑ u					
200-3			kʰ ɛ n					
201-3			kʰ i					
202-3			kʰ a					
203-3			tʰ ɔ ŋ					
204-3			b u					
206-3			n a n					
117-3			b u					
146-3			tɕʰ a					
219-3			t b ŋ					
218-3			dʑ u					
224-3			m a ŋ					
240-3			tɕʰ a k					
244-3			j a t					
255-3			n a m					
260-3			b i					
263-3			l i					
269-3			kʰ a k					
271-3			tʰ a k					
209-3			tɕʰ a					
277-3			m a m					
278-3			t ɔ ŋ					
135-3			d a					
284-3			m u					
797-3			u					
290-3			l i ŋ					
289-3			tɕʰ i k					
296-3			m i					
310-3			ɕ a					
319-3			i					
325-3			l i					
327-3			kʰ i					
331-3			kʰ a					
337-3			b ɛ n					
338-3			l a ŋ					
339-3			a n					
350-3			kʰ u					
349-3			tʰ ɔ ŋ					
357-3			dʑ u					
355-3			ɔ					
363-3			m a m					
361-3			kʰ i					
365-3			s a ŋ					
364-3			dʑ a k					
375-3			l u k					
379-3			ɕ a t					
380-3			kʰ u					
396-3			j u					
400-3			m u					
405-3			d a ŋ					
404-3			s a ŋ					
409-3			l a k					
410-3			tɕʰ a k					
415-3			b i					
416-3			b i					
101-3			n a					
37-3			kʰ a					
424-3			b i					
434-3			tɕʰ ɛ n					
445-3			b					
446-3			ɕ a					
451-3			kʰ u					
457-3			n a n					
456-3			b l a					
464-3			pʰ a ŋ					
473-3			ɕ i					
474-3			ɔ ŋ					
479-3			s a n					
489-3			l u					
490-3			h a n					
494-3			ɕ a					
503-3			kʰ u					
502-3			s a ŋ					
235-3			l u ŋ					
519-3			l i					
523-3			ɔ k					
527-3			b a ŋ					
538-3			ɕ					
544-3			j u n					
850-3			ɔ					
554-3			dʑ u					
553-3			l a ŋ					
558-3			kʰ a ŋ					
561-3			ɕ a					
562-3			kʰ i					
564-3			l a					
567-3			m a					
570-3			kʰ u					
575-3			ɔ					
582-3			l a					
585-3			ɔ s					
589-3			kʰ u ŋ					
593-3			t ɛ n					
594-3			l a ŋ					
595-3			tʰ a n					
596-3			n a m					
598-3			ʑ a k					
599-3			d a n					
602-3			ɕ a					
603-3			l a k					
606-3			s a ŋ					
605-3			b i					
620-3			l i					
637-3			tɕʰ a k					
639-3			dʑ u					
645-3			kʰ u					
646-3			l a ŋ					
168-3			h ɛ k					
658-3			h a n					
665-3			kʰ a					
668-3			ɕ a					
677-3			t a ŋ					
75-3			t ɔ ŋ					
678-3			ɕ a					
682-3			m ɛ n					
493-3			ɕ a					
693-3			ɕ a					
694-3			m a					
702-3			dʑ u n					
704-3			m a					
176-3			l a					
709-3			s a n					
710-3			t a					
714-3			m a k					
718-3			kʰ a					
719-3			tɕʰ a ŋ					
22-3			m u					
723-3			dʑ i ŋ					
726-3			h a ŋ					
729-3			b a					
730-3			l i					
739-3			pʰ l i					
740-3			b i					
741-3			kʰ a k					
1-4				kʰ uː				
5-4				n a				
4-4				tʰ y k				
6-4				n a ŋ				
15-4				dʑ i				
55-4				l uː				
56-4				a				
60-4				ʂ u				
61-4				kʰ u ŋ				
80-4				dʑ ɐ k				
87-4				tsʰ ɔ̃ː				
86-4				b l uː				
92-4				b l uː				
102-4				m a				
106-4				kʰ u k				
108-4				d a				
107-4				b l uː				
112-4				pʰ u n				
115-4				ʂ				
114-4				t u ŋ				
120-4				d uː				
124-4				a				
125-4				tʰ y k				
132-4				ʂ u				
131-4				r i ŋ				
136-4				m a				
134-4				kʰ ɐ k				
137-4				a				
138-4				d y k				
140-4				x uː				
143-4				tsʰ ɐ k				
145-4				tsʰ yː				
147-4				n aː				
149-4				n i k				
153-4				ʂ				
152-4				kʰ ɛ n				
158-4				kʰ i k				
163-4				l aː				
164-4				n a				
167-4				pʰ u ŋ				
171-4				n u ŋ				
172-4				d y k				
173-4				d øː				
183-4				r aː				
185-4				m yː				
188-4				kʰ y				
189-4				dz i ŋ				
193-4				h u				
196-4				m a				
199-4				tsʰ ɔ̃ː				
200-4				kʰ ɛ n				
201-4				dʑ i				
202-4				kʰ a k				
203-4				d u ŋ				
204-4				b yː				
206-4				n a n				
117-4				b yː				
146-4				ʈʂʰ ĩː				
219-4				t b a				
218-4				tsʰ i				
224-4				m ɔ̃ː				
240-4				tsʰ ɐ k				
244-4				j ɔ̃ː				
255-4				n ɐ̃				
260-4				b a				
263-4				r aː				
269-4				kʰ u k				
271-4				tʰ y k				
209-4				ʈʂʰ ĩː				
277-4				m a				
278-4				d u ŋ				
135-4				d a				
284-4				m yː				
797-4				a				
290-4				l i ŋ				
289-4				tsʰ i k				
296-4				n a				
310-4				ʂ				
319-4				a				
325-4				r aː				
327-4				b aː				
331-4				kʰ ɔː				
337-4				b ɛ n				
338-4				h i ŋ				
339-4				ɐ̃ː				
350-4				kʰ a				
349-4				d y ŋ				
357-4				tsʰ uː				
355-4				a				
363-4				f a				
361-4				kʰ ɔː				
365-4				s ɐ n				
364-4				dʑ ɐ ʔ				
375-4				l u k				
379-4				s ɐ k				
380-4				kʰ yː				
396-4				j ɔ				
400-4				m yː				
405-4				d u ŋ				
404-4				s ø n				
409-4				r u k				
410-4				tsʰ i k				
415-4				b a				
416-4				b a				
101-4				n u				
37-4				kʰ uː				
424-4				b aː				
434-4				dz ɛ n				
445-4				b				
446-4				ʂ u				
451-4				d uː				
457-4				n a ŋ				
456-4				b l uː				
464-4				kʰ i ŋ				
473-4				tsʰ iː				
474-4				a ŋ				
479-4				s a ŋ				
489-4				j ɔ				
490-4				s ɐ̃ː				
494-4				ʂ u				
503-4				kʰ yː				
502-4				h a ŋ				
235-4				l y ŋ				
519-4				l iː				
523-4				u k				
527-4				kʰ a ŋ				
538-4				ʂ				
544-4				j u ŋ				
850-4				a				
554-4				dʑ ə				
553-4				r i ŋ				
558-4				d ɔ̃ː ŋ				
561-4				ʂ u				
562-4				b ɐ				
564-4				j aː				
567-4				m a				
570-4				p yː				
575-4				a				
582-4				l uː				
585-4				a				
589-4				kʰ ɔː n				
593-4				kʰ ɛ n				
594-4				l y ŋ				
595-4				t øː				
596-4				n u k				
598-4				ʐ i				
599-4				d u				
602-4				z uː				
603-4				l uː k				
606-4				s ɐ̃ː n				
605-4				b a				
620-4				l uː				
637-4				dʑ ɐ k				
639-4				dʑ ə				
645-4				kʰ ɔː				
646-4				r ɔ̃ː ŋ				
168-4				x ai k				
658-4				h ɛ n				
665-4				kʰ uː				
668-4				kʰ uː				
677-4				t u ŋ				
75-4				d u ŋ				
678-4				ʂ u				
682-4				m ɛ n				
493-4				z uː				
693-4				ʂ u				
694-4				m a				
702-4				s ø ŋ				
704-4				m a				
176-4				l uː				
709-4				s				
710-4				t aː				
714-4				x ai k				
718-4				kʰ a				
719-4				tsʰ ɐ ŋ				
22-4				m yː				
723-4				dz i ŋ				
726-4				dz i ŋ				
729-4				b				
730-4				r aː				
739-4				b l iː				
740-4				b a				
741-4				kʰ u k				
1-5					kʰ uː			
5-5					n ə			
4-5					tʰ y k			
6-5					n ə ŋ			
15-5					dʑ i			
55-5					r uː			
56-5					a			
60-5					s ɛː			
61-5					kʰ u ŋ			
80-5					tɕʰ a k			
87-5					dʑ ɔ̃ː			
86-5					pʰ l uː			
92-5					pʰ l uː			
102-5					m ə			
106-5					pʰ u k			
108-5					d uː			
107-5					pʰ l uː			
112-5					pʰ a ŋ			
115-5					s			
114-5					d u ŋ			
120-5					d yː			
124-5					ə			
125-5					tʰ a k			
132-5					s ə			
131-5					r i ŋ			
136-5					m ə			
134-5					k a k			
137-5					a			
138-5					tʰ u k			
140-5					h uː			
143-5					tɕʰ a k			
145-5					tɕʰ ĩː			
147-5					s ɛː			
149-5					n i k			
153-5					s			
152-5					dʑ a n			
158-5					tɕʰ i k			
163-5					r iː			
164-5					n yː			
167-5					pʰ u ŋ			
171-5					n u ŋ			
172-5					tɕʰ y k			
173-5					tʰ ɔ̃ː			
183-5					r ɛː			
185-5					m uː			
188-5					kʰ ə			
189-5					dʑ i ŋ			
193-5					s u			
196-5					m ə			
199-5					s ɔ̃ː			
200-5					kʰ a n			
201-5					kʰ i			
202-5					kʰ u k			
203-5					d u ŋ			
204-5					b yː			
206-5					n ə n			
117-5					b yː			
146-5					tɕʰ ĩː			
219-5					t b			
218-5					dʑ i			
224-5					m ə ŋ			
240-5					tɕʰ a k			
244-5					j ɔ̃ː			
255-5					n ə			
260-5					b uː			
263-5					r ɛː			
269-5					h a k			
271-5					tʰ a k			
209-5					tɕʰ ĩː			
277-5					m ə			
278-5					d u ŋ			
135-5					d ə			
284-5					m yː			
797-5					a			
290-5					l a ŋ			
289-5					tɕʰ i k			
296-5					n iː			
310-5					s ə			
319-5					iː			
325-5					r ɛː			
327-5					b ɛː			
331-5					kʰ ɔː			
337-5					b a n			
338-5					r i ŋ			
339-5					j			
350-5					kʰ			
349-5					tʰ u ŋ			
357-5					tɕʰ ɔ̃ː			
355-5					a			
363-5					dʑ ə			
361-5					kʰ yː			
365-5					s a ŋ			
364-5					tʰ a k			
375-5					r a k			
379-5					s a			
380-5					kʰ yː			
396-5					j ɔː			
400-5					m uː			
405-5					d u ŋ			
404-5					s ɔ ŋ			
409-5					r a k			
410-5					tɕʰ i k			
415-5					b uː			
416-5					b yː			
101-5					n u ŋ			
37-5					kʰ uː			
424-5					b ɛː			
434-5					dʑ a n			
445-5					b			
446-5					z iː			
451-5					d yː			
457-5					n ə ŋ			
456-5					b l uː			
464-5					pʰ i ŋ			
473-5					dʑ iː			
474-5					u ŋ			
479-5					s a n			
489-5					j ɔ			
490-5					h ɔ̃ː			
494-5					z u			
503-5					kʰ yː			
502-5					s a ŋ			
235-5					r y ŋ			
519-5					r iː			
523-5					y k			
527-5					kʰ a ŋ			
538-5					s			
544-5					j u ŋ			
850-5					a			
554-5					dʑ ə			
553-5					r a ŋ			
558-5					kʰ ũː ŋ			
561-5					s u			
562-5					b ɔ			
564-5					j yː			
567-5					m ə			
570-5					kʰ yː			
575-5					ɔː			
582-5					r uː			
585-5					j			
589-5					kʰ ɔː ŋ			
593-5					d a n			
594-5					l y			
595-5					tʰ ĩː			
596-5					n u			
598-5					z u			
599-5					d u			
602-5					z ɛː			
603-5					r a k			
606-5					s ɔ ŋ			
605-5					b uː			
620-5					r ɛː			
637-5					pʰ a k			
639-5					dʑ ɔ̃ː			
645-5					kʰ yː			
646-5					r ũː ŋ			
168-5					h ɛ k			
658-5					h a ŋ			
665-5					b uː			
668-5					s uː			
677-5					t u ŋ			
75-5					d u ŋ			
678-5					s uː			
682-5					m a n			
493-5					z yː			
693-5					s u			
694-5					m ə			
702-5					tɕ ɔ̃ː ŋ			
704-5					m uː			
176-5					l uː			
709-5					s			
710-5					t u k			
714-5					m ɛ k			
718-5					kʰ			
719-5					tɕʰ ũː ŋ			
22-5					m yː			
723-5					dʑ i ŋ			
726-5					dʑ a ŋ			
729-5					b			
730-5					r ɛː			
739-5					pʰ l iː			
740-5					b ə			
741-5					kʰ u k			
1-6						kʰ uː		
5-6						n ə		
4-6						tʰ y k		
6-6						n u ŋ		
15-6						dʑ i		
55-6						l uː		
56-6						a		
60-6						s ɔ		
61-6						d u ŋ		
80-6						tɕʰ a k		
87-6						tɕʰ ɔ̃ː		
86-6						b r uː		
92-6						b r uː		
102-6						m		
106-6						pʰ u k		
108-6						d ə		
107-6						pʰ l uː		
112-6						pʰ u ŋ		
115-6						s		
114-6						d u ŋ		
120-6						d uː		
124-6						a		
125-6						tʰ y k		
132-6						s ɔ		
131-6						r i ŋ		
136-6						b ə		
134-6						k a k		
137-6						a		
138-6						d u k		
140-6						h uː		
143-6						tɕʰ a k		
145-6						tɕʰ yː		
147-6						n ɛː		
149-6						n i k		
153-6						s		
152-6						tɕ ɛ n		
158-6						kʰ i k		
163-6						l uː		
164-6						n ə		
167-6						pʰ u ŋ		
171-6						n y ŋ		
172-6						d y k		
173-6						tʰ ɛ		
183-6						r ɛː		
185-6						m ə		
188-6						kʰ ɛ		
189-6						dʑ i ŋ		
193-6						s ɔ̃		
196-6						m ɔ̃ː		
199-6						tɕʰ ɔ̃ː		
200-6						kʰ ɛ n		
201-6						kʰ i		
202-6						kʰ a k		
203-6						d u ŋ		
204-6						b yː		
206-6						n ə n		
117-6						b yː		
146-6						tɕʰ ĩː		
219-6						t b a		
218-6						tɕʰ i		
224-6						m ə		
240-6						tɕʰ a k		
244-6						j ũ		
255-6						n ɔ̃		
260-6						b a		
263-6						r ɛː		
269-6						h a k		
271-6						tʰ a k		
209-6						tɕʰ ĩː		
277-6						m ə		
278-6						d u ŋ		
135-6						d ə		
284-6						m yː		
797-6						a		
290-6						l y ŋ		
289-6						tɕʰ i k		
296-6						n ə		
310-6						s		
319-6						iː		
325-6						r ɛː		
327-6						tʰ ɛˀ		
331-6						kʰ oː		
337-6						b ɛ n		
338-6						r i ŋ		
339-6						a		
350-6						kʰ		
349-6						tʰ u ŋ		
357-6						tɕʰ uː		
355-6						a		
363-6						m ə		
361-6						kʰ oː		
365-6						s a ŋ		
364-6						dʑ a ʔ		
375-6						n u k		
379-6						s a k		
380-6						kʰ yː		
396-6						j oː		
400-6						m ə		
405-6						d u ŋ		
404-6						s ø ŋ		
409-6						r ɛ k		
410-6						tɕʰ i k		
415-6						b a		
416-6						b a		
101-6						n u ŋ		
37-6						kʰ uː		
424-6						b ɛː		
434-6						tɕ ɛ n		
445-6						b		
446-6						s iː		
451-6						d uː		
457-6						n ə ŋ		
456-6						b r uː		
464-6						kʰ i ŋ		
473-6						tɕʰ iː		
474-6						a ŋ		
479-6						s i ŋ		
489-6						j o		
490-6						h ɔ̃ː		
494-6						s ə		
503-6						kʰ yː		
502-6						s a ŋ		
235-6						r y ŋ		
519-6						l iː		
523-6						u k		
527-6						a ŋ		
538-6						s		
544-6						j u ŋ		
850-6						a		
554-6						dʑ ə		
553-6						r i ŋ		
558-6						kʰ uː ŋ		
561-6						s u		
562-6						b ɔ		
564-6						j ɛˀ		
567-6						m ə		
570-6						kʰ yː		
575-6						oː		
582-6						l uː		
585-6						a		
589-6						kʰ oː n		
593-6						tɕ ɛ n		
594-6						r y		
595-6						tʰ ɛ		
596-6						n u		
598-6						z i		
599-6						tʰ u		
602-6						z uː		
603-6						l uː k		
606-6						s ø ŋ		
605-6						b ɔ		
620-6						l ɛː		
637-6						pʰ a k		
639-6						dʑ ɔ̃ː		
645-6						kʰ oː		
646-6						r ũː ŋ		
168-6						h ɛ k		
658-6						h ɛ ŋ		
665-6						kʰ uː		
668-6						kʰ uː		
677-6						t u ŋ		
75-6						d u ŋ		
678-6						s u		
682-6						m ɛ n		
493-6						s uː		
693-6						s ə		
694-6						m ə		
702-6						tɕʰ yː ŋ		
704-6						m ə		
176-6						l uː		
709-6						s		
710-6						t ɛː k		
714-6						h ɛ k		
718-6						kʰ a		
719-6						tɕʰ yː ŋ		
22-6						m yː		
723-6						dʑ i ŋ		
726-6						dʑ i ŋ		
729-6						b		
730-6						r ɛː		
739-6						b l iː		
740-6						b ə		
741-6						kʰ oː k		
1-7							kʰ uː	
5-7							n ə	
4-7							tʰ y	
6-7							n a ŋ	
15-7							dʑ i	
55-7							l uː	
56-7							ə	
60-7							s ɔ	
61-7							kʰ u ŋ	
80-7							dz a k	
87-7							ʨʰ i	
86-7							pʰ l uː	
92-7							pʰ l uː	
102-7							m ə	
106-7							pʰ u k	
108-7							d oː	
107-7							pʰ l uː	
112-7							pʰ u ŋ	
115-7							s	
114-7							d u ŋ	
120-7							d yː	
124-7							ə	
125-7							tʰ y k	
132-7							s ə	
131-7							r i ŋ	
136-7							dʑ ə	
134-7							k a k	
137-7							ə	
138-7							d u k	
140-7							h uː	
143-7							ʨʰ a k	
145-7							ʨʰ a	
147-7							s aː	
149-7							ɲ i k	
153-7							s	
152-7							kʰ a n	
158-7							kʰ i k	
163-7							l uː	
164-7							n ə	
167-7							pʰ u ŋ	
171-7							n u ŋ	
172-7							d y k	
173-7							tʰ u	
183-7							l aː	
185-7							m ə	
188-7							kʰ ə	
189-7							dz i ŋ	
193-7							n ɔ	
196-7							m ə	
199-7							ʨʰ i	
200-7							kʰ a n	
201-7							ʨʰ i	
202-7							kʰ a	
203-7							d u ŋ	
204-7							b yː	
206-7							n ə ŋ	
117-7							b yː	
146-7							ʨʰ ĩː	
219-7							t b	
218-7							dʑ i	
224-7							m ə	
240-7							ʨʰ a k	
244-7							j au	
255-7							n ɔ̃	
260-7							b ə	
263-7							l aː	
269-7							pʰ a k	
271-7							tʰ a k	
209-7							ʨʰ ĩː	
277-7							m ə	
278-7							d u ŋ	
135-7							d ə	
284-7							m yː	
797-7							ə	
290-7							l ũː ŋ	
289-7							tɕʰ i k	
296-7							n ə	
310-7							s ə	
319-7							iː	
325-7							l aː	
327-7							b aː	
331-7							kʰ oː	
337-7							pʰ a n	
338-7							r i ŋ	
339-7							a	
350-7							kʰ ə	
349-7							d u ŋ	
357-7							dʑ uː	
355-7							ə	
363-7							n ə	
361-7							kʰ oː	
365-7							s a ŋ	
364-7							ʥ a t	
375-7							l a k	
379-7							s a t	
380-7							kʰ yː	
396-7							j au	
400-7							m ə	
405-7							d u ŋ	
404-7							s ɔ ŋ	
409-7							r a k	
410-7							tʰ i k	
415-7							b ə	
416-7							b ə	
101-7							n u	
37-7							kʰ uː	
424-7							b aː	
434-7							tɕʰ a n	
445-7							b	
446-7							s iː	
451-7							t yː	
457-7							n ə ŋ	
456-7							pʰ l uː	
464-7							pʰ i ŋ	
473-7							ʨʰ iː	
474-7							a ŋ	
479-7							s ɔ ŋ	
489-7							j au	
490-7							h ɔ̃ː	
494-7							s ə	
503-7							kʰ yː	
502-7							s a ŋ	
235-7							l y ŋ	
519-7							l iː	
523-7							y k	
527-7							kʰ a ŋ	
538-7							s	
544-7							j a ŋ	
850-7							ə	
554-7							dʑ i	
553-7							r i ŋ	
558-7							kʰ ũː ŋ	
561-7							s u	
562-7							b ɔ	
564-7							j u	
567-7							m ə	
570-7							kʰ yː	
575-7							au	
582-7							l uː	
585-7							j	
589-7							kʰ oː ŋ	
593-7							t a n	
594-7							l ə ŋ	
595-7							d øː	
596-7							n u	
598-7							z ə	
599-7							d u	
602-7							s uː	
603-7							l uː k	
606-7							s ɔ ŋ	
605-7							b ə	
620-7							l aː	
637-7							pʰ a k	
639-7							dʑ i	
645-7							kʰ oː	
646-7							r i ŋ	
168-7							h ɛ k	
658-7							h a ŋ	
665-7							kʰ uː	
668-7							s uː	
