COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
241-4				t a a w						
249-4				a a						
1-4				w a k a						
2-4				a a a						
65-4				a w						
74-4				t a w a						
93-4				t a a a						
95-4				a a a						
106-4				t a a a						
119-4				a a t a						
128-4				t a a						
147-4				t a						
231-4				t a j a w k						
232-4				a p						
239-4				n a m a k a						
266-4				t i i						
3-4				a r i						
4-4				a w a						
51-4				a w i m						
97-4				w a a a m a						
109-4				a p a a k						
121-4				t a p a a a						
149-4				t a k						
160-4				a w						
163-4				a p a n p						
167-4				t a p a t						
207-4				w						
259-4				t a w o k						
66-4				a r a k a t i						
116-4				t a k a a i k						
134-4				n a p a t						
135-4				t a a						
139-4				a a a n a						
142-4				a p a t i m a m						
145-4				a t a t a t						
148-4				t a r a i i a m						
162-4				i a i i m a						
166-4				i m i p						
179-4				t a t t						
201-4				p a i						
21-4				tʃ a a t a t i						
24-4				tʃ a k a w a t a w a k						
45-4				a t a a a i a m						
50-4				i n a i						
57-4				t a k a w a k						
71-4				a						
84-4				p a w o n						
91-4				w a k a i w i m						
131-4				tʃ a w a a k i						
146-4				a t						
151-4				k i w						
154-4				a w o m						
192-4				t a t						
205-4				i p a w						
227-4				tʃ a p						
235-4				a w i						
237-4				a w i m						
246-4				i w a p						
250-4				a m p a i k a k o						
251-4				w a n a t						
271-4				t a i i						
284-4				a w a t						
285-4				i a a a w i i						
44-4				w w m						
75-4				a p a w a						
79-4				t a t w i i						
94-4				a a i a m i						
104-4				k i a i r i i						
132-4				j						
153-4				a w a k						
157-4				t a w a m						
174-4				a w i						
177-4				t a m						
240-4				t i a k						
270-4				k a w a w i						
52-5					t i t e m					
56-5					t e m e					
96-5					o r i t i					
99-5					o t i k o					
114-5					t o k i k i					
115-5					w i r i k i					
133-5					e t i p o r a s i					
144-5					o w o r i s i					
150-5					k i w					
234-5					i k o m					
236-5					p i k o k					
241-5					t o w a r i					
249-5					i t i m					
1-5					w a k i					
2-5					p w i					
65-5					i w					
74-5					p a m a					
93-5					t o p a r i s i					
95-5					i e i k i i					
106-5					t i k i p i t i					
119-5					i p i t i t i k					
128-5					t o k i k i					
147-5					t i m i t i					
239-5					t o t a k a m					
266-5					p i i t i k					
3-5					w o r i k o					
4-5					w a t i					
51-5					e w e					
55-5					e e e m					
97-5					p a p t o m a					
109-5					i p i i t i k					
149-5					t o k o					
160-5					t o r i k					
163-5					e p i n m					
167-5					w p a ʔ					
207-5					t i					
259-5					t o m a ʔ					
66-5					w o r a k a m m					
112-5					t a i i s i					
116-5					t i p a k s i					
134-5					t a p a t i					
135-5					t i m m i k e k o					
139-5					t i t o m o m i t i					
142-5					a p a r o m a s i					
145-5					k o r a t a s i					
148-5					w o r a w o m a s i					
162-5					m o r i					
166-5					o m i					
179-5					t a k					
201-5					p a e					
21-5					p o r a r i					
45-5					a a a m i r a m a n					
50-5					m a a					
71-5					o m i					
84-5					p i w o ʔ					
91-5					m a k i o n					
146-5					e k o m a t i o ʔ ʔ					
151-5					k i w					
154-5					w i					
192-5					t i t					
197-5					w o r i k o m					
205-5					a p a n					
235-5					s o w i					
237-5					m i o m i r i ʔ o m					
250-5					m e a t k a k o					
251-5					w a n a					
267-5					t o m o					
271-5					t i w					
284-5					a w a s					
285-5					o r a w i					
39-5					a m a r a m a ʔ					
42-5					a r a m a ʔ					
44-5					w o i a a m					
75-5					a p a m o m					
79-5					t a m i					
94-5					a k m o r a k					
104-5					k a o r a					
122-5					p i m a k o m a s i					
153-5					a t i k					
157-5					t p a r a m					
174-5					w o r i					
177-5					t i					
270-5					k a w a s i					
52-6						tʃ i t i				
56-6						t i m i				
96-6						t a m i i				
99-6						i t i i a e e				
114-6						t i k i r i				
115-6						n t a m i i				
133-6						a t i r i r i i				
144-6						t a k a a i				
150-6						tʃ a i				
234-6						a k i m				
236-6						tʃ i k i i				
241-6						n i n a i				
249-6						i tʃ i				
1-6						w i r i				
2-6						a i i i i e				
65-6						i e a i				
74-6						tʃ a i				
93-6						t i m a i i				
95-6						a w i i i				
106-6						t i m i tʃ i tʃ i				
119-6						a n i tʃ i i				
128-6						t a ʃ i tʃ i				
147-6						tʃ i i r i				
231-6						k i i i				
232-6						tʃ tʃ i i				
239-6						n i w i k i i				
266-6						tʃ i i tʃ i r a				
3-6						t a r i u i e				
4-6						m a tʃ i i				
55-6						a a m a				
97-6						tʃ i i k i a i				
109-6						i m a i tʃ i				
160-6						t i r i				
207-6						m i				
112-6						t i r a u a a i				
116-6						t a r a a				
125-6						m i k i a				
134-6						t i tʃ i tʃ i r a m				
135-6						k a k a a tʃ a				
139-6						n i ʃ i w i i tʃ i				
201-6						p u i m				
21-6						tʃ a a i i				
24-6						tʃ i k i e i i r e				
57-6						t i k a w i e				
131-6						t k a a e tʃ				
227-6						m i i i i e				
267-6						t a m a				
132-6						a m i i				
240-6						k i w e				
52-7							p i k i i n			
56-7							n i m i n			
96-7							n a k i k i n			
99-7							i r i k a m o n n			
114-7							t i k i r i n			
115-7							i w i m i p i n			
133-7							i n i k i k i m i n			
144-7							n a k i m i m i n			
150-7							k i i n			
234-7							i k i n			
236-7							p i k i n n			
241-7							m a k i m i n			
249-7							i m i n			
1-7							n a k i			
2-7							i i a k i n n			
65-7							i a i n i			
74-7							p a m i			
93-7							n i k a r i m i n			
95-7							i k i k i d n			
106-7							n i k i m i m i n			
119-7							i n a k i m i n			
128-7							t i k i r i n			
147-7							n i k i m i n			
231-7							n a k a m i n			
232-7							n i k a n i i p n			
266-7							n a i k i p i n			
3-7							w a r i k n i n n			
4-7							n a r i d n			
51-7							i j e			
55-7							i u i n i i n			
97-7							n a k i k i m i p i			
109-7							i a i ʃ i n			
121-7							n a n a a k a p i n			
149-7							a i n			
160-7							n i n i n			
163-7							i p a r i p n			
167-7							n i p a p			
207-7							m i n			
259-7							t a a			
66-7							k a r i k a p n			
125-7							k i n i k i m i n			
135-7							m i k i n i k i n i			
142-7							u p a r i m i k i			
145-7							a r i k a i			
148-7							t a r i i n u o i i			
162-7							e i j a p i			
166-7							a m a p			
179-7							t a i			
201-7							p a i n			
21-7							n i p a i i			
24-7							n a k i n i n i k i n			
50-7							e a p a			
57-7							n a k a n i n n			
71-7							a i			
84-7							a j a p			
131-7							t i k i n i k i n i n i n i			
146-7							i k a m a k i k n n n			
151-7							a a n			
197-7							t u r i r a u n n			
205-7							a p a i			
227-7							n a a a a a i n n			
237-7							t a k m u j i i			
246-7							i e a p			
250-7							t u r i p a k a k a k o p			
251-7							p a p i			
267-7							p i z i			
271-7							u r i d n			
284-7							u j a d i			
285-7							i a a i n			
122-7							p a k i k i r i p i			
132-7							a k i m i n			
240-7							n a k i n			
52-8								a a m		
56-8								m a b		
96-8								a a a b		
99-8								a m a s a b		
114-8								k a s a b		
115-8								a m a b		
133-8								a a s a b		
144-8								a a s a b		
150-8								a m		
234-8								k a m		
236-8								k a a a		
241-8								a a a		
249-8								a b		
1-8								a a b		
2-8								a a b j		
65-8								a b a		
74-8								a m a		
93-8								a a s a b		
95-8								a a m		
119-8								a m a m a b		
231-8								a m a b		
232-8								a b a		
239-8								a s a a		
3-8								a k a a m a		
4-8								a b a		
51-8								a m		
55-8								a m a m		
109-8								a m a b		
121-8								a s a m a s a k		
149-8								a k a j		
163-8								e e m y m k		
167-8								k a k		
259-8								a m a k		
66-8								e e k a m		
112-8								a a a m a b		
116-8								a v a k a s a j		
125-8								a m a s a b		
145-8								e a a a m		
45-8								i a m a j		
91-8								a e a m a j		
235-8								a m a j		
246-8								a m		
250-8								a v e v e i v a m a m		
271-8								e a e m a		
284-8								i a		
39-8								a m a a m a j		
42-8								i a m a m a j		
177-8								a a j		
52-9									i t a n ʔ	
56-9									i m a ʔ	
96-9									a r a t i ʔ	
99-9									i r i r a n a ʔ ʔ	
114-9									t i t i ʃ i ʔ	
115-9									i a r i ʃ i ʔ	
133-9									i t i p a r a ʃ i ʔ	
144-9									a r a w i ʃ i ʔ	
150-9									a w i	
234-9									i i n	
236-9									p i k i n i	
241-9									a t i w i n	
249-9									i ʃ i ʔ	
1-9									w a t i ʔ	
2-9									a a i ʃ e	
65-9									a w i n i	
74-9									p a n i	
93-9									i t a r i ʃ i ʔ	
95-9									a w i ʃ i ʔ i	
106-9									i t a r i ʃ i ʔ	
119-9									i w i t i t i ʔ	
128-9									p a m i ʃ i ʔ	
147-9									t i t i r i ʔ	
231-9									p a t a j i ʔ	
232-9									i p i ʔ a n ʔ ʔ	
239-9									i r i r a n i	
266-9									a i i a i ʔ i ʔ	
3-9									a r i m m i ʔ	
4-9									a r i ʔ ʔ	
51-9									i w i n	
55-9									i i i i ʔ	
97-9									a r a r i m a n i	
109-9									i i t i t i ʔ	
121-9									a p i t i k i n i ʔ	
149-9									t a t i ʔ	
160-9									a r i ʔ	
163-9									i w a w i n n	
167-9									i p a n	
207-9									m i ʔ	
259-9									t i w i n	
66-9									w a r a p a n i	
112-9									i i r i m i k i ʔ	
116-9									t i p a k i ʃ i n	
125-9									i r i t i r i ʔ	
134-9									a p a t i ʔ	
135-9									i m i r i r i ʔ ʔ	
142-9									a p a r a m a ʃ i ʔ	
145-9									k a t a t a t i ʔ	
148-9									a r a w a w i ʃ i ʔ	
162-9									w i a i t n	
166-9									i j i	
179-9									t a t i	
201-9									p a a	
21-9									w a a t a ʔ i	
24-9									p a t a r a t i a	
45-9									w a r w a a i i j i k i n	
50-9									w a t a ʔ	
57-9									a t a w a ʔ ʔ	
71-9									a m i	
91-9									w a k a r i k n n	
151-9									t a w	
154-9									i w i n	
192-9									t i t	
197-9									t i t i a i w n	
205-9									i p a n	
227-9									a a a a i a i ʔ	
235-9									w i w i n	
237-9									m a r w a ʃ i k o n	
246-9									i w i n	
251-9									w a n a ʔ	
267-9									p i	
284-9									a w i t i	
285-9									a a a w i ʔ	
39-9									w i w i r o k n n	
42-9									w i a k i k i n	
44-9									w w n i i n	
75-9									i t i j i n	
79-9									t a ʃ i w n	
94-9									w a a a r a ʃ i ʔ	
104-9									t a m a a r a m	
122-9									m i r i k i n i ʃ i ʔ	
153-9									a t a t	
157-9									a t a r a m	
174-9									w a r	
177-9									w i k o n	
270-9									t a w a ʃ i ʔ	
52-10										t i t i ʔ
56-10										t o m e ʔ
96-10										t e m i m a ʔ
99-10										a t i m e k
114-10										t a k i m i ʔ
115-10										t e m i tʃ i ʔ
133-10										t t i k i m a tʃ i ʔ
144-10										t a w a m i tʃ i ʔ
150-10										k a m ʔ
234-10										k o m
236-10										t a k i m
241-10										t a k a w a
249-10										i tʃ a ʔ
1-10										w a t a ʔ
2-10										t w i m
65-10										i w i k
74-10										t a m a
93-10										t k a m i tʃ i ʔ
95-10										w a k i k
106-10										t o m i ʔ i tʃ i ʔ
119-10										i j a m i m i ʔ
128-10										t o k i m i ʔ
147-10										t e m i tʃ i ʔ
231-10										t a a k a ʔ
232-10										t k i ʔ i
239-10										t a m a k a m ʔ
266-10										t i i t i ʔ m ʔ
3-10										w r i k i
4-10										w a i ʔ
51-10										a w i ʔ
55-10										i i o m
97-10										e i k o m e
121-10										k a k a k a k a m a ʔ
149-10										t a k o ʔ
160-10										t i m i ʔ
163-10										a tʃ i m e ʔ
167-10										t k a k
207-10										m a ʔ
259-10										t a w a k
112-10										t k a w a w i tʃ i ʔ
116-10										t p a k a m i ʔ
125-10										t o k e m i tʃ i ʔ
134-10										p i tʃ i m a
139-10										t k m e m e tʃ i ʔ
142-10										w a tʃ a m a tʃ i ʔ
145-10										k a k a t a k i ʔ
148-10										t k a w i a m a k i ʔ
162-10										m a e ʔ
166-10										e m e ʔ
179-10										t a k i ʔ
201-10										p i e
24-10										a k
45-10										k k a e i a a a m a ʔ
50-10										i k a
71-10										o m a
84-10										k a m a m
91-10										t a k i k i k o
146-10										a k o m e tʃ i ʔ o ʔ ʔ
151-10										k i w
154-10										t w e ʔ
192-10										t e k
197-10										t i k i k i m
205-10										a p a ʔ
235-10										w a w i ʔ
237-10										m a m a tʃ i ʔ ʔ
250-10										w a r a k a k a ʔ
251-10										w a k a ʔ
267-10										t o k
271-10										w a w i k a
284-10										a w a
285-10										i w a w i ʔ
39-10										j a m a tʃ i m a
42-10										k i k a r a m a
44-10										w e e a m
79-10										t a k i m a
94-10										a k k m k r a m e ʔ
104-10										k e k w e r e k e
122-10										h k a k a m a tʃ i ʔ
132-10										o m i tʃ i ʔ
153-10										i t a k
157-10										t k a r e m ʔ
174-10										t a w i ʔ
177-10										t a k
270-10										k a w a k a ʔ
