COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
66-7							p i a k a n			
125-7							t i t i a m i			
135-7							t i a i i n			
142-7							u p a r e m a r o			
145-7							p a r i k i i			
148-7							t i r a i a n o r o			
162-7							a d n			
166-7							a m o			
179-7							t a o			
201-7							p p i i			
21-7							p i i i t i n			
24-7							p a k i n i i n i n			
50-7							i a o a			
57-7							t o a n i d n			
71-7							u m			
84-7							p a j a n			
131-7							t i i n i k i i m i p i			
146-7							i t m a k u u a			
151-7							p i n			
197-7							t a i r a m o			
205-7							i p a n o			
227-7							n a k n i i			
237-7							t o r o a j i o			
246-7							i i n			
250-7							t u r i a t i k o			
251-7							w a n i			
52-8								t a		
56-8										
96-8								v a a		
99-8								a a		
114-8								t k a a		
115-8								a a		
133-8								t a t a a		
144-8								v a		
150-8								a		
234-8								k a		
236-8								k a		
241-8								a a		
249-8								s a		
1-8								i t a		
2-8								a a		
65-8								v a		
74-8								a		
93-8								t a v k a a		
95-8								a t a		
119-8								t a a		
231-8								a a		
232-8								s a		
239-8								a a k a		
3-8								v a k a		
4-8								t a a		
51-8								i v		
55-8								a m		
109-8								a		
121-8								k i v a k a		
149-8								t u k a		
163-8								e v e v y		
167-8								s k a		
259-8								t i v a		
66-8								k i v k a		
112-8								t a a s a		
116-8								t a v a k a s a		
125-8								k k a a a		
145-8								k i v i a		
45-8								k k a m a		
91-8								t a k a		
235-8								t y v a		
246-8								i v		
250-8								t v e n e t e a k a		
52-9									t i t i ʔ	
56-9									i m a	
96-9									a r a m a ʔ	
99-9									i r i m a m n	
114-9									t o t a i ʔ	
115-9									i r i i ʔ	
133-9									t i a r a m i ʔ	
144-9									t i t i w a ɲ i ʔ	
150-9									k a w	
234-9									k o m	
236-9									p i k	
241-9									a i w i n	
249-9									i ʃ ʔ	
1-9									w a t i ʔ	
2-9									w i m	
65-9									i w a n	
74-9									p a w a	
93-9									t o a r i ʔ i ʔ	
95-9									w i t i	
106-9									i w a i ʃ i ʔ	
119-9									i w i t i i ʔ	
128-9									p i t i i ʔ	
147-9									t i w a ʃ i ʔ	
231-9									p a w a t i ʔ	
232-9									i w i a	
239-9									i m i k a n	
266-9									i i i	
3-9									w i r i a ʔ ʔ	
4-9									w a t i ʔ	
51-9									i w i	
55-9									i i r i m ʔ	
97-9									a p t i m a i	
109-9									i i i t ʔ	
121-9									k i p i t a k i ʔ i ʔ	
149-9									t o t	
160-9									t i r i ʔ	
163-9									i p i	
167-9									t i p a	
207-9									t i ʔ	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									a i m i ʃ i ʔ	
116-9									t o t a k a ʔ	
125-9									p i t i m a ʃ i ʔ	
134-9									t i p a t i n	
135-9									i w a i i ʔ	
142-9									a p a r a m a i ʔ	
145-9									k a t a t a t ʔ	
148-9									t a r a w a a n a i ʔ	
162-9									w i w i n	
166-9									i m i ʔ	
179-9									t a	
201-9									p i	
21-9									a a w a n	
24-9									p a w a i a n	
45-9									a r a r n j a m a ʔ	
50-9									i a a ʔ	
57-9									t i t a w a n	
71-9									u m i	
91-9									k a k a r o o n	
151-9									k a w	
154-9									i w i m	
192-9									t i t	
197-9									t i a i m	
205-9									i p a n	
227-9									a a w i i ʔ	
235-9									ʃ i w i	
237-9									w a a w a ʃ i ʔ n	
246-9									i w i ʔ	
251-9									w a n a ʔ	
52-10										t i t tʃ a ʔ
56-10										t o m e ʔ
96-10										t i r i tʃ i ʔ
99-10										r m a
114-10										t o k i tʃ i ʔ
115-10										t i r i tʃ i ʔ
133-10										t k i r a tʃ i ʔ
144-10										t a w a r i tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										t i k i ʔ ʔ
241-10										t a k a w i
249-10										i tʃ i ʔ
1-10										w a tʃ a ʔ
2-10										i i
65-10										i w i
74-10										w a
93-10										t o k a r i tʃ i ʔ
95-10										w i k i tʃ i
106-10										t o i ʔ i tʃ i ʔ
119-10										i t i tʃ i ʔ
128-10										t o k i tʃ i ʔ
147-10										t i m i tʃ i ʔ
231-10										t a a tʃ i ʔ
232-10										t a i a
239-10										t a m a k i ʔ ʔ
266-10										t i i ʔ a ʔ
3-10										w i r i k
4-10										w a i
51-10										i w i
55-10										a m ʔ
97-10										a h i w o m e tʃ
121-10										k a k i ʔ a k a tʃ i ʔ
149-10										t a k ʔ
160-10										k i r i
163-10										tʃ i
167-10										t tʃ a
207-10										m i ʔ
259-10										t o w a
112-10										t a a tʃ i tʃ i ʔ
116-10										t p a k a tʃ i ʔ
125-10										t o t a m i tʃ i ʔ
134-10										p i tʃ i ʔ
139-10										k m e m i tʃ i ʔ
142-10										w a r a m a tʃ i ʔ
145-10										k a r a t a tʃ i
148-10										t r a w i a n a tʃ i ʔ
162-10										i i
166-10										m i ʔ
179-10										t a k i ʔ
201-10										h w e
24-10										k i r
45-10										w i r a m ʔ
50-10										i a
71-10										o m i
84-10										tʃ i w a
91-10										t a k i r
146-10										k i m a tʃ i ʔ i ʔ ʔ
151-10										k i w
154-10										w e ʔ
192-10										t e k
197-10										t i r i tʃ i m ʔ
205-10										i m i ʔ
235-10										k a w i ʔ
237-10										i m a j i ʔ
250-10										w r k a tʃ a ʔ
251-10										w a j a ʔ
