COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
121-3			k a a a a e							
149-3			t u k							
160-3			k e m i							
52-4				t i o						
56-4				t u m i						
96-4				a						
99-4				a r i n						
114-4				t o k						
115-4				u m						
133-4				t i a						
144-4				a a w						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i w						
1-4				w a ʒ̟ a						
2-4				w i m						
65-4				i w						
74-4				p a n a						
93-4				t o p a						
95-4				w i						
106-4				t u n i						
119-4				j i t						
128-4				p u k						
147-4				t u m						
231-4				p a n a w o						
232-4				i p i o						
239-4				n a m a k a n						
266-4				i i						
3-4				a r i						
4-4				w a r i						
51-4				i w e						
97-4				t a u m						
109-4				i p t						
121-4				k u p a j a						
149-4				t o k						
160-4				k i w i						
163-4				u p i n						
52-5					t i t e					
56-5					i m e ʔ					
96-5					a j i s i					
99-5					a r i k o n					
114-5					t o k o s i					
115-5					i r i s i					
133-5					i t i p r a s i					
144-5					w a a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k i n					
241-5					p a w i w i n					
249-5					i t e					
1-5					w a t i ʔ					
2-5					i k m n					
65-5					i w i					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k					
106-5					t i n i s i					
119-5					p i t i s i					
128-5					t o k i s i					
147-5					t i m i s i					
239-5					n a a k a n					
266-5					t i s i k m					
3-5					w o r i k e					
4-5					w a j i					
51-5					i w e ʔ					
55-5					i f r i m					
97-5					e p o m i n					
109-5					i p i j i s i					
149-5					t o k o					
160-5					k o r i k					
163-5					i p s					
52-6						t i t a a				
56-6						h u m a				
96-6						t a h a tʃ i				
99-6						i t a m a i i				
114-6						t u k a tʃ i				
115-6						t t a r a tʃ i				
133-6						t i p a tʃ a tʃ i				
144-6						t a t a m a tʃ i				
150-6						k a w e				
234-6						a k a m				
236-6						p a k a tʃ i				
241-6						w a a w i				
249-6						i tʃ i				
1-6						w a tʃ i				
2-6						a w a tʃ a a				
65-6						i w a i				
74-6						p a tʃ i				
93-6						t u p a tʃ i tʃ i				
95-6						u w i i tʃ i				
106-6						t u m i i tʃ i				
119-6						u w a tʃ i tʃ i				
128-6						t a k a tʃ i				
147-6						t i m i tʃ i				
231-6						k a tʃ a tʃ a				
232-6						h e p a t a				
239-6						h i w a k a n i				
266-6						e a i a				
3-6						t a w a t a a				
4-6						w a tʃ i				
55-6						w h a a m				
97-6						w a p e m a i				
109-6						i p a k a tʃ i				
160-6						t i r a				
52-7							i i			
56-7							t i m a			
96-7							k a r a			
99-7							u r i a			
114-7							t u k a a			
115-7							k u m a			
133-7							t i a a			
144-7							k u k a a a			
150-7							k a w			
234-7							k o			
236-7							p i k a n			
241-7							a k w i n			
249-7							i t a			
1-7							w a ʔ a			
2-7							m a d i n			
65-7							i w i n i			
74-7							p a n a			
93-7							t u k a r a			
95-7							w i k			
106-7							t u m i r i			
119-7							n i t i a			
128-7							t u k o a			
147-7							t i m a a			
231-7							p a n a o			
232-7							i p i a			
266-7							i t i			
3-7							k a r i d a n			
4-7							w a r i d n			
51-7							u w a			
55-7							i u i m			
97-7							a p t i m a			
109-7							i p a s a n			
121-7							k a a k a			
149-7							u k a n			
160-7							k i r i k			
163-7							i p i r			
52-8								t i t		
56-8								t u m i		
96-8								t r a s i		
99-8								r i m a		
114-8								t u k a s i		
115-8								i a r i s i		
133-8								i t i t a a s i		
144-8								t r a a s i		
150-8								k a		
234-8								k a		
236-8								t a k a		
241-8								k a i		
249-8								i s i		
1-8								w a t a		
2-8								i m b		
65-8								w i		
74-8								k a k a		
93-8								t u p a r a s i		
95-8								i a		
119-8								a t i s i		
231-8								t a a i		
232-8								t u p a a b		
239-8								t m k a		
3-8								r a a a i		
4-8								a t i		
51-8								i w i		
55-8								i t a m		
109-8								i i s i		
121-8								k a t a r a k i s i		
149-8								t u k a		
163-8								u p a b		
52-9									t i t	
56-9									i m a	
96-9									a r a ʃ i ʔ	
99-9									i r i k a	
114-9									t o k a ʃ i ʔ	
115-9									a r i ʃ i ʔ	
133-9									t i p a r a ʃ i ʔ	
144-9									a t a w a ʃ i ʔ	
150-9									k a w	
234-9									k o m	
236-9									p i k n	
241-9									k a k w i n	
249-9									i ʃ i ʔ	
1-9									w a t a ʔ	
2-9									w i m n	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i ʔ	
95-9									w i j i	
106-9									t i n e ʃ i ʔ	
119-9									j a t i ʃ i ʔ	
128-9									o k i ʃ i ʔ	
147-9									t i m ʃ i ʔ	
231-9									p a n a ʃ i	
232-9									i p i a	
239-9									a r i k a n	
266-9									i i i	
3-9									w a r i k u	
4-9									w a r i ʔ	
51-9									i w e	
55-9									i m i m	
97-9									w a r i m a i	
109-9									o p a j i ʃ ʔ	
121-9									k a p i j a k i ʃ i ʔ	
149-9									t o k	
160-9									k a r i	
163-9									i p i n ʔ	
52-10										t i t e ʔ
56-10										o m e ʔ
96-10										t a r i tʃ ʔ
99-10										r i n i
114-10										t a k o tʃ i ʔ
115-10										i r i tʃ i ʔ
133-10										t i p a a tʃ i ʔ
144-10										a t i m i tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p a k n
241-10										a w
249-10										tʃ i ʔ
1-10										w a a ʔ
2-10										i m ʔ
65-10										i w
74-10										p a n a
93-10										t o p a r i tʃ i ʔ
95-10										w i k i tʃ
106-10										t o n a tʃ i tʃ i ʔ
119-10										j i tʃ i tʃ i ʔ
128-10										t a k a tʃ i ʔ
147-10										tʃ a m i tʃ i ʔ
231-10										p a a tʃ i ʔ
232-10										t p i ʔ
239-10										t a m a k i
266-10										t t i m ʔ
3-10										t r i k
4-10										w a r i ʔ
51-10										w i ʔ
55-10										t m ʔ
97-10										t a i k o m e tʃ
121-10										k a tʃ i n a k ʔ
149-10										t a k o ʔ
160-10										k i r i k
163-10										p i n ʔ
