COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
114-5					t o k o s i					
115-5					w e r e s i					
133-5					t i p a r a s i					
144-5					a w a r a s i					
150-5					k a w					
234-5					k o m					
236-5					p i k i n					
241-5					a n a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w i m					
65-5					i w					
74-5					p a n a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t i n e s i					
119-5					i s i t i i					
128-5					k o k o s i					
147-5					t i m i s i					
239-5					m a m a k a n					
266-5					i t i m					
3-5					w i r i k o					
4-5					w a r i					
51-5					i w i					
55-5					i a m					
97-5					w a p o m a					
109-5					i p i j i k i					
149-5					t o k					
160-5					k i r i k					
163-5					i p i n					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t a r a j i s i					
116-5					t o p a k a i					
134-5					t i p a t i					
135-5					k i m i j i k i					
139-5					m o n o s i					
142-5					i p a r a m a s i					
145-5					k a r a t a t i					
148-5					t a r a w a n a s i					
162-5					i j i n					
166-5					i m i					
179-5					t a k					
201-5					p e					
21-5					k w a t a					
52-6						t i t i a				
56-6						t u m a				
96-6						t a w i tʃ i				
99-6						i t i a t i a				
114-6						t u k i tʃ i				
115-6						t t i m i tʃ i				
133-6						t t i k a w a i				
144-6						t a t a m a tʃ i				
150-6						k a w				
234-6						a k i				
236-6						t i k i i				
241-6						t a i				
249-6						i tʃ i				
1-6						w a a				
2-6						a w i m				
65-6						i w i i				
74-6						t a w a				
93-6						t i p a m i tʃ i				
95-6						a w i i tʃ i				
106-6						t u m i i tʃ i				
119-6						i w i t i tʃ i				
128-6						t u k i tʃ i				
147-6						t i m i tʃ i				
231-6						t a k a t i				
232-6						t i p i a i				
239-6						t i m a k a				
266-6						t a i t i				
3-6						k a w i k a				
4-6						w a tʃ i				
55-6						i i a m				
97-6						t a k i a a				
109-6						u p a i tʃ i				
160-6						t i m i				
207-6						m i				
112-6						t a t i a t i tʃ i				
116-6						t a p a k a a				
125-6						k a i m i tʃ i				
134-6						t i p i t i				
135-6						t i m i tʃ i				
139-6						t a i m i m i tʃ i				
201-6						p i i				
21-6						t a k a a				
24-6						t a k i i k i a				
52-7							t i t a			
56-7							i m			
96-7							a r a t			
99-7							a r i a			
114-7							t i k i i			
115-7							i r i			
133-7							t i p a a n i			
144-7							a t a w a i			
150-7							k a w			
234-7							k i m			
236-7							p i k i n			
241-7							a w i n			
249-7							i t i			
1-7							w a a			
2-7							m i m			
65-7							i w i i			
74-7							p a n a			
93-7							t i p a r i i			
95-7							w i k			
106-7							t i n i			
119-7							i i t i i			
128-7							p i k i i			
147-7							t i m i i			
231-7							p a n a o			
232-7							t i p i a			
266-7							i i m			
3-7							w a r i k i			
4-7							w a t i			
51-7							i w i			
55-7							i a m			
97-7							m a p a m a			
109-7							i p i i k i			
121-7							k a p a a			
149-7							t i k			
160-7							k i r i k			
163-7							i p i n			
167-7							p a			
207-7							m i			
259-7							t i w a			
66-7							k a r a k a			
125-7							k a i m a			
135-7							t i m			
142-7							i p a t a m a			
145-7							k a r a t i i			
148-7							t i r a w a n			
162-7							i i n			
166-7							i m i			
179-7							t a			
201-7							p i			
21-7							k a a t a n			
24-7							w a k a a n			
52-8								i t		
56-8								m a		
96-8								a		
99-8								i a		
114-8								t u k		
115-8								i		
133-8								t i a s		
144-8								a v a		
150-8								k a		
234-8								k o m		
236-8								i k a n		
241-8								a i		
249-8								i s		
1-8								a t a		
2-8								i m		
65-8								i v		
74-8								a n a		
93-8								t u a r a		
95-8								i		
119-8								v i t		
231-8								a n a o		
232-8								i		
239-8								m a m a k a n		
3-8								u k		
4-8								a		
51-8								i i		
55-8								a m		
109-8								i a		
121-8								k a i a		
149-8								t u k		
163-8								i a n		
167-8								a		
259-8								t u a		
66-8								k a k a		
112-8								t a a i		
116-8								t u a k		
125-8								k a t a m a i		
145-8								k a t		
52-9									i t	
56-9									i m a	
96-9									a r a t i	
99-9									a r i j a	
114-9									t o k i i	
115-9									i r a i	
133-9									t i p r a ʃ i	
144-9									a r a w a i	
150-9									k a w	
234-9									k o m	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ i	
1-9									w a t a ʔ	
2-9									w i m	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i i	
95-9									w i k i	
106-9									t i n i	
119-9									i j i t i	
128-9									k o k i i	
147-9									t i m i i	
231-9									p a n a w o	
232-9									i p i o	
239-9									n a m a k a n	
266-9									i t i m	
3-9									w i r i k o	
4-9									w a r i	
51-9									i w i	
55-9									i h a a m	
97-9									m a p o m a	
109-9									i p i	
121-9									k a p a j a i	
149-9									t o k	
160-9									k i r i k	
163-9									i p i n	
167-9									p a	
207-9									m i	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t a r a j i ʃ i	
116-9									t o p a k a	
125-9									k a ʃ i m a ʃ i	
134-9									n a p a t i	
135-9									t i m i	
142-9									p a r a m a i	
145-9									k a r a t a t	
148-9									t a r a w a n a i	
162-9									i j i n	
166-9									i m i	
179-9									t a	
201-9									p w i	
21-9									a t a n	
24-9									w a k a r a n	
52-10										i t a ʔ
56-10										i m a ʔ
96-10										a r a
99-10										a r i k o
114-10										t o k i tʃ i ʔ
115-10										i r i tʃ i ʔ
133-10										t i p r a tʃ i ʔ
144-10										a w a w a tʃ i ʔ
150-10										k a w ʔ
234-10										k o m
236-10										p i k i n ʔ
241-10										a w i n
249-10										i tʃ a ʔ
1-10										w a t a ʔ
2-10										w i m
65-10										i w i i
74-10										p a n a
93-10										t o p a r i tʃ i ʔ
95-10										w i k i i
106-10										t i n i tʃ i ʔ
119-10										j i t i tʃ i ʔ
128-10										t o k i tʃ i ʔ
147-10										t i m i tʃ i ʔ
231-10										a n a w i ʔ
232-10										i
239-10										n a m a k a n ʔ
266-10										i t i m ʔ
3-10										w a r i k o
4-10										w a r i
51-10										w i ʔ
55-10										i a m ʔ
97-10										m a h o m a
121-10										k a a a k
149-10										t o k
160-10										k i r i k
163-10										p e n
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t r a j i tʃ i ʔ
116-10										t o p a k a tʃ i ʔ
125-10										k a t i m a tʃ i ʔ
134-10										n a p a t i
139-10										m o k i tʃ i ʔ
142-10										p a r a m a tʃ i ʔ
145-10										k a r a t a tʃ i ʔ
148-10										t r a w a i ʔ
162-10										i j i n
166-10										m i ʔ
179-10										t a
201-10										p e
24-10										k a a
