COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
503-2		k i r̃ a j a														
1356-2		m a														
1881-2		n uː														
2084-2		j a p i														
2420-2		k u r ɔ														
3218-2		p uː s u														
3372-2		n a m a														
3718-2		a r u														
4135-2		b a r̃ u														
4694-2		g u s u														
807-2		k ɔ m b i														
2320-2		k a ŋ ɛ														
2476-2		k uː														
2842-2		g i g u														
4081-2		d a m b i														
4313-2		n ɛ m i														
4460-2		s ɔ j ɔ														
5514-2		n ɛ m n d ɛ														
5810-2		p i r u														
93-2		s ɔː														
260-2		p ɛ r dʒ i														
385-2		g ɛ m b ɛ														
890-2		a m b i r i														
1336-2		t ɛ g e														
1703-2		b a														
1769-2		t ɛ m b ɛ														
2162-2		b ɛ r u														
2635-2		s o														
2735-2		t a n d u m a														
3031-2		d ɛ g ɛ														
4591-2		k aː r a														
5301-2		p ɛ r u														
5605-2		t i m a														
296-2		dʒ a m b i														
463-2		d u m b u														
762-2		b a r̃ a														
1432-2		t a r u														
1474-2		t ɔ														
1788-2		s i														
2044-2		g i m b e														
2713-2		t ɛ m b ɛ r ɛ														
3219-2		p a s u														
3425-2		j uː														
4184-2		n ɔː														
4629-2		n u ŋ g ɔ														
4759-2		n i														
4904-2		n u ŋ g ɔ														
4960-2		g i n dʒ u														
4980-2		t ɔː														
5059-2		g u j o														
5125-2		b ɔ n dʒ ɔ														
5339-2		p a g a														
5549-2		t ɔ w a j a														
5771-2		dʒ u g u n a														
5905-2		t eː r̃ u														
5938-2		u r u n a														
1-2		p ɛ														
483-2		g o s u														
629-2		t ɔː														
667-2		ɛ w ɛ														
1254-2		dʒ a r u														
1415-2		ɲ ɔː														
1542-2		n ɔː j̃														
1683-2		s i														
1898-2		p u r̃ u														
2551-2		r̃ a														
2901-2		k u ŋ g ɔ														
2957-2		m a n d i														
3048-2		b i j e														
3251-2		p a r̃ a														
3885-2		t ɛ r ɔ														
715-3			t eː													
1089-3			n eː ŋ a													
1319-3			n ɔː													
1398-3			s u ŋ g u													
1557-3			g i r e													
1626-3			w a g a													
1840-3			t eː n u													
2247-3			g eː													
4677-3			k u l e													
5162-3			m i l e													
5406-3			t a l u													
359-3			g eː l a													
1577-3			g i r e													
2196-3			n a l a													
2533-3			b a r i													
3866-3			g o dʒ u													
4553-3			t a ŋ g e													
5254-3			d i l ɔ													
503-3			k i n i													
1881-3			n u j u													
2084-3			j a p i													
2420-3			k u l a													
3218-3			p uː dʒ u													
3372-3			n a m a													
3718-3			a r a													
2320-3			k a ŋ a													
2476-3			k oː													
3719-3			m i													
4460-3			s eː													
5514-3			n eː m n a													
890-3			a m b i r i													
1336-3			t e g e													
1703-3			b a													
2162-3			b ɛ l ɛ													
2635-3			s o													
2735-3			t a n d i m a													
762-3			b a l a													
1788-3			s eː													
2713-3			t ɛ m b ɛ l ɛ													
3219-3			p a dʒ u													
4629-3			n u ŋ g ɛ													
4904-3			n u ŋ g a													
5125-3			ɔ n dʒ i													
5771-3			dʒ u g u n a													
5938-3			u d u n a													
1898-3			p u l o													
2901-3			t u ŋ g u													
2957-3			m a n d e													
3048-3			b i j e													
715-4				d uː												
1089-4				n aː ŋ a												
1319-4				n ɔː												
1398-4				s u r̃ u												
1557-4				g i r e												
1626-4				w aː w a												
1840-4				t e r̃ u												
2247-4				g oː												
4677-4				k u r e												
5162-4				m i r̃ ɛ												
5406-4				t aː n d u												
359-4				k a r a												
1577-4				g i r e												
2196-4				n a r̃ a												
2230-4				s i g e												
2533-4				b a r a												
3605-4				k a n d a												
3866-4				o dʒ u												
4553-4				t aː ŋ g a												
4822-4				k u m b u												
5254-4				d i r ɔ												
503-4				k a r̃ a												
1356-4				m aː												
1881-4				n uː m ɔ												
2084-4				j aː aː												
2420-4				k u r ɔ												
3218-4				p uː dʒ u												
3718-4				a r a												
4135-4				b a r̃ u												
4694-4				g u dʒ u												
807-4				k ɔ m b ɔ												
2320-4				k a ŋ a												
2842-4				d i g u												
4313-4				n ɛ m												
4460-4				s ɔ j̃ ɔ												
5514-4				n ɛ m n ɛ												
5810-4				p i r u												
93-4				dʒ ɔː												
260-4				p i r ɛ												
385-4				g ɛ m b ɛ												
890-4				a m b i r u												
1769-4				t ɛ m b ɛ												
2162-4				b ɛ r u												
2635-4				s o												
2735-4				t aː n a												
3031-4				d ɛ g u												
5301-4				p ɛ r u												
5605-4				t i m a												
63-4				k a r a												
296-4				dʒ a m b i												
463-4				d u m b u												
762-4				b a r̃ a												
1432-4				t a r u												
1474-4				t ɔ ŋ d o												
2044-4				g i m b e												
3219-4				p aː dʒ u												
4120-4				k oː r ɔ												
4184-4				n ɔː												
4423-4				t ɔ r̃ ɔ												
4629-4				n u ŋ g ɔ												
4759-4				n i j̃ ɛ												
4904-4				n u ŋ g ɔ												
4960-4				g i n d u r u												
4980-4				t ɔː												
5059-4				g u j̃ ɔ												
5125-4				ɔ n ɛ												
5549-4				t ɔ w a												
5771-4				dʒ uː g u n a												
5922-4				b i r a												
1-4				p ɛ												
629-4				t ɛ												
667-4				ɛ w ɛ												
1254-4				s a r d u r u												
1415-4				ɲ ɔː												
1542-4				n ɔː												
1683-4				s iː												
1898-4				p u r̃ o												
2551-4				r̃ i												
3251-4				b a r̃ a												
3885-4				t ɛ r ɔ												
715-5					a d i											
1089-5					n a ŋ a											
1319-5					n ɔː											
1398-5					s u ŋ g u											
1557-5					g i r e											
1626-5					w a g a											
1840-5					t eː n u											
2247-5					g eː											
4677-5					k u l e j i											
5162-5					m i l e											
5406-5					t a l u											
359-5					g eː l u											
1577-5					g i r e											
2196-5					n a l a											
2230-5					s i g e											
3605-5					k a n d a											
3866-5					o dʒ u											
4553-5					t a ŋ g e											
4822-5					k u m b o											
5254-5					d i l ɔ											
1356-5					m a j a											
1881-5					n ɔː											
2084-5					j a a											
2420-5					k u l ɔ											
3218-5					p uː dʒ u											
3372-5					n a m a											
3718-5					n a r a											
4135-5					b a n i											
4694-5					g u dʒ u											
2476-5					k oː											
2842-5					d i g u											
3719-5					m i											
4081-5					d a m b u											
5514-5					n ɛ m n d ɛ											
260-5					p ɛ r e											
385-5					g e m b ɛ n											
890-5					a m b i r u											
1703-5					b aː											
1769-5					t ɛ m b e											
2735-5					t a n d a											
4591-5					k ɔː r o											
5301-5					p ɛ l u											
63-5					k a r a											
296-5					dʒ a m b i											
463-5					d u m b u											
762-5					b a n a											
1788-5					s oː											
3219-5					p a dʒ u											
4120-5					k o l o											
4759-5					n i											
4960-5					g i n dʒ u											
5059-5					g u j o											
5549-5					t a b a											
5771-5					dʒ u g u n a											
5905-5					t eː n u											
5938-5					a r u n a											
1415-5					ɲ ɛː											
1542-5					n ɔː											
1898-5					p u l o											
2551-5					r a											
2957-5					m a n d i											
3048-5					b i j e											
715-6						k uː										
1089-6						n a ŋ a										
1319-6						n ɔː										
1398-6						s u ŋ g u										
1557-6						g i r e										
1626-6						w a g a										
1840-6						t eː ŋ i										
2247-6						g o										
4677-6						k u l e j i										
5162-6						m i l ɛ										
5406-6						t a n d u										
359-6						g eː l a										
1577-6						g i r e										
2196-6						n a l a										
2230-6						s i g e										
2533-6						b a r a										
3605-6						k a n d a										
4553-6						t a ŋ g e										
4822-6						k u m b o										
5254-6						k u l ɔ										
503-6						k i n i										
1356-6						m a j a										
1881-6						n uː										
2084-6						j a a										
2420-6						k u l a										
3218-6						b uː dʒ u										
3372-6						n a m a										
3718-6						g a r a										
4135-6						b a n i										
4694-6						g u s u										
807-6						k o m b i										
2320-6						k a ŋ ɛ										
2842-6						d i g a										
3719-6						m i										
4081-6						t a m b u										
4313-6						n ɛ m i										
4460-6						s ɔ j ɔ										
5514-6						n e m n d e										
5810-6						p i l i										
93-6						d ɔː										
890-6						a m b i r i										
1336-6						t e g e										
1703-6						b a										
4591-6						k ɔː r a										
5605-6						t i m a										
63-6						k a r a										
296-6						dʒ a m b i										
463-6						d u m b u										
762-6						b a l a										
3425-6						j uː										
4120-6						k o l o										
4423-6						t o l ɔ										
4759-6						n i j e										
4904-6						n u ŋ g ɔ										
4960-6						g i n d i										
5125-6						b ɔ n dʒ ɛ										
5339-6						p a g a										
5771-6						dʒ uː g u										
5922-6						b i r a										
5938-6						a n d i										
483-6						g e s u										
1542-6						n uː j										
1683-6						s i										
2551-6						r i										
2957-6						m a n d e										
3048-6						b i j e										
715-7							d eː j i									
1089-7							n aː ŋ a									
1319-7							n ɔː									
1398-7							s uː ŋ g i r i									
1557-7							g i r e									
1626-7							w a g a									
1840-7							t eː ŋ i									
2247-7							g oː									
4677-7							k u r e j i									
5162-7							m i r̃ i									
5406-7							t aː l i									
359-7							g eː r a									
1577-7							g i r e									
2196-7							n a r a									
2230-7							s i g o									
2533-7							b a r a									
3605-7							k a n d a									
3866-7							g o s i									
4553-7							t a ŋ g e									
4822-7							k u m b o									
5254-7							d i r ɔ									
503-7							k i r̃ a									
1356-7							m a									
1881-7							n ɔː									
3372-7							n a m a									
3718-7							a r a									
4135-7							b a r̃ i									
4694-7							g i s i g o									
807-7							k ɔː m b ɔ									
2320-7							k a ŋ a									
2476-7							k oː									
2842-7							d i g i									
3719-7							m i									
4081-7							t a m b i									
4313-7							n ɛ m									
4460-7							s ɔː									
5514-7							n eː m n d e									
5810-7							p i r i									
93-7							dʒ ɔː									
260-7							p ɛ r dʒ i									
385-7							g ɛ m b ɛ									
890-7							a m b i r i									
1336-7							t e g e									
1703-7							b ɔː									
1769-7							t ɛ m b ɛ									
2162-7							b ɛ r ɛ									
2635-7							s o									
2735-7							d a n d a m a									
3031-7							d ɛ g ɛ									
4591-7							k ɔː r a									
5301-7							p ɛ r i									
5605-7							t i m ɛ									
296-7							dʒ a m b i									
463-7							d u m b i									
1432-7							t a r i									
1474-7							t ɔ ŋ d ɔ									
1788-7							s i									
2044-7							d i m b e									
2713-7							t ɛː m b ɛ r ɛ									
3425-7							j uː									
4184-7							n ɔː									
4423-7							t ɔ r ɔ									
4629-7							n i ŋ g ɔ									
4759-7							n i									
4904-7							n i ŋ g ɔ									
4960-7							g i n d i									
5059-7							g eː j o									
5125-7							b ɔ n dʒ ɔ									
5339-7							p a g a									
5549-7							t a w a j a									
5771-7							dʒ uː g i n									
5905-7							t eː r̃ i									
5922-7							b i r a									
1-7							p ɛ									
483-7							g e s i									
667-7							ɛ w ɛ									
1542-7							n ɔː									
1683-7							s i j e									
1898-7							p i r̃ o									
2551-7							r̃ a									
2901-7							k i ŋ dʒ i									
2957-7							m a n d i									
3048-7							b i j e									
3251-7							p a r̃ a									
3885-7							t ɛ r ɔ									
715-8								d oː								
1089-8								n ɔː ŋ a								
1319-8								n ɔː								
1398-8								s u ŋ g u								
1557-8								g i r e								
1626-8								w a g a								
1840-8								t eː								
2247-8								g eː								
4677-8								k u l e j a								
5162-8								m i l ɛ								
5406-8								t a l u								
359-8								g eː l a								
1577-8								g i r e								
2196-8								n a l a								
2230-8								s i g o								
2533-8								b a r a								
3605-8								k a l a								
3866-8								o dʒ u								
4553-8								t a ŋ g e								
4822-8								k u m b o								
5254-8								d i l ɔ								
1881-8								n ɔː								
2084-8								j a a								
2420-8								k u l a								
3218-8								p uː dʒ u								
3372-8								n a m a								
3718-8								a r a								
4694-8								g u dʒ u								
2320-8								k a ŋ ɛ								
2476-8								k uː								
2842-8								d i g i n a								
3719-8								m i								
4081-8								t a m b i								
4313-8								n ɛ m								
5514-8								n ɛ m n d e								
385-8								g ɛ m b ɛ								
1336-8								t e g e								
1769-8								t ɛ m b i								
2735-8								t a n d a								
3031-8								d ɛ g u								
4591-8								k ɔː r o								
5301-8								p ɛ l u								
63-8								k a r a								
1788-8								s i								
2713-8								t ɛ m b ɛ r ɛ								
4120-8								k o l o								
4184-8								n ɔː								
4759-8								n i								
5059-8								g eː j o								
5771-8								dʒ u g u n a								
5938-8								u d u n a								
629-8								t ɔː								
1415-8								ɲ ɔː								
1898-8								p u l o								
2551-8								r a								
2957-8								m a n d e								
3048-8								b i j e								
715-9									d i j i							
1089-9									n a ŋ a							
1319-9									n ɔː							
1398-9									s u ŋ g u r a							
1557-9									g i r e							
1626-9									w a g a							
1840-9									t eː ŋ u							
2247-9									g oː							
4677-9									k u l e							
5162-9									m i r e							
5406-9									t a n d u							
359-9									g eː r a							
1577-9									g i r e							
2196-9									n a r a							
2230-9									s i g o							
2533-9									b a r a							
3605-9									k a n d a							
3866-9									o s u							
4553-9									t a ŋ g a							
4822-9									k u m b o							
5254-9									d i r ɔ							
503-9									k i r̃ a							
1356-9									m a							
1881-9									n ɔː							
2084-9									j aː p i							
2420-9									k u r ɔ							
3218-9									p uː s u							
3372-9									n a m a							
3718-9									g a r a							
4135-9									b a r̃ u							
4694-9									g u s u							
807-9									k ɔː m b ɔ							
2320-9									k a ŋ a							
2476-9									k oː							
2842-9									d i g u n							
4081-9									t a m b u							
4313-9									n ɛ m e							
4460-9									s ɔ j ɔ							
5810-9									p i l u							
93-9									dʒ ɔː							
260-9									p ɛ r e							
385-9									dʒ ɛ m b ɛ							
890-9									i m b i r i							
1336-9									t e g o							
1703-9									b aː							
1769-9									t ɛ m b u							
2162-9									b ɛ r ɛ							
2635-9									s o							
2735-9									t a n d a m a							
3031-9									d ɛ g ɛ							
4591-9									k aː r a							
5301-9									p ɛ r u							
5605-9									t i w̃ a							
63-9									k a r a							
296-9									dʒ a m b i							
463-9									d u m b u							
762-9									b a l a							
1432-9									t a r u							
1474-9									t ɔ ŋ d ɔ							
1788-9									s a r̃ u							
2044-9									g i m b e							
2713-9									t ɛ m b ɛ r ɛ							
3219-9									p aː s u							
3425-9									j uː							
4120-9									k o l o							
4184-9									n ɔː							
4423-9									t ɔ r ɔ							
4629-9									n u ŋ ɔ							
4759-9									n i j ɛ							
4904-9									n u ŋ ɔ							
4960-9									g i n dʒ u							
4980-9									t ɔː							
5059-9									g u j o							
5125-9									b ɔ n dʒ ɛ							
5339-9									p a g a							
5549-9									t a b a							
5771-9									dʒ u g u n a							
5905-9									t eː r̃ u							
5922-9									b i r a							
1-9									p ɛ							
483-9									g e s u							
629-9									t ɔː							
667-9									ɛ w ɛ							
1254-9									s a r u							
1415-9									ɲ ɛː							
1542-9									n ɔː							
1683-9									s i							
1898-9									p u r o							
2551-9									r i							
2901-9									k u ŋ g u							
3251-9									p a r̃ a							
3885-9									t ɛ r ɔ							
715-10										d i j i						
1089-10										n a ŋ a						
1319-10										n i						
1398-10										s uː						
1557-10										g i r i						
1626-10										w a g a						
1840-10										t i						
2247-10										g o						
4677-10										k u l e j i						
5162-10										m i r e						
5406-10										t a n d i						
359-10										g a l a						
1577-10										g i r u						
2230-10										s i g o						
2533-10										b a r a						
3605-10										k a n d a						
3866-10										o d i						
4822-10										k u m b o						
5254-10										d i l a						
503-10										k i r̃ a						
1356-10										m a						
1881-10										n uː						
2084-10										j a a						
2420-10										k u l ɔ						
3218-10										p uː d u						
3372-10										n a m a						
4135-10										b a r̃ a						
4694-10										g u d u						
807-10										k o m b i						
2320-10										k a ŋ ɛ						
2476-10										k uː						
2842-10										d i g i						
3719-10										m i						
4081-10										t a m b i						
4313-10										n ɛ m i						
4460-10										s i						
5514-10										n ɛ m n d ɛ						
5810-10										p i l i						
93-10										d ɔ						
260-10										p i n d i						
385-10										g ɛ m b ɛ						
890-10										a m b i r u						
1336-10										t e g o						
1703-10										b a						
1769-10										t ɛ m b e						
2162-10										b ɛ l ɛ						
2635-10										s o						
2735-10										t a n a						
3031-10										d ɛ g ɛ						
4591-10										k a r a						
5301-10										p ɛ l u						
5605-10										t i m a						
63-10										k a r a						
296-10										z a m b i						
463-10										d u m b e						
762-10										b a l a ŋ u						
1432-10										t a l u						
1474-10										t ɔ ŋ d ɔ						
2044-10										g i m b e						
2713-10										t ɛ m b ɛ r ɛ						
3219-10										p a d u						
3425-10										j uː						
4120-10										k o l o						
4423-10										t ɔ r̃ ɔ						
4629-10										n u ŋ g ɔ						
4759-10										n i						
4904-10										n u ŋ g ɔ						
4960-10										g i n d i						
4980-10										t ɔ						
5059-10										g u j o						
5125-10										b ɔ n d i						
5339-10										p a g a						
5549-10										t a b a j a						
5905-10										t i r̃ u						
5922-10										b i r a						
5938-10										g a n a						
1-10										p ɛ						
483-10										g e d u						
629-10										t ɛː						
667-10										ɛ b ɛ						
1254-10										s a r u						
1415-10										ɲ ɛ						
1542-10										n uː						
1683-10										d i						
1898-10										p u l o j						
2551-10										r̃ i						
2901-10										k u ŋ g u						
2957-10										m a n d i						
3048-10										b i j e						
3251-10										p a r̃ a						
3885-10										t ɛ r ɔ						
715-11											d eː j i					
1089-11											n a ŋ a					
1319-11											n ɛː					
1398-11											s u ŋ g u					
1557-11											g i l e					
1626-11											w a g a					
1840-11											t eː n u					
2247-11											g eː					
4677-11											k u l e j i					
5162-11											m i l ɛ					
5406-11											t a l u					
1577-11											g i l e					
2196-11											n a l a					
2230-11											s i g o					
2533-11											b a r i					
3605-11											k a l a					
3866-11											o dʒ i					
4553-11											t a g a					
4822-11											k u m b o					
5254-11											d i l a					
503-11											k i n a					
1356-11											m a j a					
1881-11											n uː j u					
2084-11											j a p i					
2420-11											k u l a					
3218-11											p uː dʒ u					
3372-11											n a m a					
3718-11											a r a					
4135-11											b a n u					
807-11											k oː m b i					
2320-11											k a ŋ a					
2476-11											k oː					
2842-11											d i g u n					
3719-11											m i					
4081-11											t a m b i					
4313-11											n e m o					
4460-11											s i j ɔ					
5514-11											n eː m n d e					
5810-11											p i l u					
260-11											p ɛ n d e					
890-11											a m b i r i					
1336-11											t e g e					
1703-11											b a w					
2735-11											i n d a m a					
4591-11											k eː r a					
63-11											k a r a					
463-11											d u m b u					
762-11											b a r a ŋ u l u					
1788-11											s i					
2713-11											t ɛ m b ɛ					
3425-11											j uː					
4120-11											k o l o					
4184-11											n ɛː j i					
4423-11											t ɔ l ɔ					
4759-11											n i j e					
4980-11											t ɔː					
5125-11											b o n dʒ ɔ					
5339-11											p a g a					
5549-11											t a w a					
5771-11											dʒ u g u n					
5938-11											a r u n a					
1415-11											n ɛː					
1542-11											n uː j					
1683-11											s eː					
2957-11											m a n d u					
3048-11											b i j e					
715-12												d uː				
1089-12												n a				
1319-12												n ɔː				
1398-12												s u r̃ u				
1557-12												g i r u				
1626-12												w a g a				
1840-12												t eː r̃ u				
2247-12												g oː				
4677-12												k u r e				
5162-12												m ɛ r̃ ɛ				
5406-12												t aː n d u				
359-12												g a r a				
1577-12												g i r u				
2196-12												n a r̃ a				
2230-12												s i g u				
2533-12												b a r a				
3605-12												k a n d a				
3866-12												ɔ dʒ u				
4553-12												t a g u				
4822-12												k u m b u				
5254-12												g i r ɔ				
503-12												k a r̃ a				
1356-12												m a				
2084-12												j a a				
2420-12												k u r ɔ				
3218-12												p uː dʒ u				
3718-12												a r a				
4135-12												b a r̃ a				
4694-12												g u dʒ u				
807-12												k o m b u				
2320-12												k a ŋ a				
2476-12												k uː				
3719-12												m ɔ				
4460-12												s ɔ				
5514-12												n ɛ m n d ɛ				
5810-12												p i r u				
93-12												dʒ ɔː				
385-12												g ɛ m b ɛ n				
890-12												a m b u r u				
1769-12												t ɛ m b ɛ				
2162-12												b ɛ r ɛ				
2635-12												s o				
3031-12												d ɛ g ɛ				
4591-12												k aː r a				
5301-12												p ɛ r u				
5605-12												t i m a				
63-12												k a r a				
296-12												dʒ a m b i				
463-12												d u m b u				
762-12												b a r̃ a				
1432-12												t a r u				
1474-12												t ɔ ŋ ɔ				
2044-12												g i m b e				
2713-12												t ɛ m b ɛ r ɛ				
3219-12												p a dʒ u				
4120-12												k o r a				
4184-12												ɲ aː				
4423-12												t ɔ r̃ ɔ				
4629-12												n u ŋ g ɔ				
4904-12												n u ŋ g ɔ				
4960-12												g i n d u				
4980-12												t ɔː				
5125-12												b ɔ n ɛ				
5549-12												t a w a				
5771-12												dʒ u g u n a				
5905-12												t eː r̃ u				
5922-12												b i r a				
1-12												p ɛ				
629-12												t ɔː				
667-12												ɛ w ɛ				
1254-12												s a r d u r u				
1415-12												ɲ ɛː				
2551-12												r̃ a				
2901-12												t u ŋ g u				
3885-12												t ɛ r ɔ				
715-13													d i j i			
1089-13													n a ŋ a			
1319-13													n ɛ			
1398-13													s u nː u			
1557-13													g i l o			
1626-13													w a g a			
1840-13													t e nː u			
2247-13													g o			
4677-13													k u l e			
5162-13													m i l ɛ			
5406-13													t a n d u			
359-13													g a l a			
1577-13													g i l e			
2196-13													n a l a			
2230-13													s i g o			
2533-13													b a l a			
3605-13													k a n d a			
3866-13													g o dʒ u			
4553-13													t a ŋ g e			
4822-13													k u m b o			
5254-13													d i l ɔ			
503-13													k i n a			
1356-13													m a			
2084-13													j a a			
2420-13													k u l ɔ			
3218-13													b uː d u			
3372-13													n a m a			
3718-13													g a l a			
4135-13													b a n u			
4694-13													g u s u g o			
807-13													k o m b u			
2320-13													k a nː ɛ			
2476-13													k u			
2842-13													d i g u n			
3719-13													m i			
4081-13													t a m b u			
4313-13													n ɛ m o			
4460-13													s ɛ j ɔ			
5514-13													n ɛ m n d a			
5810-13													p i l u			
93-13													d ɔː			
260-13													b ɛ l ɛ			
385-13													g ɛ m b ɛ			
1336-13													t ɛ g o			
1703-13													b a			
1769-13													t ɛ m b i			
2162-13													b ɛ l ɛ			
2635-13													s e			
3031-13													d ɛ g ɛ			
4591-13													k ɛ r u			
5301-13													p ɛ l u			
5605-13													t i m ɛ			
63-13													k a r a			
762-13													b a l a			
1432-13													t a l u			
1474-13													t ɔ nː d ɔ			
1788-13													s e r u			
2044-13													g i m b e			
2713-13													t ɛ m b ɛ l ɛ			
3219-13													b a d u			
3425-13													j u			
4120-13													k o l o			
4184-13													n ɛ			
4423-13													t ɔ l ɔ			
4629-13													n u nː g ɔ			
4980-13													t ɔː			
5059-13													g e j o			
5125-13													b o n dʒ i			
5339-13													p a g a			
5905-13													t e n u			
5922-13													b i l a			
5938-13													a l u n a			
1-13													p ɛ			
483-13													g o s u			
667-13													ɛ b ɛ			
1254-13													s a l u l u			
1415-13													ɲ ɛː			
1683-13													s i j o			
2901-13													k u nː d u			
3251-13													b a l a			
3885-13													t ɛ l ɔ			
715-14														g i j i		
1089-14														n a		
1319-14														n ɛ		
1398-14														s uː r u		
1557-14														g i r u		
1626-14														w a g a		
1840-14														t eː		
2247-14														g o		
4677-14														k u l u		
5162-14														m i r u		
5406-14														t a n d u		
359-14														g a r u		
2196-14														n a r a		
2230-14														s i g u		
2533-14														b a r a		
3605-14														k a n d a		
3866-14														o d u		
4553-14														t a ŋ g a		
4822-14														k u m b u		
503-14														k i r̃ a		
1356-14														m a j		
1881-14														n uː		
2084-14														j a a		
2420-14														k u l a		
3372-14														n a m a		
3718-14														a r a		
4135-14														b a r̃ u		
4694-14														g u s u g u		
807-14														k ɔ m b u		
2476-14														k u		
2842-14														d i g u		
3719-14														m u		
4081-14														t a m b i		
4313-14														n ɛ m		
4460-14														s i j ɔ		
5810-14														p i l u		
93-14														s ɔː		
260-14														p ɛ r e		
385-14														g ɛ m b ɛ n		
1703-14														b a		
2162-14														b ɛ r ɛ		
2635-14														s o		
2735-14														t a n d u m a		
3031-14														d ɛ g ɛ		
5301-14														p ɛ r u		
5605-14														t i m a		
296-14														z a m b i		
1432-14														t a r u		
1474-14														t ɔ ŋ d ɔ		
1788-14														s a r u		
2044-14														g i m b u		
3425-14														j uː		
4184-14														n a		
4423-14														t ɔ r ɔ		
4629-14														n u ŋ g ɔ		
4904-14														n u ŋ g a		
4980-14														t ɔː		
5059-14														g u j o		
5339-14														p a g a		
5905-14														t i r̃ u		
5922-14														b i r a		
5938-14														a n d u		
483-14														g o s u		
629-14														t ɛ l i		
1254-14														s a r u r u r a		
1898-14														p u r u		
3251-14														b a r a		
715-15															d i j i	
1089-15															n a ŋ a	
1319-15															n ɔː	
1398-15															s uː	
1557-15															g i r e	
1626-15															w a g a	
1840-15															t i	
2247-15															g o	
4677-15															k u l e j i	
5162-15															m i r̃ ɛ	
5406-15															t a n d u	
359-15															g e l a	
1577-15															g i r u	
2196-15															n a l a	
2230-15															s i g o	
2533-15															b a l a	
3605-15															k a n d a	
3866-15															o z u	
4553-15															t a	
4822-15															k u m b o	
5254-15															d i l ɔ	
503-15															k i r̃ a	
1356-15															m a	
1881-15															n uː	
2084-15															j a a	
2420-15															k u l ɛ	
3218-15															p uː z u	
3372-15															n a m a	
4135-15															b a r̃ u	
4694-15															g u z u g o	
807-15															k o m b i	
2842-15															d i g u n a	
3719-15															m i	
4081-15															t a m b i	
4313-15															n ɛ m	
5514-15															n ɛ m n d ɛ	
5810-15															p i l u	
93-15															d ɔ	
260-15															b ɛ l ɛ	
385-15															g ɛ m b ɛ	
1336-15															t e g e	
1769-15															t ɛ m b u	
2162-15															b ɛ l ɛ	
2635-15															s o	
2735-15															t a n d u m a	
