COGID	AntangWesternSandong	BanliangYangAn	DujiangEasternSandong	JiaoliPandong	JiarongSouthernSandong	JiuqianSouthernSandong	Pandong	RenliEasternSandong	SanjiangEasternSandong	ShuigenCentralSandong	ShuiweiSouthernSandong	ShuiyaoSouthernSandong	TangnianYangAn	TangzhouWesternSandong	TingpaiWesternSandong	ZhongheCentralSandong
6854	ȶʰ j u ¹	kʰ j u ¹	ɕ j u ¹	s j u ¹			ɕ j u ¹	ɕ j u ¹	ɕ j u ¹	ȶʰ j u ¹			h j u ¹			
7467	ȶ ə n ¹			ȶ a n ¹	ȶ a n ¹					ȶ ə n ¹					ȶ a n ¹	
6857														l aː k ¹	l aː k ¹	l aː k ¹
7100								kʰ a ŋ ¹	kʰ a ŋ ¹							
4829					p j a ¹	p j a ¹					p j a ¹	p j a ¹				
5521					ts j u m ¹		ȶ u m ¹					ts ə m ¹				
2341		q e ¹	q e ¹		q e ¹	q e ¹	k e ¹	q e ¹	q e ¹	q e ¹	q e ¹	q e ¹	q e ¹			q e ¹
2249		t j aːi ¹											t j aːi ¹			
2909			ˀn a ¹	n a ¹			n a ¹	n a ¹	n a ¹							ˀn a ¹
3293	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	n j a n ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹				ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹	ŋ w a ŋ ¹	ŋ w aː ŋ ¹	ŋ w aː ŋ ¹
2319	j ə n ¹	j ə n ¹	j ə n ¹	j a n ¹		j ə n ¹	j a n ¹	j ə n ¹		j ə n ¹	j ə n ¹		j ə n ¹		j a n ¹	
9020				k aː ŋ ¹	ts j aː ŋ ¹	ts j aː ŋ ¹	k aː ŋ ¹					ts j e ŋ ¹				
4999	ˀd w ə ¹		d w a ¹	t j o ¹	ˀd a ¹	ˀd a ¹		d w a ¹	d w a ¹	ˀd w a ¹	ˀd a ¹	ˀd a ¹		ˀd o ¹	ˀd w a ¹	ˀd w a ¹
23				d aːu ¹							t aːu ¹					
7418	q u m ¹		q a m ¹		q a m ¹	q u m ¹		q u m ¹	q u m ¹	q u m ¹	q u m ¹	k ə m ¹		q u m ¹	q u m ¹	q a m ¹
2822		ȵ u ŋ ¹											ȵ u ŋ ¹			
3934	ˀm aː n ¹	m aː n ¹								ˀm aː n ¹			m aː n ¹	ˀm aː n ¹	ˀm aː n ¹	ˀm aː n ¹
10884	ts e ŋ ¹		ts e ŋ ¹		ts e ŋ ¹	ts e ŋ ¹		ts e ŋ ¹	ts e ŋ ¹	ts e ŋ ¹	ts e ŋ ¹	ts e ŋ ¹		ts i ŋ ¹	ts i ŋ ¹	ts e ŋ ¹
3793					t u ¹	t u ¹					t u ¹					
6277		l j u p ¹	ⁿd j u p ¹		ˀd j u p ¹	ˀd j u p ¹		ⁿd j u p ¹	ⁿd j u p ¹		ˀd j ə p ¹		l j ʊ p ¹		ˀd j u p ¹	
10172								q e ¹	q e ¹		q e ¹					
9951	l j u ¹		l j u ¹	l j u ¹		ˀd j u ¹	l j u ¹	l j u ¹	l j u ¹	l j u ¹				l j u ¹	l j u ¹	l j u ¹
8784			h j au ¹	h j au ¹				h j au ¹	h j au ¹							
6107					k ə n ¹						k ə n ¹	k ə n ¹				
6733		kʰ j u ¹	ɕ j u ¹		ȶʰ j u ¹								kʰ j u ¹		ȶʰ j u ¹	
7488						k w aː ŋ ¹					k w aː ŋ ¹					
1852		ɕ a ¹			ɕ a ¹	ɕ a ¹				ɕ a ¹	ɕ a ¹	ɕ a ¹	ɕ a ¹	ɕ e ¹		ɕ a ¹
9478					q e ¹	q e ¹					q e ¹	q e ¹				
9855	l i n ¹		l i n ¹	l i n ¹	ˀd i n ¹	ˀd i n ¹		l i n ¹	l i n ¹	l i n ¹	ˀd i n ¹	ˀd i n ¹	l i n ¹		l i n ¹	l j ə n ¹
204							ⁿd ai ¹							ˀd aːi ¹		ˀd aːi ¹
10885		t aːu ¹		t aːu ¹			t aːu ¹						t aːu ¹			
6243		l i n ¹											l i n ¹			
6935					ˀd aːi ¹	ˀd aːi ¹	d ai ¹				ˀd aːi ¹	ˀd ai ¹				
2305	j u t ¹		j uː t ¹			j u t ¹	j w ə t ¹	j u t ¹	j u t ¹	j u t ¹	j u t ¹			j u t ¹	j uː t ¹	j uː t ¹
6734				p o ¹		p o ¹	pʰ au ¹	p o ¹	p o ¹	p o ¹		p o ¹		p o ¹		p o ¹
6037		p aːu ¹											p aːu ¹			
68					q a ¹							q a ¹				
9382	k oi ¹	k oi ¹	k oi ¹	k oi ¹		q o t ¹	k oi ¹		k oi ¹	k oi ¹			k oi ¹	k oi ¹	k oi ¹	k oi ¹
3130								j o ¹	j o ¹							
173								p aː ŋ ¹	p aː ŋ ¹							
1367	l i ŋ ¹	m i ŋ ¹	l i ŋ ¹	m i ŋ ¹	l i ŋ ¹	l i ŋ ¹	m i ŋ ¹		l i ŋ ¹	l i ŋ ¹		l i ŋ ¹	m i ŋ ¹	l i ŋ ¹	l i ŋ ¹	
8110								h o ŋ ¹	h o ŋ ¹							
9834	s j e t ¹		s j ə t ¹		s j e t ¹	s j e t ¹		s j e t ¹	s j e t ¹	s j e t ¹	s j e t ¹	s j i t ¹		s j e t ¹		s j e t ¹
2889	l j aːu ¹	l j eu ¹	l j aːu ¹		l j au ¹	l j eu ¹			l j eu ¹	l j aːu ¹	l j eu ¹	l j aːu ¹	l j eu ¹	l j eu ¹	l j eu ¹	l j aːu ¹
1801					h u p ¹	h u p ¹					h u p ¹	h ə p ¹				
3481	m aːu ¹			m aːu ¹			m aːu ¹					m aːu ¹		m aːu ¹		m aːu ¹
9401				ȵ w ə t ¹		ȵ u t ¹	ȵ w ə t ¹	n j u t ¹	n j u t ¹	ȵ u t ¹	ȵ u t ¹	ⁿj u t ¹		ȵ u t ¹	ȵ u t ¹	
6159		k a ¹			k a ¹							k a ¹				
4831								q u m ¹	q u m ¹							
258				tʰ əː t ¹					tʰ j e t ¹							
1974					ts j u p ¹				s u p ¹		s u p ¹					
3051	ˀd j u p ¹	l j u p ¹				ˀd j u p ¹				ˀd j u p ¹			l j ʊ p ¹			
2724			ȵ u ¹							ȵ̥ u ¹				ȵ̥ u ¹	ȵ̥ u ¹	
3160		l j e ¹											l j e ¹			
3935			f j a ¹	f j e ¹	f a ¹	f j a ¹		f j a ¹	f j a ¹		f j a ¹	f a ¹				
10765	ˀb j e k ¹	m j aː k ¹	ⁿb j aː k ¹			ˀb j aː k ¹		ⁿb j aː k ¹	ⁿb j aː k ¹	ˀb j aː k ¹	ˀb j aː k ¹	ˀb j aː k ¹	m j aː k ¹	ˀm j e k ¹	ˀb j a k ¹	ˀb j aː k ¹
3318		f u ¹											f u ¹			
3876		l aːi ¹											l aːi ¹			
8952		m a ŋ ¹											m a ŋ ¹			
2941		m ai ¹											m ai ¹			
7799	j u ¹		j u ¹	j u ¹	j u ¹	j u ¹		j u ¹	j u ¹	j u ¹	j u ¹	j u ¹		j u ¹	j u ¹	j u ¹
566				t au ¹			t au ¹									
1383			h j ai ¹	h j ai ¹				h j ai ¹	h j ai ¹							
11083	ȶ ə n ¹		ȶ ə n ¹			ȶ ə n ¹				ȶ i n ¹	ȶ ə n ¹			ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
6856					j j u ¹	j j u ¹					j j u ¹	j u ¹				
7160			l a ¹				l ə ¹		l a ¹							l a ¹
9805	l u p ¹		l u p ¹						l u p ¹							
9365	ˀm ui ¹	m oi ¹	ˀm ui ¹							ˀm ui ¹			m oi ¹	ˀm ui ¹		ˀm ui ¹
8414	f j e m ¹	f j aː m ¹	f j aː m ¹		f j aː m ¹	f j aː m ¹				f j aː m ¹	ⁿb j aː m ¹	v j aː m ¹	p j aː m ¹	f j aː m ¹	f j a m ¹	f j aː m ¹
3625	k w aː k ¹		k w aː k ¹	k o k ¹			k w ə k ¹		k w aː k ¹	k w aː k ¹				k w aː k ¹	k w a k ¹	k w aː k ¹
3769								ⁿb aː n ¹	ⁿb aː n ¹							
799	l w ə ¹	l o ¹	l w a ¹	l w ə ¹				l w a ¹	l w a ¹	l w a ¹	l a ¹		l o ¹	l o ¹	l w a ¹	l w a ¹
4587				t i ¹			t i ¹	t i ¹								
1570	k ə ¹		q e ŋ ¹		q e ŋ ¹	q e ŋ ¹		q e ŋ ¹	q e ŋ ¹	q e ŋ ¹	q e ŋ ¹	q e ŋ ¹		q e ŋ ¹		q e ŋ ¹
10056										f aːi ¹				f aːi ¹		
4271	ˀb ə ¹	m ə n ¹	p ə ¹					p ə ¹	p ə ¹					ˀm ə ¹	ˀb ə ¹	
2569		n u n ¹	n u n ¹		n u n ¹			n u n ¹	n u n ¹	n u n ¹	n u n ¹			n u n ¹	n u n ¹	
816	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹	ʔ u ¹				ʔ u ¹		ʔ u ¹	ʔ u ¹			ʔ u ¹
4356	l w ə ¹			l w ə ¹											l w a ¹	
1					ⁿd j eu ¹	d əu ¹	d j əu ¹	ⁿd j u ¹	ⁿd j u ¹	d j u ¹	d j u ¹	ⁿd j u ¹	ⁿd j u ¹	d j u ¹	d j au ¹	d j eu ¹
5486		pʰ u ¹		pʰ u ¹				pʰ u ¹	pʰ u ¹				pʰ u ¹			
8783		ɣ o ¹					ɣ o ¹						ɣ o ¹			
2856	ɣ ui ¹	ɣ ui ¹	ɣ ui ¹		ɣ i ¹	ɣ i ¹			ɣ ui ¹	ɣ ui ¹	ɣ i ¹		ɣ ui ¹	ɣ ui ¹		ɣ ui ¹
7734		j aː m ¹	ʔ j aː m ¹		ʔ j aː m ¹	ʔ j aː m ¹		j aː m ¹	ʔ j aː m ¹	ʔ j aː m ¹	ʔ j aː m ¹	ʔ j aː m ¹		ʔ j aː m ¹	ʔ j a m ¹	ʔ j aː m ¹
7121						ʔ w a ¹						ʔ w a ¹				
5689				pʰ o ¹			pʰ o ¹	pʰ o ¹								
9704		f aːi ¹		f aːi ¹									f aːi ¹			
4237					q a ¹	q a ¹					q a ¹	q a ¹				
5706		s e ŋ ¹											s e ŋ ¹			
6313														ts u t ¹	pʰ u t ¹	
2268		m j aː k ¹											m j aː k ¹			
10507						s j aː ŋ ¹				s j aː ŋ ¹		s i ŋ ¹				
5285					ˀd aːu ¹	ˀd aːu ¹					ˀd aːu ¹	ˀd aːu ¹				
8550					ɣ aː ŋ ¹	ɣ aː ŋ ¹						ɣ aː ŋ ¹				
2623										t o ŋ ¹	t o ŋ ¹	t o ŋ ¹			t o ŋ ¹	
1088	t u ¹	t u ¹	t j u ¹					t u ¹	t u ¹						t o ¹	t u ¹
1955			n aː n ¹	n aː n ¹				n aː n ¹	n aː n ¹							
6106				t i p ¹			ⁿd i p ¹									
172								k a ¹	k a ¹							
8634									f j e n ¹				p j aː n ¹		f j a n ¹	
10717				ⁿd w ə ¹			ⁿd w ə ¹									
4057				k u ŋ ¹			k u ŋ ¹									
7971	ʔ w e n ¹		ʔ w e n ¹			ʔ w e n ¹				ʔ w e n ¹		ʔ w eː n ¹		ʔ w i n ¹	ʔ w e n ¹	ʔ w e n ¹
3917													ȶʰ a ¹		ȶʰ a ¹	
7989		ʔ a n ¹		t w ə n ¹			h w ə n ¹	ʔ a n ¹					h a ŋ ¹			
10764	n i ¹		n i ¹	n j e ¹	n i ¹	n i ¹		n i ¹	n i ¹	n i ¹	n i ¹	n i ¹		n i ¹	n i ¹	n i ¹
7990			f a ¹							f a ¹					f a ¹	
401	n̥ o ¹	n̥ o ¹	n̥ o ¹		n̥ o ¹	n̥ o ¹				n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹	n̥ o ¹
7013		n j a n ¹			ˀȵ i n ¹	ˀȵ ə n ¹					ˀȵ ə n ¹	ˀȵ i n ¹	ȵ ə n ¹			
5083		h̃ w ai ¹		h̃ j ai ¹			h̃ w ai ¹	h̃ w ai ¹	h̃ w ai ¹				h̃ w ai ¹			
9340			ɕ aː ŋ ¹		s au ¹			s au ¹	s au ¹		s au ¹					
10171							t i ŋ ¹	t i ŋ ¹								
343	n̥ a ¹	n̥ a ¹							ȵ ui ¹				n̥ a ¹	n̥ a ¹		n̥ a ¹
348							h j ã ¹	h j aː ŋ ¹	h a ¹							
3987			ˀn o n ¹			ˀn o n ¹		n o n ¹	n o n ¹	ˀn o n ¹						ˀn o n ¹
4359			m ai ¹				m ai ¹	m ai ¹		m ai ¹	m ai ¹					
5567	h j e ¹		h j a ¹	h j e ¹			h j a ¹	h j a ¹	h j a ¹						ɕ j a ¹	
5723		kʰ a ¹											x a ¹			
7029	ʔ u n ¹		ʔ u n ¹					ʔ u n ¹	ʔ u n ¹	ʔ u n ¹				ʔ u n ¹	ʔ u n ¹	ʔ u n ¹
1574				q oi ¹			q oi ¹									
10273	v u ¹	v u ¹	v u ¹		v u ¹	v u ¹		v u ¹	v u ¹	v u ¹	v u ¹		v u ¹	v u ¹	v u ¹	v u ¹
4358			p aːi ¹				p ai ¹	p aːi ¹	p aːi ¹	p aːi ¹	p aːi ¹		p aːi ¹			
5824	f u ¹	f u ¹	f u ¹		f u ¹			f u ¹	f u ¹	f u ¹		f u ¹	f u ¹	f u ¹	f u ¹	f u ¹
9529		ȵ a p ¹		j a p ¹	kʰ a p ¹		ⁿd a p ¹					qʰ a p ¹	ȵ a p ¹			
4041								ts u m ¹	ts u m ¹							
6021			ʁ e ¹		ʁ e ¹	ʁ e ¹		ʁ e ¹	ʁ e ¹	ʁ e ¹	ʁ e ¹	ʁ e ¹				ʁ e ¹
5283	l aːu ¹		l aːu ¹	l aːu ¹			l aːu ¹	l aːu ¹	l aːu ¹	l aːu ¹				l aːu ¹		l aːu ¹
5334	p o ¹	p o ¹	p o ¹	p o ¹			p o ¹	p o ¹	p o ¹	p o ¹			p o ¹	p o ¹	p o ¹	p o ¹
10686	u ¹		u ¹												u ¹	
4039	m i t ¹	m i t ¹	m i t ¹		m i t ¹	m i t ¹	m i t ¹			m i t ¹	m i t ¹	m i t ¹	m i t ¹	m i t ¹	m i t ¹	m i t ¹
2723		ȵ ə n ¹				ˀȵ ə n ¹					ˀȵ ə n ¹	ˀȵ i n ¹				
3263	h aː n ¹	h aː n ¹	h aː n ¹	h aː n ¹			h aː n ¹	h aː n ¹	h aː n ¹	h aː n ¹			h aː n ¹	h aː n ¹	h aː n ¹	h aː n ¹
291				q au ¹				q o ¹	q ə ¹							
8141		ŋ u k ¹											ŋ̊ u k ¹			
6452					ʁ a ¹	ʁ a ¹					ʁ a ¹	ʁ a ¹				
3766		ʔ ai ¹		ʔ ai ¹		ʔ ai ¹	ʔ ai ¹	ʔ ai ¹	ʔ ai ¹				ʔ ai ¹			ʔ ai ¹
8008					s aːu ¹	s aːu ¹						s aːu ¹				
6259	ts a n ¹			ts a n ¹			ȶ a n ¹						s a n ¹			
3794					t a ŋ ¹						t a ŋ ¹	t a ŋ ¹				
9809						q a ¹						k a ¹				
8330		ŋ aː ŋ ¹		n i ŋ ¹	ˀŋ aː ŋ ¹	ˀŋ aː ŋ ¹	ŋ aː ŋ ¹				ˀŋ aː ŋ ¹		ŋ aː ŋ ¹			
10170					l aːu ¹	l aːu ¹					l aːu ¹	l aːu ¹				
1520				ȵ i t ¹						ˀȵ i t ¹		ˀȵ i t ¹				
7620			t j aː ŋ ¹	t j ə ŋ ¹			t j ə ŋ ¹	t j aː ŋ ¹	t j aː ŋ ¹							
3952	f u ŋ ¹	f u ŋ ¹	f u ŋ ¹	l u ŋ ¹						f u ŋ ¹			f u ŋ ¹	f u ŋ ¹	f u ŋ ¹	f u ŋ ¹
9339		kʰ au ¹					kʰ au ¹									
6310	ⁿd j ə n ¹				ⁿd i ŋ ¹	ⁿd j ə ŋ ¹					ⁿd j ə ŋ ¹	ⁿd i ŋ ¹				ⁿd j ə n ¹
2890				t i ¹			t i ¹									
2589	m o n ¹						m w ə n ¹						m u n ¹	m u n ¹		m o n ¹
5808					ⁿd au ¹	ˀd au ¹					ˀd au ¹	ˀd au ¹				
2089			s aː n ¹			s aː n ¹	s a n ¹	s aː n ¹	s aː n ¹		s aː n ¹					
108													t u ŋ ¹	t u ŋ ¹		
9074	l j u k ¹		l j u k ¹					l j u k ¹	l j u k ¹	l j u k ¹				l j u k ¹	l j u k ¹	l j u k ¹
2412	ˀd i ¹		ⁿd i ¹	ⁿd i ¹			ⁿd i ¹	ⁿd i ¹	ⁿd i ¹	ˀd i ¹				ˀd i ¹	ˀd i ¹	ˀd i ¹
6419				v w ə ŋ ¹			ⁿb w ə ŋ ¹	v aː ŋ ¹	v aː ŋ ¹							
7902	h aː t ¹	h aː t ¹	h aː t ¹		h aː t ¹	h aː t ¹				h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹	h aː t ¹
7014				h̃ j u ¹			h̃ j u ¹	h̃ j u ŋ ¹	h̃ j u ¹							
9201			ts aː p ¹					ts aː p ¹	ts aː p ¹	ts aː p ¹				ts aː p ¹	ts aː p ¹	
8159				h e ¹	h e ¹		h e ¹	h e ¹	h e ¹		h e ¹	h e ¹				
9200		t j ə t ¹											t j ə t ¹			
2414					h aː n ¹	h aː n ¹					h aː n ¹					
9322		ŋ u n ¹				ʁ u n ¹							ŋ u n ¹	ˀŋ u n ¹		
2000					ts j e n ¹	ts j e n ¹	t e ŋ ¹		ts e n ¹							
2017		pʰ w a ¹		pʰ w a ¹			pʰ w a ¹	pʰ w a ¹	h w a ¹				pʰ w a ¹			
8953			ⁿb j u m ¹					ⁿb j u m ¹	ⁿb j u m ¹	ⁿb j u m ¹						ⁿb j u m ¹
402				h̃ o ¹				h o ¹	h õ ¹							
10953		pʰ w aː n ¹						pʰ w aː n ¹	pʰ w a n ¹				pʰ w aː n ¹			
8633					q eu ¹	q eu ¹		q eu ¹			q eu ¹	q eu ¹		q eu ¹		
8007				pʰ j u ¹			pʰ j o ŋ ¹	pʰ j u ŋ ¹	pʰ j o ŋ ¹		l j o ŋ ¹					
9182		t j ə t ¹	t j ə t ¹							t j ə t ¹			t j ə t ¹			
2571												t i ¹	t i ¹	t i ¹		
1997			t j e p ¹					t j e p ¹		t j e p ¹	t j e p ¹		t j e ¹			
3918		ɣ ə t ¹													ɣ ə t ¹	
3297							h au ¹		h au ¹							
7031				ȵ o n ¹	ˀŋ o n ¹	ˀŋ o n ¹	ȵ w ə n ¹									
10545				t j ui ¹	ˀd u ¹	ˀd u ¹	t j ui ¹				ˀd u ¹	ˀd u ¹				
4538						f u ¹				f u ¹				f u ¹	f u ¹	
8207	s j e ŋ ¹		ɕ aː ŋ ¹	ɕ i ŋ ¹	s j aː ŋ ¹	s j aː ŋ ¹	ɕ j ə ŋ ¹	s j aː ŋ ¹		s j aː ŋ ¹					s j a ŋ ¹	s j aː ŋ ¹
7619	t j u ¹	t j u ¹								t j u ¹				t j u ¹		t j u ¹
1345		k au ¹		ɣ o ¹			ɣ au ¹						ɣ au ¹	ɣ au ¹	q u ¹	ɣ au ¹
70							q u m ¹				q a m ¹					
9782	v ə t ¹	v ə t ¹	v ə t ¹	v ə t ¹		v ə t ¹	v ə t ¹	v ə t ¹		v ə t ¹		v ə t ¹	v ə t ¹	v ə t ¹	v ə t ¹	v ə t ¹
21	ȶ ə n ¹		ȶ ə n ¹		ȶ i n ¹	ȶ ə n ¹				ȶ i n ¹				ȶ ə n ¹	ȶ a n ¹	ȶ ə n ¹
255	tʰ j e p ¹	tʰ i p ¹			tʰ j e p ¹	tʰ j e p ¹	tʰ j e p ¹			tʰ j e p ¹			tʰ i p ¹	tʰ i p ¹	tʰ j a p ¹	tʰ j e p ¹
10736		n̥ u ¹			n̥ au ¹	n̥ au ¹				n̥ u ¹	n̥ au ¹	n̥ au ¹		n̥ u ¹		n̥ u ¹
5982				t u n ¹			t w ə n ¹									
10143		t u ¹	t u ¹							t u ¹	t u ¹		t u ¹	t u ¹		t u ¹
10053	l j e ¹		l j a ¹					l j a ¹	l j a ¹	l j a ¹						l j a ¹
3954					s i ¹	s i ¹		ɕ i ¹	ɕ i ¹		s i ¹	s i ¹				
9751		p e k ¹	p j aː k ¹		p j aː k ¹	p j aː k ¹	p e k ¹	p j aː k ¹	p j aː k ¹	p j aː k ¹		p j aː k ¹	p e k ¹	p i k ¹	p e k ¹	p j aː k ¹
5877		l au ¹											l au ¹			
7834				t a n ¹			t a n ¹									
1971	ts i m ¹	ts i m ¹	ȶ i m ¹	ts ə m ¹		ts j u m ¹	ȶ i m ¹						ts i m ¹	ts i m ¹	ts i m ¹	
1628					l o k ¹							l o k ¹				
8157	l i ¹					l i ¹				l i ¹					l i ¹	l i ¹
8617								ⁿd ai ¹	ⁿd ai ¹							
4708			ɕ i ¹	ɕ i ¹			ɕ i ¹						ȶʰ i ¹			
4397				pʰ j a ¹			pʰ j a ¹	pʰ a ¹	pʰ a ¹							
5284		h aːu ¹											h aːu ¹			
6618			j o ¹		j o ¹	j o ¹		j o ¹	j o ¹	j o ¹	j o ¹					
8922		q au ¹	q au ¹		q au ¹	q au ¹		q au ¹	q au ¹	q au ¹	q au ¹	q au ¹	q au ¹	q au ¹	q au ¹	q au ¹
2392	t a ¹													t a ¹		
