index	index_p	rindex	rindex_p	cogid	id_Duhumbi	segment_Duhumbi	segment_Duhumbi_L1	segment_Duhumbi_L2	segment_Duhumbi_L3	segment_Duhumbi_R1	segment_Duhumbi_R2	segment_Duhumbi_R3	SC_Duhumbi	SC_Duhumbi_L1	SC_Duhumbi_L2	SC_Duhumbi_L3	SC_Duhumbi_R1	SC_Duhumbi_R2	SC_Duhumbi_R3	PROSODY_Duhumbi	PROSODY_Duhumbi_L1	PROSODY_Duhumbi_L2	PROSODY_Duhumbi_L3	PROSODY_Duhumbi_R1	PROSODY_Duhumbi_R2	PROSODY_Duhumbi_R3	id_Jerigaon	segment_Jerigaon	segment_Jerigaon_L1	segment_Jerigaon_L2	segment_Jerigaon_L3	segment_Jerigaon_R1	segment_Jerigaon_R2	segment_Jerigaon_R3	SC_Jerigaon	SC_Jerigaon_L1	SC_Jerigaon_L2	SC_Jerigaon_L3	SC_Jerigaon_R1	SC_Jerigaon_R2	SC_Jerigaon_R3	PROSODY_Jerigaon	PROSODY_Jerigaon_L1	PROSODY_Jerigaon_L2	PROSODY_Jerigaon_L3	PROSODY_Jerigaon_R1	PROSODY_Jerigaon_R2	PROSODY_Jerigaon_R3	id_Khispi	segment_Khispi	segment_Khispi_L1	segment_Khispi_L2	segment_Khispi_L3	segment_Khispi_R1	segment_Khispi_R2	segment_Khispi_R3	SC_Khispi	SC_Khispi_L1	SC_Khispi_L2	SC_Khispi_L3	SC_Khispi_R1	SC_Khispi_R2	SC_Khispi_R3	PROSODY_Khispi	PROSODY_Khispi_L1	PROSODY_Khispi_L2	PROSODY_Khispi_L3	PROSODY_Khispi_R1	PROSODY_Khispi_R2	PROSODY_Khispi_R3	id_Khoina	segment_Khoina	segment_Khoina_L1	segment_Khoina_L2	segment_Khoina_L3	segment_Khoina_R1	segment_Khoina_R2	segment_Khoina_R3	SC_Khoina	SC_Khoina_L1	SC_Khoina_L2	SC_Khoina_L3	SC_Khoina_R1	SC_Khoina_R2	SC_Khoina_R3	PROSODY_Khoina	PROSODY_Khoina_L1	PROSODY_Khoina_L2	PROSODY_Khoina_L3	PROSODY_Khoina_R1	PROSODY_Khoina_R2	PROSODY_Khoina_R3	id_Khoitam	segment_Khoitam	segment_Khoitam_L1	segment_Khoitam_L2	segment_Khoitam_L3	segment_Khoitam_R1	segment_Khoitam_R2	segment_Khoitam_R3	SC_Khoitam	SC_Khoitam_L1	SC_Khoitam_L2	SC_Khoitam_L3	SC_Khoitam_R1	SC_Khoitam_R2	SC_Khoitam_R3	PROSODY_Khoitam	PROSODY_Khoitam_L1	PROSODY_Khoitam_L2	PROSODY_Khoitam_L3	PROSODY_Khoitam_R1	PROSODY_Khoitam_R2	PROSODY_Khoitam_R3	id_Rahung	segment_Rahung	segment_Rahung_L1	segment_Rahung_L2	segment_Rahung_L3	segment_Rahung_R1	segment_Rahung_R2	segment_Rahung_R3	SC_Rahung	SC_Rahung_L1	SC_Rahung_L2	SC_Rahung_L3	SC_Rahung_R1	SC_Rahung_R2	SC_Rahung_R3	PROSODY_Rahung	PROSODY_Rahung_L1	PROSODY_Rahung_L2	PROSODY_Rahung_L3	PROSODY_Rahung_R1	PROSODY_Rahung_R2	PROSODY_Rahung_R3	id_Rupa	segment_Rupa	segment_Rupa_L1	segment_Rupa_L2	segment_Rupa_L3	segment_Rupa_R1	segment_Rupa_R2	segment_Rupa_R3	SC_Rupa	SC_Rupa_L1	SC_Rupa_L2	SC_Rupa_L3	SC_Rupa_R1	SC_Rupa_R2	SC_Rupa_R3	PROSODY_Rupa	PROSODY_Rupa_L1	PROSODY_Rupa_L2	PROSODY_Rupa_L3	PROSODY_Rupa_R1	PROSODY_Rupa_R2	PROSODY_Rupa_R3	id_Shergaon	segment_Shergaon	segment_Shergaon_L1	segment_Shergaon_L2	segment_Shergaon_L3	segment_Shergaon_R1	segment_Shergaon_R2	segment_Shergaon_R3	SC_Shergaon	SC_Shergaon_L1	SC_Shergaon_L2	SC_Shergaon_L3	SC_Shergaon_R1	SC_Shergaon_R2	SC_Shergaon_R3	PROSODY_Shergaon	PROSODY_Shergaon_L1	PROSODY_Shergaon_L2	PROSODY_Shergaon_L3	PROSODY_Shergaon_R1	PROSODY_Shergaon_R2	PROSODY_Shergaon_R3
3	1.0000	1	0.3333	12																																																																			23	ŋ	u	l	∅	∅	∅	∅	N	Y	L	∅	∅	∅	∅	4	7	5	∅	∅	∅	∅																							24	ŋ	u	l	∅	∅	∅	∅	N	Y	L	∅	∅	∅	∅	4	7	5	∅	∅	∅	∅	25	ŋ	u	l	∅	∅	∅	∅	N	Y	L	∅	∅	∅	∅	4	7	5	∅	∅	∅	∅	26	ŋ	u	l	∅	∅	∅	∅	N	Y	L	∅	∅	∅	∅	4	7	5	∅	∅	∅	∅
1	0.5000	2	1.0000	13	27	tɕʰ	∅	∅	∅	a	∅	∅	C	∅	∅	∅	A	∅	∅	2	∅	∅	∅	7	∅	∅																							28	tɕʰ	∅	∅	∅	a	∅	∅	C	∅	∅	∅	A	∅	∅	2	∅	∅	∅	7	∅	∅	29	tɕʰ	∅	∅	∅	uː	∅	∅	C	∅	∅	∅	Y	∅	∅	2	∅	∅	∅	7	∅	∅	30	tɕʰ	∅	∅	∅	uː	∅	∅	C	∅	∅	∅	Y	∅	∅	2	∅	∅	∅	7	∅	∅	31	tɕʰ	∅	∅	∅	uː	∅	∅	C	∅	∅	∅	Y	∅	∅	2	∅	∅	∅	7	∅	∅	32	tɕʰ	∅	∅	∅	uː	∅	∅	C	∅	∅	∅	Y	∅	∅	2	∅	∅	∅	7	∅	∅	33	tɕʰ	∅	∅	∅	uː	∅	∅	C	∅	∅	∅	Y	∅	∅	2	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	13	27	a	tɕʰ	∅	∅	∅	∅	∅	A	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅																							28	a	tɕʰ	∅	∅	∅	∅	∅	A	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	29	uː	tɕʰ	∅	∅	∅	∅	∅	Y	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	30	uː	tɕʰ	∅	∅	∅	∅	∅	Y	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	31	uː	tɕʰ	∅	∅	∅	∅	∅	Y	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	32	uː	tɕʰ	∅	∅	∅	∅	∅	Y	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	33	uː	tɕʰ	∅	∅	∅	∅	∅	Y	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅
1	0.5000	2	1.0000	14																																																																																									34	tɕʰ	∅	∅	∅	ə	∅	∅	C	∅	∅	∅	E	∅	∅	2	∅	∅	∅	7	∅	∅	35	tɕʰ	∅	∅	∅	ə	∅	∅	C	∅	∅	∅	E	∅	∅	2	∅	∅	∅	7	∅	∅																																												
2	1.0000	1	0.5000	14																																																																																									34	ə	tɕʰ	∅	∅	∅	∅	∅	E	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	35	ə	tɕʰ	∅	∅	∅	∅	∅	E	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅																																												
1	0.5000	2	1.0000	16																																																																			36	d	∅	∅	∅	ə	∅	∅	T	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅																																													37	n	∅	∅	∅	ə	∅	∅	N	∅	∅	∅	E	∅	∅	4	∅	∅	∅	7	∅	∅	38	d	∅	∅	∅	ə	∅	∅	T	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	16																																																																			36	ə	d	∅	∅	∅	∅	∅	E	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																																													37	ə	n	∅	∅	∅	∅	∅	E	N	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	38	ə	d	∅	∅	∅	∅	∅	E	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅
1	0.5000	2	1.0000	17																							39	tɕ	∅	∅	∅	ĩː	∅	∅	C	∅	∅	∅	I	∅	∅	2	∅	∅	∅	7	∅	∅																							40	tɕ	∅	∅	∅	ĩː	∅	∅	C	∅	∅	∅	I	∅	∅	2	∅	∅	∅	7	∅	∅																																													41	tɕ	∅	∅	∅	ĩː	∅	∅	C	∅	∅	∅	I	∅	∅	2	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	17																							39	ĩː	tɕ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅																							40	ĩː	tɕ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅																																													41	ĩː	tɕ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅																						
1	0.5000	2	1.0000	18	42	p	∅	∅	∅	a	∅	∅	P	∅	∅	∅	A	∅	∅	1	∅	∅	∅	7	∅	∅	43	dʑ	∅	∅	∅	i	∅	∅	C	∅	∅	∅	I	∅	∅	2	∅	∅	∅	7	∅	∅	44	b	∅	∅	∅	i	∅	∅	P	∅	∅	∅	I	∅	∅	1	∅	∅	∅	7	∅	∅	45	dʑ	∅	∅	∅	i	∅	∅	C	∅	∅	∅	I	∅	∅	2	∅	∅	∅	7	∅	∅																							46	dʑ	∅	∅	∅	i	∅	∅	C	∅	∅	∅	I	∅	∅	2	∅	∅	∅	7	∅	∅	47	dʑ	∅	∅	∅	i	∅	∅	C	∅	∅	∅	I	∅	∅	2	∅	∅	∅	7	∅	∅	48	dʑ	∅	∅	∅	i	∅	∅	C	∅	∅	∅	I	∅	∅	2	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	18	42	a	p	∅	∅	∅	∅	∅	A	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	43	i	dʑ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	44	i	b	∅	∅	∅	∅	∅	I	P	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅	45	i	dʑ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅																							46	i	dʑ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	47	i	dʑ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅	48	i	dʑ	∅	∅	∅	∅	∅	I	C	∅	∅	∅	∅	∅	7	2	∅	∅	∅	∅	∅
1	0.5000	2	1.0000	19																																																																			49	d	∅	∅	∅	ə	∅	∅	T	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅																																													50	d	∅	∅	∅	ə	∅	∅	T	∅	∅	∅	E	∅	∅	1	∅	∅	∅	7	∅	∅																						
2	1.0000	1	0.5000	19																																																																			49	ə	d	∅	∅	∅	∅	∅	E	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																																													50	ə	d	∅	∅	∅	∅	∅	E	T	∅	∅	∅	∅	∅	7	1	∅	∅	∅	∅	∅																						
1	0.3333	3	1.0000	21																							51	kʰ	∅	∅	∅	-	-	∅	K	∅	∅	∅	_	_	∅	1	∅	∅	∅	0	0	∅	52	kʰ	∅	∅	∅	u	s	∅	K	∅	∅	∅	Y	S	∅	1	∅	∅	∅	7	3	∅	53	g	∅	∅	∅	ə	-	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																													54	g	∅	∅	∅	ə	-	∅	K	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	55	k	∅	∅	∅	a	-	∅	K	∅	∅	∅	A	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	21																							51	-	kʰ	∅	∅	-	∅	∅	_	K	∅	∅	_	∅	∅	0	1	∅	∅	0	∅	∅	52	u	kʰ	∅	∅	s	∅	∅	Y	K	∅	∅	S	∅	∅	7	1	∅	∅	3	∅	∅	53	ə	g	∅	∅	-	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													54	ə	g	∅	∅	-	∅	∅	E	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	55	a	k	∅	∅	-	∅	∅	A	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	21																							51	-	-	kʰ	∅	∅	∅	∅	_	_	K	∅	∅	∅	∅	0	0	1	∅	∅	∅	∅	52	s	u	kʰ	∅	∅	∅	∅	S	Y	K	∅	∅	∅	∅	3	7	1	∅	∅	∅	∅	53	-	ə	g	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													54	-	ə	g	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	55	-	a	k	∅	∅	∅	∅	_	A	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.5000	2	1.0000	22	56	m	∅	∅	∅	u	∅	∅	M	∅	∅	∅	Y	∅	∅	4	∅	∅	∅	7	∅	∅	57	m	∅	∅	∅	yː	∅	∅	M	∅	∅	∅	Y	∅	∅	4	∅	∅	∅	7	∅	∅	58	m	∅	∅	∅	u	∅	∅	M	∅	∅	∅	Y	∅	∅	4	∅	∅	∅	7	∅	∅	59	m	∅	∅	∅	yː	∅	∅	M	∅	∅	∅	Y	∅	∅	4	∅	∅	∅	7	∅	∅	60	m	∅	∅	∅	yː	∅	∅	M	∅	∅	∅	Y	∅	∅	4	∅	∅	∅	7	∅	∅	61	m	∅	∅	∅	yː	∅	∅	M	∅	∅	∅	Y	∅	∅	4	∅	∅	∅	7	∅	∅	62	m	∅	∅	∅	yː	∅	∅	M	∅	∅	∅	Y	∅	∅	4	∅	∅	∅	7	∅	∅	63	m	∅	∅	∅	iː	∅	∅	M	∅	∅	∅	I	∅	∅	4	∅	∅	∅	7	∅	∅
2	1.0000	1	0.5000	22	56	u	m	∅	∅	∅	∅	∅	Y	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	57	yː	m	∅	∅	∅	∅	∅	Y	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	58	u	m	∅	∅	∅	∅	∅	Y	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	59	yː	m	∅	∅	∅	∅	∅	Y	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	60	yː	m	∅	∅	∅	∅	∅	Y	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	61	yː	m	∅	∅	∅	∅	∅	Y	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	62	yː	m	∅	∅	∅	∅	∅	Y	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅	63	iː	m	∅	∅	∅	∅	∅	I	M	∅	∅	∅	∅	∅	7	4	∅	∅	∅	∅	∅
1	0.3333	3	1.0000	23																							64	t	∅	∅	∅	a	m	∅	T	∅	∅	∅	A	M	∅	1	∅	∅	∅	7	4	∅	65	t	∅	∅	∅	a	m	∅	T	∅	∅	∅	A	M	∅	1	∅	∅	∅	7	4	∅	66	t	∅	∅	∅	a	m	∅	T	∅	∅	∅	A	M	∅	1	∅	∅	∅	7	4	∅																																													67	t	∅	∅	∅	a	m	∅	T	∅	∅	∅	A	M	∅	1	∅	∅	∅	7	4	∅	68	t	∅	∅	∅	a	m	∅	T	∅	∅	∅	A	M	∅	1	∅	∅	∅	7	4	∅
2	0.6667	2	0.6667	23																							64	a	t	∅	∅	m	∅	∅	A	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅	65	a	t	∅	∅	m	∅	∅	A	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅	66	a	t	∅	∅	m	∅	∅	A	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅																																													67	a	t	∅	∅	m	∅	∅	A	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅	68	a	t	∅	∅	m	∅	∅	A	T	∅	∅	M	∅	∅	7	1	∅	∅	4	∅	∅
3	1.0000	1	0.3333	23																							64	m	a	t	∅	∅	∅	∅	M	A	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	65	m	a	t	∅	∅	∅	∅	M	A	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	66	m	a	t	∅	∅	∅	∅	M	A	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅																																													67	m	a	t	∅	∅	∅	∅	M	A	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅	68	m	a	t	∅	∅	∅	∅	M	A	T	∅	∅	∅	∅	4	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	24																							69	n	∅	∅	∅	ɔ̃ː	-	∅	N	∅	∅	∅	U	_	∅	4	∅	∅	∅	7	0	∅																							70	n	∅	∅	∅	ɔ̃ː	-	∅	N	∅	∅	∅	U	_	∅	4	∅	∅	∅	7	0	∅																							71	n	∅	∅	∅	ũː	ŋ	∅	N	∅	∅	∅	Y	N	∅	4	∅	∅	∅	7	4	∅	72	n	∅	∅	∅	ũː	-	∅	N	∅	∅	∅	Y	_	∅	4	∅	∅	∅	7	0	∅	73	n	∅	∅	∅	ɔ̃ː	-	∅	N	∅	∅	∅	U	_	∅	4	∅	∅	∅	7	0	∅
