COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
266-3			i t i m							
3-3			w a r i k o							
4-3			w a r i ʔ							
55-3			i h a m							
109-3			u p i j i i							
121-3			k a p i a k a ʃ i ʔ							
149-3			t o k							
160-3			k i r i k							
207-3			m i ʔ							
112-3			t a r a j i s i							
125-3			k a t i m a tʃ i							
134-3			n i p a t i							
135-3			t i m i a							
139-3			m u n i tʃ i							
57-3			t o k a w a n							
71-3			o m i							
131-3			t u k a a i m							
146-3			i k i m a s i							
227-3			w a p i t o							
52-4				i t e						
56-4				u m e						
96-4				a t						
99-4				a r i						
114-4				t o k						
115-4				u r						
133-4				t i p a n						
144-4				a t a w						
150-4				k a w ʔ						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a z a						
2-4				u m						
65-4				i w						
74-4				p a n a						
93-4				t u p a r i s i						
95-4				w i k i						
106-4				t u n a						
119-4				j i t i s i						
128-4				p o k						
147-4				t o k u						
231-4				p a n a w o ʔ						
232-4				p i						
239-4				n a m a k a n						
266-4				i s i m						
3-4				w a r i k o						
4-4				w a r i						
51-4				u w e ʔ						
97-4				m a p u m						
109-4				u p e k						
121-4				k a p a j a k						
149-4				t o k						
160-4				k i r i k						
163-4				u p i n						
167-4				p a ʔ						
207-4				m i ʔ						
259-4				t o w a ʔ						
66-4				k a r a k a w						
116-4				t o p a k a s i						
134-4				n i p a t						
135-4				k i m i tʃ e						
139-4				k i r i m o n ʔ						
142-4				p a t a m						
145-4				k a t a t						
148-4				tʃ a w a n						
162-4				i n i n ʔ						
166-4				i m i ʔ						
179-4				t a ʔ						
201-4				p e						
21-4				t a n						
24-4				w a k o r a n						
45-4				i h i j a m a						
50-4				i n a ʔ						
57-4				t o k o w a n						
71-4				o m i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t o k o z i m						
146-4				i k i m a s i						
151-4				k i w ʔ						
154-4				w e ʔ						
192-4				t o t						
205-4				i p a n						
227-4				m a p i t o ʔ						
235-4				s o w i ʔ						
237-4				n a m a j i ʔ						
246-4				i w i ʔ						
250-4				m u r o t p a k o n						
251-4				w a n a						
52-5					t t e					
56-5					u m e					
96-5					a r a s i					
99-5					a r e j e n					
114-5					t o k tʃ i					
115-5					u u r tʃ i					
133-5					t i p a r a tʃ i					
144-5					a t a w a tʃ i					
150-5					k a w					
234-5					k o m					
236-5					p a k u n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w u m					
65-5					i w					
74-5					p a n a					
93-5					t u p a r i tʃ i					
95-5					w i k					
106-5					t u n i					
119-5					j a t i tʃ i					
128-5					o k tʃ i					
147-5					t i m i tʃ i					
239-5					n a m a k a n					
266-5					i t i m					
3-5					a r i k o					
4-5					w a r i					
51-5					u w e					
55-5					i h a m					
97-5					m a h o m					
109-5					u p i tʃ i					
149-5					t o k					
160-5					k i r i k					
163-5					u p e n					
167-5					p a					
207-5					m i ʔ					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t a r a i tʃ i					
116-5					t u p a k a s i					
134-5					n i p a t i					
135-5					t i m o tʃ e					
139-5					m u n i tʃ i					
142-5					p a r a m a i					
145-5					k a r a t i i					
148-5					t r a w a n a i					
162-5					i n i n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					t a n					
45-5					o n j a m a					
50-5					i n a ʔ					
71-5					o m i					
84-5					p i w a n					
91-5					m o k o n					
146-5					k i m a s i					
151-5					k i w					
154-5					w e					
192-5					t e t					
197-5					t i r i m					
205-5					i p a n					
235-5					s u w					
237-5					n i m a j i					
250-5					m u r e t o n					
251-5					w a n a					
52-6						i t e				
56-6						u m e				
96-6						a r a tʃ				
99-6						a r i j o n				
114-6						t o k i i				
115-6						u r i s i				
133-6						t i p a r a s i				
144-6						a r a w a s i				
150-6						k a w				
234-6						k o m				
236-6						p i k u n				
241-6						a w i n				
249-6						i s e				
1-6						w a t a				
2-6						w u m				
65-6						i w i				
74-6						p a n a				
93-6						t u p a r i s i				
95-6						w i k i				
106-6						t u n i				
119-6						j i t i s i				
128-6						k o k i tʃ i				
147-6						t i m i tʃ i				
231-6						p a n a w o ʔ				
232-6						u p i j o				
239-6						n a m a k a n				
266-6						i t i m				
3-6						w a r i k o				
4-6						w a r i				
55-6						i h a m				
97-6						m a h o m a				
109-6						i p i j i ʃ i				
160-6						k i r i k				
207-6						m i ʔ				
112-6						t a r a j i s i				
116-6						t o p a k a s i				
125-6						k a t i m a tʃ i				
134-6						n i p a t i				
135-6						k i m i e				
139-6						m e n i tʃ i				
201-6						p e				
21-6						k a w a tʃ y k				
24-6						k a k i k a n				
57-6						t o k a w a n				
131-6						t u k a a tʃ e				
227-6						p a p i t o				
52-7							e t e			
56-7							u m e			
96-7							a r a s i			
99-7							a r e j e n			
114-7							t o k i s i			
115-7							j u r e s i			
133-7							t i p r a s i			
144-7							a r a w a s i			
150-7							k a w			
234-7							k o m			
236-7							p a k y n			
241-7							a w i n			
249-7							i s e			
1-7							w a t a			
2-7							w i m			
65-7							i w i			
74-7							p a n a			
93-7							t u p a r i s i			
95-7							w i k i			
106-7							t u n e tʃ i			
119-7							j i t i s i			
128-7							o k i tʃ i			
147-7							t i m i tʃ i			
231-7							p a n a w o ʔ			
232-7							u p i j o			
266-7							i t i m			
3-7							o r i k o			
4-7							w a r i			
51-7							u w e			
55-7							i h a m			
97-7							a h o m a			
109-7							i p i j i i			
121-7							k a p i a k a s i			
149-7							t o k			
160-7							k i r i k			
163-7							u p e n			
167-7							p a			
207-7							m i ʔ			
259-7							t o w			
66-7							k r a k a w			
125-7							k a t i m a tʃ i			
135-7							t i m o t e			
142-7							u p a r a m a s i			
145-7							k a r a t i s i			
148-7							t a r a w a n a s i			
162-7							i j i n			
166-7							i m i			
179-7							t a			
201-7							p e			
21-7							k a w a			
24-7							t a k y r a n			
50-7							i n a ʔ			
57-7							t u k a w a n			
71-7							o m i			
84-7							p i w a n			
131-7							t o k e t e k i l i p a s i			
146-7							i k i m a s i			
151-7							k i w			
197-7							t r e m			
205-7							i p a n			
227-7							w a p u i t o			
237-7							n a m a j i k			
246-7							i w i			
250-7							m u r e t e k o n			
251-7							w a n a			
52-8								i t e		
56-8								u m e		
96-8								a r a tʃ		
99-8								a r i r o n		
114-8								t o k i tʃ i		
115-8								u r tʃ i		
133-8								t i p a r a i		
144-8								a t a w a tʃ i		
150-8								k a w		
234-8								k o m		
236-8								p i k u n		
241-8								a w i n		
249-8								i s e		
1-8								w a t a		
2-8								w u m		
65-8								i w i		
74-8								p a n a		
93-8								t u p a r i tʃ i		
95-8								w i k		
119-8								j a t i tʃ i		
231-8								p a n a w o		
232-8								p i p i j o		
239-8								n a m a k a n		
3-8								w a r i k o		
4-8								w a r i ʔ		
51-8								u w e		
55-8								i h a m		
109-8								u p i j i i		
121-8								k a p i a k a ʃ i ʔ		
149-8								t o k		
163-8								u p e n		
167-8								p a		
259-8								t o w a		
66-8								k a r a k a w		
112-8								t a r a j i tʃ i		
116-8								t o p a k a s i		
125-8								k a t i m a tʃ i		
145-8								k a r a t i n i		
45-8								h i j a m a		
91-8								m o k o n		
235-8								s o w i ʔ		
246-8								i w i		
250-8								m u r oː t k o n		
52-9									i t e	
56-9									u m e	
96-9									a r a tʃ i	
99-9									a r e j e n	
114-9									t o k u tʃ i	
115-9									t u r u tʃ i	
133-9									t i p a r a s i	
144-9									a t a w a tʃ i	
150-9									k a w	
234-9									k o m	
236-9									p a k u n	
241-9									a w i n	
249-9									i s e	
1-9									w a t a	
2-9									w u m	
65-9									i w i	
74-9									p a n a	
93-9									t u p a r i tʃ i	
95-9									w i k i	
106-9									t u n i tʃ	
119-9									j a t i s i	
128-9									k o k o tʃ i	
147-9									t i m i tʃ i	
231-9									p a n a t o	
232-9									p i p i j o	
239-9									m a m a k a n	
266-9									i t i m	
3-9									w a r i k o	
4-9									w a r i ʔ	
51-9									u w e	
55-9									i h a m	
97-9									m a h o m	
109-9									u p i tʃ i	
121-9									k a p i k a k i	
149-9									t o k	
160-9									k i r i k	
163-9									u p e n	
167-9									p a ʔ	
207-9									m i ʔ	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t a r a j i tʃ i	
116-9									t u p a k a s i	
125-9									k a i m a tʃ i	
134-9									n i p a t i	
135-9									t o k i m a	
142-9									p a r a m a s i	
145-9									k a r a t i s i	
148-9									t r a w a n a s i	
162-9									i j i n	
166-9									i m i ʔ	
179-9									t a	
201-9									p e	
21-9									t a n	
24-9									t y k y r a	
45-9									h w i j a m a	
50-9									i n ʔ	
57-9									t u k a w a	
71-9									o m i	
91-9									m a k o n	
151-9									k i w	
154-9									w e ʔ	
192-9									t y t	
197-9									t r e m	
205-9									i p a ʔ	
227-9									w a p u i t o	
235-9									s o w i ʔ	
237-9									n a m a j i	
246-9									i w i	
251-9									w a n a	
52-10										i t e
56-10										u m e
96-10										a r a s
99-10										a r i r o n
114-10										t o k i s i
115-10										u r i s i
133-10										t i p a r a s i
144-10										a t a w a s i
150-10										k a w
234-10										k o m
236-10										p e k u n
241-10										a w i n
249-10										i s e
1-10										w a t a
2-10										w i m
65-10										i w i
74-10										p a n a
93-10										t u p a r i s i
95-10										w i k i
106-10										t u n i i
119-10										j a t i s i
128-10										h o k i s i
147-10										t i m i s i
231-10										p a n a w o
232-10										u i p i j o
239-10										n a m a k a n
266-10										i t i m
3-10										a r i k o
4-10										w a r i
51-10										u w e
55-10										i h a m
97-10										m a h o m
121-10										k a p i j a k a ʃ i
149-10										t o k
160-10										k i r i k
163-10										u p e n
167-10										p a
207-10										m i ʔ
259-10										t o w a
112-10										t r a j i s i
116-10										t o p a k a s i
125-10										k a t i m a s i
134-10										n i p a t i
139-10										m e n i s i
142-10										u p a r a m a s i
145-10										k a r a t i s i
148-10										t r a w a n a s i
162-10										i j i n
166-10										i m i
179-10										t a
201-10										p e
24-10										k a r i r a n
45-10										m h u j a m a
50-10										i n a ʔ
71-10										o m i
84-10										p i w a n
91-10										m o k o n
146-10										i k i m a s i
151-10										k i w
154-10										w e
192-10										t i t
197-10										t r i m
205-10										i p a n
235-10										s u w i
237-10										n i m a j i ʔ
250-10										m u r oː t k o n
251-10										w a n a ʔ
