COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				m o m r a						
65-4				i w						
74-4				p a n a						
93-4				t o p a n						
95-4				w y k						
106-4				t u n e ɲ						
119-4				j a t						
128-4				p o k						
147-4				t u k u						
231-4				p a n a w o ʔ						
232-4				p i p i j o						
239-4				n a m a k a n						
266-4				i s i m						
3-4				k o r a r i						
4-4				w a t i ʔ						
51-4				u w e ʔ						
97-4				m a p o m						
109-4				u p w i k						
121-4				k a p a j a k						
149-4				t o k						
160-4				k i r i k						
163-4				u p e n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a r a k a w						
116-4				t o p a k						
134-4				n i p a t						
135-4				t i m						
139-4				m u k u r i						
142-4				p a t a m						
145-4				k a t a t						
148-4				s a w a n						
162-4				i j i n						
166-4				i m i						
179-4				t a						
201-4				p w e						
21-4				t a n						
24-4				p o k o r a n						
52-5					i t e ʔ					
56-5					y m e					
96-5					a r a n					
99-5					a r i k o n					
114-5					t o k i s i					
115-5					y r y s i					
133-5					t i p r a s i					
144-5					a r a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p e k y n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a ʔ					
2-5					w y m					
65-5					i w i s i					
74-5					p a n a					
93-5					t o p o r i s i					
95-5					w i k i s i					
106-5					t y n e s i					
119-5					i j i t i s i					
128-5					f o k i s i					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					i t i m					
3-5					w o r i k o					
4-5					w a r i ʔ					
51-5					y w e					
55-5					i f a m					
97-5					m a f o m a s i					
109-5					i p i j i s i					
149-5					t o k					
160-5					k i r i k					
163-5					y p e n					
167-5					p a ʔ					
207-5					m i ʔ					
259-5					t o w a ʔ					
66-5					k a r a k a w					
112-5					t r a j i s i					
116-5					t o p a k a s i					
134-5					n a p a t i n a n					
135-5					k i m i					
139-5					m o n o s i					
142-5					o p a r a m a s i					
145-5					k a r a t i s i					
148-5					t r a w r i s i					
162-5					i j i n					
166-5					i m i ʔ					
179-5					t a					
201-5					p e					
21-5					k a w a s a n					
52-6						t i a				
56-6						i m e				
96-6						a t a t				
99-6						a t e r a n t a				
114-6						t u k u tʃ i				
115-6						u t u r u tʃ i				
133-6						i tʃ o p a r a tʃ i				
144-6						o t o w a tʃ i				
150-6						k a w				
234-6						a k u m				
236-6						p e k u n				
241-6						a w i n				
249-6						i s e				
1-6						w a j a				
2-6						a w i m o				
65-6						a w i				
74-6						p a n e				
93-6						t u p a r i tʃ i				
95-6						a w i				
106-6						tʃ u m i tʃ i				
119-6						j a t i tʃ i				
128-6						u k u tʃ i				
147-6						s i m i tʃ i				
231-6						p a n a t o				
232-6						w i p i j a o				
239-6						j a m a k a n				
266-6						p a i t i n				
3-6						a r i k a h u				
4-6						w a j a h u				
55-6						i h u a m				
97-6						m o m i k u m				
109-6						u p a tʃ i				
160-6						k i r i k				
207-6						m i				
112-6						t a i t a t a tʃ i				
116-6						t u p a k a tʃ i				
125-6						k a i m a tʃ i				
134-6						h i p a tʃ i				
135-6						t e k e m a tʃ e				
139-6						a m u n i tʃ i				
201-6						p e p e				
21-6						t a n				
24-6						w a g a r a g a t a n				
52-7							i t e			
56-7							u m a			
96-7							a t a ʃ i			
99-7							a z e r o n			
114-7							t o k			
115-7							u j			
133-7							t i p a r a			
144-7							w u r i t i m			
150-7							k a w			
234-7							k o m			
236-7							p i k u n			
241-7							a w i n			
249-7							i ʃ e ʔ			
1-7							w a z a			
2-7							w e b m			
65-7							i w			
74-7							p a n a			
93-7							t u p a r a			
95-7							w i			
106-7							t u n i			
119-7							j a t i ʃ i			
128-7							h o k			
147-7							t i m u			
231-7							p a n a o			
232-7							p i p i j o			
266-7							i j s i b m			
3-7							w a r i k o			
4-7							w a z a t i			
51-7							i w i			
55-7							h o a m			
97-7							t aː h o n			
109-7							u p u j e ʃ i			
121-7							k a p i a k i ʃ i ʔ			
149-7							t u k			
160-7							k r i d			
163-7							u p o ɲ			
167-7							p a			
207-7							m i ʔ			
259-7							t u a g			
66-7							k a r a k a w			
125-7							k a z i m a			
135-7							t o s i p a			
142-7							p a t a m a			
145-7							k a t a s a n			
148-7							t r a w a n a			
162-7							e j i d n			
166-7							i m i			
179-7							t a			
201-7							p i			
21-7							k w a t a d n			
24-7							k u r a d n			
52-8								e t e		
56-8								u m e		
96-8								a r a s i		
99-8								e r e j e n		
114-8								t u k e s i		
115-8								j u r e s i		
133-8								t i p r a s i		
144-8								e r a w a s i		
150-8								k a w		
234-8								k o m		
236-8								p a k y n		
241-8								a w i n		
249-8								i s e		
1-8								w a t a		
2-8								v i m		
65-8								i w		
74-8								p a n a		
93-8								t u p a r i s i		
95-8								w i k i s i		
119-8								j e t i s i		
231-8								p a n a o ʔ		
232-8								u p i j o		
239-8								m a n a k a		
3-8								o k a i n		
4-8								w a r i		
51-8								i v e		
55-8								i h a m		
109-8								y p i r i s i		
121-8								k a p i a k a s i		
149-8								t o k		
163-8								y p e n		
167-8								t u p a b		
259-8								t u a		
66-8								k r a k a w		
112-8								t r a i s i		
116-8								t u p a k a s i		
125-8								k a t i m a s i		
145-8								k a r a t i s i		
52-9									t a t a	
56-9									i m e ʔ	
96-9									a r a j	
99-9									a r i k o n	
114-9									t o k i ʃ i ʔ	
115-9									i r i ʃ i ʔ	
133-9									t i p a r a ʃ i ʔ	
144-9									a w a r a ʃ i ʔ	
150-9									k a w	
234-9									k o m	
236-9									p e k i n	
241-9									a w i n	
249-9									i ʃ e ʔ	
1-9									w a t a ʔ	
2-9									i m	
65-9									i w i	
74-9									p a n a	
93-9									t u p a r i ʃ i ʔ	
95-9									w i k i	
106-9									t i n i ʃ i ʔ	
119-9									i j i t i ʃ i ʔ	
128-9									h o k i ʃ i ʔ	
147-9									t i m i ʃ i ʔ	
231-9									p a n a w o ʔ	
232-9									u p i j u ʔ	
239-9									n a m a k a n	
266-9									i t i m	
3-9									a r u k w a n	
4-9									w a r i	
51-9									e w i ʔ	
55-9									i h a m	
97-9									w a h u m a j n	
109-9									i p i j i ʃ i ʔ	
121-9									k a p i j a k a ʃ i ʔ	
149-9									t u k a	
160-9									k i r i k	
163-9									i p e n	
167-9									p a	
207-9									m i n	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t a r a j i ʃ i ʔ	
116-9									t o p a k a ʃ i ʔ	
125-9									k a t i m a ʃ i ʔ	
134-9									n i p a t	
135-9									k i m i j e k i n	
142-9									u p a r a m a ʃ i ʔ	
145-9									k a r a t i ʃ i ʔ	
148-9									t a r a w a n e ʃ i ʔ	
162-9									i n i n	
166-9									i m i	
179-9									t a k a t	
201-9									p e	
21-9									k a w a tʃ y k	
24-9									k a r i k a n	
52-10										t e
56-10										m e
96-10										a r a tʃ i ʔ
99-10										a r a j e ɲ
114-10										t o k o tʃ i ʔ
115-10										w e r e tʃ i ʔ
133-10										t a p a r a tʃ i ʔ
144-10										w a r a tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p a k y n
241-10										n a n a w i n
249-10										tʃ e
1-10										w a t a ʔ
2-10										w u m
65-10										i w ʔ
74-10										p a n a
93-10										t a p a r i tʃ i ʔ
95-10										k i tʃ i ʔ
106-10										t e n e n e tʃ i ʔ
119-10										tʃ i tʃ i ʔ
128-10										k o k o tʃ i ʔ
147-10										tʃ i m i tʃ i ʔ
231-10										p a n a w o ʔ
232-10										p i j o ʔ
239-10										m a k a n ʔ
266-10										tʃ i m
3-10										w i r i k o
4-10										w a r i ʔ
51-10										w e
55-10										h w a m
97-10										h o m a ɲ
121-10										k a p i j a tʃ i ʔ
149-10										t o k
160-10										k e r e k
163-10										p i ʔ
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w o ʔ
112-10										t a r a j i tʃ i ʔ
116-10										t o p a k
125-10										k a tʃ i m a tʃ i ʔ
134-10										t a p a tʃ i
139-10										m o n o tʃ i ʔ
142-10										p a r a m a tʃ i ʔ
145-10										k a r a tʃ i tʃ i ʔ
148-10										t a r a w a n a tʃ i ʔ
162-10										j i n ʔ
166-10										m i ʔ
179-10										t a
201-10										p e ʔ
24-10										t y k y
