COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
131-1	t Ø k Ø t Ø k Ø ʔ Ø Ø a Ø Ø									
151-1	k i w									
154-1	i w Ø i									
192-1	t Ø t									
197-1	i i i i t i Ø ʔ m i i									
205-1	i Ø e Ø i									
227-1	w a Ø i i t ʔ o									
246-1	Ø w Ø i									
251-1	w e Ø e Ø									
271-1	Ø Ø Ø Ø m Ø									
285-1	i Ø i e w i i Ø									
75-1	Ø Ø Ø i Ø i									
79-1	t e j Ø Ø e Ø									
104-1	k Ø i Ø Ø Ø Ø Ø Ø									
153-1	Ø Ø e k									
157-1	t i e Ø Ø Ø i									
174-1	Ø i Ø Ø Ø									
240-1	Ø i m a k									
270-1	k e w e Ø i Ø									
52-2		t a h Ø a Ø								
56-2		h Ø m e Ø								
96-2		Ø a r a t Ø Ø								
99-2		Ø Ø e r e Ø k Ø a h								
114-2		Ø Ø k Ø a Ø h								
115-2		Ø Ø Ø r Ø a Ø h								
133-2		Ø t e Ø a r a Ø Ø h								
144-2		Ø o Ø a Ø a Ø Ø h								
150-2		k a Ø Ø								
234-2		Ø k o m								
236-2		Ø e k Ø Ø Ø								
241-2		Ø Ø Ø a Ø Ø Ø								
249-2		Ø Ø e Ø								
74-2		Ø a Ø a								
93-2		Ø Ø Ø a r Ø a Ø h								
95-2		Ø Ø e k Ø h Ø Ø								
106-2		t Ø m h h Ø Ø Ø h								
119-2		h Ø e Ø Ø Ø Ø h								
128-2		h o k Ø Ø Ø h								
147-2		Ø Ø m Ø Ø Ø h								
231-2		Ø a Ø a t o h								
232-2		Ø Ø Ø Ø Ø Ø a h Ø								
239-2		m a m a k a Ø Ø								
266-2		a Ø Ø t Ø Ø Ø								
51-2		e Ø e Ø								
55-2		Ø h Ø a m								
97-2		m a Ø o m a Ø k e Ø								
121-2		k a Ø Ø k a k Ø Ø e w								
163-2		Ø Ø e m								
167-2		Ø Ø Ø a a								
259-2		Ø o a a Ø								
66-2		k a r a k a Ø								
112-2		t a Ø Ø Ø a Ø Ø Ø Ø Ø								
116-2		t o Ø a k a Ø o Ø								
125-2		k a Ø Ø m a a Ø h								
135-2		k Ø m Ø Ø o Ø e Ø								
139-2		Ø Ø Ø e m e m o Ø e Ø								
142-2		Ø Ø a Ø a m a Ø Ø Ø								
148-2		Ø Ø Ø a Ø Ø Ø Ø Ø Ø Ø Ø								
162-2		Ø m Ø Ø Ø Ø								
166-2		Ø m Ø Ø								
179-2		Ø a h Ø Ø								
45-2		m a Ø Ø Ø Ø Ø Ø Ø a m a Ø								
84-2		Ø e Ø a Ø								
131-2		t Ø k Ø k Ø Ø a Ø a								
146-2		Ø k e m a Ø Ø Ø Ø m a								
154-2		Ø Ø Ø Ø								
192-2		Ø Ø Ø								
197-2		Ø a Ø Ø Ø Ø m Ø Ø								
235-2		Ø o Ø Ø Ø								
237-2		Ø a Ø m a Ø Ø Ø								
246-2		a Ø a Ø								
250-2		m Ø Ø Ø Ø a Ø a k Ø Ø								
267-2		t o Ø a								
39-2		Ø a m e r Ø m a Ø								
42-2		h Ø Ø Ø r a m a Ø								
44-2		Ø a m Ø a m								
75-2		Ø Ø Ø Ø a m								
94-2		Ø k Ø Ø Ø Ø Ø Ø Ø								
122-2		Ø Ø k Ø Ø a Ø Ø Ø								
52-3			a i t o Ø							
56-3			i m o Ø							
96-3			Ø t t ʔ							
99-3			Ø Ø a Ø i ɲ t a							
114-3			t o k a a a ʔ							
115-3			Ø a i a a tʃ a ʔ							
133-3			Ø t a p a Ø a ʔ							
144-3			t Ø a Ø							
150-3			k Ø Ø							
234-3			Ø k o m							
236-3			p i k i ɲ							
241-3			Ø Ø Ø Ø i Ø							
249-3			i tʃ o Ø							
1-3			Ø Ø Ø Ø ʔ							
2-3			a m o a m Ø o							
65-3			i Ø a ʔ a							
93-3			t o p Ø a a a ʔ							
95-3			Ø Ø i k Ø ʔ Ø							
106-3			t i ʔ Ø Ø ʔ ʔ e ʔ							
119-3			Ø Ø t a Ø							
128-3			Ø o k ʔ ʔ ʔ ʔ							
147-3			t i m ʔ ʔ i ʔ							
231-3			p ɲ t o Ø							
232-3			p i p i Ø Ø o ʔ							
239-3			m m k i							
266-3			ʔ i Ø tʃ i Ø m ʔ							
3-3			k o Ø n a Ø i a							
4-3			Ø Ø Ø i t							
55-3			tʃ Ø tʃ i i m tʃ							
109-3			i p ɲ Ø i k ʔ							
121-3			ɲ i p i Ø i ɲ ɲ tʃ ɲ i							
149-3			t o ɲ							
160-3			k i Ø i k							
207-3			m i ʔ							
112-3			t i t Ø tʃ i Ø							
125-3			ʔ i Ø i m tʃ i tʃ							
134-3			Ø i p t							
135-3			t a n i ʔ ʔ ʔ ʔ ʔ a ʔ							
139-3			m Ø k i tʃ i ʔ							
57-3			t o k o Ø a Ø							
71-3			Ø ʔ i							
131-3			t i k ʔ ʔ ʔ ʔ o Ø i m ʔ ʔ ʔ							
146-3			ɲ k i ʔ ɲ ɲ							
227-3			ʔ p ɲ i t o ʔ							
132-3			i m ʔ ʔ ɲ ʔ							
240-3			t i m Ø k							
52-4				Ø t e Ø e						
56-4				e a m Ø ʔ						
96-4				e a Ø a k e						
99-4				a Ø e Ø e Ø Ø e w						
114-4				t a k e Ø i ʔ						
115-4				w Ø u Ø k Ø i ʔ						
133-4				w t e p ʔ Ø a Ø i ʔ						
144-4				ʔ a Ø a w a Ø i ʔ						
150-4				k a w e						
234-4				w k o m						
236-4				p e k Ø e						
241-4				e ʔ e a w Ø Ø						
249-4				Ø Ø Ø ʔ						
1-4				w a t a ʔ						
2-4				w w Ø e m w						
65-4				Ø w e e i						
74-4				p a Ø a						
93-4				t a p a Ø Ø Ø Ø e						
95-4				w w Ø k Ø t Ø e						
106-4				t a Ø k e i Ø Ø e						
119-4				e Ø ʔ t Ø Ø Ø ʔ						
128-4				p a k i Ø i e						
147-4				t i m i Ø Ø e						
231-4				p a Ø a Ø o e						
232-4				ʔ i p Ø e Ø Ø Ø o						
239-4				Ø a m a k a Ø ʔ						
266-4				w e w Ø Ø e m e						
3-4				w a Ø Ø k ʔ a w a e						
4-4				w a Ø Ø Ø w						
51-4				a w Ø ʔ						
97-4				m a m w w a m e e e						
109-4				Ø p ʔ Ø e k i ʔ						
121-4				k a p Ø Ø a k i e w Ø						
149-4				t o k ʔ						
160-4				k Ø Ø Ø k						
163-4				a p w w Ø Ø						
167-4				w w p a e						
207-4				m Ø e						
259-4				t o w a Ø						
66-4				k e Ø a k a w w						
116-4				t a p a k a Ø Ø ʔ						
134-4				Ø p a Ø i ʔ ʔ ʔ						
135-4				t ʔ k e e i m e e Ø e						
139-4				e e e e m a Ø i Ø i e						
142-4				e p u h a m a e i e						
145-4				k a Ø a t Ø i Ø						
148-4				t k h a w w a Ø k e i e						
162-4				Ø e Ø Ø e Ø w						
166-4				Ø m Ø Ø						
179-4				t a e e e						
201-4				p Ø w w						
21-4				ʔ e e a t a e Ø						
24-4				w a k a Ø e w w Ø a Ø						
45-4				ʔ ʔ ʔ Ø e Ø Ø ʔ Ø a m e ʔ						
50-4				Ø Ø w a w						
57-4				t a k a w a e Ø						
71-4				a m Ø						
84-4				p Ø w a Ø						
91-4				m o k ʔ ʔ ʔ ʔ o Ø						
131-4				t a k e e e e e Ø i m a Ø Ø m						
146-4				w k Ø m k k a Ø e w ʔ						
151-4				k Ø w w						
154-4				ʔ w Ø k						
192-4				t o t						
205-4				Ø p a Ø w						
227-4				m a p w Ø t e a e						
235-4				Ø u w Ø Ø						
237-4				Ø a e m a Ø Ø Ø e e						
246-4				Ø w Ø e						
250-4				m a Ø w w a t Ø p k k a Ø						
251-4				w a Ø a w						
271-4				Ø Ø w Ø Ø i						
284-4				w w Ø t Ø						
285-4				Ø Ø w a w Ø w Ø						
44-4				w a e Ø a m						
75-4				Ø ʔ Ø a i						
79-4				t a Ø ʔ ʔ i Ø						
94-4				ʔ k Ø e h Ø m Ø k						
104-4				k e e p h Ø ʔ						
132-4				a m Ø e						
153-4				ʔ Ø a k						
157-4				t e a Ø e m ʔ						
174-4				p e Ø Ø ʔ						
177-4				t a p ʔ ʔ						
240-4				t Ø m a k						
270-4				k a w a t Ø Ø						
52-5					w e i ʔ					
56-5					ʔ i m e w					
96-5					ʔ r i tʃ ʔ					
99-5					ʔ ʔ i r i ʔ w ʔ i w					
114-5					o k w w i w					
115-5					ʔ w i r w k i w					
133-5					ʔ t i p ʔ r i m i w					
144-5					ʔ o i w i w i ʔ					
150-5					k i w ʔ					
234-5					ʔ k o m					
236-5					p e k e ɲ ʔ					
241-5					ʔ ʔ ʔ i w i n					
249-5					i k e ʔ					
1-5					w i h i w					
2-5					ʔ w i ʔ m w a					
65-5					i w w w i					
74-5					p i n i					
93-5					ɲ p i r i tʃ a ʔ					
95-5					ʔ w ʔ w w w ʔ					
106-5					t n w w i w w					
119-5					ʔ ʔ u i ʔ ʔ					
128-5					tʃ o k w w i w					
147-5					i m i w w					
239-5					ɲ i j i k i n ʔ					
266-5					e t i m w					
3-5					w i r i k ʔ ʔ o ʔ					
4-5					w i ɲ ʔ t i w					
51-5					w e ʔ					
55-5					i h w ʔ i m ʔ					
97-5					i p o m w w w					
109-5					p h i k i ʔ					
149-5					o k w					
160-5					k i r i k					
163-5					p w w e ɲ w					
167-5					ʔ ʔ p i ʔ					
207-5					m ʔ					
259-5					o ʔ i ʔ					
66-5					k ʔ r i k i a w					
112-5					i ʔ r ʔ i i tʃ i ʔ					
116-5					t o p i k i k ʔ ʔ					
134-5					ɲ i p i t i					
135-5					a k w m ɲ ʔ w e w					
139-5					m i j i m w ʔ					
142-5					w p ʔ i m i w w w					
145-5					k i w i a t i ʔ					
148-5					t w i w i n w w o w					
162-5					i ʔ j i w n w					
166-5					m i w					
179-5					i w w w					
201-5					p w w e					
21-5					h w ʔ h i h ɲ					
45-5					ʔ ʔ ʔ ʔ ʔ ʔ j i j o ʔ					
50-5					n h e w					
71-5					o m i					
84-5					p w i ɲ					
91-5					m o k o n					
146-5					k m w w w w w ʔ					
151-5					k w					
154-5					w e ʔ					
192-5					t e t					
197-5					ʔ ʔ r w e m w					
205-5					p e n w					
235-5					tʃ a ʔ i ʔ					
237-5					j e w m o w w w w					
250-5					p ʔ ʔ e t ʔ ʔ o n					
251-5					e n e w					
267-5					o i					
271-5					k ʔ w ʔ ʔ					
284-5					w r					
285-5					r h e h n					
39-5					j i m o r i m i m					
42-5					k i t o r i m i m					
44-5					w i ɲ i j					
75-5					a p e ʔ i					
79-5					t i o w ɲ					
94-5					i k e e ɲ o ʔ					
104-5					k e p w i ɲ w o					
122-5					p Ø k k w j w w Ø ʔ					
153-5					Ø i k					
157-5					t i Ø i m ʔ					
174-5					p i r i					
177-5					t o ʔ ʔ					
270-5					k i i Ø ʔ					
52-6						w w w ʔ				
56-6						w o m w w				
96-6						w Ø t Ø a w				
99-6						w Ø e Ø i Ø w ʔ				
114-6						t ʔ k w				
115-6						w o Ø i w				
133-6						p w e i w				
144-6						Ø e t Ø e i w				
150-6						k e Ø Ø				
234-6						w k w m				
236-6						p e k o ʔ w				
241-6						w w w e Ø i				
249-6						tʃ w w				
1-6						Ø e Ø e ʔ				
2-6						Ø w w w m w w				
65-6						i Ø ʔ				
74-6						p Ø Ø				
93-6						ʔ p e Ø i w				
95-6						Ø w Ø w t i w				
106-6						o w w w i w				
119-6						Ø i w				
128-6						w w k w w				
147-6						t m w				
231-6						p Ø w e Ø w w				
232-6						e i p e w Ø w w w				
239-6						ʔ a m Ø k Ø w w				
266-6						w w w m w				
3-6						ʔ Ø Ø k w w w w				
4-6						Ø e ʔ ʔ t i ʔ				
55-6						Ø Ø Ø Ø m w				
97-6						Ø e Ø Ø Ø w				
109-6						i p ʔ t w				
160-6						k Ø k				
207-6						m i ʔ				
112-6						w p w Ø p i t i w				
116-6						Ø p Ø Ø k Ø				
125-6						h e e e m Ø t i w				
134-6						ʔ a p e ʔ ʔ ʔ				
135-6						w w k i w w w w w				
139-6						Ø w Ø w m w i w				
201-6						p w e w				
21-6						k Ø ʔ Ø t e w ʔ				
24-6						w e k Ø Ø e h Ø w				
57-6						t o k e Ø e w Ø				
131-6						t o k w w w w w w w Ø e t a Ø				
227-6						w e p Ø e t w w w				
267-6						Ø Ø				
132-6						o m w Ø w w				
240-6						t a m e k				
52-7							Ø i ʔ e i			
56-7							i a m e Ø			
96-7							i o r o tʃ a i			
99-7							a i o r i i j ʔ i i			
114-7							o k i i a			
115-7							i i o r a i a			
133-7							i o h i r o Ø a			
144-7							Ø Ø o r o Ø a i i			
150-7							k o Ø o			
234-7							i k o m			
236-7							h o k e Ø ʔ			
241-7							i i i o Ø a Ø			
249-7							i tʃ e Ø			
1-7							Ø o o			
2-7							i a i m Ø u			
65-7							a Ø i i i			
74-7							h o m o			
93-7							o h i r a tʃ a			
95-7							i Ø i k a i a			
106-7							a Ø u u i i a u			
119-7							i j a a tʃ i			
128-7							h o k i i a u			
147-7							i m a k a u			
231-7							h o Ø o o i o			
232-7							m i h a a j i i i			
266-7							u i i Ø a m i			
3-7							k a r a k u i i i u			
4-7							Ø o r a i			
51-7							a Ø e Ø			
55-7							u i Ø u o m u			
97-7							m a h i u o m o i u i			
109-7							a h i o a k i i			
121-7							k o h a o o k a i i i			
149-7							o k ʔ			
160-7							k i r i k			
163-7							o h ʔ ʔ e Ø ʔ			
167-7							a u h o			
207-7							m a i			
259-7							o o a			
66-7							k m r o k o ʔ Ø			
125-7							k o Ø a m o Ø a o			
135-7							i ʔ k ʔ ʔ i m ʔ ʔ i u			
142-7							i h o o m o i a u			
145-7							k o i o a tʃ a ʔ			
148-7							Ø u i o Ø Ø m i i a u			
162-7							a ʔ j a m u			
166-7							a m a o			
179-7							o u u u			
201-7							h ʔ i e			
21-7							i o i o tʃ o Ø			
24-7							h a k i r i i i i a m			
50-7							i m o m			
57-7							tʃ i k i Ø o Ø			
71-7							o m a			
84-7							h a Ø o Ø			
131-7							tʃ i k i i i i i i i i a Ø o o			
146-7							i k a m u u a Ø u u i			
151-7							k a Ø ʔ			
197-7							tʃ u Ø i m u			
205-7							i h o m i			
227-7							Ø o h i a tʃ i i i			
237-7							Ø o m o j i a ʔ			
246-7							o Ø o ʔ			
250-7							Ø o r o h Ø o k o Ø			
251-7							Ø o m o i			
267-7							Ø o o			
271-7							tʃ a r i ʔ i			
284-7							i Ø a a			
285-7							a r o Ø a m			
122-7							h i i o k o Ø e Ø i u			
132-7							a m a i a i			
240-7							tʃ a m o k			
52-8								t Ø t w Ø Ø		
56-8								w Ø m Ø Ø		
96-8								w a w a w w		
99-8								Ø w a Ø Ø k Ø Ø t w Ø		
114-8								t Ø Ø i Ø i Ø		
115-8								w w Ø w Ø i Ø		
133-8								w t i Ø Ø Ø a Ø i Ø		
144-8								Ø Ø a Ø a j i Ø i Ø		
150-8								Ø a w w		
234-8								Ø Ø Ø m		
236-8								Ø w Ø Ø w		
241-8								w w w a w i		
249-8								i Ø Ø Ø		
1-8								w a t a Ø		
2-8								Ø w Ø Ø m Ø Ø		
65-8								i w a w i		
74-8								Ø a a		
93-8								t Ø Ø a Ø i Ø i Ø		
95-8								Ø w i k Ø t i w		
119-8								a j i t i Ø i Ø		
231-8								Ø a Ø a Ø Ø Ø		
232-8								Ø Ø w Ø i Ø Ø Ø		
239-8								m a m a Ø a Ø Ø		
3-8								w i Ø i Ø Ø a Ø Ø		
4-8								w a w Ø Ø i Ø		
51-8								Ø w Ø Ø		
55-8								i Ø w k i m Ø		
109-8								i Ø i w i k i Ø		
121-8								Ø a Ø i a Ø i Ø w Ø		
149-8								Ø Ø k Ø		
163-8								Ø Ø Ø Ø w m Ø		
167-8								Ø a w		
259-8								t Ø Ø a w		
66-8								Ø a Ø a Ø a w w		
112-8								t Ø Ø Ø Ø i k i Ø i Ø		
116-8								t Ø Ø a Ø i w i Ø		
125-8								Ø a t i m a Ø i k		
145-8								k a Ø i Ø i Ø i Ø		
45-8								Ø Ø Ø i w Ø j i m a Ø		
91-8								m Ø k w w i k Ø Ø		
235-8								Ø Ø Ø i Ø		
246-8								i w i Ø		
250-8								m Ø Ø Ø t Ø Ø Ø k Ø Ø		
271-8								Ø w Ø w m w		
284-8								Ø w i Ø w		
39-8								Ø i m a Ø i m i Ø		
42-8								Ø i t Ø Ø i m i Ø		
177-8								Ø Ø w		
52-9									w a w w w	
56-9									w i m o	
96-9									w e r o w w w	
99-9									w w r a w k w a w	
114-9									w ø k w w i w	
115-9									w w i r w w i w	
133-9									w t i p r o Ø i w	
144-9									w w o w e w i w	
150-9									k o w ʔ	
234-9									w k o m	
236-9									p k ø n w	
241-9									w w w o w i n	
249-9									i tʃ Ø w	
1-9									w o w o w	
2-9									w w Ø w m w	
65-9									i w w w w	
74-9									p o n o	
93-9									w a p a r i tʃ i ʔ	
95-9									i k i tʃ i ʔ	
106-9									t o w n i tʃ a	
119-9									i j o t i tʃ i	
128-9									p ø k i tʃ i	
147-9									w a m i tʃ i	
231-9									p o Ø o w ø	
232-9									h i p i w w w w w	
239-9									n m k n w	
266-9									i w a m	
3-9									w e r a k a e	
4-9									w o r e i	
51-9									i w a e	
55-9									i w o m	
97-9									m p o m e ʔ ʔ ʔ	
109-9									i p a i tʃ i	
121-9									k o h i w o j k i w	
149-9									t o k	
160-9									k i r a k	
163-9									i h ʔ ʔ n w	
167-9									ʔ ʔ h o	
207-9									m a	
259-9									t o w o	
66-9									k o r o k o w w	
112-9									w r j i t i ʔ	
116-9									w o p k e tʃ i	
125-9									k o Ø i Ø i	
134-9									n i p t i ʔ e ʔ	
135-9									w o ʔ o a m i	
142-9									m h o r o m e m i i	
145-9									k o r e t i w i w	
148-9									w r o w Ø i m i i	
162-9									i ʔ j a ʔ n ʔ	
166-9									a m a	
179-9									t o ʔ	
201-9									p ʔ a	
21-9									w w w w t o w n	
24-9									w o k ø r w w o w w Ø	
45-9									ʔ ʔ i e a j i m ʔ	
50-9									a n ʔ o ʔ	
57-9									w o k o w o w Ø	
71-9									o m a	
91-9									m ø k w w w w o n	
151-9									k a w ʔ	
154-9									i w Ø	
192-9									w Ø w	
197-9									t e e a m ʔ e	
205-9									a h o n r	
227-9									j o p a w w Ø	
235-9									tʃ o w i	
237-9									n ʔ m o j w ʔ ʔ ʔ	
246-9									i i ʔ	
251-9									w o n o r	
267-9									w o w o	
284-9									ʔ w a t a	
285-9									a r ʔ o w a ʔ n	
39-9									Ø i r a m ʔ	
42-9									k i w r m ʔ	
44-9									w e j m	
75-9									i p i j m	
79-9									w j i r r n	
94-9									ø k w w ʔ r Ø n i ʔ	
104-9									k r Ø r r i e i	
122-9									e e Ø Ø k Ø n i i ʔ	
153-9									i t k	
157-9									w r m r	
174-9									Ø i r i r	
177-9									w o ʔ ʔ	
270-9									k w t i	
52-10										ʔ t e
56-10										m e ʔ
96-10										r a t
99-10										r tʃ t
114-10										t o k tʃ i.ʔ ʔ
115-10										t tʃ i.ʔ ʔ
133-10										t i.ʔ p r tʃ i ʔ
144-10										ʔ a t a tʃ tʃ i
150-10										k a w
234-10										k o m
236-10										p i k
241-10										a w i.ʔ
249-10										i.ʔ tʃ e ʔ
1-10										w a t a
2-10										w o m a
65-10										i w i k i.ʔ
74-10										p a m a
93-10										t o p a r i.ʔ tʃ i.ʔ
95-10										w i.ʔ k i tʃ i.ʔ
106-10										t m i tʃ i.ʔ ʔ
119-10										i.ʔ j t i.ʔ tʃ i.ʔ
128-10										t o k i tʃ ʔ i
147-10										t i.ʔ m i.ʔ tʃ i.ʔ ʔ
231-10										p a m a w o
232-10										ɲ i p i.ʔ ʔ ɲ i
239-10										ɲ a m a k a ɲ
266-10										ʔ t i.ʔ m
3-10										w a r i k o
4-10										w a i
51-10										i w e
55-10										i t a m ɲ
97-10										m a t o m k i
121-10										k a p i.ʔ j a k tʃ i.ʔ ʔ
149-10										t o k
160-10										k i.ʔ r i.ʔ k
163-10										i p e e m
167-10										p a ʔ
207-10										m i.ʔ
259-10										t o w a ʔ
112-10										t r a j i tʃ i.ʔ ʔ
116-10										t o p a k a tʃ ʔ
125-10										k a t i m a tʃ i.ʔ
134-10										i p t i
139-10										m o m i tʃ i.ʔ
142-10										p a a m i.ʔ ʔ
145-10										k a k t i.ʔ t i.ʔ o
148-10										tʃ r a w ʔ a ʔ ʔ i.ʔ ʔ
162-10										ɲ i.ʔ n
166-10										i.ʔ m i.ʔ ʔ
179-10										t a ʔ
201-10										p ʔ e
24-10										p k o r k a m
45-10										t j a m a
50-10										i.ʔ n o a o
71-10										o m i
84-10										p i.ʔ w a n
91-10										m o k i w w tʃ o n
146-10										k i.ʔ m t k ʔ
151-10										k i.ʔ w o
154-10										ʔ w e ʔ
192-10										t t
197-10										t t i.ʔ m
205-10										i.ʔ p a n
235-10										tʃ o w i.ʔ
237-10										n i m a j i.ʔ
250-10										m a r ʔ ʔ i t i ʔ ʔ k o n
251-10										w a n a
267-10										t o w a
271-10										i r i.ʔ i.ʔ
284-10										o w i tʃ i
285-10										i.ʔ r o a w i.ʔ n
39-10										j a m a r m a ʔ
42-10										k i t r a m a ʔ
44-10										w a j a m
79-10										t a w w m n
94-10										a k e r e i
104-10										k e t e w
122-10										t tʃ tʃ i n e tʃ t
132-10										o m o
153-10										w tʃ a k
157-10										t a r e m
174-10										t r i.ʔ ʔ
177-10										t o ʔ
270-10										k a w a t
