COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
52-4				t t ʔ e ʔ						
56-4				ʔ m e ʔ						
96-4				ʔ a t a ʔ ʔ						
99-4				a t a r e n ʔ ʔ ʔ						
114-4				t o k e e i ʔ						
115-4				ʔ Ø r e e i ʔ						
133-4				t i p a t a i ʔ						
144-4				tʃ a t a w a e i ʔ						
150-4				k a w ʔ						
234-4				ʔ k o m						
236-4				p a k e ɲ ʔ						
241-4				ʔ ʔ ʔ a w i n						
249-4				i tʃ e ʔ						
1-4				w a t a ʔ						
2-4				w ʔ m						
65-4				a w ʔ ʔ i						
74-4				p a ɲ a						
93-4				t o p i t i tʃ i ʔ						
95-4				ʔ w ʔ k i t i ʔ						
106-4				t a ʔ ʔ i e i e						
119-4				ʔ Ø i t i i e						
128-4				o k i e i e						
147-4				t i m i e i e						
231-4				p a n a tʃ o ʔ						
232-4				ʔ p i ʔ j a ʔ						
239-4				a m a k a n ʔ						
266-4				e t i ʔ m e						
3-4				ɲ i t i k ʔ a						
4-4				w a t a ʔ						
51-4				a w e ʔ						
97-4				m a h a m e ʔ						
109-4				y p a j a tʃ i ʔ						
121-4				k a p i Ø a k i i ʔ						
149-4				t o k						
160-4				k i t i k						
163-4				a p ʔ						
167-4				ʔ ʔ p a ʔ						
207-4				m i ʔ						
259-4				t o w a ʔ						
66-4				k e t a k a r						
116-4				t o p a k a ʔ i e						
134-4				n i p a t i ʔ ʔ ʔ						
135-4				e k e ʔ a p i e a e						
139-4				ʔ ʔ a m o ɲ i i i ʔ						
142-4				e p u h a m a e i ʔ						
145-4				k a t a t i tʃ i						
148-4				t tʃ h a w ʔ a k e i ʔ						
162-4				i j i w ʔ						
166-4				i m i ʔ						
179-4				t a ʔ						
201-4				p e ʔ						
21-4				e e a tʃ i e ɲ						
24-4				w a k o t ʔ ʔ w a n						
52-5					ʔ e ʔ					
56-5					w i m e ʔ					
96-5					w r a t i w					
99-5					ʔ ʔ a r e ʔ j w a					
114-5					o k e j i ʔ					
115-5					w w i r e tʃ i ʔ					
133-5					w t i p i r a n ʔ					
144-5					w a w a w a j i ʔ					
150-5					k a w ʔ					
234-5					ʔ k o n					
236-5					p a k e n w					
241-5					w w a w i n					
249-5					i tʃ e ʔ					
1-5					w a tʃ a					
2-5					ʔ w a ʔ m w a					
65-5					w w ʔ i					
74-5					p a n a					
93-5					a p a r i ʔ					
95-5					ʔ w i w w i ʔ					
106-5					t e n w w i ʔ w					
119-5					w j t i w					
128-5					k o k ʔ ʔ i w					
147-5					t i m i ʔ a w					
239-5					n a m a k a n ʔ					
266-5					w e tʃ i w n w					
3-5					w a r i k w w a w					
4-5					w a r ʔ t i ʔ					
51-5					e w e ʔ					
55-5					i h a m e					
97-5					a h w w o m w w					
109-5					e p h i k i ʔ					
149-5					o k w					
160-5					k i r i k					
163-5					y p ʔ ʔ i n					
167-5					w w p a ʔ					
207-5					m i					
259-5					t o w a ʔ					
66-5					k a r a k a k w					
112-5					a i r ʔ a tʃ i ʔ					
116-5					t o p a k ʔ					
134-5					ɲ i p a t i					
135-5					k i m e p i e w					
139-5					ʔ ʔ o m e n i n ʔ ʔ					
142-5					j p a a m i j i m					
145-5					k a r i t a t i					
148-5					t m r a w a n ʔ j i m					
162-5					i j i w n ʔ					
166-5					i m i ʔ					
179-5					t a w w w					
201-5					p w ʔ e					
21-5					h h ʔ a h ɲ					
52-6						w t w e w				
56-6						w m e w				
96-6						w a t a tʃ a w				
99-6						w w e Ø i Ø w ʔ				
114-6						t k t w				
115-6						w Ø o t i w				
133-6						t p w a i w				
144-6						w a Ø Ø w a i w				
150-6						k a Ø w				
234-6						w k o m				
236-6						p e k o ʔ w				
241-6						w w w a Ø i w				
249-6						i tʃ e w				
1-6						Ø a t a ʔ				
2-6						w e w w m w w				
65-6						i Ø w ʔ w				
74-6						p a w a				
93-6						t p a Ø t i w				
95-6						Ø k w i t i w				
106-6						t w w w i w				
119-6						w w i t i t w				
128-6						p o k w t w				
147-6						t i m t i w				
231-6						p a w a w o w				
232-6						i p i w Ø w w				
239-6						ʔ a m a k a w w				
266-6						w w t i w m w				
3-6						w Ø Ø i k w w o w				
4-6						Ø a w t i ʔ				
55-6						Ø w Ø a m w				
97-6						Ø o p o m w w w				
109-6						i p ʔ i t w				
160-6						k i Ø i k				
207-6						m i ʔ				
112-6						t w w a w i t i w				
116-6						t p a k Ø t w				
125-6						h a t i m Ø tʃ i w				
134-6						ʔ a p a t i w w w				
135-6						w w h i m w w w tʃ i w				
139-6						Ø w w w m e w o t i w				
201-6						p w e w				
21-6						k Ø o Ø t a w				
24-6						Ø o h Ø e h w w				
52-7							tʃ e tʃ e			
56-7							m e ʔ			
96-7							a t a a ʔ			
99-7							ʔ tʃ o t i j e o			
114-7							t o k i o a ʔ			
115-7							ʔ i t i o a ʔ			
133-7							ʔ tʃ i p a t a o a ʔ			
144-7							ʔ tʃ a a w i i			
150-7							k a w			
234-7							ʔ k o m			
236-7							p a k n			
241-7							ʔ ʔ ʔ a w i n			
249-7							i tʃ e ʔ			
1-7							w a w a			
2-7							ʔ w i m ʔ ʔ			
65-7							i w i			
74-7							p a n a			
93-7							t o p a t e o i ʔ			
95-7							w i k i ʔ			
106-7							tʃ i n i o i ʔ			
119-7							i j i tʃ i i ʔ			
128-7							u o k i o a ʔ			
147-7							tʃ e m a i ʔ			
231-7							tʃ a n a tʃ o ʔ			
232-7							w tʃ i j i			
266-7							ʔ e tʃ i m ʔ			
3-7							o o t a k ʔ ʔ ʔ ʔ			
4-7							w a t i ʔ			
51-7							a w e			
55-7							ʔ i w ʔ a m ʔ			
97-7							m a tʃ ʔ ʔ o m o o ʔ			
109-7							i p a ʔ i a ʔ			
121-7							k a tʃ i a a k i i ʔ			
149-7							t o k ʔ			
160-7							k i t i k			
163-7							p ʔ ʔ e n			
167-7							p a			
207-7							m i			
259-7							t o w a			
66-7							k w t a k a ʔ w			
125-7							k a o i m a o i ʔ			
135-7							ʔ ʔ k ʔ ʔ e m ʔ ʔ i e			
142-7							o p a a m i o i ʔ			
145-7							k a t a a tʃ a			
148-7							t u t i w a n i o i ʔ			
162-7							i j i n ʔ			
166-7							i m i			
179-7							t a ʔ ʔ			
201-7							p e			
21-7							k o o o tʃ a n			
24-7							w a k a t i o i u n			
52-8								i tʃ i		
56-8								i m Ø		
96-8								a i		
99-8								w a w o w		
114-8								t o k i		
115-8								o t i		
133-8								t Ø a n i		
144-8								a t w i		
150-8								k a w ʔ		
234-8								w k o m		
236-8								Ø k Ø n		
241-8								a w n		
249-8								tʃ Ø		
1-8								w a t a		
2-8								w w Ø m		
65-8								w		
74-8								Ø a n a		
93-8								t a Ø a n i i		
95-8								w w k		
119-8								i tʃ		
231-8								Ø a n a w o Ø		
232-8								i Ø o		
239-8								n a m a k a n		
3-8								w i w i a o		
4-8								w a w Ø Ø		
51-8								i w i ʔ		
55-8								i w w a n		
109-8								i Ø a k		
121-8								k a Ø i a k i		
149-8								t a k		
163-8								i Ø i n		
167-8								Ø a ʔ		
259-8								t o w a ʔ		
66-8								k a a k a w		
112-8								t a w w w i tʃ i Ø		
116-8								t o Ø a k a i w		
125-8								t n w i w		
145-8								k a tʃ i t i		
52-9									ʔ e t ʔ e ʔ	
56-9									ʔ y m e	
96-9									ʔ e r a w i ʔ	
99-9									ʔ ʔ a r a ʔ ʔ a	
114-9									t o k j i ʔ	
115-9									ʔ ʔ e r j i ʔ	
133-9									ʔ t i p r a tʃ i ʔ	
144-9									ʔ i r a w tʃ i ʔ	
150-9									k a w ʔ	
234-9									ʔ k o m	
236-9									p a k e n ʔ	
241-9									ʔ ʔ ʔ a w i n	
249-9									i tʃ e ʔ	
1-9									w a w a	
2-9									ʔ w i ʔ m ʔ ʔ	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i i ʔ	
95-9									w i Ø i k i ʔ	
106-9									t e ʔ e w i ʔ	
119-9									i j a t i ʔ i	
128-9									h o k w i ʔ	
147-9									t y n i w y ʔ	
231-9									p a a w o ʔ	
232-9									ʔ p i ʔ j w ʔ	
239-9									n a m a k a n ʔ	
266-9									ʔ i tʃ i ʔ m	
3-9									Ø a r e k ʔ	
4-9									w a r i	
51-9									y w e ʔ	
55-9									ʔ a a m ʔ	
97-9									m a h o n i i ʔ	
109-9									y p i j k i	
121-9									k a p i ʔ a j a k i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									y p ʔ ʔ i ʔ ʔ	
167-9									ʔ ʔ p a ʔ	
207-9									m i ʔ	
259-9									t o w a ʔ	
66-9									k a r a k a ʔ w	
112-9									t a r ʔ a j i tʃ i ʔ	
116-9									t o p a k tʃ i	
125-9									k a t i m ʔ ʔ	
134-9									n a p a t i	
135-9									t o e n	
142-9									p a r a m i ʔ	
145-9									k a r t tʃ i ʔ	
148-9									t ʔ r a w i ʔ	
162-9									i j i ʔ ʔ	
166-9									i m i ʔ	
179-9									t a ʔ	
201-9									p ʔ	
21-9									Ø t a	
24-9									w i k o r a ɲ	
52-10										i t e
56-10										m e ʔ
96-10										r a t
99-10										a r tʃ
114-10										t o k i tʃ i.ʔ ʔ
115-10										r tʃ i.ʔ ʔ
133-10										tʃ i p a r tʃ i ʔ
144-10										i t a w i tʃ
150-10										k a w
234-10										k o m
236-10										p i k ɲ
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a tʃ a
2-10										w m
65-10										w
74-10										p a n a
93-10										t p a r i tʃ i.ʔ ʔ
95-10										w k tʃ i.ʔ
106-10										tʃ n i tʃ i.ʔ ʔ
119-10										j t i.ʔ tʃ i.ʔ ʔ
128-10										h o k i ʔ ʔ
147-10										tʃ i.ʔ m i.ʔ tʃ i.ʔ ʔ
231-10										p a n a w o ʔ
232-10										i p i j ʔ
239-10										ɲ a m a k a ɲ
266-10										t i m
3-10										w a r i k o
4-10										w a r i
51-10										w e ʔ
55-10										i h a m
97-10										m a h o m i k
121-10										k a p i.ʔ j a k tʃ i.ʔ ʔ
149-10										t o k
160-10										k i r i k
163-10										p e e m
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t a t a j tʃ i ʔ
116-10										t p a k a tʃ
125-10										k a tʃ i m a tʃ i.ʔ ʔ
134-10										i p a t j
139-10										a e m o m i tʃ i
142-10										i p a a m i tʃ i.ʔ ʔ
145-10										k a r i t tʃ i.ʔ o
148-10										t r a w a i.ʔ ʔ
162-10										j i
166-10										i m i ʔ
179-10										t a
201-10										p e
24-10										w a k o r e k a m
