ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY	COGNACY	COGIDS
128	17_child	Child	urupa	Urupá	uhunjam	uhunjam	u h u n j a m	urup1245	-10.25	-62.75	Chapacuran	45	45
129	17_child	Child	wanyam	Wanyam	marahujama	marahujama	m a r a h u j a m a	wany1246	-12.1	-63.1	Chapacuran	45	45
130	17_child	Child	wari	Wari'	hwijimaʔ	hwijimaʔ	h w i j i m a ʔ	wari1268	-10.69948	-64.56152	Chapacuran	45	45
131	17_child	Child	wari	Wari'	pijeʔ	pijeʔ	p i j e ʔ	wari1268	-10.69948	-64.56152	Chapacuran	46	46
132	17_child	Child	cojubim	Cojubim	rato	rato	r a t o	kuyu1236	-11.75	-64.0	Chapacuran	47	47
133	17_child	Child	more	Moré	ratoʔ	ratoʔ	r a t o ʔ	itor1239			Chapacuran	47	47
134	17_child	Child	tora	Torá	irato	irato	i r a t o	tora1263	-6.19532	-61.7416	Chapacuran	47	47
135	17_child	Child	kitemoka	Kitemoka	etiw	etiw	e t i w	kite1237	-16.0	-62.75	Chapacuran	48	48
136	17_child	Child	tapakura	Tapakura	witʃitikun	witʃitikun	w i tʃ i t i k u n	chap1269	-14.8	-62.2	Chapacuran	49	49
997	120_cold	Cold	cojubim	Cojubim	tʃiwʔ	tʃiwʔ	tʃ i w ʔ	kuyu1236	-11.75	-64.0	Chapacuran	271	271
998	120_cold	Cold	more	Moré	tʃiw	tʃiw	tʃ i w	itor1239			Chapacuran	271	271
999	120_cold	Cold	orowin	Oro Win	surimi	surimi	s u r i m i	orow1243	-10.737	-64.0299	Chapacuran	271	271
1000	120_cold	Cold	tora	Torá	siuni	siuni	s i u n i	tora1263	-6.19532	-61.7416	Chapacuran	271	271
1001	120_cold	Cold	urupa	Urupá	siv	siv	s i v	urup1245	-10.25	-62.75	Chapacuran	271	271
1002	120_cold	Cold	wari	Wari'	tʃiw	tʃiw	tʃ i w	wari1268	-10.69948	-64.56152	Chapacuran	271	271
1003	120_cold	Cold	wanyam	Wanyam	kipin	kipin	k i p i n	wany1246	-12.1	-63.1	Chapacuran	272	272
717	86_come	Come	orowin	Oro Win	maki	maki	m a k i	orow1243	-10.737	-64.0299	Chapacuran	193	193
718	86_come	Come	tora	Torá	makiʔ	makiʔ	m a k i ʔ	tora1263	-6.19532	-61.7416	Chapacuran	193	193
719	86_come	Come	wari	Wari'	makiʔ	makiʔ	m a k i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	193	193
720	86_come	Come	cojubim	Cojubim	iwan	iwan	i w a n	kuyu1236	-11.75	-64.0	Chapacuran	194	194
721	86_come	Come	more	Moré	iwan	iwan	i w a n	itor1239			Chapacuran	194	194
722	86_come	Come	wanyam	Wanyam	iwan	iwan	i w a n	wany1246	-12.1	-63.1	Chapacuran	194	194
723	86_come	Come	tapakura	Tapakura	mana	mana	m a n a	chap1269	-14.8	-62.2	Chapacuran	195	195
724	86_come	Come	kitemoka	Kitemoka	nia	nia	n i a	kite1237	-16.0	-62.75	Chapacuran	196	196
678	81_cut	Cut	cojubim	Cojubim	taʔ	taʔ	t a ʔ	kuyu1236	-11.75	-64.0	Chapacuran	179	179
679	81_cut	Cut	jaru	Jarú	ta	ta	t a	yaru1257	-10.25	-62.0	Chapacuran	179	179
680	81_cut	Cut	more	Moré	ta	ta	t a	itor1239			Chapacuran	179	179
681	81_cut	Cut	orowin	Oro Win	ta kat	ta kat	t a + k a t	orow1243	-10.737	-64.0299	Chapacuran	179	179
682	81_cut	Cut	tora	Torá	ta	ta	t a	tora1263	-6.19532	-61.7416	Chapacuran	179	179
683	81_cut	Cut	wanyam	Wanyam	takat	takat	t a k a t	wany1246	-12.1	-63.1	Chapacuran	179	179
684	81_cut	Cut	wari	Wari'	ta	ta	t a	wari1268	-10.69948	-64.56152	Chapacuran	179	179
685	81_cut	Cut	cojubim	Cojubim	wak	wak	w a k	kuyu1236	-11.75	-64.0	Chapacuran	180	180
686	81_cut	Cut	more	Moré	wok	wok	w o k	itor1239			Chapacuran	180	180
687	81_cut	Cut	orowin	Oro Win	wak	wak	w a k	orow1243	-10.737	-64.0299	Chapacuran	180	180
688	81_cut	Cut	wari	Wari'	wak	wak	w a k	wari1268	-10.69948	-64.56152	Chapacuran	180	180
689	81_cut	Cut	orowin	Oro Win	pit	pit	p i t	orow1243	-10.737	-64.0299	Chapacuran	181	181
690	81_cut	Cut	tapakura	Tapakura	pitʃiram	pitʃiram	p i tʃ i r a m	chap1269	-14.8	-62.2	Chapacuran	181	181
691	81_cut	Cut	wanyam	Wanyam	pit kiran	pit kiran	p i t + k i r a n	wany1246	-12.1	-63.1	Chapacuran	181	181
692	81_cut	Cut	wari	Wari'	pit	pit	p i t	wari1268	-10.69948	-64.56152	Chapacuran	181	181
982	118_day	Day	jaru	Jarú	toa	toa	t o a	yaru1257	-10.25	-62.0	Chapacuran	267	267
983	118_day	Day	orowin	Oro Win	towa	towa	t o w a	orow1243	-10.737	-64.0299	Chapacuran	267	267
984	118_day	Day	tapakura	Tapakura	tuwa	tuwa	t u w a	chap1269	-14.8	-62.2	Chapacuran	267	267
985	118_day	Day	tora	Torá	toa	toa	t o a	tora1263	-6.19532	-61.7416	Chapacuran	267	267
986	118_day	Day	wanyam	Wanyam	towa	towa	t o w a	wany1246	-12.1	-63.1	Chapacuran	267	267
987	118_day	Day	wari	Wari'	towa	towa	t o w a	wari1268	-10.69948	-64.56152	Chapacuran	267	267
988	118_day	Day	wari	Wari'	tʃek	tʃek	tʃ e k	wari1268	-10.69948	-64.56152	Chapacuran	268	268
989	118_day	Day	cojubim	Cojubim	tipat	tipat	t i p a t	kuyu1236	-11.75	-64.0	Chapacuran	269	269
990	118_day	Day	more	Moré	tijipat	tijipat	t i j i p a t	itor1239			Chapacuran	269	269
991	118_day	Day	tora	Torá	anapat	anapat	a n a p a t	tora1263	-6.19532	-61.7416	Chapacuran	269	269
191	24_deer	Deer	jaru	Jarú	wijemu	wijemu	w i j e m u	yaru1257	-10.25	-62.0	Chapacuran	60	60
192	24_deer	Deer	more	Moré	jimop	jimop	j i m o p	itor1239			Chapacuran	60	60
193	24_deer	Deer	tora	Torá	vijemop	vijemop	v i j e m o p	tora1263	-6.19532	-61.7416	Chapacuran	60	60
194	24_deer	Deer	urupa	Urupá	jemob	jemob	j e m o b	urup1245	-10.25	-62.75	Chapacuran	60	60
195	24_deer	Deer	jaru	Jarú	komem	komem	k o m e m	yaru1257	-10.25	-62.0	Chapacuran	61	61
196	24_deer	Deer	wari	Wari'	komem	komem	k o m e m	wari1268	-10.69948	-64.56152	Chapacuran	61	61
197	24_deer	Deer	kitemoka	Kitemoka	kimari	kimari	k i m a r i	kite1237	-16.0	-62.75	Chapacuran	62	62
198	24_deer	Deer	tapakura	Tapakura	kimari	kimari	k i m a r i	chap1269	-14.8	-62.2	Chapacuran	62	62
199	24_deer	Deer	wanyam	Wanyam	imariʔ	imariʔ	i m a r i ʔ	wany1246	-12.1	-63.1	Chapacuran	62	62
200	24_deer	Deer	orowin	Oro Win	aranasi	aranasi	a r a n a s i	orow1243	-10.737	-64.0299	Chapacuran	63	63
201	24_deer	Deer	cojubim	Cojubim	towam	towam	t o w a m	kuyu1236	-11.75	-64.0	Chapacuran	64	64
639	76_die	Die	cojubim	Cojubim	imiʔ	imiʔ	i m i ʔ	kuyu1236	-11.75	-64.0	Chapacuran	166	166
640	76_die	Die	jaru	Jarú	imi	imi	i m i	yaru1257	-10.25	-62.0	Chapacuran	166	166
641	76_die	Die	more	Moré	imi	imi	i m i	itor1239			Chapacuran	166	166
642	76_die	Die	orowin	Oro Win	imiʔ	imiʔ	i m i ʔ	orow1243	-10.737	-64.0299	Chapacuran	166	166
643	76_die	Die	tora	Torá	imi	imi	i m i	tora1263	-6.19532	-61.7416	Chapacuran	166	166
644	76_die	Die	wanyam	Wanyam	imi	imi	i m i	wany1246	-12.1	-63.1	Chapacuran	166	166
645	76_die	Die	wari	Wari'	miʔ	miʔ	m i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	166	166
693	82_dig	Dig	cojubim	Cojubim	tuk	tuk	t u k	kuyu1236	-11.75	-64.0	Chapacuran	182	182
694	82_dig	Dig	orowin	Oro Win	tiki	tiki	t i k i	orow1243	-10.737	-64.0299	Chapacuran	182	182
695	82_dig	Dig	wanyam	Wanyam	kit	kit	k i t	wany1246	-12.1	-63.1	Chapacuran	182	182
696	82_dig	Dig	wari	Wari'	tikiʔ	tikiʔ	t i k i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	182	182
697	82_dig	Dig	more	Moré	putum	putum	p u t u m	itor1239			Chapacuran	183	183
561	65_drink	Drink	cojubim	Cojubim	tok	tok	t o k	kuyu1236	-11.75	-64.0	Chapacuran	149	149
562	65_drink	Drink	kitemoka	Kitemoka	kot	kot	k o t	kite1237	-16.0	-62.75	Chapacuran	149	149
563	65_drink	Drink	more	Moré	tok	tok	t o k	itor1239			Chapacuran	149	149
564	65_drink	Drink	orowin	Oro Win	tok	tok	t o k	orow1243	-10.737	-64.0299	Chapacuran	149	149
565	65_drink	Drink	tora	Torá	tuk	tuk	t u k	tora1263	-6.19532	-61.7416	Chapacuran	149	149
566	65_drink	Drink	urupa	Urupá	tok	tok	t o k	urup1245	-10.25	-62.75	Chapacuran	149	149
567	65_drink	Drink	wanyam	Wanyam	tuka	tuka	t u k a	wany1246	-12.1	-63.1	Chapacuran	149	149
568	65_drink	Drink	wari	Wari'	tok	tok	t o k	wari1268	-10.69948	-64.56152	Chapacuran	149	149
371	46_ear	Ear	jaru	Jarú	traisi	traisi	t r a i s i	yaru1257	-10.25	-62.0	Chapacuran	112	112
372	46_ear	Ear	kitemoka	Kitemoka	tatiatatʃe	tatiatatʃe	t a t i a t a tʃ e	kite1237	-16.0	-62.75	Chapacuran	112	112
373	46_ear	Ear	orowin	Oro Win	trajisi	trajisi	t r a j i s i	orow1243	-10.737	-64.0299	Chapacuran	112	112
374	46_ear	Ear	tapakura	Tapakura	taitatatʃi	taitatatʃi	t a i t a t a tʃ i	chap1269	-14.8	-62.2	Chapacuran	112	112
375	46_ear	Ear	urupa	Urupá	traisi	traisi	t r a i s i	urup1245	-10.25	-62.75	Chapacuran	112	112
376	46_ear	Ear	wanyam	Wanyam	tarajiʃiʔ	tarajiʃiʔ	t a r a j i ʃ i ʔ	wany1246	-12.1	-63.1	Chapacuran	112	112
377	46_ear	Ear	wari	Wari'	tarajitʃiʔ	tarajitʃiʔ	t a r a j i tʃ i ʔ	wari1268	-10.69948	-64.56152	Chapacuran	112	112
378	46_ear	Ear	cojubim	Cojubim	tenetet	tenetet	t e n e t e t	kuyu1236	-11.75	-64.0	Chapacuran	113	113
379	46_ear	Ear	more	Moré	tenetet	tenetet	t e n e t e t	itor1239			Chapacuran	113	113
380	46_ear	Ear	tora	Torá	tetete	tetete	t e t e t e	tora1263	-6.19532	-61.7416	Chapacuran	113	113
874	106_earth	Earth	cojubim	Cojubim	namakan	namakan	n a m a k a n	kuyu1236	-11.75	-64.0	Chapacuran	239	239
875	106_earth	Earth	jaru	Jarú	manakan	manakan	m a n a k a n	yaru1257	-10.25	-62.0	Chapacuran	239	239
876	106_earth	Earth	kitemoka	Kitemoka	emakan	emakan	e m a k a n	kite1237	-16.0	-62.75	Chapacuran	239	239
877	106_earth	Earth	more	Moré	namakan	namakan	n a m a k a n	itor1239			Chapacuran	239	239
878	106_earth	Earth	orowin	Oro Win	namakan	namakan	n a m a k a n	orow1243	-10.737	-64.0299	Chapacuran	239	239
879	106_earth	Earth	tapakura	Tapakura	jamakan	jamakan	j a m a k a n	chap1269	-14.8	-62.2	Chapacuran	239	239
880	106_earth	Earth	urupa	Urupá	manaka	manaka	m a n a k a	urup1245	-10.25	-62.75	Chapacuran	239	239
881	106_earth	Earth	wanyam	Wanyam	namakan	namakan	n a m a k a n	wany1246	-12.1	-63.1	Chapacuran	239	239
882	106_earth	Earth	wari	Wari'	makanʔ	makanʔ	m a k a n ʔ	wari1268	-10.69948	-64.56152	Chapacuran	239	239
883	106_earth	Earth	cojubim	Cojubim	timak	timak	t i m a k	kuyu1236	-11.75	-64.0	Chapacuran	240	240
884	106_earth	Earth	kitemoka	Kitemoka	tʃema	tʃema	tʃ e m a	kite1237	-16.0	-62.75	Chapacuran	240	240
885	106_earth	Earth	more	Moré	timak	timak	t i m a k	itor1239			Chapacuran	240	240
886	106_earth	Earth	tapakura	Tapakura	tʃimak	tʃimak	tʃ i m a k	chap1269	-14.8	-62.2	Chapacuran	240	240
