COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
144-3			t o t o j a tʃ e							
150-3			k a w							
234-3			a k o							
236-3			p i k u i							
241-3			a w e n							
249-3			i s e							
1-3			w a j a							
2-3			a h u m							
65-3			a h i h i							
93-3			p a r i tʃ e							
95-3			a w e i tʃ e							
106-3			tʃ u m i tʃ e							
119-3			i j a d i tʃ e							
128-3			k o h o tʃ i							
147-3			s i m i tʃ e							
231-3			p n a t o							
232-3			p i l ʔ a h u							
239-3			e m a k a n							
266-3			p a i t i n							
3-3			a r i k o							
4-3			w a tʃ e							
55-3			i h a m							
109-3			p a i tʃ e							
121-3			k a p i k a k a tʃ e							
149-3			k o t							
160-3			t i r i g							
207-3			m e							
112-3			t a t i a t a tʃ e							
125-3			k a i m a tʃ e							
134-3			i p a t i							
135-3			k i m o tʃ e							
139-3			w a e m e m i tʃ e							
57-3			t u k a w a n							
71-3			o m i							
131-3			t u k a i v a tʃ e							
146-3			k e m a t a k a m a							
227-3			p a p u i t i o							
132-3			u m a j o							
240-3			tʃ e m a							
52-4				i t e						
56-4				u m e						
96-4				a t						
99-4				a r i ʒ̟ a						
114-4				t o k						
115-4				u ʒ̟						
133-4				t i p a n						
144-4				a t a w						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				m o m r a						
65-4				i w						
74-4				p a n a						
93-4				t o p a n						
95-4				w y k						
106-4				t u n e ɲ						
119-4				j a t						
128-4				p o k						
147-4				t u k u						
231-4				p a n a w o ʔ						
232-4				p i p i j o						
239-4				n a m a k a n						
266-4				i s i m						
3-4				k o r a r i						
4-4				w a t i ʔ						
51-4				u w e ʔ						
97-4				m a p o m						
109-4				u p w i k						
121-4				k a p a j a k						
149-4				t o k						
160-4				k i r i k						
163-4				u p e n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a r a k a w						
116-4				t o p a k						
134-4				n i p a t						
135-4				t i m						
139-4				m u k u r i						
142-4				p a t a m						
145-4				k a t a t						
148-4				s a w a n						
162-4				i j i n						
166-4				i m i						
179-4				t a						
201-4				p w e						
21-4				t a n						
24-4				p o k o r a n						
45-4				j o m a						
50-4				i n a ʔ						
57-4				t o k o w a n						
71-4				u m i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t u k u ʒ̟ i m						
146-4				k i m a						
151-4				k i w						
154-4				w e						
192-4				t u t						
205-4				i p a n						
227-4				m a p w i t o						
235-4				tʃ u w e						
237-4				m i m a ʒ̟						
246-4				i w i						
250-4				r u p i ts i k o n						
251-4				w a n a						
271-4				tʃ i w						
284-4				w i t						
285-4				i r a w i n						
44-4				w a n j a m						
75-4				u p e j e						
79-4				t a n						
94-4				u k u n						
104-4				k i p u n						
132-4				u m						
153-4				tʃ a k						
157-4				t a s a m						
174-4				p u r u						
177-4				t o n						
240-4				t i m a k						
270-4				k a w a ʒ̟ i						
52-5					i t e ʔ					
56-5					y m e					
96-5					a r a n					
99-5					a r i k o n					
114-5					t o k i s i					
115-5					y r y s i					
133-5					t i p r a s i					
144-5					a r a w a s i					
150-5					k a w					
234-5					k o m					
236-5					p e k y n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a ʔ					
2-5					w y m					
65-5					i w i s i					
74-5					p a n a					
93-5					t o p o r i s i					
95-5					w i k i s i					
106-5					t y n e s i					
119-5					i j i t i s i					
128-5					f o k i s i					
147-5					t i m i s i					
239-5					n a m a k a n					
266-5					i t i m					
3-5					w o r i k o					
4-5					w a r i ʔ					
51-5					y w e					
55-5					i f a m					
97-5					m a f o m a s i					
109-5					i p i j i s i					
149-5					t o k					
160-5					k i r i k					
163-5					y p e n					
167-5					p a ʔ					
207-5					m i ʔ					
259-5					t o w a ʔ					
66-5					k a r a k a w					
112-5					t r a j i s i					
116-5					t o p a k a s i					
134-5					n a p a t i n a n					
135-5					k i m i					
139-5					m o n o s i					
142-5					o p a r a m a s i					
145-5					k a r a t i s i					
148-5					t r a w r i s i					
162-5					i j i n					
166-5					i m i ʔ					
179-5					t a					
201-5					p e					
21-5					k a w a s a n					
45-5					i f i j a m a					
50-5					i n a					
71-5					o m i					
84-5					p i w a n					
91-5					m o k o r i k o n					
146-5					i k i m a s i					
151-5					k i w					
154-5					y w e ʔ					
192-5					t y t					
197-5					t i m					
205-5					i p a n					
235-5					s o w i ʔ					
237-5					n a m a j i ʔ					
250-5					m o r o t i p a k o n					
251-5					w a n a ʔ					
267-5					t o w a					
271-5					s u r i m i					
284-5					w i t i					
285-5					i r a w i n					
39-5					j a m i r i m a					
42-5					k i t r a m a					
44-5					w a j a m					
75-5					i p i j a m					
79-5					t a j i n a n					
94-5					y k e r e s i					
104-5					k e f e r e s i					
122-5					s y k y n e s i					
153-5					i t a k					
157-5					t a r i m					
174-5					f r i ʔ					
177-5					t o ʔ					
270-5					k a w a t i ʔ					
52-6						t i a				
56-6						i m e				
96-6						a t a t				
99-6						a t e r a n t a				
114-6						t u k u tʃ i				
115-6						u t u r u tʃ i				
133-6						i tʃ o p a r a tʃ i				
144-6						o t o w a tʃ i				
150-6						k a w				
234-6						a k u m				
236-6						p e k u n				
241-6						a w i n				
249-6						i s e				
1-6						w a j a				
2-6						a w i m o				
65-6						a w i				
74-6						p a n e				
93-6						t u p a r i tʃ i				
95-6						a w i				
106-6						tʃ u m i tʃ i				
119-6						j a t i tʃ i				
128-6						u k u tʃ i				
147-6						s i m i tʃ i				
231-6						p a n a t o				
232-6						w i p i j a o				
239-6						j a m a k a n				
266-6						p a i t i n				
3-6						a r i k a h u				
4-6						w a j a h u				
55-6						i h u a m				
97-6						m o m i k u m				
109-6						u p a tʃ i				
160-6						k i r i k				
207-6						m i				
112-6						t a i t a t a tʃ i				
116-6						t u p a k a tʃ i				
125-6						k a i m a tʃ i				
134-6						h i p a tʃ i				
135-6						t e k e m a tʃ e				
139-6						a m u n i tʃ i				
201-6						p e p e				
21-6						t a n				
24-6						w a g a r a g a t a n				
57-6						t u k a w a				
131-6						t u k a i m a tʃ i				
227-6						w a p u i t o				
267-6						t u w a				
132-6						u m i tʃ i				
240-6						tʃ i m a k				
52-7							i t e			
56-7							u m a			
96-7							a t a ʃ i			
99-7							a z e r o n			
114-7							t o k			
115-7							u j			
133-7							t i p a r a			
144-7							w u r i t i m			
150-7							k a w			
234-7							k o m			
236-7							p i k u n			
241-7							a w i n			
249-7							i ʃ e ʔ			
1-7							w a z a			
2-7							w e b m			
65-7							i w			
74-7							p a n a			
93-7							t u p a r a			
95-7							w i			
106-7							t u n i			
119-7							j a t i ʃ i			
128-7							h o k			
147-7							t i m u			
231-7							p a n a o			
232-7							p i p i j o			
266-7							i j s i b m			
3-7							w a r i k o			
4-7							w a z a t i			
51-7							i w i			
55-7							h o a m			
97-7							t aː h o n			
109-7							u p u j e ʃ i			
121-7							k a p i a k i ʃ i ʔ			
149-7							t u k			
160-7							k r i d			
163-7							u p o ɲ			
167-7							p a			
207-7							m i ʔ			
259-7							t u a g			
66-7							k a r a k a w			
125-7							k a z i m a			
135-7							t o s i p a			
142-7							p a t a m a			
145-7							k a t a s a n			
148-7							t r a w a n a			
162-7							e j i d n			
166-7							i m i			
179-7							t a			
201-7							p i			
21-7							k w a t a d n			
24-7							k u r a d n			
50-7							i n j a			
57-7							t u k a w a d n			
71-7							u m i			
84-7							p i w a j			
131-7							t u k a z i m			
146-7							i k i m a			
151-7							k i w			
197-7							w u r i t i m i			
205-7							i p a d			
227-7							a p i t o			
237-7							m i j m a j			
246-7							i w i ʔ			
250-7							m u r oː t o n			
251-7							w a n a			
267-7							t o a			
271-7							s i u n i			
284-7							v i t i			
285-7							i r e a w i d n			
122-7							p e s o r o			
132-7							u m u			
240-7							t i m a k			
52-8								e t e		
56-8								u m e		
96-8								a r a s i		
99-8								e r e j e n		
114-8								t u k e s i		
115-8								j u r e s i		
133-8								t i p r a s i		
144-8								e r a w a s i		
150-8								k a w		
234-8								k o m		
236-8								p a k y n		
241-8								a w i n		
249-8								i s e		
1-8								w a t a		
2-8								v i m		
65-8								i w		
74-8								p a n a		
93-8								t u p a r i s i		
95-8								w i k i s i		
119-8								j e t i s i		
231-8								p a n a o ʔ		
232-8								u p i j o		
239-8								m a n a k a		
3-8								o k a i n		
4-8								w a r i		
51-8								i v e		
55-8								i h a m		
109-8								y p i r i s i		
121-8								k a p i a k a s i		
149-8								t o k		
163-8								y p e n		
167-8								t u p a b		
259-8								t u a		
66-8								k r a k a w		
112-8								t r a i s i		
116-8								t u p a k a s i		
125-8								k a t i m a s i		
145-8								k a r a t i s i		
45-8								u h u n j a m		
91-8								m u k o n		
235-8								s u i		
246-8								i w i		
250-8								m u r u p a t e k o n		
271-8								s i v		
284-8								y v y t y		
39-8								j a m r a		
42-8								k i t r a m a		
177-8								t u p a n		
52-9									t a t a	
56-9									i m e ʔ	
96-9									a r a j	
99-9									a r i k o n	
114-9									t o k i ʃ i ʔ	
115-9									i r i ʃ i ʔ	
133-9									t i p a r a ʃ i ʔ	
144-9									a w a r a ʃ i ʔ	
150-9									k a w	
234-9									k o m	
236-9									p e k i n	
241-9									a w i n	
249-9									i ʃ e ʔ	
1-9									w a t a ʔ	
2-9									i m	
65-9									i w i	
74-9									p a n a	
93-9									t u p a r i ʃ i ʔ	
95-9									w i k i	
106-9									t i n i ʃ i ʔ	
119-9									i j i t i ʃ i ʔ	
128-9									h o k i ʃ i ʔ	
147-9									t i m i ʃ i ʔ	
231-9									p a n a w o ʔ	
232-9									u p i j u ʔ	
239-9									n a m a k a n	
266-9									i t i m	
3-9									a r u k w a n	
4-9									w a r i	
51-9									e w i ʔ	
55-9									i h a m	
97-9									w a h u m a j n	
109-9									i p i j i ʃ i ʔ	
121-9									k a p i j a k a ʃ i ʔ	
149-9									t u k a	
160-9									k i r i k	
163-9									i p e n	
167-9									p a	
207-9									m i n	
259-9									t o w a	
66-9									k a r a k a w	
112-9									t a r a j i ʃ i ʔ	
116-9									t o p a k a ʃ i ʔ	
125-9									k a t i m a ʃ i ʔ	
134-9									n i p a t	
135-9									k i m i j e k i n	
142-9									u p a r a m a ʃ i ʔ	
145-9									k a r a t i ʃ i ʔ	
148-9									t a r a w a n e ʃ i ʔ	
162-9									i n i n	
166-9									i m i	
179-9									t a k a t	
201-9									p e	
21-9									k a w a tʃ y k	
24-9									k a r i k a n	
45-9									m a r a h u j a m a	
50-9									i n a ʔ	
57-9									t o k a w a n	
71-9									o m i	
91-9									m o k o n	
151-9									k i w	
154-9									w e	
192-9									t i t	
197-9									t a r i m	
205-9									i p a n	
227-9									w a p i r u	
235-9									ʃ u w i ʔ	
237-9									n i m a j i ʔ	
246-9									i w i	
251-9									w a n a ʔ	
267-9									t o w a	
284-9									u w a w	
285-9									i r a w i n	
39-9									j a m a r i m a ʔ	
42-9									k i t a r a m a ʔ	
44-9									w a n j a m	
75-9									i p i j a m	
79-9									t a i n	
94-9									i k e r e m	
104-9									k a h i r e	
122-9									p i k i n a ʃ i ʔ	
153-9									ʃ a k	
157-9									t r a h u m	
174-9									h i r i	
177-9									t o	
270-9									k a w a t i ʔ	
52-10										t e
56-10										m e
96-10										a r a tʃ i ʔ
99-10										a r a j e ɲ
114-10										t o k o tʃ i ʔ
115-10										w e r e tʃ i ʔ
133-10										t a p a r a tʃ i ʔ
144-10										w a r a tʃ i ʔ
150-10										k a w
234-10										k o m
236-10										p a k y n
241-10										n a n a w i n
249-10										tʃ e
1-10										w a t a ʔ
2-10										w u m
65-10										i w ʔ
74-10										p a n a
93-10										t a p a r i tʃ i ʔ
95-10										k i tʃ i ʔ
106-10										t e n e n e tʃ i ʔ
119-10										tʃ i tʃ i ʔ
128-10										k o k o tʃ i ʔ
147-10										tʃ i m i tʃ i ʔ
231-10										p a n a w o ʔ
232-10										p i j o ʔ
239-10										m a k a n ʔ
266-10										tʃ i m
3-10										w i r i k o
4-10										w a r i ʔ
51-10										w e
55-10										h w a m
97-10										h o m a ɲ
121-10										k a p i j a tʃ i ʔ
149-10										t o k
160-10										k e r e k
163-10										p i ʔ
167-10										p a ʔ
207-10										m i ʔ
259-10										t o w o ʔ
112-10										t a r a j i tʃ i ʔ
116-10										t o p a k
125-10										k a tʃ i m a tʃ i ʔ
134-10										t a p a tʃ i
139-10										m o n o tʃ i ʔ
142-10										p a r a m a tʃ i ʔ
145-10										k a r a tʃ i tʃ i ʔ
148-10										t a r a w a n a tʃ i ʔ
162-10										j i n ʔ
166-10										m i ʔ
179-10										t a
201-10										p e ʔ
24-10										t y k y
45-10										h w i j i m a ʔ
50-10										n a ʔ
71-10										m i
84-10										p i w a ɲ
91-10										m a k o n
146-10										k i m a tʃ i ʔ
151-10										k i w
154-10										w e ʔ
192-10										tʃ y t
197-10										t e r e m ʔ
205-10										p a n ʔ
235-10										tʃ o w i ʔ
237-10										n a m a j i
250-10										t o p a k o n
251-10										w a n a
267-10										t o w a
271-10										tʃ i w
284-10										w i tʃ i
285-10										i r a w i n
39-10										n a r i m a ʔ
42-10										t a r a m a ʔ
44-10										w i j a m
79-10										t a j i
94-10										k w e r e tʃ i ʔ
104-10										k a h w e r e ɲ
122-10										tʃ i k i n a tʃ i ʔ
132-10										m i tʃ i ʔ
153-10										tʃ a k
157-10										t a t a m ʔ
174-10										h y r y
177-10										t o ʔ
270-10										k a w a tʃ i ʔ
