COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
115-8								u r s i		
133-8								t i p a r a s i		
144-8								r a a s		
150-8								k a		
234-8								k o m		
236-8								p i k e n		
241-8								a i n		
249-8								i s e		
1-8								a t a		
2-8								n i n m e e		
65-8								i i		
74-8								p a n a		
93-8								t u p a r y s i		
95-8								i k n		
119-8								j i t s i		
231-8								p a n a o		
232-8								y p i j o		
239-8								n a m a k a n		
3-8								a r u k e e e o		
4-8								a r n n i		
51-8								y e		
55-8								i v a m		
109-8								u p a e s i		
121-8								k a p i a k a s i		
149-8								t u k e		
163-8								e p e n		
52-9									i t a	
56-9									i m e	
96-9									a r a ʃ i ʔ	
99-9									a r i a	
114-9									t o k ʃ i ʔ	
115-9									e r a ʃ i ʔ	
133-9									t i p a r a ʃ i ʔ	
144-9									a r a w a ʃ i ʔ	
150-9									k a w	
234-9									a k o m	
236-9									p i k e	
241-9									ʔ ʔ ʔ a w i	
249-9									i ʃ e	
1-9									w a t a ʔ	
2-9									w i m	
65-9									i w i	
74-9									p a a	
93-9									t o p a r i ʃ i ʔ	
95-9									a w i ʃ ʔ	
106-9									t e ʔ n i ʃ i ʔ	
119-9									j i t i ʃ i.ʔ	
128-9									h u k i ʃ i ʔ	
147-9									t i m i ʃ i ʔ	
231-9									p a a w u ʔ	
232-9									p i a	
239-9									n a j a k a ʔ	
266-9									a t i m m	
3-9									w i r i k u	
4-9									w a r r i ʔ	
51-9									i w e	
55-9									i k a m m	
97-9									w a h o m i	
109-9									i p i i ʃ i	
121-9									k a p i.ʔ a j a ʃ i ʔ	
149-9									t o k	
160-9									k i r i k	
163-9									i p a n	
52-10										i t e ʔ
56-10										ʔ m ʔ
96-10										ʔ a r a t
99-10										a r j o
114-10										t o k i tʃ i ʔ
115-10										e r i tʃ i ʔ
133-10										t i p a t a tʃ i ʔ
144-10										ʔ ʔ i r a w a tʃ i
150-10										k a w ʔ
234-10										k o m
236-10										p a k n
241-10										a w i n
249-10										i tʃ e ʔ
1-10										w a tʃ a ʔ
2-10										w o m ʔ
65-10										i w i
74-10										p a n a
93-10										t o p a t i tʃ i ʔ
95-10										w k i.ʔ
106-10										t n i tʃ i.ʔ ʔ
119-10										j i t i.ʔ tʃ i.ʔ ʔ
128-10										h o k i tʃ ʔ i
147-10										tʃ i.ʔ m i tʃ i.ʔ ʔ
231-10										p a a w o ʔ
232-10										p i j a ʔ
239-10										ɲ a m a k a
266-10										i t i m ʔ
3-10										w a i k o ʔ ʔ
4-10										w a r i ʔ
51-10										w ʔ
55-10										i h a m ʔ
97-10										m a h o m i tʃ
121-10										k a p i.ʔ j a k a tʃ i.ʔ ʔ
149-10										t o k
160-10										k i i k
163-10										p e e a m e
