COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
84	p i w a n	p i w a n		p i w a n	p i w a n		p i w a j			p i w a ɲ
91	m o k o n			m o k o n	m o k o r i k o n			m u k o n	m o k o n	m a k o n
131	t o k o z i m	t o k e t e k i l i p a s i	t u k a i v a tʃ e	t u k u ʒ̟ i m		t u k a i m a tʃ i	t u k a z i m			
146		i k i m a s i	k e m a t a k a m a	k i m a	i k i m a s i		i k i m a			k i m a tʃ i ʔ
151	k i w ʔ			k i w	k i w		k i w		k i w	k i w
154	w e ʔ	w e		w e	y w e ʔ				w e	w e ʔ
192	t o t	t e t		t u t	t y t				t i t	tʃ y t
197	t i t i m ʔ	t r e m			t i m		w u r i t i m i		t a r i m	t e r e m ʔ
205	i p a n			i p a n	i p a n		i p a d		i p a n	p a n ʔ
227	m a p i t o ʔ		p a p u i t i o	m a p w i t o		w a p u i t o	a p i t o		w a p i r u	
235		s o i		tʃ u w e	s o w i ʔ			s u i	ʃ u w i ʔ	tʃ o w i ʔ
237		n a m a j e k u n		m i m a ʒ̟	n a m a j i ʔ		m i j m a j		n i m a j i ʔ	n a m a j i
246	i w i ʔ	i w i		i w i			i w i ʔ	i w i	i w i	
250		b u r e t e		r u p i ts i k o n	m o r o t i p a k o n		m u r oː t o n	m u r u p a t e k o n		t o p a k o n
251	w a n a			w a n a	w a n a ʔ		w a n a		w a n a ʔ	w a n a
267		t o a			t o w a	t u w a	t o a		t o w a	t o w a
271	tʃ i w ʔ			tʃ i w	s u r i m i		s i u n i	s i v		tʃ i w
284				w i t	w i t i		v i t i	y v y t y	u w a w	w i tʃ i
285	i r a w i n			i r a w i n	i r a w i n		i r e a w i d n		i r a w i n	i r a w i n
39		j a m i r i m a n			j a m i r i m a			j a m r a	j a m a r i m a ʔ	n a r i m a ʔ
42		k i t r a m a n			k i t r a m a			k i t r a m a	k i t a r a m a ʔ	t a r a m a ʔ
44		w a n j a n		w a n j a m	w a j a m				w a n j a m	w i j a m
75	u p e j i	o p i ã		u p e j e	i p i j a m				i p i j a m	
79	t a n			t a n	t a j i n a n				t a i n	t a j i
94		i k e k r e n		u k u n	y k e r e s i				i k e r e m	k w e r e tʃ i ʔ
104	k i p u n			k i p u n	k e f e r e s i				k a h i r e	k a h w e r e ɲ
122		p i s i k i n i s i			s y k y n e s i		p e s o r o		p i k i n a ʃ i ʔ	tʃ i k i n a tʃ i ʔ
132			u m a j o	u m		u m i tʃ i	u m u			m i tʃ i ʔ
153	tʃ a k			tʃ a k	i t a k				ʃ a k	tʃ a k
157	t a s a m			t a s a m	t a r i m				t r a h u m	t a t a m ʔ
174	p u r u			p u r u	f r i ʔ				h i r i	h y r y
177				t o n	t o ʔ			t u p a n	t o	t o ʔ
240	t i m a k		tʃ e m a	t i m a k		tʃ i m a k	t i m a k			
270	k a w a z i ʔ			k a w a ʒ̟ i	k a w a t i ʔ				k a w a t i ʔ	k a w a tʃ i ʔ
280		a s a p	n a v i s a j a		i s a p	n a w a s a		w a s a b		
5				w u r a	f u ʔ		w i h u			w a h u ʔ
34					w i j a m a n			i a m a j	w i j i k u n	w i j i m a
60		w i j e m u		j i m o p			v i j e m o p	j e m o b		
127	tʃ i n a k			tʃ i n a k		tʃ i k i tʃ i	ʃ i k i n i ʃ i			
155				a w i	w o r a m				u r a m	w e r e m e
161	r a p a t			a r a p a t	w o r a p a t				w a r a p a t	
180	w a k			w o k	w a k					w a k
181					p i t	p i tʃ i r a m			p i t	p i t
182	t u k				t i k i				k i t	t i k i ʔ
199		t a		ʒ̟ a k				t a k		t a k
202	t a k			t a k i		t e k i p e p e				t e k i ʔ
211	k o			k o	k o k					k ø k
212	j o k				j y k				j e k	j ø k
216				p a w	p a w				p a w	p a w ʔ
242					p a f o t i ʔ		p a h u z i		p a h o t i ʔ	h o t o w a
252	m e m			m e m	m e m		m ë b n			
265	t o m			t o m	t o m					t o m
6					w o r i k o k o		w a r i k o			w i r i k o k o
10				t i k o w			t e o k a j			k a ɲ
11					m i j a ʔ		j a b			m i j a
12	n a p a			n a p a	n a p a					
27		h o r a			f o r a ʔ					h w a r a ʔ
28					e k e m		u k a d n	e v e k e m		
41			ɲ a m a k i			j a m a k e	n a k a m i n			
43	n a m a k o n			n a m a k o n			n a k o n			
47	r a t o			r a t o ʔ			i r a t o			
53	p a t i ʔ			p a t i ʔ					p a t i ʔ	
62			k i m a r i			k i m a r i			i m a r i ʔ	
68		e m e t e			e m e t e ʔ					m e t e ʔ
100			p i tʃ i		p i t i k o n					p i tʃ i n a ɲ
101	t a t a w			t a t a w					t a t a w i	
113	t e n e t e t			t e n e t e t			t e t e t e			
120					t e p e k e j e s i	t a p u i t a k a tʃ i				p e t e h w e t
129					m a k a r a m a s i				w a r a k a r a m a ʃ i ʔ	k a r a m a tʃ i ʔ
143			a i k e ɲ e m i tʃ e			h u k i m i n i tʃ i				k a n e m i tʃ i ʔ
178	p a p				p a k		p a k			
189					t a k i				t a k i	t a k i ʔ
193					m a k i		m a k i ʔ			m a k i ʔ
194	i w a n			i w a n					i w a n	
198			tʃ e k o m		t o k o ʔ					t o k o ʔ
208		r o k o n			w i r i k o m				i r o k o n	
210	tʃ a w			tʃ a w					ʃ a w a	
214					s i n				ʃ i n	tʃ i n
218			t u m i			t i m i				t o m i ʔ
222	j a		j a j a r a	j a						
223					k o m				k u m	k o m
261					m e s e m		m o r e m			m i tʃ e m
269	t i p a t			t i j i p a t			a n a p a t			
273					s o k o r i		t u k u r u d n			tʃ o k o r i
275					f o r o n				m a r a h o r o n	h o r o n
9				a t i	a t i					
18					k a w a s a n					t o k w a n
30	i n a			i n a						
35			p i ʃ i t i k o			m i tʃ i t i k o n				
36	e			e j e						
40	t a n a m a n			t a n a m a n						
61		k o m e m								k o m e m
83					s i k i n a n					k a tʃ i m a
85			t o h o t			t a h u n e				
87		i w i p							i w i j i p	
89			w i w i t i			w i ʃ i t i				
92		k u r u p i					t u k u r i p a			
105			s o k o tʃ e t i tʃ e			tʃ i p i tʃ i				
107		j u h e n e s i						y v e n e s i		
123	t u p i			t u p i						
126					p a s o m a s i					p i tʃ i j a tʃ i ʔ
137	tʃ a k a w			tʃ a k a w						
156	z a k			ʒ̟ a k						
168			t i o a k k o			t u a k u n				
169					t a m a n a ʔ					m a n a ʔ
171				a r a m i					a ʃ e r e m i	
184					j y				j i	
187				k a w a k		k a w a				
191	z e			ʒ̟ e						
204			s e d							tʃ a t
215	p i n			p w i n						
217	p i p			p i p						
225	w o			w o						
229		k o m e m						k u m e n		
238			m a t e			u m a t i				
243		k a h o						k a k o		
244	p u j a n i			p u j a n i						
253									p a k a ɲ i k o n	p a k a ʔ
254		t e m ʔ						t y m		
255			t i o p a tʃ e n e			t u p a tʃ i n i				
258			a tʃ i w i			i t u w i				
260			t i h o t i			t a h u t i				
263		s a g a j						s k a i d		
264			j u i t a m a k e			w i t a m				
277			t a r a k o n			i t a r a k u n				
279					a w i					a w i ʔ
281	n a m i ʔ								i j a	
