COGID	dutch	english	french	german
901-1	k l uː			
608-1	v ɑ t			
596-1	t aː			
937-1	b r ɔ s t			
936-1	n aː v ə l			
646-1	l ɔ ŋ ə			
947-1	l eː v ə r			
1606-1	h oː p			
472-1	s ɛɪ n ə			
1535-1	s w eː t ə			
1546-1	s p ɪ t ə			
1959-1	s l aː p ə			
694-1	s n ɑ r			
1961-1	t r m ə			
323-1	r eː l ə ɣ			
1885-1	x r aː p			
2156-1	k r ɑ k l l t ə			
1903-1	w ɔ n d ə			
525-1	s w ɛ l ɑ ŋ			
276-1	l ɑ m ɛɪ			
274-1	d eː p			
278-1	b l ɪ n t			
258-1	d r ɑ ŋ k			
256-1	n eː k			
383-1	s t ə			
207-1	r ɛɪ p			
376-1	d r ɪ ŋ k			
2009-1	oː r ə			
2003-1	k eː t ə l			
2024-1	p ɑ n			
1321-1	r ɔ p ə			
1976-1	t ɪ ŋ ə			
1243-1	m aː l ɛɪ t			
1265-1	v			
1261-1	z ɛɪ b ə			
655-1	b r ɔ t			
650-1	d eː x			
1532-1	n aː n t ə			
-36-1	z ə p			
34-1	b oː n			
-1647-1	v ɛɪ x			
1469-2		s l d		
2047-2		s aɪ n		
2054-2		d aɪ n ə		
1375-2		l aɪ		
760-2		v aɪ n		
756-2		s n eɪ		
726-2		m aɪ d ə		
1351-2		ɡ r aɪ æ s k eɪ d		
1353-2		ɡ r aɪ æ s m		
412-2		s t aɪ ə æ p ɪ		
406-2		s t ɪ n ə m aʊ		
1005-2		s t aɪ s ə		
1012-2		s t eɪ æ ə m		
1016-2		w iː d		
1069-2		ɪ k		
509-2		f iː l		
693-2		m ɪ l		
2179-2		n ɛ s t		
1753-2		f ɪ l		
1131-2		w ʊ l f		
1198-2		b ɔː r		
2032-2		h ʌ r		
2241-2		n eɪ s		
2244-2		l aɪ p		
610-2		ɡ n ɪ		
945-2		h ɛ k		
1534-2		l		
384-2		s eɪ		
1650-2		h ɔ t		
1663-2		s l d		
2279-2		l aɪ n		
471-2		s eɪ		
1385-2		s eɪ t aɪ s		
792-2		r ɪ k		
1111-2		m l s t		
197-2		s ʌ d		
2020-2		l æ		
867-2		h aɪ n d		
1970-2		f l l		
1230-2		d r ɪ d		
2017-2		n eɪ r		
968-2		w ɛ l		
1674-2		l ɑː n t		
1671-2		h aɪ v		
829-2		k l ɪ p		
1025-2		w ɛ ʃ ə r		
1027-2		s eɪ		
1832-2		r aʊ		
-1816-2		ʌ s eɪ		
-335-2		l əʊ əʊ ɪ		
1043-2		s t r aɪ		
423-2		s t aɪ n		
2049-2		m ʌ n		
2062-2		s t aʊ r m		
2065-2		r aɪ l n ɔ		
1368-2		s uː d		
1365-2		d æ		
754-2		r aɪ l		
768-2		w ɛ d ə r		
1211-2		f ɔː r		
106-2		m ɑː d		
-98-2		b iː v aɪ		
719-2		f eɪ d ə r		
1341-2		s ʌ n		
-2027-2		d ɑː n d		
-2026-2		n ɛ f		
409-2		s l ɪ ə r ʌ n ʌ		
402-2		s l ɪ n + r ɔː ə ɪ ə r		
1014-2		s t ɪ s + d ɔː t ə r		
1059-2		w aɪ r		
120-2		s t ɑː l		
2194-2		h l		
2199-2		k ɑː l p		
2197-2		s ɑː əʊ		
1523-2		s aɪ		
512-2		m ɪ r		
2141-2		h æ n		
2147-2		ɡ ɑː n s		
814-2		k r eɪ		
810-2		θ ɪ v		
1758-2		m æ s		
1760-2		r æ k		
1620-2		f ɪ n		
1282-2		w ɛ l v ɪ		
1136-2		f ɔ l		
1309-2		l əʊ		
1307-2		n ɪ t		
1305-2		f l		
711-2		w ɛ s p		
1442-2		f l aɪ		
62-2		m ɪ dʒ		
-73-2		m ɪ s l ɪ t		
1810-2		h ɪ t		
1805-2		f l əʊ		
1813-2		h æ ə		
1811-2		b l ɔː t		
690-2		r aɪ p		
2177-2		h ʌ t		
246-2		w ɪ n əʊ d r		
249-2		h æ		
1506-2		n ɪ s ə əʊ l aɪ l		
2242-2		m ʌ n d		
2245-2		k ʌ		
2174-2		ʃ uː l d ə r		
603-2		b l		
601-2		h æ n t		
615-2		f ɪ ŋ ə r		
901-2		k l æ		
608-2		f uː t		
596-2		t ɛ		
937-2		b r r s t		
936-2		n iː v		
646-2		l ʌ		
947-2		l iː v ə r		
1606-2		h aɪ p		
472-2		n ɪ		
1535-2		s w ɪ t		
1546-2		s p aʊ		
1959-2		s l eɪ p		
694-2		s n ɪ r		
1961-2		d r		
323-2		l iː v		
1885-2		ɡ r ɑː p		
2156-2		b r ɪ k k l d		
1903-2		w ʌ n d		
525-2		s w ɛ l ɪ		
276-2		l æ m		
274-2		d aɪ p		
278-2		b l ɪ n d		
258-2		b r ɪ ŋ k		
256-2		n iː k		
383-2		ɛ t		
207-2		r aɪ p		
376-2		d r ɪ ŋ k		
2014-2		b ɔ t		
2009-2		aɪ æ		
2003-2		k ɛ t l̩		
2024-2		p ɑː n		
1321-2		r əʊ p		
1976-2		k ɪ		
1243-2		m ɪ l t t		
1265-2		f l		
1261-2		s ɪ v		
655-2		b r ɔ t		
650-2		d ɪ		
1532-2		k n ɪ d		
-36-2		s aɪ p		
34-2		b ʌ n		
-1647-2		f aɪ l		
1469-3			ʀ ɛ t t	
2047-3			ʀ t	
2054-3			ʀ t ʀ	
1375-3			ʀ b t	
760-3			v ɑ̃ t t	
756-3			ʀ ɛ	
726-3				
1351-3			p t a t e	
1353-3			p u t	
412-3			p ɛ t t t	
406-3			ʀ	
1005-3			ʀ ɛ ɑ̃ t a t t	
1012-3			ʀ ɛ ɑ̃ t	
1016-3			v a t	
1069-3			i	
509-3			ʀ t l	
693-3				
2179-3			ʀ ʀ ʀ ɛ	
1753-3			p ɑ̃ ʀ	
1131-3			v a a b	
1198-3			b t	
2032-3			p ɑ̃	
2241-3			ʀ ʀ ɛ	
2244-3			ʀ ɑ̃ t	
610-3				
945-3			s ɑ̃	
1534-3			ʀ b	
384-3			ʀ ɑ̃ t	
1650-3			ʀ ʀ	
1663-3			ʀ t a	
2279-3			a b	
471-3			ʀ ʀ	
1385-3			ʀ t	
792-3			e t t	
1111-3			p ʀ ɛ	
197-3			ʀ t	
2020-3			ʀ a	
867-3			ʀ t ʀ t	
1970-3			ʀ t a	
1230-3			ʀ a t t	
2017-3			ʀ	
2183-3			ʀ t	
1521-3			b ɔ	
1755-3			ʀ t	
1760-3			ʀ u t	
1196-3			ʀ a	
575-3			a a ʀ a t	
2014-3			ʀ ʀ ɛ	
1321-3			ʀ t t	
1265-3			p ɑ̃	
1469-4				z a n t
2047-4				z ʊ n ə
2054-4				d ʊ n t ə r
1375-4				l ai x t ə
760-4				v ɪ n t
756-4				ʃ n aː
726-4				m ɔ d ə
1351-4				ɡ r ɛ t eː ə
1353-4				ɡ r ɛ t + m d ə
412-4				ʃ a a eː ə ə ai t
406-4				ʃ ə d ə n m ə r
1005-4				ʃ t ə eː ə
1012-4				ʃ t ɛ f + m d ə
1016-4				v ai t au ə
1069-4				ai x
509-4				f a l ə
693-4				m iː l ə
2179-4				n ɛ s t
1753-4				f ɪ s ə
1131-4				v ɔ l b
1198-4				b r r t
2032-4				h oː r
2241-4				n a z
2244-4				l ə f
610-4				ə ŋ ə +
945-4				h a t
1534-4				l ɪ k
384-4				z ɛ k
1650-4				n oː t
1663-4				z a l t
2279-4				l ɪ n
471-4				z a
1385-4				z ɛ t ə f
792-4				r a k
1111-4				m a s t
197-4				z n t ə
2020-4				l a ŋ
867-4				h ʊ n d ə n t
1970-4				f l l
1230-4				d ɛ r t ə
2017-4				n a ɛ
968-4				v ɛ l t l
1674-4				l a n t
1671-4				h ɪ b ə l
829-4				k l ɪ f
1025-4				v a t ə r
1027-4				z iː
1832-4				r ɔ ə
-1816-4				a b ə r ə n
-335-4				l aː ɡ iː n ə n
1043-4				ʃ t r a m
423-4				ʃ t a n
2049-4				m ɛ n
2062-4				ʃ t a r
2065-4				r ɛ ɡ ə k + b oː
1368-4				ʃ ɛ t t ɔy
1365-4				t a ə
754-4				r ɛ ɡ ə n
768-4				v eː d ə
1211-4				f ai r r
106-4				m a n
-98-4				b eː b iː
719-4				f aː d ə r
1341-4				z oː n
-2027-4				ts n t
-2026-4				n eː b t
409-4				z ʊ n n + z ɪ l
402-4				t ɔ n ə + ɪ x ə r
1014-4				ʃ t ai t + t oː d ə r
1059-4				v eː
120-4				ʃ t a l
2183-4				ʃ t ai
2194-4				ɔ k
2199-4				k a l b
2197-4				ʃ uː ə ə
1523-4				z ɔ k
1521-4				b oː
512-4				m ɛ r iː
2141-4				h ɛ n
2147-4				ɡ a n ə
814-4				k r ai
810-4				t au f
1755-4				h ʊ n t
1758-4				m ʊ s ə
1620-4				f ɪ n
1282-4				v a l ə ɪ n
1136-4				f ɔ k
1309-4				l ʊ s
1307-4				n ɛ t
1305-4				f l iː
711-4				v a ʃ p
1442-4				f l iː ɡ
62-4				r ʏ k ə
-73-4				m ʏ ʃ k ɛ t ə
1810-4				h ai t
1805-4				f l ɛ ʃ
1813-4				h aː r
1811-4				b l ʊ t
690-4				r ɪ f
2177-4				h oː f t
246-4				v ɛ k r + b ə au
249-4				n ɡ ə ɪ t t
1506-4				n oː s + r l yː ɡ ə l
2242-4				m ʊ ə
2245-4				ts ɔ ŋ ə
1196-4				n ɛ x
2174-4				ʃ ɔ l t ə r
575-4				ɡ ə ə
603-4				ɛ l ɛ + b oː
601-4				h a n t
615-4				f ɪ ŋ ə r
901-4				k l au
608-4				f uː t
596-4				t a n
937-4				b r r s t
936-4				n aː b ə l
646-4				l ɔ ŋ ə
947-4				l eː b ə r
1606-4				h uː f
472-4				n ə eː ə
1535-4				ʃ v ɛ s ə n
1546-4				ʃ p a ɡ ə n
1959-4				ʃ l ai f ə
694-4				ʃ n a r ə
1961-4				ɡ ə a m ə
323-4				r b ai r
1885-4				ɡ r aː b
2156-4				f a l t ə l t + h l t
1903-4				v ʊ n t
525-4				ʃ v ɛ l ai ŋ
276-4				l a m
274-4				d oː f
278-4				b l ɪ n t
258-4				t ə ɔ ŋ k ə n
256-4				n aː x eː t
383-4				ɛ t ə n
207-4				r ai f
376-4				ɡ ə + ŋ k ə n
2014-4				r ɛ s ə
2009-4				oː f ə n
2003-4				k ɛ s ə l
2024-4				pf a n
1976-4				ts a ŋ ə n
1243-4				m aː l ə n ai t
1261-4				z eː b ə n
655-4				b r ɛ t
650-4				t a k
1532-4				ə n d t ə
-36-4				ʃ uː f
34-4				b oː n
-1647-4				f ai k
