COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
42-8								k a t a a a a		
177-8								t		
52-9									i t	
56-9									k	
96-9									a t a	
99-9									a r i a	
114-9									t a k i i	
115-9									i r	
133-9									t i p a a a	
144-9									a t a w a i	
150-9									k a w	
234-9									k a k	
236-9									p i k i h	
241-9									a w i a	
249-9									i ʃ a	
1-9									w a t a	
2-9									w a a	
65-9									i w	
74-9									p a h a	
93-9									t a p a k i i	
95-9									w i i	
106-9									t i n a t	
119-9									i a t i i	
128-9									k a k	
147-9									t i k i i	
231-9									p a i a w	
232-9									p i i	
239-9									a a k a k a	
266-9									i t i a	
3-9									w a a i k a	
4-9									w a t i	
51-9									w w	
55-9									i w a k	
97-9									k a p a i	
109-9									i p i i	
121-9									k a p i i a i	
149-9									t a k	
160-9									k i w i k	
163-9									i p n	
167-9									p a	
207-9									k i	
259-9									t u w a	
66-9									k a a a k a w	
112-9									t a a a i i i	
116-9									t a p a k a i	
125-9									k a a i k a a i	
134-9									a a p a t i	
135-9									t i k i	
142-9									p a t a a a	
145-9									k a t a t i	
148-9									t a a a i i	
162-9									i i i i	
166-9									i a i	
179-9									t a	
201-9									p w	
21-9									t a w a	
24-9									p a k p w a	
45-9									i w i a i a	
50-9									i a a	
57-9									t a k p w a i	
71-9									a i i	
91-9									k a k u k	
151-9									k i w	
154-9									w w	
192-9									t t	
197-9									t i p	
205-9									i p a i	
227-9									p a p i i t	
235-9									ʃ a w i	
237-9									h a k a j i	
246-9									i w i	
251-9									w a h a	
267-9									t a w a	
284-9									w i t i	
285-9									i r a w i h	
39-9									k a k i k i a	
42-9									k i t a a a a	
44-9									w a j a a	
75-9									i p i j a	
79-9									t a i i	
94-9									i w r m i	
104-9									k i p w a	
122-9									ʃ i k i h a m i	
153-9									i a k	
157-9									t a k a k	
174-9									p i i	
177-9									t a m	
270-9									k a w a t i	
52-10										i t t
56-10										i m
96-10										a t a
99-10										a r i k i
114-10										t o k i
115-10										i r i
133-10										t i p a a
144-10										a w a w a i
150-10										k a w
234-10										k o m
236-10										p i k i n
241-10										a w i
249-10										i tʃ a
1-10										w a t a
2-10										i a i
65-10										i w i
74-10										p a n a
93-10										t o p a k i tʃ i
95-10										w i k i
106-10										t i n i tʃ
119-10										i e i t i tʃ
128-10										e o k i
147-10										t i m i ʔ
231-10										p a n a w
232-10										p i i
239-10										n a m a k a
266-10										i t i m
3-10										w i i k o
4-10										w a k i
51-10										i w i
55-10										i w a m
97-10										k a m i n
121-10										k a p i i a k
149-10										t o k
160-10										k i r i k
163-10										i p i n ʔ
167-10										p a
207-10										m i
259-10										t o w a
112-10										t o a i i i
116-10										t o p a k a tʃ i
125-10										k a t i m t i
134-10										n i p a t i
139-10										m o n o a i
142-10										o p t a a
145-10										k a k a t i i
148-10										t a a a a i
162-10										i n i n ʔ
166-10										i m i
179-10										t a
201-10										p i
24-10										m a k i k a
45-10										i o i a a
50-10										i n a
71-10										o m i
84-10										p i w a n
91-10										j k n
146-10										i k i m a
151-10										k i w ʔ
154-10										w t ʔ
192-10										t i t
197-10										t i t i
205-10										i p a n ʔ
235-10										tʃ o w i
237-10										n i m a p i
250-10										m o r o t i k a
251-10										w a n a
267-10										t o w a
271-10										a i w i
284-10										w i t i
285-10										i r a w i n ʔ
39-10										j a m i r i m a
42-10										k i t o a m a
44-10										w a n a a ʔ
79-10										t a i i
94-10										i k t r ʔ i
104-10										k i p i r ʔ
122-10										p i k i n i tʃ i
132-10										i m
153-10										i a k ʔ
157-10										t a a a j ʔ
174-10										p i i i ʔ
177-10										t o ʔ
270-10										k a w a t i ʔ
