COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
246-2		i w i								
250-2		m o p o t i k n k								
52-3			e tʃ t							
56-3			u m t							
96-3			a t a							
99-3			a t e s i							
114-3			tʃ o i tʃ i							
115-3			u t i a a							
133-3			tʃ e p t n a i							
144-3			o t v i a tʃ i							
150-3			a i							
234-3			k o m j							
236-3			p i u							
241-3			a i e							
249-3			e s t							
1-3			i a tʃ a j							
2-3			i w m m							
65-3			i i j							
93-3			tʃ u p a h i tʃ i							
95-3			i e tʃ i							
106-3			tʃ u i j i							
119-3			j i tʃ i j							
128-3			h o k j a							
147-3			tʃ i m i tʃ i							
231-3			p a a i w							
232-3			h i h i m a							
239-3			m a m a a							
266-3			e tʃ i m j							
3-3			i w i i s u j							
4-3			i a h i s							
55-3			i h a m							
109-3			i p i s u							
121-3			a p i j k s j							
149-3			tʃ o j							
160-3			i w i							
207-3			m i							
112-3			tʃ t w e j i s							
125-3			k a tʃ e m a a e							
134-3			h e p a tʃ i							
135-3			tʃ i k i m a tʃ							
139-3			m e m e a i							
57-3			tʃ i o i a j							
71-3			u m i							
131-3			tʃ u k o t e m j							
146-3			u m m v a							
227-3			m a p i i tʃ j							
52-4				t t e						
56-4				u m e						
96-4				a t a tʃ						
99-4				a r i k a n						
114-4				t o k u tʃ i						
115-4				u r i tʃ tʃ i						
133-4				t i p a a tʃ tʃ						
144-4				a w a w tʃ i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a ʒ̟ a						
2-4				w i m m						
65-4				i w						
74-4				p a n a						
93-4				t a p a r i tʃ i						
95-4				w i k i						
106-4				t u n i tʃ i						
119-4				r j i t tʃ tʃ						
128-4				p o k tʃ tʃ						
147-4				t i m u tʃ i						
231-4				p a n a w o						
232-4				p i j i						
239-4				m a m a k a n						
266-4				u t i m						
3-4				w a r u k a						
4-4				w a s i						
51-4				u w e						
97-4				m a p a m						
109-4				u p u k i tʃ i						
121-4				k a p i j a k tʃ i						
149-4				t o k						
160-4				k i r i k						
163-4				u p a n						
167-4				p a						
207-4				m i						
259-4				t w w a						
66-4				k a r a k a w						
116-4				t w p a k a tʃ i						
134-4				n i p a t						
135-4				t u k i t a k						
139-4				m m r m tʃ u						
142-4				p p t a m a tʃ tʃ						
145-4				k a t a t i tʃ i						
148-4				t a w w w tʃ tʃ						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p i						
21-4				k a w tʃ a						
24-4				w a k u r a n						
45-4				p w i j j m a						
50-4				i n a						
57-4				t o k a w a n						
71-4				m m i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t w k a ʒ̟ i m						
146-4				u k i m a tʃ						
151-4				k i w						
154-4				w w						
192-4				t u t						
205-4				i p a n						
227-4				w a p u i o						
235-4				tʃ w w u						
237-4				n a m a j u k						
246-4				i w i						
250-4				m w s a t u n						
251-4				w a n a						
52-5					t t e					
56-5					i m e ʔ					
96-5					a t a s i					
99-5					a r i p e n					
114-5					t o k i s i					
115-5					i o i i s i					
133-5					t i p a r a s i					
144-5					w t a w s s i ʔ					
150-5					k a w					
234-5					k o m					
236-5					p i k i j					
241-5					a w i j					
249-5					i s e					
1-5					w a t a					
2-5					w e m m					
65-5					i w					
74-5					p a j a					
93-5					t o p a r i s i					
95-5					w i k i					
106-5					t i j i k i					
119-5					j e t k i i					
128-5					f o k o s					
147-5					t i m i s i					
239-5					j a m a k a j					
266-5					p t i m					
3-5					w r r k k a					
4-5					w a t i ʔ					
51-5					i w e ʔ					
55-5					i f a m ʔ					
97-5					m a f o m					
109-5					e p w t y s					
149-5					t o k					
160-5					k i r i k					
163-5					i p e j					
167-5					p a					
207-5					m i					
259-5					t o w a					
66-5					k a r a k a w					
112-5					t a r i s i s i					
116-5					t o p a k a s i					
134-5					j i p a t					
135-5					t i k i t e k					
139-5					m o i o s i					
142-5					p a t a m a s i					
145-5					k a t a t i s i					
148-5					t a w a w n s					
162-5					i j i j					
166-5					i m i					
179-5					t a ʔ					
201-5					p w					
21-5					t a j					
45-5					f e m a m m					
50-5					i j a ʔ					
71-5					o m i					
84-5					p i w a j					
91-5					m o k o n					
146-5					k y m m e s					
151-5					k i w					
154-5					w e					
192-5					t y t					
197-5					t e r i m					
205-5					y p a j					
235-5					s o w i					
237-5					m i m a j i					
250-5					f o p e t o k					
251-5					w a n a					
52-6						t t t s				
56-6						u u w s				
96-6						a t a tʃ i				
99-6						a h i p u				
114-6						t u tʃ i tʃ				
115-6						t u i i tʃ				
133-6						t i p a n a tʃ				
144-6						a t a w w tʃ i				
150-6						k a w				
234-6						tʃ u m				
236-6						p i k u k				
241-6						a w i n				
249-6						i tʃ t				
1-6						w a t a s				
2-6						w w m				
65-6						i w i				
74-6						p a k a				
93-6						t u p a w i tʃ i				
95-6						w i tʃ i				
106-6						t u k u tʃ i				
119-6						i h t tʃ i tʃ				
128-6						p u tʃ i tʃ				
147-6						t i m u tʃ i				
231-6						p a k a u a				
232-6						p i h i s a				
239-6						m a m a tʃ a				
266-6						i t i m				
3-6						w w w i k u				
4-6						w a t i				
55-6						i h a m				
97-6						u a h u m				
109-6						u p u h i tʃ				
160-6						tʃ i w i tʃ				
207-6						m i				
112-6						t a w i tʃ tʃ tʃ				
116-6						t u p a tʃ a tʃ i				
125-6						k a t i m a tʃ i				
134-6						k w p a t i				
135-6						tʃ i m i t a tʃ				
139-6						m u i u tʃ i s				
201-6						p u				
21-6						tʃ a t i				
24-6						p u tʃ u s a				
57-6						t u k a w a k				
131-6						t u k u t i m i				
227-6						w a p w i t i i				
52-7							e t e n			
56-7							i m e			
96-7							a r a r			
99-7							a r i k u n			
114-7							t u k i s i			
115-7							o u i i s i			
133-7							t i p r r ʃ i			
144-7							a z a w o s i			
150-7							k a w n			
234-7							k u m			
236-7							p i k o b n			
241-7							a w i k n			
249-7							i s e n			
1-7							w a t a n			
2-7							u u m			
65-7							i w i			
74-7							p a b a			
93-7							t u p a r i s i			
95-7							w i k i			
106-7							t o k e ʃ i			
119-7							i b t t i			
128-7							h u k o t i			
147-7							t i m i t i			
231-7							p a b a w u			
232-7							h i b i			
266-7							e t i m			
3-7							a u i k k o			
4-7							w a r i n			
51-7							i w e			
55-7							i h a m n			
97-7							m a h u m			
109-7							o h i n i ʃ			
121-7							k a p i b a k			
149-7							t u k n			
160-7							k i r i k n			
163-7							o h e k			
167-7							p a			
207-7							m i n			
259-7							t u w a			
66-7							k a r r k a w			
125-7							k a t i m a s i			
135-7							t i m i t a n			
142-7							h h r a m j ʃ			
145-7							k a r a t i s i			
148-7							t a a a v o i			
162-7							i b i b			
166-7							i m i			
179-7							t a			
201-7							p e ʔ			
21-7							t a w o			
24-7							v a k o r a b			
50-7							i k a			
57-7							t u k a w a n			
71-7							u m i			
84-7							p i w a b			
131-7							t u k u z e m t			
146-7							k i m m o ʃ o			
151-7							k i w			
197-7							t i m m m			
205-7							i h a k			
227-7							v a p u i t			
237-7							k a m a b i			
246-7							i w i n			
250-7							m u h u t u k k			
251-7							w a k a			
52-8								t t y		
56-8								v m e		
96-8								a y a		
99-8								a v i k a		
114-8								t u k e s		
115-8								v t e s		
133-8								t i k r a		
144-8								a v a v e s a		
150-8								k a v		
234-8								k u m		
236-8								k i k v		
241-8								a v i		
249-8								i s e		
1-8								v a t a b		
2-8								i e m m		
65-8								i v		
74-8								k a a		
93-8								t a k a v e s i		
95-8								v i k		
119-8								j a t t a s		
231-8								k a a v s		
232-8								b v j v b		
239-8								j a m a k a		
3-8								v a v v v i		
4-8								v a t i b		
51-8								v v e		
55-8								v e a m b		
109-8								v k v j v		
121-8								k a k a j a k		
149-8								t u k		
163-8								v k e		
167-8								k a		
259-8								t u v a		
66-8								k a i a k a v		
112-8								t a a a m i s t		
116-8								t u k a k s i		
125-8								k a t a m s s i		
145-8								k a t a y a s		
45-8								j y a a e m		
91-8								m u k u		
235-8								s u v i		
246-8								i v i		
250-8								j v v i t i k		
52-9									w t a	
56-9									i r a	
96-9									a t a ʃ	
99-9									a r i p a	
114-9									t u k i ʃ i	
115-9									i u a i ʃ i	
133-9									t i p a r ʃ ʃ	
144-9									a a a w m ʃ i	
150-9									k a w	
234-9									k u r	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ i	
1-9									w a t a	
2-9									w u r	
65-9									i w m	
74-9									p a n a	
93-9									t a p a r i ʃ i	
95-9									w i k i	
106-9									t i n w ʃ	
119-9									j h t e ʃ ʃ	
128-9									h u k ʃ ʃ	
147-9									t i k i ʃ i	
231-9									p a n a w a ʔ	
232-9									p w p w ʔ a	
239-9									j a r a k a n	
266-9									p t i r	
3-9									w r r i k a	
4-9									w a t i ʔ	
51-9									i w i ʔ	
55-9									i h a r ʔ	
97-9									r a h a r	
109-9									i p w k i ʃ	
121-9									k a p i j a k ʃ i	
149-9									t u k	
160-9									k i r i k	
163-9									i p a n	
167-9									p a ʔ	
207-9									r i ʔ	
259-9									t u w a ʔ	
66-9									k a r a k a w	
112-9									t a a i ʃ i ʃ t	
116-9									t u p a k a ʃ i	
125-9									k a t i a a ʃ i	
134-9									n a p a t	
135-9									t i k w t a ʃ	
142-9									p a t a r a ʃ i	
145-9									k a t a t i ʃ i	
148-9									t a w w r ʃ	
162-9									i j i n	
166-9									i r i ʔ	
179-9									t a	
201-9									p w m	
21-9									t a i	
24-9									w a k e r a n	
45-9									j h i j m a a	
50-9									i n a	
57-9									t u k a w a n	
71-9									u r i	
91-9									r u k u n	
151-9									k i w	
154-9									w w ʔ	
192-9									t i t	
197-9									t w r r r	
205-9									i p a n	
227-9									r a p w w t	
235-9									ʃ u w i	
237-9									n a r a j i ʔ	
246-9									i w i ʔ	
251-9									w a n a	
52-10										w t t
56-10										i m w
96-10										a t a j
99-10										a r i tʃ o
114-10										t o k i tʃ i
115-10										i r i tʃ tʃ
133-10										t i p a r tʃ i
144-10										a w a w a tʃ i
150-10										k a w
234-10										k o m
236-10										p i k i j
241-10										a w i j
249-10										i tʃ w
1-10										w a t a
2-10										w m m m
65-10										i w i
74-10										p a j a
93-10										t o p a r i tʃ i
95-10										w i k i
106-10										t i j i tʃ i
119-10										i j t tʃ i tʃ i
128-10										h o k tʃ tʃ
147-10										t i m i tʃ i
231-10										p a j a w
232-10										h i p i a a
239-10										j a m a k a j
266-10										i t i m ʔ
3-10										w r r k k a
4-10										w a t i
51-10										i w w
55-10										i h a m
97-10										m a h o m ʔ
121-10										k a h i j h k tʃ i
149-10										t o k
160-10										k i r i k
163-10										i h w j
167-10										p a
207-10										m i ʔ
259-10										t o w a
112-10										t a a i tʃ tʃ a tʃ
116-10										t o p a k a tʃ i
125-10										k a t i m a tʃ i
134-10										j i p a t
139-10										m i j i tʃ i
142-10										h p t a m ʔ
145-10										k a t a t i tʃ i
148-10										t a w w w
162-10										i j i j
166-10										i m i
179-10										t a
201-10										p w ʔ
24-10										h a k ø r a j ʔ
45-10										i h m a h m
50-10										i j a ʔ
71-10										o m i
84-10										h i w a j
91-10										m o k o j
146-10										i k i m a tʃ i
151-10										k i w ʔ
154-10										w w ʔ
192-10										t y t
197-10										t i m m m
205-10										i p a j ʔ
235-10										tʃ o w i
237-10										m i m a j i
250-10										m o r o t i k ʔ k
251-10										w a j a ʔ
