COGID	Amharic	Argobba	Chaha	Endegagn	Ezha	Geez	Gumer	Gura	Gyeto	Harari	Inor	Kistane	Mesqan	Muher	Silte	Tigre	Tigrigna	Wolane	Zway
63-5					ʔ a t ɨ m														
107-5					g a m ə r a														
112-5					d a b ə r a														
331-5					n ɨ g w s														
377-5					b ɨ kʼ ə r ə														
381-5					ʔ a t														
417-5					r u														
451-5					s ə b a t														
454-5					ʔ a t ɨ r														
484-5					ʔ ɨ tʼ ɨ s t														
535-5					ʔ a s ɨ r														
543-5					s ə s t														
593-5					ʔ a m u														
640-5					m w a														
1-5					d ə b ə r ə m														
65-5					t u														
163-5					s ə t ə														
212-5					ʔ ə n														
244-5					ʔ a r b ə t														
248-5					m u r a														
293-5					n ə r ə														
373-5					kʼ ɨ m a r														
408-5					b ə r a														
414-5					d ɨ b a kʼ u a														
601-5					ʔ ə r o b														
642-5					ʔ ɨ n f a s														
60-5					n ə b ə s ə m														
115-5					ʔ ə r a m														
209-5					s ɨ m ɨ t														
242-5					ʔ a m ɨ sː t														
415-5					z ɨ r a b														
450-5					z ə r														
490-5					t ə b w ə m														
638-5					s ɨ ə														
645-5					kʼ a r														
75-5					ʔ a m b ɨ r														
160-5					d ə r ə kʼ														
208-5					ʔ ɨ n kʼ ɨ r a														
214-5					ʔ a b														
218-5					ʔ ɨ n z ɨ r														
378-5					ʔ a n g ə t														
379-5					ʃ ə t ə														
409-5					g ə t ə r ə														
497-5					t ə n														
598-5					x w ə t														
164-5					b ə kː ə m														
210-5					ʃ ə x w ə r ə														
215-5					ʔ a t ə b ə t														
256-5					t u m a														
285-5					m ɨ tʼ a t														
332-5					ʔ ə g ɨ r														
380-5					ʔ ə x w a														
496-5					w u r s ə n b ə t														
64-5					d a b o														
67-5					w ɨ r														
169-5					b ə ə s ə m														
251-5					b ə kʼ														
294-5					m w ə kʼ														
461-5					t ə														
547-5					w ɨ tʼ a t														
597-5					ʔ ə m ə ə n ə														
655-5					m ɨ s t														
7-5					ʔ a r g a														
168-5					ʔ ɨ m a r														
61-6						d ə													
63-6						ʔ ə s m ɨ													
107-6						g ɨ m ə													
112-6						d ə b ə n													
331-6						n ɨ g ə s													
377-6						b ə kʼ ə													
381-6						ʔ ɨ a t													
417-6						r ə													
451-6						s ə b b ə t													
454-6						ħ ə s ɨ r													
484-6						s ɨ ʔ ɨ s													
535-6						ʔ ə s ɨ r													
543-6						s ə l ə s													
593-6						ħ ə m													
640-6						m ə n													
1-6						d ə b ə r ə													
163-6						s ə t ə													
212-6						ʔ ə n													
244-6						ʔ ə r b ə													
248-6						m ɨ l													
293-6						f ə r ə													
373-6						kʼ ə m													
408-6						b ə ʕ r													
601-6						ʔ ə r b													
642-6						n ɨ f a s													
60-6						n ə f ə s ə													
115-6						ħ ə													
242-6						ʔ ə m ɨ s													
415-6						s ɨ n													
450-6						s ə r													
490-6						t ə b ə													
638-6						s ɨ r ə													
645-6						kʼ ə													
75-6						ʔ ə m b l													
208-6						ʔ ɨ n kʼ ə ə													
214-6						ʔ ə b													
218-6						ʔ ɨ n s ɨ n													
409-6						ʕ ə t ə r													
497-6						t ə													
598-6						k ɨ l ʔ ə													
646-6						ʔ ɨ n t ə													
215-6						ʔ ə n ə b ə													
256-6						t ə m													
294-6						ə m ə kʼ													
655-6						ɨ ʔ ɨ t													
158-6						kʼ ə m ɨ s													
61-7							d ə m												
63-7							ʔ a t ɨ m												
107-7							g a m ə r a												
112-7							d a b ə r a												
331-7							n ɨ g w s												
377-7							b ɨ kʼ w ə r ə												
381-7							ʔ a t												
417-7							r u z												
451-7							s ə b a t												
454-7							ʔ a t ɨ r												
484-7							s ɨ t ɨ s t												
535-7							ʔ a s ɨ r												
543-7							s ə s t												
593-7							ʔ a m u s												
640-7							m w a n												
1-7							d ə b ə r ə m												
65-7							t ɨ												
163-7							s ə t ə												
212-7							ʔ ə n												
244-7							ʔ a r b ə t												
248-7							m u r a												
293-7							n ə r ə m												
373-7							kʼ ɨ m a r												
408-7							b a r a												
414-7							d ɨ b a kʼ u a												
601-7							ʔ ə r ə												
642-7							n ɨ a s												
60-7							n ə tʼ ə s ə m												
115-7							ʔ ə r a m												
209-7							s ɨ m ɨ t												
242-7							ʔ a m ɨ s t												
415-7							z ɨ r a b												
450-7							z ə r												
490-7							t ə pː w ə m												
638-7							s ɨ n ə												
645-7							kʼ a r												
75-7							ʔ a m b ɨ r												
160-7							d ə r ə kʼ												
208-7							ʔ ɨ n kʼ ɨ r ə												
214-7							ʔ a b												
218-7							ʔ ɨ n z ɨ r												
378-7							ʔ a n g ə t												
379-7							x ə t ə												
409-7							g ə t ə r ə												
497-7							t ə n												
598-7							x w ə t												
646-7							ʔ a t ə												
164-7							b ə kː ə m												
210-7							z ə x w ə r ə												
215-7							ʔ a t ə b ə t												
256-7							t u m a												
285-7							m ɨ t a t												
332-7							ʔ ə g ɨ r												
380-7							ʔ ə x w a												
412-7							s a x ɨ n												
496-7							w ɨ r s ə n b ə t												
64-7							d a b o												
67-7							w ɨ r												
169-7							n ə ə z ə m												
251-7							x ə kʼ												
294-7							m w ə kʼ												
461-7							t a												
547-7							w ɨ z a t												
597-7							ʔ ə m ə n a												
655-7							m ɨ s t												
7-7							ʔ a r g a												
158-7							kʼ ə m ɨ s												
168-7							ʔ ɨ m a r												
61-8								d ə m											
63-8								ʔ a t ɨ m											
107-8								g a m ə r a											
112-8								t a b ə r a											
331-8								n ɨ g w s											
377-8								b ɨ kʼ ə r ə											
381-8								ʔ a t											
417-8								r u z											
451-8								s ə b a t											
454-8								ʔ a t ɨ r											
484-8								s ɨ t ɨ s t											
535-8								ʔ a s ɨ r											
543-8								s o s t											
593-8								ʔ a m u s											
640-8								m w a n											
1-8								tʃ ə b ə r ə m											
65-8								t u											
163-8								s ə t ə											
212-8								ʔ ə n											
244-8								ʔ a r b ə t											
248-8								m u r a											
293-8								ʔ ə r ə z											
373-8								kʼ ɨ m a r											
408-8								b a r a											
414-8								t ɨ b a kʼ u a											
601-8								ʔ ə r ə											
642-8								n ɨ a s											
60-8								n ə h ə s ə m											
115-8								ʔ ə r a m											
209-8								s ɨ m n ɨ t											
242-8								ʔ a m ɨ s t											
415-8								z ɨ r a b											
450-8								z ə r											
490-8								t ə p w ə m											
638-8								s ɨ n ə											
645-8								kʼ a r											
75-8								ʔ a m b ɨ r											
160-8								tʃ ə r ə kʼ											
208-8								ʔ ɨ n kʼ ɨ r a											
214-8								ʔ a b											
218-8								ʔ ɨ n z ɨ r											
378-8								ʔ a n g ə t											
379-8								ʃ ə t ə											
409-8								g ə t ə r ə											
497-8								t ə n											
598-8								x w ə t											
646-8								ʔ a ə											
164-8								b ə k ə m											
210-8								ʃ ə h w ə r ə											
215-8								ʔ a t ə b ə t											
256-8								t u m a											
285-8								m ɨ t a t											
332-8								ʔ ə g ɨ r											
380-8								ʔ ə h w a											
412-8								s a ɨ n											
496-8								w ɨ r s ə n b ə t											
64-8								t a b o											
67-8								w ɨ r											
169-8								n ə ə z ə m											
251-8								ʔ ə kʼ											
294-8								m w ə kʼ											
461-8								t ə											
547-8								w ɨ z a t											
597-8								ʔ ə m ə n ə											
655-8								m ɨ ʃ t											
7-8								ʔ a r g a											
158-8								kʼ ə m ɨ s											
168-8								ʔ ɨ m a r											
61-9									d ə m										
63-9									ʔ a t ɨ m										
107-9									g a m ə r a										
112-9									d a b ə r a										
331-9									n ɨ g w s										
377-9									b ə kʼ ə r ə										
381-9									ʔ a t										
417-9									r ə										
451-9									ʔ ə b a t										
454-9									ʔ a t ɨ r										
484-9									ʔ ɨ t ɨ s t										
535-9									ʔ a s ɨ r										
543-9									ʔ ə s t										
593-9									ʔ a m a s										
640-9									m w a n										
1-9									d ə b ə r ə										
65-9									t ɨ										
163-9									s ə t ə										
212-9									ʔ ə n										
244-9									ʔ a r ə t										
248-9									m ə r a										
293-9									ʔ ə r ə										
373-9									kʼ ɨ m a r										
408-9									b ə r a										
414-9									d ə b a kʼ ə a										
601-9									ʔ ə r ə b										
642-9									ʔ ə a s										
60-9									n ə k ə s ə										
209-9									ʔ ɨ m t										
242-9									ʔ a m ɨ s t										
415-9									z ɨ r a b										
490-9									t ə b w ə										
638-9									ʔ ɨ n ə										
645-9									kʼ a r										
75-9									ʔ a m b ɨ r										
160-9									d ə r ə kʼ										
208-9									ʔ ɨ n kʼ r ə										
214-9									ʔ a b a										
218-9									ʔ ɨ n ɨ r										
378-9									ʔ a n g ə t										
379-9									ʔ ə t ə										
409-9									g ə t ə r ə										
497-9									t ə n										
598-9									x w ə t										
646-9									ʔ a t ə										
164-9									b ə k ə										
210-9									ʔ ə x w ə r ə										
215-9									ʔ a t ə b ə t										
256-9									t u m a										
285-9									m ɨ t a t										
332-9									ʔ ə g ɨ r										
380-9									ʔ ə x a										
412-9									s a ʔ ə n										
496-9									w ɨ r s ə n b ə t										
64-9									d a b ə										
67-9									w ɨ r										
169-9									n ə ə s ə										
251-9									ʔ ə ə										
294-9									m w ə kʼ										
461-9									t ə										
547-9									w ɨ s a t										
597-9									ʔ ə m ə ə n ə										
655-9									m ɨ t										
7-9									ʔ a r g a										
168-9									ʔ ɨ m a r										
61-10										d ə									
63-10										ʔ a									
107-10										g ə m									
112-10										d ə b ə									
331-10										ə g									
377-10										b ə kʼ									
381-10										ʔ									
417-10										r									
451-10										s ə b									
454-10										ʔ a ə r									
484-10										s ə d ə									
535-10										ʔ a r ə r									
543-10										ʔ ə									
593-10										ʔ ə m									
640-10										m									
1-10										d ə b ə ə									
65-10										ʔ u b									
163-10										s ə									
212-10										ʔ ə									
244-10										ʔ ə r ə									
248-10										m u									
293-10										ʔ ə r ə									
373-10										kʼ ə m									
408-10										b ə r									
414-10										d ə b									
601-10										ʔ ə r b									
115-10										ʔ ə									
209-10										s ə m u									
242-10										ʔ a m ə									
415-10										ʔ ə									
490-10										ʔ ə b ə									
160-10										d ə r ə									
208-10										ʔ ə kʼ									
218-10										ʔ ə									
378-10										ʔ ə g ə									
379-10										ʔ ə d ə									
497-10										ʔ ə									
598-10										kʼ									
646-10										ʔ a									
164-10										b ə ə									
210-10										d ə ə									
256-10										ʔ ə									
285-10										m ə a									
380-10										ʔ a u									
412-10										s ə ə									
64-10										ʔ a m									
169-10										b ə r ə ə a									
461-10										ʔ									
547-10										w ə a									
61-11											d ə m								
63-11											ʔ a t ɨ m								
107-11											g a m ə r a								
112-11											d a b ə r a								
331-11											n ɨ g s								
377-11											b ə kʼ ə r ə								
381-11											ʔ a t								
417-11											r u								
451-11											s ə b a t								
454-11											ʔ a ʔ ɨ r								
484-11											s ɨ t ɨ s t								
535-11											ʔ a s ɨ r								
543-11											s ə s t								
593-11											ʔ a m ə								
640-11											m a n								
1-11											d ə p ə r ə								
65-11											dʒ ɨ								
163-11											s ə t ə								
212-11											ʔ ə n								
244-11											ʔ a r b ə t								
248-11											m ə r ʔ a								
293-11											ʔ ə r ə								
373-11											kʼ ɨ m a r								
408-11											b ə r a								
414-11											d ɨ b a kʼ a ʔ a								
601-11											ʔ ə r ə								
642-11											n ɨ n ʔ a								
60-11											n ə n ə s ə								
115-11											ʔ ə r a m								
209-11											s ɨ m ɨ t								
242-11											ʔ a m ɨ s t								
450-11											ʔ ə r ʔ								
490-11											t ə p w ə								
638-11											s ɨ n ə								
645-11											kʼ a r								
75-11											ʔ a m b ɨ r								
160-11											d ə r ə ʔ								
208-11											ʔ ɨ n kʼ ɨ r a								
214-11											ʔ a b								
218-11											ʔ ɨ n ɨ r								
378-11											ʔ a n g ə t								
379-11											ʔ ə ʔ ə								
409-11											g ə t ə r ə								
497-11											t ə n								
598-11											x w ə t								
646-11											ʔ a m ə								
164-11											b ə k ʔ ə								
210-11											ʔ ə n w ə r ə								
215-11											ʔ a t ə b ə t								
256-11											t u m a								
285-11											m ɨ d a t								
332-11											ʔ ə g ɨ r								
412-11											ʔ a ʔ ə n								
496-11											u r s ə n b ə t								
64-11											d a b a								
67-11											w ɨ r								
169-11											n ə ʔ ə s ə m ə								
251-11											ʔ ə ə g								
294-11											m ə kʼ ə								
461-11											t ə								
547-11											ʔ ɨ s a t								
597-11											ʔ ə m ə ə n ə								
655-11											m ɨ ʃ t								
7-11											ʔ a r g a								
168-11											ʔ ɨ m a r								
61-12												d ə m							
63-12												ʔ a t ɨ m							
107-12												g a m ə l a							
112-12												d a b ə n a							
331-12												n ɨ g							
377-12												b ə kʼ r ə							
381-12												ʔ a t							
417-12												r u							
451-12												s ə b a t							
454-12												ʔ a ɨ r							
484-12												s ɨ t ɨ s t							
535-12												ʔ a s ɨ r							
543-12												s ə s t							
593-12												ʔ a m u							
640-12												m a							
1-12												d ə b ə r ə							
65-12												d u							
163-12												s ə t ə							
212-12												ʔ ə n							
244-12												ʔ a r b ə							
248-12												m u a							
293-12												s ə r ə ʃ							
373-12												kʼ ɨ m a							
408-12												b ə r a							
414-12												d ə b a u a							
601-12												ʔ ə r o b							
642-12												n ɨ a							
60-12												n ə b ə s ə							
115-12												ʔ ə a m							
209-12												s ɨ m ɨ t							
242-12												ʔ a m ɨ s t							
415-12												z ɨ n a b							
450-12												z ə r							
490-12												tʼ ə b ə							
638-12												s ɨ ə							
645-12												kʼ a l							
75-12												ʔ a m ɨ r							
160-12												d ə r ə kʼ							
208-12												ʔ ɨ n kʼ ə							
214-12												ʔ a b							
218-12												j ɨ n ɨ n							
378-12												ʔ a n g ə t							
379-12												s ə dː ə							
497-12												t ə n							
598-12												k ə t							
164-12												b ə g ə							
210-12												j ə n ə n ə							
215-12												ʔ a ə b ə t							
256-12												d u m a							
285-12												m ɨ tʼ a t							
332-12												ʔ ə g ɨ r							
380-12												ʔ a a							
412-12												j a ə n							
496-12												s ə n b ə t							
64-12												d a b o							
67-12												w ɨ r							
169-12												b ə ə s ə ə							
251-12												g ə ə							
294-12												m ə kʼ							
461-12												tʼ ə							
547-12												w ɨ s a t							
597-12												ʔ ə n ə ə n ə							
655-12												m ɨ s t							
7-12												ʔ a l g a							
168-12												j ɨ m a r							
61-13													d ə m						
63-13													ʔ a t ɨ m						
107-13													g a m ə r a						
112-13													d a b ə n a						
331-13													n ɨ g s						
377-13													b ɨ kʼ ə r ə						
381-13													ʔ a t						
417-13													r u						
451-13													s ə b a t						
454-13													ʔ a t ɨ r						
484-13													s ɨ t ɨ s t						
535-13													ʔ a s ɨ r						
543-13													s ə s t						
593-13													ʔ a m u s						
640-13													m a						
1-13													d ə b ə r ə						
65-13													t u						
163-13													s ə t ə						
212-13													ʔ ə n						
244-13													ʔ a r ə t						
248-13													m u r a						
293-13													ʔ ə r ə						
373-13													kʼ ɨ m a r						
408-13													b a r a						
414-13													d ə b a kʼ u a						
601-13													ʔ ə r ə						
642-13													n ɨ a s						
60-13													n ə w ə s ə						
115-13													ʔ ə a m						
209-13													s ɨ m ɨ t						
242-13													ʔ a m ɨ s t						
415-13													ʔ ɨ n a b						
450-13													ʔ ə r						
490-13													t ə b ə						
638-13													s ɨ ə						
645-13													kʼ a r						
75-13													ʔ a m b ɨ r						
160-13													ʔ ə r ə kʼ						
208-13													ʔ ɨ n kʼ r a						
214-13													ʔ a b						
218-13													ʔ ɨ n ɨ n						
378-13													ʔ a n g ə t						
379-13													ʔ ə t ə						
409-13													g ə t ə r ə						
497-13													t ə n						
598-13													ʔ ə t						
646-13													ʔ a ə						
164-13													b ə g ə						
210-13													ʔ ə h ə n ə						
215-13													ʔ a t ə b ə t						
256-13													t u m a						
285-13													m ɨ t a t						
332-13													ʔ ə g ɨ r						
380-13													ʔ ə h a						
496-13													w ɨ r s ə n b ə t						
67-13													w ɨ r						
169-13													n ə ə s ə m						
251-13													ʔ ə ə kʼ						
294-13													m ə kʼ						
461-13													t ə						
547-13													w ɨ s a t						
597-13													ʔ ə m ə n ə						
655-13													m ɨ s t						
7-13													ʔ a r g a						
158-13													kʼ ə m ɨ s						
168-13													ʔ ɨ m a r						
61-14														d ə m					
63-14														ʔ a tː ɨ m					
107-14														g a m ə r a					
112-14														d a b ə n a					
331-14														n ɨ g s					
377-14														b ɨ kʼ ə r ə					
381-14														ʔ a					
417-14														r a					
451-14														s ə b a t					
454-14														ʔ a ɨ r					
484-14														s ɨ d ɨ s					
535-14														ʔ a s ɨ r					
543-14														s ə s					
593-14														ʔ a m a s					
640-14														m a					
1-14														d ə b ə r ə m					
65-14														d ɨ					
163-14														s ə tː ə					
212-14														ʔ ə n					
244-14														ʔ a r b ə					
248-14														m u r a					
293-14														f ə r ə m					
373-14														kʼ ɨ m a n					
408-14														b a r a					
414-14														d ɨ b a kʼ ɨ a					
601-14														ʔ ə r ə					
642-14														n ɨ a s					
60-14														n ə tʼː ə s ə m					
115-14														ʔ ə r a m					
209-14														s ɨ m ɨ					
242-14														ʔ a m ɨ s					
415-14														z ɨ n a b					
450-14														z ə r					
490-14														d ə bː ə m					
638-14														s ɨ ə					
645-14														kʼ a l					
75-14														ʔ a m b ɨ n					
160-14														d ə r ə kʼ					
208-14														ʔ ɨ n kʼ a					
214-14														ʔ a b a					
218-14														ʔ ɨ n z ɨ n					
378-14														ʔ a n g ə t					
379-14														ʃ ə ə					
409-14														g ə t ə r ə					
497-14														t ə					
598-14														x ə t					
646-14														ʔ a ə					
164-14														b ə kː ə m					
210-14														ʃ ə x w ə n ə					
215-14														ʔ a ə b ə t					
256-14														t u m a					
285-14														m ɨ tʼ a t					
332-14														ʔ ə g ɨ r					
380-14														ʔ ə x a					
412-14														s a ʔ ə n					
496-14														w ɨ r s ə n b ə t					
64-14														d a b o					
169-14														b ə ə z ə m ə					
251-14														ʔ ə ə					
294-14														ə m ə kʼ					
461-14														ə					
547-14														w ɨ z a t					
597-14														ʔ ə m ə ə n ə					
655-14														m ɨ t					
7-14														ʔ a n g a					
158-14														kʼ ə m ɨ s					
168-14														ʔ ɨ m a r					
61-15															d ə m				
63-15															ʔ a n ɨ				
107-15															kʼ ə m ə				
112-15															d a b ə n a				
331-15															n ɨ n				
377-15															b ə kʼ				
381-15															ʔ a				
417-15															r u				
451-15															s ə b				
454-15															ʔ a n ɨ r				
484-15															s ɨ n ɨ s				
535-15															ʔ a ʃ ɨ r				
543-15															s ə				
593-15															ʔ a m u				
640-15															m a				
1-15															d ə b ə r ə				
65-15															d u b				
163-15															s ə t				
212-15															ʔ ɨ n				
244-15															ʔ a r a				
248-15															m u a				
293-15															ʔ ə r ə				
373-15															kʼ ɨ m a				
414-15															d ə b a				
601-15															ʔ a r b				
642-15															n ɨ a				
60-15															n ə g ə s ə				
115-15															ʔ a				
209-15															s ə m u				
242-15															ʔ a m ɨ				
415-15															ʔ ɨ n a b				
450-15															s ə r				
490-15															ʔ ə b ə				
638-15															ʔ ɨ r ə				
645-15															kʼ a				
75-15															ʔ a m ɨ				
160-15															d ə r ə				
214-15															ʔ a b				
218-15															ʔ ɨ ɨ n				
378-15															ʔ a n ə t				
379-15															ʃ ə ə				
409-15															ʔ a ə				
497-15															d ə n				
646-15															ʔ a t ə				
164-15															b ə kʼː ə				
210-15															d ə ʔ ə n				
215-15															ʔ ɨ n ə b ə				
256-15															d u m a				
285-15															m ɨ t a				
332-15															ʔ ə n ɨ r				
380-15															ʔ a ʔ				
412-15															s a ʔ ɨ n				
496-15															s ə n b ə t				
67-15															w ɨ r				
169-15															b ɨ r ə z ə				
251-15															ʔ ə				
294-15															m ə kʼ				
461-15															o				
547-15															w ə z				
655-15															m ɨ				
158-15															kʼ ə m				
168-15															ʔ u m a r				
61-16																d ə m			
63-16																ʔ ə s ɨ m			
107-16																k ə m ə			
112-16																d ə m ə n			
331-16																n ɨ ə s			
377-16																b ə kʼ r			
381-16																ʔ a d			
417-16																r ə			
451-16																s ə b t			
454-16																ʔ ə s ɨ r			
484-16																s ɨ t ɨ s t			
535-16																ʔ ə s ə r			
543-16																s ə ə s t			
593-16																ʔ ə m ə			
640-16																m ə			
65-16																t ə b			
163-16																s ə t			
212-16																ʕ ə n			
244-16																ʔ ə r b ə			
248-16																m ə a			
293-16																f ə r ə			
373-16																kʼ ɨ m ə			
408-16																b ə r			
414-16																t ə b			
601-16																r ə r b			
642-16																n ɨ a			
209-16																s ə m ɨ t			
242-16																ʔ ɨ m ɨ s t			
415-16																s ɨ n a			
450-16																s ə r			
638-16																s ɨ r ə			
75-16																ʔ ɨ m ɨ r			
208-16																ʔ ɨ kʼ ɨ			
214-16																ʔ ɨ b			
218-16																ʔ ɨ s ɨ n			
409-16																ʕ ə t ə r			
497-16																t ə			
598-16																k ɨ ə			
646-16																ʔ a t ə			
256-16																t ɨ m			
332-16																ʔ ɨ ɨ r			
496-16																s ə n b ə t			
67-16																h ɨ r			
655-16																ʔ ɨ s			
61-17																	d ə m		
63-17																	ʔ a s ɨ n		
107-17																	q ə m ə		
112-17																	d ə m ə n a		
331-17																	n ə g u s		
377-17																	b ə g ə		
381-17																	ʔ ə a		
417-17																	r ə		
451-17																	s ə b a		
454-17																	ʔ a ə r		
484-17																	s ɨ ʔ ɨ s		
535-17																	ʔ a s ɨ r		
543-17																	s ə ə s		
593-17																	ʔ ə m s		
640-17																	m ə n		
1-17																	d ə m ə r ə		
65-17																	ʔ ə b		
163-17																	s ə ə		
212-17																	ʔ ə n		
244-17																	ʔ a r ə		
248-17																	m ə l ə		
