COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
142-2		p e r m m s n l								
148-2		t r r a w i i n								
162-2		i j i k								
166-2		i m i								
179-2		t a								
52-3			v t v							
56-3			u m i							
96-3			a i a s i							
99-3			a k v a i o							
114-3			t u k tʃ s e							
115-3			u i e e i							
133-3			t v p a k a t							
144-3			a u a w t e k							
150-3			k a w o							
234-3			k u m							
236-3			p v k u n							
241-3			a w v n							
249-3			e s v o							
1-3			w a d a							
2-3			w w m							
65-3			v w tʃ							
93-3			t u p a a i s k							
95-3			w i e tʃ							
106-3			t u n e tʃ e							
119-3			m a t i tʃ e j							
128-3			p u k tʃ s r							
147-3			t u m u s k							
231-3			p a n a w o a							
232-3			p e p o ɲ							
239-3			m a m a k a n							
266-3			v t v m tʃ							
3-3			w u u k w u i							
4-3			w a i r o i							
55-3			u w a m							
109-3			u p u a e e e							
121-3			k a p m t a k s e o							
149-3			t u k							
160-3			k e m i k							
207-3			m i							
112-3			t a e t s e m tʃ							
125-3			k a t v p a s e							
134-3			n e p a t tʃ							
135-3			t u m i a a ʃ							
139-3			m u n u s tʃ							
52-4				t t e						
56-4				u m						
96-4				a n a tʃ						
99-4				a n i i p n						
114-4				t o k u tʃ i						
115-4				w r i tʃ tʃ						
133-4				t i p a a a						
144-4				a u a w t tʃ i						
150-4				k a w						
234-4				k o m						
236-4				p i k u n						
241-4				a w i n						
249-4				i tʃ i						
1-4				w a ʒ̟ a						
2-4				w e m						
65-4				i w						
74-4				p a n a						
93-4				t u p a r i tʃ i						
95-4				w i tʃ i						
106-4				t u n i i						
119-4				i j t ʒ̟ i i						
128-4				p u k tʃ i						
147-4				t i m i i						
231-4				p a n a w o						
232-4				p i w p						
239-4				n a m a k a n						
266-4				i t i m						
3-4				a e n k k ʔ						
4-4				w a n i						
51-4				w w i						
97-4				m a j u m o						
109-4				u p u t i						
121-4				k a p i j a k tʃ						
149-4				t o k						
160-4				k i r i k						
163-4				u p i n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a r a k a w						
116-4				t o p a k a tʃ i						
134-4				n i p a t i						
135-4				t i m i t e k						
139-4				m u n u tʃ						
142-4				p p n a m m						
145-4				k a n a t tʃ						
148-4				t a a a w m tʃ						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p a						
21-4				k a w k						
24-4				w a k u k a n						
52-5					t t e					
56-5					o m e					
96-5					a t a s i					
99-5					a r i m r n					
114-5					t o k i s i					
115-5					o o i i s i					
133-5					t i p a r a s i					
144-5					a r a w a s i					
150-5					k a w ʔ					
234-5					k o m					
236-5					p i k o n					
241-5					a w i n					
249-5					i s e					
1-5					w a t a					
2-5					w w m m					
65-5					y w					
74-5					p a n a					
93-5					t o p a r k s i					
95-5					w i k i					
106-5					t o n a i					
119-5					i a t i i					
128-5					f o k s					
147-5					t y m o s i					
239-5					n a m a k a n					
266-5					i t i m					
3-5					o i r k k e					
4-5					w a t a					
51-5					y w e ʔ					
55-5					r f a m ʔ					
97-5					m a f o m					
109-5					o p e t i					
149-5					t o k					
160-5					k r r r k					
163-5					o p e n					
167-5					p a					
207-5					m i ʔ					
259-5					t o w o					
66-5					k a r a k a w					
112-5					t r r i s i s i					
116-5					t o p a k a s i ʔ					
134-5					n i p a t					
135-5					t i m i j e					
139-5					m y k f s y					
142-5					p p r a m a s i					
145-5					k a r a t i s i					
148-5					t a w a m a s s					
162-5					y n u n					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					t a n					
52-6						i t a o				
56-6						u m a				
96-6						a i a tʃ o				
99-6						a m i t u				
114-6						t u k tʃ i				
115-6						t m i i tʃ i				
133-6						t i p a k a tʃ				
144-6						a u a w i i				
150-6						k a w i				
234-6						k u m				
236-6						p i k a				
241-6						a w i				
249-6						i i i i				
1-6						w a t a				
2-6						w w m e				
65-6						i w i				
74-6						p a a				
93-6						t u p a k m tʃ				
95-6						w i tʃ i e				
106-6						t u i tʃ i				
119-6						m m tʃ i i tʃ				
128-6						h u k i tʃ i				
147-6						t u m u tʃ				
231-6						p a k a w a				
232-6						p i a k a i				
239-6						a m a k a				
266-6						i t i m i				
3-6						w u k u h u				
4-6						w a t i o i				
55-6						u w a m				
97-6						w a p u m i				
109-6						u p u tʃ i i				
160-6						k i u i k				
207-6						m i o				
112-6						t a a u tʃ i i i				
116-6						t u p a k i t				
125-6						k a t u m a i i				
134-6						i p a t i				
135-6						t i m i tʃ				
139-6						m a k u i r				
201-6						p i				
21-6						t a w a k				
24-6						w u k a k a				
52-7							t z e			
56-7							e b ë			
96-7							a r a t			
99-7							a r i k u r			
114-7							t u k i s i			
115-7							w u i i s			
133-7							t i p r m u u			
144-7							a u a w a s i			
150-7							k a w ʔ			
234-7							k u m n			
236-7							p i k e j			
241-7							a w i d n			
249-7							i s ë			
1-7							w a z a			
2-7							w v b m			
65-7							i w i			
74-7							p a j a			
93-7							t u p a r i s i			
95-7							w i k i			
106-7							t u d u i			
119-7							i v t z i			
128-7							h u k i			
147-7							t e b i i			
231-7							p a d a w u ʔ			
232-7							v i i r a			
266-7							i t i m n			
3-7							a u r k k u d			
4-7							w a r i			
51-7							u w ë			
55-7							i h a b ʔ			
97-7							b a h u b			
109-7							i p i i ʃ			
121-7							k a p i v a k o ʃ			
149-7							t u k n			
160-7							k i r i k			
163-7							i p ë d n			
167-7							p a ʔ d			
207-7							b i d			
259-7							t u w a ʔ			
66-7							k a r a k a w			
125-7							k a t i m a s i			
135-7							t i b i t p			
142-7							v p r r b a			
145-7							k a r a t i s i			
148-7							t a r a r p i s			
162-7							i d i d			
166-7							i b i ʔ			
179-7							t a ʔ			
201-7							p ë ʔ			
21-7							t a k			
24-7							w a k u r a d			
52-8								t t o		
56-8								v m y		
96-8								a t k		
99-8								a v i y u k		
114-8								t u k e		
115-8								v r e s s		
133-8								t i b r v		
144-8								n v a w a s		
150-8								k a w		
234-8								k u b		
236-8								b i k o p		
241-8								a w v p		
249-8								i s n		
1-8								w a t a		
2-8								j o j m		
65-8								i w		
74-8								b a p a		
93-8								t h b a s a s		
95-8								k i v		
119-8								i j t t t		
231-8								b a p a w u		
232-8								b v b v j y		
239-8								a a j a k a p		
3-8								j r v k k		
4-8								w a t r p v		
51-8								i w o		
55-8								u j a m		
109-8								u b v m a i		
121-8								k a b v j r k e i		
149-8								t u k		
163-8								o b e p		
167-8								b a		
259-8								t u w r		
66-8								k r a r k r w		
112-8								t r a n s t s y		
116-8								t u b a k s		
125-8								v a t r m n s		
145-8								k a v a t s		
52-9									t t e ʔ	
56-9									r m e	
96-9									a r a ʃ	
99-9									a r i t a n	
114-9									t o k i ʃ i	
115-9									u r i p ʃ i	
133-9									t i p a r ʃ u	
144-9									a r a w a ʃ	
150-9									k a w	
234-9									k o r	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ e	
1-9									w a t a	
2-9									w w m a	
65-9									i w	
74-9									p a n a	
93-9									t o p a r i ʃ i	
95-9									w i k i	
106-9									t o n a i	
119-9									k a t t i	
128-9									h o k i	
147-9									t i r i ʃ i	
231-9									p a n a u o	
232-9									p i h r a	
239-9									n a m a k a n	
266-9									i t i m n	
3-9									w i r i k r ʔ	
4-9									w a t i	
51-9									w w e	
55-9									i h a m	
97-9									m a h u m	
109-9									u p w t i ʃ	
121-9									k a p i j a k ʃ i	
149-9									t o k	
160-9									k r r i k	
163-9									u p e n	
167-9									p a ʔ	
207-9									m i	
259-9									t o w a ʔ	
66-9									k a r a k a w	
112-9									t a r i ʃ t a	
116-9									t o p a k a ʃ i	
125-9									k a t i j a ʃ i	
134-9									n a p a t i	
135-9									t i m i ʃ	
142-9									p a t a m a ʃ	
145-9									k a r a t i ʃ i	
148-9									t a w a w	
162-9									i m i n	
166-9									i m i	
179-9									t a	
201-9									p e	
21-9									t a w a	
24-9									w a k a r a n	
52-10										r t e
56-10										w m e
96-10										a r a
99-10										a r i k o k
114-10										t o k i tʃ i
115-10										y r i k
133-10										t i p a r tʃ i
144-10										a r a w a k i
150-10										k a w
234-10										k o m
236-10										p i k o n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										w h m
65-10										i w
74-10										p a n a
93-10										t o p a r i tʃ i
95-10										w i t i
106-10										t o n i ʔ i
119-10										m j t t i tʃ
128-10										h o k i
147-10										t y m y ʔ
231-10										h a n a w ø ʔ
232-10										h p i n k ʔ
239-10										ɲ a m a k a ɲ
266-10										i t i m
3-10										k ø r k k o ʔ
4-10										w a t a ʔ
51-10										y w i
55-10										i h a m ʔ
97-10										m a h o m a
121-10										k a h i j a k tʃ i
149-10										t o k
160-10										k i r i k
163-10										y p r n
167-10										p a
207-10										m i ʔ
259-10										t o w a ʔ
112-10										t a r t tʃ tʃ i ʔ
116-10										t o p a k a tʃ i
125-10										k a t i m a tʃ
134-10										n i p a t
139-10										m y i w tʃ i ʔ
142-10										h p t a m tʃ
145-10										k a r a t i tʃ i
148-10										t a w a n ʔ ʔ
162-10										i ɲ i n ʔ
166-10										i m i ʔ ʔ
179-10										t a ʔ
201-10										p e
24-10										w o r ø r a n
