COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
287-1	l w a n ²¹⁴																		
291-1	x ou ³⁵																		
295-1	tɕʰ y ⁵¹																		
300-1	j ou ³⁵																		
303-1	ʈʂ u ²¹⁴																		
306-1	kʰ ou ²¹⁴																		
307-1	k u ²¹⁴																		
308-1	tɕ y ⁵¹																		
312-1	tɕ j ou ⁵¹																		
313-1	kʰ o ²¹⁴																		
314-1	tʰ ai ⁵¹																		
323-1	m i ŋ ³⁵																		
325-1	t u ²¹⁴																		
330-1	f ou ²¹⁴																		
334-1	tɕ i ³⁵																		
335-1	ʈʂ w ei ⁵⁵																		
338-1	k au ²¹⁴																		
339-1	ʈʂ ou ⁵⁵																		
341-1	x u ³⁵																		
342-1	m i ŋ ⁵¹																		
343-1	x o ³⁵																		
344-1	tɕ j au ²¹⁴																		
349-1	k u ²¹⁴																		
353-1	ʈʂʰ a ŋ ⁵⁵																		
360-1	x ou ³⁵																		
375-1	ʈʂ w ei ²¹⁴																		
388-1	ɕ i ⁵⁵																		
389-1	x w ei ³⁵																		
392-1	k ə n ⁵¹																		
394-1	tɕʰ j a n ⁵⁵																		
401-1	t u ²¹⁴																		
402-1	ai ⁵¹																		
403-1	t i ⁵¹																		
409-1	ts w o ²¹⁴																		
418-1	m ai ³⁵																		
441-1	tʰ j a n ³⁵																		
443-1	m o ⁵¹																		
459-1	w ei ⁵¹																		
460-1	t o ⁵⁵																		
461-1	l a ³⁵																		
464-1	t au ³⁵																		
465-1	tʰ j a n ⁵⁵																		
466-1	t au ³⁵																		
467-1	f u ⁵⁵																		
469-1	ʂ ʅ ³⁵																		
480-1	ʂ a ²¹⁴																		
482-1	l i ²¹⁴																		
484-1	x u ²¹⁴																		
491-1	m ei ⁵¹																		
492-1	tsʰ i ⁵⁵																		
495-1	tɕ j ou ²¹⁴																		
496-1	k u ⁵⁵																		
507-1	ɕ j a ŋ ⁵⁵																		
509-1	ʈʂ y ²¹⁴																		
510-1	pʰ o ³⁵																		
513-1	ɕ i ⁵⁵																		
518-1	ɕ au ²¹⁴																		
525-1	ts au ⁵⁵																		
527-1	i n ⁵¹																		
533-1	x ai ³⁵																		
548-1	k ai ²¹⁴																		
554-1	x ai ⁵¹																		
558-1	ʐ u ŋ ³⁵																		
564-1	f u ²¹⁴																		
580-1	ʂ ə ⁵¹																		
587-1	ɕ j au ⁵¹																		
588-1	ʂ au ²¹⁴																		
589-1	tɕ j a n ⁵¹																		
594-1	ʈʂ ai ²¹⁴																		
602-1	tʰ u ²¹⁴																		
604-1	ɕ i ²¹⁴																		
611-1	x a n ⁵⁵																		
630-1	ʈʂ w ou ²¹⁴																		
637-1	tɕ i n ⁵⁵																		
638-1	ɕ i ⁵⁵																		
639-1	p o ⁵¹																		
644-1	ʈʂ ou ²¹⁴																		
648-1	ɕ i ³⁵																		
652-1	l au ⁵¹																		
657-1	k a n ⁵⁵																		
658-1	pʰ i ŋ ³⁵																		
659-1	m j a n ⁵¹																		
665-1	ʈʂʰ w a ŋ ⁵⁵																		
692-1	k u ŋ ⁵⁵																		
696-1	t i ⁵¹																		
707-1	i ŋ ⁵⁵																		
719-1	t ai ⁵⁵																		
727-1	ʂ ə n ⁵⁵																		
732-1	w a ŋ ⁵⁵																		
733-1	m a ŋ ³⁵																		
735-1	kʰ w ei ⁵¹																		
740-1	pʰ a ³⁵																		
773-1	ɕ j a ŋ ⁵⁵																		
788-1	m a n ⁵¹																		
808-1	ə ŋ ⁵⁵																		
809-1	l i ²¹⁴																		
816-1	t au ³⁵																		
818-1	x a ŋ ³⁵																		
821-1	ʂ a n ⁵¹																		
822-1	ʂ ou ²¹⁴																		
826-1	t a ²¹⁴																		
829-1	t ou ⁵¹																		
841-1	ʈʂ w a ⁵⁵																		
845-1	ʈʂ ai ²¹⁴																		
848-1	pʰ au ³⁵																		
858-1	pʰ ai ²¹⁴																		
862-1	tʰ w o ⁵⁵																		
869-1	tɕʰ j a n ³⁵																		
874-1	ʈʂ i ⁵⁵																		
876-1	tʰ j au ⁵¹																		
883-1	ʈʂ u ²¹⁴																		
894-1	t j au ⁵¹																		
903-1	tɕ j e ²¹⁴																		
905-1	tʰ w ei ⁵⁵																		
910-1	tʰ i ³⁵																		
911-1	ʈʂ a ²¹⁴																		
926-1	p a n ⁵⁵																		
934-1	m o ³⁵																		
968-1	ʂ ou ⁵¹																		
970-1	k ai ²¹⁴																		
982-1	k a n ²¹⁴																		
986-1	tɕ j au ⁵⁵																		
997-1	tɕ i n ⁵⁵																		
998-1	f u ²¹⁴																		
1001-1	ʂ ə n ⁵⁵																		
1003-1	f a ŋ ⁵⁵																		
1005-1	pʰ a ŋ ³⁵																		
1008-1	ʈʂ ou ³⁵																		
1011-1	ʈʂ a ³⁵																		
1014-1	tsʰ au ²¹⁴																		
1016-1	x a n ⁵¹																		
1021-1	m i ŋ ³⁵																		
1023-1	a ⁵¹																		
1024-1	ɕ i ŋ ⁵⁵																		
1029-1	ɕ i ⁵⁵																		
1033-1	ɕ u ²¹⁴																		
1034-1	j a n ²¹⁴																		
1036-1	ʈʂʰ ə n ³⁵																		
1045-1	kʰ a n ⁵¹																		
1060-1	t j e ²¹⁴																		
1061-1	j ou ³⁵																		
1064-1	w a ŋ ⁵⁵																		
1065-1	ʈʂ au ⁵⁵																		
1067-1	m u ⁵¹																		
1070-1	p ə n ⁵⁵																		
1073-1	t w o ²¹⁴																		
1075-1	l i ²¹⁴																		
1077-1	ai ³⁵																		
1078-1	ʈʂʰ ə ŋ ⁵⁵																		
1083-1	t u ŋ ⁵⁵																		
1084-1	ʂ ə ŋ ⁵⁵																		
1085-1	t a n ⁵¹																		
1088-1	ʈʂ ə ŋ ⁵⁵																		
1089-1	l i n ⁵⁵																		
1091-1	k w o ²¹⁴																		
1092-1	ʈʂ ʅ ⁵⁵																		
1093-1	k u ⁵⁵																		
1094-1	tɕ j ou ⁵¹																		
1104-1	ʈʂ u ⁵¹																		
1106-1	ʈʂʰ a ³⁵																		
1107-1	ɕ i ⁵⁵																		
1112-1	k ə n ⁵⁵																		
1116-1	tʰ au ³⁵																		
1119-1	ʈʂ ai ²¹⁴																		
1122-1	tʰ u ŋ ⁵¹																		
1127-1	ʂ au ⁵⁵																		
1129-1	l i ³⁵																		
1131-1	tʰ ei ⁵¹																		
1133-1	ɕ u ⁵⁵																		
1145-1	i ²¹⁴																		
1173-1	ʂ u ⁵¹																		
1187-1	tɕʰ j a n ⁵¹																		
1194-1	k au ⁵⁵																		
1209-1	ɕ i ²¹⁴																		
1217-1	ʂ a ²¹⁴																		
1221-1	m a ²¹⁴																		
1223-1	t e ³⁵																		
1225-1	l au ³⁵																		
1230-1	tɕʰ i ⁵⁵																		
1231-1	ʂ w ei ²¹⁴																		
2-2		i ²⁴																	
4-2		tsʰ i ²⁴																	
5-2		ʈʂ a n ³³																	
6-2		s a n ³³																	
7-2		s a n ³³																	
8-2		x ai ⁵⁵																	
9-2		p a ²⁴																	
17-2		ʈʂ o ŋ ³³																	
31-2		tɕ j ɤu ⁴¹																	
32-2		n a ⁴¹																	
33-2		tɕ y ⁴¹																	
38-2		i ⁵⁵																	
40-2		o n ¹³																	
42-2		u ⁴¹																	
43-2		tsʰ i n ⁴¹																	
46-2		w a n ¹³																	
52-2		n j a n ³³																	
53-2		ʂ ə n ¹³																	
56-2		tɕ i n ³³																	
59-2		t ei ³³																	
60-2		ʈʂ a n ³³																	
64-2		n i n ³³																	
68-2		tɕ ieː ⁵⁵																	
85-2		w ei ⁵⁵																	
86-2		t i ³³																	
87-2		ʈʂ y ³³																	
93-2		n i ⁴¹																	
98-2		n ai ¹³																	
109-2		s ə n ³³																	
115-2		t au ⁴¹																	
118-2		ts j ieː ²⁴																	
124-2		k j ɤu ⁴¹																	
127-2		ts y ⁵⁵																	
133-2		t ɤu ⁴¹																	
144-2		s a ⁴¹																	
161-2		ɕ j o ŋ ³³																	
166-2		k j a n ³³																	
170-2		p i ¹³																	
171-2		t ɤu ³³																	
173-2		i ²⁴																	
174-2		n ei ⁵⁵																	
175-2		tɕʰ ieː ¹³																	
176-2		n j a n ⁴¹																	
177-2		p a ²⁴																	
179-2		n j ɤu ²⁴																	
181-2		p i n ³³																	
182-2		ʈʂ i ¹³																	
189-2		k oː ³³																	
191-2		t o ŋ ³³																	
193-2		n ə n ³³																	
198-2		t a ŋ ⁵⁵																	
199-2		ɕ j o ŋ ³³																	
200-2		ʈʂ ɤu ²⁴																	
202-2		t au ¹³																	
205-2		f ə n ³³																	
206-2		t j e ²⁴																	
209-2		w a ²⁴																	
211-2		tsʰ au ³³																	
215-2		n i ⁵⁵																	
216-2		k w o ²⁴																	
217-2		t au ⁵⁵																	
219-2		s ɥ e ²⁴																	
220-2		ʈʂʰ ɤu ⁵⁵																	
225-2		ts ieː ¹³																	
230-2		ts ieː ⁵⁵																	
234-2		p i ²⁴																	
238-2		n i ²⁴																	
242-2		ts ɤu ⁵⁵																	
253-2		i n ³³																	
256-2		ʂ ɤu ²⁴																	
261-2		f a ³³																	
262-2		p ɤ ²⁴																	
263-2		s i ¹³																	
264-2		tɕ j a n ³³																	
271-2		ʈʂ i ²⁴																	
272-2		ts ieː ³³																	
274-2		u ⁴¹																	
275-2		p i ³³																	
279-2		n a n ¹³																	
287-2		n oː ⁴¹																	
291-2		x ɤu ¹³																	
295-2		ʈʂʰ y ⁵⁵																	
300-2		j ɤu ¹³																	
303-2		tɕ y ⁴¹																	
306-2		kʰ ɤu ⁴¹																	
307-2		k u ⁴¹																	
308-2		tɕ y ⁵⁵																	
312-2		tɕ j ɤu ⁵⁵																	
313-2		k o ⁴¹																	
314-2		t ai ¹³																	
323-2		m i n ¹³																	
325-2		t u ⁴¹																	
330-2		f ɤu ⁴¹																	
334-2		tɕ i ²⁴																	
335-2		tɕ ei ³³																	
338-2		k au ⁴¹																	
339-2		ts ɤu ³³																	
341-2		f u ¹³																	
342-2		m i n ²¹																	
343-2		x o ¹³																	
344-2		ts j au ⁴¹																	
349-2		k ɤu ²⁴																	
353-2		tɕʰ a n ³³																	
360-2		x ɤu ¹³																	
375-2		ts ei ⁴¹																	
388-2		s i ³³																	
389-2		x w ei ⁵⁵																	
392-2		k ə n ⁵⁵																	
394-2		tɕʰ ieː ³³																	
401-2		t u ⁴¹																	
402-2		ai ⁵⁵																	
403-2		t i ¹³																	
409-2		ts o ³³																	
418-2		m ai ¹³																	
441-2		t ieː ¹³																	
443-2		m o ²⁴																	
459-2		w ei ⁵⁵																	
460-2		t o ³³																	
461-2		n a ¹³																	
464-2		t au ¹³																	
465-2		t ieː ³³																	
466-2		t ai ¹³																	
467-2		f u ¹³																	
469-2		s a ²⁴																	
480-2		n ieː ⁴¹																	
482-2		n i ⁴¹																	
484-2		f u ⁴¹																	
491-2		m ei ⁵⁵																	
492-2		tsʰ i ³³																	
495-2		ts j ɤu ⁴¹																	
496-2		k u ³³																	
507-2		ɕ j a n ³³																	
509-2		tɕ y ⁴¹																	
510-2		pʰ o ¹³																	
513-2		s i ³³																	
518-2		s au ⁴¹																	
525-2		tsʰ au ⁴¹																	
527-2		o n ²¹																	
533-2		x ai ¹³																	
548-2		p ɤ ²⁴																	
554-2		x ai ¹³																	
558-2		j o ŋ ¹³																	
564-2		f u ¹³																	
580-2		ʂ ə ²⁴																	
587-2		s j ɤu ⁵⁵																	
588-2		ʂ au ⁴¹																	
589-2		ts ieː ³³																	
594-2		ts ɤ ²⁴																	
602-2		p ɤu ²⁴																	
604-2		s i ⁴¹																	
611-2		x a n ³³																	
630-2		ts y ⁴¹																	
637-2		tɕ i n ³³																	
638-2		s i ³³																	
639-2		p o ⁵⁵																	
644-2		ts ɤu ⁴¹																	
648-2		s i ²⁴																	
652-2		n au ⁴¹																	
657-2		k a n ³³																	
658-2		p i n ¹³																	
659-2		m ieː ¹³																	
665-2		tɕʰ ɥ a n ¹³																	
692-2		k o ŋ ³³																	
696-2		t i ¹³																	
707-2		i n ³³																	
719-2		t ɤ ²⁴																	
727-2		s ə n ³³																	
732-2		w a n ³³																	
733-2		m a n ¹³																	
735-2		kʰ w ei ⁵⁵																	
740-2		p a ¹³																	
773-2		s j a n ³³																	
788-2		m a n ⁵⁵																	
808-2		ə n ¹³																	
809-2		n a ⁴¹																	
816-2		t au ¹³																	
818-2		x a n ¹³																	
821-2		s ə ⁵⁵																	
822-2		ʂ ɤu ⁴¹																	
826-2		t ieː ⁴¹																	
829-2		kʰ ɤu ⁵⁵																	
841-2		ts y ³³																	
845-2		ts ɤ ²⁴																	
848-2		p au ¹³																	
858-2		p ɤ ²⁴																	
862-2		t o ⁴¹																	
869-2		tɕʰ ieː ¹³																	
874-2		tsʰ ʅ ³³																	
876-2		t j au ⁵⁵																	
883-2		ts ɤu ²⁴																	
894-2		t j au ⁵⁵																	
903-2		ts j e ²⁴																	
905-2		t ei ³³																	
910-2		t i ¹³																	
911-2		ts a ²⁴																	
926-2		p oː ³³																	
934-2		m o ²⁴																	
968-2		s ɤu ³³																	
970-2		k ai ⁴¹																	
982-2		t a n ⁴¹																	
986-2		tɕ j au ³³																	
997-2		tɕ i n ³³																	
998-2		f u ⁴¹																	
1001-2		s ə n ³³																	
1003-2		ɕ a n ³³																	
1005-2		pʰ a n ¹³																	
1008-2		ts ɤu ²⁴																	
1011-2		ʈʂ i ²⁴																	
1014-2		tsʰ au ⁴¹																	
1016-2		x a n ⁵⁵																	
1021-2		m i n ³³																	
1023-2		a ²¹																	
1024-2		s i n ³³																	
1029-2		s i ³³																	
1033-2		ts ai ³³																	
1034-2		n a ⁴¹																	
1036-2		ʈʂ ə n ¹³																	
1045-2		t a n ⁵⁵																	
1060-2		t j e ²⁴																	
1061-2		j ɤu ¹³																	
1064-2		w a n ³³																	
1065-2		ts au ³³																	
1067-2		m o ²⁴																	
1070-2		p i n ³³																	
1073-2		t o ⁴¹																	
1075-2		n i ⁴¹																	
1077-2		ai ¹³																	
1078-2		ʈʂʰ ə n ³³																	
1083-2		t o ŋ ³³																	
1084-2		ɕ o ŋ ³³																	
1085-2		t a n ⁴¹																	
1088-2		ʈʂ ə n ³³																	
1089-2		n i n ³³																	
1091-2		k o ⁴¹																	
1092-2		ts ʅ ³³																	
1093-2		k u ⁴¹																	
1094-2		tɕ j ɤu ⁵⁵																	
1104-2		tɕ y ³³																	
1106-2		tsʰ ai ¹³																	
1107-2		ts i ³³																	
1112-2		k ə n ³³																	
1116-2		t au ¹³																	
1119-2		ts o ²⁴																	
1122-2		t o ŋ ⁵⁵																	
1127-2		s au ³³																	
1129-2		n i ¹³																	
1131-2		t i ⁵⁵																	
1133-2		f u ³³																	
1145-2		i ⁴¹																	
1173-2		ɕ y ⁵⁵																	
1187-2		tɕ ieː ⁵⁵																	
1194-2		k au ³³																	
1209-2		s i ⁴¹																	
1217-2		s ɤ ²⁴																	
1221-2		m a ⁴¹																	
1223-2		t ɤu ²⁴																	
1225-2		n au ¹³																	
1230-2		ʈʂ i ³³																	
1231-2		ɕ ei ⁴¹																	
2-3			i k ²¹																
4-3			tsʰ i k ²¹																
5-3			t a ŋ ³³																
6-3			s a m ³³																
7-3			s a ŋ ³³																
8-3			h oi ³⁵																
9-3			p a ʔ ²¹																
17-3			ts e ŋ ³³																
31-3			k j u ⁵³																
32-3			l e ⁵⁵																
33-3			ts u ⁵³																
38-3			h ou ³⁵																
40-3			e ŋ ⁵⁵																
42-3			kʰ ou ⁵³																
43-3			tsʰ e ŋ ⁵³																
46-3			w a ŋ ⁵⁵																
52-3			l j a ŋ ³³																
53-3			tsʰ i ŋ ³³																
56-3			k e ŋ ³³																
59-3			t a ⁵³																
60-3			ts e ŋ ³³																
64-3			l eː ŋ ³³																
68-3			k e ŋ ¹¹																
85-3			w i ³⁵																
86-3			t i ³³																
87-3			ts u ³³																
93-3			l i ⁵³																
98-3			l i ⁵⁵																
109-3			s eː ŋ ³³																
115-3			t au ³⁵																
118-3			k j a ʔ ²¹																
124-3			k u ⁵³																
127-3			ts u ²¹³																
133-3			t au ¹¹																
144-3			s a ⁵³																
161-3			h e ŋ ³³																
166-3			k j a ŋ ³³																
170-3			t i ⁵⁵																
171-3			t ou ⁵⁵																
173-3			k e k ⁴																
174-3			l w i ⁵³																
175-3			tsʰ e ŋ ⁵⁵																
176-3			l j a ŋ ³³																
177-3			p a ²¹																
179-3			l o k ⁴																
181-3			p e ŋ ³³																
182-3			kʰ i ⁵⁵																
189-3			k e ŋ ³³																
191-3			t o ŋ ³³																
193-3			l i ³³																
198-3			t a ŋ ²¹³																
199-3			h e ŋ ³³																
200-3			ts a k ²¹																
202-3			t au ³³																
205-3			h i ŋ ³³																
206-3			ts j e ʔ ²¹																
209-3			w e ʔ ⁴																
211-3			tsʰ ai ³³																
215-3			l i ⁵⁵																
216-3			k w a k ²¹																
217-3			t au ⁵⁵																
219-3			s e ʔ ²¹																
220-3			ts i ²¹³																
225-3			tsʰ e ŋ ⁵⁵																
230-3			ts e ŋ ²¹³																
234-3			pʰ e k ²¹																
238-3			l i ʔ ⁴																
242-3			tsʰ i ³⁵																
253-3			k e ŋ ⁵⁵																
256-3			ts e k ⁴																
261-3			h w e ³³																
262-3			p e ʔ ²¹																
263-3			ts i ⁵⁵																
264-3			ts j a ŋ ³³																
271-3			s i ʔ ⁴																
272-3			tsʰ e ŋ ³³																
274-3			h ou ³⁵																
275-3			p e ŋ ²¹³																
279-3			l a m ⁵⁵																
287-3			l e ŋ ⁵³																
291-3			h au ⁵⁵																
295-3			ts u ²¹³																
300-3			j u ⁵⁵																
303-3			ts u ⁵³																
306-3			kʰ au ⁵³																
307-3			k ou ⁵³																
308-3			ts u ²¹³																
312-3			k j u ²¹³																
313-3			kʰ au ⁵³																
314-3			tʰ ai ⁵⁵																
323-3			m eː ŋ ⁵⁵																
325-3			t ou ⁵³																
330-3			h u ⁵³																
334-3			ts i k ²¹																
335-3			ts w i ³³																
338-3			k au ⁵³																
339-3			ts u ³³																
341-3			h ou ⁵⁵																
342-3			m eː ŋ ¹¹																
343-3			h w o ⁵⁵																
344-3			k j e ⁵³																
349-3			k e k ²¹																
353-3			tsʰ e ŋ ³³																
360-3			k au ⁵⁵																
375-3			ts w i ⁵³																
388-3			ts i ³³																
389-3			h w i ⁵⁵																
392-3			k u ŋ ²¹³																
394-3			tsʰ e ŋ ³³																
401-3			t ou ⁵³																
402-3			t ai ³⁵																
403-3			t i ³⁵																
409-3			ts o ⁵³																
418-3			m o ⁵⁵																
441-3			t a ŋ ⁵⁵																
443-3			m i ²¹																
459-3			h w i ³⁵																
460-3			t o ³³																
461-3			l i ³⁵																
464-3			t e ⁵⁵																
465-3			t a ŋ ³³																
466-3			t au ⁵⁵																
467-3			h ou ⁵⁵																
469-3			s i ʔ ²¹																
480-3			s o k ⁵³																
482-3			l i ⁵³																
484-3			h au ⁵³																
491-3			m i ²¹³																
492-3			tsʰ i ³³																
495-3			ts j u ⁵³																
496-3			k ou ³³																
507-3			h j a ŋ ³³																
509-3			ts u ⁵³																
510-3			pʰ o ⁵⁵																
513-3			s ou ³³																
518-3			s au ⁵³																
525-3			ts i ⁵³																
527-3			e ŋ ¹¹																
533-3			h ai ⁵⁵																
548-3			k a ʔ ²¹																
554-3			h ai ⁵⁵																
558-3			j o ŋ ⁵⁵																
564-3			h ou ⁵⁵																
580-3			s i ʔ ²¹																
587-3			s j u ²¹³																
588-3			s w u ⁵³																
589-3			ts e ŋ ³³																
594-3			ts e k ²¹																
602-3			tʰ o k ²¹																
604-3			h i ⁵³																
611-3			s a ³³																
630-3			ts u ⁵³																
637-3			k e ŋ ³³																
638-3			ts i ³³																
639-3			p w e ²¹³																
644-3			ts u ⁵³																
648-3			s i k ⁴																
652-3			l au ⁵³																
657-3			k a ŋ ³³																
658-3			pʰ e ŋ ³³																
659-3			m e ŋ ⁵⁵																
665-3			tsʰ a ŋ ³³																
692-3			k e ŋ ³³																
696-3			t i ³⁵																
707-3			e ŋ ³³																
719-3			t e k ²¹																
727-3			s eː ŋ ³³																
732-3			a ŋ ³³																
733-3			m a ŋ ⁵⁵																
735-3			kʰ w i ²¹³																
740-3			p e ⁵⁵																
773-3			s j a ŋ ³³																
788-3			m a ¹¹																
808-3			t i ŋ ³³																
809-3			l i ⁵³																
816-3			t au ⁵⁵																
818-3			kʰ a ŋ ⁵⁵																
821-3			s i ŋ ²¹³																
822-3			s j u ⁵³																
826-3			t e ʔ ²¹																
829-3			t au ²¹³																
841-3			ts w i ³³																
845-3			ts a k ²¹																
848-3			p au ⁵⁵																
858-3			pʰ e ʔ ²¹																
862-3			tʰ o ³³																
869-3			kʰ j e ŋ ⁵⁵																
874-3			ts i ³³																
876-3			t j o ²¹³																
883-3			ts a k ²¹																
894-3			t j əu ²¹³																
903-3			ts j e ʔ ²¹																
905-3			tʰ w i ³³																
910-3			t i ⁵⁵																
911-3			ts a k ²¹																
926-3			p e ŋ ³³																
934-3			m o ²¹																
968-3			s u ³³																
970-3			k ai ⁵³																
982-3			k a m ⁵³																
986-3			k əu ³³																
997-3			k e ŋ ³³																
998-3			h u ¹¹																
1001-3			s eː ŋ ³³																
1003-3			s a ŋ ³³																
1005-3			pʰ a ŋ ⁵⁵																
1008-3			ts a k ²¹																
1011-3			l i ʔ ⁴																
1014-3			tsʰ au ⁵³																
1016-3			kʰ uaː ¹¹																
1021-3			tsʰ eː ŋ ³³																
1023-3			t i ¹¹																
1024-3			tsʰ eː ŋ ³³																
1029-3			s i ³³																
1033-3			s ai ⁵³																
1034-3			w e ŋ ⁵³																
1036-3			k e ŋ ³³																
1045-3			tʰ a ²¹³																
1060-3			w e ʔ ⁴																
1061-3			j u ⁵⁵																
1064-3			a ŋ ³³																
1065-3			ts əu ³³																
1067-3			m a k ⁴																
1070-3			p e ŋ ³³																
1073-3			t w o ⁵³																
1075-3			l i ⁵³																
1077-3			pʰ ai ⁵⁵																
1078-3			tsʰ e ŋ ³³																
1083-3			t o ŋ ³³																
1084-3			s i ŋ ³³																
1085-3			t a m ⁵³																
1088-3			ts i ŋ ³³																
1089-3			l eː ŋ ³³																
1091-3			k w e ⁵³																
1092-3			ts ɿ ³³																
1093-3			k ou ⁵³																
1094-3			k u ²¹³																
1104-3			ts u ³³																
1106-3			tsʰ e ⁵⁵																
1107-3			ts i ³³																
1112-3			k i ŋ ³³																
1116-3			t o ⁵⁵																
1119-3			ts a k ²¹																
1122-3			t o ŋ ⁵⁵																
1127-3			s a ³³																
1129-3			l i ⁵⁵																
1131-3			tʰ i ³³																
1133-3			h ou ³³																
1145-3			i ⁵³																
1173-3			s u ³⁵																
1187-3			tsʰ e ŋ ²¹³																
1194-3			k ou ³³																
1209-3			h i ⁵³																
1217-3			s a ʔ ²¹																
1221-3			m a ⁵³																
1223-3			t e k ²¹																
1225-3			l i ⁵⁵																
1230-3			ts i ³³																
1231-3			s w i ⁵³																
2-4				i ³¹															
4-4				tsʰ i ³¹															
5-4				tsʰ a ŋ ¹³															
6-4				s a n ⁴⁴															
7-4				s a ŋ ¹³															
8-4				x j ai ¹³															
9-4				p a ³¹															
17-4				ts o ŋ ⁴⁴															
31-4				tɕ j əu ¹³															
32-4				n au ⁵³															
33-4				ts u ⁵³															
38-4				i ¹³															
40-4				o n ³¹															
42-4				k u ⁵³															
43-4				tɕʰ i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ⁴⁴															
53-4				s ə n ⁴⁴															
56-4				tɕʰ i n ⁴⁴															
59-4				tʰ ei ⁴⁴															
60-4				tsʰ a ŋ ⁴⁴															
64-4				n i n ¹³															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ⁴⁴															
87-4				ts u ¹³															
93-4				n i ⁵³															
98-4				n ai ³¹															
109-4				s i n ⁴⁴															
115-4				t au ⁵³															
118-4				tɕ j a ³¹															
124-4				tɕ j əu ⁵³															
127-4				ts əu ¹³															
133-4				t əu ¹³															
144-4				s ei ⁵³															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k j a ŋ ⁴⁴															
170-4				pʰ i ³¹															
171-4				t u ¹³															
173-4				p ts u ³¹															
174-4				n w ei ¹³															
175-4				tɕʰ j a n ³¹															
176-4				n j a ŋ ⁴⁴															
177-4				p a ³¹															
179-4				n u ³¹															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ³¹															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
