COGID	Beijing	Changsha	Chaozhou	Chengdu	Fuzhou	Guangzhou	Hankou	Jinan	Meixian	Nanchang	Shanghai	Shuangfeng	Suzhou	Taiyuan	Wenzhou	Xiamen	XiAn	Yangzhou	ZhongyuanYinyun
43-4				tɕʰ i n ⁵³															
46-4				w a ŋ ³¹															
52-4				n j a ŋ ⁴⁴															
53-4				s ə n ⁴⁴															
56-4				tɕ i n ⁴⁴															
59-4				tʰ o ⁴⁴															
60-4				tsʰ a ŋ ¹³															
64-4				n i n ³¹															
68-4				tɕ j a n ¹³															
85-4				w ei ¹³															
86-4				t i ¹³															
87-4				tɕʰ u ¹³															
93-4				n i ⁵³															
98-4				n ai ³¹															
109-4				ɕ i n ⁴⁴															
115-4				t au ¹³															
118-4				tɕ j a ³¹															
124-4				tɕ j ai ⁵³															
127-4				ts o ¹³															
133-4				tʰ əu ⁴⁴															
144-4				s əu ⁴⁴															
161-4				ɕ ɥ o ŋ ⁴⁴															
166-4				k w a ŋ ⁴⁴															
170-4				tʰ i ⁵³															
171-4				tʰ u ⁵³															
173-4				t s i ³¹															
174-4				n w ei ¹³															
175-4				tɕʰ j a n ³¹															
176-4				n j a ŋ ⁵³															
177-4				p a ³¹															
179-4				n u ³¹															
181-4				p i n ⁴⁴															
182-4				tɕʰ i ⁴⁴															
189-4				k w a n ⁴⁴															
191-4				t o ŋ ⁴⁴															
193-4				n ə n ⁴⁴															
198-4				t o ŋ ¹³															
199-4				ɕ ɥ o ŋ ⁴⁴															
2-5					ei ʔ ²³														
4-5					tsʰ ei ʔ ⁴														
5-5					tsʰ ɔ ŋ ²⁴²														
6-5					s a ŋ ⁴⁴														
7-5					s ɔ ŋ ⁵²														
8-5					x a ²⁴²														
9-5					p ou ʔ ²³														
17-5					ts y ŋ ⁴⁴														
31-5					k j eu ³¹														
32-5					l a ³¹														
33-5					tsʰ y ³¹														
38-5					ŋ i ²⁴²														
40-5					y ŋ ⁵²														
42-5					k u ³¹														
43-5					tsʰ i ŋ ³¹														
46-5					w ɔ ŋ ⁵²														
52-5					l w ɔ ŋ ⁴⁴														
53-5					s i ŋ ⁵²														
56-5					k i ŋ ⁴⁴														
59-5					t ɔ ⁴⁴														
60-5					tsʰ ɔ ŋ ²⁴²														
64-5					l i ŋ ⁵²														
68-5					ts j e ŋ ⁵²														
85-5					w ei ²⁴²														
86-5					t ɔ ²⁴²														
87-5					tsʰ y ²⁴²														
93-5					l i ³¹														
98-5					l ai ⁵²														
109-5					s i ŋ ⁴⁴														
115-5					t ɔ ⁴⁴														
118-5					ts j e ʔ ⁴														
124-5					k eu ³¹														
127-5					ts ɔ ³¹														
133-5					tʰ ai ⁴⁴														
144-5					s eu ⁴⁴														
161-5					s y ŋ ⁴⁴														
166-5					k w ou ŋ ⁴⁴														
170-5					t i ⁵²														
171-5					tʰ ɔ ²¹³														
173-5					t i ʔ ⁴														
174-5					l w ei ²⁴²														
175-5					tsʰ j e ŋ ⁵²														
176-5					l w ɔ ŋ ³¹														
177-5					p a ʔ ²³														
179-5					l i ʔ ²³														
181-5					p i ŋ ⁴⁴														
182-5					t i ⁴⁴														
189-5					k w a ŋ ⁴⁴														
191-5					t u ŋ ⁴⁴														
193-5					l i ŋ ⁴⁴														
198-5					t ei ŋ ²⁴²														
199-5					x y ŋ ⁵²														
2-6						a k ²													
4-6						tʃʰ ɛ k ²													
5-6						tʃʰ œ ŋ ²²													
6-6						ʃ aː n ⁵⁵													
7-6						ʃ œ ŋ ²¹													
8-6						h a ³³													
9-6						p u k ⁵													
17-6						tʃ u ŋ ⁵⁵													
31-6						tʃ au ²³													
32-6						l i ³⁵													
33-6						tʃ y ³⁵													
38-6						j i ²³													
40-6						a n ²¹													
42-6						tʰ u ³⁵													
43-6						tʃʰ ɪ ŋ ³⁵													
46-6						m ɔ ŋ ²¹													
52-6						l œ ŋ ⁵⁵													
53-6						ʃ a n ⁵⁵													
56-6						k a n ⁵⁵													
59-6						tʰ ɔ ⁵⁵													
60-6						tʃʰ œ ŋ ²¹													
64-6						l ɪ ŋ ²¹													
68-6						tʃ i n ³³													
85-6						w œy ²²													
86-6						t ai ²²													
87-6						tʃʰ œy ³⁵													
93-6						l ei ²³													
98-6						l ɔi ²¹													
109-6						ʃ a n ⁵⁵													
115-6						t ou ³³													
118-6						tʃ i t ³													
124-6						k aːi ³⁵													
127-6						tʃ ɔ ³⁵													
133-6						tʰ au ⁵⁵													
144-6						ʃ au ⁵⁵													
161-6						h u ŋ ⁵⁵													
166-6						k m ɔ ŋ ⁵⁵													
170-6						tʰ i ²¹													
171-6						tʰ ou ³³													
173-6						t ʃ a t ²													
174-6						l œy ²²													
175-6						tʃʰ i n ²¹													
176-6						l œ ŋ ²³													
177-6						p aː k ³													
179-6						l u k ²													
181-6						p ɪ ŋ ⁵⁵													
182-6						tʃ i ⁵⁵													
189-6						k y n ⁵⁵													
191-6						t u ŋ ⁵⁵													
193-6						l a ŋ ³⁵													
198-6						t u ŋ ²²													
199-6						h u ŋ ²¹													
2-7							i ²¹³												
4-7							tsʰ i ²¹³												
5-7							tsʰ a ŋ ³⁵												
6-7							s a n ⁵⁵												
7-7							s a ŋ ³⁵												
8-7							x j ai ³⁵												
9-7							p o ²¹³												
17-7							ts o ŋ ⁵⁵												
31-7							tɕ j ou ⁴²												
32-7							n i ⁴²												
33-7							tɕ y ³⁵												
38-7							s i ³⁵												
40-7							o n ²¹³												
42-7							u ⁴²												
43-7							tɕʰ i n ⁴²												
46-7							w a ŋ ²¹³												
52-7							n j a ŋ ⁵⁵												
53-7							s ə n ⁵⁵												
56-7							tɕ i n ⁵⁵												
59-7							tʰ o ⁵⁵												
60-7							tsʰ a ŋ ³⁵												
64-7							n i n ²¹³												
68-7							tɕ j a n ³⁵												
85-7							w ei ³⁵												
86-7							t i ³⁵												
87-7							tɕʰ y ³⁵												
93-7							n i ⁴²												
98-7							n ai ²¹³												
109-7							ɕ i n ⁵⁵												
115-7							t au ³⁵												
118-7							tɕ j a ²¹³												
124-7							tɕ j ai ⁴²												
127-7							ts o ³⁵												
133-7							tʰ ou ⁵⁵												
144-7							s ou ⁵⁵												
161-7							ɕ j o ŋ ⁵⁵												
166-7							k w a ŋ ⁵⁵												
170-7							tʰ i ²¹³												
171-7							tʰ ou ⁴²												
173-7							t i ²¹³												
174-7							n ei ³⁵												
175-7							tɕ j a n ²¹³												
176-7							n j a ŋ ⁴²												
177-7							p a ²¹³												
179-7							n j ou ²¹³												
181-7							p i n ⁵⁵												
182-7							tɕʰ i ²¹³												
189-7							k w a n ⁵⁵												
191-7							t o ŋ ⁵⁵												
193-7							n ə n ⁵⁵												
198-7							t o ŋ ³⁵												
199-7							ɕ j o ŋ ⁵⁵												
2-8								i ²¹³											
4-8								ʈʂʰ i ²¹³											
5-8								ʈʂʰ a ŋ ²¹											
6-8								ʂ aː ²¹³											
7-8								ʂ a ŋ ²¹											
8-8								x j a ²¹											
9-8								p u ²¹³											
17-8								ʈʂ u ŋ ²¹³											
31-8								tɕ j ou ⁵⁵											
32-8								j i ⁵⁵											
33-8								ʈʂ u ⁵⁵											
38-8								i ²¹											
40-8								yeː ⁴²											
42-8								u ⁵⁵											
43-8								tɕʰ i ŋ ⁵⁵											
46-8								w a ŋ ⁴²											
52-8								l j a ŋ ²¹³											
53-8								ʂ eː ²¹³											
56-8								tɕ ieː ²¹³											
59-8								tʰ ə ²¹³											
60-8								ʈʂʰ a ŋ ²¹											
64-8								l i ŋ ⁴²											
68-8								tɕ iaː ²¹											
85-8								w ei ²¹											
86-8								t i ²¹											
87-8								tɕʰ u ²¹											
93-8								l i ⁵⁵											
98-8								l ɛ ⁴²											
109-8								ɕ ieː ²¹³											
115-8								t ɔ ²¹											
118-8								tɕ j iaː ²¹³											
124-8								tɕ j ou ⁵⁵											
127-8								ts w ə ²¹											
133-8								tʰ ou ²¹³											
144-8								ʂ ou ²¹³											
161-8								ɕ y ŋ ²¹³											
166-8								k w a ŋ ²¹³											
170-8								tʰ i ⁴²											
171-8								tʰ u ⁵⁵											
173-8								t i ²¹											
174-8								l w ei ²¹											
175-8								tɕʰ iaː ⁴²											
176-8								l j a ŋ ⁵⁵											
177-8								p a ²¹³											
179-8								l u ⁴²											
181-8								p i ŋ ²¹³											
182-8								tɕʰ i ²¹³											
189-8								k uaː ²¹³											
191-8								t u ŋ ²¹³											
193-8								l i ŋ ²¹³											
198-8								t u ŋ ²¹											
199-8								ɕ y ŋ ²¹³											
2-9									i t ¹										
4-9									tsʰ a t ¹										
5-9									tsʰ ɔ ŋ ⁵²										
6-9									s a n ⁴⁴										
7-9									s ɔ ŋ ⁵²										
8-9									h a ⁵²										
9-9									p u t ¹										
17-9									tsʰ u ŋ ⁴⁴										
31-9									ts j u ³¹										
32-9									l a ³¹										
33-9									tsʰ u ³¹										
38-9									s i ³¹										
40-9									j u n ¹¹										
42-9									kʰ u ³¹										
43-9									tsʰ a ŋ ³¹										
46-9									v ɔ ŋ ¹¹										
52-9									l j ɔ ŋ ⁴⁴										
53-9									tsʰ ə n ⁴⁴										
56-9									k i n ⁴⁴										
59-9									tʰ i ⁴⁴										
60-9									tsʰ ɔ ŋ ⁴⁴										
64-9									l a ŋ ¹¹										
68-9									ts j ɛ n ⁵²										
85-9									v i ⁵²										
86-9									tʰ i ⁵²										
87-9									tsʰ i ⁴⁴										
93-9									l i ³¹										
98-9									l ai ¹¹										
109-9									s i n ⁴⁴										
115-9									t au ⁵²										
118-9									ts j a t ¹										
124-9									k a ³¹										
127-9									ts ɔ ³¹										
133-9									tʰ ɛu ⁴⁴										
144-9									s u ⁴⁴										
161-9									s j u ŋ ⁴⁴										
166-9									k j ɔ ŋ ⁴⁴										
170-9									j i ¹¹										
171-9									tʰ u ⁵²										
173-9									tsʰ s i t ⁵										
174-9									l w i ⁵²										
175-9									tsʰ j ɛ n ¹¹										
176-9									l j ɔ ŋ ⁴⁴										
177-9									p a t ¹										
179-9									l u k ⁵										
181-9									pʰ a ŋ ⁴⁴										
182-9									kʰ i ⁴⁴										
189-9									k j a n ⁴⁴										
191-9									t u ŋ ⁴⁴										
193-9									l i n ⁴⁴										
198-9									tʰ u ŋ ⁵²										
199-9									h j u ŋ ⁴⁴										
2-10										ə t ⁵									
4-10										tsʰ a t ⁵									
5-10										tsʰ ɔ ŋ ²¹³									
6-10										s a n ⁴²									
7-10										ɕ ɔ ŋ ²¹³									
8-10										h ŋ ai ²¹³									
9-10										p ɔ k ⁵									
17-10										tsʰ u ŋ ⁴²									
31-10										tɕ j u ²¹³									
32-10										l a ⁴⁵									
33-10										tɕ y ²¹³									
38-10										i ²¹³									
40-10										y n ²⁴									
42-10										u ²¹³									
43-10										tɕʰ i n ²¹³									
46-10										w ɔ ŋ ²¹									
52-10										l j ɔ ŋ ²¹									
53-10										s ə n ⁴²									
56-10										tɕ i n ⁴²									
59-10										tʰ i ⁴²									
60-10										tsʰ ɔ ŋ ²¹³									
64-10										l i n ²¹									
68-10										tɕ j ɛ n ²¹									
85-10										w i ⁴⁵									
86-10										tʰ i ²¹									
87-10										tɕ y ²¹									
93-10										l i ²¹³									
98-10										l ai ²⁴									
109-10										ɕ i n ⁴²									
115-10										t au ⁴²									
118-10										tɕ j ɛ t ⁵									
124-10										k a ²¹³									
127-10										ts o ²¹³									
133-10										tʰ j i ⁴²									
144-10										s a ⁴²									
161-10										ɕ j u ŋ ⁴²									
166-10										k w ɔ ŋ ⁴²									
170-10										tsʰ i ²¹³									
171-10										tʰ u ²¹³									
173-10										tsʰ i t ⁵									
174-10										l w əi ²¹³									
175-10										tɕʰ j ɛ n ²⁴									
176-10										l j ɔ ŋ ²¹³									
177-10										p a k ⁵									
179-10										l i t ⁵									
181-10										pʰ i n ⁴²									
182-10										tɕʰ i ²¹³									
189-10										k w ɔ n ⁴²									
191-10										t u ŋ ⁴²									
193-10										l i n ⁴²									
198-10										tʰ ɛ n ²¹³									
199-10										ɕ j u ŋ ⁴²									
2-11											ɪ ʔ ⁵								
4-11											tsʰ ɪ ʔ ¹³								
5-11											tsʰ ɒː ¹³								
6-11											s ɛ ⁵³								
7-11											s iaː ¹³								
8-11											ɦ a ⁵⁵								
9-11											p o ʔ ⁵								
17-11											tsʰ i ŋ ⁵³								
31-11											tɕ j ɯ ⁵⁵								
32-11											l a ¹³								
33-11											tsʰ y ⁵⁵								
38-11											z i ¹³								
40-11											ɥ i ŋ ¹³								
42-11											u ⁵⁵								
43-11											p i ŋ ⁵⁵								
46-11											ɒː ¹³								
52-11											l iaː ¹³								
53-11											ə ŋ ⁵³								
56-11											tɕ i ŋ ⁵³								
59-11											t u ⁵³								
60-11											tsʰ ɒː ¹³								
64-11											l i ŋ ¹³								
68-11											ts ɪ ¹³								
85-11											tʰ u ɛ ¹³								
86-11											t i ¹³								
87-11											tsʰ y ⁵⁵								
93-11											l i ¹³								
98-11											l ɛ ¹³								
109-11											s i ŋ ¹³								
115-11											t ɔ ¹³								
118-11											ts ɪ ʔ ⁵								
124-11											k a ⁵⁵								
127-11											ts ɤɯ ⁵⁵								
133-11											t ɤɯ ⁵³								
144-11											s ɤɯ ⁵³								
161-11											s j o ŋ ⁵³								
166-11											k ɒː ⁵³								
170-11											t i ¹³								
171-11											t u ⁵⁵								
173-11											t z ɤ ʔ ¹³								
174-11											l ɛ ¹³								
175-11											ts ɪ ¹³								
176-11											l iaː ¹³								
177-11											p a ʔ ⁵								
179-11											l o ʔ ¹³								
181-11											p i ŋ ⁵³								
182-11											ts i ⁵³								
189-11											k ø ⁵³								
191-11											t o ŋ ⁵³								
193-11											l ə ŋ ⁵⁵								
198-11											t o ŋ ¹³								
199-11											s j o ŋ ⁵³								
2-12												i ²³							
4-12												ʈʂʰ ɛ ²³							
5-12												dʑ a ŋ ³³							
6-12												s aː ⁵⁵							
7-12												ɕ a ŋ ²³							
8-12												ɣ o ³⁵							
9-12												p ʊ ²³							
17-12												tɕ i n ⁵⁵							
31-12												tɕ j ʊ ²¹							
32-12												n o ²¹							
33-12												t y ²¹							
38-12												i ³³							
40-12												i n ²³							
42-12												əu ²¹							
43-12												tɕ i n ²¹							
46-12												a ŋ ²³							
52-12												n j a ŋ ⁵⁵							
53-12												ɕ i n ⁵⁵							
56-12												tɕ i n ⁵⁵							
59-12												d e ⁵⁵							
60-12												dʑ a ŋ ³⁵							
64-12												n i n ²³							
68-12												tɕ ɪː ³⁵							
85-12												w e ³⁵							
86-12												d i ³³							
87-12												tɕʰ y ³³							
93-12												n i ²¹							
98-12												n w e ²³							
109-12												ɕ i n ⁵⁵							
115-12												t ə ⁵⁵							
118-12												tɕ j ɪː ²³							
124-12												k o ²¹							
127-12												ts ʊ ²¹							
133-12												tʰ j e ⁵⁵							
144-12												ɕ ʊ ⁵⁵							
161-12												ɕ i n ⁵⁵							
166-12												k j a ŋ ⁵⁵							
170-12												d i ²³							
171-12												tʰ əu ²¹							
173-12												tʰ i ³⁵							
174-12												n w e ³⁵							
175-12												tɕ ɪː ²³							
176-12												n j a ŋ ²¹							
177-12												p a ²³							
179-12												n j ʊ ³⁵							
181-12												b i n ⁵⁵							
182-12												tɕʰ i ⁵⁵							
189-12												k iɛː ⁵⁵							
191-12												t a ŋ ⁵⁵							
193-12												n i ⁵⁵							
198-12												d a ŋ ³³							
199-12												ɕ i n ⁵⁵							
2-13													ɤ ʔ ⁴						
4-13													tsʰ j ɤ ʔ ⁴						
5-13													ɒ ŋ ⁴¹²						
6-13													s ɛ ⁴⁴						
7-13													s ɒ ŋ ⁴¹²						
8-13													ɦ j ɒ ³¹						
9-13													p o ʔ ⁴						
17-13													o ŋ ⁴⁴						
31-13													ts j øy ³¹						
32-13													l ɒ ⁴¹²						
33-13													ts ɥ ⁵²						
38-13													i ²⁴						
40-13													ɥ ə n ²⁴						
42-13													əu ⁴⁴						
43-13													tsʰ i n ⁵²						
46-13													v ɒ ŋ ²⁴						
52-13													l j a ŋ ³¹						
53-13													s z ə n ²⁴						
56-13													tɕ i n ⁴⁴						
59-13													tʰ əu ⁴⁴						
60-13													tsʰ ɒ ŋ ⁴¹²						
64-13													l i n ³¹						
68-13													ts ɪ ³¹						
85-13													ɦ u ɛ ³¹						
86-13													d i ³¹						
87-13													ts ɥ ³¹						
93-13													l i ³¹						
98-13													l ɛ ²⁴						
109-13													s i n ⁴⁴						
115-13													t æ ⁴⁴						
118-13													ts j ɤ ʔ ⁴						
124-13													tɕ j ɒ ⁵²						
127-13													ts əu ⁴¹²						
133-13													tʰ i ⁴⁴						
144-13													s æ ⁴⁴						
161-13													ɕ j o ŋ ⁴⁴						
166-13													k v ɒ ŋ ⁴⁴						
170-13													b i ²⁴						
171-13													tʰ əu ⁵²						
173-13													k z ɤ ʔ ²³						
174-13													l ɛ ³¹						
175-13													z ɪ ²⁴						
176-13													l j a ŋ ³¹						
177-13													p o ʔ ⁴						
179-13													l ɤ ʔ ²³						
181-13													b i n ⁴⁴						
182-13													tɕʰ i ²⁴						
189-13													k w ø ⁴⁴						
191-13													t o ŋ ⁴⁴						
193-13													l i n ⁴⁴						
198-13													d ə n ³¹						
199-13													ɕ j o ŋ ⁴⁴						
2-14														ə ʔ ²					
4-14														tsʰ j ə ʔ ²					
5-14														tsʰ ɒː ⁴⁵					
6-14														s æː ¹¹					
7-14														s iɒː ⁴⁵					
8-14														x j a ⁴⁵					
9-14														p ə ʔ ²					
17-14														ts u ŋ ¹¹					
31-14														tɕ j ou ⁵³					
32-14														j i ⁵³					
33-14														tɕʰ y ⁵³					
38-14														s i ⁴⁵					
40-14														y ŋ ¹¹					
42-14														kʰ u ⁵³					
43-14														tɕʰ i ŋ ⁵³					
46-14														v ɒː ¹¹					
52-14														l iɒː ¹¹					
53-14														s ə ŋ ¹¹					
56-14														tɕ i ŋ ¹¹					
59-14														tʰ ə ¹¹					
60-14														tsʰ ɒː ¹¹					
64-14														l i ŋ ¹¹					
68-14														tɕ j ɛ ⁴⁵					
85-14														v ei ⁴⁵					
86-14														t i ¹¹					
87-14														ts u ⁴⁵					
93-14														l i ⁵³					
98-14														l ai ¹¹					
109-14														ɕ i ŋ ¹¹					
115-14														t au ¹¹					
118-14														tɕ j ɛ ʔ ²					
124-14														tɕ j ɛ ⁵³					
127-14														ts w ə ⁴⁵					
133-14														tʰ ou ¹¹					
144-14														s ou ¹¹					
161-14														ɕ y ŋ ¹¹					
166-14														k ɒː ¹¹					
170-14														tʰ i ¹¹					
171-14														tʰ u ⁵³					
173-14														t s ə ʔ ²					
174-14														l w ei ⁴⁵					
175-14														tɕʰ j ɛ ¹¹					
176-14														l iɒː ⁵³					
177-14														p a ʔ ²					
179-14														l w ə ʔ ²					
181-14														p i ŋ ¹¹					
182-14														tɕʰ i ¹¹					
189-14														k j æː ¹¹					
191-14														t u ŋ ¹¹					
193-14														l ə ŋ ¹¹					
198-14														t u ŋ ⁴⁵					
199-14														ɕ y ŋ ¹¹					
2-15															ai ³²³				
4-15															tsʰ ei ³²³				
5-15															tɕʰ ɔ ³¹				
6-15															s a ⁴⁴				
7-15															ɕ i ³¹				
8-15															ɦ o ⁴²				
9-15															p o ³²³				
17-15															tɕʰ o ŋ ⁴⁴				
31-15															tɕ j au ³⁴				
32-15															l i ³¹				
33-15															tsʰ ɿ ⁴⁵				
38-15															z ɿ ³⁴				
40-15															dʑ j a ŋ ³¹				
42-15															kʰ u ⁴⁵				
43-15															tsʰ e ŋ ⁴⁵				
46-15															ɦ w ɔ ³¹				
52-15															l i ³¹				
53-15															s a ŋ ⁴⁴				
56-15															tɕ a ŋ ⁴⁴				
59-15															d u ⁴⁴				
60-15															tɕʰ ɔ ³¹				
64-15															l e ŋ ³¹				
68-15															tɕ i ³¹				
85-15															v ai ²²				
86-15															d ei ⁴⁴				
87-15															tsʰ ɿ ²²				
93-15															l i ³⁴				
98-15															l ɛ ³¹				
109-15															s a ŋ ⁴⁴				
115-15															t ɜ ⁴⁴				
118-15															tɕ i ³²³				
124-15															k a ⁴⁵				
127-15															ts ɿ ⁴⁵				
133-15															tʰ u ⁴⁴				
144-15															ɕ u ⁴⁴				
161-15															s ɥ o ŋ ⁴⁴				
166-15															k ɔ ⁴⁴				
170-15															z i ³¹				
171-15															tʰ ɵy ⁴⁵				
173-15															t z ai ²¹²				
174-15															n ai ²²				
175-15															tɕ i ³¹				
176-15															l i ³¹				
177-15															p a ³²³				
179-15															l u ²¹²				
181-15															b e ŋ ⁴⁴				
182-15															tsʰ ei ³¹				
189-15															k ø ⁴⁴				
191-15															t o ŋ ⁴⁴				
193-15															l e ŋ ⁴⁴				
198-15															d a ŋ ²²				
199-15															ɕ ɥ o ŋ ⁴⁴				
2-16																i ²¹			
4-16																tsʰ i ²¹			
5-16																a ŋ ⁵⁵			
6-16																s aː ²¹			
7-16																ɕ a ŋ ⁵⁵			
8-16																x j a ⁵⁵			
9-16																p a ²¹			
17-16																o ŋ ²¹			
31-16																tɕ j ou ⁵³			
32-16																j i ⁵³			
33-16																f u ⁵³			
38-16																s i ⁵⁵			
40-16																y ²⁴			
42-16																u ⁵³			
43-16																tɕʰ i ŋ ⁵³			
46-16																v a ŋ ²⁴			
52-16																l j a ŋ ²¹			
53-16																ʂ eː ²¹			
56-16																tɕ ieː ²¹			
59-16																tʰ o ²¹			
60-16																a ŋ ⁵⁵			
64-16																l i ŋ ²⁴			
68-16																tɕ iaː ⁵⁵			
85-16																w ei ⁵⁵			
86-16																t i ⁵⁵			
87-16																tɕʰ y ⁵³			
93-16																l i ⁵³			
98-16																l ɛ ²⁴			
109-16																ɕ ieː ²¹			
115-16																t au ⁵⁵			
118-16																tɕ j iaː ²¹			
124-16																tɕ j e ⁵³			
127-16																ts w o ⁵⁵			
133-16																tʰ ou ²¹			
144-16																ʂ ou ²¹			
161-16																ɕ y ŋ ²¹			
166-16																k j a ŋ ²¹			
