COGID	1	10	2	3	4	5	6	7	8	9
3067-2		n t u								
3531-2		a a i k a								
1033-2		k o n l l								
3185-2		v i i a								
794-2		v e k i a								
143-2		v u u								
240-2		o g a								
388-2		u u m								
599-2		t a m m b								
969-2		s a								
994-2		n e u e k								
1606-2		o t t o								
1629-2		ŋ i i								
1895-2		j a								
2592-2		l o l a								
2884-2		p j a								
3148-2		i t a								
3261-2		t e t e								
2689-3			n a m a							
893-3			a n a							
1285-3			n w a							
1303-3			k o m a							
2197-3			s a l a							
2828-3			i i a a							
3572-3			s o n i							
1095-3			l i m a							
1755-3			n e							
1789-3			x a l a a k a							
3207-3			f u l a							
3519-3			tʰ u m a							
3686-3			j m a a							
4249-3			x u m i							
4451-3			β i s i							
448-3			j u n a							
630-3			β e e l e							
1216-3			k a β a							
1228-3			a a a							
1418-3			s i m a							
1475-3			k a a							
3397-3			β o l a							
4003-3			j β a							
4040-3			k e n i							
4373-3			a i m i							
4384-3			i n o							
181-3			k o o k o							
419-3			l o k a							
587-3			o ŋ k o							
660-3			l e l a							
1083-3			l i l a							
1350-3			l j a							
1374-3			n a a n n							
1396-3			s o f u							
1666-3			tʰ a n o							
1767-3			a o a o							
1906-3			i ŋ k i l a							
2177-3			ŋ k a p							
2286-3			l a							
2317-3			f u f a							
2750-3			e s i							
3275-3			x a a a							
3464-3			β o n a							
3639-3			tʰ e tʰ e m e a							
3981-3			i m a							
4192-3			f i m m a							
4260-3			s w a							
4350-3			l e e l o							
278-3			β a							
745-3			tʰ á x o							
3971-3			x a m a							
93-3			x o n o							
200-3			β i							
374-3			tʰ a l a a							
508-3			p o f u							
528-3			β i l i							
1137-3			s i x u							
1585-3			a l a							
1712-3			f u l o							
2088-3			β i s a							
2334-3			f i k o							
2393-3			m ŋ a							
2665-3			i ŋ k i							
2738-3			β e e l e							
3675-3			l a e i l e							
4137-3			m i l a							
4440-3			β i l i							
4574-3			a a a a a							
4688-3			i n w ŋ e							
2798-3			n w a							
3067-3			n tʰ u							
3531-3			a n i x a							
3767-3			l o							
4632-3			x s s i							
401-3			d a							
649-3			l e e tʰ a							
755-3			k u l a							
1032-3			x o a o l a							
1043-3			β á l a							
1273-3			l o o tʰ a							
1362-3			k i							
1895-3			ŋ a							
2615-3			n a a							
2784-3			k u l u							
2904-3			x e ŋ n d							
2689-4				ɲ a m						
893-4				á n a						
1285-4				ɲ a						
3572-4				s ɔ n i						
1755-4				n e						
1789-4				k á l a a g a						
3686-4				a m a á						
4451-4				b i s i						
1216-4				a b b						
4003-4				a b b						
419-4				ɔ ɔ a						
1122-4				b i n á						
1430-4				i s ɔ						
1666-4				t n ɔ ɔ						
1767-4				g ɔ k ɔ						
55-4				n a m a						
94-4				b ɔ k ɔ						
2717-4				g a ŋ g a						
1339-4				t a i						
4632-4				k s i						
2784-4				a u l o						
3160-4				l u r a						
2689-5					n a m a					
893-5					a a a					
1285-5					n w a					
1303-5					g o m					
2197-5					ʃ a l					
2828-5					i i a					
3572-5					s o n i					
1095-5					l i m					
3207-5					f u l a					
3519-5					t u m a					
3686-5					i i m a					
4249-5					k u m i					
448-5					j u n i					
630-5					β e e l e					
814-5					g o m e e					
1228-5					a w a					
1418-5					s i m a					
2026-5					t w e					
2775-5					β u m a					
3397-5					β o l					
3826-5					n o k					
4040-5					g e n i					
4373-5					l i m i					
4384-5					i n o					
84-5					a u u					
116-5					s i k					
587-5					o o g o					
848-5					k a l					
1159-5					n a					
1350-5					l j a					
1396-5					ʃ o f u					
1430-5					i s o					
1767-5					a o a o					
2286-5					l a					
2317-5					f u f a					
2419-5					s e k a					
2750-5					e s i					
3018-5					t i l					
3275-5					k a a a					
3441-5					s n ŋ g a					
3885-5					i u m o					
4192-5					f i m					
4260-5					s w					
4350-5					l e e l o					
278-5					β a					
745-5					t a k o					
3971-5					k a m a					
55-5					n m					
94-5					β o k o					
2717-5					g a ŋ g a					
4139-5					m i t a					
200-5					β i					
374-5					n a l w					
508-5					f o f u					
528-5					β i l i					
575-5					t a					
1137-5					s i g u					
1339-5					t g i					
1872-5					p a					
2537-5					o o m o					
2738-5					β e e l e					
2872-5					k o s i					
2893-5					i i k u					
3675-5					l a e e l e					
4028-5					a e n					
4238-5					i s ʃ ʃ i					
4429-5					β s s					
4485-5					s u					
2798-5					n w					
3531-5					a a n k k					
3767-5					l o					
4632-5					k a s i					
1033-5					k o ʃ o l					
3185-5					f i k a					
649-5					l e e t a					
1110-5					t e m a					
1263-5					t a p a					
1273-5					l o o t a					
1329-5					i k a l					
1617-5					i i k o					
1917-5					f u m a					
1969-5					a m a m					
2483-5					g u l u					
2615-5					a a					
2700-5					g a ŋ g a					
2884-5					f j j a					
2972-5					ʃ e e					
3030-5					l i p					
3261-5					t e t e					
1303-6						g o m				
1755-6						n s				
448-6						n o n i				
1475-6						ŋ				
3397-6						p o l				
2286-6						l				
278-6						p				
2717-6						ŋ a g a				
4137-6						m i l				
3767-6						l o				
1033-6						k o n o				
2689-7							n a b a			
893-7							a n a			
1285-7							n w a			
1303-7							ɣ o b a			
2197-7							z a l a			
2828-7							i i n			
3572-7							s o n i			
1095-7							a i m a			
1755-7							n e			
1789-7							k a a a a k a			
3519-7							t u m a			
3686-7							dʒ m b a			
4249-7							k u b i			
4451-7							v i s i			
814-7							k o b a e e			
1216-7							g a v			
1475-7							ɣ i a			
2026-7							t w e			
2775-7							v u b a a			
3826-7							z o k a			
4003-7							i v a			
4040-7							ɣ e n i			
84-7							u u u u			
116-7							i i k			
181-7							ɣ o o ɣ o o			
419-7							a o ɣ a			
587-7							o o ɣ o o			
660-7							l e l a			
848-7							k á l a			
1122-7							v i n a			
1159-7							e a			
1374-7							n á a n e			
1396-7							z o v u			
1430-7							i s e			
1906-7							i ŋ i i a			
2177-7							ŋ ɣ á			
2419-7							s e k a			
3018-7							z i a a			
3275-7							k a a n			
3441-7							s e ŋ ɣ a			
3464-7							v o n a			
3639-7							t e t e m e			
3885-7							t u b o			
4192-7							v i m a a			
745-7							t a k o			
3971-7							k a m a			
55-7							e a b a			
2717-7							k a ŋ g a			
4139-7							b i n a			
93-7							k o n o			
459-7							a u m a			
575-7							t a			
1712-7							v u a o			
2088-7							v i s a			
2166-7							e u u m a			
2334-7							p i g o			
2393-7							b ɲ a			
2537-7							a o b o			
2665-7							i ŋ ɣ i			
2997-7							g a a á			
4028-7							f ɲ			
4316-7							t á t u			
4429-7							v s s a			
4688-7							i e w			
3067-7							n t u			
3185-7							v i i k			
794-7							v e a e k			
143-7							v u u			
388-7							p u b u m			
599-7							t a a m a i			
836-7							s u u v a			
969-7							i z a			
1110-7							t e m			
1263-7							t á h			
1329-7							i k a l			
1362-7							ɣ i			
1606-7							o o t o			
1629-7							k v i			
1744-7							i v a			
1917-7							v u m			
1989-7							s a			
2037-7							g a t a			
2128-7							i e e m a ɲ			
2186-7							ɣ a n a			
2700-7							ɣ ŋ g a ɣ			
2797-7							a o m o			
2904-7							g e e n á a			
2972-7							z e e			
3148-7							i t a			
3364-7							z ʃ n			
2689-8								n a m a		
1285-8								n w a		
1303-8								ŋ ô m a		
2197-8								n a r a		
2828-8								ʃ n a a		
3572-8								ʃ ô n î		
1755-8								n e		
1789-8								k a r a ŋ g a		
3207-8								v u r a		
3519-8								d u m a		
3686-8								m a a		
4249-8								k u m î		
4451-8								β î ʃ î		
814-8								ŋ ô m b a e		
1228-8								a w a		
2026-8								t w e		
2775-8								β u m b a		
3826-8								n ô k a		
4040-8								ɣ e n î		
181-8								ɣ ô o ɣ o o		
660-8								r e r a		
848-8								k á r a		
1083-8								r î r a		
1159-8								n a		
1350-8								a e a		
1396-8								ʝ ô v u		
1666-8								d a a o o		
2177-8								ŋ g a		
2317-8								β u β a		
4260-8								ʝ w a		
745-8								t á k ô		
3971-8								k a m a		
94-8								β ô k ô		
2717-8								ŋ a ŋ g a		
4139-8								m i n a		
43-8								n i m u		
575-8								d a		
871-8								d á m a		
1339-8								t g i		
1585-8								a a a a		
1872-8								p a		
2893-8								ʝ i k u		
4028-8								β w e		
4316-8								d a d u		
4440-8								β î r î		
4485-8								ʃ u		
4688-8								w e		
2798-8								n w a		
794-8								β ʃ k e k a		
994-8								d e ʃ ŋ k		
1006-8								i u u u a		
1043-8								β a r a		
1617-8								î i o ô		
1969-8								m a m b a		
3364-8								t i		
2689-9									n a m a	
893-9									a n a	
1285-9									n r a	
1303-9									g o m a	
2197-9									s a l a	
2828-9									i i n a	
3572-9									s o n i	
1095-9									l i m a	
1789-9									k a l a a g a	
3207-9									b u l a	
4249-9									k u m i	
4451-9									b i s i	
630-9									b e e l e	
814-9									g o a b n e	
1228-9									a r a	
1418-9									s i m	
1475-9									g r a	
2026-9									n r e	
2775-9									b u m b a	
3397-9									b o l a	
3826-9									z o k a	
4003-9									b b	
4040-9									g n n i	
4373-9									l i m i	
4384-9									i n o	
116-9									s i k a	
181-9									g o ŋ g g o	
1083-9									l i l a	
1374-9									n a a n n	
1430-9									i s n	
1666-9									n a n o o	
1767-9									a o a o	
1906-9									i n i i a	
2177-9									ŋ g a p	
2419-9									s e k a	
2750-9									e s z	
3018-9									z i l a	
3441-9									s e ŋ g a	
3885-9									r u m o	
3981-9									i m b	
4260-9									s r a	
4350-9									l e e l o	
278-9									b a	
745-9									n a k o	
55-9									n a m a	
94-9									b o k o	
4139-9									m i n a	
200-9									b i	
528-9									b i l i	
871-9									d a m a	
2088-9									b i s a	
2166-9									n u m b a	
2334-9									b i g o	
2393-9									b a n a	
2537-9									l o m o	
2665-9									i ŋ g i	
2738-9									b e e l e	
2872-9									k o s i	
2997-9									g a a s a	
3075-9									g u l u b e	
4238-9									s i s i	
4429-9									b z s a	
4440-9									b i l i	
4485-9									s u	
4574-9									b w a a l a	
2798-9									n r a	
3067-9									n d u	
3767-9									l o	
4632-9									a s s i	
1033-9									k o n l a	
3185-9									b i i a	
240-9									o g a	
401-9									a a	
755-9									g u l a	
836-9									s u ʊ m a	
1006-9									n u u g u	
1744-9									i b a	
1989-9									s a g	
2037-9									g g n	
2128-9									g n e m a e	
2186-9									g a n a	
2483-9									g l l u	
2592-9									l o l a	
3030-9									l i p a	
3160-9									l u r a	
2689-10										n a m a
893-10										a a a
1285-10										n w a
2197-10										s a l a
2828-10										s i n a
1095-10										l i m a
1755-10										n e
3207-10										b ʊ l a
3519-10										r ʊ m a
448-10										e u n i
630-10										b e e l e
1216-10										ɔ a b a
1418-10										á i m a
2775-10										b ʊ m p a
3397-10										b ɔ l a
4373-10										l i m i
4384-10										i n ɔ
84-10										ʃ ʊ a ʊ
1083-10										l i l a
1122-10										b i n a
2286-10										l a
2317-10										b ʊ b a
3018-10										s i l a
3275-10										k a a n
3464-10										b ɔ n a
3639-10										r e r e m a
3885-10										ʃ ʊ m ɔ
3981-10										i m a
94-10										b ɔ k ɔ
4139-10										m i n a
43-10										d i m ʊ
374-10										a a l a
459-10										l ʊ m a
508-10										f ɔ b u
871-10										r a m a
1712-10										b u a o
2893-10										s i χ ʊ
3075-10										ɔ ʊ l ʊ b e
3531-10										a a n i a
794-10										b e k a
1032-10										χ o l o l a
2797-10										a a a a
