COGID	BelejeGonfoye	Fadashi	Maiyu	Undulu
376-4				ɓ i l i
815-4				g o r a
453-4				ɗ u ŋ e
67-4				ɗ θ ʃ e
47-4				ɗ o k o θ a
869-4				ɗ uː θ a
57-4				k aː g u
303-4				g a z ʔ i a
443-4				g e r a
884-4				g u n d i
166-4				g u n d i
918-4				a b a r e
831-4				h aː ʃ e
616-4				b e
84-4				h o ʃ l l e
346-4				h u θ u l u
601-4				z i g i
177-4				k ʔ a f a
341-4				k ʔ o l a
1066-4				f e n s i g a
318-4				f e ʃ i
241-4				m aː ʃ o
556-4				h a n d u u
191-4				ɓ ʔ m b e l
458-4				a z ʔ i z ʔ i
1-4				h a n z i r
751-4				r o
864-4				a ŋ o n i
154-4				a m a n z i
278-4				a m i l u i
766-4				ʃ oː r a
251-4				a g uː r u
582-4				o ʔ o ŋ
6-4				a l i
1106-4				n g o
473-4				ŋ i n e
1111-4				h a l u
957-4				m a r e
41-4				b i
566-4				a n a a n a o a o s
742-4				a g o
1044-4				ʃ i m b i l
13-4				a a m i m i s
720-4				aː s ɛ l a
837-4				m aː ʃ i
946-4				ɓ a ŋ g o
820-4				a ʃ o r e
405-4				b ə d a
134-4				ɓ ʔ a i i i
1078-4				m e h i
429-4				b o ŋ o ʃ
187-4				b u s z i e
438-4				n d ɛ n e
385-4				m ə k ʔ o ʃ
390-4				a a
783-4				m aː r a
52-4				z ɓ o ʃ
110-4				k ʔ i d e r i
650-4				k ʔ o ʃ
91-4				g a l a s i
668-4				ɓ ɛ ɗ a
777-4				g i n i a
728-4				z u ʃ i
1007-4				ŋ ŋ g o l e
1088-4				h o ʃ a l i
1087-4				ŋ ŋ g o l e
702-4				l a
894-4				aː s ʔ u
694-4				n d ə
