COGID	AchangLongchuan	Atsi	Bola	Lashi	Maru	OldBurmese	ProtoBurmish	Rangoon	Xiandao
246-6						k Ø ʔ ⁵⁵			
547-6						s i k ⁵⁵			
555-6						j i m ⁵⁵			
464-6						m ɔ Ø ³¹			
119-6						Ø i Ø ⁵⁵			
835-6						n̥ Ø Ø ⁵⁵			
79-6						t o ³¹			
693-6						ɲ au Ø ³¹			
477-6						n Ø Ø ³¹			
891-6						Ø Ø ɲ ³¹			
528-6						ʐ o			
797-6						Ø j o ʔ ⁵⁵			
493-6						n i k ⁵⁵			
217-6						j a Ø ⁵⁵			
896-6						t u t ⁵⁵			
452-6						n j u ʔ ⁵⁵			
580-6						ɲ Ø ʔ ⁵⁵			
833-6						n̥ Ø ⁵⁵			
390-6						m ɔ ŋ ³¹			
696-6						ɲ ɤ ³¹			
86-6						Ø au ɲ ³¹			
731-6						t Ø ³¹			
680-6						ŋ Ø ʔ ⁵⁵			
658-6						Ø m ³¹			
183-6						k ɤ ³¹			
714-6						u ⁵⁵			
665-7							ɲ ɔ ⁵⁵		
495-7							n Ø ³⁵		
838-7							ɤ Ø ⁵⁵		
438-7							Ø ɔ ʔ ⁵⁵		
334-7							l ɔ ʔ ⁵⁵		
360-7							l ai ³¹		
394-7							n i ³¹		
221-7							Ø p ⁵⁵		
202-7							k Ø ³¹		
935-7							u ³¹		
93-7							t a ³¹		
7-7							p Ø n ³¹		
664-7							Ø ŋ ⁵⁵		
246-7							ʔ ʐ u ⁵⁵		
547-7							tʃʰ i k ⁵⁵		
555-7							Ø n ⁵⁵		
464-7							m Ø ³¹		
119-7							Ø t ɛ ŋ ⁵⁵		
835-7							n̥ a p ⁵⁵		
79-7							t o ⁵⁵		
693-7							ɲ ɔ ⁵⁵		
477-7							n ɛ Ø ⁵⁵		
891-7							tʰ ɤ ŋ ³¹		
528-7							ʐ o ⁵⁵		
797-7							x tʃʰ u ʔ ⁵⁵		
493-7							n i k ⁵⁵		
217-7							j Ø p ⁵⁵		
896-7							s u t ⁵⁵		
452-7							n u ʔ ⁵⁵		
580-7							ɲ ɔ ʔ ⁵⁵		
833-7							n̥ u Ø ⁵⁵		
390-7							m ɔ ŋ ³¹		
696-7							ɲ Ø ⁵⁵		
86-7							t u ɲ ⁵⁵		
384-7							m Ø n ³⁵		
61-7							t a ʐ ³¹		
536-7							Ø Ø ʔ Ø		
731-7							s Ø ³¹		
779-7							ɔ ⁵⁵		
589-7							tʰ Ø ŋ ³¹		
680-7							ŋ u ʔ ⁵⁵		
658-7							Ø m ⁵⁵		
456-7							m ʐ ɔ ŋ ⁵⁵		
183-7							k Ø ³¹		
785-7							kʰ ɔ ³¹		
714-7							Ø u ⁵⁵		
331-7							l ɔ ³¹		
665-8								ŋ ɔ ⁵⁵	
495-8								n Ø ³⁵	
838-8								ʈʂʰ ɔ p ⁵⁵	
438-8								n k ɔ ʔ ⁵⁵	
334-8								l ɔ ʔ ⁵⁵	
360-8								l a ³¹	
394-8								n a ³¹	
221-8								a p ⁵⁵	
202-8								k Ø ³¹	
935-8								u ³¹	
93-8								t ɔ n ³¹	
7-8								p a n ³¹	
664-8								a ŋ ⁵⁵	
246-8								k ʐ a ʔ ⁵⁵	
547-8								k a k ⁵⁵	
555-8								Ø m ⁵⁵	
464-8								m Ø ³¹	
119-8								ʐ ɛ ŋ ³¹	
835-8								n̥ a p ⁵⁵	
79-8								t ɔ n ³¹	
693-8								ŋ ɔ ⁵⁵	
477-8								n ɛ Ø ⁵⁵	
891-8								tʰ ɔ ŋ ³¹	
528-8								ʐ ɔ ⁵⁵	
797-8								c ʐ u ʔ ⁵⁵	
493-8								n a k ⁵⁵	
217-8								j a p ⁵⁵	
896-8								Ø u t ⁵⁵	
452-8								n u ʔ ⁵⁵	
580-8								ŋ ɔ ʔ ⁵⁵	
833-8								n̥ ɔ p ⁵⁵	
390-8								m ʐ ɔ ŋ ³¹	
696-8								ŋ u ⁵⁵	
86-8								t u ŋ ⁵⁵	
384-8								m a n ³⁵	
61-8								t a ŋ ³¹	
536-8								p ɔ ʔ ⁵⁵	
731-8								ʂ ɔ ³¹	
779-8								ɔ ⁵⁵	
589-8								tʰ ɔ ŋ ³¹	
680-8								a ʔ ⁵⁵	
658-8								a m ⁵⁵	
456-8								m ʐ a ŋ ³¹	
183-8								k ɔ ³¹	
785-8								k ɔ ³¹	
714-8								ʐ u ⁵⁵	
331-8								l ɔ ³¹	
665-9									ŋ ɔ ⁵⁵
495-9									n au ³⁵
838-9									ʐ ɔ ⁵⁵
438-9									m ɔ ʔ ⁵⁵
334-9									l ɔ ʔ ⁵⁵
360-9									l ɯ ³¹
394-9									m ɯ ³¹
221-9									ɯ p ⁵⁵
202-9									k au ³¹
935-9									u ³¹
93-9									tʰ ɔ ³¹
7-9									p a n ³¹
664-9									a ŋ ⁵⁵
246-9									k ʐ a ʔ ⁵⁵
547-9									s ɯ k ⁵⁵
555-9									a m ⁵⁵
464-9									m au ³¹
119-9									ɯ ŋ ⁵⁵
835-9									n̥ a p ⁵⁵
79-9									t o ³¹
693-9									ŋ au ⁵⁵
477-9									n a ³⁵
891-9									tʰ ɤ ŋ ³¹
528-9									ʐ o ⁵⁵
797-9									k ʐ u ʔ ⁵⁵
493-9									n ɯ k ⁵⁵
217-9									j ɔ p ⁵⁵
896-9									kʰ u t ⁵⁵
452-9									m u ʔ ⁵⁵
580-9									o ʔ ⁵⁵
833-9									n̥ o ʐ ⁵⁵
390-9									m a ŋ ³¹
696-9									ŋ u ⁵⁵
86-9									t u ⁵⁵
384-9									m a n ³⁵
61-9									t a ŋ ³¹
536-9									s ɔ ʔ ⁵⁵
731-9									ʂ ɯ ³¹
779-9									ɔ ⁵⁵
589-9									tʰ ɔ ŋ ⁵⁵
680-9									o ʔ ⁵⁵
658-9									ɔ m ⁵⁵
456-9									m ʐ a ŋ ³¹
183-9									k ɯ ³¹
785-9									kʰ ɔ ³¹
714-9									ʐ u ʐ ⁵⁵
331-9									l ɔ ³¹
