COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
2145-4				b ɛ												
2306-4				a												
2456-4				k a												
2514-4				d u												
3132-4				d u												
3300-4				ɛ w												
3774-4				t ɛ̃ː												
3976-4				s ɔ												
4039-4				d ɔ												
4278-4				k a												
4361-4				t ɛ												
4570-4				b u												
715-5					d u											
1089-5					n a											
1319-5					n o											
1398-5					s o n e											
1557-5					g i r e											
1626-5					w a g a											
1840-5					t u ŋ g											
2247-5					g ɔː											
4677-5					k u l e											
5162-5					m i											
5406-5					t u n d e											
359-5					g a l a											
1577-5					g i r e											
2196-5					n a l a											
2230-5					s i g e											
3605-5					k a n d a											
3866-5					g g e											
4553-5					t a g e											
4822-5					k u m b u											
5254-5					d u l ɛ											
1356-5					m a											
1881-5					n u m i											
2084-5					j ɔː g											
2420-5					k u l ɛ											
3218-5					p u n e											
3372-5					n a m a											
3718-5					a r a											
4135-5					b a n i											
4694-5					g u dʒ e											
2476-5					k ɔ											
2842-5					d i g e											
3719-5					m i											
4081-5					d a m b a											
5514-5					n o n d e											
260-5					b u n e											
385-5					d ɛ m b ɛ											
890-5					a m b											
1703-5					b a											
1769-5					ɛ u m b ɛ											
2735-5					d a n i											
4591-5					k u											
5301-5					p u l e											
63-5					k a r a											
296-5					g a m i a											
463-5					d u m i											
762-5					b a n a											
1788-5					s a											
3219-5					p u n e											
4120-5					k ɔ l e											
4759-5					n o											
4960-5					g i n i											
5059-5					g u l											
5549-5					t a											
5771-5					g u g e											
5905-5					t u											
5938-5					a n l n a											
1415-5					w aː											
1542-5					n ɛː											
1898-5					p u l e											
2551-5					r u											
2957-5					m a n d a											
3048-5					b u											
4402-5					j ɔː											
5081-5					b u n i											
6006-5					p u l i											
135-5					k u n d e											
194-5					b ɛ											
716-5					j ɔː											
2083-5					k a n i											
2618-5					k ɔ l ɛ											
2880-5					k u n dʒ e											
3113-5					t u											
3136-5					j a											
3405-5					ɛ m b											
3572-5					b ɛ											
4535-5					s o g e											
5751-5					t u											
851-5					g a											
2179-5					n i											
2351-5					p a											
2496-5					n o											
3448-5					b u l i											
4781-5					s a											
4921-5					s a											
196-5					k u l e											
789-5					g a											
931-5					b ɛ											
1298-5					g u l i											
2145-5					g ɔː											
3639-5					w u											
3977-5					w ɔ											
3978-5					w ɔ											
4260-5					w m b ɛ											
715-6						d u										
1089-6						n a										
1319-6						n e										
1398-6						s u g d										
1557-6						g i l ɛ										
1626-6						b a g a										
1840-6						t i ŋ g										
2247-6						g ɛː										
4677-6						k u l ɛ										
5162-6						m i n d										
5406-6						t i n d e										
359-6						g a l ɛ										
1577-6						g i l ɛ										
2196-6						n a n a										
2230-6						s u g i										
2533-6						b a r aː										
3605-6						k a n d a										
4553-6						t a g i										
4822-6						k u m b u										
5254-6						d u l ɛ										
503-6						k i n d										
1356-6						m a										
1881-6						n i m										
2084-6						j ɛ										
2420-6						k u l ɛ										
3218-6						b u l ɛ										
3372-6						n a m										
3718-6						a a aː										
4135-6						b a n d										
4694-6						g u l ɛ										
807-6						k o m										
2320-6						k a n										
2842-6						d i g i										
3719-6						m i										
4081-6						d a m b a										
4313-6						n e										
4460-6						s ɛ										
5514-6						n e										
5810-6						p i l i										
93-6						d o										
890-6						a										
1336-6						t e g e										
1703-6						b a										
4591-6						t e										
5605-6						t i m										
63-6						k a										
296-6						d a m b a										
463-6						d u m b u										
762-6						b a n d										
3425-6						j ɛ										
4120-6						k o										
4423-6						d e n ɛ										
4759-6						n i										
4904-6						n g g										
4960-6						g i n d										
5125-6						ɔ n dʒ ɛ										
5339-6						b a g a										
5771-6						j u g u										
5922-6						b i										
5938-6						a										
483-6						g o										
1542-6						n g										
1683-6						s u										
2551-6						n aː										
2957-6						m a n d e										
3048-6						b i										
4402-6						j ɛ										
5081-6						b i n d i										
5622-6						p i										
650-6						b u										
716-6						j ɛ										
1152-6						t i										
1789-6						n i m										
1862-6						i n i										
2618-6						k o										
2880-6						k u n d e										
2924-6						p i										
3136-6						j a										
3405-6						ɛ										
3811-6						l o										
4535-6						s u g o										
4888-6						s a										
5751-6						t i j ɛ										
2179-6						n o i										
2442-6						n o m										
3482-6						m i										
4202-6						g o										
4781-6						s u										
4921-6						t a										
5982-6						g o										
408-6						j ɛ										
526-6						d										
789-6						g o										
1298-6						g o l										
1942-6						j ɛ										
2666-6						s u g i										
3015-6						n a										
3905-6						n o										
3977-6						m o										
3978-6						m o										
4152-6						k o										
4334-6						s u										
4648-6						j ɛ										
715-7							d u									
1089-7							n aː									
1319-7							n ɔ									
1398-7							s u g									
1557-7							g i r i									
1626-7							w a									
1840-7							t i									
2247-7							g o									
4677-7							k u r i									
5162-7							m i n i									
5406-7							t a n d i									
359-7							g a r i									
1577-7							g i r i									
2196-7							n a									
2230-7							s u									
2533-7							b a r a									
3605-7							k a n d a									
3866-7							o s i									
4553-7							t a									
4822-7							k u m b i									
5254-7							d u r ɔ									
503-7							k i									
1356-7							m a									
1881-7							n u									
3372-7							n a									
3718-7							a r a									
4135-7							b a									
4694-7							g u s i									
807-7							k o									
2320-7							k a									
2476-7							k o									
2842-7							d u									
3719-7							m o									
4081-7							d a									
4313-7							n ɛ									
4460-7							s u m o									
5514-7							n iː n d i									
5810-7							p iː r i									
93-7							d ɔ									
260-7							b ɛ r d i									
385-7							dʒ ɛ m b ɛ									
890-7							a									
1336-7							t e g o									
1703-7							b aː									
1769-7							t ɛ m b ɛ									
2162-7							b ɛ r i									
2635-7							s u									
2735-7							d a dʒ a									
3031-7							d ɛ g o									
4591-7							t a r i									
5301-7							p iː r i									
5605-7							t i m b									
296-7							dʒ a									
463-7							d u m b i									
1432-7							t a r i									
1474-7							t ɔ									
1788-7							s e									
2044-7							d i									
2713-7							t ɛː									
3425-7							j e									
4184-7							ɲ aː									
4423-7							d ɔ m ɔ									
4629-7							n u n									
4759-7							n iː									
4904-7							n u n									
4960-7							g i									
5059-7							g u m o									
5125-7							ɔ n dʒ i									
5339-7							p a									
5549-7							t a									
5771-7							dʒ u g i									
5905-7							t i									
5922-7							b i r i									
1-7							p iː									
483-7							g o									
667-7							ɛ									
1542-7							n ɔ m ɔ									
1683-7							s u									
1898-7							p u g i									
2551-7							k o									
2901-7							t u n									
2957-7							m a									
3048-7							b i									
3251-7							b a									
3885-7							t ɛ									
4402-7							j e									
5081-7							b i									
5622-7							p iː									
6006-7							p iː									
43-7							t a									
135-7							t u n d i g									
158-7							m ɔ									
194-7							b ɛ									
221-7							ɛ s i									
650-7							b o									
1152-7							t ɔ m									
1374-7							k ɔ									
1452-7							g o r a									
1862-7							i									
2083-7							k a									
2108-7							n a									
2880-7							k u n d i									
2924-7							p iː									
2941-7							b i									
3113-7							t ɔ									
3136-7							j a									
3405-7							ɛ m									
3572-7							b ɛ r i									
3751-7							p iː									
3959-7							t ɔ									
4066-7							g o									
4535-7							s u g o									
5180-7							t ɛ m b ɛ									
5583-7							t a									
5981-7							a									
25-7							a o									
114-7							d ɔ m a									
702-7							ɔ g o									
872-7							ɛ n dʒ i									
1941-7							k o									
2179-7							n d o									
2351-7							b a									
2496-7							n u n ɔ									
3588-7							k ɔ r ɔ									
4202-7							g o									
4609-7							k o r ɔ									
4921-7							t a									
408-7							j o									
526-7							k a									
545-7							i r i									
978-7							t ɔ									
999-7							j e r									
1052-7							n aː									
1070-7							l o g o									
1942-7							j e									
2456-7							k ɔ r ɔ									
2514-7							d u s i									
2666-7							s u									
2817-7							a									
3300-7							ɛ									
3977-7							m									
3978-7							m									
4039-7							d ɔ									
4152-7							k o									
4260-7							ɔ									
4278-7							k u n d i									
4648-7							j o									
715-8								d u								
1089-8								n a								
1319-8								n ɔː								
1398-8								s u g u								
1557-8								g u l e								
1626-8								w a g a								
1840-8								t i ŋ								
2247-8								g e								
4677-8								k u l e								
5162-8								m i n e								
5406-8								t o n d o								
359-8								g a l a								
1577-8								g u l e								
2196-8								n a l a								
2230-8								s i g u								
2533-8								b a r a a								
3605-8								k a n d a								
3866-8								i l o								
4553-8								t a g g								
4822-8								k u b ɛ a								
5254-8								d u l ɔ								
1881-8								n u m								
2084-8								j ɔ̀: b ɛ								
2420-8								k u l ɔ								
3218-8								p u b u								
3372-8								n a m a								
3718-8								a r a								
4694-8								g u b u								
2320-8								k a								
2476-8								k ɔː								
2842-8								d i g u								
3719-8								m i								
4081-8								d a b b a								
4313-8								n ɛ m								
5514-8								n ɛ n ɛ o								
385-8								g ɛ m ɛ ɛ								
1336-8								t e g e								
1769-8								t ɛ m ɛ								
2735-8								d a n a								
3031-8								d ɛ g ɛ								
4591-8								t o								
5301-8								p ɛ								
63-8								k a r a								
1788-8								s i								
2713-8								t ɛ m ɛ								
4120-8								k o l o								
4184-8								ɲ aː								
4759-8								n i								
5059-8								g u b								
5771-8								dʒ u g u								
5938-8								a								
629-8								d o								
1415-8								ɲ aː								
1898-8								p u n								
2551-8								g e								
2957-8								m a n d a								
3048-8								b a								
6006-8								p u								
135-8								t u n								
716-8								j ɔ̀:								
1152-8								t i								
2083-8								k a								
2618-8								k ɛ								
2636-8								m								
2880-8								k u n								
2941-8								b a								
3405-8								g								
3811-8								l e								
4535-8								s u g u								
4888-8								s a								
5751-8								t i								
851-8								g u								
4202-8								g u								
4781-8								s a								
4921-8								s a								
196-8								k u l								
408-8								j								
789-8								g u								
1942-8								j e								
2145-8								g								
2456-8								k u								
3639-8								t								
3977-8								g								
3978-8								g								
4278-8								k u								
715-9									d u							
1089-9									n a							
1319-9									n i							
1398-9									s u g							
1557-9									g i r e							
1626-9									w a g a							
1840-9									t i ŋ							
2247-9									g ɛ							
4677-9									k u l u							
5162-9									m i r̃ u							
5406-9									t ɛː l a							
359-9									g a r a							
1577-9									g i r e							
2196-9									n a l a							
2230-9									s u g u							
2533-9									b a r a							
3605-9									k a l a							
3866-9									o s u							
4553-9									t a g a							
4822-9									k u m							
5254-9									d u l ɔ							
503-9									k i r̃							
1356-9									m aː							
1881-9									n u m							
2084-9									j aː							
2420-9									k u l ɔ							
3218-9									p u s u							
3372-9									n a m a							
3718-9									a r a							
4135-9									b a n							
4694-9									g u s u							
807-9									k o m							
2320-9									k a							
2476-9									k uː							
2842-9									d ɛ̃ː g u							
4081-9									d a m b a							
4313-9									n ɛ m							
4460-9									s u							
5810-9									p i l u							
93-9									d ɛ̃ː							
260-9									b ɛ r							
385-9									dʒ ɛ m							
890-9									a m b							
1336-9									t e g ɛ							
1703-9									b a							
1769-9									t ɛː m b ɛ							
2162-9									b ɛ							
2635-9									s u							
2735-9									d a n							
3031-9									d ɛ g ɛ							
4591-9									t ɛː r							
5301-9									p ɛ l u							
5605-9									t i m o							
63-9									k a							
296-9									dʒ a m							
463-9									d u m							
762-9									b a							
1432-9									t a l							
1474-9									t ɔ							
1788-9									s u							
2044-9									d ɛ̃ː m							
2713-9									t ɛː m							
3219-9									p a							
3425-9									j ɔ							
4120-9									k o							
4184-9									n ɛ							
4423-9									d ɛ̃ː							
4629-9									n u							
4759-9									n i							
4904-9									n u							
4960-9									g i							
4980-9									t ɛː							
5059-9									g u							
5125-9									ɔ							
5339-9									p a g a							
5549-9									t a w							
5771-9									dʒ u g u							
5905-9									t i							
5922-9									b i r							
1-9									p a							
483-9									g o							
629-9									d ɛ̃ː							
667-9									ɛ							
1254-9									dʒ a							
1415-9									k ɛ							
1542-9									n u							
1683-9									s u							
1898-9									p u							
2551-9									r u							
2901-9									t u							
3251-9									s a							
3885-9									d ɛ							
4402-9									j ɔ							
5081-9									b ɛ							
5622-9									p ɛ							
43-9									s u							
158-9									m							
194-9									b ɛ							
221-9									ɛ							
716-9									j							
1374-9									k ɔ							
1452-9									g a							
1789-9									n u m o							
1862-9									i							
2108-9									n i							
2618-9									k ɛ							
2636-9									m							
2941-9									b ɛ							
3113-9									t e							
3136-9									j a							
3572-9									b ɛ							
3811-9									l e							
3959-9									t o							
4066-9									g a							
4888-9									s a							
5180-9									s ɛ m							
5583-9									t a							
5981-9									a							
25-9									a							
114-9									d ɛ̃ː							
702-9									ɔ							
851-9									k ɛ							
872-9									ɛ							
952-9									k u							
1941-9									k i							
2442-9									n u							
3448-9									b ɛ							
3497-9									n i							
3588-9									k ɔ							
4101-9									a							
4202-9									g o							
4293-9									dʒ o							
4520-9									k e							
4609-9									k ɔ							
4740-9									g u							
4921-9									s a							
5982-9									k u							
978-9									t o							
1052-9									n i							
1070-9									l o							
1942-9									j							
1989-9									m							
2145-9									k o							
2306-9									a							
2456-9									k ɔ							
2514-9									d ɛ̃ː							
2666-9									s u							
3132-9									d ɛ̃ː							
3300-9									ɛ							
3774-9									t u							
3976-9									s u							
4039-9									d ɛ̃ː							
4152-9									k i							
4260-9									ɔ							
4278-9									k u							
4361-9									t e							
4570-9									k a							
715-10										d i						
1089-10										n a						
1319-10										n ɛ						
1398-10										d u g a						
1557-10										g i r i						
1626-10										b a g e						
1840-10										t i n						
2247-10										g o						
4677-10										k u l a						
5162-10										m i n e						
5406-10										t a n d i						
359-10										g a r a						
1577-10										g i r i						
2230-10										d ɛ g e						
2533-10										b a r a						
3605-10										k a n d a						
3866-10										o d ɔ						
4822-10										k u m ɛː o						
5254-10										d u l a						
503-10										k i n						
1356-10										m a						
1881-10										n u m g						
2084-10										j a						
2420-10										k u l a						
3218-10										p u l u						
3372-10										n a m						
4135-10										b a n a						
4694-10										g u d u						
807-10										k o m						
2320-10										k a						
2476-10										k u						
2842-10										d i g e						
3719-10										m i						
4081-10										d a m b a						
4313-10										n ɛ						
4460-10										d ɛ						
5514-10										n ɛ n d ɛ						
5810-10										p i l u						
93-10										d ɔ						
260-10										b ɛ						
385-10										d ɛ m ɛ						
890-10										a m b a						
1336-10										t ɛ g e						
1703-10										b a						
1769-10										t ɛ m ɛ						
2162-10										b ɛ						
2635-10										d ɛ						
2735-10										d a n d a						
3031-10										d ɛ g ɛ						
4591-10										t ɛ r e						
5301-10										p i						
5605-10										t i m ɛ						
63-10										k a r a						
296-10										z a m						
463-10										d u m						
762-10										b a n a						
1432-10										t a						
1474-10										t ɔː						
2044-10										d i m ɛ						
2713-10										t ɛ m ɛ ɛ						
3219-10										p i						
3425-10										j o						
4120-10										k o						
4423-10										d ɔ						
4629-10										n u						
4759-10										n i						
4904-10										n u						
4960-10										g i n						
4980-10										t ɛ						
5059-10										g u						
5125-10										ɔ n d ɔ						
5339-10										p i						
5549-10										t a						
5905-10										t i						
5922-10										b i r ɛ						
5938-10										a d u						
1-10										p i						
483-10										g o						
629-10										d ɛ						
667-10										ɛ						
1254-10										d i						
1415-10										g ɛ						
1542-10										n i						
1683-10										d ɛ						
1898-10										p u						
2551-10										g i						
2901-10										t ɛ n						
2957-10										m a n d						
3048-10										b i						
3251-10										b ɛ						
3885-10										d ɛ						
4402-10										j ɛ						
5622-10										p i						
43-10										d ɛ						
135-10										t u n						
221-10										ɛ						
1152-10										t i						
1374-10										k ɔ						
1452-10										g a						
1789-10										n u						
1862-10										i d i						
2636-10										m ɛ						
2880-10										k u n						
2924-10										p i						
3113-10										t ɛ						
3136-10										j a						
3572-10										b ɛ						
3751-10										p i						
3811-10										l a						
3959-10										t o						
4066-10										g o						
4535-10										d ɛ						
5180-10										d ɛ						
5583-10										t a						
5981-10										a						
25-10										a						
114-10										d ɔ						
702-10										ɔ gː ɔ						
851-10										g ãː						
872-10										ɛ						
2179-10										i i ɛ						
2351-10										b i						
2442-10										n u						
2496-10										n i						
3448-10										b o						
3482-10										m i						
3497-10										n i						
4101-10										a						
4293-10										d i						
4520-10										p i						
4609-10										k ɔ						
5982-10										g u						
196-10										k u						
526-10										d i						
931-10										b ɛ						
2306-10										a						
2514-10										d i						
2666-10										d ɛ						
2817-10										a						
3015-10										n a						
3132-10										d i						
3774-10										t ɛ						
3905-10										n i						
4334-10										i ɛ						
4570-10										g o						
715-11											d u					
1089-11											n a					
1319-11											n o					
1398-11											s u n g					
1557-11											g i r o					
1626-11											b a g a					
1840-11											t i ŋ g					
2247-11											g ɔ					
4677-11											k u l ɔ					
5162-11											m i n i					
5406-11											t a n d i					
1577-11											g i r o					
2196-11											n a n a					
2230-11											s u g e					
2533-11											b a r a					
3605-11											k a n a a					
3866-11											s n i					
4553-11											t a g g a					
4822-11											k u m b					
5254-11											d u l ɔ					
503-11											k ɔː n i					
1356-11											m a					
1881-11											n u m					
2084-11											j o					
2420-11											k u l ɔ					
3218-11											p u n					
3372-11											n a m a					
3718-11											a r a					
4135-11											b a n					
807-11											k ɔ m					
2320-11											k a n ɔ					
2476-11											k ɔː					
2842-11											d i g ɔ					
3719-11											m iː					
4081-11											d a m b a					
4313-11											n i m					
4460-11											s o j o					
5514-11											n i n d i					
5810-11											p i l ɔ					
260-11											b i					
890-11											a m b					
1336-11											t o					
1703-11											b a					
2735-11											d a n a					
4591-11											t a					
63-11											k a r a					
463-11											d u m b u					
762-11											b a n a					
1788-11											s o					
2713-11											t eː m b i					
3425-11											j o					
4120-11											k ɔ					
4184-11											j o					
4423-11											d ɔ n ɔ					
4759-11											n i					
4980-11											t ɔ					
5125-11											ɔ n dʒ i					
5339-11											p a					
5549-11											t a					
5771-11											j o g ɔ					
5938-11											a n u					
1415-11											j o					
1542-11											n u					
1683-11											s o					
2957-11											m a n d i					
3048-11											b e					
4402-11											j o					
5081-11											b i n i					
6006-11											p i					
135-11											t u n					
