COGID	Bankan_Tey	Ben_Tey	Bunoge	Jamsay	Mombo	Najamba	Nanga	Penange	Perge_Tegu	Tebul_Ure	Tiranige_Diga	Togo_Kan	Tommo_So	Toro_Tegu	Yanda_Dom	Yorno_So
1089-8								n a n								
1319-8								n ɔː								
1398-8								s u g u								
1557-8								g e g i								
1626-8								w a g a								
1840-8								t i ŋ g								
2247-8								g e								
4677-8								k u g a								
5162-8								m i n ɛ								
5406-8								t aː n d								
359-8								g a g a								
1577-8								g e g i								
2196-8								n a n a								
2230-8								s i g e								
2533-8								b a g a a								
3605-8								k a n a a								
3866-8								d								
4553-8								t a g a								
4822-8								k u g a								
5254-8								d u g ɔ								
1881-8								n ɔː								
2084-8								j a g								
2420-8								k u n a								
3218-8								p aː g u								
3372-8								n a n a								
3718-8								a a a								
4694-8								g u g o								
2320-8								k a								
2476-8								k u								
2842-8								d u g u								
3719-8								k ɛ								
4081-8								d a n a a								
4313-8								n ɔː								
5514-8								n ɔː n n								
385-8								k u								
1336-8								t u								
1769-8								t aː								
2735-8								d a n d								
3031-8								d u								
4591-8								t aː g a								
5301-8								p aː								
63-8								k a								
1788-8								k i								
2713-8								t aː								
4120-8								k u								
4184-8								k a								
4759-8								n ɔː								
5059-8								g u g								
5771-8								k u g u								
5938-8								a								
629-8								d u								
1415-8								k iː								
1898-8								p u n								
2551-8								k i								
2957-8								k a n d								
3048-8								b u								
6006-8								p aː								
135-8								t u n d								
716-8								j ɛ								
1152-8								t u								
2083-8								k a								
2618-8								k aː								
2636-8								k ɛ								
2880-8								k u n d								
2941-8								b u								
3405-8								k								
3811-8								k u								
4535-8								k u g a								
4888-8								k a m a								
5751-8								t i								
851-8								k e								
4202-8								g e								
4781-8								k a								
4921-8								k a								
196-8								k u								
408-8								j								
789-8								g e								
1942-8								j e ŋ								
2145-8								k ɔː ŋ								
2456-8								k e								
3639-8								t u								
3977-8								k ɛ								
3978-8								k ɛ								
4278-8								k u n								
5532-8								k								
521-8								k aː								
1124-8								k								
1579-8								k ɛ								
2774-8								k a								
3198-8								k o								
