COGID	ClassicalNahuatl	JalupaNahuat	MecayapanNahuat	NorthPueblaNahuatl	PajapanNahuat	Pipil	Pochutec	ProtoAztecan	TetelcingoNahuatl
186-7									
190-7									
194-7									
220-7									
231-7									
240-7									
283-7									
293-7									
314-7									
315-7									
322-7									
323-7									
17-7									
22-7									
30-7									
159-7									
251-7									
296-7									
320-7									
326-7									
1-8								m i t	
2-8								n a m	
8-8								w eː	
16-8								i m + tɬ ɨ	
24-8								ɨ s t eː	
32-8								m i	
51-8								a n ɨ + m	
52-8								w i l + k	
53-8								n i k a + tɬ ɨ	
54-8								tɬ eː h ɨ + l ɨ	
55-8								t w a h	
60-8								i + o w o w o m	
83-8								t eː + tɬ	
87-8								k i tɬ a n	
92-8								m i tɬ a	
103-8								m i h	
106-8								k o k ɨ	
138-8								n eː h w	
139-8								j i + l + t ɨ a	
142-8								m i tɬ ɨ	
145-8								j i + eː a	
176-8								t a a + tɬ	
179-8								n i k a tɬ	
180-8								m i tɬ ɨ	
186-8								t eː + ɨ	
190-8								j a k	
194-8								s i	
220-8								i ɨ	
231-8								n + tɬ a	
240-8								k o tɬ ɨ	
283-8								t ɨ	
293-8								i n	
314-8								k m a w a + tɬ	
315-8								eː m eː k	
322-8								t e e w a + m	
323-8								t eː	
9-8								t i tɬ	
17-8								eː k ɨ tɬ	
22-8								t a t ɨ a + + m	
30-8								eː a m	
88-8								t	
158-8								j eː a a k +	
159-8								eː t eː n ɨ + tɬ	
177-8								s i a	
184-8								t i a	
187-8								j a n + w	
227-8								a a ɨ ɨ	
235-8								i a l a a	
249-8								t i k + tɬ ɨ	
251-8								n o + + a m a	
289-8								k i a t a + k	
294-8								t eː h w	
296-8								n eː n aː + ɨ ɨ	
313-8								tɬ a n + k	
316-8								n i + n a	
318-8								a n	
320-8								a tɬ	
324-8								i s a	
326-8								o	
1-9									x o tʃ iː + a
2-9									x iː + n e + tɬ iː
8-9									i a iː tɬ
16-9									j e n + tɬ iː
24-9									o h t e
32-9									m iː k iː
51-9									o iː
52-9									o a x + tɬ iː
53-9									n a k a + tɬ
54-9									tɬ o iː iː
55-9									k w a
60-9									o x + t u l o l o
83-9									tɬ iː + tɬ
87-9									tɬ a tɬ a n iː
92-9									m a k a
103-9									m o
106-9									k a k iː
138-9									n e w u
139-9									m iː x ø + tʃ iː e
142-9									m a t iː
145-9									s o x t e + a
176-9									tɬ iː + k a + + tɬ
179-9									n a k a + tɬ
180-9									m e + tɬ iː
186-9									k e tʃ + tɬ
190-9									o a k a + t
194-9									s o a
220-9									o + + iː
231-9									i + t a
240-9									k o tɬ iː
283-9									x + e + tɬ
293-9									iː n + iː
314-9									k n a w a j u + tɬ
315-9									o m a
322-9									t i n o o a l
323-9									tɬ iː
9-9									t i e o + tɬ
22-9									tɬ iː t iː e
30-9									iː iː
88-9									i iː
158-9									i e + ø w a k
159-9									o tɬ e e + + tɬ
177-9									s i a k
184-9									t o k a j + tɬ
187-9									i a n k w iː + tɬ
227-9									e o + iː iː
235-9									s o + tɬ a l iː a
249-9									t i k + tɬ iː
251-9									x e o + + e tɬ a
289-9									k w i t a tʃ iː l
294-9									t e p o o
296-9									n e n e tʃ iː
313-9									tɬ a n
316-9									n e + n e iː
318-9									s + t i t o n iː
320-9									x e + tɬ
324-9									o s t + t iː k
326-9									a a
