COGID	cojubim	jaru	kitemoka	more	orowin	tapakura	tora	urupa	wanyam	wari
112-3			tʃ a a t a i a							
125-3			k a tʃ i i a tʃ							
134-3			k i p a tʃ i							
135-3			tʃ i k i a							
139-3			i a k e i i							
57-3			tʃ o k a w a							
71-3			e i i							
131-3			tʃ i k a i i k							
146-3			i i i k a							
227-3			a a i i i t							
132-3			i k i							
240-3			tʃ i k a k							
52-4				i t e						
56-4				i m e						
96-4				a t a n						
99-4				a i i k						
114-4				t o k						
115-4				w w						
133-4				t i p a a a						
144-4				a a a w a a i						
150-4				k a w						
234-4				k o m						
236-4				p a k i n						
241-4				a w i n						
249-4				i tʃ e						
1-4				w a t a						
2-4				w m						
65-4				i w						
74-4				p a n a						
93-4				t a p a i i t						
95-4				w i k						
106-4				t i n a						
119-4				i a i i i a						
128-4				p o k						
147-4				t i m i						
231-4				p a n a w o						
232-4				p i i						
239-4				n a m a k a n						
266-4				i t i m						
3-4				a w i i k a						
4-4				w a i i						
51-4				w w e						
97-4				m a p a m						
109-4				i p i k i k						
121-4				k a p i a a k a						
149-4				t o k						
160-4				k i i i k						
163-4				i p n						
167-4				p a						
207-4				m i						
259-4				t o w a						
66-4				k a a a k a w						
116-4				t w p a k a tʃ i						
134-4				n i p a t						
135-4				t i k i ʒ̟						
139-4				m i k i m i						
142-4				p a a a a a a						
145-4				k a t a t i						
148-4				t a a a w						
162-4				i n i n						
166-4				i m i						
179-4				t a						
201-4				p e						
21-4				t a w a						
24-4				w a k a a n						
45-4				i a i a a a a						
50-4				i n a						
57-4				t o k a w a n						
71-4				a m i						
84-4				p i w a n						
91-4				m o k o n						
131-4				t o k a i i m						
146-4				i k i m a a						
151-4				k i w						
154-4				w e						
192-4				t o t						
205-4				i p a n						
227-4				w a p i t o						
235-4				a w w i						
237-4				n a m a p i						
246-4				i w i						
250-4				m a i a t a k						
251-4				w a n a						
271-4				tʃ i w						
284-4				w i a i						
285-4				i i a w i n						
44-4				w a k a a						
75-4				i p i j a						
79-4				t a n						
94-4				k k a i a a i						
104-4				k a p w n						
132-4				a i i t						
153-4				tʃ a k						
157-4				t a a a m						
174-4				p i i u						
177-4				t w						
240-4				t i m a k						
270-4				k a w a t i						
52-5					t t e					
56-5					i m					
96-5					a t a i					
99-5					a i i k					
114-5					t o k					
115-5					i i					
133-5					t i p a a a					
144-5					a t a r a i					
150-5					k a w					
234-5					k o m					
236-5					p i k i n					
241-5					a w i n					
249-5					i j					
1-5					w a t a					
2-5					w a m					
65-5					i w					
74-5					p a n a					
93-5					t a p a r i					
95-5					w i k i					
106-5					t i n i k					
119-5					i e t i i					
128-5					k o k					
147-5					t i k i					
239-5					m a k a k a n					
266-5					i i i m					
3-5					w i i i k o					
4-5					w a r i					
51-5					w w					
55-5					i w a m					
97-5					m o p a m					
109-5					i p i t k					
149-5					t o k					
160-5					k i r i k					
163-5					i p n					
167-5					p a					
207-5					m i					
259-5					t o w o					
66-5					k a r a k a w					
112-5					t a a a j i s					
116-5					t o p a k a					
134-5					n i p a t					
135-5					t i k i t					
139-5					m o k o m i					
142-5					p a t a m a					
145-5					k a t a t					
148-5					t a r a a					
162-5					i i i					
166-5					i m i					
179-5					t a					
201-5					p e					
21-5					k a i					
45-5					i o i a k a					
50-5					i n a					
71-5					o i i					
84-5					p i w a n					
91-5					m o k o n					
146-5					k k m a a					
151-5					k i w					
154-5					w e					
192-5					t a t					
197-5					t o r i m					
205-5					i p a					
235-5					s o w i					
237-5					n a m a j i					
250-5					f o p a k o k					
251-5					w a n a					
267-5					t o w a					
271-5					s i w					
284-5					w i s i					
285-5					i r a w i n					
39-5					j a j i r a a					
42-5					k a t a a a a					
44-5					w a n a a					
75-5					i p e j o					
79-5					t a n					
94-5					k k a r					
104-5					k a p w n					
122-5					p i k i n a k i					
153-5					s a k					
157-5					t a a a m					
174-5					p i r i					
177-5					t o					
270-5					k a w a t i					
52-6						i a t				
56-6						k i a				
96-6						a a a i i				
99-6						a a i k a				
114-6						t i k i				
115-6						t a				
133-6						t i p a a a				
144-6						a o a a a a				
150-6						k a w				
234-6						k k i				
236-6						p i k i k				
241-6						a w i k				
249-6						i tʃ u				
1-6						w a tʃ a				
2-6						k h i				
65-6						i h i				
74-6						p a k a				
93-6						t k p a a i				
95-6						h i i i				
106-6						t i k i k				
119-6						i a k i i i				
128-6						k i k i				
147-6						t i k i a				
231-6						p a k a w				
232-6						p i k i				
239-6						i a i a k a k				
266-6						i tʃ i i i				
3-6						k a a i k i				
4-6						w a a i				
55-6						i h a i				
97-6						w w k k i				
109-6						i a i tʃ i				
160-6						k i a i k				
207-6						k i				
112-6						t m a a tʃ a k				
116-6						t k p a k a				
125-6						k a i i i a n				
134-6						i i p a t i				
135-6						k i i i tʃ				
139-6						w i k m n i i				
201-6						p i				
21-6						k w k a				
24-6						k m k a i a				
57-6						t i k a w a k				
131-6						t i k a i i k				
227-6						m m i i i t				
267-6						t k a				
132-6						i k a				
240-6						t i n a k				
52-7							i t e			
56-7							i b e			
96-7							a a a			
99-7							a r i k a n			
114-7							t u k i			
115-7							w a			
133-7							t i p a a a			
144-7							a t a w a			
150-7							k a w			
234-7							k u b			
236-7							p i k i k			
241-7							a w i k			
249-7							i ʃ e			
1-7							w a t a			
2-7							w b i			
65-7							i w i			
74-7							p a k u			
93-7							t u p a r i n i			
95-7							a i k i			
106-7							t i k i n			
119-7							i a a i i i			
128-7							m u k n i			
147-7							t i k i t			
231-7							p a k a w u			
232-7							p i a i			
266-7							i a i m			
3-7							a a i i k u			
4-7							w a r i			
51-7							w w e			
55-7							i w a d			
97-7							b u h u m			
109-7							i a a n i n			
121-7							k a p i a a n a			
149-7							t u k			
160-7							k i r i k			
163-7							i a e k			
167-7							p u			
207-7							m i n			
259-7							t u w u			
66-7							k a r a k u w			
125-7							k a i i a i i i			
135-7							k i m i			
142-7							a p t i k i			
145-7							k a r a t i			
148-7							t i a u t i			
162-7							i a i n			
166-7							i b i			
179-7							t u n			
201-7							p e n			
21-7							t a k			
24-7							a a k a a			
50-7							i k u			
57-7							t u k a w a n			
71-7							u i i			
84-7							p i w i k			
131-7							t i k a i i a n			
146-7							k i i a k			
151-7							k i w			
197-7							t i a i			
205-7							i p a n			
227-7							b a p i i t			
237-7							k i b u b i			
246-7							i w i			
250-7							h u r u t i n			
251-7							w u k u			
267-7							t u w a			
271-7							ʃ i w			
284-7							w i t i			
285-7							i r u w i k			
122-7							t i k i k u t i n			
132-7							i a i			
240-7							t i k a n			
52-8								a t e		
56-8								a m e		
96-8								a a a		
99-8								a a a v		
114-8								t k a		
115-8								a o		
133-8								t a i a a		
144-8								s i s i a a		
150-8								k a i		
234-8								k j		
236-8								i a k a k		
241-8								a i a		
249-8								a b e		
1-8								i a t a		
2-8								i s k		
65-8								a i		
74-8								i a a		
93-8								t i a a a a		
95-8								i a k		
119-8								a a a a a		
231-8								i a a i		
232-8								i a a a		
239-8								n a k a k s		
3-8								i a a a k		
4-8								i a a a k		
51-8								i i e		
55-8								a k a m		
109-8								a a a m a		
121-8								k a i a a k		
149-8								t k		
163-8								a i e		
167-8								i a		
259-8								t i		
66-8								k s a s v s i		
112-8								t a a a a a a		
116-8								t i a k a		
125-8								k a t a a a k		
145-8								k a a a t a		
45-8								a e a s a		
91-8								j k		
235-8								i o i a		
246-8								a i a		
250-8								t i a t a k		
271-8								i a i		
284-8								i a t a		
39-8								m a m a a a m a		
42-8								k a t a a m s		
177-8								t e		
52-9									i t	
56-9									i m	
96-9									a t a i	
99-9									a m i k a	
114-9									t a k	
115-9									w r	
133-9									t i p a i a	
144-9									a t a w a i	
150-9									k a w	
234-9									k a	
236-9									p i k i n	
241-9									a w i n	
249-9									i ʃ	
1-9									w a t a	
2-9									w a	
65-9									i w	
74-9									p a n a	
93-9									t a p a i i i	
95-9									w i k i	
106-9									t i n i i	
119-9									i a t i i i	
128-9									p a k	
147-9									t i k i	
231-9									p a n a w a	
232-9									p i p i	
239-9									n a k a k a n	
266-9									i i i m	
3-9									w i i i k a	
4-9									w a t i	
51-9									w w	
55-9									i w a	
97-9									a a p a k	
109-9									i p i t i	
121-9									k a p i j a i	
149-9									t a k	
160-9									k i i i k	
163-9									i p n	
167-9									p a	
207-9									m i	
259-9									t a w a	
66-9									k a a a k a w	
112-9									t a a i r i i	
116-9									t a p a k a	
125-9									k a i i a i	
134-9									n i p a t i	
135-9									t i k i	
142-9									p a t a a a	
145-9									k a t a t i	
148-9									t a w a a i	
162-9									i i i n	
166-9									i m i	
179-9									t a	
201-9									p w	
21-9									t a i	
24-9									w a k a a	
45-9									k w i j i	
50-9									i n a	
57-9									t a k a w a n	
71-9									a k i	
91-9									j a k a n	
151-9									k i w	
154-9									w w	
192-9									t e t	
197-9									t i t i a	
205-9									i p a n	
227-9									a a p w i t	
235-9									ʃ a w i	
237-9									n a m a j i	
246-9									i w i	
251-9									w a n a	
267-9									t a w a	
284-9									w i t i	
285-9									i r a w i n	
39-9									j a j i i i	
42-9									k i t a a j a	
44-9									w a j a a	
75-9									i p i j i	
79-9									t a j i	
94-9									i k a r ʃ i	
104-9									k i p w n	
122-9									ʃ i k i n a ʃ i	
153-9									ʃ a k	
157-9									t a t a m	
174-9									p a i ʔ	
177-9									t a	
270-9									k a w a t i	
52-10										i t e
56-10										i m e
96-10										a r a i
99-10										a r i k o
114-10										t o k i
115-10										i r
133-10										t i p a a a
144-10										a w a w a a i
150-10										k a w
234-10										k o m
236-10										p i k i n
241-10										a w i n
249-10										i tʃ e
1-10										w a t a
2-10										w ø m
65-10										i w i
74-10										p a n a
93-10										t o p a r i a
95-10										w i k i
106-10										t i n i ʔ
119-10										i e i a i a
128-10										t o k i
147-10										t i k i ʔ
231-10										p a k a w
232-10										p i w i o
239-10										n a m a k a n
266-10										i t i m
3-10										k o i i k o
4-10										w a r i k
51-10										a w a
55-10										i h a m
97-10										m a h o m
121-10										k a p i i k k a
149-10										t o k
160-10										k i r i k
163-10										i p e n
167-10										p a
207-10										m i
259-10										t o w a
112-10										t a a i i w i
116-10										t o p a k a tʃ i
125-10										k a i i m a i
134-10										n i p a t
139-10										m a k a tʃ i
142-10										o p a r a
145-10										k a t a t i
148-10										t r w w r
162-10										i k i n ʔ
166-10										i m i
179-10										t a
201-10										p e
24-10										k a k i h a
45-10										i a i a ʔ
50-10										i n a
71-10										o m i
84-10										p i w a n
91-10										m o k o r
146-10										i k i m a
151-10										k i w
154-10										w w
192-10										t a t
197-10										t i r i
205-10										i p a n
235-10										tʃ o w i
237-10										n a m a j i
250-10										m o r i t i k
251-10										w a n a ʔ
267-10										t o w a
271-10										tʃ i w
284-10										w i tʃ i
285-10										i r a w i n
39-10										j a m i r i m a
42-10										k i t r a m a
44-10										w a n j a
79-10										t a i
94-10										i k a r ʔ
104-10										k a p a r
122-10										p i k i n a a i
132-10										i m i
153-10										i a k
157-10										t a r i m
174-10										p a i a
177-10										t o ʔ
270-10										k a w a t i
