ID	PARAMETER_ID	CONCEPT	DOCULECT	LANGUAGE_NAME	VALUE	FORM	TOKENS	GLOTTOLOG	LATITUDE	LONGITUDE	LANGUAGE_FAMILY
1346	259_afraid	afraid	Zaiwa	Zaiwa	gjuɂ³²	gjuɂ³²	g j u ʔ ³²	zaiw1241	24.45	98.6	Sino-Tibetan	1 6 7 1 8	ACXLT	KJYH3	7	7.K.C 7.J.C 7.Y.V 7.H.c 7.3.T	1.6 1.2 3.0 1.1 1.0	gjuʔ³²	0	12
1739	335_all	all	Achang	Achang	ŋan⁵	ŋan⁵	ŋ a n ⁵	acha1249	24.25	97.8333	Sino-Tibetan	4 7 4 8	AXLT	NAN6	1	1.N.C 1.A.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0	ŋan⁵	0	18
1740	335_all	all	Lashi	Lashi	ŋãɪ²⁴	ŋãɪ²⁴	ŋ ãɪ ²⁴	lash1243	24.45	98.6	Sino-Tibetan	4 7 8	AXT	NA2	3	3.N.C 3.A.V 3.2.T	1.6 3.0 1.0	ŋãɪ²⁴	0	19
1347	260_angry	angry	Achang	Achang	nạị⁵³ jɔ̣³²	nạị⁵³ jɔ̣³²	n a̰ ḭ ⁵³ + j ɔ̰ ³²	acha1249	24.25	97.8333	Sino-Tibetan	4 7 7 8 9 6 7 8	AXYT_AXT	NAI3_JU3	1	1.N.C 1.A.V 1.I.V 1.3.T 1._._ 1.J.C 1.U.V 1.3.T	1.6 3.0 3.0 1.0 0.0 1.6 3.0 1.0	na̰ḭ⁵³+jɔ̰³²	0	21 22
1348	260_angry	angry	Bela	Bela	nạk⁵² ja⁵²	nạk⁵² ja⁵²	n a̰ k ⁵² + j a ⁵²	pela1242	24.45	98.6	Sino-Tibetan	4 7 1 8 9 6 7 8	AXLT_AXT	NAK3_JA3	2	2.N.C 2.A.V 2.K.c 2.3.T 2._._ 2.J.C 2.A.V 2.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	na̰k⁵²+ja⁵²	0	23 22
1349	260_angry	angry	Lashi	Lashi	nək³² jɔ²¹	nək³² jɔ²¹	n ə k ³² + j ɔ ²¹	lash1243	24.45	98.6	Sino-Tibetan	4 7 1 8 9 6 7 8	AXLT_AXT	NEK3_JU3	3	3.N.C 3.E.V 3.K.c 3.3.T 3._._ 3.J.C 3.U.V 3.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	nək³²+jɔ²¹	0	23 22
1350	260_angry	angry	Maru	Maru	nạk⁵⁴ jo³⁵	nạk⁵⁴ jo³⁵	n a̰ k ⁵⁴ + j o ³⁵	maru1249	24.45	98.6	Sino-Tibetan	4 7 1 8 9 6 7 8	AXLT_AXT	NAK3_JU2	4	4.N.C 4.A.V 4.K.c 4.3.T 4._._ 4.J.C 4.U.V 4.2.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	na̰k⁵⁴+jo³⁵	0	23 22
1351	260_angry	angry	WrittenBurmese	Written_Burmese	mjak	mjak	m j a k	oldb1235	21.16	94.90	Sino-Tibetan	4 6 7 1	ACXN	MJAK	6	6.M.C 6.J.C 6.A.V 6.K.c	2.0 1.5 1.5 0.8	mjak	1	24
1352	260_angry	angry	Zaiwa	Zaiwa	nɪk⁵ jɔ⁵¹	nɪk⁵ jɔ⁵¹	n ɪ k ⁵ + j ɔ ⁵¹	zaiw1241	24.45	98.6	Sino-Tibetan	4 7 1 8 9 6 7 8	AXLT_AXT	NIK6_JU3	7	7.N.C 7.I.V 7.K.c 7.6.T 7._._ 7.J.C 7.U.V 7.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	nɪk⁵+jɔ⁵¹	0	23 22
374	72_animal	animal	Achang	Achang	gau³⁴ njæ̣ụɂ⁵²	gau³⁴ njæ̣ụɂ⁵²	g au ³⁴ + n j æ̰ ṵ ʔ ⁵²	acha1249	24.25	97.8333	Sino-Tibetan	1 7 8 9 4 6 7 7 1 8	AXT_ACXYLT	KA2_NJEYH3	1	1.K.C 1.A.V 1.2.T 1._._ 1.N.C 1.J.C 1.E.V 1.Y.V 1.H.c 1.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 3.0 1.1 1.0	gau³⁴+njæ̰ṵʔ⁵²	0	33 34
375	72_animal	animal	Lashi	Lashi	kau² njauk⁵³	kau² njauk⁵³	k au ² + n j au k ⁵³	lash1243	24.45	98.6	Sino-Tibetan	1 7 8 9 4 6 7 1 8	AXT_ACXLT	KA6_NJAK3	3	3.K.C 3.A.V 3.6.T 3._._ 3.N.C 3.J.C 3.A.V 3.K.c 3.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	kau²+njauk⁵³	0	33 35
376	72_animal	animal	WrittenBurmese	Written_Burmese	kauŋ	kauŋ	k au ŋ	oldb1235	21.16	94.90	Sino-Tibetan	1 7 4	AXN	KAN	6	6.K.C 6.A.V 6.N.c	2.0 1.5 0.8	kauŋ	0	36
1294	248_answer	answer	Lashi	Lashi	duɛm³² deɂ³²	duɛm³² deɂ³²	d u/w ɛ m ³² + d e ʔ ³²	lash1243	24.45	98.6	Sino-Tibetan	1 6 7 4 8 9 1 7 1 8	ACXLT_AXLT	TWEM3_TEH3	3	3.T.C 3.W.C 3.E.V 3.M.c 3.3.T 3._._ 3.T.C 3.E.V 3.H.c 3.3.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	du/wɛm³²+deʔ³²	0	40 41
1295	248_answer	answer	Maru	Maru	duk⁵ da⁴³	duk⁵ da⁴³	d u k ⁵ + d a ⁴³	maru1249	24.45	98.6	Sino-Tibetan	1 7 1 8 9 1 7 8	AXLT_AXT	TYK6_TA3	4	4.T.C 4.Y.V 4.K.c 4.6.T 4._._ 4.T.C 4.A.V 4.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.0	duk⁵+da⁴³	0	42 43
1296	248_answer	answer	Phon	Phon	tʰu³¹	tʰu³¹	tʰ u ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	1 7 8	AXT	TY3	5	5.T.C 5.Y.V 5.3.T	1.6 3.0 1.0	tʰu³¹	0	43
1297	248_answer	answer	Zaiwa	Zaiwa	tạụ³¹	tạụ³¹	t a̰u ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	1 7 8	AXT	TA3	7	7.T.C 7.A.V 7.3.T	1.6 3.0 1.0	ta̰u³¹	0	43
1298	248_answer	answer	Achang	Achang	pʰuk⁵³	pʰuk⁵³	pʰ u k ⁵³	acha1249	24.25	97.8333	Sino-Tibetan	1 7 1 8	AXLT	PYK3	1	1.P.C 1.Y.V 1.K.c 1.3.T	1.6 3.0 1.1 1.0	pʰuk⁵³	0	39
1299	248_answer	answer	WrittenBurmese	Written_Burmese	pʰreuˀ	pʰreuˀ	pʰ r euˀ	oldb1235	21.16	94.90	Sino-Tibetan	1 5 7	ACX	PRE	6	6.P.C 6.R.C 6.E.V	2.0 1.5 1.5	pʰreuˀ	0	44
773	147_armpit	armpit	Lashi	Lashi	tʃʰæp⁵³ kʰjoŋ⁴	tʃʰæp⁵³ kʰjoŋ⁴	tʃʰ æ p ⁵³ + kʰ j o ŋ ⁴	lash1243	24.45	98.6	Sino-Tibetan	1 7 1 8 9 1 6 7 4 8	AXLT_ACXLT	TEP3_KJUN6	3	3.T.C 3.E.V 3.P.c 3.3.T 3._._ 3.K.C 3.J.C 3.U.V 3.N.c 3.6.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	tʃʰæp⁵³+kʰjoŋ⁴	0	48 49
774	147_armpit	armpit	Maru	Maru	tʃʰɛɂ⁴³ kʰæuŋ⁴²	tʃʰɛɂ⁴³ kʰæuŋ⁴²	tʃʰ ɛ ʔ ⁴³ + kʰ æu ŋ ⁴²	maru1249	24.45	98.6	Sino-Tibetan	1 7 1 8 9 1 7 4 8	AXLT_AXLT	TEH3_KEN3	4	4.T.C 4.E.V 4.H.c 4.3.T 4._._ 4.K.C 4.E.V 4.N.c 4.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	tʃʰɛʔ⁴³+kʰæuŋ⁴²	0	48 49
775	147_armpit	armpit	WrittenBurmese	Written_Burmese	kʰjuiŋ:	kʰjuiŋ:	kʰ j u/w i ŋː/ŋ	oldb1235	21.16	94.90	Sino-Tibetan	1 6 6 7 4	ACBXN	KJWIN	6	6.K.C 6.J.C 6.W.C 6.I.V 6.N.c	2.0 1.5 1.75 1.5 0.8	kʰju/wiŋː/ŋ	0	49
1145	219_arrow	arrow	Achang	Achang	njɔ̃³	njɔ̃³	n j ɔ̃ ³	acha1249	24.25	97.8333	Sino-Tibetan	4 6 7 8	ACXT	NJU6	1	1.N.C 1.J.C 1.U.V 1.6.T	1.6 1.2 3.0 1.0	njɔ̃³	0	54
1146	219_arrow	arrow	Lashi	Lashi	mjɔ̃³	mjɔ̃³	m j ɔ̃ ³	lash1243	24.45	98.6	Sino-Tibetan	4 6 7 8	ACXT	MJU6	3	3.M.C 3.J.C 3.U.V 3.6.T	1.6 1.2 3.0 1.0	mjɔ̃³	0	54
1147	219_arrow	arrow	Maru	Maru	mi³	mi³	m i ³	maru1249	24.45	98.6	Sino-Tibetan	4 7 8	AXT	MI6	4	4.M.C 4.I.V 4.6.T	1.6 3.0 1.0	mi³	0	55
1148	219_arrow	arrow	Phon	Phon	mja³¹	mja³¹	m j a ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	4 6 7 8	ACXT	MJA3	5	5.M.C 5.J.C 5.A.V 5.3.T	1.6 1.2 3.0 1.0	mja³¹	0	54
1149	219_arrow	arrow	WrittenBurmese	Written_Burmese	hmra:	hmra:	h m r aː	oldb1235	21.16	94.90	Sino-Tibetan	3 4 5 7	ACCX	HMRA	6	6.H.C 6.M.C 6.R.C 6.A.V	2.0 1.5 1.5 1.5	hmraː	0	56
1150	219_arrow	arrow	Zaiwa	Zaiwa	mjɔ³¹	mjɔ³¹	m j ɔ ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	4 6 7 8	ACXT	MJU3	7	7.M.C 7.J.C 7.U.V 7.3.T	1.6 1.2 3.0 1.0	mjɔ³¹	0	54
1119	213_ashes	ashes	Maru	Maru	kʰjum⁴³	kʰjum⁴³	kʰ j u m ⁴³	maru1249	24.45	98.6	Sino-Tibetan	1 6 7 4 8	ACXLT	KJYM3	4	4.K.C 4.J.C 4.Y.V 4.M.c 4.3.T	1.6 1.2 3.0 1.1 1.0	kʰjum⁴³	0	62
1120	213_ashes	ashes	WrittenBurmese	Written_Burmese	kʰap	kʰap	kʰ a p	oldb1235	21.16	94.90	Sino-Tibetan	1 7 1	AXN	KAP	6	6.K.C 6.A.V 6.P.c	2.0 1.5 0.8	kʰap	0	63
1121	213_ashes	ashes	Achang	Achang	jap⁴²	jap⁴²	j a p ⁴²	acha1249	24.25	97.8333	Sino-Tibetan	6 7 1 8	AXLT	JAP3	1	1.J.C 1.A.V 1.P.c 1.3.T	1.6 3.0 1.1 1.0	jap⁴²	0	61
1122	213_ashes	ashes	Lashi	Lashi	jæp³	jæp³	j æ p ³	lash1243	24.45	98.6	Sino-Tibetan	6 7 1 8	AXLT	JEP6	3	3.J.C 3.E.V 3.P.c 3.6.T	1.6 3.0 1.1 1.0	jæp³	0	61
1123	213_ashes	ashes	Zaiwa	Zaiwa	vap⁵	vap⁵	v a p ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	3 7 1 8	AXLT	BAP6	7	7.B.C 7.A.V 7.P.c 7.6.T	1.6 3.0 1.1 1.0	vap⁵	0	61
720	138_back	back	Achang	Achang	noŋ⁵ kʰoŋ³	noŋ⁵ kʰoŋ³	n o ŋ ⁵ + kʰ o ŋ ³	acha1249	24.25	97.8333	Sino-Tibetan	4 7 4 8 9 1 7 4 8	AXLT_AXLT	NUN6_KUN6	1	1.N.C 1.U.V 1.N.c 1.6.T 1._._ 1.K.C 1.U.V 1.N.c 1.6.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	noŋ⁵+kʰoŋ³	0	67 68
721	138_back	back	Lashi	Lashi	noŋ⁴⁵ kʰoŋ³¹	noŋ⁴⁵ kʰoŋ³¹	n o ŋ ⁴⁵ + kʰ o ŋ ³¹	lash1243	24.45	98.6	Sino-Tibetan	4 7 4 8 9 1 7 4 8	AXLT_AXLT	NUN2_KUN3	3	3.N.C 3.U.V 3.N.c 3.2.T 3._._ 3.K.C 3.U.V 3.N.c 3.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	noŋ⁴⁵+kʰoŋ³¹	0	67 68
722	138_back	back	WrittenBurmese	Written_Burmese	nauk kjauk	nauk kjauk	n au k + k j au k	oldb1235	21.16	94.90	Sino-Tibetan	4 7 1 9 1 6 7 1	AXN_ACXN	NAK_KJAK	6	6.N.C 6.A.V 6.K.c 6._._ 6.K.C 6.J.C 6.A.V 6.K.c	2.0 1.5 0.8 0.0 2.0 1.5 1.5 0.8	nauk+kjauk	0	70 71
723	138_back	back	Phon	Phon	tʰaŋ	tʰaŋ	tʰ a ŋ	hpon1238	25.3248194	97.3544031	Sino-Tibetan	1 7 4	AXN	TAN	5	5.T.C 5.A.V 5.N.c	2.0 1.5 0.8	tʰaŋ	0	69
724	138_back	back	Zaiwa	Zaiwa	kʰuŋ⁵³	kʰuŋ⁵³	kʰ u ŋ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	1 7 4 8	AXLT	KYN3	7	7.K.C 7.Y.V 7.N.c 7.3.T	1.6 3.0 1.1 1.0	kʰuŋ⁵³	0	68
2043	396_bald	bald	Achang	Achang	la³	la³	l a ³	acha1249	24.25	97.8333	Sino-Tibetan	5 7 8	AXT	LA6	1	1.L.C 1.A.V 1.6.T	1.6 3.0 1.0	la³	1	76
2044	396_bald	bald	WrittenBurmese	Written_Burmese	prauŋ	prauŋ	p r au ŋ	oldb1235	21.16	94.90	Sino-Tibetan	1 5 7 4	ACXN	PRAN	6	6.P.C 6.R.C 6.A.V 6.N.c	2.0 1.5 1.5 0.8	prauŋ	0	79
2045	396_bald	bald	Zaiwa	Zaiwa	laŋ³ ŋɔt³²	laŋ³ ŋɔt³²	l a ŋ ³ + ŋ ɔ t ³²	zaiw1241	24.45	98.6	Sino-Tibetan	5 7 4 8 9 4 7 1 8	AXLT_AXLT	LAN6_NUT3	7	7.L.C 7.A.V 7.N.c 7.6.T 7._._ 7.N.C 7.U.V 7.T.c 7.3.T	1.6 3.0 1.1 1.0 0.0 1.6 3.0 1.1 1.0	laŋ³+ŋɔt³²	0	80 81
2046	396_bald	bald	Lashi	Lashi	gjɛ³¹	gjɛ³¹	g j ɛ ³¹	lash1243	24.45	98.6	Sino-Tibetan	1 6 7 8	ACXT	KJE3	3	3.K.C 3.J.C 3.E.V 3.3.T	1.6 1.2 3.0 1.0	gjɛ³¹	0	77
2047	396_bald	bald	Maru	Maru	kjɛ̣t⁵³ ŋa³⁴	kjɛ̣t⁵³ ŋa³⁴	k j ɛ̰ t ⁵³ + ŋ a ³⁴	maru1249	24.45	98.6	Sino-Tibetan	1 6 7 1 8 9 4 7 8	ACXLT_AXT	KJET3_NA2	4	4.K.C 4.J.C 4.E.V 4.T.c 4.3.T 4._._ 4.N.C 4.A.V 4.2.T	1.6 1.2 3.0 1.1 1.0 0.0 1.6 3.0 1.0	kjɛ̰t⁵³+ŋa³⁴	0	77 78
261	48_bamboo	bamboo	Achang	Achang	wu³⁴	wu³⁴	w u ³⁴	acha1249	24.25	97.8333	Sino-Tibetan	6 7 8	AXT	WY2	1	1.W.C 1.Y.V 1.2.T	1.6 3.0 1.0	wu³⁴	0	84
262	48_bamboo	bamboo	Lashi	Lashi	wɔ³	wɔ³	w ɔ ³	lash1243	24.45	98.6	Sino-Tibetan	6 7 8	AXT	WU6	3	3.W.C 3.U.V 3.6.T	1.6 3.0 1.0	wɔ³	0	84
263	48_bamboo	bamboo	Maru	Maru	vo⁴	vo⁴	v o ⁴	maru1249	24.45	98.6	Sino-Tibetan	3 7 8	AXT	BU6	4	4.B.C 4.U.V 4.6.T	1.6 3.0 1.0	vo⁴	0	84
264	48_bamboo	bamboo	Phon	Phon	wa³¹	wa³¹	w a ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	6 7 8	AXT	WA3	5	5.W.C 5.A.V 5.3.T	1.6 3.0 1.0	wa³¹	0	84
265	48_bamboo	bamboo	WrittenBurmese	Written_Burmese	wa:	wa:	w aː	oldb1235	21.16	94.90	Sino-Tibetan	6 7	AX	WA	6	6.W.C 6.A.V	2.0 1.5	waː	0	84
266	48_bamboo	bamboo	Zaiwa	Zaiwa	wa³¹	wa³¹	w a ³¹	zaiw1241	24.45	98.6	Sino-Tibetan	6 7 8	AXT	WA3	7	7.W.C 7.A.V 7.3.T	1.6 3.0 1.0	wa³¹	0	84
267	49_bambooshoot	bamboo shoot	Achang	Achang	njiɂ⁴	njiɂ⁴	n j i ʔ ⁴	acha1249	24.25	97.8333	Sino-Tibetan	4 6 7 1 8	ACXLT	NJIH6	1	1.N.C 1.J.C 1.I.V 1.H.c 1.6.T	1.6 1.2 3.0 1.1 1.0	njiʔ⁴	0	91
268	49_bambooshoot	bamboo shoot	Lashi	Lashi	mjuk³	mjuk³	m j u k ³	lash1243	24.45	98.6	Sino-Tibetan	4 6 7 1 8	ACXLT	MJYK6	3	3.M.C 3.J.C 3.Y.V 3.K.c 3.6.T	1.6 1.2 3.0 1.1 1.0	mjuk³	0	92
269	49_bambooshoot	bamboo shoot	Maru	Maru	mạk⁴²	mạk⁴²	m a̰ k ⁴²	maru1249	24.45	98.6	Sino-Tibetan	4 7 1 8	AXLT	MAK3	4	4.M.C 4.A.V 4.K.c 4.3.T	1.6 3.0 1.1 1.0	ma̰k⁴²	0	92
270	49_bambooshoot	bamboo shoot	Phon	Phon	maiɂ³¹	maiɂ³¹	m ai ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	4 7 1 8	AXLT	MAH3	5	5.M.C 5.A.V 5.H.c 5.3.T	1.6 3.0 1.1 1.0	maiʔ³¹	0	93
271	49_bambooshoot	bamboo shoot	WrittenBurmese	Written_Burmese	mrac	mrac	m r a ts	oldb1235	21.16	94.90	Sino-Tibetan	4 5 7 2	ACXN	MRAC	6	6.M.C 6.R.C 6.A.V 6.C.c	2.0 1.5 1.5 0.8	mrats	1	92
272	49_bambooshoot	bamboo shoot	Zaiwa	Zaiwa	nik³²	nik³²	n i k ³²	zaiw1241	24.45	98.6	Sino-Tibetan	4 7 1 8	AXLT	NIK3	7	7.N.C 7.I.V 7.K.c 7.3.T	1.6 3.0 1.1 1.0	nik³²	0	94
303	57_banana	banana	Achang	Achang	ŋɔɂ³ njụk³⁵	ŋɔɂ³ njụk³⁵	ŋ ɔ ʔ ³ + n j ṵ k ³⁵	acha1249	24.25	97.8333	Sino-Tibetan	4 7 1 8 9 4 6 7 1 8	AXLT_ACXLT	NUH6_NJYK2	1	1.N.C 1.U.V 1.H.c 1.6.T 1._._ 1.N.C 1.J.C 1.Y.V 1.K.c 1.2.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	ŋɔʔ³+njṵk³⁵	0	98 99
304	57_banana	banana	Lashi	Lashi	ŋɔ³ mjok⁵⁴	ŋɔ³ mjok⁵⁴	ŋ ɔ ³ + m j o k ⁵⁴	lash1243	24.45	98.6	Sino-Tibetan	4 7 8 9 4 6 7 1 8	AXT_ACXLT	NU6_MJUK3	3	3.N.C 3.U.V 3.6.T 3._._ 3.M.C 3.J.C 3.U.V 3.K.c 3.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	ŋɔ³+mjok⁵⁴	0	98 100
305	57_banana	banana	Maru	Maru	ŋoɂ³ mjæuɂ³²	ŋoɂ³ mjæuɂ³²	ŋ o ʔ ³ + m j æu ʔ ³²	maru1249	24.45	98.6	Sino-Tibetan	4 7 1 8 9 4 6 7 1 8	AXLT_ACXLT	NUH6_MJEH3	4	4.N.C 4.U.V 4.H.c 4.6.T 4._._ 4.M.C 4.J.C 4.E.V 4.H.c 4.3.T	1.6 3.0 1.1 1.0 0.0 1.6 1.2 3.0 1.1 1.0	ŋoʔ³+mjæuʔ³²	0	98 100
306	57_banana	banana	Phon	Phon	ŋuɂ³¹	ŋuɂ³¹	ŋ u ʔ ³¹	hpon1238	25.3248194	97.3544031	Sino-Tibetan	4 7 1 8	AXLT	NYH3	5	5.N.C 5.Y.V 5.H.c 5.3.T	1.6 3.0 1.1 1.0	ŋuʔ³¹	0	98
307	57_banana	banana	WrittenBurmese	Written_Burmese	hŋak	hŋak	h ŋ a k	oldb1235	21.16	94.90	Sino-Tibetan	3 4 7 1	ACXN	HNAK	6	6.H.C 6.N.C 6.A.V 6.K.c	2.0 1.5 1.5 0.8	hŋak	0	101
308	57_banana	banana	Zaiwa	Zaiwa	ŋɔ⁴⁵ mjuɂ⁵³	ŋɔ⁴⁵ mjuɂ⁵³	ŋ ɔ ⁴⁵ + m j u ʔ ⁵³	zaiw1241	24.45	98.6	Sino-Tibetan	4 7 8 9 4 6 7 1 8	AXT_ACXLT	NU2_MJYH3	7	7.N.C 7.U.V 7.2.T 7._._ 7.M.C 7.J.C 7.Y.V 7.H.c 7.3.T	1.6 3.0 1.0 0.0 1.6 1.2 3.0 1.1 1.0	ŋɔ⁴⁵+mjuʔ⁵³	0	98 100
210	40_bark	bark	Achang	Achang	kụk⁵⁴	kụk⁵⁴	k ṵ k ⁵⁴	acha1249	24.25	97.8333	Sino-Tibetan	1 7 1 8	AXLT	KYK3	1	1.K.C 1.Y.V 1.K.c 1.3.T	1.6 3.0 1.1 1.0	kṵk⁵⁴	0	109
211	40_bark	bark	Lashi	Lashi	gok⁵³	gok⁵³	g o k ⁵³	lash1243	24.45	98.6	Sino-Tibetan	1 7 1 8	AXLT	KUK3	3	3.K.C 3.U.V 3.K.c 3.3.T	1.6 3.0 1.1 1.0	gok⁵³	0	109
212	40_bark	bark	Maru	Maru	kạụɂ⁵⁴	kạụɂ⁵⁴	k a̰u ʔ ⁵⁴	maru1249	24.45	98.6	Sino-Tibetan	1 7 1 8	AXLT	KAH3	4	4.K.C 4.A.V 4.H.c 4.3.T	1.6 3.0 1.1 1.0	ka̰uʔ⁵⁴	0	109
213	40_bark	bark	Phon	Phon	kʰue⁵⁵	kʰue⁵⁵	kʰ u/w e ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	1 6 7 8	ACXT	KWE5	5	5.K.C 5.W.C 5.E.V 5.5.T	1.6 1.2 3.0 1.0	kʰu/we⁵⁵	0	110
214	40_bark	bark	WrittenBurmese	Written_Burmese	kʰauk	kʰauk	kʰ au k	oldb1235	21.16	94.90	Sino-Tibetan	1 7 1	AXN	KAK	6	6.K.C 6.A.V 6.K.c	2.0 1.5 0.8	kʰauk	0	109
215	40_bark	bark	Zaiwa	Zaiwa	kụɂ⁵	kụɂ⁵	k ṵ ʔ ⁵	zaiw1241	24.45	98.6	Sino-Tibetan	1 7 1 8	AXLT	KYH6	7	7.K.C 7.Y.V 7.H.c 7.6.T	1.6 3.0 1.1 1.0	kṵʔ⁵	0	109
423	82_bark	bark	Phon	Phon	kʰue⁵⁵	kʰue⁵⁵	kʰ u/w e ⁵⁵	hpon1238	25.3248194	97.3544031	Sino-Tibetan	1 6 7 8	ACXT	KWE5	5	5.K.C 5.W.C 5.E.V 5.5.T	1.6 1.2 3.0 1.0	kʰu/we⁵⁵	1	110
424	82_bark	bark	Zaiwa	Zaiwa	kʰui³²	kʰui³²	kʰ u/w i ³²	zaiw1241	24.45	98.6	Sino-Tibetan	1 6 7 8	ACXT	KWI3	7	7.K.C 7.W.C 7.I.V 7.3.T	1.6 1.2 3.0 1.0	kʰu/wi³²	0	110
