COGID	Achang	Bela	Lashi	Maru	Phon	WrittenBurmese	Zaiwa
2134	ŋ w i ⁴²	n w i ³	ŋ ⁵²	ŋ oi ⁴²		ŋ w e	
1285	tʰ j ɛ ʔ ⁴²	t a̰ ʔ ⁵²	d ɔ ʔ ⁵²	t o̰ ʔ ⁵⁴			d ɔ ʔ ⁵
1286			dʒ ɔ ʔ ³	dʒ o ʔ ³²			
1288						s a m	ʃ a m ⁵⁴
1554	b w ɔ m ³¹	p a m ²³	b ɛ m ⁵¹	b a m ³¹			b u m ³¹
360	l u k ³²			l au k ³²			
361	kʰ j u ŋ ³²						kʰ j u ŋ ⁵³
988	kʰ j a m ⁴¹		g j ɛ m ⁵³				
991				tʰ a ⁴		t aːu	
2629	s ai ʔ ⁵				ʃ ai ʔ ³¹		
2630		s a k ⁵²	s ə k ⁵⁴	s a k ⁵		s a ts	s ɪ k ⁵
2631		kʰ i ³	g a m ³¹	g e ⁴¹			g a m ⁵³
268	k ɔ̰ ³¹		g o ŋ ³	g ɔ ŋ ³¹	kʰ o ³¹	k w i ŋ	
109	k ṵ k ⁵⁴		g o k ⁵³	k a̰u ʔ ⁵⁴		kʰ au k	k ṵ ʔ ⁵
110					kʰ w e ⁵⁵		kʰ w i ³²
2551	d z u ³⁴		d z u ⁴	d z au ⁴	sʰ u ³¹	tsʰ uː	d z u ³¹
1941		k i ⁵²	g i ²	g i ²			
1369	h u ʔ ⁵						h a ʔ ⁵
1370		f a ʔ ⁵²	f o ʔ ⁵³	f o ʔ ⁵			
944	p a n ³⁴	p j e ⁵²	b ai n ⁴	p ḛ n ⁴	p ɛ ³¹	p a n	b a n ³²
1029	ʃ i ⁵		ʃ i ⁴	ʃ i ⁴³	ʃ i ³¹	s iː	ʃ i ³¹
2038	ʔ a ³²	ʔ a	ʔ a ³	ʔ a ³	ʔ a	ʔ ə	
2039	dʒ ei ⁵⁴			dʒ i t ⁴⁵			dʒ i ⁴
2040			ʃ i ⁵		s i ³¹	ts eˀ	ʃ ɪ ³
1115			m j ɔ ʔ ²	m j o ʔ ²⁴	m j o ʔ ³¹		m j ɔ ʔ ³¹
84	w u ³⁴		w ɔ ³	v o ⁴	w a ³¹	w aː	w a ³¹
92			m j u k ³	m a̰ k ⁴²		m r a ts	
1575	m au ³¹		m au ³¹		m u ⁵⁵		m ai ³
1850	g j ɛ n ⁴²		g j ɛ m ⁵¹	ɣ a m ⁵¹		k r i m	g a m ⁵³
1302			l a ³²	l ə ²			l ə ²
1303			b æ m ³¹	p ḛ ⁴²		p a m	b a n ⁵³
2405	pʰ ɨ ŋ ⁵		pʰ ə ŋ ⁴⁵	pʰ au ŋ ⁴	p j o	p a ŋ	pʰ u ŋ ³
2406	tʃʰ au ³		tʃʰ au ³¹				
154	tʃʰ a ³		tʃʰ a ⁵⁴				
1404				ʔ ḭ ʔ ⁵⁴			ʔ i ⁵
98	ŋ ɔ ʔ ³		ŋ ɔ ³	ŋ o ʔ ³	ŋ u ʔ ³¹		ŋ ɔ ⁴⁵
100			m j o k ⁵⁴	m j æu ʔ ³²			m j u ʔ ⁵³
1709	s a ŋ ³		s a ŋ ⁵⁴	s a ŋ ⁵²		s a ŋ	s e ŋ ⁴
1710	pʰ ɔ ³		pʰ ɔ ʔ ³	pʰ ɔ ⁵²			pʰ ɔ ⁵⁴
431	ʔ u n ³¹			ʔ ʊ n ⁴²	ʔ ʊ n ³¹	ʔ u n	ʔ ʊ n ⁵³
707	kʰ ə ³		kʰ ə ⁵	kʰ ə t ³		kʰ a	kʰ ə t ⁵
708	l a̰ m ⁵		l æ m ⁵	l e ⁴			l a m ⁵⁴
1727	m j ɛ ³	m e ³	m j e ŋ ³²	m i ²³		m r e	m i ³
1728	b ɛ ⁵					p a	
1729		n a k ⁵²	n o k ³²				
1075	tʃʰ a ŋ ⁵	tʃʰ a ŋ ²³	tʃʰ a ŋ ⁵⁴	tʃʰ a ³			tʃʰ a ŋ ³¹
1076			g ɔ ʔ ⁵²	k o̰ ʔ ⁵⁴			
1047	h u ⁵		h ø ⁵	h au ³			h u ³
1048	s o n ³	s au n ²³	s oi n ⁴²		ʃ w e ³¹	s w a n	s ʊ n ⁵⁴
1049			pʰ j u ²¹	pʰ j u ⁵¹	pʰ j u ⁵⁵		pʰ j u ⁵¹
1864	l a ³		l a ²				
1865				pʰ j a k ⁵			pʰ j i k ⁵
473	l a ³		l a ²				
474	m i ⁵		m ɯ̃ ⁵²				
1696	g u k ³		k o̰ k ⁵³	g au k ³²	k o ʔ ⁵⁵		g u ʔ ³²
462	w ɔ m ³		w ø m ²				
463				d z o ³¹			d z a ŋ ³¹
1884	pʰ ə ³			pʰ œ i ³²	pʰ u	p a	
1973	tsʰ ɔ ⁵	tʰ a ²³	tsʰ o ⁵	tsʰ o ⁴³		tsʰ aː	tsʰ ɔ ³¹
33	g au ³⁴		k au ²				
2588	l u ³	l a ⁵²	l o ³		l a ³¹		l ə ³²
2590				kʰ a ²	k ə	k j aː	
127	w ɔ m ³¹			w e ⁴¹	w e ⁵⁵	w a m	v a m ³¹
561	tsʰ a t ⁵³		ts a̰ ḭ ʔ ⁵¹			tsʰ a t	tsʰ ə ³
1494	l ai ³⁴		l a ³				l ə ³
1495	n j u k ⁴²	m j au ʔ ⁵²	m j o k ³²	m j æu ʔ ³¹	m j ai ŋ ⁵⁵	m j au k	m j u ʔ ³²
1072			n ɔ̃ ʔ ³¹				n ɔ ʔ ³²
1793	t j ṵ ³		b j u ³	p j ṵ ⁵²	pʰ j u ʔ ⁵⁵	pʰ r uˀ	b j u ⁵³
1843		n a ʔ ⁵²	n ɔ̃ ʔ ³				ŋ ɔ ³
592	kʰ w i ⁴⁵	kʰ w i ²³	kʰ w e ³²	kʰ a ²	kʰ w i ³¹	k eː	kʰ w i ³¹
593			l a ⁵³	l ə			
111	dʒ j æ p ⁴²		g j æ p ³				
180	ŋ a t ³¹		ŋ ai t ³				ŋ a t ³²
1755	w u ʔ ⁴²	v w a ⁵²	w u ʔ ³	v ɔ ʔ ³²	w ʊ ʔ ³¹	w a k	w a ʔ ³¹
496	n j u ³	n au ⁵²	n ũ ³	n o ŋ ⁴	n u ³¹	n w aː	n ɔ ³
497				dʒ au ŋ ⁵¹			dʒ u ŋ ⁵³
1479	n au ⁵	n au ²³	n au ⁴		n u ³¹	n w iˀ	n au ³
292	l w i ⁴	l w i ⁵²	l i ³	l œ i ³	l i ³¹		l w i ³¹
299	kʰ j æu ³	kʰ j u ³	kʰ j au ³²³	kʰ j o ʔ ⁵²		kʰ j w i	kʰ j w i ⁵³
2456	l j a̰ ŋ k ⁵³		j a̰ ŋ k ⁵³				
2457		m i ⁵²	m e ³	m ḭ ⁴³	m i ³¹	m r iː	m i ³¹
2458		sʰ a ²³					ʃ ɔ ⁴³
753	tsʰ a ŋ ³		tsʰ a ŋ ²	tsʰ a ⁵³		tsʰ a ŋ	
758	d z w i ³¹	t w i ³	d z i ⁵²	d z œ i ³¹	sʰ w i ⁵⁵	tsʷ ai	d z w i ³¹
165	ŋ ɔ̰ ʔ ⁵²	ŋ a̰ ʔ ⁵²	ŋ ɔ̰ ʔ ⁵²	ŋ ɔ̰ ʔ ⁵⁴	ŋ a ³¹		ŋ ɔ̰ ʔ ⁵⁴
173	s w a t ⁵⁴			s ai t ⁵⁴			s ʊ t ⁵
174			s oi ʔ ⁵³		ʃ a ʔ ³¹		
2813	d u ŋ ³¹		d o ŋ ⁵¹	d au ŋ ⁴¹	t ɔ ŋ ⁵⁵	t au ŋ	d u ŋ ³¹
867	m au ⁴⁵		m au ³⁵		m j ai		m au ³¹
952	d a ŋ ³		d a ŋ ³	d a ⁴			d a ŋ ⁵³
699	ʔ u ʔ ⁵³				ʔ u ³¹	ʔ uˀ	ʔ u ³
378	g j ɔ ʔ ³¹	ɣ ɔ ʔ ²³	g j ɔ ʔ ³²	ɣ ɔ ʔ ³²			
638	b ɛ ³		b ə ³			b a	
909	n ⁴³	ŋ ə	ŋ ə ³	ŋ o ³	ŋ a ³¹	ŋ aː	ŋ ɔ t ³
2247	l a̰ ŋ ³		l a̰ ŋ ³⁴	l a̰ ³			l a̰ ŋ ⁵³
2248	n j i ³¹	m e ³	m j ũ ⁴¹	m o̰i ³²			
2249						m r w e	m w i ³¹
514					m i ³¹	m iˀ	
1021	p ṵ ⁵	p a ²³	p u ⁵	p o̰ ³	p a ³¹	pʰ aː	b ɔ ³¹
1273	b au ³				p u ³¹	p w iː	b au ³¹
2319			m j ɛ ³				m j a̰ ⁴
2318		k o ŋ ⁵²	g a ŋ ³²				g ɔ ŋ ³²
2325	s o t ⁵			s ai t ⁵			s ʊ t ⁵
1424		ʃ au n ²³	ʃ e n ⁵	ʃ ɪ n ²		s a n	ʃ ɪ n ³¹
2491	dʒ a ŋ ³						dʒ a ŋ ³²
2492	g w a n ⁵			k a̰ n ³			g ɔ ŋ ²¹
424	tʰ j ɔ ⁴²	pʰ j a ³	pʰ j ɔ ⁴²	pʰ j ɔ ³¹			pʰ j ɔ ⁵³
2239	n ə ³		n ə ³²	n ə ²			
2242				b e ʔ ²¹		p a k	
1535	k j a̰ ŋ ³	k j a̰ ŋ ³	k j a̰ ŋ ⁵²	g j a̰ ²¹		kʰ r a ŋ	k j a̰ ŋ ⁵³
147	d j ɔ ³	p j a ⁵²	b j ɔ ³	b j ɔ ²		p j aː	b j ɔ ³¹
958	j a ŋ ³	j o ŋ	j a ŋ ³			j a ŋ	j a ŋ ³²
959	kʰ u ŋ ⁵		kʰ o ŋ ⁵				kʰ u ŋ ³¹
327	pʰ ə ³	pʰ ə ³	pʰ ə ⁵³	pʰ ə t ³²	p j a ⁵⁵	p r a	pʰ ə t ⁵
329		l ẽ ³	l æ m ²¹	l e ³¹			l a̰ m ⁵³
2006	g u ŋ ³¹		g o ŋ ⁵²			k a ŋ	
2007	g au ⁵		g au ⁵		k o ³¹		
2008						k au k	g ɔ k ⁴
1166	ʔ u t ⁵						ʔ ʊ t ³²
1167	l ɔ m ⁵³	l a m ⁵²	l ø̃ m ⁵¹				l ṵ m ³¹
1168		ʔ u ³		ʔ au ²			
815	n j ɔ ʔ ⁴³	m j a ʔ ²³	m j ɔ̃ ʔ ⁴	m j ɔ ʔ ³		m j a k	m j ɔ ʔ ³²
816	n ɔ̰ ³¹		n ɔ̃ ³	n ɔ ³			
253	ʔ u ⁴⁵	ʔ u		ʔ au ³	ʔ o ³¹	ʔ uː	ʔ u ³⁴
254	n u k ⁴²	n au ʔ ²³	n o ʔ ⁵¹	n au ʔ ⁴²			n u ʔ ⁵
1135	tsʰ a m ³		tsʰ æ m ⁵³	tsʰ e ⁴¹		tsʰ a m	tsʰ a m ⁵³
977	ŋ a ³		ŋ ə ³	ŋ a ³		n aˀ	ŋ ɔ t ³
978	l a ŋ ³		l a ŋ ³	l a ²			l a ŋ ³¹
805	m i ³²		m ɨ ³				
793	n j ɔ ʔ ³	m j a ²³	m j ɔ̃ ʔ ⁴	m j ɔ ʔ ³²		m j a k	m j ɔ ʔ ³²
794	dʒ i ⁴³						dʒ i ³
795		ts i ²³			s i ³¹		
810	k ṵ k ⁵⁴		g o k ⁵³				k ṵ ʔ ⁵
1669	n ɔ̰ ³	n ã ³	n ũ ³	n o̰ ⁴¹	n a ʔ ⁵⁵		n ɔ ⁵³
369	b ə ⁴		b ə ³	b ə ³²	p a ³¹	p aː	b u ³
370	l ɔ t ⁴³		l oi ʔ ³²				
657	n ɔ ³	n e ³	n ai ³	n o ³	n a ³¹	n aː	n ɔ ³
658		k j ɛ ²³	kʰ j æ p ⁵³				kʰ j æ p ⁵
1560	n ṵ ə̰ t ⁵⁴		n o̰i ʔ ⁵²	n a̰ t ⁵⁴		h n u t	n ʊ̰ t ⁵
2620		ʃʰ a ⁵²		ʃ ɔ ⁵¹			
1967			g ai n ⁵³				k a n ³¹
1965	dʒ ei ⁵				t i		
2626					s ɛ	s w aː	
1132	n j e ŋ ³¹			n j ɛ n ³¹			
395	ʔ a m ³		ʔ æ m ³	ʔ e ³²			ʔ a m ⁵
396	tʃʰ a m ⁵		tʃʰ æ m ⁴				
134	n ɔ̰ t ⁵⁴	n au ⁵²	n o̰i ʔ ⁵³	n a̰ ḭ ʔ ⁵⁴		n aː	n ʊ̰ t ⁵
135	m i ⁴²		m ɨ ³²				m w i ³¹
67	n o ŋ ⁵		n o ŋ ⁴⁵				
68	kʰ o ŋ ³		kʰ o ŋ ³¹				kʰ u ŋ ⁵³
1	w o m ³		w ɛ m ³			w a m	β w a m ³
2	d au ³	t au ⁵²	d au ³²				d au ³¹
1610	tʃʰ ɔ ʔ ⁵⁴		tʃʰ ɔ ʔ ⁵³	tʃʰ o ʔ ⁵⁴			tʃʰ ɔ ʔ ⁵⁴
1187	n a̰ ḭ k ⁵⁴	n a k ⁵²	n ə k ⁵⁴				n ɪ̰ k ⁵
1188	l a m ³²	l a m ⁵²	l ɛ m ²		l a ŋ ³¹	l u m	l u m ³¹
1435	tsʰ ɔ t ⁵³	ts a̰ ʔ ⁵²	ts o̰i ʔ ⁵³			tsʰ u t	
1409		s a ŋ ²³	s ə ŋ ⁵	s a ŋ ³²	ʃ ai ŋ ³¹	s a ɲ	s i n ⁴²
1278	ʔ u ³			ʔ au ³¹		ʔ u	ʔ u ⁵¹
1279		w u ³	w u ⁴				
1151	l ɔ ʔ ⁴²	l a̰ ⁵²	l ɔ̰ ʔ ³	l o ʔ ³²	l ʊ ʔ ³¹	l a k	l ɔ ʔ ³²
728	m a n ⁵						m u n ³⁴
729	tʰ u ŋ ⁵		tʰ u ŋ ⁵³	tʰ au ŋ ²		t au ŋ	tʰ u ŋ ⁴
730	g w e ³		g w e ⁵³				
48			tʃʰ æ p ⁵³	tʃʰ ɛ ʔ ⁴³			
49			kʰ j o ŋ ⁴	kʰ æu ŋ ⁴²		kʰ j w i ŋ	
887	n j æ̰ ṵ ⁵	n j a̰u ŋ ²³	n j a̰u ⁵	n j o̰ ʔ ⁵			n j w i ³¹
1583		s a ŋ ²³	s ə ŋ ⁴	s a ŋ ⁴³	ʃ ai ŋ ³¹	s a ɲ	s i ŋ ³¹
342			tʃʰ o ŋ ⁵³			tsʰ au ŋˀ	
2515	d a ŋ ⁵	t o ŋ ²³	d a ŋ ⁵				d a ŋ ³²
2516	b au ⁵	p au ⁵²	b au ⁴				b au ³
2517				b au ŋ ³¹		p au ŋ	
1325	pʰ ə ⁵		b w e ⁵³	p a̰ t ⁵		p u	
1326	l u k ⁵⁴		l o ʔ ³²	l au ʔ ³			
346	p ṵ ʔ ⁵⁴		b u ʔ ⁵³				
347				b au ³			b u ³
2096	n j a̰ ŋ ⁵						m j a̰ ŋ ³²
2097	k a̰ ŋ ³		g a ŋ k ⁵²	k a̰u ŋ ⁴			
969	kʰ j ei ³	kʰ i ³	kʰ j e ⁵³	kʰ i t ⁵³	kʰ i ⁵⁵	kʰ r e	kʰ j i ⁵³
1204			tʰ u ŋ ⁴	tʰ au ŋ ²	tʰ a ŋ ³¹		tʰ a ŋ ⁴³
241	ʃ e ³	ʃʰ u	ʃ e ⁵⁴	ʃ ɪ ⁴³			ʃ ə ⁴³
245					ɹ u ³¹	r w iː	
1875	n a m ³¹		n a m ³¹			n a m	n a m ³²
1876			tʃʰ a m ⁵⁴	tʃʰ e ⁴²			tʃʰ a m ³²
924	ʃ ɔ ⁵		ʃ u ⁵	ʃ ɔ ³²	ʃ a ³¹	s aː	ʃ ɔ ³¹
843	tsʰ ɨu ³		tsʰ u ³²	tsʰ au ³¹		tsʰ i	tsʰ u ⁴³
2172	j ei ³¹		j e ⁵¹				
2173					ɹ i	r e	
215	s w i ⁵	s w i ²³	s oi ⁵	s a ²	ʃ w i ³¹	s w eː	s w i ⁴²
2432		p au ⁵²	b j e ³¹	b au ³¹			b w i ³²
2431	g j ɛ̰ ³	k j ɛ ³	k j ṵ ⁵	g j œ ²			
1813			f w e ʔ ⁵³	f a k ⁵			
780	kʰ j ei ⁵		kʰ ei ⁵	kʰ i ʔ ⁵⁴		kʰ j eː	kʰ i ³¹
2651	j ḛ ḭ ⁵		j ḛ ⁵				
2652				ʔ ḭ t ⁵			ʔ i ³
2653					sʰ i ³¹	s eː	ʃ i ⁵³
1441		j au ʔ ⁵²			j o k ⁵⁵	j au k	j u ʔ ⁴
1442		k ai ⁵²	g e ⁵¹	g ai ³¹		k j aː	g e ³¹
2841	m ɛ ³¹	m ɛ ³	m e ⁴	m j ɪ ²	m i ⁵⁵	m j w iː	m i ³
2842		ɣ ɛ ⁵²		ɣ e ²			
1739	d j u ³¹	p j u ³	b j u ⁵¹	b j u ³¹			
854	ʔ a ³	ʔ a	ʔ a ³		ʔ ə		ʔ ə
855	b a ⁵		pʰ o ʔ ⁵³	pʰ ɔ ⁴³	pʰ a	pʰ aˀ	
1542	ʔ u ŋ ³	ʔ a	ʔ a ³		ʔ ə		
1547				m ḭ ⁴²		m iˀ	
385	ʃ a ŋ ³				s ə	s aː	ʃ a ŋ ⁵³
386	l ə ³					l eː	
387			d z u ⁴	d z o ³²			
2275	m ɔ ʔ ⁴³		m ɔ ʔ ⁴		m o ʔ ³¹	m a k	
1260	j ɛ̰ n ⁴						j a̰ ŋ ³
1261	s ai n ⁴³			s a ŋ ²¹			
1263		l o ŋ ³			l o ⁵⁵	l a ŋ	l a ŋ ⁵³
2800		m i ⁵²	m e ⁴	m ḭ ⁴	m i ⁵⁵	m aˀ	m i ³¹
2787	tʃʰ au ⁵		tʃʰ au ⁵⁴				
2788	m u ⁵		m ɔ̃ ⁴	m ɔ ⁴	m ai ³¹	m a	m ɔ ³
2790						tsʰ w iː	tʃʰ w i ³²
740	ʔ a ³	ʔ a ³	ʔ a ⁴				ʔ a ⁴⁵
741	m a ŋ ³		m a ŋ ⁴	m a ²	m o ³¹	m aˀ	m a ŋ ⁵³
2886	n u ⁵	n au ŋ ⁵²	n õ ŋ ⁵	n au ŋ ³²		n uˀ	
1011	d j ɛ n ³¹		b j e ŋ ⁵³	b j ɪ n ²¹			
1012	tʃʰ a ŋ ⁵		tʃʰ a ŋ ⁵	tʃʰ a ²			
1595	n j e ŋ ³¹	m a ŋ ²³	m j ə ŋ ³¹	m a̰ ŋ ³¹	m ai ŋ ⁵⁵	m a ɲ	m j ɪ ŋ ³¹
2659	w ʊ ³	w a ²³	w ə ⁴		w a ⁵⁵		w a ³¹
2660	kʰ au ³				kʰ ə		
2661			g o ŋ ⁵¹	kʰ au ŋ ²			
1925		kʰ j a ⁵²	kʰ j ɔ ⁴	kʰ j ɔ ⁵¹	kʰ ə		kʰ j ɔ ⁵³
226			l ḛ ʔ ⁵⁴		l i ʔ ⁵⁵		
1223		j a̰ m ²³	j ɛ̰ m ⁴	j a̰ m ³¹		ʔ i m	ʔ j ṵ m ⁵³
602	kʰ w a m ⁵	kʰ a m ²³	kʰ æ m ⁴	kʰ a m ³		kʰ aː	kʰ u m ³¹
2808			d w a ŋ ³¹			t a ŋ	d ɔ ŋ ³¹
2807	b ai ʔ ⁴¹					p au k	
1933	kʰ o ŋ ³		kʰ o ŋ ⁴²	kʰ au ŋ ³¹	kʰ au ŋ ⁵⁵	kʰ a ŋ	kʰ u ŋ ⁵³
2294			g e ⁵	g i t ³			g i ⁴³
1460	tʰ a n ³			tʰ ɪ n ⁴¹			
1461			tʰ ãɪ ⁵²				tʃʰ ə ⁴
1462						pʰ j a	pʰ j ɔ ⁵³
1763	ʔ u ⁵			ʔ au ²			ʔ u ³
1764	kʰ ɨ ʔ ⁵³		kʰ o ʔ ⁵³				kʰ u ʔ ⁵⁴
201	m i ³¹		m ḛ ḭ ⁵¹	m ai ³²			
413		p ṵ ⁵²		b au ²			b u ³¹
2715		ɣ a ⁵²		ɣ o ʔ ³²			
2716			g ai n ³	g ɪ n ⁴			k a n ³²
2714	j ɔ ʔ ³¹		j ɔ̰ ʔ ³				w ɔ ʔ ³
651	tsʰ au ⁵			tsʰ o ⁵⁴		tsʰ w iː	
2000	l ṵ ⁵		l o ⁴				
2001				k a̰ ŋ ³²		kʰ a ɲ	
2641	kʰ j a ʔ ⁵³		kʰ j a ʔ ⁵³				
2067	tʃʰ oa p ⁵¹		tʃʰ w ɛ p ⁵³				
2068				kʰ j æ p ⁵		kʰ j u p	kʰ j u p ⁵⁴
1626	ŋ a̰ p ⁵⁴	n e ʔ ⁵²	ŋ æ̃ p ⁵³	ŋ ḛ ʔ ⁵⁴		ʔ a p	ʔ a̰ p ⁵
443			b i ⁵	b j e ³²	pʰ j e ³¹		
1907	l ɔ ʔ ³²		l ɔ̰ ʔ ³	l o ʔ ³²		l a k	l ɔ ʔ ³²
1909			b ai n ⁴	p ḛ n ²			
1910						tsʷ a p	dʒ ɔ p ⁵⁴
467	ʔ au ⁵		ʔ au ⁵			ʔ w iː	
1355	m ɔə t ⁴¹		m o̰i ʔ ³				
1529	tsʰ ɔ m ³		tsʰ æ m ⁴³	tsʰ a m ⁴¹		tsʰ u m	tsʰ u m ⁵³
1745	tʰ u ŋ ⁵		tʃʰ a ŋ ⁴⁵				tʰ u ŋ ³⁴
1746	k j ḛ ḭ ³		g e ³¹				g i ⁵³
2344	m ɔ t ⁴²		m oi ʔ ³				
2345			d z ɔ ³				dʒ ɔ ⁵³
1781	b a n ³¹		b ãɪ ⁵¹	b a n ³¹		p a n	
1782				d z o ³²			d z a ŋ ³¹
902	tʰ a ŋ ⁵		tʰ a ŋ ⁴	tʰ a ³²	tʰ o ³¹	tʰ a ŋ	tʰ a ŋ ³¹
895		m i ⁵²	m ɪ ⁴	m i ⁴³	m i ³¹	m iː	m ḭ ³¹
61	j a p ⁴²		j æ p ³				v a p ⁵
2224	kʰ au ⁵	kʰ au ²³	kʰ au ⁵		kʰ u ³¹	kʰ w iː	kʰ au ³¹
351	pʰ ə ³					pʰ aˀ	b j ɔ ³
352	j æu ŋ ⁵					j au ŋ	
353			d z ə ŋ ⁵¹				d z i ŋ ⁵
1101	m a ŋ ⁵		m a ŋ ³⁴	m a ³⁴³	m ɔ ŋ ³¹		
518			l e ³	l a ³		l eː	l ai ³
54	n j ɔ̃ ³		m j ɔ̃ ³		m j a ³¹		m j ɔ ³¹
2305	l a̰ m ³		l æ̰ m ³	l e ³²	l ɛ ⁵⁵	h l a m	l a̰ m ⁵³
1342	ʃ a m ³		ʃ æ m ³				ʃ a m ⁵³
1177	g j ɔ ⁴¹	k j a	g j ɔ ³¹	g j o ⁵		k r aː	g j ɔ ⁵³
2217	n a m ³¹		n æ m ³¹	n j e ³	n ɛ ⁵⁵	n a mˀ	
2030	n j a ŋ ³¹	m j a̰ ŋ ⁵²	m j a ŋ ³¹	m j a ⁴	m j o ⁵⁵	m r a ŋ	m j a ŋ ³¹
2820	n j ɔ ʔ ⁴³		m j ɔ ʔ ³	m j ɔ ʔ ³²			m j ɔ ʔ ³
2821				l a p ³²			l ʊ p ³
2726	ŋ au ³¹		ŋ au ³¹		ŋ u ⁵⁵	ŋ w i	ŋ au ³²
691	d z ɔ ³	t a ⁵²	d z ɔ ³	d z o ⁴		ts aː	d z ɔ ⁵³
2425		m j ṵ ŋ ³	m j au ⁵³	m j u ʔ ³		m j w i	m j w i ³²
1245				m ø ʔ ⁵⁴	m j e ʔ ³¹		
1246						m w a t	m ʊ t ³²
1043			g i ³	kʰ i ⁵⁴			g i ³¹
2537	ʃ ɛ t ⁵³		ʃ i ʔ ³¹				ʃ ɪ t ⁵
2538				ʃ a p ⁵³		s i p	
617	ʃ o k ⁵²	ʃ au ²³	ʃ j o ʔ ³¹		ʃ o ʔ ³¹	s au k	ʃ u ʔ ⁵
625	j ɛ t ³¹		j e ʔ ³				
2671	d u k ⁴²		d o k ³				
2334				pʰ ø ⁵			b e ³²
480			kʰ j o ŋ ⁵	kʰ j æu ŋ ³	x ɔ ŋ ³¹	kʰ j au ŋ	
481			d z au ⁵³	d z o̰ ʔ ⁵⁴			d z au ³²
2258	dʒ ei ³		dʒ e ⁴³	tʃʰ ɔ ³			tʃʰ ɪ ³²
2862	h a m ⁵		h a m ⁴	h e ⁴			h a m ²¹
