COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1290-3			a a													
1391-3			h a a													
269-3			h h a													
855-3			h a a													
2078-3			a a h													
2213-3			a a													
1858-3			a a													
1151-3			h a a a													
737-3			h a a ʔ													
340-3			h a													
1111-3			a a h													
485-3			a a													
1356-3			a a a													
1093-3			a a a													
1063-3			h a a													
648-3			h a a													
223-3			h a a a													
1248-3			h a													
1509-3			h a a													
504-3			h a a													
1-3			h a													
386-3			a a h h													
1411-3			h a ʔ													
1027-3			h a a													
2077-3			h a a a ʔ													
1459-3			h a a													
1323-3			a a													
1538-3			a a a a													
975-3			a a a a													
940-3			a a a													
1476-3			h a a													
105-3			a a a													
1431-3			h a													
37-3			h a a													
1152-3			h a a a													
1814-3			a a a													
1890-3			h a													
1430-3			h a													
1721-3			j a h													
1617-3			h a h													
1564-3			h a h													
1028-3			h a													
1563-3			a a													
1859-4				n ə												
175-4				ʔ ə k												
241-4				ʔ ə												
2163-4				ʔ ə												
2181-4				n ə n												
2060-4				ʔ ə n												
410-4				t ə												
1841-4				ə ə												
2017-4				ə ə												
1004-4				ə ə												
614-4				t əː n												
686-4				p ə ə												
88-4				g ʔ ə												
872-4				n ə n												
1891-4				t ə												
68-4				n ə n												
631-4				p t ə												
594-4				ʔ ə												
1759-4				b ə n												
805-4				g ə n												
756-4				n ə												
1201-4				ə t ə												
2042-4				ʔ ə												
1968-4				t ə												
2000-4				ə ə n												
17-4				ə ə												
4-4				b əː n												
788-4				t ə												
1219-4				n ə n												
141-4				ʔ ə n												
541-4				p ə ə n												
1687-4				ə ə												
123-4				ə ə n												
1652-4				b ə n												
576-4				n ə												
1738-4				ʔ ə												
442-4				n ə n												
368-4				t ə ə n												
1778-4				b əː												
957-4				n ə												
1704-4				ʔ ə												
304-4				j ə n												
1796-4				b ə n												
720-4				t ə												
287-4				ʔ ɔ ə												
321-4				n ə												
206-4				ʔ ə												
1950-4				ʔ ə												
665-4				ʔ n ə n												
703-4				n ə												
1290-4				ə ə												
1391-4				ʔ ə												
269-4				ʔ t ə												
855-4				b ə n												
2078-4				ə ə ŋ												
2213-4				ə ə												
1858-4				n eu̯												
1151-4				p j ə												
737-4				p t ə												
340-4				n eu̯												
1111-4				ə ə k												
485-4				ə ə												
1356-4				ə ə n												
1093-4				t ə n												
1063-4				t ə												
648-4				t ə n												
223-4				ʔ t ə n												
1509-4				t əː n												
504-4				ʔ ə n												
2130-4				ə ə												
1-4				ʔ eu̯												
386-4				ə ə p k k												
1411-4				ʔ ə k												
1027-4				ʔ ə												
2077-4				p p n ə												
1459-4				ʔ ə ə												
975-4				ə t ə n												
940-4				ə ə												
1476-4				ʔ ə n												
1923-4				n ə h												
105-4				n ə n												
1431-4				ʔ ə												
37-4				n ɔ ŋ												
1152-4				p t ɛː												
1183-4				ə ə n												
1430-4				t ə												
1721-4				n j h												
1617-4				ʔ əː ŋ												
1028-4				ʔ a												
2111-4				ə ə h												
1859-5					a ei̯											
175-5					b a											
241-5					ʔ a ʔ											
2163-5					b ei̯ a											
2181-5					j ei̯ ei̯											
2060-5					ʔ a ei̯											
410-5					ʔ ei̯											
1841-5					a ei̯											
2017-5					ʔ ei̯											
1004-5					a ei̯											
614-5					b a h											
686-5					b a ei̯											
88-5					b l ei̯ ʔ											
872-5					j ei̯ ei̯											
1891-5					ʔ ei̯											
68-5					j ei̯ ei̯											
631-5					b ei̯ ŋ											
594-5					ʔ ei̯											
1759-5					b ei̯ ei̯											
805-5					k ei̯ ei̯											
756-5					b ei̯ ʔ											
1201-5					b ʔ ei̯ ʔ											
2042-5					ʔ a											
1968-5					d a t											
2000-5					j ei̯ ei̯											
17-5					d a ʔ											
4-5					b ei̯ ei̯											
788-5					d ei̯ t											
1219-5					b ei̯ ei̯											
141-5					ʔ a ei̯											
541-5					b l ei̯ ei̯ ei̯											
1687-5					b ei̯ ei̯											
123-5					j ei̯ ei̯											
1652-5					dʑ ei̯ ei̯											
576-5					j a r̥											
1738-5					d a t											
442-5					j ei̯ ei̯											
368-5					b l ei̯ ei̯											
1778-5					b a ʔ											
957-5					nˀ a t											
1704-5					ʔ a ʔ											
304-5					j a ei̯											
1796-5					dʑ a ei̯											
720-5					d a t											
287-5					b l ei̯ ʔ											
321-5					nˀ ei̯ ŋ											
206-5					ʔ ei̯ ʔ											
1950-5					b ɔ ei̯											
665-5					b ei̯ ei̯											
703-5					j a ʔ											
1290-5					a ei̯											
1391-5					d a t											
269-5					b ei̯ t											
855-5					d a ei̯											
2078-5					l ei̯ ʔ											
2213-5					a ei̯											
1858-5					l ei̯											
1151-5					k j ei̯ ŋ											
737-5					b ei̯ ŋ											
340-5					ʔ ei̯											
1111-5					j ei̯ ʔ											
485-5					a ei̯											
1356-5					nˀ ei̯ h											
1093-5					dʑ ei̯ ŋ											
1063-5					d a a											
648-5					dʑ ei̯ ei̯											
223-5					b ei̯ ei̯											
1248-5					ʔ ei̯											
1509-5					ɗ ɔ ŋ											
504-5					dʑ ei̯ h											
2130-5					l ei̯											
1-5					ʔ a											
1411-5					ʔ ei̯											
2077-5					ɗ l ɔ ei̯ h											
1323-5					l ei̯											
1538-5					ɔ ei̯ ei̯ ŋ											
1923-5					b ɔ ʔ											
37-5					l ei̯ ŋ											
1152-5					p a r											
1814-5					a a a											
1890-5					s ei̯											
1564-5					b ei̯ ʔ											
1597-5					s ɔ ŋ											
1859-6						nʰ iː										
175-6						ʔ iː t										
241-6						ʔ ɔ t										
2163-6						ʔ ɔ iː										
2181-6						nʰ iː iː										
2060-6						ʔ ɔ iː										
410-6						ʔ a										
1841-6						ʔ iː										
2017-6						ʔ a										
1004-6						iː a										
614-6						ʔ iː h										
686-6						b l a										
88-6						b ʔ iː h										
872-6						nʰ ɔ h										
1891-6						ʔ iː										
68-6						s iː iː										
631-6						b ʔ iː iː										
594-6						ʔ a										
1759-6						ʔ a iː										
805-6						ʔ ɔ ŋ										
756-6						ʔ iː t										
1201-6						nʰ ʔ iː ʔ										
2042-6						ʔ iː t										
1968-6						d iː t										
2000-6						s ɔ ŋ										
17-6						ʔ iː ʔ										
4-6						ʔ iː iː										
788-6						d iː t										
1219-6						ʔ iː iː										
141-6						ʔ ɔ ŋ										
541-6						b a iː iː h										
1687-6						ʔ iː iː										
123-6						nʰ ɔ iː										
1652-6						ʔ ɔ ŋ										
576-6						nʰ iː l										
1738-6						d iː t										
442-6						ʔ ɔ iː										
368-6						d a iː h										
1778-6						ʔ iː ʔ										
957-6						nʰ iː h										
1704-6						ʔ iː t										
304-6						j iː iː										
1796-6						ʔ ɔ ŋ										
720-6						d iː h										
287-6						b i iː t										
321-6						d a iː										
206-6						d iː t										
1950-6						ʔ a iː										
665-6						b ʔ iː iː										
703-6						nʰ iː ʔ										
1290-6						ʔ a										
1391-6						d ɔ t										
269-6						d d a t										
855-6						ʔ ɔ iː										
2078-6						ʔ iː t										
2213-6						ʔ iː										
1858-6						s iː										
1151-6						b iː iː h										
737-6						b l iː t										
340-6						ʔ iː										
1111-6						d iː t										
1093-6						d iː ŋ										
1063-6						d iː iː										
648-6						ʔ ɔ ŋ										
1248-6						ʔ a										
1509-6						d iː ŋ										
504-6						ʔ iː h										
2130-6						ʔ iː										
1-6						ʔ iː										
1411-6						ʔ ə t										
2077-6						d b l a h										
1323-6						l a										
1538-6						r iː iː ʔ										
1923-6						d ɔ										
37-6						d a ŋ										
1152-6						b l a ʔ										
1814-6						s a iː										
1597-6						s ɔ h										
1859-7							a o									
175-7							kʰ o									
241-7							ʔ o ʔ									
2163-7							g a ai̯									
2181-7							a a ŋ									
2060-7							ʔ a ŋ									
410-7							t o									
1841-7							a o									
2017-7							l ɨː									
1004-7							a o									
614-7							t o h									
686-7							b a a									
88-7							kʰ o h									
872-7							g o ŋ									
1891-7							ʔ o									
68-7							t a ŋ									
631-7							kʰ o ŋ									
594-7							ʔ o									
1759-7							t a ŋ									
805-7							g o ŋ									
756-7							l o									
1201-7							a j o h									
2042-7							ʔ o									
1968-7							t o ʔ									
2000-7							a o ŋ									
17-7							a o									
4-7							t a ai̯									
788-7							t o									
1219-7							l a ŋ									
141-7							ʔ o ŋ									
541-7							k r a o ŋ									
1687-7							t a ai̯									
123-7							a a ŋ									
1652-7							g a ŋ									
576-7							a o									
1738-7							t o									
442-7							l o ŋ									
368-7							t a o ŋ									
1778-7							t o									
957-7							a o									
1704-7							ʔ o ʔ									
304-7							a a ŋ									
1796-7							t o ŋ									
720-7							t o h									
287-7							kʰ t o h									
321-7							t a									
206-7							t o ʔ									
1950-7							ʔ a o									
665-7							kʰ r o ŋ									
703-7							a o									
1290-7							a a									
1391-7							t o									
269-7							kʰ j o									
855-7							t a ŋ									
2078-7							l a									
2213-7							a o									
1858-7							ʔ a									
1151-7							kʰ a a ai̯									
737-7							kʰ r a									
340-7							ʔ a									
1111-7							l a									
485-7							a a									
1356-7							a o ŋ									
1093-7							t o ŋ									
1063-7							t o ai̯									
648-7							t o									
223-7							kʰ t o ŋ									
1248-7							ʔ o									
1509-7							t o ŋ									
504-7							t o									
2130-7							l a									
1-7							ʔ ɨː									
386-7							a a h h									
1411-7							ʔ a									
1027-7							kʰ a									
1459-7							kʰ a ə									
975-7							a ʔ ə h									
940-7							a ə h									
1476-7							ʔ ə									
1923-7							g ə									
105-7							t ə ŋ									
1431-7							ʔ a									
37-7							d a a									
1152-7							kʰ a									
1183-7							g ə ŋ									
1890-7							l o									
1430-7							ʔ iː									
1721-7							∅									
1617-7							∅									
1028-7							ʔ a									
2111-7							ə ə									
1859-8								n eu̯								
175-8								ʔ əː								
241-8								ʔ əː								
2163-8								b əː								
2181-8								n əː n								
2060-8								ʔ əː n								
410-8								ʔ eu̯								
1841-8								n eu̯								
2017-8								n eu̯								
1004-8								j eu̯								
614-8								ʔ əː h								
686-8								ʔ j eu̯								
88-8								n ʔ a								
872-8								n əː n								
1891-8								ʔ eu̯								
68-8								n əː n								
631-8								n ʔ əː ŋ								
594-8								ʔ eu̯								
1759-8								b əː n								
805-8								b əː n								
756-8								n əː								
1201-8								n ʔ a								
2042-8								ʔ əː								
1968-8								ʔ o								
2000-8								n əː n								
17-8								n əː								
4-8								b əː n								
788-8								ʔ o								
1219-8								n əː n								
141-8								ʔ əː n								
541-8								ʔ n j o n								
1687-8								n əː								
123-8								n əː n								
1652-8								b əː n								
576-8								n əː								
1738-8								ʔ o								
442-8								n əː n								
368-8								n n o n								
1778-8								b əː								
957-8								n əː								
1704-8								ʔ əː								
304-8								j eu̯ n								
1796-8								ʔ əː n								
720-8								ʔ o h								
287-8								n l a								
321-8								n əː n								
206-8								ʔ o								
1950-8								ʔ ʔ eu̯								
665-8								n v əː n								
703-8								n o								
1290-8								n eu̯								
1391-8								ʔ əː								
269-8								n ʔ a								
855-8								b əː n								
2078-8								n eu̯								
2213-8								n eu̯								
1858-8								n eu̯								
1151-8								n j eu̯								
737-8								n l a								
340-8								n eu̯								
1111-8								n əː								
485-8								n eu̯								
1356-8								n əː n								
1093-8								ʔ o n								
1063-8								ʔ əː n								
648-8								ʔ o n								
223-8								n ʔ əː n								
1248-8								ʔ o								
1509-8								b əː n								
504-8								ʔ j h								
2130-8								n a								
1-8								ʔ eu̯								
386-8								n o								
1411-8								ʔ j								
1027-8								ʔ əː								
2077-8								∅								
1459-8								ʔ o o								
1323-8								∅								
1538-8								∅								
975-8								n ʔ o h								
940-8								n o h								
1476-8								ʔ o n								
1923-8								n o								
105-8								n o n								
1431-8								ʔ o								
37-8								l a a								
1152-8								ʔ l a h								
1183-8								b ə n								
1890-8								n a								
1430-8								ʔ o								
1564-8								∅								
1028-8								ʔ a								
2111-8								ə ə								
1563-8								∅								
1597-8								∅								
1859-9									i i							
175-9									ʔ i							
241-9									ʔ i							
2163-9									ʔ i i							
2181-9									l i i							
2060-9									ʔ i i							
410-9									ʔ i							
1841-9									i i							
2017-9									ʔ i							
1004-9									i i							
614-9									ʔ i i							
686-9									i i							
88-9									i							
872-9									i i i							
1891-9									ʔ i							
68-9									i i							
631-9									i i							
594-9									ʔ i							
1759-9									ʔ i i							
805-9									ʔ i i							
756-9									ʔ i							
1201-9									i i							
2042-9									ʔ i							
1968-9									ʔ i							
2000-9									i i i							
17-9									ʔ i							
4-9									ʔ i i							
788-9									ʔ i							
1219-9									ʔ i i							
141-9									ʔ i i							
541-9									l i i i							
1687-9									ʔ i i							
123-9									l i i							
1652-9									ʔ i i							
576-9									l i							
1738-9									ʔ i							
442-9									ʔ i i							
368-9									i i i							
1778-9									ʔ i							
957-9									l i							
1704-9									ʔ i							
304-9									i i i							
1796-9									ʔ i i							
720-9									ʔ i i							
287-9									i							
321-9									i							
206-9									ʔ i							
1950-9									ʔ l i							
665-9									i i							
703-9									l i							
1290-9									l i							
1391-9									ʔ i							
269-9									i							
855-9									ʔ i i							
2078-9									i							
2213-9									l i							
1858-9									ʔ i							
1151-9									i i							
737-9									i							
340-9									ʔ i							
485-9									i i							
1356-9									i i							
1093-9									i i							
1063-9									ʔ i i							
648-9									ʔ i i							
223-9									i i							
1248-9									ʔ i							
504-9									ʔ i							
2130-9									i							
1-9									ʔ i							
386-9									i i							
1027-9									ʔ i							
2077-9									l i							
1459-9									i i							
1323-9									l i							
1538-9									i i i							
975-9									i							
940-9									i							
1476-9									ʔ i							
105-9									i i							
1431-9									ʔ i							
37-9									ʔ i i							
1152-9									i							
1814-9									l i							
1430-9									i							
1721-9									i							
1617-9									i							
1564-9									i							
1028-9									ʔ a							
1597-9									i							
1859-10										e e						
175-10										ʔ a						
241-10										ʔ a ʔ						
2163-10										ʔ e ŋ						
2181-10										l e ʔ						
2060-10										ʔ a ʔ						
410-10										ʔ e						
1841-10										e e						
2017-10										ʔ e						
1004-10										e e						
614-10										ʔ e ʔ						
686-10										b a e						
88-10										b ʔ e ʔ						
872-10										l e ʔ						
1891-10										ʔ e						
68-10										l e e						
631-10										b r e ŋ						
594-10										ʔ e						
1759-10										ʔ e ʔ						
805-10										ʔ e ŋ						
756-10										ʔ a ʔ						
1201-10										a ʔ e ʔ						
2042-10										ʔ a						
1968-10										t a ʔ						
2000-10										l e ŋ						
17-10										t e ʔ						
4-10										ɓ e ʔ						
788-10										ʔ e						
1219-10										ʔ e e						
141-10										ʔ a ŋ						
541-10										g a e e ʔ						
1687-10										ʔ e ɔ						
123-10										l e ʔ						
1652-10										ʔ e ʔ						
576-10										l e r						
1738-10										ʔ e ʔ						
442-10										ʔ e ʔ						
368-10										b a e ŋ						
1778-10										ʔ e ʔ						
957-10										l e ʔ						
1704-10										ʔ a ʔ						
304-10										l e e						
1796-10										ʔ e ŋ						
720-10										t e ʔ						
287-10										b ʔ e ʔ						
321-10										ʔ e ʔ						
206-10										ʔ e ʔ						
1950-10										ʔ a e						
665-10										b tɕ e ʔ						
703-10										l e ʔ						
1290-10										e e						
1391-10										ʔ a						
269-10										b t e ʔ						
855-10										ʔ e ʔ						
2078-10										l e						
2213-10										e e						
1858-10										s a						
1151-10										b a a ʔ						
737-10										b l e ʔ						
340-10										ʔ a						
1111-10										ʔ e						
485-10										a e						
1356-10										e e ʔ						
1093-10										l e ʔ						
1063-10										ʔ a ŋ						
648-10										tɕ e ŋ						
223-10										b m e ʔ						
1248-10										ʔ a						
1509-10										ɗ e ʔ						
504-10										ʔ o ʔ						
2130-10										ʔ e						
1-10										h a						
386-10										a e ʔ ʔ ʔ						
1411-10										ʔ a						
1027-10										ʔ e ʔ						
2077-10										b b m e ʔ						
1323-10										l e						
1538-10										a ɔ ɔ ʔ						
37-10										ɗ a ŋ						
1152-10										b l a m						
1814-10										l a a						
1890-10										ʔ a						
1028-10										ʔ i						
1563-10										ʔ a						
1859-11											n eu̯					
175-11											ʔ a					
241-11											ʔ a h					
2163-11											ʔ a					
2181-11											n a a					
2060-11											ʔ a a					
410-11											ʔ eu̯					
1841-11											j eu̯					
2017-11											ʔ eu̯					
1004-11											j eu̯					
614-11											ʔ əː h					
686-11											ʔ əː eu̯					
88-11											n ʔ a					
872-11											n a n					
1891-11											ʔ eu̯					
68-11											n a a					
631-11											n ʔ a					
594-11											ʔ eu̯					
1759-11											b a n					
805-11											b a n					
756-11											ʔ a					
1201-11											n ʔ a h					
2042-11											ʔ a					
1968-11											ʔ a h					
2000-11											j a ŋ					
17-11											v a					
4-11											b a a					
788-11											ʔ a					
1219-11											ʔ a a					
141-11											ʔ a n					
541-11											ʔ əː j eu̯ ŋ					
1687-11											ʔ a					
123-11											n a a					
1652-11											b a n					
576-11											n a					
1738-11											ʔ a h					
442-11											ʔ a a					
368-11											n j əː ŋ					
1778-11											b a					
957-11											n a h					
1704-11											ʔ a h					
304-11											j eu̯ a					
1796-11											ʔ a ŋ					
720-11											ʔ a h					
287-11											n a a					
321-11											n a h					
206-11											ʔ a h					
1950-11											ʔ əː a					
665-11											n v a a					
703-11											n a h					
1290-11											j eu̯					
1391-11											ʔ a h					
269-11											n ʔ a h					
855-11											b a n					
2078-11											n a					
2213-11											j eu̯					
1858-11											n a					
1151-11											n j eu̯					
737-11											n n a					
340-11											ʔ a					
1111-11											n a					
485-11											n eu̯					
1356-11											n əː h					
1093-11											d əː ŋ					
648-11											ʔ j ŋ					
223-11											n əː a n					
1248-11											ʔ a					
1509-11											b əː n					
504-11											ʔ a h					
2130-11											ʔ a					
1-11											ʔ eu̯					
386-11											o o n t k					
1411-11											ʔ a					
1027-11											ʔ a h					
2077-11											p n o o h					
1459-11											ʔ o o					
1538-11											əː j əː					
975-11											o t o h					
940-11											n a h					
1476-11											ʔ a h					
1923-11											n a h					
105-11											d o n					
1431-11											ʔ a					
37-11											ʔ a h					
1152-11											t ʔ a h					
1183-11											n a n					
1890-11											s a					
1430-11											ʔ o					
1721-11											n j h					
1617-11											ʔ j k					
1028-11											ʔ a					
2111-11											ə o h					
1597-11											n əː					
1859-12												ɛ ɛ				
175-12												p a				
241-12												ʔ a				
2163-12												p o ŋ				
2181-12												ɛ o n				
2060-12												ʔ o n				
410-12												s ɛ				
1841-12												ɛ ɛ				
2017-12												s ɛ				
1004-12												ɛ ɛ				
614-12												p o n				
686-12												p ɛ ɛ				
88-12												p ɛ				
872-12												s o n				
1891-12												s ɛ				
68-12												s o n				
631-12												p ɛ n				
594-12												s a				
1759-12												p o n				
805-12												g o n				
756-12												s a				
1201-12												ɛ t ɛ				
2042-12												ʔ a				
1968-12												p a				
2000-12												o o n				
17-12												s ɛ				
4-12												p o n				
788-12												p o				
1219-12												p o a				
141-12												ʔ o n				
541-12												p r ɛ o n				
1687-12												p o ŋ				
123-12												ɛ o n				
1652-12												p o n				
576-12												s o				
1738-12												p a				
442-12												p o n				
368-12												ʔ a o n				
1778-12												p a				
957-12												s ɛ				
1704-12												ʔ a				
304-12												o o a				
1796-12												p o ŋ				
720-12												p o n				
287-12												p ɛ				
321-12												p o ŋ				
206-12												p o				
1950-12												p ɛ				
665-12												p j ɛ n				
703-12												ɛ a				
1290-12												ɛ ɛ				
1391-12												p a				
269-12												p ɛ				
855-12												p o n				
2078-12												s ɛ				
2213-12												ɛ ɛ				
1858-12												s a				
1151-12												ʔ o a n				
737-12												p ɛ				
340-12												s a				
1111-12												s ɛ				
485-12												s ɛ				
1356-12												s ɛ n				
1093-12												t o n				
1063-12												p ɛ ŋ				
648-12												p ɛ n				
223-12												ʔ p ɛ n				
1248-12												s a				
1509-12												p o n				
504-12												p ɛ n				
2130-12												s a				
1-12												ʔ ɛ				
386-12												ɛ ɛ a a ʔ				
1411-12												p ɛ				
1027-12												p ɛ				
2077-12												a ɛ				
1459-12												p ɛ ɛ				
1323-12												s ɛ				
1538-12												r a a n				
975-12												ɛ ɛ n				
940-12												ɛ ɛ ŋ				
1476-12												ʔ ɛ n				
1923-12												s o				
105-12												ɲ ɛ n				
1431-12												ʔ ɛ				
1814-12												s a ŋ				
1183-12												p ə n				
1890-12												s o				
1430-12												ʔ ɛ				
1721-12												j ə				
1617-12												p ə				
1564-12												b ɛ				
1028-12												ʔ a				
2111-12												ə ə				
1563-12												s a				
1597-12												s o ŋ				
1859-13													s ɛ			
175-13													p a			
241-13													ʔ a			
2163-13													p a			
2181-13													s a a			
2060-13													p a a			
410-13													p a			
1841-13													s a			
2017-13													s a			
1004-13													ɛ ɛ			
614-13													p ɛ			
686-13													p a ɛ			
88-13													p ɛ			
872-13													s a ɛ			
1891-13													p a			
68-13													s a a			
631-13													p p ɛ			
594-13													p a			
1759-13													p a ɛ			
805-13													g a ɛ			
756-13													p a			
1201-13													ɛ ɛ			
2042-13													ʔ a			
1968-13													p a			
2000-13													ɛ ə ɛ			
17-13													p a			
4-13													p a ɛ			
788-13													p ɛ			
1219-13													p a a			
141-13													p a ɛ			
541-13													p r ɛ a ɛ			
1687-13													p a			
123-13													s a a			
1652-13													p a ɛ			
576-13													s a			
1738-13													p a			
442-13													p a a			
368-13													ʔ a a ɛ			
1778-13													p a			
957-13													s ɛ			
1704-13													ʔ a			
304-13													j a a			
1796-13													p a ɛ			
720-13													p ɛ			
287-13													p p ɛ			
321-13													p ɛ			
206-13													p a			
1950-13													p ɛ			
665-13													p r ɛ a			
703-13													ɛ a			
1290-13													s a			
1391-13													p a			
269-13													p ɛ			
855-13													p a ɛ			
2078-13													s a			
2213-13													s a			
1858-13													s a			
1151-13													ʔ a a n			
737-13													p ɛ			
340-13													s a			
1111-13													s a			
485-13													s a			
1356-13													p a			
1093-13													p ɨ k			
1063-13													p ɛ ɛ			
223-13													ʔ p a n			
1248-13													s a			
1509-13													p a			
504-13													p a			
2130-13													s a			
1-13													ʔ a			
386-13													ɛ a ʔ			
1411-13													p ɛ			
1027-13													ʔ a			
2077-13													ɛ ɛ			
1459-13													p ɨ ɛ			
1323-13													s a			
1538-13													r a a			
975-13													k ʔ a n			
940-13													k a n			
1476-13													ʔ a n			
1923-13													p ɨ			
105-13													p o n			
1431-13													ʔ a			
1814-13													ɲ a ŋ			
1183-13													p ɨ n			
1890-13													s a			
1721-13													j ə ʔ			
1617-13													p ə ʔ			
1564-13													ʔ a			
1028-13													ʔ a			
2111-13													ə ɨ			
1563-13													s a			
1597-13													s a			
1859-14														a o		
175-14														kʰ o m		
241-14														ʔ o		
2163-14														kʰ o m		
2181-14														ə o a		
2060-14														ʔ o a		
410-14														ʔ o		
1841-14														a o		
2017-14														ʔ o		
1004-14														a o		
614-14														ʔ o m		
686-14														g a ai̯		
88-14														g o h		
872-14														ə o a		
1891-14														ʔ o		
68-14														dʑ o a		
631-14														g l o m		
594-14														ʔ o		
1759-14														ʔ o a		
805-14														g o o		
756-14														ʔ o		
1201-14														ə j o h		
2042-14														ʔ o		
