COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
1891-14														ɗ ai̯		
68-14														s i m		
631-14														b ai̯ n		
594-14														k a		
1759-14														h a n		
805-14														g i ŋ		
1859-15															ŋ ɛː	
175-15															g a	
241-15															ʔ iː ʔ	
2163-15															g uː n	
2181-15															n̥ a m	
2060-15															ʔ aː m	
410-15															d aːi̯	
1841-15															m aːi̯	
2017-15															h a	
1004-15															n aːi̯	
614-15															b ou̯ h	
686-15															b a aːi̯	
88-15															k a ʔ	
872-15															n aː ŋ	
1891-15															d a	
68-15															s iː m	
631-15															b ə n	
594-15															g a	
1759-15															h a n	
805-15															g i ɲ	
1859-16																ŋ ɛː
175-16																g a
241-16																ʔ i ʔ
2163-16																g uː n
2181-16																n̥ a m
2060-16																ʔ aː m
410-16																d aːi̯
1841-16																m aːi̯
2017-16																h ei̯
1004-16																a aːi̯
614-16																b ou̯ h
686-16																b l aːi̯
88-16																k a ʔ
872-16																n aː ŋ
1891-16																d a
68-16																s iː m
631-16																b a n
594-16																g a
1759-16																h a n
805-16																g i ɲ
