COGID	BanPaw	ChaYeQing	ChuDongGua	GuangKa	HtanHsan	KhunHawt	MangBang	ManLoi	MengDan	NamHsan	NanSang	NoeLae	NyaungGone	PangKham	PongNuea	XiangZhaiTang
17-2		s a ʔ														
4-2		d oː m														
788-2		d oː														
1219-2		s oː m														
141-2		ʔ ɔː ŋ														
541-2		b o a oː ŋ														
1687-2		m oː n														
123-2		n oː m														
1652-2		dʑ ɔː n														
576-2		ŋ ɔ n														
1738-2		d oː ʔ														
442-2		s oː m														
368-2		l oː ŋ														
1778-2		ʔ ɔ ʔ														
957-2		n ɔ														
1704-2		ʔ ɔ ʔ														
304-2		a oː m														
1796-2		dʑ ɔː ŋ														
720-2		d ɔ h														
287-2		k ʔ oː n														
321-2		dʑ ɔ n														
206-2		d ɔ ʔ														
1950-2		ʔ s au̯														
665-2		b l oː n														
703-2		n ɔ h														
1290-2		m aːi̯														
1391-2		d a ʔ														
269-2		k oː h														
855-2		dʑ ɔː n														
2078-2		s ai̯														
2213-2		s aːi̯														
1859-3			ŋ aːi̯													
175-3			k a													
241-3			ʔ a ʔ													
2163-3			d a m													
2181-3			ŋ aːi̯ m													
2060-3			ʔ a m													
410-3			d aːi̯													
1841-3			m aːi̯													
2017-3			ʔ aːi̯													
1004-3			m̥ aːi̯													
614-3			dʑ o h													
686-3			b a aːi̯													
88-3			k a ʔ													
872-3			ŋ aːi̯ ŋ													
1891-3			d aːi̯													
68-3			s aːi̯ m													
631-3			b a n													
594-3			d aːi̯													
1759-3			dʑ a ŋ													
805-3			k a ŋ													
756-3			ʔ aːi̯ ʔ													
1201-3			m a h													
2042-3			ʔ a													
1968-3			d a ʔ													
2000-3			f a ŋ													
17-3			m a ʔ													
4-3			d a m													
788-3			d aːi̯													
1219-3			ɗ aːi̯ m													
141-3			ʔ a ŋ													
541-3			b r a a ŋ													
1687-3			m aːi̯ a													
123-3			ŋ aːi̯ m													
1652-3			dʑ a ŋ													
576-3			ŋ aːi̯													
1738-3			d a ʔ													
442-3			ɗ a m													
368-3			k j a ŋ													
1778-3			b a ʔ													
957-3			ŋ aːi̯													
1704-3			ʔ a ʔ													
304-3			j a m													
1796-3			dʑ a ŋ													
720-3			d a h													
287-3			k a h													
321-3			dʑ a h													
206-3			b o ʔ													
1950-3			ʔ tɕ aːi̯													
665-3			b j a n													
703-3			l aːi̯ ʔ													
1290-3			m aːi̯													
1391-3			k a ʔ													
269-3			k a ʔ													
855-3			dʑ a ŋ													
2078-3			s aːi̯													
2213-3			m aːi̯													
1858-3			s a													
1151-3			k j a r													
737-3			b r a													
1859-4				ŋ aːi̯												
175-4				k ɔː												
241-4				ʔ uː												
2163-4				k ɔː												
2181-4				n ɔː m												
2060-4				ʔ ɔː m												
410-4				t au̯												
1841-4				m au̯												
2017-4				s iː												
1004-4				ŋ au̯												
614-4				dʑ o h												
686-4				p l au̯												
88-4				k ɔː k												
872-4				n ɔː ŋ												
1891-4				t au̯												
68-4				s ai̯ m												
631-4				p ɔː												
594-4				k au̯												
1759-4				dʑ ɔː n												
805-4				k ɔː n												
756-4				ʔ ai̯												
1201-4				m ɔː												
2042-4				ʔ ɔː												
1968-4				t ɔː ʔ												
2000-4				v ɔː ŋ												
17-4				s ai̯												
4-4				t ɔː m												
788-4				t ɔː												
1219-4				s ɔː m												
141-4				ʔ ɔː ŋ												
541-4				p a ɔː ŋ												
1687-4				ʔ ɔː												
123-4				n ɔː m												
1652-4				dʑ ɔː n												
576-4				ŋ ai̯												
1738-4				t ɔː												
442-4				s ɔː m												
368-4				k ɔː ŋ												
1778-4				p ɔː												
957-4				n ai̯												
1704-4				ʔ ɔː												
304-4				ai̯ ɔː m												
1796-4				dʑ ɔː ŋ												
720-4				t ɔː h												
287-4				k l ɔː												
321-4				dʑ ɔː n												
206-4				t ɔː												
1950-4				ʔ au̯												
665-4				p ɔː n												
703-4				n o												
1290-4				m aːi̯												
1391-4				k ɔː												
269-4				k ɔː												
855-4				dʑ ɔː n												
2078-4				s ai̯												
2213-4				m au̯												
1858-4				s au̯												
1151-4				k a ɔː												
737-4				p ai̯												
1859-5					ŋ əː											
175-5					ʔ əː											
241-5					ʔ əː ʔ											
2163-5					ʔ əː ŋ											
2181-5					m əː h											
2060-5					ʔ əː m											
410-5					ʔ əː											
1841-5					m əː											
2017-5					s əː											
1004-5					m̥ əː											
614-5					tʰ ɔ h											
686-5					b əː a											
88-5					k a ʔ											
872-5					f əː ŋ											
1891-5					ʔ əː											
68-5					s ei̯ m											
631-5					b a n											
594-5					ʔ əː											
1759-5					s a ŋ											
805-5					dʱ əː ŋ											
756-5					s əː ʔ											
1201-5					m a n											
2042-5					ʔ əː											
1968-5					tʰ əː ʔ											
2000-5					f əː ŋ											
17-5					s əː ʔ											
4-5					ɗ əː m											
788-5					ɗ ei̯											
1219-5					dʑ əː m											
141-5					ʔ əː ŋ											
541-5					b j ei̯ a ŋ											
1687-5					s ei̯ ŋ											
123-5					j əː h											
1652-5					dʑ əː ŋ											
576-5					ŋ əː											
1738-5					ɗ əː ʔ											
442-5					dʑ oː m											
368-5					b j a ŋ											
1778-5					tʰ əː ʔ											
957-5					s əː h											
1704-5					ʔ əː ʔ											
304-5					j əː h											
1796-5					dʑ əː ŋ											
720-5					dʱ əː h											
287-5					k a n											
321-5					dʑ əː h											
206-5					tʰ əː ʔ											
1950-5					ʔ ɔ a											
665-5					b a n											
703-5					m əː ʔ											
1290-5					m əː											
1391-5					tʰ əː											
269-5					k a n											
855-5					dʑ əː ŋ											
2078-5					s ei̯											
2213-5					m əː											
1858-5					s a											
1151-5					k j a h											
737-5					b a n											
1859-6						s oː										
175-6						ʔ a										
241-6						ʔ oː										
2163-6						ʔ oː ŋ										
2181-6						s oː m										
2060-6						ʔ oː m										
410-6						ʔ oː										
1841-6						m oː										
2017-6						ʔ oː										
1004-6						s oː										
614-6						ʔ oː h										
686-6						b a a										
88-6						p a h										
872-6						s əː ŋ										
1891-6						ʔ oː										
68-6						s a m										
631-6						p oː ŋ										
594-6						ʔ oː										
1759-6						s a ŋ										
805-6						d əː ŋ										
756-6						s a										
1201-6						m oː h										
2042-6						ʔ oː										
1968-6						d oː t										
2000-6						f əː ŋ										
17-6						s oː										
4-6						d oː m										
788-6						d oː t										
1219-6						s oː m										
141-6						ʔ oː ŋ										
541-6						p r j a ŋ										
1687-6						s oː ŋ										
123-6						s oː m										
1652-6						dʑ əː ŋ										
576-6						s a ŋ										
1738-6						d oː t										
442-6						s oː m										
368-6						p j a ŋ										
1778-6						ʔ a n										
957-6						s a h										
1704-6						ʔ oː t										
304-6						j oː m										
1796-6						dʑ əː ŋ										
720-6						d əː h										
287-6						p i a h										
321-6						d əː h										
206-6						d oː t										
1950-6						ʔ a oː										
665-6						p oː ŋ										
703-6						s əː h										
1290-6						m oː										
1391-6						d a ŋ										
269-6						d d a h										
855-6						dʑ əː ŋ										
2078-6						s a ŋ										
2213-6						m oː										
1858-6						s a										
1151-6						p j a h										
737-6						p iː n										
1859-7							ŋ aːi̯									
175-7							g a									
241-7							ʔ ɔ ʔ									
2163-7							g a ŋ									
2181-7							m a m									
2060-7							ʔ ɔː m									
410-7							ɗ ɔː									
1841-7							m aːi̯									
2017-7							s ei̯									
1004-7							a aːi̯									
614-7							ʔ ɔ h									
686-7							g l ɔː									
88-7							g a ʔ									
872-7							m a ŋ									
1891-7							ɗ ɔː									
68-7							s a m									
631-7							g ɔː n									
594-7							g a									
1759-7							s a ŋ									
805-7							g a ŋ									
756-7							m a ʔ									
1201-7							m ɔː h									
2042-7							ʔ a									
1968-7							t a ʔ									
2000-7							m a ŋ									
17-7							m a ʔ									
4-7							ɗ ɔː m									
788-7							ɗ a									
1219-7							s a m									
141-7							ʔ o ŋ									
541-7							kʰ r a a n									
1687-7							m a h									
123-7							m ɔː m									
1652-7							tɕ a ŋ									
576-7							ŋ a									
1738-7							ɗ a ʔ									
442-7							tɕ ɔː m									
368-7							t j ɔː n									
1778-7							ʔ a ʔ									
957-7							m a ʔ									
1704-7							ʔ ɔ ʔ									
304-7							m a m									
1796-7							tɕ a ŋ									
720-7							t ɔ h									
287-7							g ɔː h									
321-7							tɕ ɔ h									
206-7							t o ʔ									
1950-7							ʔ l ɔː									
665-7							g l ɔː n									
703-7							m a ʔ									
1290-7							m aːi̯									
1391-7							g a ʔ									
269-7							g ɔː ʔ									
855-7							tɕ a ŋ									
2078-7							s ai̯									
2213-7							m aːi̯									
1858-7							s a									
1151-7							g a a n									
737-7							kʰ ai̯									
1859-8								ŋ aːi̯								
175-8								k ai̯								
241-8								ʔ uː								
2163-8								k ɔː								
2181-8								n ɔː m								
2060-8								ʔ ɔː m								
410-8								t au̯								
1841-8								m au̯								
2017-8								s au̯								
1004-8								l au̯								
614-8								dʑ o h								
686-8								p a au̯								
88-8								k ɔː k								
872-8								n ɔː ŋ								
1891-8								t au̯								
68-8								s ai̯ m								
631-8								p ɔː								
594-8								k au̯								
1759-8								dʑ ɔː n								
805-8								d ɔː n								
756-8								dʑ ai̯								
1201-8								ɲ ɔː								
2042-8								ʔ ai̯								
1968-8								t a ʔ								
2000-8								f ɔː ŋ								
17-8								v ai̯								
4-8								t ɔː m								
788-8								t ai̯								
1219-8								dʑ ɔː m								
141-8								ʔ ɔː ŋ								
541-8								p l a ɔː ŋ								
1687-8								n ai̯								
123-8								n ɔː m								
1652-8								dʑ ɔː n								
576-8								ŋ ai̯								
1738-8								ʔ ɔː								
442-8								dʑ ɔː m								
368-8								p v ɔː ŋ								
1778-8								p ɔː								
957-8								n ai̯								
1704-8								ʔ ai̯								
304-8								n ɔː m								
1796-8								dʑ ɔː ŋ								
720-8								t o h								
287-8								k l ɔː								
321-8								dʑ ai̯								
206-8								p o								
1950-8								ʔ au̯								
665-8								p v ɔː n								
703-8								n ai̯								
1290-8								m aːi̯								
1391-8								k ɔː								
269-8								k ɔː								
855-8								dʑ ɔː n								
2078-8								s ai̯								
2213-8								m au̯								
1858-8								s au̯								
1151-8								k a ɔː								
737-8								p a								
1859-9									ŋ a							
175-9									ʔ a ʔ							
241-9									ʔ a ʔ							
2163-9									ʔ a ŋ							
2181-9									ŋ a ŋ							
2060-9									ʔ a ŋ							
410-9									ʔ a							
1841-9									ŋ a							
2017-9									ʔ a							
1004-9									a a							
614-9									ʔ a h							
686-9									ʔ a a							
88-9									ʔ a h							
872-9									ŋ a ŋ							
1891-9									ʔ a							
68-9									ŋ a ŋ							
631-9									ʔ ʔ a ŋ							
594-9									ʔ a							
1759-9									ʔ a ŋ							
805-9									ʔ a ŋ							
756-9									ʔ a ʔ							
1201-9									ŋ ʔ a h							
2042-9									ʔ a ʔ							
1968-9									ʔ a ʔ							
2000-9									ŋ a ŋ							
17-9									ŋ a ʔ							
4-9									ʔ a ŋ							
788-9									ʔ a ʔ							
1219-9									ʔ a ŋ							
141-9									ʔ a ŋ							
541-9									ʔ a a a ŋ							
1687-9									ŋ a ŋ							
123-9									ŋ a ŋ							
1652-9									ʔ a ŋ							
576-9									ŋ a h							
1738-9									ʔ a ʔ							
442-9									ŋ a ŋ							
368-9									ʔ a a ŋ							
1778-9									ʔ a ʔ							
957-9									ŋ a h							
1704-9									ʔ a ʔ							
304-9									a a ŋ							
1796-9									ʔ a ŋ							
720-9									ʔ a h							
287-9									ʔ ʔ a h							
321-9									ʔ a h							
206-9									ʔ a ʔ							
1950-9									ʔ l a							
665-9									ʔ ʔ a ŋ							
703-9									ŋ a h							
1290-9									ŋ a							
1391-9									ʔ a ʔ							
269-9									ʔ a h							
855-9									ʔ a ŋ							
2078-9									ŋ a ʔ							
2213-9									ŋ a							
1858-9									ʔ a							
1151-9									ʔ a a h							
737-9									ʔ a ʔ							
1859-10										ŋ ɔː						
175-10										kʰ ɔ n						
241-10										ʔ u n						
2163-10										ʔ u n						
2181-10										dʑ ɔː m						
2060-10										ʔ ɔː m						
410-10										ʔ ɔː						
1841-10										m ɔː						
2017-10										s ɔː						
1004-10										m̥ ɔː						
614-10										ʔ ɔ h						
686-10										b a e						
88-10										k ɔ n						
872-10										f u ŋ						
1891-10										ʔ ɔː						
68-10										s iː m						
631-10										b a n						
594-10										ʔ ɔː						
1759-10										s ə ŋ						
805-10										d ə ŋ						
756-10										ʔ ɔ ʔ						
1201-10										m a n						
2042-10										ʔ ɔː n						
1968-10										kʰ ɔ n						
2000-10										f a ŋ						
17-10										s ɔ n						
4-10										ɗ ɔː m						
788-10										ɗ ɔː						
1219-10										ɗ ɔː m						
141-10										ʔ ɔː ŋ						
541-10										b r a a ŋ						
1687-10										ʔ u ŋ						
123-10										m ɔː m						
1652-10										dʑ ə ŋ						
576-10										ŋ u n						
1738-10										ɗ ɔ n						
442-10										ɗ ɔː m						
368-10										b j a ŋ						
1778-10										ʔ ɔ n						
957-10										s ɔ n						
1704-10										ʔ ɔ n						
304-10										ɔ ɔː m						
1796-10										dʑ a ŋ						
720-10										d u h						
287-10										k ʔ a						
321-10										dʑ ɔ n						
206-10										ʔ ɔ n						
1950-10										ʔ a a						
665-10										b ʔ a n						
703-10										s ɔ ʔ						
1290-10										m ɔː						
1391-10										kʰ ɔ n						
269-10										k a n						
855-10										dʑ ə ŋ						
2078-10										s iː						
2213-10										m ɔː						
1858-10										s a						
1151-10										k ɔ a h						
737-10										b l a						
1859-11											ŋ aːi̯					
175-11											k a					
241-11											ʔ uː					
2163-11											k ɔ					
2181-11											n ai̯ ŋ					
2060-11											ʔ ɔ h					
410-11											t aːi̯					
1841-11											tɕʰ aːi̯					
2017-11											tɕʰ i					
1004-11											tɕʰ aːi̯					
614-11											dʑ ai̯ h					
686-11											k aː aːi̯					
88-11											k ɔː					
872-11											n ɔ ŋ					
1891-11											ʔ au̯					
68-11											s ai̯ ŋ					
631-11											k ɔː					
594-11											k au̯					
1759-11											dʑ ɔ n					
805-11											k ɔ n					
756-11											s ai̯ ʔ					
1201-11											m a					
2042-11											ʔ ai̯					
1968-11											k a ʔ					
2000-11											tɕʰ ɔ ŋ					
17-11											s ai̯ ʔ					
4-11											b ɔː n					
788-11											t ai̯ ʔ					
1219-11											ai̯ ŋ					
141-11											ʔ aː ŋ					
541-11											tɕ r a ɔː ŋ					
1687-11											s ai̯					
123-11											n ai̯ ŋ					
1652-11											dʑ ɔː n					
576-11											ŋ ai̯					
1738-11											ʔ a					
442-11											dʑ ɔ ŋ					
368-11											n ɔː ŋ					
1778-11											b a ʔ					
957-11											n ai̯					
1704-11											ʔ ai̯ ʔ					
304-11											tɕʰ ɔ ŋ					
1796-11											dʑ ɔː ŋ					
720-11											d ai̯ h					
287-11											k l ɔː					
321-11											dʑ ai̯ h					
206-11											b ai̯					
1950-11											ʔ ɔː					
665-11											k ɔː n					
703-11											n ai̯					
1290-11											m aːi̯					
1391-11											k a ʔ					
269-11											k ɔː					
855-11											dʑ ɔː n					
2078-11											s ai̯ ʔ					
2213-11											tɕʰ aːi̯					
1858-11											s ou̯					
1151-11											k a ɔː					
737-11											p a					
1859-12												ŋ ai̯				
175-12												g o				
241-12												ʔ o				
2163-12												g o ɲ				
2181-12												n o m				
2060-12												ʔ o m				
410-12												d o				
1841-12												m o				
2017-12												s e				
1004-12												s o				
614-12												b o h				
686-12												b o e				
88-12												g o ʔ				
872-12												n o ŋ				
1891-12												d o				
68-12												s e m				
631-12												b e n				
594-12												g o				
1759-12												s e ɲ				
805-12												g o ɲ				
756-12												s o				
1201-12												m o				
2042-12												ʔ o				
1968-12												d o ʔ				
2000-12												s o ŋ				
17-12												v o				
4-12												d o m				
788-12												d o				
1219-12												s o m				
141-12												ʔ o ŋ				
541-12												p r ɛ o ŋ				
1687-12												s o ɲ				
123-12												ŋ o m				
1652-12												c e ɲ				
576-12												ŋ o				
1738-12												d o				
442-12												s o m				
368-12												ʔ j o ŋ				
1778-12												p o				
957-12												ŋ o				
1704-12												ʔ o				
304-12												j o m				
1796-12												c e ŋ				
720-12												t o h				
287-12												g o				
321-12												g o h				
206-12												d o ʔ				
1950-12												ʔ o				
665-12												g n o n				
703-12												ŋ o ʔ				
1290-12												m ai̯				
1391-12												g o				
269-12												g o ʔ				
855-12												c e ɲ				
2078-12												s ɛ				
2213-12												m e				
1858-12												s o				
1151-12												g o o n				
737-12												p o				
1859-13													ŋ ai̯			
175-13													g o			
241-13													ʔ o			
2163-13													g o			
2181-13													n o h			
2060-13													ʔ o m			
410-13													ʔ o			
1841-13													m o			
2017-13													s o			
1004-13													s o			
614-13													b ou̯ h			
686-13													p l ai̯			
88-13													g o ʔ			
872-13													n o n			
1891-13													ʔ o			
68-13													s o k			
631-13													p e			
594-13													g o			
1759-13													s o n			
805-13													g o n			
756-13													s o			
1201-13													m o			
2042-13													ʔ o			
1968-13													t o ʔ			
2000-13													s o k			
17-13													v o			
4-13													d o m			
788-13													ʔ o			
1219-13													s o m			
141-13													ʔ o k			
541-13													p r ɛ o h			
1687-13													s o h			
123-13													n o h			
1652-13													c o n			
576-13													ŋ o			
1738-13													t o			
442-13													d o m			
368-13													ʔ j o n			
1778-13													p o ʔ			
957-13													n o			
1704-13													ʔ o ʔ			
304-13													j o h			
1796-13													c o k			
720-13													t o h			
287-13													g o			
321-13													g o h			
206-13													b o ʔ			
1950-13													ʔ o			
665-13													g n o n			
703-13													n ou̯ ʔ			
1290-13													m ai̯			
1391-13													g o			
269-13													g o			
855-13													c o n			
2078-13													s ɛ			
2213-13													m o			
1858-13													s o			
1151-13													g j o n			
737-13													p o			
1859-14														ŋ aːi̯		
175-14														ʔ a		
241-14														ʔ uː t		
2163-14														g o m		
2181-14														s ɔː m		
2060-14														ʔ a m		
410-14														d aːi̯		
1841-14														s aːi̯		
2017-14														s eː		
1004-14														m̥ a		
614-14														ʔ o h		
686-14														b ɔ eː		
88-14														g a h		
872-14														ŋ o ŋ		
1891-14														d a		
68-14														s a m		
631-14														b ɔː h		
594-14														ʔ a		
1759-14														s a ŋ		
805-14														g a ŋ		
756-14														m a ʔ		
1201-14														m a h		
2042-14														ʔ a		
1968-14														dʱ a ʔ		
2000-14														s a ŋ		
17-14														s a t		
4-14														ɗ a m		
788-14														dʱ ai̯		
1219-14														tɕ ɔː m		
141-14														ʔ a ŋ		
541-14														k r a a h		
1687-14														ʔ a h		
123-14														s ɔː h		
1652-14														tɕ e ŋ		
576-14														ŋ ɔ		
1738-14														dʱ a t		
442-14														ɗ ɔː m		
368-14														g j a h		
1778-14														ʔ a t		
957-14														ŋ a t		
1704-14														ʔ a t		
304-14														ɔ a m		
1796-14														tɕ e ŋ		
720-14														dʱ o h		
287-14														g a h		
321-14														tɕ o h		
206-14														dʱ o t		
1950-14														ʔ ɔ a		
665-14														b t ɔː h		
703-14														m o t		
1290-14														m aːi̯		
1391-14														k a t		
269-14														g a t		
855-14														tɕ e ŋ		
2078-14														s a		
2213-14														m aːi̯		
1858-14														s a		
1151-14														g o a h		
737-14														p l a h		
1859-15															ŋ aːi̯	
175-15															g ou̯	
241-15															ʔ ou̯ ʔ	
2163-15															g ou̯ ɲ	
2181-15															n ou̯ m	
2060-15															ʔ ou̯ m	
410-15															d ou̯	
1841-15															m ou̯	
2017-15															s ou̯	
1004-15															s ou̯	
614-15															tɕ ou̯ h	
686-15															b ou̯ aːi̯	
88-15															g ou̯ ʔ	
872-15															n o ŋ	
1891-15															d ou̯	
68-15															s ɛː m	
631-15															b a n	
594-15															g ou̯	
1759-15															s ou̯ ɲ	
805-15															g ou̯ ɲ	
756-15															s ou̯	
1201-15															m ou̯ ʔ	
2042-15															ʔ ou̯	
1968-15															d ou̯ ʔ	
2000-15															s o ŋ	
17-15															v ou̯	
4-15															d ou̯ m	
788-15															d ou̯	
1219-15															s ou̯ m	
141-15															ʔ o ŋ	
541-15															b r j a ŋ	
1687-15															s ou̯ ɲ	
123-15															s ou̯ m	
1652-15															c e ɲ	
576-15															ŋ ou̯	
1738-15															d ou̯ ʔ	
442-15															s ou̯ m	
368-15															g j a ŋ	
1778-15															b ou̯ ʔ	
957-15															n ou̯	
1704-15															ʔ ou̯ ʔ	
304-15															j ou̯ m	
1796-15															c e ŋ	
720-15															t ou̯ h	
287-15															g ou̯	
321-15															g ou̯ h	
206-15															d ou̯ ʔ	
1950-15															ʔ ou̯	
665-15															g n ou̯ n	
703-15															ŋ ou̯ ʔ	
1290-15															m aːi̯	
1391-15															g ou̯	
269-15															g a ʔ	
855-15															c e ɲ	
2078-15															s ɛː	
2213-15															m ou̯	
1858-15															s ou̯	
1151-15															g j ou̯ ɲ	
737-15															b ou̯	
1859-16																ŋ aːi̯
175-16																g a
241-16																ʔ a ʔ
2163-16																g eː ŋ
2181-16																n eː m
2060-16																ʔ ou̯ m
410-16																t ou̯
1841-16																m aːi̯
2017-16																s ou̯
1004-16																a ou̯
614-16																b ou̯ h
686-16																b l aːi̯
88-16																g a ʔ
872-16																n eː ŋ
1891-16																t ou̯
68-16																s ei̯ m
631-16																b a n
594-16																g ou̯
1759-16																s eː n
805-16																g eː n
756-16																s ou̯ ʔ
1201-16																m t a
2042-16																ʔ a
1968-16																t a ʔ
2000-16																a eː ŋ
17-16																v a ʔ
4-16																d eː m
788-16																t ɛː
1219-16																tɕ oː m
141-16																ʔ eː ŋ
541-16																b r j a ŋ
1687-16																n ou̯ ŋ
123-16																n oː m
1652-16																tɕ eː n
576-16																ŋ aːi̯
1738-16																d ou̯ ʔ
442-16																d oː m
368-16																t j eː ŋ
1778-16																b ou̯ ʔ
957-16																n a
1704-16																ʔ a ʔ
304-16																j eː m
1796-16																tɕ eː ŋ
720-16																t eː h
287-16																g a
321-16																g a n
206-16																b ou̯ ʔ
1950-16																ʔ tɕ aːi̯
665-16																g ɔː n
703-16																n ou̯ ʔ
1290-16																m aːi̯
1391-16																g a
269-16																g ɔː ʔ
855-16																tɕ eː n
2078-16																s ɛː
2213-16																m aːi̯
1858-16																s ou̯
1151-16																g j a h
737-16																p a
