index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
4	1.0000	1	0.2500	33	15	²¹	ɯ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	16	²¹	ɯ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	17	²¹	ɛ	-	t	∅	∅	∅	_	E	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	18	²¹	ɯ	j	t	∅	∅	∅	_	I	J	T	∅	∅	∅	0	7	6	1	∅	∅	∅	19	³¹	ɯ	-	ʈ	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	20	²¹	ɯ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																							21	²¹	ɯ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	22	²¹	ɯ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅
1	0.2500	4	1.0000	53	23	t	∅	∅	∅	-	e	³³	T	∅	∅	∅	_	E	_	1	∅	∅	∅	0	7	0	24	t	∅	∅	∅	j	ɛ	³³	T	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0	25	t	∅	∅	∅	-	ĩ	³³	T	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0	26	t	∅	∅	∅	j	ɛ̃	³³	T	∅	∅	∅	J	E	_	1	∅	∅	∅	6	7	0																																													27	t	∅	∅	∅	-	ĩ	³³	T	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0	28	t	∅	∅	∅	-	i	³³	T	∅	∅	∅	_	I	_	1	∅	∅	∅	0	7	0																						
2	0.5000	3	0.7500	53	23	-	t	∅	∅	e	³³	∅	_	T	∅	∅	E	_	∅	0	1	∅	∅	7	0	∅	24	j	t	∅	∅	ɛ	³³	∅	J	T	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅	25	-	t	∅	∅	ĩ	³³	∅	_	T	∅	∅	I	_	∅	0	1	∅	∅	7	0	∅	26	j	t	∅	∅	ɛ̃	³³	∅	J	T	∅	∅	E	_	∅	6	1	∅	∅	7	0	∅																																													27	-	t	∅	∅	ĩ	³³	∅	_	T	∅	∅	I	_	∅	0	1	∅	∅	7	0	∅	28	-	t	∅	∅	i	³³	∅	_	T	∅	∅	I	_	∅	0	1	∅	∅	7	0	∅																						
3	0.7500	2	0.5000	53	23	e	-	t	∅	³³	∅	∅	E	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅	24	ɛ	j	t	∅	³³	∅	∅	E	J	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅	25	ĩ	-	t	∅	³³	∅	∅	I	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅	26	ɛ̃	j	t	∅	³³	∅	∅	E	J	T	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																													27	ĩ	-	t	∅	³³	∅	∅	I	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅	28	i	-	t	∅	³³	∅	∅	I	_	T	∅	_	∅	∅	7	0	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	53	23	³³	e	-	t	∅	∅	∅	_	E	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	24	³³	ɛ	j	t	∅	∅	∅	_	E	J	T	∅	∅	∅	0	7	6	1	∅	∅	∅	25	³³	ĩ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	26	³³	ɛ̃	j	t	∅	∅	∅	_	E	J	T	∅	∅	∅	0	7	6	1	∅	∅	∅																																													27	³³	ĩ	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅	28	³³	i	-	t	∅	∅	∅	_	I	_	T	∅	∅	∅	0	7	0	1	∅	∅	∅																						
1	0.3333	3	1.0000	54	29	t	∅	∅	∅	ɔ	⁴⁴	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																																																			30	t	∅	∅	∅	o	⁵⁵	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅	31	t	∅	∅	∅	o	⁴⁴	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																													32	t	∅	∅	∅	o	³³	∅	T	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	54	29	ɔ	t	∅	∅	⁴⁴	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																			30	o	t	∅	∅	⁵⁵	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	31	o	t	∅	∅	⁴⁴	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													32	o	t	∅	∅	³³	∅	∅	U	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	54	29	⁴⁴	ɔ	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																			30	⁵⁵	o	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	31	⁴⁴	o	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													32	³³	o	t	∅	∅	∅	∅	_	U	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	85	33	tɕ	∅	∅	∅	i	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	34	tɕ	∅	∅	∅	ĩ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	35	tɕ	∅	∅	∅	ĩ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅	36	tɕ	∅	∅	∅	ĩ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																							37	tɕ	∅	∅	∅	i	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																							38	dz	∅	∅	∅	e	³³	∅	C	∅	∅	∅	E	_	∅	2	∅	∅	∅	7	0	∅	39	tɕ	∅	∅	∅	i	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	85	33	i	tɕ	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	34	ĩ	tɕ	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	35	ĩ	tɕ	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	36	ĩ	tɕ	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							37	i	tɕ	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																							38	e	dz	∅	∅	³³	∅	∅	E	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅	39	i	tɕ	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅
3	1.0000	1	0.3333	85	33	³³	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	34	³³	ĩ	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	35	³³	ĩ	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	36	³³	ĩ	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							37	³³	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							38	³³	e	dz	∅	∅	∅	∅	_	E	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	39	³³	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅
