index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
2	0.6667	2	0.6667	1174	703	e	p	∅	∅	⁴²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							704	e	p	∅	∅	⁴²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	705	e	p	∅	∅	³³	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							706	e	p	∅	∅	³²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													707	e	p	∅	∅	⁴²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1174	703	⁴²	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							704	⁴²	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	705	³³	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							706	³²	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													707	⁴²	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	1175																							708	k	∅	∅	∅	w	ã	³⁵	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0	709	k	∅	∅	∅	w	ã	⁵⁵	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0																																																																			710	k	∅	∅	∅	w	ã	³⁵	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0	711	kʰ	∅	∅	∅	-	ao	⁵⁵	K	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0																						
2	0.5000	3	0.7500	1175																							708	w	k	∅	∅	ã	³⁵	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	709	w	k	∅	∅	ã	⁵⁵	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅																																																																			710	w	k	∅	∅	ã	³⁵	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	711	-	kʰ	∅	∅	ao	⁵⁵	∅	_	K	∅	∅	A	_	∅	0	1	∅	∅	7	0	∅																						
3	0.7500	2	0.5000	1175																							708	ã	w	k	∅	³⁵	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	709	ã	w	k	∅	⁵⁵	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																																																			710	ã	w	k	∅	³⁵	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	711	ao	-	kʰ	∅	⁵⁵	∅	∅	A	_	K	∅	_	∅	∅	7	0	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	1175																							708	³⁵	ã	w	k	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	709	⁵⁵	ã	w	k	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																																																			710	³⁵	ã	w	k	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	711	⁵⁵	ao	-	kʰ	∅	∅	∅	_	A	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅																						
1	0.3333	3	1.0000	1192	712	v	∅	∅	∅	ɤ	²¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	713	v	∅	∅	∅	ɤ	²¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	714	v	∅	∅	∅	ɤ̃	²¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	715	v	∅	∅	∅	ã	²¹	∅	B	∅	∅	∅	A	_	∅	3	∅	∅	∅	7	0	∅																							716	v	∅	∅	∅	ɤ	²¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																													717	v	∅	∅	∅	ɤ	²¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1192	712	ɤ	v	∅	∅	²¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	713	ɤ	v	∅	∅	²¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	714	ɤ̃	v	∅	∅	²¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	715	ã	v	∅	∅	²¹	∅	∅	A	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							716	ɤ	v	∅	∅	²¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																													717	ɤ	v	∅	∅	²¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1192	712	²¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	713	²¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	714	²¹	ɤ̃	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	715	²¹	ã	v	∅	∅	∅	∅	_	A	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							716	²¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																													717	²¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	1195																																																																																																																																					718	j	∅	∅	∅	ɛ̃	²¹	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	719	ɥ	∅	∅	∅	ɛ	⁴⁴	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	1195																																																																																																																																					718	ɛ̃	j	∅	∅	²¹	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	719	ɛ	ɥ	∅	∅	⁴⁴	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	1195																																																																																																																																					718	²¹	ɛ̃	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	719	⁴⁴	ɛ	ɥ	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	1214	720	p	∅	∅	∅	e	²¹	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																																									721	pʰ	∅	∅	∅	i	²¹	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							722	p	∅	∅	∅	e	²¹	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	1214	720	e	p	∅	∅	²¹	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																									721	i	pʰ	∅	∅	²¹	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							722	e	p	∅	∅	²¹	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	1214	720	²¹	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																									721	²¹	i	pʰ	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							722	²¹	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	1215																							723	s	∅	∅	∅	u	⁵⁵	∅	S	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅	724	s	∅	∅	∅	ɤ	⁵⁵	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	725	s	∅	∅	∅	u	⁵⁵	∅	S	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅	726	ɕ	∅	∅	∅	u	³³	∅	S	∅	∅	∅	Y	_	∅	3	∅	∅	∅	7	0	∅	727	s	∅	∅	∅	ɤ	³⁵	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	728	ɕ	∅	∅	∅	ɛ	³⁵	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	729	ʃ	∅	∅	∅	ɤ	³⁵	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	730	s	∅	∅	∅	ɤ	³⁵	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1215																							723	u	s	∅	∅	⁵⁵	∅	∅	Y	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	724	ɤ	s	∅	∅	⁵⁵	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	725	u	s	∅	∅	⁵⁵	∅	∅	Y	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	726	u	ɕ	∅	∅	³³	∅	∅	Y	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	727	ɤ	s	∅	∅	³⁵	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	728	ɛ	ɕ	∅	∅	³⁵	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	729	ɤ	ʃ	∅	∅	³⁵	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	730	ɤ	s	∅	∅	³⁵	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1215																							723	⁵⁵	u	s	∅	∅	∅	∅	_	Y	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	724	⁵⁵	ɤ	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	725	⁵⁵	u	s	∅	∅	∅	∅	_	Y	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	726	³³	u	ɕ	∅	∅	∅	∅	_	Y	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	727	³⁵	ɤ	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	728	³⁵	ɛ	ɕ	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	729	³⁵	ɤ	ʃ	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	730	³⁵	ɤ	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	1216																							731	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																																																																									732	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	1216																							731	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																																																																									732	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	1216																							731	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																																																																									732	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	1218																																																																																																															733	kʰ	∅	∅	∅	ɔ	⁵⁵	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																													734	kʰ	∅	∅	∅	ɔ	⁵⁵	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1218																																																																																																															733	ɔ	kʰ	∅	∅	⁵⁵	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													734	ɔ	kʰ	∅	∅	⁵⁵	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1218																																																																																																															733	⁵⁵	ɔ	kʰ	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													734	⁵⁵	ɔ	kʰ	∅	∅	∅	∅	_	U	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	1241	735	p	∅	∅	∅	e	⁴⁴	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																																									736	p	∅	∅	∅	e	⁴⁴	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							737	p	∅	∅	∅	e	⁴⁴	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	738	p	∅	∅	∅	e	⁴⁴	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1241	735	e	p	∅	∅	⁴⁴	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																									736	e	p	∅	∅	⁴⁴	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							737	e	p	∅	∅	⁴⁴	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	738	e	p	∅	∅	⁴⁴	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1241	735	⁴⁴	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																									736	⁴⁴	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							737	⁴⁴	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	738	⁴⁴	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	1242	739	j	∅	∅	∅	ɯ	³⁵	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅																																																																																																																																					740	j	∅	∅	∅	ɯ	³⁵	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅	741	j	∅	∅	∅	ɯ	³⁵	∅	J	∅	∅	∅	I	_	∅	6	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1242	739	ɯ	j	∅	∅	³⁵	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																																																																																																																					740	ɯ	j	∅	∅	³⁵	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	741	ɯ	j	∅	∅	³⁵	∅	∅	I	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1242	739	³⁵	ɯ	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																																																																																																																					740	³⁵	ɯ	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	741	³⁵	ɯ	j	∅	∅	∅	∅	_	I	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅
1	0.3333	3	1.0000	1243																							742	ɣ	∅	∅	∅	ɯ	³⁵	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	743	ɣ	∅	∅	∅	ɯ	³⁵	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	744	ɣ	∅	∅	∅	ɯ	³⁵	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																																													745	ɣ	∅	∅	∅	ɯ	³⁵	∅	G	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	1243																							742	ɯ	ɣ	∅	∅	³⁵	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	743	ɯ	ɣ	∅	∅	³⁵	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	744	ɯ	ɣ	∅	∅	³⁵	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																													745	ɯ	ɣ	∅	∅	³⁵	∅	∅	I	G	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	1243																							742	³⁵	ɯ	ɣ	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	743	³⁵	ɯ	ɣ	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	744	³⁵	ɯ	ɣ	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																													745	³⁵	ɯ	ɣ	∅	∅	∅	∅	_	I	G	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	1256	746	ʐ	∅	∅	∅	ɤ	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																																									747	s	∅	∅	∅	ɤ	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																							748	z	∅	∅	∅	ɤ	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	749	z	∅	∅	∅	ɤ	⁴²	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1256	746	ɤ	ʐ	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																									747	ɤ	s	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							748	ɤ	z	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	749	ɤ	z	∅	∅	⁴²	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1256	746	⁴²	ɤ	ʐ	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																									747	⁴²	ɤ	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							748	⁴²	ɤ	z	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	749	⁴²	ɤ	z	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	1257																							750	v	∅	∅	∅	ɤ	⁴²	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	751	v	∅	∅	∅	ɤ	⁴²	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																																																																																				
2	0.6667	2	0.6667	1257																							750	ɤ	v	∅	∅	⁴²	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	751	ɤ	v	∅	∅	⁴²	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																																																																				
3	1.0000	1	0.3333	1257																							750	⁴²	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	751	⁴²	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																																																																				
1	0.2500	4	1.0000	1276	752	ʈʂ	∅	∅	∅	-	ɤ	⁴²	C	∅	∅	∅	_	E	_	2	∅	∅	∅	0	7	0	753	ts	∅	∅	∅	w	ɔ̃	⁴²	C	∅	∅	∅	W	U	_	2	∅	∅	∅	6	7	0																							754	ts	∅	∅	∅	-	ao	⁴²	C	∅	∅	∅	_	A	_	2	∅	∅	∅	0	7	0																							755	ts	∅	∅	∅	-	ɤ	⁴²	C	∅	∅	∅	_	E	_	2	∅	∅	∅	0	7	0	756	tɕ	∅	∅	∅	-	ɛ	⁴²	C	∅	∅	∅	_	E	_	2	∅	∅	∅	0	7	0																																												
2	0.5000	3	0.7500	1276	752	-	ʈʂ	∅	∅	ɤ	⁴²	∅	_	C	∅	∅	E	_	∅	0	2	∅	∅	7	0	∅	753	w	ts	∅	∅	ɔ̃	⁴²	∅	W	C	∅	∅	U	_	∅	6	2	∅	∅	7	0	∅																							754	-	ts	∅	∅	ao	⁴²	∅	_	C	∅	∅	A	_	∅	0	2	∅	∅	7	0	∅																							755	-	ts	∅	∅	ɤ	⁴²	∅	_	C	∅	∅	E	_	∅	0	2	∅	∅	7	0	∅	756	-	tɕ	∅	∅	ɛ	⁴²	∅	_	C	∅	∅	E	_	∅	0	2	∅	∅	7	0	∅																																												
3	0.7500	2	0.5000	1276	752	ɤ	-	ʈʂ	∅	⁴²	∅	∅	E	_	C	∅	_	∅	∅	7	0	2	∅	0	∅	∅	753	ɔ̃	w	ts	∅	⁴²	∅	∅	U	W	C	∅	_	∅	∅	7	6	2	∅	0	∅	∅																							754	ao	-	ts	∅	⁴²	∅	∅	A	_	C	∅	_	∅	∅	7	0	2	∅	0	∅	∅																							755	ɤ	-	ts	∅	⁴²	∅	∅	E	_	C	∅	_	∅	∅	7	0	2	∅	0	∅	∅	756	ɛ	-	tɕ	∅	⁴²	∅	∅	E	_	C	∅	_	∅	∅	7	0	2	∅	0	∅	∅																																												
4	1.0000	1	0.2500	1276	752	⁴²	ɤ	-	ʈʂ	∅	∅	∅	_	E	_	C	∅	∅	∅	0	7	0	2	∅	∅	∅	753	⁴²	ɔ̃	w	ts	∅	∅	∅	_	U	W	C	∅	∅	∅	0	7	6	2	∅	∅	∅																							754	⁴²	ao	-	ts	∅	∅	∅	_	A	_	C	∅	∅	∅	0	7	0	2	∅	∅	∅																							755	⁴²	ɤ	-	ts	∅	∅	∅	_	E	_	C	∅	∅	∅	0	7	0	2	∅	∅	∅	756	⁴²	ɛ	-	tɕ	∅	∅	∅	_	E	_	C	∅	∅	∅	0	7	0	2	∅	∅	∅																																												
